energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,2.43770749,0.02691404,0.20282915,1.37983004,0.50551147,0.75293977,0.41322344,1.52779581,0.00000000
-5.99399700,2.49325946,0.02894878,0.20738722,1.40490022,0.52050385,0.76570981,0.42397095,1.56012311,0.00000000
-5.98799400,2.55039359,0.03102682,0.21188058,1.42917434,0.53618016,0.77855874,0.43495898,1.59356932,0.00000000
-5.98199100,2.60862244,0.03312587,0.21627027,1.45256803,0.55236367,0.79141442,0.44612057,1.62788973,0.00000000
-5.97598799,2.66734618,0.03522123,0.22051009,1.47496092,0.56884888,0.80418629,0.45737018,1.66276699,0.00000000
-5.96998499,2.72585586,0.03728624,0.22454684,1.49619566,0.58540357,0.81676564,0.46860365,1.69781196,0.00000000
-5.96398199,2.78334441,0.03929309,0.22832111,1.51608058,0.60177261,0.82902779,0.47969948,1.73256955,0.00000000
-5.95797899,2.83892518,0.04121359,0.23176855,1.53439605,0.61768315,0.84083604,0.49052143,1.76652954,0.00000000
-5.95197599,2.89165764,0.04302002,0.23482163,1.55090417,0.63285143,0.85204737,0.50092241,1.79914225,0.00000000
-5.94597299,2.94057931,0.04468613,0.23741177,1.56536126,0.64699068,0.86251945,0.51074959,1.82983824,0.00000000
-5.93996998,2.98474216,0.04618796,0.23947177,1.57753233,0.65982004,0.87211851,0.51985031,1.85805114,0.00000000
-5.93396698,3.02325164,0.04750474,0.24093842,1.58720654,0.67107393,0.88072753,0.52807859,1.88324230,0.00000000
-5.92796398,3.05530600,0.04861964,0.24175514,1.59421238,0.68051149,0.88825407,0.53530177,1.90492571,0.00000000
-5.92196098,3.08023364,0.04952038,0.24187456,1.59843168,0.68792561,0.89463714,0.54140697,1.92269175,0.00000000
-5.91595798,3.09752582,0.05019965,0.24126073,1.59981094,0.69315093,0.89985251,0.54630675,1.93622807,0.00000000
-5.90995498,3.10686283,0.05065535,0.23989107,1.59836940,0.69607055,0.90391580,0.54994376,1.94533623,0.00000000
-5.90395198,3.10813155,0.05089060,0.23775770,1.59420279,0.69662076,0.90688320,0.55229397,1.94994284,0.00000000
-5.89794897,3.10143318,0.05091355,0.23486825,1.58748240,0.69479381,0.90884936,0.55336815,1.95010437,0.00000000
-5.89194597,3.08708022,0.05073696,0.23124596,1.57844929,0.69063818,0.90994252,0.55321155,1.94600501,0.00000000
-5.88594297,3.06558275,0.05037756,0.22692914,1.56740384,0.68425657,0.91031706,0.55190170,1.93794763,0.00000000
-5.87993997,3.03762443,0.04985534,0.22196994,1.55469108,0.67580141,0.91014380,0.54954437,1.92633814,0.00000000
-5.87393697,3.00402948,0.04919262,0.21643255,1.54068272,0.66546834,0.90959860,0.54626800,1.91166411,0.00000000
-5.86793397,2.96572245,0.04841309,0.21039090,1.52575692,0.65348779,0.90884989,0.54221676,1.89446876,0.00000000
-5.86193097,2.92368301,0.04754087,0.20392591,1.51027703,0.64011515,0.90804599,0.53754280,1.87532192,0.00000000
-5.85592796,2.87889827,0.04659956,0.19712259,1.49457069,0.62562008,0.90730304,0.53239809,1.85478952,0.00000000
-5.84992496,2.83231550,0.04561131,0.19006701,1.47891068,0.61027552,0.90669428,0.52692625,1.83340358,0.00000000
-5.84392196,2.78479780,0.04459617,0.18284331,1.46349868,0.59434683,0.90624150,0.52125505,1.81163430,0.00000000
-5.83791896,2.73708523,0.04357140,0.17553098,1.44845314,0.57808180,0.90590928,0.51548990,1.78986599,0.00000000
-5.83191596,2.68976372,0.04255112,0.16820252,1.43380197,0.56170194,0.90560248,0.50970876,1.76837819,0.00000000
-5.82591296,2.64324311,0.04154606,0.16092150,1.41948067,0.54539546,0.90516721,0.50395874,1.74733307,0.00000000
-5.81990995,2.59774566,0.04056351,0.15374125,1.40533601,0.52931223,0.90439536,0.49825473,1.72676972,0.00000000
-5.81390695,2.55330531,0.03960750,0.14670409,1.39113499,0.51356097,0.90303254,0.49257982,1.70660561,0.00000000
-5.80790395,2.50977744,0.03867910,0.13984125,1.37657877,0.49820868,0.90078892,0.48688785,1.68664499,0.00000000
-5.80190095,2.46685843,0.03777685,0.13317329,1.36132042,0.48328227,0.89735254,0.48110751,1.66659361,0.00000000
-5.79589795,2.42411342,0.03689730,0.12671111,1.34498579,0.46877214,0.89240421,0.47514804,1.64607878,0.00000000
-5.78989495,2.38101062,0.03603564,0.12045739,1.32719581,0.45463751,0.88563331,0.46890589,1.62467356,0.00000000
-5.78389195,2.33695987,0.03518631,0.11440841,1.30758936,0.44081306,0.87675351,0.46227217,1.60192345,0.00000000
-5.77788894,2.29135326,0.03434358,0.10855599,1.28584500,0.42721652,0.86551755,0.45514015,1.57737415,0.00000000
-5.77188594,2.24360539,0.03350213,0.10288970,1.26170056,0.41375665,0.85173036,0.44741262,1.55059881,0.00000000
-5.76588294,2.19319110,0.03265751,0.09739891,1.23496932,0.40034135,0.83525972,0.43900849,1.52122313,0.00000000
-5.75987994,2.13967877,0.03180652,0.09207482,1.20555221,0.38688530,0.81604401,0.42986835,1.48894716,0.00000000
-5.75387694,2.08275753,0.03094741,0.08691223,1.17344508,0.37331690,0.79409662,0.41995866,1.45356276,0.00000000
-5.74787394,2.02225724,0.03008006,0.08191102,1.13874115,0.35958415,0.76950697,0.40927442,1.41496582,0.00000000
-5.74187094,1.95816065,0.02920592,0.07707741,1.10162835,0.34565924,0.74243799,0.39784014,1.37316298,0.00000000
-5.73586793,1.89060739,0.02832792,0.07242468,1.06238202,0.33154182,0.71312056,0.38570922,1.32827267,0.00000000
-5.72986493,1.81989020,0.02745024,0.06797374,1.02135357,0.31726078,0.68184507,0.37296169,1.28052072,0.00000000
-5.72386193,1.74644403,0.02657801,0.06375317,0.97895570,0.30287463,0.64895072,0.35970073,1.23023117,0.00000000
-5.71785893,1.67082902,0.02571693,0.05979910,0.93564531,0.28847059,0.61481319,0.34604797,1.17781281,0.00000000
-5.71185593,1.59370866,0.02487291,0.05615472,0.89190501,0.27416251,0.57983139,0.33213808,1.12374266,0.00000000
-5.70585293,1.51582457,0.02405166,0.05286958,0.84822427,0.26008779,0.54441394,0.31811294,1.06854722,0.00000000
-5.69984992,1.43796938,0.02325832,0.04999871,0.80508127,0.24640360,0.50896594,0.30411564,1.01278266,0.00000000
-5.69384692,1.36095923,0.02249712,0.04760157,0.76292626,0.23328249,0.47387692,0.29028481,0.95701507,0.00000000
-5.68784392,1.28560719,0.02177115,0.04574094,0.72216730,0.22090770,0.43951010,0.27674945,0.90180157,0.00000000
-5.68184092,1.21269877,0.02108214,0.04448162,0.68315889,0.20946831,0.40619366,0.26362458,0.84767334,0.00000000
-5.67583792,1.14297050,0.02043037,0.04388915,0.64619387,0.19915439,0.37421406,0.25100785,0.79512109,0.00000000
-5.66983492,1.07709222,0.01981466,0.04402840,0.61149878,0.19015232,0.34381166,0.23897728,0.74458350,0.00000000
-5.66383192,1.01565350,0.01923246,0.04496218,0.57923275,0.18264035,0.31517860,0.22759010,0.69643892,0.00000000
-5.65782891,0.95915428,0.01868000,0.04674970,0.54948943,0.17678445,0.28845883,0.21688278,0.65100038,0.00000000
-5.65182591,0.90799960,0.01815255,0.04944505,0.52230190,0.17273462,0.26374998,0.20687203,0.60851380,0.00000000
-5.64582291,0.86249821,0.01764470,0.05309566,0.49764983,0.17062146,0.24110694,0.19755673,0.56915913,0.00000000
-5.63981991,0.82286437,0.01715071,0.05774064,0.47546837,0.17055322,0.22054668,0.18892055,0.53305402,0.00000000
-5.63381691,0.78922237,0.01666489,0.06340924,0.45565807,0.17261325,0.20205394,0.18093511,0.50025943,0.00000000
-5.62781391,0.76161307,0.01618192,0.07011925,0.43809531,0.17685784,0.18558736,0.17356334,0.47078680,0.00000000
-5.62181091,0.74000168,0.01569728,0.07787560,0.42264238,0.18331444,0.17108584,0.16676292,0.44460589,0.00000000
-5.61580790,0.72428630,0.01520749,0.08666899,0.40915683,0.19198034,0.15847457,0.16048960,0.42165312,0.00000000
-5.60980490,0.71430644,0.01471047,0.09647478,0.39749957,0.20282176,0.14767054,0.15470011,0.40183946,0.00000000
-5.60380190,0.70985117,0.01420565,0.10725214,0.38754131,0.21577344,0.13858734,0.14935458,0.38505780,0.00000000
-5.59779890,0.71066655,0.01369423,0.11894354,0.37916714,0.23073858,0.13113900,0.14441848,0.37118920,0.00000000
-5.59179590,0.71646193,0.01317913,0.13147454,0.37227911,0.24758950,0.12524279,0.13986375,0.36010789,0.00000000
-5.58579290,0.72691521,0.01266507,0.14475411,0.36679688,0.26616861,0.12082098,0.13566936,0.35168492,0.00000000
-5.57978989,0.74167698,0.01215844,0.15867525,0.36265650,0.28629004,0.11780163,0.13182126,0.34579030,0.00000000
-5.57378689,0.76037364,0.01166717,0.17311620,0.35980762,0.30774179,0.11611839,0.12831170,0.34229386,0.00000000
-5.56778389,0.78260964,0.01120047,0.18794193,0.35820935,0.33028838,0.11570957,0.12513815,0.34106499,0.00000000
-5.56178089,0.80796918,0.01076859,0.20300611,0.35782525,0.35367394,0.11651662,0.12230182,0.34197132,0.00000000
-5.55577789,0.83601762,0.01038247,0.21815335,0.35861783,0.37762582,0.11848221,0.11980609,0.34487691,0.00000000
-5.54977489,0.86630279,0.01005341,0.23322179,0.36054285,0.40185847,0.12154812,0.11765474,0.34963999,0.00000000
-5.54377189,0.89835659,0.00979271,0.24804576,0.36354405,0.42607766,0.12565321,0.11585031,0.35611078,0.00000000
-5.53776888,0.93169702,0.00961123,0.26245860,0.36754845,0.44998483,0.13073152,0.11439271,0.36412947,0.00000000
-5.53176588,0.96583092,0.00951907,0.27629548,0.37246264,0.47328164,0.13671089,0.11327797,0.37352490,0.00000000
-5.52576288,1.00025751,0.00952519,0.28939618,0.37817039,0.49567444,0.14351196,0.11249747,0.38411381,0.00000000
-5.51975988,1.03447274,0.00963706,0.30160767,0.38453153,0.51687872,0.15104788,0.11203742,0.39570111,0.00000000
-5.51375688,1.06797460,0.00986036,0.31278655,0.39138240,0.53662344,0.15922454,0.11187890,0.40808096,0.00000000
-5.50775388,1.10026921,0.01019869,0.32280127,0.39853771,0.55465513,0.16794154,0.11199812,0.42103894,0.00000000
-5.50175088,1.13087756,0.01065339,0.33153402,0.40579388,0.57074173,0.17709355,0.11236707,0.43435493,0.00000000
-5.49574787,1.15934279,0.01122336,0.33888250,0.41293357,0.58467613,0.18657229,0.11295445,0.44780680,0.00000000
-5.48974487,1.18523772,0.01190493,0.34476123,0.41973124,0.59627940,0.19626867,0.11372674,0.46117453,0.00000000
-5.48374187,1.20817232,0.01269188,0.34910279,0.42595950,0.60540356,0.20607512,0.11464935,0.47424468,0.00000000
-5.47773887,1.22780086,0.01357539,0.35185866,0.43139587,0.61193395,0.21588790,0.11568775,0.48681481,0.00000000
-5.47173587,1.24382845,0.01454420,0.35299988,0.43582976,0.61579114,0.22560917,0.11680858,0.49869762,0.00000000
-5.46573287,1.25601656,0.01558476,0.35251749,0.43906911,0.61693223,0.23514873,0.11798042,0.50972466,0.00000000
-5.45972986,1.26418736,0.01668143,0.35042263,0.44094667,0.61535165,0.24442523,0.11917452,0.51974926,0.00000000
-5.45372686,1.26822657,0.01781687,0.34674645,0.44132546,0.61108121,0.25336682,0.12036508,0.52864855,0.00000000
-5.44772386,1.26808461,0.01897232,0.34153969,0.44010316,0.60418955,0.26191122,0.12152934,0.53632458,0.00000000
-5.44172086,1.26377614,0.02012805,0.33487197,0.43721537,0.59478080,0.27000515,0.12264738,0.54270434,0.00000000
