energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,3.18234869,1.34859152,0.00000000,1.13681251,1.24653142,0.01860992,0.59118082
-5.99399700,3.10880606,1.32214164,0.00000000,1.11509724,1.22530626,0.01826738,0.57469452
-5.98799400,3.02287865,1.29083810,0.00000000,1.08863270,1.19986317,0.01786636,0.55557637
-5.98199100,2.92662121,1.25552541,0.00000000,1.05805899,1.17095284,0.01742268,0.53420645
-5.97598799,2.82216944,1.21707546,0.00000000,1.02405523,1.13934585,0.01695270,0.51098508
-5.96998499,2.71166948,1.17635750,0.00000000,0.98731664,1.10580538,0.01647276,0.48632045
-5.96398199,2.59721073,1.13420961,0.00000000,0.94853250,1.07106158,0.01599855,0.46061689
-5.95797899,2.48076483,1.09141296,0.00000000,0.90836577,1.03578846,0.01554455,0.43426409
-5.95197599,2.36413300,1.04866987,0.00000000,0.86743520,1.00058435,0.01512349,0.40762780
-5.94597299,2.24890365,1.00658628,0.00000000,0.82630063,0.96595674,0.01474595,0.38104212
-5.93996998,2.13642127,0.96565939,0.00000000,0.78545181,0.93231164,0.01441995,0.35480378
-5.93396698,2.02776730,0.92627050,0.00000000,0.74530100,0.89994803,0.01415078,0.32916826
-5.92796398,1.92375286,0.88868317,0.00000000,0.70617945,0.86905714,0.01394081,0.30434786
-5.92196098,1.82492283,0.85304637,0.00000000,0.66833742,0.83972630,0.01378953,0.28051156
-5.91595798,1.73157004,0.81940211,0.00000000,0.63194751,0.81194709,0.01369363,0.25778646
-5.90995498,1.64375819,0.78769693,0.00000000,0.59711087,0.78562678,0.01364727,0.23626053
-5.90395198,1.56135172,0.75779640,0.00000000,0.56386555,0.76060270,0.01364232,0.21598645
-5.89794897,1.48405055,0.72950173,0.00000000,0.53219650,0.73665836,0.01366885,0.19698610
-5.89194597,1.41142780,0.70256765,0.00000000,0.50204653,0.71354064,0.01371555,0.17925553
-5.88594297,1.34296855,0.67672054,0.00000000,0.47332753,0.69097713,0.01377024,0.16276997
-5.87993997,1.27810764,0.65167604,0.00000000,0.44593153,0.66869283,0.01382041,0.14748886
-5.87393697,1.21626514,0.62715546,0.00000000,0.41974086,0.64642549,0.01385376,0.13336035
-5.86793397,1.15687803,0.60290014,0.00000000,0.39463731,0.62393904,0.01385867,0.12032546
-5.86193097,1.09942715,0.57868365,0.00000000,0.37050972,0.60103466,0.01382468,0.10832158
-5.85592796,1.04345877,0.55432117,0.00000000,0.34726001,0.57755920,0.01374287,0.09728534
-5.84992496,0.98860039,0.52967611,0.00000000,0.32480749,0.55341074,0.01360621,0.08715477
-5.84392196,0.93457093,0.50466389,0.00000000,0.30309153,0.52854144,0.01340976,0.07787093
-5.83791896,0.88118528,0.47925297,0.00000000,0.28207268,0.50295769,0.01315084,0.06937895
-5.83191596,0.82835410,0.45346352,0.00000000,0.26173246,0.47671788,0.01282911,0.06162855
-5.82591296,0.77607915,0.42736389,0.00000000,0.24207199,0.44992808,0.01244649,0.05457432
-5.81990995,0.72444542,0.40106542,0.00000000,0.22310983,0.42273616,0.01200712,0.04817565
-5.81390695,0.67361048,0.37471600,0.00000000,0.20487919,0.39532460,0.01151713,0.04239652
-5.80790395,0.62379246,0.34849286,0.00000000,0.18742494,0.36790272,0.01098448,0.03720533
-5.80190095,0.57525711,0.32259506,0.00000000,0.17080049,0.34069856,0.01041867,0.03257460
-5.79589795,0.52830512,0.29723604,0.00000000,0.15506494,0.31395097,0.00983047,0.02848089
-5.78989495,0.48326024,0.27263675,0.00000000,0.14028048,0.28790229,0.00923165,0.02490477
-5.78389195,0.44045879,0.24901953,0.00000000,0.12651050,0.26279189,0.00863470,0.02183098
-5.77788894,0.40024107,0.22660304,0.00000000,0.11381806,0.23885076,0.00805258,0.01924875
-5.77188594,0.36294498,0.20559846,0.00000000,0.10226523,0.21629751,0.00749854,0.01715225
-5.76588294,0.32890176,0.18620685,0.00000000,0.09191290,0.19533557,0.00698589,0.01554118
-5.75987994,0.29843414,0.16861787,0.00000000,0.08282130,0.17615187,0.00652791,0.01442144
-5.75387694,0.27185635,0.15300958,0.00000000,0.07505096,0.15891664,0.00613770,0.01380592
-5.74787394,0.24947603,0.13954936,0.00000000,0.06866416,0.14378441,0.00582815,0.01371514
-5.74187094,0.23159727,0.12839545,0.00000000,0.06372658,0.13089585,0.00561188,0.01417799
-5.73586793,0.21852460,0.11969923,0.00000000,0.06030912,0.12038027,0.00550120,0.01523222
-5.72986493,0.21056721,0.11360755,0.00000000,0.05848968,0.11235848,0.00550808,0.01692486
-5.72386193,0.20804282,0.11026515,0.00000000,0.05835473,0.10694570,0.00564410,0.01931231
-5.71785893,0.21128079,0.10981667,0.00000000,0.06000060,0.10425428,0.00592037,0.02246024
-5.71185593,0.22062377,0.11240806,0.00000000,0.06353420,0.10439594,0.00634743,0.02644304
-5.70585293,0.23642763,0.11818716,0.00000000,0.06907322,0.10748323,0.00693507,0.03134306
-5.69984992,0.25905915,0.12730320,0.00000000,0.07674552,0.11363016,0.00769215,0.03724926
-5.69384692,0.28889139,0.13990517,0.00000000,0.08668788,0.12295171,0.00862631,0.04425567
-5.68784392,0.32629650,0.15613897,0.00000000,0.09904380,0.13556217,0.00974367,0.05245921
-5.68184092,0.37163602,0.17614325,0.00000000,0.11396054,0.15157242,0.01104847,0.06195738
-5.67583792,0.42524895,0.20004419,0.00000000,0.13158535,0.17108595,0.01254272,0.07284536
-5.66983492,0.48743774,0.22794925,0.00000000,0.15206094,0.19419400,0.01422576,0.08521299
-5.66383192,0.55845275,0.25994012,0.00000000,0.17552035,0.22096973,0.01609395,0.09914145
-5.65782891,0.63847559,0.29606513,0.00000000,0.20208123,0.25146187,0.01814026,0.11469982
-5.65182591,0.72760222,0.33633157,0.00000000,0.23183984,0.28568796,0.02035404,0.13194160
-5.64582291,0.82582614,0.38069799,0.00000000,0.26486476,0.32362746,0.02272083,0.15090129
-5.63981991,0.93302268,0.42906719,0.00000000,0.30119066,0.36521521,0.02522223,0.17159113
-5.63381691,1.04893495,0.48127991,0.00000000,0.34081223,0.41033534,0.02783599,0.19399818
-5.62781391,1.17316214,0.53710984,0.00000000,0.38367849,0.45881611,0.03053615,0.21808170
-5.62181091,1.30515073,0.59626011,0.00000000,0.42968769,0.51042583,0.03329340,0.24377106
-5.61580790,1.44418911,0.65836150,0.00000000,0.47868303,0.56487021,0.03607554,0.27096417
-5.60980490,1.58940608,0.72297272,0.00000000,0.53044927,0.62179132,0.03884806,0.29952656
-5.60380190,1.73977330,0.78958266,0.00000000,0.58471051,0.68076824,0.04157494,0.32929108
