energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.85592796,2.12673200,0.05465138,0.02757521,0.77072207,0.63926816,0.58635876,0.12598009,1.31625234,0.00000000
-5.84992496,2.18746760,0.05405795,0.02807557,0.79542897,0.65189075,0.60525486,0.13072104,1.35708874,0.00000000
-5.84392196,2.24600939,0.05338559,0.02852719,0.81960762,0.66408657,0.62355806,0.13514349,1.39655576,0.00000000
-5.83791896,2.30112597,0.05264734,0.02891841,0.84269249,0.67559304,0.64090154,0.13917584,1.43382739,0.00000000
-5.83191596,2.35156207,0.05185384,0.02923836,0.86411643,0.68612465,0.65691535,0.14274896,1.46806680,0.00000000
-5.82591296,2.39607720,0.05101290,0.02947743,0.88332831,0.69538178,0.67123711,0.14579826,1.49845200,0.00000000
-5.81990995,2.43348569,0.05012933,0.02962768,0.89981053,0.70306081,0.68352283,0.14826578,1.52420219,0.00000000
-5.81390695,2.46269672,0.04920497,0.02968320,0.91309582,0.70886510,0.69345768,0.15010222,1.54460367,0.00000000
-5.80790395,2.48275283,0.04823886,0.02964045,0.92278262,0.71251638,0.70076632,0.15126875,1.55903458,0.00000000
-5.80190095,2.49286539,0.04722768,0.02949850,0.92854864,0.71376609,0.70522225,0.15173868,1.56698731,0.00000000
-5.79589795,2.49244566,0.04616625,0.02925918,0.93016185,0.71240629,0.70665606,0.15149876,1.56808788,0.00000000
-5.78989495,2.48113009,0.04504821,0.02892714,0.92748881,0.70827946,0.70496207,0.15055008,1.56211137,0.00000000
-5.78389195,2.45879875,0.04386675,0.02850981,0.92049966,0.70128693,0.70010309,0.14890870,1.54899281,0.00000000
-5.77788894,2.42558621,0.04261532,0.02801729,0.90926994,0.69139535,0.69211322,0.14660562,1.52883310,0.00000000
-5.77188594,2.38188422,0.04128835,0.02746213,0.89397886,0.67864111,0.68109838,0.14368650,1.50189958,0.00000000
-5.76588294,2.32833606,0.03988192,0.02685900,0.87490436,0.66313227,0.66723461,0.14021085,1.46862144,0.00000000
-5.75987994,2.26582284,0.03839425,0.02622433,0.85241504,0.64504799,0.65076418,0.13625075,1.42957980,0.00000000
-5.75387694,2.19544212,0.03682612,0.02557587,0.82695935,0.62463552,0.63198961,0.13188929,1.38549324,0.00000000
-5.74787394,2.11847990,0.03518107,0.02493222,0.79905245,0.60220470,0.61126580,0.12721869,1.33719906,0.00000000
-5.74187094,2.03637686,0.03346550,0.02431231,0.76926137,0.57812043,0.58899066,0.12233807,1.28563116,0.00000000
-5.73586793,1.95069039,0.03168857,0.02373492,0.73818895,0.55279314,0.56559447,0.11735118,1.23179535,0.00000000
-5.72986493,1.86305370,0.02986194,0.02321816,0.70645725,0.52666792,0.54152839,0.11236399,1.17674305,0.00000000
-5.72386193,1.77513360,0.02799943,0.02277902,0.67469099,0.50021261,0.51725264,0.10748224,1.12154428,0.00000000
-5.71785893,1.68858841,0.02611652,0.02243293,0.64350171,0.47390527,0.49322462,0.10280913,1.06726102,0.00000000
-5.71185593,1.60502744,0.02422979,0.02219339,0.61347296,0.44822161,0.46988752,0.09844305,1.01492155,0.00000000
-5.70585293,1.52597321,0.02235640,0.02207165,0.58514717,0.42362275,0.44765961,0.09447560,0.96549680,0.00000000
-5.69984992,1.45282745,0.02051347,0.02207647,0.55901437,0.40054374,0.42692471,0.09098976,0.91987915,0.00000000
-5.69384692,1.38684182,0.01871751,0.02221395,0.53550306,0.37938311,0.40802394,0.08805831,0.87886421,0.00000000
-5.68784392,1.32909366,0.01698394,0.02248738,0.51497332,0.36049384,0.39124908,0.08574260,0.84313596,0.00000000
-5.68184092,1.28046732,0.01532667,0.02289719,0.49771211,0.34417589,0.37683744,0.08409151,0.81325524,0.00000000
-5.67583792,1.24164102,0.01375772,0.02344100,0.48393077,0.33067040,0.36496855,0.08314076,0.78965185,0.00000000
-5.66983492,1.21307918,0.01228704,0.02411360,0.47376452,0.32015567,0.35576245,0.08291238,0.77261993,0.00000000
-5.66383192,1.19502991,0.01092230,0.02490713,0.46727370,0.31274492,0.34927958,0.08341457,0.76231663,0.00000000
-5.65782891,1.18752743,0.00966889,0.02581116,0.46444653,0.30848579,0.34552219,0.08464166,0.75876369,0.00000000
-5.65182591,1.19039882,0.00852996,0.02681286,0.46520323,0.30736146,0.34443706,0.08657435,0.76185175,0.00000000
-5.64582291,1.20327479,0.00750653,0.02789726,0.46940108,0.30929332,0.34591949,0.08918021,0.77134708,0.00000000
-5.63981991,1.22560393,0.00659771,0.02904741,0.47684035,0.31414502,0.34981818,0.09241425,0.78690040,0.00000000
-5.63381691,1.25667002,0.00580088,0.03024470,0.48727087,0.32172779,0.35594112,0.09621984,0.80805765,0.00000000
-5.62781391,1.29561210,0.00511201,0.03146911,0.50039899,0.33180677,0.36406194,0.10052975,0.83427236,0.00000000
-5.62181091,1.34144670,0.00452592,0.03269954,0.51589499,0.34410830,0.37392698,0.10526740,0.86491945,0.00000000
-5.61580790,1.39309212,0.00403659,0.03391413,0.53340072,0.35832782,0.38526248,0.11034833,0.89931032,0.00000000
-5.60980490,1.44939407,0.00363739,0.03509071,0.55253742,0.37413835,0.39778207,0.11568187,0.93670887,0.00000000
-5.60380190,1.50915251,0.00332141,0.03620713,0.57291365,0.39119917,0.41119417,0.12117293,0.97634830,0.00000000
-5.59779890,1.57114901,0.00308160,0.03724171,0.59413332,0.40916455,0.42520921,0.12672408,1.01744833,0.00000000
-5.59179590,1.63417412,0.00291105,0.03817375,0.61580362,0.42769229,0.43954654,0.13223757,1.05923262,0.00000000
-5.58579290,1.69705412,0.00280308,0.03898390,0.63754274,0.44645183,0.45394071,0.13761756,1.10094578,0.00000000
-5.57978989,1.75867647,0.00275143,0.03965469,0.65898727,0.46513157,0.46814714,0.14277230,1.14186976,0.00000000
-5.57378689,1.81801311,0.00275026,0.04017094,0.67979912,0.48344533,0.48194680,0.14761628,1.18133891,0.00000000
-5.56778389,1.87414094,0.00279427,0.04052019,0.69967156,0.50113762,0.49515001,0.15207215,1.21875340,0.00000000
-5.56178089,1.92625873,0.00287867,0.04069302,0.71833442,0.51798753,0.50759893,0.15607258,1.25359043,0.00000000
-5.55577789,1.97369985,0.00299922,0.04068339,0.73555812,0.53381127,0.51916897,0.15956164,1.28541275,0.00000000
-5.54977489,2.01594031,0.00315212,0.04048878,0.75115626,0.54846305,0.52976886,0.16249603,1.31387430,0.00000000
-5.54377189,2.05260187,0.00333405,0.04011036,0.76498690,0.56183453,0.53933948,0.16484569,1.33872268,0.00000000
-5.53776888,2.08345005,0.00354205,0.03955296,0.77695223,0.57385281,0.54785162,0.16659414,1.35979834,0.00000000
-5.53176588,2.10838745,0.00377348,0.03882496,0.78699675,0.58447716,0.55530265,0.16773829,1.37703065,0.00000000
-5.52576288,2.12744266,0.00402595,0.03793810,0.79510416,0.59369466,0.56171242,0.16828781,1.39043121,0.00000000
-5.51975988,2.14075553,0.00429729,0.03690712,0.80129294,0.60151524,0.56711860,0.16826415,1.40008467,0.00000000
-5.51375688,2.14855979,0.00458543,0.03574942,0.80561110,0.60796614,0.57157179,0.16769920,1.40613773,0.00000000
-5.50775388,2.15116399,0.00488843,0.03448453,0.80813039,0.61308654,0.57513058,0.16663369,1.40878704,0.00000000
-5.50175088,2.14893191,0.00520443,0.03313360,0.80894012,0.61692234,0.57785699,0.16511540,1.40826670,0.00000000
-5.49574787,2.14226368,0.00553161,0.03171884,0.80814137,0.61952169,0.57981246,0.16319738,1.40483598,0.00000000
-5.48974487,2.13157853,0.00586821,0.03026298,0.80584150,0.62093142,0.58105467,0.16093612,1.39876818,0.00000000
-5.48374187,2.11730010,0.00621252,0.02878868,0.80214963,0.62119463,0.58163524,0.15838985,1.39034096,0.00000000
-5.47773887,2.09984491,0.00656292,0.02731806,0.79717306,0.62034948,0.58159857,0.15561707,1.37982876,0.00000000
-5.47173587,2.07961445,0.00691786,0.02587221,0.79101495,0.61842925,0.58098157,0.15267526,1.36749734,0.00000000
-5.46573287,2.05699073,0.00727587,0.02447082,0.78377316,0.61546354,0.57981442,0.14961990,1.35360074,0.00000000
-5.45972986,2.03233522,0.00763564,0.02313186,0.77554023,0.61148045,0.57812203,0.14650377,1.33838022,0.00000000
-5.45372686,2.00599055,0.00799593,0.02187133,0.76640439,0.60650950,0.57592602,0.14337648,1.32206512,0.00000000
-5.44772386,1.97828423,0.00835560,0.02070309,0.75645120,0.60058483,0.57324706,0.14028428,1.30487492,0.00000000
-5.44172086,1.94953344,0.00871361,0.01963879,0.74576565,0.59374856,0.57010711,0.13726998,1.28702208,0.00000000
-5.43571786,1.92005000,0.00906893,0.01868778,0.73443433,0.58605366,0.56653136,0.13437299,1.26871495,0.00000000
-5.42971486,1.89014452,0.00942054,0.01785717,0.72254734,0.57756635,0.56254977,0.13162946,1.25016024,0.00000000
-5.42371186,1.86012886,0.00976732,0.01715184,0.71019963,0.56836736,0.55819775,0.12907233,1.23156439,0.00000000
-5.41770885,1.83031644,0.01010803,0.01657453,0.69749159,0.55855221,0.55351616,0.12673128,1.21313357,0.00000000
-5.41170585,1.80101976,0.01044120,0.01612590,0.68452870,0.54823020,0.54855032,0.12463265,1.19507194,0.00000000
-5.40570285,1.77254523,0.01076508,0.01580463,0.67142021,0.53752214,0.54334839,0.12279913,1.17757820,0.00000000
-5.39969985,1.74518539,0.01107761,0.01560753,0.65827687,0.52655697,0.53795902,0.12124936,1.16084051,0.00000000
-5.39369685,1.71920905,0.01137634,0.01552956,0.64520793,0.51546745,0.53242850,0.11999736,1.14503008,0.00000000
-5.38769385,1.69484996,0.01165846,0.01556398,0.63231754,0.50438514,0.52679785,0.11905190,1.13029392,0.00000000
-5.38169085,1.67229498,0.01192082,0.01570240,0.61970095,0.49343504,0.52109991,0.11841580,1.11674725,0.00000000
-5.37568784,1.65167264,0.01215996,0.01593486,0.60744069,0.48273027,0.51535683,0.11808528,1.10446628,0.00000000
-5.36968484,1.63304312,0.01237222,0.01624999,0.59560320,0.47236706,0.50957815,0.11804942,1.09348194,0.00000000
-5.36368184,1.61639051,0.01255383,0.01663507,0.58423612,0.46242053,0.50375976,0.11828970,1.08377511,0.00000000
-5.35767884,1.60161827,0.01270111,0.01707626,0.57336648,0.45294138,0.49788384,0.11877983,1.07527396,0.00000000
-5.35167584,1.58854819,0.01281059,0.01755872,0.56300008,0.44395383,0.49191974,0.11948583,1.06785367,0.00000000
-5.34567284,1.57692353,0.01287919,0.01806689,0.55312197,0.43545496,0.48582606,0.12036638,1.06133875,0.00000000
-5.33966983,1.56641609,0.01290445,0.01858476,0.54369824,0.42741541,0.47955343,0.12137354,1.05550796,0.00000000
-5.33366683,1.55663725,0.01288463,0.01909613,0.53467882,0.41978150,0.47304822,0.12245374,1.05010179,0.00000000
-5.32766383,1.54715232,0.01281896,0.01958496,0.52600137,0.41247859,0.46625667,0.12354907,1.04483206,0.00000000
-5.32166083,1.53749766,0.01270766,0.02003576,0.51759572,0.40541557,0.45912921,0.12459879,1.03939320,0.00000000
-5.31565783,1.52719981,0.01255210,0.02043390,0.50938889,0.39849017,0.45162482,0.12554113,1.03347481,0.00000000
-5.30965483,1.51579545,0.01235480,0.02076600,0.50131019,0.39159490,0.44371497,0.12631506,1.02677466,0.00000000
-5.30365183,1.50285154,0.01211943,0.02102027,0.49329611,0.38462318,0.43538695,0.12686228,1.01901172,0.00000000
-5.29764882,1.48798448,0.01185070,0.02118681,0.48529488,0.37747561,0.42664638,0.12712900,1.00993846,0.00000000
-5.29164582,1.47087754,0.01155431,0.02125792,0.47727021,0.37006583,0.41751873,0.12706777,0.99935190,0.00000000
-5.28564282,1.45129578,0.01123670,0.02122829,0.46920429,0.36232599,0.40804977,0.12663905,0.98710303,0.00000000
-5.27963982,1.42909801,0.01090489,0.02109517,0.46109975,0.35421143,0.39830490,0.12581255,0.97310410,0.00000000
-5.27363682,1.40424525,0.01056622,0.02085845,0.45298062,0.34570452,0.38836748,0.12456832,0.95733373,0.00000000
-5.26763382,1.37680558,0.01022808,0.02052070,0.44489232,0.33681757,0.37833626,0.12289745,0.93983951,0.00000000
-5.26163082,1.34695545,0.00989763,0.02008711,0.43690068,0.32759468,0.36832208,0.12080249,0.92073841,0.00000000
-5.25562781,1.31497745,0.00958160,0.01956533,0.42909029,0.31811257,0.35844404,0.11829746,0.90021481,0.00000000
-5.24962481,1.28125490,0.00928595,0.01896536,0.42156215,0.30848042,0.34882550,0.11540759,0.87851658,0.00000000
-5.24362181,1.24626368,0.00901574,0.01829922,0.41443102,0.29883870,0.33959001,0.11216867,0.85594943,0.00000000
-5.23761881,1.21056163,0.00877494,0.01758072,0.40782246,0.28935718,0.33085747,0.10862612,0.83286981,0.00000000
-5.23161581,1.17477617,0.00856629,0.01682512,0.40186989,0.28023201,0.32274077,0.10483383,0.80967671,0.00000000
-5.22561281,1.13959036,0.00839125,0.01604876,0.39671173,0.27168219,0.31534298,0.10085277,0.78680269,0.00000000
-5.21960980,1.10572807,0.00825003,0.01526868,0.39248871,0.26394526,0.30875531,0.09674949,0.76470444,0.00000000
-5.21360680,1.07393840,0.00814158,0.01450225,0.38934154,0.25727247,0.30305574,0.09259441,0.74385301,0.00000000
-5.20760380,1.04497979,0.00806376,0.01376681,0.38740871,0.25192340,0.29830848,0.08846016,0.72472407,0.00000000
-5.20160080,1.01960402,0.00801346,0.01307924,0.38682456,0.24816011,0.29456401,0.08441986,0.70778808,0.00000000
-5.19559780,0.99854016,0.00798680,0.01245565,0.38771750,0.24624092,0.29185981,0.08054537,0.69350075,0.00000000
-5.18959480,0.98247870,0.00797936,0.01191101,0.39020816,0.24641385,0.29022135,0.07690570,0.68229356,0.00000000
-5.18359180,0.97205590,0.00798642,0.01145880,0.39440745,0.24890985,0.28966335,0.07356544,0.67456449,0.00000000
-5.17758879,0.96783841,0.00800319,0.01111078,0.40041439,0.25393583,0.29019112,0.07058334,0.67066894,0.00000000
-5.17158579,0.97030833,0.00802507,0.01087664,0.40831348,0.26166782,0.29180168,0.06801101,0.67091094,0.00000000
-5.16558279,0.97984895,0.00804787,0.01076380,0.41817181,0.27224421,0.29448459,0.06589178,0.67553455,0.00000000
-5.15957979,0.99673123,0.00806797,0.01077720,0.43003557,0.28575939,0.29822237,0.06425977,0.68471577,0.00000000
-5.15357679,1.02110166,0.00808251,0.01091913,0.44392641,0.30225803,0.30299045,0.06313906,0.69855505,0.00000000
-5.14757379,1.05297162,0.00808948,0.01118907,0.45983739,0.32173012,0.30875659,0.06254320,0.71707060,0.00000000
-5.14157079,1.09220912,0.00808780,0.01158367,0.47772913,0.34410725,0.31547995,0.06247482,0.74019300,0.00000000
-5.13556778,1.13853313,0.00807734,0.01209670,0.49752613,0.36926010,0.32310975,0.06292551,0.76776134,0.00000000
-5.12956478,1.19151143,0.00805888,0.01271908,0.51911377,0.39699769,0.33158384,0.06387600,0.79952133,0.00000000
-5.12356178,1.25056230,0.00803405,0.01343903,0.54233631,0.42706831,0.34082734,0.06529650,0.83512582,0.00000000
-5.11755878,1.31496075,0.00800521,0.01424224,0.56699616,0.45916249,0.35075152,0.06714743,0.87413804,0.00000000
-5.11155578,1.38384945,0.00797534,0.01511210,0.59285489,0.49291793,0.36125319,0.06938032,0.91603788,0.00000000
-5.10555278,1.45625464,0.00794784,0.01603009,0.61963601,0.52792642,0.37221480,0.07193898,0.96023134,0.00000000
-5.09954977,1.53110686,0.00792635,0.01697616,0.64702993,0.56374266,0.38350542,0.07476100,1.00606317,0.00000000
-5.09354677,1.60726619,0.00791462,0.01792921,0.67470089,0.59989465,0.39498262,0.07777938,1.05283249,0.00000000
-5.08754377,1.68355132,0.00791627,0.01886761,0.70229585,0.63589542,0.40649542,0.08092434,1.09981109,0.00000000
-5.08154077,1.75877153,0.00793462,0.01976979,0.72945504,0.67125561,0.41788813,0.08412532,1.14626374,0.00000000
-5.07553777,1.83176036,0.00797256,0.02061479,0.75582385,0.70549646,0.42900495,0.08731296,1.19146980,0.00000000
-5.06953477,1.90140959,0.00803240,0.02138291,0.78106532,0.73816252,0.43969521,0.09042110,1.23474530,0.00000000
-5.06353177,1.96670209,0.00811571,0.02205623,0.80487273,0.76883381,0.44981888,0.09338868,1.27546430,0.00000000
-5.05752876,2.02674181,0.00822333,0.02261912,0.82698161,0.79713650,0.45925198,0.09616145,1.31307864,0.00000000
-5.05152576,2.08077955,0.00835520,0.02305876,0.84718025,0.82275203,0.46789167,0.09869343,1.34713495,0.00000000
-5.04552276,2.12823313,0.00851044,0.02336543,0.86531824,0.84542385,0.47566050,0.10094801,1.37728799,0.00000000
-5.03951976,2.16870069,0.00868728,0.02353282,0.88131226,0.86496186,0.48250962,0.10289873,1.40330947,0.00000000
-5.03351676,2.20196662,0.00888311,0.02355813,0.89514864,0.88124410,0.48842053,0.10452954,1.42509187,0.00000000
-5.02751376,2.22799941,0.00909457,0.02344213,0.90688254,0.89421577,0.49340537,0.10583472,1.44264682,0.00000000
-5.02151076,2.24694176,0.00931760,0.02318902,0.91663340,0.90388575,0.49750543,0.10681821,1.45609802,0.00000000
-5.01550775,2.25909316,0.00954755,0.02280618,0.92457692,0.91032075,0.50078800,0.10749269,1.46566909,0.00000000
-5.00950475,2.26488605,0.00977935,0.02230387,0.93093385,0.91363755,0.50334171,0.10787816,1.47166680,0.00000000
-5.00350175,2.26485660,0.01000756,0.02169474,0.93595611,0.91399383,0.50527045,0.10800031,1.47446058,0.00000000
-4.99749875,2.25961192,0.01022661,0.02099335,0.93991101,0.91157795,0.50668632,0.10788865,1.47445936,0.00000000
-4.99149575,2.24979523,0.01043086,0.02021559,0.94306427,0.90659847,0.50770194,0.10757451,1.47208707,0.00000000
-4.98549275,2.23605093,0.01061485,0.01937810,0.94566301,0.89927378,0.50842250,0.10708916,1.46775789,0.00000000
-4.97948974,2.21899146,0.01077335,0.01849768,0.94791949,0.88982249,0.50893823,0.10646185,1.46185293,0.00000000
-4.97348674,2.19916754,0.01090156,0.01759073,0.94999663,0.87845493,0.50931744,0.10571828,1.45469921,0.00000000
-4.96748374,2.17704343,0.01099522,0.01667275,0.95199614,0.86536619,0.50960090,0.10487916,1.44655239,0.00000000
-4.96148074,2.15297820,0.01105070,0.01575790,0.95394995,0.85073087,0.50979758,0.10395926,1.43758392,0.00000000
-4.95547774,2.12721398,0.01106510,0.01485864,0.95581558,0.83469976,0.50988231,0.10296685,1.42787333,0.00000000
-4.94947474,2.09987159,0.01103632,0.01398550,0.95747554,0.81739845,0.50979535,0.10190351,1.41740605,0.00000000
-4.94347174,2.07095336,0.01096306,0.01314690,0.95874106,0.79892771,0.50944397,0.10076441,1.40607670,0.00000000
-4.93746873,2.04035296,0.01084491,0.01234912,0.95935984,0.77936555,0.50870603,0.09953899,1.39369760,0.00000000
-4.93146573,2.00787132,0.01068224,0.01159632,0.95902741,0.75877057,0.50743525,0.09821193,1.38001201,0.00000000
-4.92546273,1.97323753,0.01047625,0.01089065,0.95740159,0.73718646,0.50546809,0.09676445,1.36471113,0.00000000
-4.91945973,1.93613359,0.01022887,0.01023247,0.95411924,0.71464714,0.50263164,0.09517579,1.34745408,0.00000000
-4.91345673,1.89622122,0.00994271,0.00962057,0.94881430,0.69118219,0.49875230,0.09342475,1.32788951,0.00000000
-4.90745373,1.85316953,0.00962097,0.00905249,0.94113639,0.66682233,0.49366464,0.09149129,1.30567787,0.00000000
-4.90145073,1.80668182,0.00926732,0.00852480,0.93076879,0.64160451,0.48722009,0.08935803,1.28051289,0.00000000
-4.89544772,1.75652019,0.00888582,0.00803340,0.91744503,0.61557637,0.47929494,0.08701162,1.25214150,0.00000000
-4.88944472,1.70252678,0.00848082,0.00757386,0.90096319,0.58879980,0.46979722,0.08444381,1.22038088,0.00000000
-4.88344172,1.64464056,0.00805684,0.00714166,0.88119732,0.56135360,0.45867226,0.08165236,1.18513209,0.00000000
-4.87743872,1.58290910,0.00761847,0.00673245,0.85810534,0.53333486,0.44590648,0.07864155,1.14638953,0.00000000
-4.87143572,1.51749480,0.00717026,0.00634225,0.83173331,0.50485933,0.43152951,0.07542243,1.10424610,0.00000000
-4.86543272,1.44867564,0.00671670,0.00596760,0.80221582,0.47606060,0.41561427,0.07201271,1.05889372,0.00000000
-4.85942971,1.37684052,0.00626204,0.00560568,0.76977268,0.44708830,0.39827540,0.06843641,1.01061959,0.00000000
-4.85342671,1.30247981,0.00581033,0.00525437,0.73470218,0.41810537,0.37966588,0.06472322,0.95979849,0.00000000
-4.84742371,1.22617170,0.00536530,0.00491225,0.69737144,0.38928468,0.35997231,0.06090770,0.90688161,0.00000000
-4.84142071,1.14856543,0.00493032,0.00457861,0.65820440,0.36080514,0.33940890,0.05702829,0.85238278,0.00000000
-4.83541771,1.07036214,0.00450842,0.00425340,0.61766811,0.33284743,0.31821077,0.05312627,0.79686276,0.00000000
-4.82941471,0.99229467,0.00410222,0.00393714,0.57625809,0.30558983,0.29662666,0.04924471,0.74091258,0.00000000
-4.82341171,0.91510720,0.00371392,0.00363085,0.53448352,0.27920404,0.27491162,0.04542741,0.68513664,0.00000000
-4.81740870,0.83953572,0.00334533,0.00333595,0.49285283,0.25385139,0.25331984,0.04171798,0.63013654,0.00000000
-4.81140570,0.76629024,0.00299785,0.00305413,0.45186047,0.22967960,0.23209809,0.03815902,0.57649620,0.00000000
-4.80540270,0.69603940,0.00267249,0.00278733,0.41197515,0.20682006,0.21147992,0.03479145,0.52476889,0.00000000
-4.79939970,0.62939794,0.00236989,0.00253758,0.37363021,0.18538584,0.19168083,0.03165403,0.47546661,0.00000000
-4.79339670,0.56691743,0.00209034,0.00230697,0.33721606,0.16547049,0.17289453,0.02878305,0.42905206,0.00000000
-4.78739370,0.50908021,0.00183381,0.00209755,0.30307498,0.14714753,0.15529040,0.02621215,0.38593320,0.00000000
-4.78139070,0.45629643,0.00159997,0.00191132,0.27149824,0.13047063,0.13901201,0.02397233,0.34646044,0.00000000
-4.77538769,0.40890403,0.00138826,0.00175018,0.24272515,0.11547443,0.12417674,0.02209201,0.31092610,0.00000000
-4.76938469,0.36717095,0.00119786,0.00161589,0.21694416,0.10217586,0.11087627,0.02059719,0.27956589,0.00000000
-4.76338169,0.33129925,0.00102782,0.00151010,0.19429519,0.09057579,0.09917789,0.01951163,0.25256184,0.00000000
-4.75737869,0.30143035,0.00087699,0.00143427,0.17487329,0.08066101,0.08912628,0.01885698,0.23004630,0.00000000
-4.75137569,0.27765078,0.00074415,0.00138972,0.15873276,0.07240620,0.08074567,0.01865286,0.21210643,0.00000000
-4.74537269,0.25999789,0.00062799,0.00137760,0.14589162,0.06577591,0.07404213,0.01891681,0.19878864,0.00000000
-4.73936968,0.24846479,0.00052716,0.00139887,0.13633599,0.06072635,0.06900584,0.01966415,0.19010267,0.00000000
-4.73336668,0.24300434,0.00044028,0.00145428,0.13002401,0.05720696,0.06561309,0.02090760,0.18602479,0.00000000
-4.72736368,0.24353165,0.00036602,0.00154437,0.12688906,0.05516159,0.06382805,0.02265681,0.18649999,0.00000000
-4.72136068,0.24992501,0.00030305,0.00166941,0.12684223,0.05452936,0.06360405,0.02491770,0.19144299,0.00000000
-4.71535768,0.26202543,0.00025010,0.00182935,0.12977389,0.05524517,0.06488449,0.02769168,0.20073804,0.00000000
-4.70935468,0.27963469,0.00020597,0.00202381,0.13555444,0.05723985,0.06760331,0.03097473,0.21423770,0.00000000
-4.70335168,0.30251255,0.00016955,0.00225201,0.14403432,0.06044011,0.07168515,0.03475654,0.23176086,0.00000000
-4.69734867,0.33037341,0.00013980,0.00251272,0.15504362,0.06476832,0.07704523,0.03901959,0.25309028,0.00000000
-4.69134567,0.36288307,0.00011578,0.00280423,0.16839135,0.07014230,0.08358910,0.04373832,0.27797027,0.00000000
-4.68534267,0.39965626,0.00009663,0.00312431,0.18386484,0.07647519,0.09121248,0.04887854,0.30610476,0.00000000
-4.67933967,0.44025561,0.00008160,0.00347023,0.20122951,0.08367562,0.09980123,0.05439709,0.33715649,0.00000000
-4.67333667,0.48419259,0.00007000,0.00383871,0.22022932,0.09164821,0.10923166,0.06024170,0.37074767,0.00000000
-4.66733367,0.53093110,0.00006123,0.00422600,0.24058821,0.10029465,0.11937136,0.06635139,0.40646257,0.00000000
-4.66133067,0.57989408,0.00005479,0.00462791,0.26201270,0.10951536,0.13008050,0.07265722,0.44385234,0.00000000
-4.65532766,0.63047325,0.00005021,0.00503994,0.28419577,0.11921173,0.14121387,0.07908343,0.48244222,0.00000000
-4.64932466,0.68204221,0.00004712,0.00545730,0.30682214,0.12928913,0.15262347,0.08554913,0.52174117,0.00000000
-4.64332166,0.73397247,0.00004518,0.00587518,0.32957474,0.13966046,0.16416171,0.09197028,0.56125380,0.00000000
