energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,2.88884650,0.13887231,0.00000000,0.46965620,2.58708006,0.22604217,0.00000000
-5.99399700,2.90255880,0.13624928,0.00000000,0.47096546,2.60060875,0.22275177,0.00000000
-5.98799400,2.91868752,0.13413685,0.00000000,0.47230190,2.61629469,0.22032947,0.00000000
-5.98199100,2.93756541,0.13256301,0.00000000,0.47366046,2.63446568,0.21880479,0.00000000
-5.97598799,2.95933491,0.13153599,0.00000000,0.47501364,2.65528069,0.21817421,0.00000000
-5.96998499,2.98393596,0.13104418,0.00000000,0.47631213,2.67871745,0.21840133,0.00000000
-5.96398199,3.01110140,0.13105679,0.00000000,0.47748612,2.70456701,0.21941800,0.00000000
-5.95797899,3.04036056,0.13152503,0.00000000,0.47844730,2.73243569,0.22112663,0.00000000
-5.95197599,3.07105097,0.13238393,0.00000000,0.47909142,2.76175446,0.22340335,0.00000000
-5.94597299,3.10233784,0.13355454,0.00000000,0.47930159,2.79179557,0.22610207,0.00000000
-5.93996998,3.13324109,0.13494666,0.00000000,0.47895195,2.82169610,0.22905929,0.00000000
-5.93396698,3.16266878,0.13646184,0.00000000,0.47791194,2.85048744,0.23209940,0.00000000
-5.92796398,3.18945586,0.13799662,0.00000000,0.47605085,2.87712988,0.23504047,0.00000000
-5.92196098,3.21240691,0.13944596,0.00000000,0.47324270,2.90055083,0.23770016,0.00000000
-5.91595798,3.23034116,0.14070666,0.00000000,0.46937125,2.91968532,0.23990173,0.00000000
-5.90995498,3.24213795,0.14168067,0.00000000,0.46433493,2.93351706,0.24147980,0.00000000
-5.90395198,3.24678094,0.14227828,0.00000000,0.45805164,2.94111844,0.24228571,0.00000000
-5.89794897,3.24339899,0.14242095,0.00000000,0.45046315,2.94168763,0.24219236,0.00000000
-5.89194597,3.23130224,0.14204377,0.00000000,0.44153893,2.93458148,0.24109824,0.00000000
-5.88594297,3.21001164,0.14109746,0.00000000,0.43127926,2.91934254,0.23893062,0.00000000
-5.87993997,3.17928090,0.13954979,0.00000000,0.41971746,2.89571925,0.23564775,0.00000000
-5.87393697,3.13910986,0.13738652,0.00000000,0.40692110,2.86367850,0.23123993,0.00000000
-5.86793397,3.08974892,0.13461157,0.00000000,0.39299218,2.82341007,0.22572961,0.00000000
-5.86193097,3.03169439,0.13124683,0.00000000,0.37806614,2.77532302,0.21917033,0.00000000
