energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.87393697,3.66311201,0.00343271,0.10353449,0.02325729,0.00000000,0.05458050,1.24226372,0.55707309,0.94975364
-5.86793397,3.65220684,0.00362790,0.10262907,0.02333284,0.00000000,0.05550067,1.24439727,0.55608925,0.93973921
-5.86193097,3.62582809,0.00384689,0.10128510,0.02332121,0.00000000,0.05634122,1.24186710,0.55293170,0.92493468
-5.85592796,3.58502647,0.00409256,0.09953323,0.02322843,0.00000000,0.05710680,1.23498591,0.54775588,0.90567921
-5.84992496,3.53111201,0.00436736,0.09741170,0.02306201,0.00000000,0.05780225,1.22414289,0.54075372,0.88239503
-5.84392196,3.46560911,0.00467318,0.09496516,0.02283058,0.00000000,0.05843233,1.20978991,0.53214705,0.85557376
-5.83791896,3.39020530,0.00501122,0.09224327,0.02254366,0.00000000,0.05900154,1.19242577,0.52218029,0.82576055
-5.83191596,3.30669575,0.00538185,0.08929915,0.02221119,0.00000000,0.05951393,1.17257924,0.51111233,0.79353693
-5.82591296,3.21692638,0.00578448,0.08618787,0.02184330,0.00000000,0.05997295,1.15079180,0.49920836,0.75950302
-5.81990995,3.12273784,0.00621748,0.08296488,0.02144985,0.00000000,0.06038138,1.12760059,0.48673181,0.72425996
-5.81390695,3.02591289,0.00667817,0.07968454,0.02104020,0.00000000,0.06074128,1.10352252,0.47393682,0.68839319
-5.80790395,2.92812922,0.00716279,0.07639888,0.02062288,0.00000000,0.06105396,1.07904019,0.46106155,0.65245732
-5.80190095,2.83091949,0.00766659,0.07315648,0.02020540,0.00000000,0.06132003,1.05458996,0.44832265,0.61696309
-5.79589795,2.73563995,0.00818392,0.07000162,0.01979407,0.00000000,0.06153950,1.03055281,0.43591113,0.58236680
-5.78989495,2.64344830,0.00870844,0.06697367,0.01939391,0.00000000,0.06171192,1.00724816,0.42398958,0.54906249
-5.78389195,2.55529131,0.00923330,0.06410674,0.01900863,0.00000000,0.06183649,0.98493064,0.41269114,0.51737707
-5.77788894,2.47190174,0.00975148,0.06142965,0.01864065,0.00000000,0.06191232,0.96378987,0.40211977,0.48756814
-5.77188594,2.39380416,0.01025607,0.05896601,0.01829121,0.00000000,0.06193856,0.94395301,0.39235216,0.45982465
-5.76588294,2.32132845,0.01074065,0.05673465,0.01796050,0.00000000,0.06191466,0.92548967,0.38344078,0.43426986
-5.75987994,2.25462967,0.01119966,0.05475010,0.01764782,0.00000000,0.06184053,0.90841877,0.37541797,0.41096636
-5.75387694,2.19371286,0.01162881,0.05302325,0.01735187,0.00000000,0.06171679,0.89271691,0.36830087,0.38992274
-5.74787394,2.13846093,0.01202539,0.05156211,0.01707086,0.00000000,0.06154485,0.87832756,0.36209676,0.37110139
-5.74187094,2.08866411,0.01238869,0.05037258,0.01680282,0.00000000,0.06132706,0.86517064,0.35680853,0.35442700
-5.73586793,2.04404925,0.01272021,0.04945919,0.01654578,0.00000000,0.06106679,0.85315192,0.35244007,0.33979536
-5.72986493,2.00430770,0.01302393,0.04882583,0.01629796,0.00000000,0.06076843,0.84217170,0.34900115,0.32708196
-5.72386193,1.96912025,0.01330645,0.04847636,0.01605792,0.00000000,0.06043732,0.83213254,0.34651155,0.31615010
-5.71785893,1.93817848,0.01357704,0.04841512,0.01582470,0.00000000,0.06007967,0.82294550,0.34500427,0.30685821
-5.71185593,1.91120158,0.01384755,0.04864731,0.01559789,0.00000000,0.05970240,0.81453493,0.34452765,0.29906609
-5.70585293,1.88794837,0.01413228,0.04917917,0.01537764,0.00000000,0.05931286,0.80684148,0.34514613,0.29264008
-5.69984992,1.86822432,0.01444770,0.05001800,0.01516471,0.00000000,0.05891864,0.79982348,0.34693978,0.28745685
-5.69384692,1.85188373,0.01481205,0.05117203,0.01496035,0.00000000,0.05852724,0.79345669,0.35000248,0.28340598
-5.68784392,1.83882749,0.01524483,0.05265007,0.01476626,0.00000000,0.05814574,0.78773266,0.35443883,0.28039131
-5.68184092,1.82899685,0.01576628,0.05446104,0.01458448,0.00000000,0.05778051,0.78265585,0.36035995,0.27833111
-5.67583792,1.82236404,0.01639669,0.05661334,0.01441720,0.00000000,0.05743688,0.77823982,0.36787829,0.27715727
-5.66983492,1.81892041,0.01715569,0.05911406,0.01426670,0.00000000,0.05711892,0.77450284,0.37710172,0.27681362
-5.66383192,1.81866305,0.01806156,0.06196817,0.01413511,0.00000000,0.05682914,0.77146317,0.38812707,0.27725360
-5.65782891,1.82158075,0.01913046,0.06517756,0.01402431,0.00000000,0.05656838,0.76913433,0.40103359,0.27843744
-5.65182591,1.82764016,0.02037578,0.06874021,0.01393581,0.00000000,0.05633573,0.76752074,0.41587639,0.28032911
-5.64582291,1.83677285,0.02180744,0.07264923,0.01387057,0.00000000,0.05612845,0.76661387,0.43268040,0.28289317
-5.63981991,1.84886421,0.02343138,0.07689208,0.01382899,0.00000000,0.05594210,0.76638911,0.45143500,0.28609173
-5.63381691,1.86374448,0.02524906,0.08144994,0.01381076,0.00000000,0.05577067,0.76680368,0.47208968,0.28988173
-5.62781391,1.88118275,0.02725721,0.08629712,0.01381491,0.00000000,0.05560677,0.76779546,0.49455095,0.29421262
-5.62181091,1.90088380,0.02944757,0.09140088,0.01383976,0.00000000,0.05544196,0.76928296,0.51868068,0.29902457
-5.61580790,1.92248839,0.03180698,0.09672128,0.01388297,0.00000000,0.05526703,0.77116628,0.54429608,0.30424738
-5.60980490,1.94557663,0.03431746,0.10221149,0.01394159,0.00000000,0.05507243,0.77332913,0.57117122,0.30980004
-5.60380190,1.96967446,0.03695657,0.10781821,0.01401216,0.00000000,0.05484857,0.77564160,0.59904029,0.31559091
-5.59779890,1.99426288,0.03969788,0.11348247,0.01409084,0.00000000,0.05458628,0.77796376,0.62760235,0.32151875
-5.59179590,2.01878940,0.04251156,0.11914061,0.01417346,0.00000000,0.05427706,0.78014963,0.65652745,0.32747420
-5.58579290,2.04268140,0.04536516,0.12472554,0.01425576,0.00000000,0.05391349,0.78205157,0.68546389,0.33334189
-5.57978989,2.06536039,0.04822435,0.13016809,0.01433341,0.00000000,0.05348939,0.78352469,0.71404640,0.33900295
-5.57378689,2.08625695,0.05105385,0.13539858,0.01440226,0.00000000,0.05300004,0.78443113,0.74190476,0.34433783
-5.56778389,2.10482530,0.05381831,0.14034831,0.01445835,0.00000000,0.05244226,0.78464406,0.76867264,0.34922923
-5.56178089,2.12055718,0.05648314,0.14495116,0.01449813,0.00000000,0.05181445,0.78405125,0.79399627,0.35356505
-5.55577789,2.13299432,0.05901541,0.14914504,0.01451846,0.00000000,0.05111652,0.78255795,0.81754262,0.35724123
-5.54977489,2.14173911,0.06138457,0.15287324,0.01451676,0.00000000,0.05034974,0.78008921,0.83900679,0.36016429
-5.54377189,2.14646326,0.06356310,0.15608557,0.01449101,0.00000000,0.04951659,0.77659149,0.85811838,0.36225354
-5.53776888,2.14691412,0.06552712,0.15873928,0.01443981,0.00000000,0.04862052,0.77203367,0.87464675,0.36344283
-5.53176588,2.14291883,0.06725677,0.16079977,0.01436239,0.00000000,0.04766566,0.76640735,0.88840499,0.36368183
-5.52576288,2.13438630,0.06873655,0.16224098,0.01425860,0.00000000,0.04665658,0.75972681,0.89925269,0.36293682
-5.51975988,2.12130729,0.06995551,0.16304558,0.01412889,0.00000000,0.04559806,0.75202851,0.90709744,0.36119094
-5.51375688,2.10375289,0.07090734,0.16320492,0.01397429,0.00000000,0.04449478,0.74337035,0.91189536,0.35844411
-5.50775388,2.08187176,0.07159034,0.16271880,0.01379637,0.00000000,0.04335122,0.73383083,0.91365060,0.35471245
-5.50175088,2.05588650,0.07200737,0.16159502,0.01359718,0.00000000,0.04217147,0.72350817,0.91241419,0.35002745
-5.49574787,2.02608936,0.07216567,0.15984892,0.01337923,0.00000000,0.04095918,0.71251939,0.90828219,0.34443491
-5.48974487,1.99283763,0.07207665,0.15750272,0.01314544,0.00000000,0.03971753,0.70099949,0.90139346,0.33799370
-5.48374187,1.95654876,0.07175566,0.15458493,0.01289909,0.00000000,0.03844932,0.68910063,0.89192710,0.33077444
-5.47773887,1.91769525,0.07122169,0.15112972,0.01264377,0.00000000,0.03715699,0.67699115,0.88009954,0.32285807
-5.47173587,1.87679926,0.07049711,0.14717625,0.01238334,0.00000000,0.03584283,0.66485447,0.86616142,0.31433454
-5.46573287,1.83442663,0.06960723,0.14276812,0.01212192,0.00000000,0.03450912,0.65288769,0.85039417,0.30530130
-5.45972986,1.79118026,0.06858001,0.13795278,0.01186376,0.00000000,0.03315830,0.64129957,0.83310620,0.29586197
-5.45372686,1.74769232,0.06744559,0.13278101,0.01161329,0.00000000,0.03179313,0.63030802,0.81462863,0.28612481
-5.44772386,1.70461531,0.06623581,0.12730634,0.01137494,0.00000000,0.03041686,0.62013675,0.79531046,0.27620130
-5.44172086,1.66261154,0.06498366,0.12158455,0.01115317,0.00000000,0.02903331,0.61101114,0.77551316,0.26620447
-5.43571786,1.62234112,0.06372276,0.11567305,0.01095232,0.00000000,0.02764695,0.60315325,0.75560457,0.25624727
-5.42971486,1.58444843,0.06248660,0.10963029,0.01077652,0.00000000,0.02626292,0.59677615,0.73595210,0.24644073
-5.42371186,1.54954727,0.06130796,0.10351507,0.01062962,0.00000000,0.02488692,0.59207749,0.71691544,0.23689207
-5.41770885,1.51820515,0.06021809,0.09738582,0.01051503,0.00000000,0.02352521,0.58923277,0.69883882,0.22770272
-5.41170585,1.49092718,0.05924602,0.09129980,0.01043565,0.00000000,0.02218434,0.58838843,0.68204297,0.21896630
-5.40570285,1.46814026,0.05841780,0.08531227,0.01039376,0.00000000,0.02087104,0.58965512,0.66681727,0.21076659
-5.39969985,1.45017816,0.05775583,0.07947564,0.01039086,0.00000000,0.01959199,0.59310152,0.65341211,0.20317565
-5.39369685,1.43726856,0.05727820,0.07383862,0.01042767,0.00000000,0.01835355,0.59874906,0.64203202,0.19625213
-5.38769385,1.42952234,0.05699816,0.06844541,0.01050399,0.00000000,0.01716159,0.60656780,0.63282972,0.19003976
-5.38169085,1.42692624,0.05692373,0.06333495,0.01061870,0.00000000,0.01602123,0.61647395,0.62590150,0.18456632
-5.37568784,1.42933905,0.05705737,0.05854028,0.01076974,0.00000000,0.01493672,0.62832894,0.62128406,0.17984290
-5.36968484,1.43649180,0.05739591,0.05408800,0.01095408,0.00000000,0.01391124,0.64194045,0.61895316,0.17586371
-5.36368184,1.44799224,0.05793059,0.04999793,0.01116784,0.00000000,0.01294689,0.65706529,0.61882389,0.17260633
-5.35767884,1.46333323,0.05864726,0.04628290,0.01140630,0.00000000,0.01204459,0.67341409,0.62075296,0.17003250
-5.35167584,1.48190515,0.05952676,0.04294871,0.01166401,0.00000000,0.01120417,0.69065764,0.62454254,0.16808936
-5.34567284,1.50301153,0.06054546,0.03999431,0.01193498,0.00000000,0.01042438,0.70843476,0.62994583,0.16671113
-5.33966983,1.52588763,0.06167591,0.03741211,0.01221274,0.00000000,0.00970307,0.72636113,0.63667399,0.16582117
-5.33366683,1.54972101,0.06288762,0.03518847,0.01249055,0.00000000,0.00903734,0.74403912,0.64440414,0.16533431
-5.32766383,1.57367349,0.06414790,0.03330432,0.01276156,0.00000000,0.00842368,0.76106797,0.65278836,0.16515943
-5.32166083,1.59690376,0.06542284,0.03173591,0.01301898,0.00000000,0.00785823,0.77705408,0.66146310,0.16520209
-5.31565783,1.61858975,0.06667817,0.03045565,0.01325625,0.00000000,0.00733695,0.79162110,0.67005894,0.16536726
-5.30965483,1.63795025,0.06788032,0.02943297,0.01346720,0.00000000,0.00685587,0.80441949,0.67821038,0.16556190
-5.30365183,1.65426519,0.06899728,0.02863528,0.01364622,0.00000000,0.00641120,0.81513536,0.68556527,0.16569750
-5.29764882,1.66689397,0.06999961,0.02802894,0.01378835,0.00000000,0.00599957,0.82349829,0.69179392,0.16569233
-5.29164582,1.67529170,0.07086121,0.02758011,0.01388947,0.00000000,0.00561810,0.82928813,0.69659741,0.16547349
-5.28564282,1.67902279,0.07156013,0.02725571,0.01394632,0.00000000,0.00526457,0.83234050,0.69971519,0.16497868
-5.27963982,1.67777199,0.07207925,0.02702420,0.01395666,0.00000000,0.00493743,0.83255115,0.70093168,0.16415760
-5.27363682,1.67135247,0.07240684,0.02685638,0.01391925,0.00000000,0.00463584,0.82987885,0.70008186,0.16297305
-5.26763382,1.65971105,0.07253698,0.02672600,0.01383395,0.00000000,0.00435973,0.82434713,0.69705561,0.16140166
-5.26163082,1.64293032,0.07246983,0.02661034,0.01370169,0.00000000,0.00410968,0.81604442,0.69180089,0.15943430
-5.25562781,1.62122774,0.07221174,0.02649066,0.01352449,0.00000000,0.00388694,0.80512304,0.68432545,0.15707605
-5.24962481,1.59495160,0.07177517,0.02635247,0.01330540,0.00000000,0.00369334,0.79179659,0.67469722,0.15434595
-5.24362181,1.56457379,0.07117838,0.02618574,0.01304843,0.00000000,0.00353114,0.77633603,0.66304313,0.15127624
-5.23761881,1.53067944,0.07044501,0.02598495,0.01275851,0.00000000,0.00340302,0.75906427,0.64954642,0.14791136
-5.23161581,1.49395339,0.06960331,0.02574902,0.01244133,0.00000000,0.00331186,0.74034939,0.63444241,0.14430663
-5.22561281,1.45516382,0.06868532,0.02548109,0.01210322,0.00000000,0.00326068,0.72059642,0.61801278,0.14052656
-5.21960980,1.41514299,0.06772579,0.02518821,0.01175101,0.00000000,0.00325250,0.70023794,0.60057840,0.13664292
-5.21360680,1.37476568,0.06676093,0.02488091,0.01139182,0.00000000,0.00329019,0.67972350,0.58249090,0.13273264
-5.20760380,1.33492562,0.06582713,0.02457271,0.01103291,0.00000000,0.00337631,0.65950812,0.56412314,0.12887542
-5.20160080,1.29651067,0.06495951,0.02427955,0.01068143,0.00000000,0.00351304,0.64004020,0.54585894,0.12515131
-5.19559780,1.26037733,0.06419051,0.02401914,0.01034424,0.00000000,0.00370199,0.62174914,0.52808218,0.12163825
-5.18959480,1.22732547,0.06354851,0.02381032,0.01002770,0.00000000,0.00394410,0.60503296,0.51116593,0.11840961
-5.18359180,1.19807412,0.06305655,0.02367243,0.00973749,0.00000000,0.00423951,0.59024655,0.49546163,0.11553190
-5.17758879,1.17323933,0.06273123,0.02362465,0.00947839,0.00000000,0.00458746,0.57769083,0.48128908,0.11306268
-5.17158579,1.15331485,0.06258181,0.02368542,0.00925419,0.00000000,0.00498619,0.56760333,0.46892732,0.11104872
-5.16558279,1.13865657,0.06260963,0.02387190,0.00906751,0.00000000,0.00543290,0.56015057,0.45860692,0.10952466
-5.15957979,1.12947138,0.06280780,0.02419952,0.00891977,0.00000000,0.00592364,0.55542266,0.45050398,0.10851191
-5.15357679,1.12581106,0.06316127,0.02468156,0.00881112,0.00000000,0.00645338,0.55343031,0.44473591,0.10801820
-5.14757379,1.12757138,0.06364726,0.02532892,0.00874048,0.00000000,0.00701595,0.55410456,0.44135939,0.10803752
-5.14157079,1.13449681,0.06423600,0.02614985,0.00870557,0.00000000,0.00760413,0.55729916,0.44037038,0.10855059
-5.13556778,1.14619040,0.06489181,0.02714990,0.00870302,0.00000000,0.00820973,0.56279576,0.44170619,0.10952579
-5.12956478,1.16212876,0.06557449,0.02833188,0.00872854,0.00000000,0.00882377,0.57031149,0.44524962,0.11092056
-5.12356178,1.18168136,0.06624086,0.02969589,0.00877706,0.00000000,0.00943654,0.57950891,0.45083475,0.11268312
-5.11755878,1.20413345,0.06684652,0.03123948,0.00884297,0.00000000,0.01003794,0.59000779,0.45825426,0.11475449
-5.11155578,1.22871164,0.06734766,0.03295783,0.00892032,0.00000000,0.01061759,0.60139832,0.46726799,0.11707075
-5.10555278,1.25461102,0.06770278,0.03484395,0.00900309,0.00000000,0.01116518,0.61325516,0.47761214,0.11956534
-5.09954977,1.28102276,0.06787447,0.03688893,0.00908540,0.00000000,0.01167067,0.62515183,0.48900891,0.12217139
-5.09354677,1.30716096,0.06783082,0.03908224,0.00916178,0.00000000,0.01212461,0.63667483,0.50117615,0.12482391
-5.08754377,1.33228772,0.06754673,0.04141196,0.00922729,0.00000000,0.01251838,0.64743686,0.51383649,0.12746182
-5.08154077,1.35573534,0.06700485,0.04386503,0.00927779,0.00000000,0.01284445,0.65708874,0.52672574,0.13002965
-5.07553777,1.37692489,0.06619619,0.04642748,0.00931000,0.00000000,0.01309658,0.66532941,0.53960017,0.13247892
-5.06953477,1.39538031,0.06512031,0.04908464,0.00932164,0.00000000,0.01327004,0.67191380,0.55224234,0.13476911
-5.06353177,1.41073776,0.06378521,0.05182122,0.00931144,0.00000000,0.01336170,0.67665820,0.56446542,0.13686822
-5.05752876,1.42274982,0.06220683,0.05462143,0.00927915,0.00000000,0.01337014,0.67944300,0.57611578,0.13875286
-5.05152576,1.43128459,0.06040821,0.05746903,0.00922548,0.00000000,0.01329565,0.68021279,0.58707376,0.14040796
-5.04552276,1.43631999,0.05841838,0.06034722,0.00915202,0.00000000,0.01314025,0.67897390,0.59725286,0.14182608
-5.03951976,1.43793358,0.05627105,0.06323864,0.00906109,0.00000000,0.01290755,0.67578956,0.60659713,0.14300639
-5.03351676,1.43628867,0.05400317,0.06612522,0.00895559,0.00000000,0.01260263,0.67077303,0.61507733,0.14395339
-5.02751376,1.43161748,0.05165337,0.06898795,0.00883879,0.00000000,0.01223186,0.66407903,0.62268574,0.14467548
-5.02151076,1.42420232,0.04926047,0.07180683,0.00871417,0.00000000,0.01180269,0.65589403,0.62943028,0.14518335
-5.01550775,1.41435568,0.04686201,0.07456056,0.00858517,0.00000000,0.01132338,0.64642570,0.63532798,0.14548848
-5.00950475,1.40240052,0.04449299,0.07722651,0.00845505,0.00000000,0.01080277,0.63589233,0.64039842,0.14560164
-5.00350175,1.38865143,0.04218475,0.07978059,0.00832670,0.00000000,0.01024998,0.62451243,0.64465739,0.14553163
-4.99749875,1.37339800,0.03996409,0.08219722,0.00820248,0.00000000,0.00967417,0.61249527,0.64811119,0.14528419
-4.99149575,1.35689073,0.03785275,0.08444950,0.00808410,0.00000000,0.00908432,0.60003247,0.65075194,0.14486134
-4.98549275,1.33933067,0.03586702,0.08650936,0.00797260,0.00000000,0.00848894,0.58729136,0.65255417,0.14426090
-4.97948974,1.32086272,0.03401773,0.08834801,0.00786825,0.00000000,0.00789596,0.57441004,0.65347292,0.14347655
-4.97348674,1.30157321,0.03231044,0.08993636,0.00777058,0.00000000,0.00731253,0.56149453,0.65344350,0.14249817
-4.96748374,1.28149159,0.03074590,0.09124572,0.00767846,0.00000000,0.00674494,0.54861787,0.65238303,0.14131253
-4.96148074,1.26059595,0.02932068,0.09224858,0.00759013,0.00000000,0.00619850,0.53582132,0.65019351,0.13990433
-4.95547774,1.23882210,0.02802788,0.09291945,0.00750337,0.00000000,0.00567759,0.52311730,0.64676655,0.13825748
-4.94947474,1.21607539,0.02685804,0.09323577,0.00741560,0.00000000,0.00518556,0.51049397,0.64198930,0.13635650
-4.94347174,1.19224465,0.02580000,0.09317895,0.00732405,0.00000000,0.00472485,0.49792097,0.63575131,0.13418807
-4.93746873,1.16721721,0.02484180,0.09273521,0.00722595,0.00000000,0.00429704,0.48535607,0.62795202,0.13174253
-4.93146573,1.14089423,0.02397148,0.09189643,0.00711865,0.00000000,0.00390288,0.47275228,0.61850833,0.12901526
-4.92546273,1.11320526,0.02317787,0.09066093,0.00699982,0.00000000,0.00354245,0.46006490,0.60736183,0.12600792
-4.91945973,1.08412129,0.02245119,0.08903390,0.00686756,0.00000000,0.00321526,0.44725822,0.59448542,0.12272933
-4.91345673,1.05366549,0.02178352,0.08702780,0.00672053,0.00000000,0.00292034,0.43431144,0.57988868,0.11919610
-4.90745373,1.02192109,0.02116917,0.08466236,0.00655803,0.00000000,0.00265637,0.42122358,0.56362187,0.11543282
-4.90145073,0.98903589,0.02060486,0.08196443,0.00638009,0.00000000,0.00242177,0.40801702,0.54577826,0.11147189
-4.89544772,0.95522345,0.02008979,0.07896747,0.00618743,0.00000000,0.00221484,0.39473968,0.52649467,0.10735295
-4.88944472,0.92076074,0.01962554,0.07571087,0.00598153,0.00000000,0.00203380,0.38146568,0.50595017,0.10312191
-4.88344172,0.88598263,0.01921592,0.07223902,0.00576453,0.00000000,0.00187687,0.36829468,0.48436301,0.09882971
-4.87743872,0.85127360,0.01886672,0.06860017,0.00553921,0.00000000,0.00174237,0.35534976,0.46198609,0.09453085
-4.87143572,0.81705718,0.01858540,0.06484518,0.00530886,0.00000000,0.00162872,0.34277432,0.43910100,0.09028167
-4.86543272,0.78378390,0.01838074,0.06102625,0.00507722,0.00000000,0.00153452,0.33072807,0.41601112,0.08613861
-4.85942971,0.75191822,0.01826249,0.05719550,0.00484835,0.00000000,0.00145854,0.31938242,0.39303413,0.08215649
-4.85342671,0.72192540,0.01824104,0.05340375,0.00462649,0.00000000,0.00139975,0.30891553,0.37049421,0.07838679
-4.84742371,0.69425878,0.01832712,0.04969931,0.00441596,0.00000000,0.00135733,0.29950735,0.34871432,0.07487625
-4.84142071,0.66934803,0.01853145,0.04612692,0.00422104,0.00000000,0.00133066,0.29133476,0.32800893,0.07166554
-4.83541771,0.64758897,0.01886453,0.04272693,0.00404584,0.00000000,0.00131933,0.28456714,0.30867739,0.06878831
-4.82941471,0.62933502,0.01933641,0.03953463,0.00389423,0.00000000,0.00132312,0.27936241,0.29099821,0.06627052
-4.82341171,0.61489062,0.01995641,0.03657983,0.00376973,0.00000000,0.00134195,0.27586360,0.27522429,0.06413005
-4.81740870,0.60450653,0.02073299,0.03388670,0.00367548,0.00000000,0.00137592,0.27419611,0.26157920,0.06237665
-4.81140570,0.59837695,0.02167348,0.03147377,0.00361410,0.00000000,0.00142527,0.27446551,0.25025457,0.06101217
-4.80540270,0.59663826,0.02278392,0.02935418,0.00358774,0.00000000,0.00149030,0.27675581,0.24140833,0.06003100
-4.79939970,0.59936912,0.02406880,0.02753608,0.00359798,0.00000000,0.00157141,0.28112833,0.23516399,0.05942073
-4.79339670,0.60659173,0.02553081,0.02602315,0.00364583,0.00000000,0.00166906,0.28762084,0.23161047,0.05916293
-4.78739370,0.61827388,0.02717060,0.02481532,0.00373172,0.00000000,0.00178370,0.29624711,0.23080275,0.05923408
-4.78139070,0.63433173,0.02898653,0.02390947,0.00385552,0.00000000,0.00191575,0.30699671,0.23276296,0.05960647
-4.77538769,0.65463321,0.03097438,0.02330020,0.00401650,0.00000000,0.00206561,0.31983516,0.23748186,0.06024921
-4.76938469,0.67900188,0.03312718,0.02298071,0.00421338,0.00000000,0.00223357,0.33470443,0.24492087,0.06112910
-4.76338169,0.70722141,0.03543503,0.02294357,0.00444436,0.00000000,0.00241984,0.35152382,0.25501433,0.06221157
-4.75737869,0.73904081,0.03788508,0.02318157,0.00470714,0.00000000,0.00262448,0.37019140,0.26767233,0.06346152
-4.75137569,0.77418049,0.04046149,0.02368845,0.00499898,0.00000000,0.00284744,0.39058615,0.28278396,0.06484406
-4.74537269,0.81233944,0.04314568,0.02445970,0.00531678,0.00000000,0.00308850,0.41257075,0.30022104,0.06632533
-4.73936968,0.85320353,0.04591663,0.02549327,0.00565713,0.00000000,0.00334732,0.43599530,0.31984258,0.06787310
-4.73336668,0.89645514,0.04875134,0.02679019,0.00601639,0.00000000,0.00362340,0.46070193,0.34149974,0.06945751
-4.72736368,0.94178393,0.05162549,0.02835520,0.00639085,0.00000000,0.00391615,0.48653019,0.36504140,0.07105168
-4.72136068,0.98889861,0.05451420,0.03019726,0.00677679,0.00000000,0.00422491,0.51332325,0.39032033,0.07263227
-4.71535768,1.03753935,0.05739288,0.03232998,0.00717064,0.00000000,0.00454894,0.54093458,0.41719951,0.07418014
-4.70935468,1.08749018,0.06023820,0.03477190,0.00756906,0.00000000,0.00488748,0.56923484,0.44555869,0.07568079
-4.70335168,1.13859081,0.06302898,0.03754666,0.00796911,0.00000000,0.00523978,0.59811861,0.47530055,0.07712490
-4.69734867,1.19074680,0.06574717,0.04068289,0.00836835,0.00000000,0.00560512,0.62751043,0.50635622,0.07850860
-4.69134567,1.24393735,0.06837855,0.04421394,0.00876491,0.00000000,0.00598282,0.65736969,0.53868970,0.07983375
-4.68534267,1.29821964,0.07091343,0.04817731,0.00915761,0.00000000,0.00637222,0.68769380,0.57230055,0.08110796
-4.67933967,1.35372884,0.07334694,0.05261372,0.00954598,0.00000000,0.00677270,0.71851919,0.60722455,0.08234443
-4.67333667,1.41067309,0.07567924,0.05756586,0.00993024,0.00000000,0.00718363,0.74991968,0.64353182,0.08356149
-4.66733367,1.46932284,0.07791523,0.06307682,0.01031131,0.00000000,0.00760431,0.78200199,0.68132216,0.08478199
-4.66133067,1.52999446,0.08006406,0.06918808,0.01069074,0.00000000,0.00803388,0.81489814,0.72071733,0.08603224
-4.65532766,1.59302808,0.08213830,0.07593723,0.01107053,0.00000000,0.00847129,0.84875492,0.76185044,0.08734086
-4.64932466,1.65876047,0.08415278,0.08335538,0.01145302,0.00000000,0.00891515,0.88372064,0.80485246,0.08873727
-4.64332166,1.72749366,0.08612326,0.09146435,0.01184067,0.00000000,0.00936367,0.91992961,0.84983650,0.09024998
