energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-6.00000000,0.51092031,-0.51092034,0.00474445,-0.00474445,0.04707108,-0.04707109,0.11215172,-0.11215173,0.08505288,-0.08505290,0.00584163,-0.00584163,0.18127887,-0.18127887,0.15476837,-0.15476837,0.04668233,-0.04668233
-5.99399700,0.56384863,-0.56384868,0.00487112,-0.00487112,0.05515931,-0.05515932,0.12910739,-0.12910740,0.09347587,-0.09347588,0.00693984,-0.00693984,0.19544695,-0.19544696,0.16699890,-0.16699890,0.05219061,-0.05219061
-5.98799400,0.62256711,-0.62256715,0.00500645,-0.00500645,0.06426411,-0.06426412,0.14786563,-0.14786564,0.10304250,-0.10304252,0.00819950,-0.00819951,0.21107740,-0.21107740,0.18026888,-0.18026888,0.05824524,-0.05824525
-5.98199100,0.68725557,-0.68725562,0.00515169,-0.00515169,0.07443149,-0.07443150,0.16843520,-0.16843522,0.11384424,-0.11384426,0.00963512,-0.00963512,0.22822206,-0.22822206,0.19457007,-0.19457007,0.06484008,-0.06484009
-5.97598799,0.75798670,-0.75798676,0.00530745,-0.00530745,0.08569570,-0.08569572,0.19079185,-0.19079187,0.12595876,-0.12595878,0.01126071,-0.01126071,0.24689935,-0.24689935,0.20986151,-0.20986151,0.07195708,-0.07195708
-5.96998499,0.83470994,-0.83471001,0.00547365,-0.00547365,0.09807673,-0.09807675,0.21487472,-0.21487474,0.13944582,-0.13944584,0.01308938,-0.01308938,0.26708933,-0.26708933,0.22606684,-0.22606684,0.07956517,-0.07956518
-5.96398199,0.91723848,-0.91723856,0.00564944,-0.00564944,0.11157783,-0.11157785,0.24058368,-0.24058370,0.15434333,-0.15434336,0.01513287,-0.01513288,0.28872993,-0.28872994,0.24307305,-0.24307305,0.08761954,-0.08761955
-5.95797899,1.00523996,-1.00524005,0.00583318,-0.00583318,0.12618331,-0.12618334,0.26777771,-0.26777774,0.17066383,-0.17066387,0.01740101,-0.01740101,0.31171451,-0.31171452,0.26073058,-0.26073059,0.09606130,-0.09606131
-5.95197599,1.09823175,-1.09823185,0.00602242,-0.00602242,0.14185672,-0.14185675,0.29627464,-0.29627466,0.18839142,-0.18839146,0.01990117,-0.01990118,0.33589094,-0.33589096,0.27885523,-0.27885524,0.10481769,-0.10481770
-5.94597299,1.19558109,-1.19558120,0.00621398,-0.00621398,0.15853938,-0.15853941,0.32585220,-0.32585223,0.20747949,-0.20747953,0.02263770,-0.02263770,0.36106244,-0.36106245,0.29723161,-0.29723161,0.11380283,-0.11380284
-5.93996998,1.29651064,-1.29651075,0.00640402,-0.00640402,0.17614949,-0.17614951,0.35625067,-0.35625070,0.22784921,-0.22784926,0.02561131,-0.02561131,0.38699002,-0.38699004,0.31561829,-0.31561829,0.12291901,-0.12291902
-5.93396698,1.40010929,-1.40010941,0.00658817,-0.00658817,0.19458186,-0.19458189,0.38717691,-0.38717694,0.24938912,-0.24938917,0.02881855,-0.02881856,0.41339679,-0.41339681,0.33375448,-0.33375448,0.13205843,-0.13205844
-5.92796398,1.50534829,-1.50534842,0.00676168,-0.00676168,0.21370837,-0.21370840,0.41830986,-0.41830989,0.27195566,-0.27195570,0.03225128,-0.03225129,0.43997374,-0.43997376,0.35136794,-0.35136795,0.14110556,-0.14110557
-5.92196098,1.61110217,-1.61110230,0.00691958,-0.00691958,0.23337907,-0.23337910,0.44930734,-0.44930737,0.29537488,-0.29537494,0.03589621,-0.03589621,0.46638707,-0.46638709,0.36818388,-0.36818388,0.14993975,-0.14993976
-5.91595798,1.71617386,-1.71617399,0.00705692,-0.00705692,0.25342416,-0.25342419,0.47981388,-0.47981391,0.31944536,-0.31944541,0.03973452,-0.03973453,0.49228659,-0.49228661,0.38393443,-0.38393444,0.15843823,-0.15843824
-5.90995498,1.81932331,-1.81932344,0.00716891,-0.00716891,0.27365659,-0.27365663,0.50946945,-0.50946948,0.34394208,-0.34394213,0.04374170,-0.04374171,0.51731508,-0.51731510,0.39836834,-0.39836834,0.16647933,-0.16647934
-5.90395198,1.91929842,-1.91929855,0.00725117,-0.00725117,0.29387550,-0.29387553,0.53791859,-0.53791863,0.36862143,-0.36862149,0.04788741,-0.04788742,0.54111818,-0.54111820,0.41126032,-0.41126032,0.17394572,-0.17394573
-5.89794897,2.01486741,-2.01486754,0.00729989,-0.00729989,0.31387016,-0.31387020,0.56481984,-0.56481987,0.39322711,-0.39322716,0.05213561,-0.05213561,0.56335437,-0.56335439,0.42241970,-0.42241970,0.18072763,-0.18072764
-5.89194597,2.10485129,-2.10485142,0.00731198,-0.00731198,0.33342457,-0.33342461,0.58985482,-0.58985485,0.41749664,-0.41749670,0.05644483,-0.05644484,0.58370480,-0.58370482,0.43169793,-0.43169793,0.18672589,-0.18672590
-5.88594297,2.18815538,-2.18815550,0.00728525,-0.00728525,0.35232241,-0.35232244,0.61273693,-0.61273696,0.44116853,-0.44116858,0.06076871,-0.06076871,0.60188249,-0.60188251,0.43899447,-0.43899447,0.19185469,-0.19185469
-5.87993997,2.26379867,-2.26379879,0.00721845,-0.00721845,0.37035224,-0.37035228,0.63321907,-0.63321910,0.46398957,-0.46398962,0.06505665,-0.06505666,0.61764061,-0.61764062,0.44426089,-0.44426089,0.19604389,-0.19604390
-5.87393697,2.33094008,-2.33094020,0.00711137,-0.00711137,0.38731292,-0.38731295,0.65110025,-0.65110028,0.48572229,-0.48572234,0.06925480,-0.06925480,0.63077954,-0.63077956,0.44750291,-0.44750291,0.19924092,-0.19924093
-5.86793397,2.38890071,-2.38890081,0.00696486,-0.00696486,0.40301884,-0.40301887,0.66623086,-0.66623089,0.50615205,-0.50615209,0.07330706,-0.07330706,0.64115250,-0.64115251,0.44878021,-0.44878021,0.20141206,-0.20141206
-5.86193097,2.43718131,-2.43718140,0.00678077,-0.00678077,0.41730502,-0.41730504,0.67851633,-0.67851636,0.52509367,-0.52509371,0.07715643,-0.07715643,0.64866948,-0.64866949,0.44820416,-0.44820416,0.20254314,-0.20254315
-5.85592796,2.47547470,-2.47547478,0.00656192,-0.00656192,0.43003179,-0.43003181,0.68791926,-0.68791928,0.54239736,-0.54239740,0.08074636,-0.08074637,0.65329955,-0.65329956,0.44593343,-0.44593342,0.20263973,-0.20263973
-5.84992496,2.50367265,-2.50367272,0.00631199,-0.00631199,0.44108893,-0.44108895,0.69445986,-0.69445988,0.55795363,-0.55795367,0.08402223,-0.08402223,0.65507132,-0.65507133,0.44216781,-0.44216780,0.20172664,-0.20172664
-5.84392196,2.52186725,-2.52186731,0.00603539,-0.00603539,0.45039917,-0.45039919,0.69821487,-0.69821488,0.57169709,-0.57169712,0.08693283,-0.08693283,0.65407177,-0.65407177,0.43714055,-0.43714054,0.19984697,-0.19984697
-5.83791896,2.53034702,-2.53034706,0.00573711,-0.00573711,0.45792080,-0.45792081,0.69931507,-0.69931509,0.58360898,-0.58360900,0.08943186,-0.08943187,0.65044340,-0.65044340,0.43110954,-0.43110954,0.19706063,-0.19706063
-5.83191596,2.52958792,-2.52958794,0.00542255,-0.00542255,0.46364949,-0.46364950,0.69794152,-0.69794153,0.59371832,-0.59371834,0.09147933,-0.09147933,0.64438006,-0.64438005,0.42434785,-0.42434785,0.19344252,-0.19344252
-5.82591296,2.52023994,-2.52023995,0.00509735,-0.00509735,0.46761916,-0.46761917,0.69432073,-0.69432074,0.60210170,-0.60210172,0.09304277,-0.09304277,0.63612135,-0.63612135,0.41713402,-0.41713402,0.18908034,-0.18908034
-5.81990995,2.50310969,-2.50310969,0.00476722,-0.00476722,0.46990177,-0.46990177,0.68871916,-0.68871916,0.60888156,-0.60888158,0.09409833,-0.09409833,0.62594620,-0.62594619,0.40974263,-0.40974262,0.18407219,-0.18407218
-5.81390695,2.47913972,-2.47913971,0.00443777,-0.00443777,0.47060616,-0.47060616,0.68143700,-0.68143701,0.61422323,-0.61422324,0.09463156,-0.09463156,0.61416553,-0.61416552,0.40243548,-0.40243547,0.17852408,-0.17852408
-5.80790395,2.44938529,-2.44938528,0.00411438,-0.00411438,0.46987595,-0.46987595,0.67280177,-0.67280177,0.61833051,-0.61833052,0.09463801,-0.09463801,0.60111450,-0.60111449,0.39545385,-0.39545385,0.17254737,-0.17254736
