energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,4.13587096,0.01591119,0.52003227,0.73353708,0.81816732,0.06596593,1.95516235,1.31714870,0.34912175
-5.99399700,4.01211010,0.01562144,0.50108916,0.71068770,0.78826554,0.06350721,1.90291599,1.28888318,0.33747970
-5.98799400,3.89380540,0.01534348,0.48266411,0.68842913,0.75912042,0.06116216,1.85332576,1.26030948,0.32675805
-5.98199100,3.78354918,0.01508282,0.46517665,0.66722070,0.73139846,0.05897603,1.80749502,1.23195318,0.31714585
-5.97598799,3.68364220,0.01484420,0.44901214,0.64748212,0.70571178,0.05698921,1.76639480,1.20428376,0.30879568
-5.96998499,3.59604810,0.01463151,0.43451289,0.62958510,0.68260366,0.05523641,1.73084595,1.17770616,0.30182164
-5.96398199,3.52236148,0.01444782,0.42197102,0.61384693,0.66253667,0.05374601,1.70150731,1.15255561,0.29629890
-5.95797899,3.46378943,0.01429534,0.41162319,0.60052610,0.64588385,0.05253978,1.67886977,1.12909562,0.29226466
-5.95197599,3.42114582,0.01417554,0.40364706,0.58981977,0.63292294,0.05163262,1.66325564,1.10751876,0.28972033
-5.94597299,3.39485718,0.01408918,0.39815971,0.58186310,0.62383357,0.05103271,1.65482277,1.08794995,0.28863488
-5.93996998,3.38497861,0.01403645,0.39521772,0.57673016,0.61869737,0.05074168,1.65357266,1.07045175,0.28894894
-5.93396698,3.39121808,0.01401701,0.39481884,0.57443615,0.61750077,0.05075504,1.65936165,1.05503109,0.29057946
-5.92796398,3.41296702,0.01403018,0.39690511,0.57494086,0.62014015,0.05106269,1.67191434,1.04164704,0.29342476
-5.92196098,3.44933562,0.01407493,0.40136720,0.57815298,0.62642911,0.05164958,1.69083846,1.03021893,0.29736945
-5.91595798,3.49919095,0.01415007,0.40804975,0.58393512,0.63610741,0.05249639,1.71564038,1.02063449,0.30228934
-5.90995498,3.56119642,0.01425421,0.41675754,0.59210932,0.64885130,0.05358026,1.74574071,1.01275760,0.30805574
-5.90395198,3.63385130,0.01438591,0.42726224,0.60246295,0.66428482,0.05487561,1.78048942,1.00643521,0.31453936
-5.89794897,3.71552922,0.01454359,0.43930948,0.61475468,0.68199166,0.05635486,1.81918039,1.00150331,0.32161339
-5.89194597,3.80451510,0.01472564,0.45262623,0.62872067,0.70152739,0.05798917,1.86106488,0.99779182,0.32915591
-5.88594297,3.89903984,0.01493030,0.46692808,0.64408060,0.72243153,0.05974915,1.90536423,0.99512827,0.33705154
-5.87993997,3.99731278,0.01515570,0.48192640,0.66054373,0.74423940,0.06160548,1.95128165,0.99334039,0.34519239
-5.87393697,4.09755179,0.01539974,0.49733520,0.67781479,0.76649332,0.06352950,1.99801339,0.99225770,0.35347832
-5.86793397,4.19801102,0.01566011,0.51287759,0.69559963,0.78875298,0.06549370,2.04475938,0.99171229,0.36181683
-5.86193097,4.29700676,0.01593418,0.52829162,0.71361073,0.81060494,0.06747214,2.09073366,0.99153899,0.37012245
-5.85592796,4.39294133,0.01621895,0.54333555,0.73157236,0.83167084,0.06944078,2.13517470,0.99157527,0.37831608
-5.84992496,4.48432537,0.01651106,0.55779241,0.74922549,0.85161450,0.07137778,2.17735578,0.99166092,0.38632412
-5.84392196,4.56979851,0.01680675,0.57147373,0.76633228,0.87014765,0.07326370,2.21659549,0.99163794,0.39407782
-5.83791896,4.64814850,0.01710187,0.58422263,0.78268020,0.88703433,0.07508161,2.25226819,0.99135083,0.40151278
-5.83191596,4.71832865,0.01739189,0.59591587,0.79808562,0.90209392,0.07681722,2.28381447,0.99064729,0.40856874
-5.82591296,4.77947335,0.01767204,0.60646533,0.81239684,0.91520287,0.07845889,2.31075118,0.98937959,0.41518974
-5.81990995,4.83091139,0.01793734,0.61581851,0.82549663,0.92629514,0.07999768,2.33268093,0.98740664,0.42132459
-5.81390695,4.87217664,0.01818272,0.62395839,0.83730393,0.93536147,0.08142729,2.34930050,0.98459669,0.42692773
-5.80790395,4.90301572,0.01840320,0.63090248,0.84777501,0.94244751,0.08274407,2.36040795,0.98083058,0.43196029
-5.80190095,4.92339216,0.01859401,0.63670132,0.85690380,0.94765105,0.08394696,2.36590790,0.97600559,0.43639136
-5.79589795,4.93348678,0.01875077,0.64143626,0.86472149,0.95111824,0.08503745,2.36581483,0.97003939,0.44019930
-5.78989495,4.93369398,0.01886963,0.64521686,0.87129536,0.95303929,0.08601948,2.36025390,0.96287423,0.44337300
-5.78389195,4.92461367,0.01894746,0.64817779,0.87672691,0.95364340,0.08689945,2.34945934,0.95448091,0.44591296
-5.77788894,4.90703903,0.01898193,0.65047535,0.88114935,0.95319337,0.08768606,2.33377013,0.94486231,0.44783210
-5.77188594,4.88194001,0.01897165,0.65228386,0.88472437,0.95197983,0.08839025,2.31362314,0.93405640,0.44915618
-5.76588294,4.85044309,0.01891627,0.65379181,0.88763850,0.95031542,0.08902506,2.28954375,0.92213827,0.44992377
-5.75987994,4.81380754,0.01881644,0.65519794,0.89009906,0.94852880,0.08960542,2.26213427,0.90922118,0.45018583
-5.75387694,4.77339900,0.01867391,0.65670746,0.89232970,0.94695885,0.09014798,2.23206054,0.89545645,0.45000471
-5.74787394,4.73066078,0.01849140,0.65852825,0.89456594,0.94594910,0.09067078,2.20003686,0.88103196,0.44945281
-5.74187094,4.68708381,0.01827258,0.66086739,0.89705051,0.94584234,0.09119293,2.16681002,0.86616938,0.44861088
-5.73586793,4.64417593,0.01802191,0.66392782,0.90002881,0.94697568,0.09173417,2.13314257,0.85112001,0.44756598
-5.72986493,4.60343112,0.01774454,0.66790540,0.90374453,0.94967599,0.09231442,2.09979598,0.83615938,0.44640930
-5.72386193,4.56629954,0.01744611,0.67298628,0.90843545,0.95425575,0.09295320,2.06751400,0.82158062,0.44523389
-5.71785893,4.53415873,0.01713254,0.67934453,0.91432955,0.96100928,0.09366906,2.03700655,0.80768687,0.44413233
-5.71185593,4.50828652,0.01680991,0.68714013,0.92164136,0.97020933,0.09447892,2.00893458,0.79478286,0.44319465
-5.70585293,4.48983603,0.01648419,0.69651728,0.93056858,0.98210392,0.09539743,1.98389602,0.78316593,0.44250622
-5.69984992,4.47981289,0.01616106,0.70760273,0.94128898,0.99691340,0.09643630,1.96241302,0.77311678,0.44214595
-5.69384692,4.47905485,0.01584580,0.72050443,0.95395737,1.01482747,0.09760367,1.94492073,0.76489018,0.44218470
-5.68784392,4.48821393,0.01554306,0.73531004,0.96870280,1.03600225,0.09890352,1.93175761,0.75870599,0.44268381
-5.68184092,4.50774092,0.01525677,0.75208547,0.98562568,1.06055709,0.10033520,1.92315737,0.75474080,0.44369397
-5.67583792,4.53787258,0.01499003,0.77087317,1.00479498,1.08857119,0.10189301,1.91924267,0.75312046,0.44525404
-5.66983492,4.57862127,0.01474505,0.79169034,1.02624521,1.12007982,0.10356591,1.92002063,0.75391380,0.44739017
-5.66383192,4.62976737,0.01452308,0.81452670,1.04997355,1.15507032,0.10533746,1.92538022,0.75712775,0.45011485
-5.65782891,4.69085452,0.01432445,0.83934220,1.07593670,1.19347777,0.10718580,1.93509165,0.76270415,0.45342607
-5.65182591,4.76118812,0.01414855,0.86606433,1.10404799,1.23518054,0.10908392,1.94880795,0.77051844,0.45730652
-5.64582291,4.83983729,0.01399392,0.89458549,1.13417448,1.27999585,0.11100005,1.96606883,0.78038019,0.46172282
-5.63981991,4.92564085,0.01385830,0.92476024,1.16613454,1.32767567,0.11289820,1.98630693,0.79203577,0.46662483
-5.63381691,5.01721767,0.01373871,0.95640280,1.19969590,1.37790310,0.11473896,2.00885663,0.80517300,0.47194520
-5.62781391,5.11298183,0.01363161,0.98928508,1.23457452,1.43028986,0.11648035,2.03296549,0.81942774,0.47759900
-5.62181091,5.21116310,0.01353302,1.02313520,1.27043452,1.48437493,0.11807884,2.05780826,0.83439241,0.48348386
-5.61580790,5.30983273,0.01343863,1.05763709,1.30688939,1.53962495,0.11949045,2.08250342,0.84962595,0.48948043
-5.60980490,5.40693485,0.01334400,1.09243127,1.34350475,1.59543671,0.12067193,2.10613209,0.86466535,0.49545341
-5.60380190,5.50032320,0.01324467,1.12711694,1.37980284,1.65114189,0.12158194,2.12775892,0.87903802,0.50125319
-5.59779890,5.58780294,0.01313632,1.16125582,1.41526875,1.70601442,0.12218220,2.14645456,0.89227490,0.50671816
-5.59179590,5.66717664,0.01301493,1.19437760,1.44935870,1.75928055,0.12243860,2.16131919,0.90392382,0.51167770
-5.58579290,5.73629381,0.01287689,1.22598725,1.48151003,1.81013155,0.12232219,2.17150643,0.91356263,0.51595581
-5.57978989,5.79310250,0.01271911,1.25557403,1.51115297,1.85773906,0.12181006,2.17624689,0.92081175,0.51937541
-5.57378689,5.83570177,0.01253917,1.28262208,1.53772388,1.90127262,0.12088600,2.17487059,0.92534568,0.52176307
-5.56778389,5.86239330,0.01233531,1.30662248,1.56067956,1.93991919,0.11954102,2.16682744,0.92690309,0.52295406
-5.56178089,5.87173051,0.01210654,1.32708625,1.57951242,1.97290385,0.11777362,2.15170502,0.92529519,0.52279766
-5.55577789,5.86256343,0.01185268,1.34355805,1.59376567,1.99951134,0.11558989,2.12924294,0.92041206,0.52116228
-5.54977489,5.83407764,0.01157429,1.35563009,1.60304838,2.01910734,0.11300329,2.09934322,0.91222678,0.51794039
-5.54377189,5.78582581,0.01127272,1.36295561,1.60704949,2.03115903,0.11003438,2.06207609,0.90079719,0.51305290
-5.53776888,5.71775027,0.01095001,1.36526154,1.60555046,2.03525384,0.10671016,2.01768107,0.88626525,0.50645282
-5.53176588,5.63019579,0.01060883,1.36235971,1.59843578,2.03111580,0.10306343,1.96656316,0.86885404,0.49812808
-5.52576288,5.52391166,0.01025241,1.35415612,1.58570104,2.01861863,0.09913186,1.90928406,0.84886254,0.48810312
-5.51975988,5.40004272,0.00988442,1.34065789,1.56745800,1.99779508,0.09495707,1.84654888,0.82665823,0.47643952
-5.51375688,5.26010941,0.00950884,1.32197739,1.54393641,1.96884188,0.09058355,1.77918859,0.80266793,0.46323525
-5.50775388,5.10597709,0.00912990,1.29833344,1.51548236,1.93212012,0.08605760,1.70813892,0.77736699,0.44862281
-5.50175088,4.93981570,0.00875189,1.27004933,1.48255308,1.88815090,0.08142629,1.63441625,0.75126719,0.43276612
-5.49574787,4.76405054,0.00837911,1.23754773,1.44570830,1.83760620,0.07673639,1.55909146,0.72490378,0.41585646
-5.48974487,4.58130599,0.00801571,1.20134250,1.40559828,1.78129536,0.07203347,1.48326244,0.69882181,0.39810745
-5.48374187,4.39434354,0.00766567,1.16202775,1.36294892,1.72014745,0.06736098,1.40802626,0.67356232,0.37974938
-5.47773887,4.20599620,0.00733263,1.12026440,1.31854442,1.65519026,0.06275955,1.33445176,0.64964850,0.36102310
-5.47173587,4.01910134,0.00701990,1.07676473,1.27320790,1.58752644,0.05826635,1.26355350,0.62757244,0.34217361
-5.46573287,3.83643370,0.00673035,1.03227546,1.22778070,1.51830768,0.05391460,1.19626776,0.60778254,0.32344380
-5.45972986,3.66064090,0.00646642,0.98755981,1.18310104,1.44870774,0.04973326,1.13343123,0.59067199,0.30506838
-5.45372686,3.49418313,0.00623007,0.94337926,1.13998261,1.37989526,0.04574677,1.07576312,0.57656869,0.28726827
-5.44772386,3.33927876,0.00602278,0.90047546,1.09919390,1.31300699,0.04197502,1.02385093,0.56572672,0.27024580
-5.44172086,3.19785751,0.00584557,0.85955294,1.06143883,1.24912247,0.03843335,0.97814039,0.55831972,0.25418061
-5.43571786,3.07152219,0.00569899,0.82126302,1.02733931,1.18924060,0.03513272,0.93892962,0.55443632,0.23922665
-5.42971486,2.96152011,0.00558315,0.78618945,0.99742020,1.13425893,0.03207994,0.90636767,0.55407777,0.22551010
-5.42371186,2.86872479,0.00549775,0.75483608,0.97209718,1.08495587,0.02927797,0.88045738,0.55715797,0.21312844
-5.41770885,2.79362807,0.00544214,0.72761681,0.95166777,1.04197647,0.02672632,0.86106223,0.56350582,0.20215051
-5.41170585,2.73634276,0.00541532,0.70484808,0.93630576,1.00582166,0.02442143,0.84791711,0.57287002,0.19261758
-5.40570285,2.69661530,0.00541604,0.68674396,0.92605907,0.97684136,0.02235715,0.84064233,0.58492610,0.18454531
-5.39969985,2.67384784,0.00544279,0.67341387,0.92085120,0.95523122,0.02052516,0.83876057,0.59928572,0.17792642
-5.39369685,2.66712871,0.00549391,0.66486288,0.92048591,0.94103303,0.01891549,0.84171599,0.61550772,0.17273399
-5.38769385,2.67527009,0.00556759,0.66099451,0.92465514,0.93413858,0.01751689,0.84889499,0.63311098,0.16892511
-5.38169085,2.69685146,0.00566196,0.66161580,0.93294968,0.93429673,0.01631732,0.85964771,0.65158832,0.16644479
-5.37568784,2.73026729,0.00577511,0.66644461,0.94487233,0.94112341,0.01530428,0.87330969,0.67042130,0.16522987
-5.36968484,2.77377738,0.00590515,0.67511864,0.95985309,0.95411416,0.01446522,0.88922285,0.68909534,0.16521271
-5.36368184,2.82555799,0.00605027,0.68720620,0.97726587,0.97265895,0.01378780,0.90675498,0.70711454,0.16632462
-5.35767884,2.88375236,0.00620871,0.70221821,0.99644616,0.99605875,0.01326011,0.92531733,0.72401590,0.16849866
-5.35167584,2.94651888,0.00637887,0.71962119,1.01670929,1.02354361,0.01287095,0.94437937,0.73938220,0.17167196
-5.34567284,3.01207562,0.00655924,0.73885101,1.03736857,1.05429157,0.01260987,0.96348055,0.75285330,0.17578721
-5.33966983,3.07873986,0.00674846,0.75932684,1.05775291,1.08744829,0.01246729,0.98223856,0.76413538,0.18079346
-5.33366683,3.14496192,0.00694531,0.78046524,1.07722347,1.12214657,0.01243452,1.00035400,0.77300774,0.18664617
-5.32766383,3.20935230,0.00714864,0.80169380,1.09518875,1.15752568,0.01250373,1.01761141,0.77932714,0.19330652
-5.32166083,3.27070202,0.00735740,0.82246419,1.11111800,1.19274982,0.01266790,1.03387683,0.78302948,0.20074010
-5.31565783,3.32799591,0.00757058,0.84226416,1.12455234,1.22702540,0.01292069,1.04909228,0.78412879,0.20891515
-5.30965483,3.38041914,0.00778717,0.86062838,1.13511366,1.25961674,0.01325636,1.06326761,0.78271392,0.21780044
-5.30365183,3.42735757,0.00800609,0.87714769,1.14251090,1.28985988,0.01366962,1.07647028,0.77894287,0.22736295
-5.29764882,3.46839246,0.00822620,0.89147667,1.14654380,1.31717415,0.01415550,1.08881382,0.77303538,0.23756571
-5.29164582,3.50329067,0.00844620,0.90333939,1.14710409,1.34107143,0.01470920,1.10044568,0.76526397,0.24836575
-5.28564282,3.53199118,0.00866466,0.91253314,1.14417419,1.36116280,0.01532606,1.11153522,0.75594406,0.25971255
-5.27963982,3.55458915,0.00887993,0.91893021,1.13782362,1.37716262,0.01600140,1.12226243,0.74542351,0.27154703
-5.27363682,3.57131850,0.00909020,0.92247774,1.12820338,1.38889006,0.01673052,1.13280813,0.73407209,0.28380123
