energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.82591296,1.72838300,0.00511452,0.26775480,0.66189399,0.22126403,0.85827851,0.00000000,1.30355187,0.34499863
-5.81990995,1.72243624,0.00503966,0.26821561,0.65625603,0.22276971,0.84921253,0.00000000,1.29765617,0.34160448
-5.81390695,1.72276152,0.00497664,0.27000097,0.65212791,0.22550140,0.84205799,0.00000000,1.29575041,0.34026309
-5.80790395,1.73003142,0.00492666,0.27312333,0.64994249,0.22961171,0.83736288,0.00000000,1.29792231,0.34110626
-5.80190095,1.74483074,0.00489060,0.27758466,0.65009535,0.23523682,0.83562735,0.00000000,1.30422965,0.34424134
-5.79589795,1.76763531,0.00486893,0.28337547,0.65293318,0.24249118,0.83728863,0.00000000,1.31469261,0.34974751
-5.78989495,1.79879293,0.00486177,0.29047356,0.65874346,0.25146293,0.84270784,0.00000000,1.32928494,0.35767235
-5.78389195,1.83850704,0.00486888,0.29884276,0.66774609,0.26220988,0.85215910,0.00000000,1.34792476,0.36802906
-5.77788894,1.88682386,0.00488966,0.30843185,0.68008694,0.27475645,0.86582125,0.00000000,1.37046567,0.38079436
-5.77188594,1.94362370,0.00492321,0.31917357,0.69583368,0.28909154,0.88377247,0.00000000,1.39668902,0.39590726
-5.76588294,2.00861667,0.00496833,0.33098411,0.71497387,0.30516734,0.90598773,0.00000000,1.42629809,0.41326882
-5.75987994,2.08134327,0.00502360,0.34376294,0.73741540,0.32289931,0.93233927,0.00000000,1.45891482,0.43274286
-5.75387694,2.16117983,0.00508743,0.35739322,0.76298918,0.34216703,0.96259997,0.00000000,1.49407960,0.45415784
-5.74787394,2.24734883,0.00515807,0.37174273,0.79145391,0.36281624,0.99644926,0.00000000,1.53125450,0.47730960
-5.74187094,2.33893365,0.00523374,0.38666547,0.82250285,0.38466160,1.03348169,0.00000000,1.56983010,0.50196524
-5.73586793,2.43489741,0.00531261,0.40200370,0.85577208,0.40749046,1.07321736,0.00000000,1.60913580,0.52786763
-5.72986493,2.53410513,0.00539291,0.41759058,0.89085017,0.43106712,1.11511421,0.00000000,1.64845336,0.55474067
-5.72386193,2.63534841,0.00547293,0.43325319,0.92728869,0.45513776,1.15858142,0.00000000,1.68703333,0.58229501
-5.71785893,2.73737171,0.00555111,0.44881577,0.96461328,0.47943555,1.20299364,0.00000000,1.72411341,0.61023380
-5.71185593,2.83889916,0.00562603,0.46410316,1.00233478,0.50368608,1.24770538,0.00000000,1.75893829,0.63825861
-5.70585293,2.93866088,0.00569648,0.47894414,1.03996005,0.52761258,1.29206528,0.00000000,1.79077984,0.66607480
-5.69984992,3.03541784,0.00576143,0.49317467,1.07700214,0.55094105,1.33542956,0.00000000,1.81895688,0.69339655
-5.69384692,3.12798434,0.00582006,0.50664067,1.11298944,0.57340498,1.37717450,0.00000000,1.84285349,0.71995099
-5.68784392,3.21524747,0.00587176,0.51920045,1.14747359,0.59474964,1.41670746,0.00000000,1.86193521,0.74548157
-5.68184092,3.29618293,0.00591610,0.53072649,1.18003599,0.61473578,1.45347632,0.00000000,1.87576221,0.76975036
-5.67583792,3.36986702,0.00595282,0.54110668,1.21029276,0.63314274,1.48697710,0.00000000,1.88399920,0.79253943
-5.66983492,3.43548479,0.00598179,0.55024490,1.23789826,0.64977099,1.51675991,0.00000000,1.88642136,0.81365131
-5.66383192,3.49233451,0.00600296,0.55806107,1.26254727,0.66444411,1.54243314,0.00000000,1.88291656,0.83290866
-5.65782891,3.53982896,0.00601636,0.56449061,1.28397592,0.67701021,1.56366611,0.00000000,1.87348368,0.85015325
-5.65182591,3.57749418,0.00602203,0.56948360,1.30196162,0.68734307,1.58019041,0.00000000,1.85822746,0.86524475
-5.64582291,3.60496634,0.00601998,0.57300367,1.31632242,0.69534276,1.59180016,0.00000000,1.83735028,0.87805918
-5.63981991,3.62198757,0.00601020,0.57502670,1.32691582,0.70093629,1.59835153,0.00000000,1.81114143,0.88848766
-5.63381691,3.62840147,0.00599259,0.57553965,1.33363749,0.70407786,1.59976160,0.00000000,1.77996465,0.89643544
-5.62781391,3.62414889,0.00596698,0.57453950,1.33642006,0.70474918,1.59600704,0.00000000,1.74424443,0.90182155
-5.62181091,3.60926458,0.00593311,0.57203244,1.33523205,0.70295972,1.58712250,0.00000000,1.70445190,0.90457906
-5.61580790,3.58387490,0.00589069,0.56803345,1.33007720,0.69874680,1.57319897,0.00000000,1.66109091,0.90465619
-5.60980490,3.54819664,0.00583935,0.56256611,1.32099405,0.69217566,1.55438204,0.00000000,1.61468466,0.90201810
-5.60380190,3.50253690,0.00577874,0.55566287,1.30805576,0.68333937,1.53087007,0.00000000,1.56576357,0.89664930
-5.59779890,3.44729357,0.00570854,0.54736552,1.29137012,0.67235841,1.50291204,0.00000000,1.51485432,0.88855661
-5.59179590,3.38295599,0.00562850,0.53772583,1.27107938,0.65938002,1.47080504,0.00000000,1.46247057,0.87777228
-5.58579290,3.31010512,0.00553855,0.52680633,1.24735994,0.64457701,1.43489116,0.00000000,1.40910513,0.86435711
-5.57978989,3.22941262,0.00543876,0.51468094,1.22042146,0.62814607,1.39555363,0.00000000,1.35522372,0.84840332
-5.57378689,3.14163823,0.00532947,0.50143552,1.19050537,0.61030552,1.35321209,0.00000000,1.30126013,0.83003675
-5.56778389,3.04762499,0.00521128,0.48716804,1.15788260,0.59129240,1.30831692,0.00000000,1.24761267,0.80941829
-5.56178089,2.94829184,0.00508507,0.47198838,1.12285044,0.57135896,1.26134260,0.00000000,1.19464173,0.78674424
-5.55577789,2.84462351,0.00495206,0.45601776,1.08572849,0.55076852,1.21278020,0.00000000,1.14266836,0.76224551
-5.54977489,2.73765780,0.00481374,0.43938762,1.04685386,0.52979094,1.16312909,0.00000000,1.09197366,0.73618559
-5.54377189,2.62847030,0.00467191,0.42223807,1.00657569,0.50869753,1.11288821,0.00000000,1.04279889,0.70885726
-5.53776888,2.51815714,0.00452859,0.40471594,0.96524922,0.48775590,1.06254702,0.00000000,0.99534632,0.68057818
-5.53176588,2.40781625,0.00438602,0.38697253,0.92322961,0.46722457,1.01257654,0.00000000,0.94978064,0.65168543
-5.52576288,2.29852784,0.00424654,0.36916103,0.88086581,0.44734775,0.96342075,0.00000000,0.90623094,0.62252929
-5.51975988,2.19133478,0.00411258,0.35143394,0.83849472,0.42835033,0.91548870,0.00000000,0.86479319,0.59346645
-5.51375688,2.08722363,0.00398651,0.33394040,0.79643591,0.41043327,0.86914760,0.00000000,0.82553330,0.56485288
-5.50775388,1.98710697,0.00387062,0.31682361,0.75498696,0.39376956,0.82471706,0.00000000,0.78849039,0.53703665
-5.50175088,1.89180761,0.00376697,0.30021849,0.71441983,0.37850082,0.78246469,0.00000000,0.75368053,0.51035096
-5.49574787,1.80204508,0.00367736,0.28424954,0.67497801,0.36473465,0.74260328,0.00000000,0.72110053,0.48510755
-5.48974487,1.71842492,0.00360324,0.26902909,0.63687474,0.35254284,0.70528929,0.00000000,0.69073182,0.46159072
-5.48374187,1.64143067,0.00354565,0.25465587,0.60029215,0.34196037,0.67062296,0.00000000,0.66254409,0.44005204
-5.47773887,1.57141891,0.00350518,0.24121386,0.56538117,0.33298534,0.63864974,0.00000000,0.63649876,0.42070593
-5.47173587,1.50861717,0.00348191,0.22877167,0.53226222,0.32557979,0.60936294,0.00000000,0.61255188,0.40372610
-5.46573287,1.45312458,0.00347544,0.21738209,0.50102644,0.31967125,0.58270749,0.00000000,0.59065655,0.38924297
-5.45972986,1.40491522,0.00348489,0.20708204,0.47173734,0.31515521,0.55858463,0.00000000,0.57076460,0.37734193
-5.45372686,1.36384378,0.00350890,0.19789277,0.44443270,0.31189830,0.53685733,0.00000000,0.55282776,0.36806260
-5.44772386,1.32965345,0.00354568,0.18982035,0.41912666,0.30974210,0.51735620,0.00000000,0.53679800,0.36139888
-5.44172086,1.30198572,0.00359309,0.18285638,0.39581183,0.30850756,0.49988592,0.00000000,0.52262745,0.35729995
-5.43571786,1.28039186,0.00364872,0.17697888,0.37446142,0.30799995,0.48423179,0.00000000,0.51026783,0.35567194
-5.42971486,1.26434591,0.00370994,0.17215343,0.35503134,0.30801411,0.47016643,0.00000000,0.49966955,0.35638051
-5.42371186,1.25325884,0.00377401,0.16833446,0.33746223,0.30834002,0.45745650,0.00000000,0.49078076,0.35925396
-5.41770885,1.24649363,0.00383818,0.16546679,0.32168152,0.30876837,0.44586917,0.00000000,0.48354635,0.36408718
-5.41170585,1.24338107,0.00389979,0.16348716,0.30760547,0.30909618,0.43517837,0.00000000,0.47790723,0.37064606
-5.40570285,1.24323581,0.00395635,0.16232610,0.29514125,0.30913211,0.42517064,0.00000000,0.47379984,0.37867250
-5.39969985,1.24537240,0.00400563,0.16190970,0.28418905,0.30870147,0.41565043,0.00000000,0.47115598,0.38788980
-5.39369685,1.24912088,0.00404572,0.16216154,0.27464430,0.30765058,0.40644475,0.00000000,0.46990311,0.39800844
-5.38769385,1.25384145,0.00407509,0.16300451,0.26639984,0.30585057,0.39740707,0.00000000,0.46996491,0.40873204
-5.38169085,1.25893792,0.00409265,0.16436261,0.25934815,0.30320021,0.38842031,0.00000000,0.47126202,0.41976336
-5.37568784,1.26386940,0.00409773,0.16616248,0.25338347,0.29962796,0.37939886,0.00000000,0.47371297,0.43081032
-5.36968484,1.26815988,0.00409012,0.16833476,0.24840378,0.29509296,0.37028953,0.00000000,0.47723500,0.44159166
-5.36368184,1.27140548,0.00407003,0.17081511,0.24431254,0.28958505,0.36107151,0.00000000,0.48174469,0.45184235
-5.35767884,1.27327906,0.00403804,0.17354474,0.24102012,0.28312380,0.35175515,0.00000000,0.48715829,0.46131843
-5.35167584,1.27353212,0.00399510,0.17647069,0.23844483,0.27575668,0.34237979,0.00000000,0.49339150,0.46980113
-5.34567284,1.27199412,0.00394243,0.17954553,0.23651353,0.26755631,0.33301072,0.00000000,0.50035891,0.47710037
-5.33966983,1.26856919,0.00388146,0.18272673,0.23516180,0.25861723,0.32373527,0.00000000,0.50797282,0.48305738
-5.33366683,1.26323075,0.00381376,0.18597563,0.23433361,0.24905197,0.31465840,0.00000000,0.51614177,0.48754646
-5.32766383,1.25601423,0.00374097,0.18925611,0.23398064,0.23898696,0.30589789,0.00000000,0.52476867,0.49047591
-5.32166083,1.24700848,0.00366473,0.19253316,0.23406126,0.22855821,0.29757941,0.00000000,0.53374900,0.49178814
-5.31565783,1.23634651,0.00358662,0.19577126,0.23453932,0.21790713,0.28983158,0.00000000,0.54296903,0.49145907
-5.30965483,1.22419578,0.00350812,0.19893300,0.23538279,0.20717647,0.28278149,0.00000000,0.55230448,0.48949682
-5.30365183,1.21074904,0.00343054,0.20197779,0.23656245,0.19650667,0.27655050,0.00000000,0.56161981,0.48593988
-5.29764882,1.19621572,0.00335504,0.20486099,0.23805082,0.18603265,0.27125086,0.00000000,0.57076832,0.48085490
-5.29164582,1.18081467,0.00328261,0.20753347,0.23982118,0.17588118,0.26698297,0.00000000,0.57959327,0.47433408
-5.28564282,1.16476819,0.00321404,0.20994165,0.24184716,0.16616876,0.26383342,0.00000000,0.58793004,0.46649250
-5.27963982,1.14829773,0.00315001,0.21202819,0.24410253,0.15700008,0.26187390,0.00000000,0.59560940,0.45746529
-5.27363682,1.13162113,0.00309104,0.21373317,0.24656156,0.14846708,0.26116071,0.00000000,0.60246176,0.44740482
-5.26763382,1.11495136,0.00303760,0.21499574,0.24919968,0.14064849,0.26173508,0.00000000,0.60832222,0.43647797
-5.26163082,1.09849651,0.00299008,0.21575627,0.25199448,0.13360973,0.26362383,0.00000000,0.61303628,0.42486353
-5.25562781,1.08246072,0.00294891,0.21595874,0.25492696,0.12740323,0.26684049,0.00000000,0.61646564,0.41274967
-5.24962481,1.06704573,0.00291454,0.21555328,0.25798287,0.12206900,0.27138662,0.00000000,0.61849412,0.40033164
-5.24362181,1.05245261,0.00288752,0.21449866,0.26115396,0.11763536,0.27725316,0.00000000,0.61903294,0.38780950
-5.23761881,1.03888339,0.00286848,0.21276466,0.26443918,0.11411980,0.28442172,0.00000000,0.61802534,0.37538600
-5.23161581,1.02654215,0.00285821,0.21033397,0.26784543,0.11152993,0.29286574,0.00000000,0.61545004,0.36326454
-5.22561281,1.01563551,0.00285759,0.20720374,0.27138805,0.10986441,0.30255139,0.00000000,0.61132334,0.35164706
-5.21960980,1.00637211,0.00286766,0.20338648,0.27509070,0.10911389,0.31343823,0.00000000,0.60569976,0.34073209
-5.21360680,0.99896125,0.00288953,0.19891025,0.27898484,0.10926201,0.32547974,0.00000000,0.59867113,0.33071264
-5.20760380,0.99361056,0.00292438,0.19381830,0.28310855,0.11028628,0.33862354,0.00000000,0.59036406,0.32177413
-5.20160080,0.99052289,0.00297339,0.18816798,0.28750500,0.11215904,0.35281167,0.00000000,0.58093611,0.31409226
-5.19559780,0.98989256,0.00303770,0.18202903,0.29222043,0.11484843,0.36798080,0.00000000,0.57057073,0.30783081
-5.18959480,0.99190126,0.00311833,0.17548151,0.29730182,0.11831939,0.38406264,0.00000000,0.55947121,0.30313943
-5.18359180,0.99671381,0.00321609,0.16861324,0.30279444,0.12253469,0.40098450,0.00000000,0.54785409,0.30015142
-5.17758879,1.00447408,0.00333152,0.16151711,0.30873930,0.12745602,0.41867022,0.00000000,0.53594228,0.29898156
-5.17158579,1.01530134,0.00346483,0.15428831,0.31517078,0.13304510,0.43704144,0.00000000,0.52395821,0.29972391
-5.16558279,1.02928723,0.00361580,0.14702166,0.32211442,0.13926485,0.45601923,0.00000000,0.51211732,0.30244983
-5.15957979,1.04649349,0.00378373,0.13980917,0.32958516,0.14608052,0.47552616,0.00000000,0.50062220,0.30720612
-5.15357679,1.06695067,0.00396741,0.13273796,0.33758601,0.15346080,0.49548857,0.00000000,0.48965752,0.31401332
-5.14757379,1.09065776,0.00416509,0.12588862,0.34610730,0.16137887,0.51583920,0.00000000,0.47938597,0.32286445
-5.14157079,1.11758276,0.00437444,0.11933405,0.35512651,0.16981330,0.53651983,0.00000000,0.46994513,0.33372398
-5.13556778,1.14766423,0.00459259,0.11313882,0.36460870,0.17874878,0.55748390,0.00000000,0.46144556,0.34652735
-5.12956478,1.18081359,0.00481619,0.10735910,0.37450756,0.18817663,0.57869898,0.00000000,0.45396978,0.36118096
-5.12356178,1.21691809,0.00504139,0.10204297,0.38476694,0.19809508,0.60014875,0.00000000,0.44757224,0.37756282
-5.11755878,1.25584424,0.00526402,0.09723115,0.39532291,0.20850916,0.62183458,0.00000000,0.44228022,0.39552374
-5.11155578,1.29744164,0.00547959,0.09295814,0.40610604,0.21943039,0.64377625,0.00000000,0.43809530,0.41488939
-5.10555278,1.34154677,0.00568349,0.08925343,0.41704402,0.23087594,0.66601193,0.00000000,0.43499556,0.43546291
-5.09954977,1.38798676,0.00587108,0.08614291,0.42806431,0.24286754,0.68859707,0.00000000,0.43293826,0.45702838
-5.09354677,1.43658280,0.00603784,0.08365028,0.43909660,0.25542994,0.71160230,0.00000000,0.43186273,0.47935485
-5.08754377,1.48715294,0.00617951,0.08179831,0.45007520,0.26858900,0.73511014,0.00000000,0.43169377,0.50220101
-5.08154077,1.53951422,0.00629222,0.08060996,0.46094090,0.28236943,0.75921058,0.00000000,0.43234498,0.52532029
-5.07553777,1.59348384,0.00637264,0.08010916,0.47164238,0.29679220,0.78399559,0.00000000,0.43372237,0.54846633
-5.06953477,1.64887925,0.00641808,0.08032139,0.48213696,0.31187168,0.80955256,0.00000000,0.43572787,0.57139849
-5.06353177,1.70551720,0.00642659,0.08127376,0.49239064,0.32761256,0.83595702,0.00000000,0.43826294,0.59388736
-5.05752876,1.76321153,0.00639701,0.08299483,0.50237743,0.34400672,0.86326463,0.00000000,0.44123194,0.61571996
-5.05152576,1.82176999,0.00632905,0.08551403,0.51207791,0.36103008,0.89150299,0.00000000,0.44454542,0.63670443
-5.04552276,1.88099014,0.00622328,0.08886074,0.52147715,0.37863963,0.92066342,0.00000000,0.44812322,0.65667406
-5.03951976,1.94065471,0.00608111,0.09306314,0.53056208,0.39677075,0.95069326,0.00000000,0.45189724,0.67549052
-5.03351676,2.00052667,0.00590472,0.09814688,0.53931851,0.41533505,0.98148913,0.00000000,0.45581388,0.69304606
-5.02751376,2.06034463,0.00569706,0.10413360,0.54772791,0.43421889,1.01289155,0.00000000,0.45983610,0.70926485
-5.02151076,2.11981912,0.00546164,0.11103949,0.55576439,0.45328276,1.04468150,0.00000000,0.46394510,0.72410322
-5.01550775,2.17863022,0.00520253,0.11887396,0.56339189,0.47236165,1.07657931,0.00000000,0.46814153,0.73754901
-5.00950475,2.23642725,0.00492414,0.12763852,0.57056207,0.49126661,1.10824624,0.00000000,0.47244623,0.74962018
-5.00350175,2.29283104,0.00463110,0.13732599,0.57721304,0.50978761,1.13928907,0.00000000,0.47690060,0.76036261
-4.99749875,2.34743914,0.00432818,0.14792013,0.58326911,0.52769763,1.16926785,0.00000000,0.48156659,0.76984764
-4.99149575,2.39983441,0.00402006,0.15939575,0.58864182,0.54475809,1.19770674,0.00000000,0.48652628,0.77816913
-4.98549275,2.44959682,0.00371127,0.17171944,0.59323221,0.56072550,1.22410779,0.00000000,0.49188128,0.78544064
-4.97948974,2.49631858,0.00340607,0.18485076,0.59693446,0.57535908,1.24796735,0.00000000,0.49775191,0.79179254
-4.97348674,2.53962194,0.00310832,0.19874409,0.59964063,0.58842918,1.26879441,0.00000000,0.50427624,0.79736955
-4.96748374,2.57917919,0.00282145,0.21335100,0.60124652,0.59972619,1.28613031,0.00000000,0.51160909,0.80232839
-4.96148074,2.61473376,0.00254839,0.22862302,0.60165822,0.60906950,1.29956879,0.00000000,0.51992097,0.80683601
-4.95547774,2.64612153,0.00229151,0.24451482,0.60079903,0.61631615,1.30877565,0.00000000,0.52939699,0.81106799
-4.94947474,2.67329091,0.00205268,0.26098751,0.59861648,0.62136869,1.31350676,0.00000000,0.54023579,0.81520734
-4.94347174,2.69632050,0.00183318,0.27801201,0.59508887,0.62418189,1.31362365,0.00000000,0.55264828,0.81944335
-4.93746873,2.71543304,0.00163383,0.29557225,0.59023093,0.62476785,1.30910573,0.00000000,0.56685631,0.82397051
-4.93146573,2.73100435,0.00145495,0.31366792,0.58409837,0.62319913,1.30005817,0.00000000,0.58309086,0.82898725
-4.92546273,2.74356645,0.00129643,0.33231670,0.57679064,0.61960982,1.28671520,0.00000000,0.60159000,0.83469435
-4.91945973,2.75380384,0.00115782,0.35155562,0.56845196,0.61419414,1.26943809,0.00000000,0.62259601,0.84129288
-4.91345673,2.76254276,0.00103832,0.37144149,0.55927026,0.60720275,1.24870796,0.00000000,0.64635189,0.84898153
-4.90745373,2.77073308,0.00093692,0.39205002,0.54947386,0.59893672,1.22511345,0.00000000,0.67309688,0.85795328
-4.90145073,2.77942332,0.00085240,0.41347386,0.53932622,0.58973936,1.19933369,0.00000000,0.70306088,0.86839136
-4.89544772,2.78972924,0.00078341,0.43581910,0.52911858,0.57998626,1.17211719,0.00000000,0.73645778,0.88046453
-4.88944472,2.80279701,0.00072851,0.45920047,0.51916097,0.57007386,1.14425759,0.00000000,0.77347757,0.89432176
-4.88344172,2.81976227,0.00068623,0.48373520,0.50977182,0.56040705,1.11656719,0.00000000,0.81427733,0.91008635
-4.87743872,2.84170643,0.00065510,0.50953569,0.50126662,0.55138626,1.08984943,0.00000000,0.85897112,0.92784987
-4.87143572,2.86961194,0.00063368,0.53670116,0.49394611,0.54339464,1.06487145,0.00000000,0.90761917,0.94766587
-4.86543272,2.90431821,0.00062058,0.56530858,0.48808450,0.53678572,1.04233794,0.00000000,0.96021643,0.96954377
-4.85942971,2.94648002,0.00061447,0.59540318,0.48391816,0.53187213,1.02286724,0.00000000,1.01668114,0.99344316
-4.85342671,2.99652990,0.00061413,0.62698907,0.48163540,0.52891573,1.00697069,0.00000000,1.07684365,1.01926869
-4.84742371,3.05464640,0.00061842,0.66002020,0.48136761,0.52811958,0.99503598,0.00000000,1.14043640,1.04686594
-4.84142071,3.12072932,0.00062628,0.69439238,0.48318228,0.52962188,0.98731510,0.00000000,1.20708533,1.07601852
-4.83541771,3.19438341,0.00063677,0.72993669,0.48707819,0.53349220,0.98391721,0.00000000,1.27630371,1.10644659
-4.82941471,3.27491131,0.00064902,0.76641484,0.49298291,0.53972992,0.98480663,0.00000000,1.34748881,1.13780714
-4.82341171,3.36131637,0.00066225,0.80351691,0.50075284,0.54826503,0.98980581,0.00000000,1.41992224,1.16969610
-4.81740870,3.45231589,0.00067577,0.84086173,0.51017583,0.55896102,0.99860315,0.00000000,1.49277426,1.20165266
-4.81140570,3.54636449,0.00068897,0.87800039,0.52097618,0.57161982,1.01076507,0.00000000,1.56511271,1.23316564
-4.80540270,3.64168748,0.00070128,0.91442279,0.53282209,0.58598853,1.02575199,0.00000000,1.63591661,1.26368212
-4.79939970,3.73632338,0.00071223,0.94956735,0.54533507,0.60176759,1.04293730,0.00000000,1.70409444,1.29261820
-4.79339670,3.82817455,0.00072139,0.98283376,0.55810119,0.61862021,1.06162875,0.00000000,1.76850701,1.31937178
-4.78739370,3.91506439,0.00072839,1.01359836,0.57068368,0.63618262,1.08109140,0.00000000,1.82799429,1.34333695
-4.78139070,3.99479950,0.00073292,1.04123169,0.58263642,0.65407487,1.10057128,0.00000000,1.88140544,1.36391983
-4.77538769,4.06523460,0.00073473,1.06511765,0.59351790,0.67191176,1.11931903,0.00000000,1.92763125,1.38055522
-4.76938469,4.12433805,0.00073362,1.08467344,0.60290504,0.68931370,1.13661261,0.00000000,1.96563750,1.39272352
-4.76338169,4.17025556,0.00072943,1.09936954,0.61040653,0.70591705,1.15177861,0.00000000,1.99449818,1.39996734
-4.75737869,4.20136960,0.00072207,1.10874871,0.61567503,0.72138368,1.16421122,0.00000000,2.01342689,1.40190700
-4.75137569,4.21635223,0.00071152,1.11244331,0.61841781,0.73540952,1.17338855,0.00000000,2.02180520,1.39825434
-4.74537269,4.21420912,0.00069780,1.11018994,0.61840559,0.74773186,1.17888576,0.00000000,2.01920639,1.38882412
-4.73936968,4.19431285,0.00068099,1.10184083,0.61547908,0.75813509,1.18038469,0.00000000,2.00541355,1.37354233
-4.73336668,4.15642413,0.00066123,1.08737127,0.60955305,0.76645486,1.17767968,0.00000000,1.98043088,1.35245114
-4.72736368,4.10069978,0.00063870,1.06688274,0.60061787,0.77258045,1.17067979,0.00000000,1.94448765,1.32570988
-4.72136068,4.02768719,0.00061365,1.04060157,0.58873846,0.77645538,1.15940706,0.00000000,1.89803449,1.29359212
-4.71535768,3.93830535,0.00058636,1.00887312,0.57405072,0.77807615,1.14399141,0.00000000,1.84173186,1.25647868
-4.70935468,3.83381330,0.00055716,0.97215170,0.55675570,0.77748931,1.12466209,0.00000000,1.77643147,1.21484701
-4.70335168,3.71576728,0.00052638,0.93098677,0.53711171,0.77478687,1.10173646,0.00000000,1.70315107,1.16925709
-4.69734867,3.58596850,0.00049442,0.88600603,0.51542486,0.77010033,1.07560626,0.00000000,1.62304399,1.12033466
-4.69134567,3.44640380,0.00046164,0.83789612,0.49203836,0.76359351,1.04672221,0.00000000,1.53736460,1.06875241
-4.68534267,3.29918183,0.00042844,0.78738187,0.46732111,0.75545460,1.01557737,0.00000000,1.44743130,1.01520991
-4.67933967,3.14646730,0.00039519,0.73520500,0.44165596,0.74588755,0.98269006,0.00000000,1.35458866,0.96041323
-4.67333667,2.99041635,0.00036226,0.68210317,0.41542824,0.73510345,0.94858687,0.00000000,1.26017015,0.90505509
-4.66733367,2.83311533,0.00032999,0.62879025,0.38901491,0.72331201,0.91378646,0.00000000,1.16546314,0.84979634
-4.66133067,2.67652552,0.00029868,0.57593855,0.36277464,0.71071365,0.87878457,0.00000000,1.07167743,0.79524955
-4.65532766,2.52243574,0.00026860,0.52416361,0.33703930,0.69749255,0.84404096,0.00000000,0.97991831,0.74196521
-4.64932466,2.37242415,0.00023998,0.47401199,0.31210694,0.68381078,0.80996832,0.00000000,0.89116498,0.69042111
-4.64332166,2.22783051,0.00021301,0.42595244,0.28823640,0.66980396,0.77692378,0.00000000,0.80625495,0.64101504
