energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.61580790,1.44032267,-1.57973224,0.69649033,-0.99930533,0.54514405,-0.37171059,0.20656909,-0.37271547,0.00000000,-0.00000000,0.56497011,-0.61364953,0.00000000,-0.00000000
-5.60980490,1.40039396,-1.49066469,0.67881822,-0.93784262,0.53242552,-0.35732289,0.20236876,-0.35304012,0.00000000,-0.00000000,0.54767499,-0.57448044,0.00000000,-0.00000000
-5.60380190,1.35944405,-1.40570905,0.66155119,-0.87951739,0.51848760,-0.34340588,0.19734822,-0.33415497,0.00000000,-0.00000000,0.53095771,-0.53729603,0.00000000,-0.00000000
-5.59779890,1.31849285,-1.32572181,0.64528104,-0.82494614,0.50364410,-0.33007363,0.19162321,-0.31621530,0.00000000,-0.00000000,0.51526688,-0.50251628,0.00000000,-0.00000000
-5.59179590,1.27852016,-1.25139878,0.63056145,-0.77462346,0.48821467,-0.31741780,0.18532085,-0.29933813,0.00000000,-0.00000000,0.50101172,-0.47049184,0.00000000,-0.00000000
-5.58579290,1.24043589,-1.18328449,0.61788889,-0.72892644,0.47251557,-0.30551118,0.17857554,-0.28360501,0.00000000,-0.00000000,0.48854947,-0.44150655,0.00000000,-0.00000000
-5.57978989,1.20505291,-1.12178555,0.60768553,-0.68812209,0.45685071,-0.29441171,0.17152477,-0.26906573,0.00000000,-0.00000000,0.47817462,-0.41578176,0.00000000,-0.00000000
-5.57378689,1.17306359,-1.06718644,0.60028499,-0.65237681,0.44150322,-0.28416661,0.16430504,-0.25574263,0.00000000,-0.00000000,0.47011019,-0.39348181,0.00000000,-0.00000000
-5.56778389,1.14502064,-1.01966600,0.59592137,-0.62176693,0.42672779,-0.27481610,0.15704798,-0.24363504,0.00000000,-0.00000000,0.46450131,-0.37472004,0.00000000,-0.00000000
-5.56178089,1.12132305,-0.97931314,0.59472198,-0.59628931,0.41274416,-0.26639648,0.14987699,-0.23272372,0.00000000,-0.00000000,0.46141142,-0.35956458,0.00000000,-0.00000000
-5.55577789,1.10220757,-0.94614053,0.59670416,-0.57587141,0.39973190,-0.25894232,0.14290430,-0.22297478,0.00000000,-0.00000000,0.46082115,-0.34804359,0.00000000,-0.00000000
-5.54977489,1.08774621,-0.92009533,0.60177627,-0.56038010,0.38782685,-0.25248745,0.13622879,-0.21434304,0.00000000,-0.00000000,0.46262993,-0.34014934,0.00000000,-0.00000000
-5.54377189,1.07784978,-0.90106650,0.60974301,-0.54962900,0.37711921,-0.24706490,0.12993447,-0.20677479,0.00000000,-0.00000000,0.46666046,-0.33584101,0.00000000,-0.00000000
-5.53776888,1.07227755,-0.88888846,0.62031480,-0.54338426,0.36765351,-0.24270563,0.12408984,-0.20020970,0.00000000,-0.00000000,0.47266571,-0.33504611,0.00000000,-0.00000000
-5.53176588,1.07065256,-0.88334137,0.63312105,-0.54136864,0.35943033,-0.23943625,0.11874791,-0.19458205,0.00000000,-0.00000000,0.48033852,-0.33766050,0.00000000,-0.00000000
-5.52576288,1.07248227,-0.88414870,0.64772671,-0.54326449,0.35240982,-0.23727601,0.11394712,-0.18982148,0.00000000,-0.00000000,0.48932321,-0.34354735,0.00000000,-0.00000000
-5.51975988,1.07718355,-0.89097267,0.66365169,-0.54871574,0.34651682,-0.23623316,0.10971289,-0.18585313,0.00000000,-0.00000000,0.49922908,-0.35253527,0.00000000,-0.00000000
-5.51375688,1.08411110,-0.90340894,0.68039221,-0.55732966,0.34164726,-0.23630119,0.10605979,-0.18259763,0.00000000,-0.00000000,0.50964510,-0.36441612,0.00000000,-0.00000000
-5.50775388,1.09258823,-0.92098138,0.69744324,-0.56867872,0.33767568,-0.23745513,0.10299420,-0.17997100,0.00000000,-0.00000000,0.52015536,-0.37894291,0.00000000,-0.00000000
-5.50175088,1.10193850,-0.94313828,0.71432127,-0.58230323,0.33446335,-0.23964842,0.10051730,-0.17788455,0.00000000,-0.00000000,0.53035463,-0.39582845,0.00000000,-0.00000000
-5.49574787,1.11151697,-0.96925094,0.73058615,-0.59771516,0.33186672,-0.24281048,0.09862824,-0.17624518,0.00000000,-0.00000000,0.53986336,-0.41474497,0.00000000,-0.00000000
-5.48974487,1.12073955,-0.99861564,0.74586119,-0.61440352,0.32974565,-0.24684542,0.09732732,-0.17495594,0.00000000,-0.00000000,0.54834153,-0.43532549,0.00000000,-0.00000000
-5.48374187,1.12910925,-1.03045966,0.75985059,-0.63184154,0.32797117,-0.25163192,0.09661900,-0.17391704,0.00000000,-0.00000000,0.55550067,-0.45716698,0.00000000,-0.00000000
-5.47773887,1.13623799,-1.06395171,0.77235324,-0.64949565,0.32643222,-0.25702462,0.09651458,-0.17302747,0.00000000,-0.00000000,0.56111365,-0.47983567,0.00000000,-0.00000000
-5.47173587,1.14186294,-1.09821688,0.78327238,-0.66683631,0.32504123,-0.26285689,0.09703447,-0.17218688,0.00000000,-0.00000000,0.56502157,-0.50287459,0.00000000,-0.00000000
-5.46573287,1.14585680,-1.13235590,0.79262041,-0.68335021,0.32373806,-0.26894499,0.09820981,-0.17129800,0.00000000,-0.00000000,0.56713771,-0.52581320,0.00000000,-0.00000000
-5.45972986,1.14823138,-1.16546814,0.80051872,-0.69855366,0.32249242,-0.27509352,0.10008344,-0.17026925,0.00000000,-0.00000000,0.56744817,-0.54817897,0.00000000,-0.00000000
-5.45372686,1.14913448,-1.19667748,0.80719247,-0.71200646,0.32130439,-0.28110188,0.10271012,-0.16901758,0.00000000,-0.00000000,0.56600923,-0.56951041,0.00000000,-0.00000000
-5.44772386,1.14884018,-1.22516002,0.81296035,-0.72332570,0.32020334,-0.28677159,0.10615600,-0.16747119,0.00000000,-0.00000000,0.56294173,-0.58937119,0.00000000,-0.00000000
-5.44172086,1.14773322,-1.25017227,0.81821995,-0.73219887,0.31924521,-0.29191393,0.11049721,-0.16557221,0.00000000,-0.00000000,0.55842254,-0.60736461,0.00000000,-0.00000000
-5.43571786,1.14628810,-1.27107862,0.82342924,-0.73839549,0.31850832,-0.29635773,0.11581783,-0.16327895,0.00000000,-0.00000000,0.55267388,-0.62314782,0.00000000,-0.00000000
-5.42971486,1.14504426,-1.28737640,0.82908509,-0.74177664,0.31808817,-0.29995681,0.12220710,-0.16056780,0.00000000,-0.00000000,0.54595077,-0.63644505,0.00000000,-0.00000000
-5.42371186,1.14457825,-1.29871754,0.83569965,-0.74230191,0.31809132,-0.30259671,0.12975597,-0.15743444,0.00000000,-0.00000000,0.53852748,-0.64705908,0.00000000,-0.00000000
-5.41770885,1.14547460,-1.30492524,0.84377585,-0.74003311,0.31862886,-0.30420044,0.13855326,-0.15389453,0.00000000,-0.00000000,0.53068360,-0.65488044,0.00000000,-0.00000000
-5.41170585,1.14829661,-1.30600487,0.85378302,-0.73513464,0.31980975,-0.30473279,0.14868142,-0.14998360,0.00000000,-0.00000000,0.52269044,-0.65989354,0.00000000,-0.00000000
-5.40570285,1.15355836,-1.30214821,0.86613368,-0.72787006,0.32173437,-0.30420307,0.16021197,-0.14575630,0.00000000,-0.00000000,0.51479844,-0.66217952,0.00000000,-0.00000000
-5.39969985,1.16169945,-1.29373063,0.88116263,-0.71859509,0.32448864,-0.30266613,0.17320107,-0.14128492,0.00000000,-0.00000000,0.50722620,-0.66191527,0.00000000,-0.00000000
-5.39369685,1.17306327,-1.28130096,0.89910918,-0.70774703,0.32813889,-0.30022148,0.18768499,-0.13665730,0.00000000,-0.00000000,0.50015163,-0.65936877,0.00000000,-0.00000000
-5.38769385,1.18787980,-1.26556442,0.92010328,-0.69583099,0.33272777,-0.29701050,0.20367594,-0.13197421,0.00000000,-0.00000000,0.49370550,-0.65489048,0.00000000,-0.00000000
-5.38169085,1.20625356,-1.24735902,0.94415605,-0.68340337,0.33827128,-0.29321198,0.22115836,-0.12734631,0.00000000,-0.00000000,0.48796781,-0.64890138,0.00000000,-0.00000000
-5.37568784,1.22815698,-1.22762634,0.97115522,-0.67105320,0.34475702,-0.28903596,0.24008573,-0.12289070,0.00000000,-0.00000000,0.48296675,-0.64187771,0.00000000,-0.00000000
-5.36968484,1.25342938,-1.20737778,1.00086531,-0.65938203,0.35214363,-0.28471624,0.26037813,-0.11872742,0.00000000,-0.00000000,0.47868047,-0.63433338,0.00000000,-0.00000000
-5.36368184,1.28178125,-1.18765773,1.03293285,-0.64898312,0.36036149,-0.28050181,0.28192078,-0.11497578,0.00000000,-0.00000000,0.47504125,-0.62680033,0.00000000,-0.00000000
-5.35767884,1.31280373,-1.16950497,1.06689593,-0.64042083,0.36931451,-0.27664755,0.30456345,-0.11175084,0.00000000,-0.00000000,0.47194180,-0.61980810,0.00000000,-0.00000000
-5.35167584,1.34598239,-1.15391404,1.10219807,-0.63421084,0.37888286,-0.27340455,0.32812108,-0.10916001,0.00000000,-0.00000000,0.46924329,-0.61386308,0.00000000,-0.00000000
-5.34567284,1.38071499,-1.14179808,1.13820538,-0.63080220,0.38892660,-0.27101050,0.35237557,-0.10730001,0.00000000,-0.00000000,0.46678461,-0.60942856,0.00000000,-0.00000000
-5.33966983,1.41633214,-1.13395465,1.17422659,-0.63056172,0.39929003,-0.26968046,0.37707874,-0.10625414,0.00000000,-0.00000000,0.46439228,-0.60690643,0.00000000,-0.00000000
-5.33366683,1.45212025,-1.13103591,1.20953506,-0.63376145,0.40980651,-0.26959839,0.40195652,-0.10609007,0.00000000,-0.00000000,0.46189066,-0.60662115,0.00000000,-0.00000000
-5.32766383,1.48734577,-1.13352441,1.24339193,-0.64056957,0.42030374,-0.27090981,0.42671438,-0.10685809,0.00000000,-0.00000000,0.45911181,-0.60880680,0.00000000,-0.00000000
-5.32166083,1.52128002,-1.14171524,1.27506948,-0.65104523,0.43060921,-0.27371579,0.45104370,-0.10858989,0.00000000,-0.00000000,0.45590465,-0.61359783,0.00000000,-0.00000000
-5.31565783,1.55322355,-1.15570542,1.30387411,-0.66513730,0.44055573,-0.27806851,0.47462913,-0.11129793,0.00000000,-0.00000000,0.45214301,-0.62102362,0.00000000,-0.00000000
-5.30965483,1.58252960,-1.17539066,1.32916794,-0.68268715,0.44998691,-0.28396863,0.49715668,-0.11497530,0.00000000,-0.00000000,0.44773228,-0.63100731,0.00000000,-0.00000000
-5.30365183,1.60862559,-1.20046966,1.35038842,-0.70343523,0.45876237,-0.29136440,0.51832220,-0.11959612,0.00000000,-0.00000000,0.44261452,-0.64336880,0.00000000,-0.00000000
-5.29764882,1.63103228,-1.23045548,1.36706534,-0.72703111,0.46676260,-0.30015261,0.53784003,-0.12511646,0.00000000,-0.00000000,0.43677176,-0.65783170,0.00000000,-0.00000000
-5.29164582,1.64937971,-1.26469361,1.37883468,-0.75304653,0.47389330,-0.31018145,0.55545156,-0.13147565,0.00000000,-0.00000000,0.43022754,-0.67403394,0.00000000,-0.00000000
-5.28564282,1.66341979,-1.30238567,1.38544893,-0.78099078,0.48008897,-0.32125486,0.57093316,-0.13859799,0.00000000,-0.00000000,0.42304673,-0.69154158,0.00000000,-0.00000000
-5.27963982,1.67303462,-1.34261780,1.38678357,-0.81032781,0.48531578,-0.33313851,0.58410329,-0.14639474,0.00000000,-0.00000000,0.41533363,-0.70986501,0.00000000,-0.00000000
-5.27363682,1.67824074,-1.38439248,1.38283952,-0.84049409,0.48957334,-0.34556699,0.59482842,-0.15476638,0.00000000,-0.00000000,0.40722855,-0.72847703,0.00000000,-0.00000000
-5.26763382,1.67918856,-1.42666239,1.37374155,-0.87091677,0.49289549,-0.35825205,0.60302738,-0.16360497,0.00000000,-0.00000000,0.39890301,-0.74683187,0.00000000,-0.00000000
-5.26163082,1.67615736,-1.46836497,1.35973273,-0.90103102,0.49534983,-0.37089143,0.60867401,-0.17279665,0.00000000,-0.00000000,0.39055380,-0.76438440,0.00000000,-0.00000000
-5.25562781,1.66954554,-1.50845634,1.34116511,-0.93029612,0.49703608,-0.38317825,0.61179783,-0.18222403,0.00000000,-0.00000000,0.38239610,-0.78060869,0.00000000,-0.00000000
-5.24962481,1.65985659,-1.54594319,1.31848695,-0.95820951,0.49808310,-0.39481025,0.61248275,-0.19176857,0.00000000,-0.00000000,0.37465593,-0.79501530,0.00000000,-0.00000000
-5.24362181,1.64768111,-1.57991163,1.29222706,-0.98431844,0.49864481,-0.40549893,0.61086366,-0.20131278,0.00000000,-0.00000000,0.36756214,-0.80716652,0.00000000,-0.00000000
-5.23761881,1.63367540,-1.60955194,1.26297673,-1.00822878,0.49889502,-0.41497796,0.60712126,-0.21074221,0.00000000,-0.00000000,0.36133827,-0.81668912,0.00000000,-0.00000000
-5.23161581,1.61853763,-1.63417850,1.23136988,-1.02961092,0.49902136,-0.42301083,0.60147513,-0.21994722,0.00000000,-0.00000000,0.35619453,-0.82328414,0.00000000,-0.00000000
-5.22561281,1.60298225,-1.65324442,1.19806233,-1.04820270,0.49921859,-0.42939728,0.59417544,-0.22882447,0.00000000,-0.00000000,0.35232014,-0.82673357,0.00000000,-0.00000000
-5.21960980,1.58771395,-1.66635062,1.16371079,-1.06380948,0.49968163,-0.43397848,0.58549371,-0.23727813,0.00000000,-0.00000000,0.34987636,-0.82690372,0.00000000,-0.00000000
-5.21360680,1.57340216,-1.67324935,1.12895256,-1.07630182,0.50059856,-0.43664067,0.57571297,-0.24522087,0.00000000,-0.00000000,0.34899043,-0.82374541,0.00000000,-0.00000000
-5.20760380,1.56065749,-1.67384247,1.09438655,-1.08561093,0.50214405,-0.43731733,0.56511797,-0.25257461,0.00000000,-0.00000000,0.34975068,-0.81729106,0.00000000,-0.00000000
-5.20160080,1.55001101,-1.66817491,1.06055657,-1.09172268,0.50447355,-0.43598964,0.55398563,-0.25927109,0.00000000,-0.00000000,0.35220308,-0.80764918,0.00000000,-0.00000000
-5.19559780,1.54189766,-1.65642397,1.02793735,-1.09467051,0.50771854,-0.43268555,0.54257650,-0.26525235,0.00000000,-0.00000000,0.35634937,-0.79499648,0.00000000,-0.00000000
-5.18959480,1.53664447,-1.63888531,0.99692404,-1.09452793,0.51198324,-0.42747725,0.53112742,-0.27047118,0.00000000,-0.00000000,0.36214687,-0.77956811,0.00000000,-0.00000000
-5.18359180,1.53446441,-1.61595644,0.96782532,-1.09140113,0.51734276,-0.42047750,0.51984569,-0.27489153,0.00000000,-0.00000000,0.36951021,-0.76164670,0.00000000,-0.00000000
-5.17758879,1.53545594,-1.58811875,0.94086056,-1.08542215,0.52384308,-0.41183474,0.50890511,-0.27848903,0.00000000,-0.00000000,0.37831476,-0.74155055,0.00000000,-0.00000000
-5.17158579,1.53960856,-1.55591883,0.91616089,-1.07674311,0.53150259,-0.40172751,0.49844385,-0.28125168,0.00000000,-0.00000000,0.38840186,-0.71962161,0.00000000,-0.00000000
-5.16558279,1.54681373,-1.51995012,0.89377405,-1.06553163,0.54031520,-0.39035818,0.48856419,-0.28318061,0.00000000,-0.00000000,0.39958560,-0.69621372,0.00000000,-0.00000000
