energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.56264414,-1.75209007,1.00663904,-1.05667492,0.43713229,-0.35469015,0.36593497,-0.51808734,0.00000000,-0.00000000,0.53348752,-0.56451501,0.00000000,-0.00000000
-5.99399700,1.65181885,-1.72390511,1.07333775,-1.02885135,0.46088682,-0.35476706,0.38724098,-0.50690643,0.00000000,-0.00000000,0.56467121,-0.55585933,0.00000000,-0.00000000
-5.98799400,1.74400589,-1.69496180,1.14121162,-0.99815195,0.48547245,-0.35456330,0.40882966,-0.49418146,0.00000000,-0.00000000,0.59725303,-0.54835758,0.00000000,-0.00000000
-5.98199100,1.83741569,-1.66561312,1.20909439,-0.96510933,0.51038856,-0.35411836,0.43025204,-0.48014715,0.00000000,-0.00000000,0.63065309,-0.54200536,0.00000000,-0.00000000
-5.97598799,1.93021188,-1.63625959,1.27579606,-0.93030377,0.53511934,-0.35348335,0.45105299,-0.46506660,0.00000000,-0.00000000,0.66427221,-0.53679712,0.00000000,-0.00000000
-5.96998499,2.02055817,-1.60732299,1.34013199,-0.89434201,0.55914749,-0.35271577,0.47078332,-0.44922090,0.00000000,-0.00000000,0.69750638,-0.53272054,0.00000000,-0.00000000
-5.96398199,2.10666489,-1.57921963,1.40095207,-0.85783593,0.58196785,-0.35187411,0.48901180,-0.43289840,0.00000000,-0.00000000,0.72976127,-0.52975112,0.00000000,-0.00000000
-5.95797899,2.18683396,-1.55233493,1.45716903,-0.82138227,0.60310066,-0.35101258,0.50533684,-0.41638414,0.00000000,-0.00000000,0.76046603,-0.52784737,0.00000000,-0.00000000
-5.95197599,2.25950052,-1.52700088,1.50778487,-0.78554432,0.62210388,-0.35017648,0.51939716,-0.39995009,0.00000000,-0.00000000,0.78908619,-0.52694706,0.00000000,-0.00000000
-5.94597299,2.32327002,-1.50347779,1.55191458,-0.75083646,0.63858425,-0.34939826,0.53088132,-0.38384660,0.00000000,-0.00000000,0.81513516,-0.52696502,0.00000000,-0.00000000
-5.93996998,2.37694956,-1.48194167,1.58880613,-0.71771235,0.65220675,-0.34869484,0.53953552,-0.36829550,0.00000000,-0.00000000,0.83818405,-0.52779265,0.00000000,-0.00000000
-5.93396698,2.41957263,-1.46247801,1.61785639,-0.68655715,0.66270209,-0.34806622,0.54516960,-0.35348507,0.00000000,-0.00000000,0.85786963,-0.52929946,0.00000000,-0.00000000
-5.92796398,2.45041671,-1.44508242,1.63862235,-0.65768410,0.66987219,-0.34749556,0.54766087,-0.33956724,0.00000000,-0.00000000,0.87390026,-0.53133668,0.00000000,-0.00000000
-5.92196098,2.46901344,-1.42966819,1.65082746,-0.63133553,0.67359346,-0.34695076,0.54695578,-0.32665689,0.00000000,-0.00000000,0.88605982,-0.53374285,0.00000000,-0.00000000
-5.91595798,2.47515144,-1.41608041,1.65436320,-0.60768792,0.67381784,-0.34638744,0.54306943,-0.31483332,0.00000000,-0.00000000,0.89420962,-0.53635119,0.00000000,-0.00000000
-5.90995498,2.46887231,-1.40411572,1.64928606,-0.58686061,0.67057194,-0.34575315,0.53608296,-0.30414365,0.00000000,-0.00000000,0.89828852,-0.53899847,0.00000000,-0.00000000
-5.90395198,2.45046030,-1.39354647,1.63581024,-0.56892755,0.66395407,-0.34499266,0.52613903,-0.29460787,0.00000000,-0.00000000,0.89831143,-0.54153482,0.00000000,-0.00000000
-5.89794897,2.42042660,-1.38414795,1.61429681,-0.55393105,0.65412975,-0.34405378,0.51343568,-0.28622515,0.00000000,-0.00000000,0.89436637,-0.54383402,0.00000000,-0.00000000
-5.89194597,2.37948927,-1.37572663,1.58523988,-0.54189674,0.64132576,-0.34289357,0.49821892,-0.27898089,0.00000000,-0.00000000,0.88661047,-0.54580365,0.00000000,-0.00000000
-5.88594297,2.32854981,-1.36814782,1.54925055,-0.53284848,0.62582311,-0.34148437,0.48077430,-0.27285418,0.00000000,-0.00000000,0.87526501,-0.54739434,0.00000000,-0.00000000
-5.87993997,2.26866752,-1.36136067,1.50703939,-0.52682241,0.60794928,-0.33981927,0.46141796,-0.26782493,0.00000000,-0.00000000,0.86060991,-0.54860766,0.00000000,-0.00000000
-5.87393697,2.20103245,-1.35541866,1.45939801,-0.52387879,0.58806991,-0.33791663,0.44048745,-0.26388036,0.00000000,-0.00000000,0.84297763,-0.54950184,0.00000000,-0.00000000
-5.86793397,2.12693800,-1.35049421,1.40718055,-0.52411103,0.56658030,-0.33582328,0.41833274,-0.26102034,0.00000000,-0.00000000,0.82274677,-0.55019495,0.00000000,-0.00000000
-5.86193097,2.04775366,-1.34688580,1.35128544,-0.52765088,0.54389697,-0.33361613,0.39530768,-0.25926116,0.00000000,-0.00000000,0.80033545,-0.55086505,0.00000000,-0.00000000
-5.85592796,1.96489852,-1.34501684,1.29263777,-0.53466945,0.52044935,-0.33140190,0.37176213,-0.25863752,0.00000000,-0.00000000,0.77619429,-0.55174703,0.00000000,-0.00000000
-5.84992496,1.87981580,-1.34542583,1.23217275,-0.54537352,0.49667178,-0.32931501,0.34803508,-0.25920246,0.00000000,-0.00000000,0.75079919,-0.55312609,0.00000000,-0.00000000
-5.84392196,1.79394857,-1.34874766,1.17082016,-0.55999720,0.47299600,-0.32751349,0.32444870,-0.26102536,0.00000000,-0.00000000,0.72464375,-0.55532777,0.00000000,-0.00000000
-5.83791896,1.70871668,-1.35568675,1.10948997,-0.57878915,0.44984396,-0.32617315,0.30130355,-0.26418787,0.00000000,-0.00000000,0.69823123,-0.55870509,0.00000000,-0.00000000
-5.83191596,1.62549487,-1.36698290,1.04905905,-0.60199585,0.42762121,-0.32548010,0.27887482,-0.26877806,0.00000000,-0.00000000,0.67206610,-0.56362279,0.00000000,-0.00000000
-5.82591296,1.54559194,-1.38337134,0.99035896,-0.62984154,0.40671067,-0.32562206,0.25740970,-0.27488312,0.00000000,-0.00000000,0.64664509,-0.57043977,0.00000000,-0.00000000
-5.81990995,1.47023090,-1.40553898,0.93416457,-0.66250608,0.38746681,-0.32677888,0.23712554,-0.28258102,0.00000000,-0.00000000,0.62244772,-0.57949002,0.00000000,-0.00000000
-5.81390695,1.40053002,-1.43407875,0.88118369,-0.70010165,0.37021036,-0.32911259,0.21820902,-0.29193147,0.00000000,-0.00000000,0.59992659,-0.59106325,0.00000000,-0.00000000
-5.80790395,1.33748496,-1.46944470,0.83204732,-0.74264977,0.35522334,-0.33275771,0.20081584,-0.30296691,0.00000000,-0.00000000,0.57949737,-0.60538595,0.00000000,-0.00000000
-5.80190095,1.28195197,-1.51191019,0.78730092,-0.79005988,0.34274465,-0.33781215,0.18507106,-0.31568400,0.00000000,-0.00000000,0.56152891,-0.62260395,0.00000000,-0.00000000
-5.79589795,1.23463253,-1.56153148,0.74739642,-0.84211105,0.33296604,-0.34432939,0.17106982,-0.33003612,0.00000000,-0.00000000,0.54633365,-0.64276738,0.00000000,-0.00000000
-5.78989495,1.19605985,-1.61811918,0.71268537,-0.89843796,0.32602879,-0.35231225,0.15887831,-0.34592749,0.00000000,-0.00000000,0.53415872,-0.66581895,0.00000000,-0.00000000
-5.78389195,1.16658751,-1.68121930,0.68341324,-0.95852236,0.32202097,-0.36170875,0.14853496,-0.36320929,0.00000000,-0.00000000,0.52517820,-0.69158632,0.00000000,-0.00000000
-5.77788894,1.14638103,-1.75010550,0.65971525,-1.02169096,0.32097545,-0.37241037,0.14005169,-0.38167814,0.00000000,-0.00000000,0.51948676,-0.71977902,0.00000000,-0.00000000
-5.77188594,1.13541267,-1.82378350,0.64161390,-1.08712032,0.32286889,-0.38425275,0.13341525,-0.40107722,0.00000000,-0.00000000,0.51709526,-0.74999059,0.00000000,-0.00000000
-5.76588294,1.13346012,-1.90100798,0.62901852,-1.15384910,0.32762160,-0.39701914,0.12858847,-0.42110012,0.00000000,-0.00000000,0.51792849,-0.78170573,0.00000000,-0.00000000
-5.75987994,1.14010944,-1.98031184,0.62172703,-1.22079745,0.33509857,-0.41044624,0.12551164,-0.44139726,0.00000000,-0.00000000,0.52182539,-0.81431269,0.00000000,-0.00000000
-5.75387694,1.15476262,-2.06004671,0.61943019,-1.28679317,0.34511160,-0.42423242,0.12410377,-0.46158487,0.00000000,-0.00000000,0.52854197,-0.84712033,0.00000000,-0.00000000
-5.74787394,1.17664987,-2.13843339,0.62171839,-1.35060367,0.35742260,-0.43804791,0.12426398,-0.48125604,0.00000000,-0.00000000,0.53775687,-0.87937926,0.00000000,-0.00000000
-5.74187094,1.20484669,-2.21361996,0.62809109,-1.41097256,0.37174810,-0.45154641,0.12587296,-0.49999337,0.00000000,-0.00000000,0.54907962,-0.91030629,0.00000000,-0.00000000
-5.73586793,1.23829545,-2.28374501,0.63796876,-1.46665927,0.38776491,-0.46437780,0.12879448,-0.51738285,0.00000000,-0.00000000,0.56206147,-0.93911109,0.00000000,-0.00000000
-5.72986493,1.27583103,-2.34700324,0.65070729,-1.51647997,0.40511669,-0.47620105,0.13287720,-0.53302798,0.00000000,-0.00000000,0.57620825,-0.96502389,0.00000000,-0.00000000
-5.72386193,1.31621008,-2.40171022,0.66561444,-1.55934791,0.42342162,-0.48669696,0.13795659,-0.54656374,0.00000000,-0.00000000,0.59099518,-0.98732296,0.00000000,-0.00000000
-5.71785893,1.35814279,-2.44636325,0.68196799,-1.59431125,0.44228058,-0.49557996,0.14385714,-0.55766960,0.00000000,-0.00000000,0.60588289,-1.00536065,0.00000000,-0.00000000
-5.71185593,1.40032659,-2.47969556,0.69903522,-1.62058664,0.46128603,-0.50260841,0.15039483,-0.56608094,0.00000000,-0.00000000,0.62033417,-1.01858672,0.00000000,-0.00000000
-5.70585293,1.44148047,-2.50072109,0.71609294,-1.63758674,0.48003105,-0.50759297,0.15737994,-0.57159826,0.00000000,-0.00000000,0.63383084,-1.02656794,0.00000000,-0.00000000
-5.69984992,1.48037891,-2.50876793,0.73244763,-1.64494059,0.49811851,-0.51040254,0.16461997,-0.57409385,0.00000000,-0.00000000,0.64589004,-1.02900305,0.00000000,-0.00000000
-5.69384692,1.51588441,-2.50349894,0.74745495,-1.64250566,0.51516996,-0.51096767,0.17192299,-0.57351555,0.00000000,-0.00000000,0.65607946,-1.02573240,0.00000000,-0.00000000
-5.68784392,1.54697735,-2.48491861,0.76053799,-1.63037123,0.53083413,-0.50928113,0.17910095,-0.56988733,0.00000000,-0.00000000,0.66403081,-1.01674204,0.00000000,-0.00000000
-5.68184092,1.57278240,-2.45336640,0.77120359,-1.60885285,0.54479471,-0.50539587,0.18597326,-0.56330695,0.00000000,-0.00000000,0.66945113,-1.00216201,0.00000000,-0.00000000
-5.67583792,1.59259052,-2.40949701,0.77905618,-1.57847856,0.55677727,-0.49942052,0.19237027,-0.55394064,0.00000000,-0.00000000,0.67213149,-0.98225920,0.00000000,-0.00000000
-5.66983492,1.60587580,-2.35424904,0.78380860,-1.53996740,0.56655514,-0.49151263,0.19813673,-0.54201533,0.00000000,-0.00000000,0.67195276,-0.95742523,0.00000000,-0.00000000
-5.66383192,1.61230687,-2.28880399,0.78528957,-1.49420161,0.57395394,-0.48187030,0.20313496,-0.52780871,0.00000000,-0.00000000,0.66888842,-0.92816013,0.00000000,-0.00000000
-5.65782891,1.61175225,-2.21453798,0.78344740,-1.44219409,0.57885500,-0.47072256,0.20724780,-0.51163782,0.00000000,-0.00000000,0.66300422,-0.89505276,0.00000000,-0.00000000
-5.65182591,1.60427977,-2.13296886,0.77834988,-1.38505259,0.58119716,-0.45831918,0.21038100,-0.49384672,0.00000000,-0.00000000,0.65445474,-0.85875903,0.00000000,-0.00000000
-5.64582291,1.59015011,-2.04570146,0.77018027,-1.32394264,0.58097723,-0.44492041,0.21246523,-0.47479394,0.00000000,-0.00000000,0.64347720,-0.81997908,0.00000000,-0.00000000
-5.63981991,1.56980461,-1.95437381,0.75922956,-1.26005090,0.57824897,-0.43078723,0.21345731,-0.45484020,0.00000000,-0.00000000,0.63038261,-0.77943456,0.00000000,-0.00000000
-5.63381691,1.54384797,-1.86060681,0.74588520,-1.19455052,0.57312059,-0.41617268,0.21334082,-0.43433710,0.00000000,-0.00000000,0.61554471,-0.73784702,0.00000000,-0.00000000
-5.62781391,1.51302639,-1.76595940,0.73061662,-1.12857003,0.56575093,-0.40131455,0.21212599,-0.41361724,0.00000000,-0.00000000,0.59938711,-0.69591836,0.00000000,-0.00000000
-5.62181091,1.47820170,-1.67189098,0.71395827,-1.06316670,0.55634427,-0.38642975,0.20984874,-0.39298602,0.00000000,-0.00000000,0.58236902,-0.65431403,0.00000000,-0.00000000
