energy_ev,total_up,Al_p_up,Al_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.83191596,1.46977183,0.04540942,0.00000000,0.65083882,0.50515541,0.00291539,0.09865609
-5.82591296,1.48128740,0.04709304,0.00000000,0.65939337,0.50656397,0.00275309,0.09834330
-5.81990995,1.49411961,0.04898454,0.00000000,0.66848780,0.50884529,0.00262517,0.09876658
-5.81390695,1.50845291,0.05109083,0.00000000,0.67819765,0.51213710,0.00253521,0.09985700
-5.80790395,1.52462388,0.05342626,0.00000000,0.68866672,0.51662316,0.00248637,0.10156470
-5.80190095,1.54310797,0.05601173,0.00000000,0.70010009,0.52252846,0.00248134,0.10385765
-5.79589795,1.56449768,0.05887336,0.00000000,0.71275311,0.53011170,0.00252230,0.10671960
-5.78989495,1.58947291,0.06204083,0.00000000,0.72691683,0.53965519,0.00261089,0.11014720
-5.78389195,1.61876429,0.06554536,0.00000000,0.74290030,0.55145238,0.00274817,0.11414648
-5.77788894,1.65311105,0.06941748,0.00000000,0.76101064,0.56579354,0.00293460,0.11872879
-5.77188594,1.69321516,0.07368467,0.00000000,0.78153159,0.58294997,0.00316998,0.12390660
-5.76588294,1.73969385,0.07836889,0.00000000,0.80470175,0.60315763,0.00345344,0.12968901
-5.75987994,1.79303277,0.08348420,0.00000000,0.83069353,0.62660061,0.00378340,0.13607764
-5.75387694,1.85354212,0.08903462,0.00000000,0.85959393,0.65339555,0.00415751,0.14306263
-5.74787394,1.92131814,0.09501215,0.00000000,0.89138834,0.68357750,0.00457267,0.15061932
-5.74187094,1.99621197,0.10139533,0.00000000,0.92594813,0.71708819,0.00502500,0.15870557
-5.73586793,2.07780784,0.10814811,0.00000000,0.96302302,0.75376716,0.00550984,0.16725994
-5.72986493,2.16541190,0.11521948,0.00000000,1.00223871,0.79334663,0.00602178,0.17620081
-5.72386193,2.25805273,0.12254349,0.00000000,1.04310009,0.83545012,0.00655471,0.18542654
-5.71785893,2.35449379,0.13004007,0.00000000,1.08500013,0.87959549,0.00710185,0.19481655
-5.71185593,2.45325777,0.13761633,0.00000000,1.12723410,0.92520207,0.00765589,0.20423353
-5.70585293,2.55266182,0.14516860,0.00000000,1.16901866,0.97160211,0.00820907,0.21352640
-5.69984992,2.65086259,0.15258481,0.00000000,1.20951497,1.01805587,0.00875329,0.22253410
-5.69384692,2.74590908,0.15974749,0.00000000,1.24785482,1.06377021,0.00928031,0.23109003
-5.68784392,2.83580115,0.16653698,0.00000000,1.28316869,1.10791967,0.00978188,0.23902681
-5.68184092,2.91855134,0.17283489,0.00000000,1.31461430,1.14966958,0.01024995,0.24618128
-5.67583792,2.99224723,0.17852763,0.00000000,1.34140458,1.18820010,0.01067681,0.25239949
-5.66983492,3.05511185,0.18350988,0.00000000,1.36283365,1.22273034,0.01105529,0.25754147
-5.66383192,3.10555966,0.18768782,0.00000000,1.37829982,1.25254167,0.01137894,0.26148550
-5.65782891,3.14224574,0.19098207,0.00000000,1.38732454,1.27699924,0.01164219,0.26413184
-5.65182591,3.16410648,0.19333014,0.00000000,1.38956670,1.29557099,0.01184046,0.26540570
-5.64582291,3.17039021,0.19468835,0.00000000,1.38483168,1.30784331,0.01197033,0.26525928
-5.63981991,3.16067673,0.19503312,0.00000000,1.37307506,1.31353285,0.01202954,0.26367302
-5.63381691,3.13488543,0.19436163,0.00000000,1.35440091,1.31249404,0.01201715,0.26065577
-5.62781391,3.09327197,0.19269173,0.00000000,1.32905511,1.30472210,0.01193346,0.25624417
-5.62181091,3.03641398,0.19006121,0.00000000,1.29741409,1.29035143,0.01178007,0.25050108
-5.61580790,2.96518687,0.18652647,0.00000000,1.25996979,1.26964960,0.01155976,0.24351328
-5.60980490,2.88073107,0.18216051,0.00000000,1.21731156,1.24300710,0.01127646,0.23538859
-5.60380190,2.78441213,0.17705052,0.00000000,1.17010607,1.21092358,0.01093513,0.22625234
-5.59779890,2.67777581,0.17129503,0.00000000,1.11907594,1.17399081,0.01054159,0.21624365
-5.59179590,2.56249983,0.16500082,0.00000000,1.06497823,1.13287344,0.01010238,0.20551141
-5.58579290,2.44034424,0.15827961,0.00000000,1.00858344,1.08828817,0.00962458,0.19421025
-5.57978989,2.31310250,0.15124480,0.00000000,0.95065585,1.04098215,0.00911566,0.18249658
-5.57378689,2.18255471,0.14400829,0.00000000,0.89193589,0.99171158,0.00858323,0.17052489
-5.56778389,2.05042477,0.13667746,0.00000000,0.83312483,0.94122125,0.00803492,0.15844435
-5.56178089,1.91834257,0.12935259,0.00000000,0.77487230,0.89022578,0.00747819,0.14639581
-5.55577789,1.78781243,0.12212456,0.00000000,0.71776679,0.83939330,0.00692015,0.13450930
-5.54977489,1.66018830,0.11507316,0.00000000,0.66232911,0.78933200,0.00636748,0.12290205
-5.54377189,1.53665628,0.10826585,0.00000000,0.60900885,0.74058007,0.00582625,0.11167704
-5.53776888,1.41822445,0.10175711,0.00000000,0.55818363,0.69359929,0.00530189,0.10092203
-5.53176588,1.30571998,0.09558831,0.00000000,0.51016089,0.64877215,0.00479909,0.09070920
-5.52576288,1.19979286,0.08978819,0.00000000,0.46518191,0.60640277,0.00432180,0.08109516
-5.51975988,1.10092580,0.08437372,0.00000000,0.42342777,0.56672108,0.00387321,0.07212147
-5.51375688,1.00944937,0.07935148,0.00000000,0.38502669,0.52989004,0.00345574,0.06381542
-5.50775388,0.92556122,0.07471927,0.00000000,0.35006255,0.49601537,0.00307113,0.05619126
-5.50175088,0.84934854,0.07046806,0.00000000,0.31858405,0.46515727,0.00272047,0.04925148
-5.49574787,0.78081238,0.06658399,0.00000000,0.29061414,0.43734332,0.00240428,0.04298841
-5.48974487,0.71989269,0.06305052,0.00000000,0.26615933,0.41258211,0.00212258,0.03738576
-5.48374187,0.66649312,0.05985039,0.00000000,0.24521854,0.39087668,0.00187498,0.03242035
-5.47773887,0.62050417,0.05696749,0.00000000,0.22779109,0.37223728,0.00166078,0.02806366
-5.47173587,0.58182414,0.05438854,0.00000000,0.21388360,0.35669287,0.00147905,0.02428337
-5.46573287,0.55037675,0.05210437,0.00000000,0.20351555,0.34430075,0.00132871,0.02104477
-5.45972986,0.52612500,0.05011089,0.00000000,0.19672323,0.33515397,0.00120860,0.01831200
-5.45372686,0.50908078,0.04840974,0.00000000,0.19356194,0.32938636,0.00111753,0.01604911
-5.44772386,0.49930997,0.04700844,0.00000000,0.19410651,0.32717487,0.00105435,0.01422092
-5.44172086,0.49693301,0.04592024,0.00000000,0.19844987,0.32873927,0.00101795,0.01279364
-5.43571786,0.50212125,0.04516360,0.00000000,0.20669999,0.33433943,0.00100729,0.01173535
-5.42971486,0.51508922,0.04476130,0.00000000,0.21897513,0.34427025,0.00102143,0.01101626
-5.42371186,0.53608359,0.04473937,0.00000000,0.23539774,0.35885465,0.00105948,0.01060876
-5.41770885,0.56536941,0.04512582,0.00000000,0.25608723,0.37843507,0.00112061,0.01048738
-5.41170585,0.60321447,0.04594914,0.00000000,0.28115201,0.40336394,0.00120402,0.01062855
-5.40570285,0.64987272,0.04723693,0.00000000,0.31068106,0.43399354,0.00130888,0.01101035
-5.39969985,0.70556750,0.04901439,0.00000000,0.34473570,0.47066590,0.00143435,0.01161210
-5.39369685,0.77047581,0.05130302,0.00000000,0.38334180,0.51370318,0.00157949,0.01241400
-5.38769385,0.84471413,0.05411944,0.00000000,0.42648291,0.56339885,0.00174324,0.01339677
-5.38169085,0.92832680,0.05747441,0.00000000,0.47409485,0.62001023,0.00192444,0.01454119
-5.37568784,1.02127736,0.06137213,0.00000000,0.52606194,0.68375246,0.00212174,0.01582793
-5.36968484,1.12344342,0.06580979,0.00000000,0.58221525,0.75479409,0.00233364,0.01723720
-5.36368184,1.23461507,0.07077746,0.00000000,0.64233297,0.83325438,0.00255847,0.01874872
-5.35767884,1.35449691,0.07625820,0.00000000,0.70614301,0.91920195,0.00279441,0.02034165
-5.35167584,1.48271334,0.08222849,0.00000000,0.77332769,1.01265473,0.00303948,0.02199469
-5.34567284,1.61881652,0.08865888,0.00000000,0.84353030,1.11358081,0.00329163,0.02368627
-5.33966983,1.76229640,0.09551476,0.00000000,0.91636322,1.22189953,0.00354872,0.02539485
-5.33366683,1.91259187,0.10275738,0.00000000,0.99141715,1.33748258,0.00380862,0.02709932
-5.32766383,2.06910207,0.11034480,0.00000000,1.06827081,1.46015444,0.00406919,0.02877940
-5.32166083,2.23119686,0.11823297,0.00000000,1.14650074,1.58969176,0.00432839,0.03041616
-5.31565783,2.39822563,0.12637665,0.00000000,1.22569035,1.72582129,0.00458431,0.03199248
-5.30965483,2.56952356,0.13473031,0.00000000,1.30543789,1.86821617,0.00483518,0.03349354
-5.30365183,2.74441493,0.14324875,0.00000000,1.38536270,2.01649055,0.00507946,0.03490722
-5.29764882,2.92221306,0.15188770,0.00000000,1.46510955,2.17019269,0.00531581,0.03622448
-5.29164582,3.10221707,0.16060407,0.00000000,1.54435068,2.32879706,0.00554313,0.03743959
-5.28564282,3.28370586,0.16935607,0.00000000,1.62278567,2.49169581,0.00576056,0.03855030
-5.27963982,3.46592988,0.17810318,0.00000000,1.70013918,2.65819076,0.00596748,0.03955783
-5.27363682,3.64810194,0.18680593,0.00000000,1.77615700,2.82748659,0.00616344,0.04046677
-5.26763382,3.82938816,0.19542556,0.00000000,1.85060071,2.99868642,0.00634818,0.04128485
-5.26163082,4.00890038,0.20392372,0.00000000,1.92324177,3.17079072,0.00652159,0.04202258
-5.25562781,4.18569150,0.21226212,0.00000000,1.99385550,3.34270063,0.00668361,0.04269277
-5.24962481,4.35875494,0.22040226,0.00000000,2.06221578,3.51322627,0.00683427,0.04331005
-5.24362181,4.52702921,0.22830529,0.00000000,2.12809102,3.68110065,0.00697359,0.04389017
-5.23761881,4.68940830,0.23593203,0.00000000,2.19124195,3.84499930,0.00710154,0.04444946
-5.23161581,4.84475810,0.24324313,0.00000000,2.25142168,4.00356540,0.00721807,0.04500412
-5.22561281,4.99193860,0.25019949,0.00000000,2.30837813,4.15543964,0.00732301,0.04556960
-5.21960980,5.12983119,0.25676279,0.00000000,2.36185881,4.29929390,0.00741616,0.04616003
-5.21360680,5.25736968,0.26289615,0.00000000,2.41161776,4.43386718,0.00749719,0.04678770
-5.20760380,5.37357355,0.26856500,0.00000000,2.45742414,4.55800214,0.00756575,0.04746258
-5.20160080,5.47758137,0.27373789,0.00000000,2.49907172,4.67068018,0.00762145,0.04819200
-5.19559780,5.56868239,0.27838740,0.00000000,2.53638871,4.77105329,0.00766393,0.04898039
-5.18959480,5.64634401,0.28249093,0.00000000,2.56924676,4.85847047,0.00769286,0.04982915
-5.18359180,5.71023325,0.28603146,0.00000000,2.59756857,4.93249726,0.00770805,0.05073659
-5.17758879,5.76023049,0.28899810,0.00000000,2.62133305,4.99292677,0.00770946,0.05169803
-5.17158579,5.79643419,0.29138659,0.00000000,2.64057761,5.03978147,0.00769726,0.05270596
-5.16558279,5.81915599,0.29319951,0.00000000,2.65539693,5.07330514,0.00767186,0.05375029
-5.15957979,5.82890605,0.29444639,0.00000000,2.66593820,5.09394546,0.00763399,0.05481872
-5.15357679,5.82636914,0.29514364,0.00000000,2.67239276,5.10232767,0.00758464,0.05589710
-5.14757379,5.81237283,0.29531429,0.00000000,2.67498466,5.09922094,0.00752515,0.05696995
-5.14157079,5.78784937,0.29498768,0.00000000,2.67395668,5.08549915,0.00745713,0.05802090
-5.13556778,5.75379344,0.29419898,0.00000000,2.66955471,5.06209813,0.00738250,0.05903322
-5.12956478,5.71121831,0.29298868,0.00000000,2.66201160,5.02997206,0.00730338,0.05999037
-5.12356178,5.66111283,0.29140197,0.00000000,2.65153152,4.99005124,0.00722210,0.06087647
-5.11755878,5.60440182,0.28948806,0.00000000,2.63827609,4.94320370,0.00714109,0.06167680
-5.11155578,5.54191211,0.28729944,0.00000000,2.62235326,4.89020284,0.00706283,0.06237821
-5.10555278,5.47434605,0.28489105,0.00000000,2.60380994,4.83170263,0.00698975,0.06296949
-5.09954977,5.40226383,0.28231935,0.00000000,2.58262900,4.76822182,0.00692414,0.06344170
-5.09354677,5.32607546,0.27964129,0.00000000,2.55873107,4.70013764,0.00686809,0.06378830
-5.08754377,5.24604239,0.27691304,0.00000000,2.53198123,4.62768900,0.00682335,0.06400537
-5.08154077,5.16228836,0.27418878,0.00000000,2.50220021,4.55098876,0.00679133,0.06409153
-5.07553777,5.07481840,0.27151910,0.00000000,2.46917962,4.47004373,0.00677296,0.06404792
-5.06953477,4.98354437,0.26894954,0.00000000,2.43270028,4.38478104,0.00676869,0.06387805
-5.06353177,4.88831519,0.26651888,0.00000000,2.39255253,4.29507874,0.00677842,0.06358747
-5.05752876,4.78894963,0.26425748,0.00000000,2.34855721,4.20079866,0.00680149,0.06318354
-5.05152576,4.68526944,0.26218575,0.00000000,2.30058611,4.10181927,0.00683668,0.06267504
-5.04552276,4.57713081,0.26031270,0.00000000,2.24858037,3.99806648,0.00688220,0.06207171
-5.03951976,4.46445221,0.25863480,0.00000000,2.19256589,3.88954054,0.00693578,0.06138390
-5.03351676,4.34723715,0.25713521,0.00000000,2.13266446,3.77633742,0.00699467,0.06062215
-5.02751376,4.22559076,0.25578343,0.00000000,2.06910017,3.65866376,0.00705576,0.05979678
-5.02151076,4.09972944,0.25453551,0.00000000,2.00220033,3.53684458,0.00711562,0.05891754
-5.01550775,3.96998363,0.25333488,0.00000000,1.93239107,3.41132367,0.00717062,0.05799339
-5.00950475,3.83679368,0.25211369,0.00000000,1.86018764,3.28265697,0.00721708,0.05703221
-5.00350175,3.70069985,0.25079487,0.00000000,1.78618004,3.15149975,0.00725131,0.05604070
-4.99749875,3.56232717,0.24929464,0.00000000,1.71101463,3.01858847,0.00726980,0.05502429
-4.99149575,3.42236661,0.24752557,0.00000000,1.63537291,2.88471889,0.00726929,0.05398716
-4.98549275,3.28155375,0.24539992,0.00000000,1.55994845,2.75072164,0.00724690,0.05293230
-4.97948974,3.14064663,0.24283326,0.00000000,1.48542329,2.61743701,0.00720023,0.05186160
-4.97348674,3.00040383,0.23974812,0.00000000,1.41244493,2.48569023,0.00712744,0.05077608
-4.96748374,2.86156431,0.23607752,0.00000000,1.34160521,2.35626873,0.00702734,0.04967602
-4.96148074,2.72482988,0.23176824,0.00000000,1.27342192,2.22990235,0.00689940,0.04856123
-4.95547774,2.59085104,0.22678367,0.00000000,1.20832419,2.10724760,0.00674382,0.04743121
-4.94947474,2.46021695,0.22110604,0.00000000,1.14664203,1.98887627,0.00656150,0.04628543
-4.94347174,2.33344951,0.21473805,0.00000000,1.08860062,1.87526905,0.00635407,0.04512351
-4.93746873,2.21100183,0.20770370,0.00000000,1.03431932,1.76681379,0.00612379,0.04394542
-4.93146573,2.09326058,0.20004839,0.00000000,0.98381540,1.66380854,0.00587357,0.04275165
-4.92546273,1.98055198,0.19183826,0.00000000,0.93701200,1.56646856,0.00560683,0.04154338
-4.91945973,1.87315068,0.18315872,0.00000000,0.89374989,1.47493685,0.00532743,0.04032262
-4.91345673,1.77129087,0.17411246,0.00000000,0.85380231,1.38929728,0.00503962,0.03909231
-4.90745373,1.67517873,0.16481683,0.00000000,0.81689200,1.30958946,0.00474787,0.03785644
-4.90145073,1.58500532,0.15540085,0.00000000,0.78270952,1.23582432,0.00445680,0.03662013
-4.89544772,1.50095905,0.14600191,0.00000000,0.75093202,1.16799956,0.00417110,0.03538966
-4.88944472,1.42323693,0.13676229,0.00000000,0.72124148,1.10611392,0.00389535,0.03417256
-4.88344172,1.35205360,0.12782577,0.00000000,0.69334152,1.05017945,0.00363404,0.03297757
-4.87743872,1.28764770,0.11933419,0.00000000,0.66697215,1.00023118,0.00339137,0.03181461
-4.87143572,1.23028483,0.11142431,0.00000000,0.64192182,0.95633333,0.00317127,0.03069476
-4.86543272,1.18025675,0.10422487,0.00000000,0.61803617,0.91858201,0.00297724,0.02963010
-4.85942971,1.13787661,0.09785403,0.00000000,0.59522336,0.88710373,0.00281240,0.02863354
-4.85342671,1.10347013,0.09241709,0.00000000,0.57345585,0.86205011,0.00267936,0.02771864
-4.84742371,1.07736302,0.08800465,0.00000000,0.55276851,0.84358867,0.00258021,0.02689935
-4.84142071,1.05986490,0.08469110,0.00000000,0.53325354,0.83189020,0.00251650,0.02618964
-4.83541771,1.05125050,0.08253348,0.00000000,0.51505249,0.82711325,0.00248922,0.02560322
-4.82941471,1.05173889,0.08157068,0.00000000,0.49834581,0.82938655,0.00249875,0.02515315
-4.82341171,1.06147178,0.08182296,0.00000000,0.48334073,0.83879014,0.00254493,0.02485146
-4.81740870,1.08049209,0.08329185,0.00000000,0.47025795,0.85533647,0.00262696,0.02470881
-4.81140570,1.10872394,0.08596033,0.00000000,0.45931811,0.87895226,0.00274348,0.02473416
-4.80540270,1.14595545,0.08979339,0.00000000,0.45072852,0.90946257,0.00289256,0.02493453
-4.79939970,1.19182565,0.09473894,0.00000000,0.44467093,0.94657794,0.00307175,0.02531484
-4.79339670,1.24581643,0.10072910,0.00000000,0.44129108,0.98988569,0.00327805,0.02587782
-4.78739370,1.30725083,0.10768195,0.00000000,0.44069027,1.03884632,0.00350805,0.02662407
-4.78139070,1.37529816,0.11550371,0.00000000,0.44291956,1.09279543,0.00375793,0.02755227
-4.77538769,1.44898645,0.12409134,0.00000000,0.44797676,1.15095183,0.00402354,0.02865947
-4.76938469,1.52722238,0.13333570,0.00000000,0.45580632,1.21243171,0.00430054,0.02994154
-4.76338169,1.60881828,0.14312502,0.00000000,0.46630199,1.27626880,0.00458443,0.03139373
-4.75737869,1.69252549,0.15334887,0.00000000,0.47931212,1.34143993,0.00487071,0.03301130
-4.75137569,1.77707300,0.16390232,0.00000000,0.49464721,1.40689506,0.00515499,0.03479021
-4.74537269,1.86120994,0.17469039,0.00000000,0.51208921,1.47159084,0.00543313,0.03672784
-4.73936968,1.94375004,0.18563241,0.00000000,0.53140195,1.53452599,0.00570135,0.03882370
-4.73336668,2.02361618,0.19666637,0.00000000,0.55234223,1.59477729,0.00595634,0.04107999
-4.72736368,2.09988280,0.20775274,0.00000000,0.57467069,1.65153414,0.00619541,0.04350218
-4.72136068,2.17181417,0.21887795,0.00000000,0.59816189,1.70413031,0.00641657,0.04609926
-4.71535768,2.23889629,0.23005686,0.00000000,0.62261310,1.75207098,0.00661861,0.04888394
-4.70935468,2.30086075,0.24133447,0.00000000,0.64785102,1.79505376,0.00680115,0.05187254
-4.70335168,2.35769892,0.25278626,0.00000000,0.67373629,1.83298238,0.00696467,0.05508461
-4.69734867,2.40966533,0.26451734,0.00000000,0.70016529,1.86597207,0.00711053,0.05854235
-4.69134567,2.45726967,0.27666013,0.00000000,0.72706926,1.89434619,0.00724090,0.06226971
-4.68534267,2.50125726,0.28937052,0.00000000,0.75441073,1.91862385,0.00735868,0.06629132
-4.67933967,2.54257837,0.30282267,0.00000000,0.78217743,1.93949879,0.00746748,0.07063112
-4.67333667,2.58234736,0.31720226,0.00000000,0.81037418,1.95781025,0.00757139,0.07531090
-4.66733367,2.62179328,0.33269867,0.00000000,0.83901312,1.97450694,0.00767489,0.08034872
-4.66133067,2.66220348,0.34949603,0.00000000,0.86810289,1.99060536,0.00778268,0.08575724
-4.65532766,2.70486294,0.36776359,0.00000000,0.89763754,2.00714436,0.00789946,0.09154215
-4.64932466,2.75099139,0.38764571,0.00000000,0.92758575,2.02513775,0.00802975,0.09770064
-4.64332166,2.80168128,0.40925180,0.00000000,0.95788101,2.04552688,0.00817775,0.10422011
-4.63731866,2.85783893,0.43264674,0.00000000,0.98841348,2.06913541,0.00834706,0.11107706
-4.63131566,2.92013171,0.45784211,0.00000000,1.01902402,2.09662797,0.00854063,0.11823634
-4.62531266,2.98894339,0.48478877,0.00000000,1.04950066,2.12847476,0.00876051,0.12565081
-4.61930965,3.06433987,0.51337105,0.00000000,1.07957803,2.16492343,0.00900782,0.13326126
-4.61330665,3.14604680,0.54340314,0.00000000,1.10893957,2.20597957,0.00928261,0.14099696
-4.60730365,3.23344035,0.57462772,0.00000000,1.13722266,2.25139676,0.00958382,0.14877650
-4.60130065,3.32555157,0.60671728,0.00000000,1.16402645,2.30067655,0.00990932,0.15650916
-4.59529765,3.42108473,0.63927818,0.00000000,1.18892193,2.35307853,0.01025586,0.16409662
-4.58929465,3.51844874,0.67185739,0.00000000,1.21146396,2.40764016,0.01061923,0.17143511
-4.58329165,3.61580095,0.70395199,0.00000000,1.23120457,2.46320562,0.01099429,0.17841780
-4.57728864,3.71110155,0.73502104,0.00000000,1.24770709,2.51846246,0.01137514,0.18493748
-4.57128564,3.80217664,0.76449956,0.00000000,1.26056036,2.57198487,0.01175532,0.19088930
-4.56528264,3.88678764,0.79181420,0.00000000,1.26939256,2.62228159,0.01212793,0.19617366
-4.55927964,3.96270422,0.81639996,0.00000000,1.27388393,2.66784673,0.01248589,0.20069897
-4.55327664,4.02777816,0.83771745,0.00000000,1.27377805,2.70721152,0.01282213,0.20438424
-4.54727364,4.08001498,0.85526994,0.00000000,1.26889108,2.73899484,0.01312983,0.20716150
-4.54127064,4.11764091,0.86861959,0.00000000,1.25911884,2.76195061,0.01340259,0.20897773
-4.53526763,4.13916225,0.87740203,0.00000000,1.24444121,2.77501030,0.01363465,0.20979652
-4.52926463,4.14341519,0.88133899,0.00000000,1.22492409,2.77731887,0.01382102,0.20959908
-4.52326163,4.12960402,0.88024801,0.00000000,1.20071858,2.76826283,0.01395769,0.20838486
-4.51725863,4.09732664,0.87404924,0.00000000,1.17205776,2.74748972,0.01404170,0.20617149
-4.51125563,4.04658642,0.86276873,0.00000000,1.13925101,2.71491813,0.01407120,0.20299427
-4.50525263,3.97779047,0.84653820,0.00000000,1.10267637,2.67073855,0.01404555,0.19890508
-4.49924962,3.89173469,0.82559133,0.00000000,1.06277122,2.61540496,0.01396528,0.19397082
-4.49324662,3.78957662,0.80025673,0.00000000,1.02002152,2.54961823,0.01383208,0.18827152
-4.48724362,3.67279772,0.77094792,0.00000000,0.97495031,2.47430203,0.01364874,0.18189803
-4.48124062,3.54315686,0.73815074,0.00000000,0.92810571,2.39057276,0.01341909,0.17494959
-4.47523762,3.40263740,0.70240888,0.00000000,0.88004895,2.29970491,0.01314785,0.16753122
-4.46923462,3.25339003,0.66430801,0.00000000,0.83134272,2.20309340,0.01284055,0.15975118
-4.46323162,3.09767394,0.62445939,0.00000000,0.78254033,2.10221453,0.01250337,0.15171842
-4.45722861,2.93779843,0.58348331,0.00000000,0.73417591,1.99858706,0.01214300,0.14354029
-4.45122561,2.77606713,0.54199342,0.00000000,0.68675582,1.89373477,0.01176648,0.13532051
-4.44522261,2.61472647,0.50058207,0.00000000,0.64075146,1.78915160,0.01138107,0.12715735
-4.43921961,2.45591978,0.45980752,0.00000000,0.59659355,1.68627035,0.01099412,0.11914224
-4.43321661,2.30164797,0.42018311,0.00000000,0.55466785,1.58643551,0.01061286,0.11135871
-4.42721361,2.15373727,0.38216873,0.00000000,0.51531218,1.49088046,0.01024432,0.10388166
-4.42121061,2.01381412,0.34616474,0.00000000,0.47881464,1.40070937,0.00989519,0.09677697
-4.41520760,1.88328707,0.31250820,0.00000000,0.44541291,1.31688344,0.00957164,0.09010139
-4.40920460,1.76333507,0.28147144,0.00000000,0.41529425,1.24021127,0.00927926,0.08390268
-4.40320160,1.65490157,0.25326257,0.00000000,0.38859620,1.17134301,0.00902290,0.07821992
-4.39719860,1.55869360,0.22802785,0.00000000,0.36540759,1.11076778,0.00880657,0.07308399
-4.39119560,1.47518498,0.20585538,0.00000000,0.34576988,1.05881385,0.00863333,0.06851809
-4.38519260,1.40462290,0.18677992,0.00000000,0.32967849,1.01565131,0.00850522,0.06453835
-4.37918959,1.34703731,0.17078834,0.00000000,0.31708428,0.98129672,0.00842315,0.06115436
-4.37318659,1.30225243,0.15782549,0.00000000,0.30789503,0.95561962,0.00838688,0.05836976
-4.36718359,1.26990012,0.14780012,0.00000000,0.30197693,0.93835065,0.00839495,0.05618271
-4.36118059,1.24943477,0.14059051,0.00000000,0.29915630,0.92909123,0.00844473,0.05458631
-4.35517759,1.24014972,0.13604988,0.00000000,0.29922150,0.92732481,0.00853237,0.05356900
-4.34917459,1.24119503,0.13401114,0.00000000,0.30192535,0.93242959,0.00865293,0.05311483
-4.34317159,1.25159670,0.13429114,0.00000000,0.30698801,0.94369277,0.00880045,0.05320373
-4.33716858,1.27027725,0.13669427,0.00000000,0.31410062,0.96032632,0.00896807,0.05381173
-4.33116558,1.29607769,0.14101550,0.00000000,0.32292976,0.98148400,0.00914823,0.05491113
-4.32516258,1.32778064,0.14704301,0.00000000,0.33312277,1.00627962,0.00933286,0.05647070
-4.31915958,1.36413443,0.15456030,0.00000000,0.34431395,1.03380603,0.00951361,0.05845583
-4.31315658,1.40387774,0.16334814,0.00000000,0.35613165,1.06315457,0.00968209,0.06082875
-4.30715358,1.44576446,0.17318636,0.00000000,0.36820606,1.09343454,0.00983014,0.06354869
