energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.81390695,0.40414536,-0.40414535,0.00091262,-0.00091262,0.08488897,-0.08488897,0.05296035,-0.05296035,0.15728414,-0.15728414,0.01827480,-0.01827480,0.09353198,-0.09353198
-5.80790395,0.38927566,-0.38927566,0.00114442,-0.00114442,0.08100588,-0.08100588,0.05028128,-0.05028128,0.15604546,-0.15604546,0.01806993,-0.01806993,0.09040700,-0.09040700
-5.80190095,0.38223370,-0.38223370,0.00142793,-0.00142793,0.07898014,-0.07898014,0.04951342,-0.04951342,0.15754094,-0.15754094,0.01807162,-0.01807162,0.08893436,-0.08893436
-5.79589795,0.38333147,-0.38333147,0.00177176,-0.00177176,0.07886004,-0.07886004,0.05069840,-0.05069840,0.16201059,-0.16201059,0.01830366,-0.01830366,0.08919315,-0.08919315
-5.78989495,0.39298162,-0.39298162,0.00218530,-0.00218530,0.08071561,-0.08071561,0.05389801,-0.05389801,0.16973760,-0.16973760,0.01879398,-0.01879398,0.09128510,-0.09128510
-5.78389195,0.41169788,-0.41169788,0.00267875,-0.00267875,0.08463919,-0.08463919,0.05919547,-0.05919547,0.18104668,-0.18104669,0.01957436,-0.01957436,0.09533452,-0.09533452
-5.77788894,0.44008888,-0.44008888,0.00326292,-0.00326292,0.09074433,-0.09074433,0.06669528,-0.06669528,0.19629980,-0.19629980,0.02067990,-0.02067990,0.10148683,-0.10148683
-5.77188594,0.47884521,-0.47884521,0.00394912,-0.00394912,0.09916334,-0.09916334,0.07652194,-0.07652194,0.21588915,-0.21588915,0.02214830,-0.02214830,0.10990563,-0.10990563
-5.76588294,0.52871985,-0.52871985,0.00474888,-0.00474888,0.11004327,-0.11004327,0.08881716,-0.08881716,0.24022757,-0.24022757,0.02401882,-0.02401882,0.12076831,-0.12076831
-5.75987994,0.59050246,-0.59050246,0.00567376,-0.00567376,0.12354049,-0.12354049,0.10373597,-0.10373598,0.26973633,-0.26973633,0.02633104,-0.02633104,0.13426040,-0.13426040
-5.75387694,0.66498803,-0.66498803,0.00673493,-0.00673493,0.13981408,-0.13981408,0.12144149,-0.12144150,0.30483060,-0.30483061,0.02912346,-0.02912346,0.15056868,-0.15056868
-5.74787394,0.75294070,-0.75294071,0.00794287,-0.00794287,0.15901800,-0.15901800,0.14209864,-0.14209864,0.34590285,-0.34590286,0.03243186,-0.03243186,0.16987330,-0.16987331
-5.74187094,0.85505381,-0.85505382,0.00930692,-0.00930692,0.18129244,-0.18129244,0.16586688,-0.16586688,0.39330465,-0.39330466,0.03628759,-0.03628759,0.19233912,-0.19233913
-5.73586793,0.97190741,-0.97190742,0.01083481,-0.01083481,0.20675455,-0.20675455,0.19289219,-0.19289219,0.44732737,-0.44732738,0.04071576,-0.04071576,0.21810658,-0.21810659
-5.72986493,1.10392471,-1.10392472,0.01253219,-0.01253219,0.23548880,-0.23548880,0.22329848,-0.22329848,0.50818245,-0.50818246,0.04573345,-0.04573345,0.24728240,-0.24728240
-5.72386193,1.25132915,-1.25132916,0.01440217,-0.01440217,0.26753748,-0.26753749,0.25717873,-0.25717874,0.57598194,-0.57598195,0.05134796,-0.05134796,0.27993046,-0.27993047
-5.71785893,1.41410383,-1.41410384,0.01644479,-0.01644479,0.30289156,-0.30289156,0.29458621,-0.29458621,0.65072015,-0.65072016,0.05755528,-0.05755528,0.31606332,-0.31606333
-5.71185593,1.59195530,-1.59195532,0.01865660,-0.01865661,0.34148241,-0.34148241,0.33552597,-0.33552597,0.73225730,-0.73225730,0.06433866,-0.06433866,0.35563468,-0.35563469
-5.70585293,1.78428354,-1.78428355,0.02103030,-0.02103030,0.38317487,-0.38317488,0.37994721,-0.37994721,0.82030595,-0.82030596,0.07166767,-0.07166767,0.39853328,-0.39853328
-5.69984992,1.99015999,-1.99016000,0.02355436,-0.02355436,0.42776193,-0.42776194,0.42773662,-0.42773662,0.91442131,-0.91442132,0.07949751,-0.07949751,0.44457854,-0.44457854
-5.69384692,2.20831539,-2.20831540,0.02621286,-0.02621286,0.47496154,-0.47496154,0.47871326,-0.47871326,1.01399590,-1.01399590,0.08776885,-0.08776885,0.49351834,-0.49351834
-5.68784392,2.43713873,-2.43713875,0.02898538,-0.02898538,0.52441581,-0.52441581,0.53262521,-0.53262521,1.11825947,-1.11825948,0.09640821,-0.09640821,0.54502918,-0.54502918
-5.68184092,2.67468846,-2.67468848,0.03184707,-0.03184707,0.57569292,-0.57569292,0.58914832,-0.58914833,1.22628465,-1.22628466,0.10532880,-0.10532880,0.59871887,-0.59871888
-5.67583792,2.91871644,-2.91871646,0.03476885,-0.03476885,0.62829185,-0.62829186,0.64788733,-0.64788734,1.33699849,-1.33699849,0.11443208,-0.11443208,0.65413191,-0.65413191
-5.66983492,3.16670477,-3.16670479,0.03771781,-0.03771781,0.68165002,-0.68165003,0.70837943,-0.70837944,1.44920005,-1.44920006,0.12360971,-0.12360971,0.71075742,-0.71075742
-5.66383192,3.41591489,-3.41591491,0.04065773,-0.04065773,0.73515374,-0.73515375,0.77010052,-0.77010052,1.56158378,-1.56158379,0.13274616,-0.13274616,0.76803960,-0.76803961
-5.65782891,3.66344794,-3.66344796,0.04354984,-0.04354984,0.78815130,-0.78815130,0.83247392,-0.83247392,1.67276807,-1.67276808,0.14172163,-0.14172163,0.82539034,-0.82539035
-5.65182591,3.90631453,-3.90631455,0.04635369,-0.04635369,0.83996833,-0.83996833,0.89488172,-0.89488173,1.78132833,-1.78132833,0.15041541,-0.15041541,0.88220362,-0.88220362
-5.64582291,4.14151183,-4.14151185,0.04902814,-0.04902814,0.88992501,-0.88992502,0.95667826,-0.95667826,1.88583336,-1.88583337,0.15870941,-0.15870941,0.93787121,-0.93787122
-5.63981991,4.36610531,-4.36610533,0.05153253,-0.05153253,0.93735453,-0.93735453,1.01720564,-1.01720564,1.98488395,-1.98488396,0.16649182,-0.16649182,0.99179926,-0.99179926
-5.63381691,4.57731211,-4.57731212,0.05382786,-0.05382786,0.98162211,-0.98162212,1.07581081,-1.07581082,2.07715205,-2.07715206,0.17366065,-0.17366065,1.04342490,-1.04342490
-5.62781391,4.77258302,-4.77258303,0.05587802,-0.05587802,1.02214406,-1.02214406,1.13186375,-1.13186375,2.16141925,-2.16141926,0.18012707,-0.18012707,1.09223257,-1.09223257
-5.62181091,4.94967993,-4.94967994,0.05765107,-0.05765107,1.05840584,-1.05840584,1.18477621,-1.18477622,2.23661287,-2.23661287,0.18581844,-0.18581844,1.13776926,-1.13776926
-5.61580790,5.10674576,-5.10674578,0.05912040,-0.05912040,1.08997876,-1.08997876,1.23402054,-1.23402054,2.30183834,-2.30183834,0.19068073,-0.19068073,1.17965827,-1.17965828
-5.60980490,5.24236427,-5.24236429,0.06026585,-0.06026585,1.11653442,-1.11653442,1.27914780,-1.27914781,2.35640654,-2.35640654,0.19468045,-0.19468045,1.21761098,-1.21761098
-5.60380190,5.35560748,-5.35560749,0.06107460,-0.06107460,1.13785636,-1.13785636,1.31980486,-1.31980486,2.39985505,-2.39985506,0.19780578,-0.19780578,1.25143622,-1.25143622
-5.59779890,5.44606907,-5.44606908,0.06154203,-0.06154203,1.15384859,-1.15384859,1.35574954,-1.35574954,2.43196255,-2.43196255,0.20006705,-0.20006705,1.28104718,-1.28104718
-5.59179590,5.51388269,-5.51388270,0.06167218,-0.06167218,1.16454043,-1.16454043,1.38686358,-1.38686359,2.45275577,-2.45275578,0.20149637,-0.20149637,1.30646549,-1.30646550
-5.58579290,5.55972466,-5.55972466,0.06147812,-0.06147812,1.17008771,-1.17008771,1.41316267,-1.41316267,2.46250910,-2.46250910,0.20214663,-0.20214663,1.32782259,-1.32782259
-5.57978989,5.58480123,-5.58480124,0.06098196,-0.06098196,1.17077010,-1.17077010,1.43480314,-1.43480314,2.46173669,-2.46173669,0.20208969,-0.20208969,1.34535840,-1.34535840
-5.57378689,5.59082121,-5.59082121,0.06021467,-0.06021466,1.16698481,-1.16698481,1.45208501,-1.45208501,2.45117783,-2.45117783,0.20141408,-0.20141408,1.35941740,-1.35941740
-5.56778389,5.57995488,-5.57995488,0.05921548,-0.05921548,1.15923675,-1.15923674,1.46545092,-1.46545092,2.43177617,-2.43177617,0.20022218,-0.20022218,1.37044234,-1.37044234
-5.56178089,5.55478099,-5.55478100,0.05803124,-0.05803124,1.14812562,-1.14812562,1.47548080,-1.47548080,2.40465376,-2.40465375,0.19862693,-0.19862693,1.37896573,-1.37896573
-5.55577789,5.51822344,-5.51822345,0.05671532,-0.05671532,1.13433028,-1.13433028,1.48288209,-1.48288210,2.37108095,-2.37108095,0.19674848,-0.19674848,1.38559932,-1.38559932
-5.54977489,5.47347959,-5.47347959,0.05532643,-0.05532643,1.11859093,-1.11859093,1.48847552,-1.48847553,2.33244342,-2.33244342,0.19471053,-0.19471053,1.39102177,-1.39102178
-5.54377189,5.42394219,-5.42394219,0.05392724,-0.05392724,1.10168960,-1.10168960,1.49317643,-1.49317644,2.29020731,-2.29020731,0.19263682,-0.19263682,1.39596473,-1.39596473
-5.53776888,5.37311693,-5.37311693,0.05258283,-0.05258283,1.08442957,-1.08442957,1.49797198,-1.49797198,2.24588372,-2.24588372,0.19064762,-0.19064762,1.40119734,-1.40119734
-5.53176588,5.32453728,-5.32453728,0.05135906,-0.05135906,1.06761422,-1.06761422,1.50389450,-1.50389450,2.20099345,-2.20099345,0.18885650,-0.18885650,1.40750946,-1.40750947
-5.52576288,5.28167859,-5.28167860,0.05032093,-0.05032093,1.05202588,-1.05202588,1.51199161,-1.51199162,2.15703305,-2.15703305,0.18736732,-0.18736732,1.41569371,-1.41569371
-5.51975988,5.24787299,-5.24787300,0.04953091,-0.04953091,1.03840522,-1.03840522,1.52329372,-1.52329372,2.11544266,-2.11544266,0.18627157,-0.18627157,1.42652640,-1.42652640
-5.51375688,5.22622676,-5.22622677,0.04904734,-0.04904734,1.02743163,-1.02743163,1.53877976,-1.53877977,2.07757655,-2.07757655,0.18564601,-0.18564601,1.44074783,-1.44074783
-5.50775388,5.21954178,-5.21954179,0.04892291,-0.04892291,1.01970516,-1.01970516,1.55934232,-1.55934233,2.04467657,-2.04467657,0.18555083,-0.18555083,1.45904199,-1.45904200
-5.50175088,5.23024267,-5.23024268,0.04920327,-0.04920327,1.01573034,-1.01573034,1.58575317,-1.58575317,2.01784897,-2.01784897,0.18602805,-0.18602805,1.48201629,-1.48201630
-5.49574787,5.26031121,-5.26031122,0.04992589,-0.04992589,1.01590242,-1.01590242,1.61863059,-1.61863059,1.99804491,-1.99804491,0.18710045,-0.18710045,1.51018168,-1.51018168
-5.48974487,5.31122993,-5.31122995,0.05111898,-0.05111898,1.02049633,-1.02049633,1.65840988,-1.65840989,1.98604473,-1.98604473,0.18877086,-0.18877086,1.54393385,-1.54393385
-5.48374187,5.38393650,-5.38393651,0.05280079,-0.05280079,1.02965879,-1.02965880,1.70531834,-1.70531835,1.98244623,-1.98244623,0.19102198,-0.19102198,1.58353627,-1.58353627
-5.47773887,5.47879063,-5.47879064,0.05497903,-0.05497903,1.04340385,-1.04340385,1.75935615,-1.75935616,1.98765701,-1.98765701,0.19381653,-0.19381653,1.62910565,-1.62910566
-5.47173587,5.59555539,-5.59555541,0.05765067,-0.05765067,1.06161206,-1.06161206,1.82028437,-1.82028438,2.00189094,-2.00189095,0.19709799,-0.19709800,1.68060082,-1.68060083
-5.46573287,5.73339412,-5.73339415,0.06080183,-0.06080183,1.08403357,-1.08403358,1.88762102,-1.88762102,2.02516889,-2.02516889,0.20079184,-0.20079185,1.73781563,-1.73781564
-5.45972986,5.89088428,-5.89088430,0.06440815,-0.06440815,1.11029516,-1.11029516,1.96064609,-1.96064609,2.05732350,-2.05732351,0.20480724,-0.20480725,1.80037667,-1.80037668
-5.45372686,6.06604870,-6.06604873,0.06843516,-0.06843516,1.13991109,-1.13991109,2.03841583,-2.03841584,2.09800822,-2.09800823,0.20903933,-0.20903933,1.86774624,-1.86774625
-5.44772386,6.25640464,-6.25640467,0.07283910,-0.07283911,1.17229776,-1.17229776,2.11978639,-2.11978640,2.14671008,-2.14671009,0.21337198,-0.21337198,1.93923101,-1.93923102
-5.44172086,6.45902965,-6.45902968,0.07756779,-0.07756779,1.20679174,-1.20679174,2.20344634,-2.20344635,2.20276621,-2.20276622,0.21768114,-0.21768114,2.01399643,-2.01399644
-5.43571786,6.67064321,-6.67064325,0.08256171,-0.08256171,1.24267072,-1.24267072,2.28795735,-2.28795736,2.26538353,-2.26538354,0.22183851,-0.22183851,2.09108679,-2.09108680
-5.42971486,6.88770189,-6.88770192,0.08775533,-0.08775533,1.27917671,-1.27917671,2.37180159,-2.37180160,2.33366108,-2.33366109,0.22571569,-0.22571569,2.16945044,-2.16945045
-5.42371186,7.10650512,-7.10650515,0.09307836,-0.09307836,1.31554082,-1.31554083,2.45343437,-2.45343438,2.40661447,-2.40661448,0.22918851,-0.22918851,2.24796957,-2.24796958
-5.41770885,7.32330832,-7.32330835,0.09845726,-0.09845727,1.35100869,-1.35100869,2.53133993,-2.53133994,2.48320156,-2.48320158,0.23214160,-0.23214160,2.32549349,-2.32549350
-5.41170585,7.53443912,-7.53443915,0.10381666,-0.10381666,1.38486554,-1.38486555,2.60408823,-2.60408824,2.56234859,-2.56234861,0.23447277,-0.23447277,2.40087442,-2.40087443
-5.40570285,7.73641275,-7.73641278,0.10908079,-0.10908079,1.41646012,-1.41646012,2.67039041,-2.67039042,2.64297602,-2.64297603,0.23609738,-0.23609738,2.47300436,-2.47300437
-5.39969985,7.92604207,-7.92604210,0.11417498,-0.11417498,1.44522627,-1.44522627,2.72915059,-2.72915060,2.72402312,-2.72402314,0.23695222,-0.23695222,2.54085172,-2.54085173
-5.39369685,8.10053820,-8.10053823,0.11902694,-0.11902694,1.47070161,-1.47070162,2.77951188,-2.77951189,2.80447080,-2.80447082,0.23699888,-0.23699888,2.60349643,-2.60349644
-5.38769385,8.25759800,-8.25759803,0.12356812,-0.12356812,1.49254227,-1.49254228,2.82089450,-2.82089450,2.88336181,-2.88336183,0.23622642,-0.23622642,2.66016201,-2.66016202
-5.38169085,8.39547530,-8.39547532,0.12773481,-0.12773481,1.51053333,-1.51053333,2.85302449,-2.85302449,2.95981808,-2.95981809,0.23465316,-0.23465316,2.71024361,-2.71024362
-5.37568784,8.51303333,-8.51303336,0.13146922,-0.13146922,1.52459446,-1.52459446,2.87595180,-2.87595180,3.03305483,-3.03305484,0.23232758,-0.23232758,2.75333095,-2.75333096
-5.36968484,8.60977708,-8.60977710,0.13472042,-0.13472042,1.53478074,-1.53478074,2.89005689,-2.89005689,3.10239142,-3.10239143,0.22932814,-0.22932814,2.78922531,-2.78922531
-5.36368184,8.68586468,-8.68586469,0.13744513,-0.13744513,1.54127862,-1.54127862,2.89604572,-2.89604572,3.16725895,-3.16725896,0.22576204,-0.22576204,2.81795010,-2.81795011
-5.35767884,8.74209819,-8.74209821,0.13960837,-0.13960837,1.54439732,-1.54439732,2.89493326,-2.89493326,3.22720500,-3.22720501,0.22176302,-0.22176302,2.83975478,-2.83975478
-5.35167584,8.77989490,-8.77989491,0.14118402,-0.14118402,1.54455621,-1.54455621,2.88801632,-2.88801631,3.28189571,-3.28189572,0.21748808,-0.21748808,2.85511188,-2.85511188
-5.34567284,8.80124055,-8.80124056,0.14215517,-0.14215517,1.54226882,-1.54226882,2.87683662,-2.87683662,3.33111570,-3.33111571,0.21311341,-0.21311341,2.86470754,-2.86470755
-5.33966983,8.80862709,-8.80862710,0.14251447,-0.14251447,1.53812405,-1.53812405,2.86313576,-2.86313576,3.37476626,-3.37476627,0.20882953,-0.20882953,2.86942578,-2.86942578
-5.33366683,8.80497709,-8.80497709,0.14226418,-0.14226418,1.53276554,-1.53276553,2.84880350,-2.84880349,3.41286206,-3.41286207,0.20483581,-0.20483581,2.87032696,-2.87032696
-5.32766383,8.79355779,-8.79355780,0.14141626,-0.14141626,1.52686997,-1.52686997,2.83582127,-2.83582127,3.44552678,-3.44552678,0.20133469,-0.20133469,2.86862127,-2.86862127
-5.32166083,8.77788736,-8.77788736,0.13999216,-0.13999216,1.52112499,-1.52112499,2.82620288,-2.82620288,3.47298760,-3.47298761,0.19852548,-0.19852548,2.86563767,-2.86563767
-5.31565783,8.76163578,-8.76163578,0.13802256,-0.13802256,1.51620752,-1.51620752,2.82193405,-2.82193405,3.49556878,-3.49556879,0.19659833,-0.19659833,2.86278929,-2.86278929
-5.30965483,8.74852294,-8.74852294,0.13554695,-0.13554694,1.51276301,-1.51276301,2.82491267,-2.82491267,3.51368389,-3.51368389,0.19572815,-0.19572815,2.86153582,-2.86153582
-5.30365183,8.74221570,-8.74221570,0.13261296,-0.13261296,1.51138616,-1.51138616,2.83689144,-2.83689144,3.52782659,-3.52782659,0.19606892,-0.19606892,2.86334388,-2.86334389
-5.29764882,8.74622597,-8.74622597,0.12927562,-0.12927562,1.51260341,-1.51260340,2.85942418,-2.85942419,3.53855959,-3.53855959,0.19774848,-0.19774848,2.86964603,-2.86964603
-5.29164582,8.76381130,-8.76381130,0.12559637,-0.12559637,1.51685749,-1.51685749,2.89381726,-2.89381727,3.54650135,-3.54650135,0.20086384,-0.20086384,2.88179927,-2.88179927
-5.28564282,8.79787940,-8.79787941,0.12164191,-0.12164191,1.52449430,-1.52449430,2.94108706,-2.94108707,3.55231026,-3.55231027,0.20547728,-0.20547728,2.90104392,-2.90104392
-5.27963982,8.85089824,-8.85089824,0.11748289,-0.11748289,1.53575204,-1.53575204,3.00192443,-3.00192444,3.55666614,-3.55666614,0.21161323,-0.21161323,2.92846366,-2.92846367
-5.27363682,8.92481287,-8.92481287,0.11319246,-0.11319246,1.55075278,-1.55075278,3.07666685,-3.07666686,3.56024893,-3.56024893,0.21925607,-0.21925607,2.96494767,-2.96494767
-5.26763382,9.02097094,-9.02097094,0.10884466,-0.10884466,1.56949658,-1.56949658,3.16527878,-3.16527879,3.56371501,-3.56371501,0.22834896,-0.22834896,3.01115577,-3.01115578
-5.26163082,9.14005839,-9.14005840,0.10451273,-0.10451273,1.59185806,-1.59185806,3.26734068,-3.26734069,3.56767140,-3.56767140,0.23879360,-0.23879360,3.06748770,-3.06748771
-5.25562781,9.28204742,-9.28204743,0.10026739,-0.10026739,1.61758562,-1.61758562,3.38204692,-3.38204693,3.57264886,-3.57264886,0.25045122,-0.25045122,3.13405725,-3.13405726
-5.24962481,9.44615877,-9.44615879,0.09617511,-0.09617511,1.64630338,-1.64630338,3.50821276,-3.50821277,3.57907471,-3.57907471,0.26314449,-0.26314449,3.21067251,-3.21067252
-5.24362181,9.63084046,-9.63084047,0.09229639,-0.09229639,1.67751590,-1.67751590,3.64429040,-3.64429042,3.58724682,-3.58724682,0.27666066,-0.27666066,3.29682303,-3.29682304
-5.23761881,9.83376498,-9.83376500,0.08868421,-0.08868421,1.71061582,-1.71061583,3.78839393,-3.78839395,3.59731001,-3.59731001,0.29075571,-0.29075571,3.39167482,-3.39167483
-5.23161581,10.05184694,-10.05184696,0.08538267,-0.08538267,1.74489447,-1.74489448,3.93833294,-3.93833296,3.60923647,-3.60923647,0.30515947,-0.30515947,3.49407387,-3.49407388
-5.22561281,10.28128240,-10.28128242,0.08242572,-0.08242572,1.77955546,-1.77955546,4.09165423,-4.09165425,3.62281152,-3.62281152,0.31958168,-0.31958169,3.60255879,-3.60255880
-5.21960980,10.51761088,-10.51761091,0.07983638,-0.07983638,1.81373119,-1.81373119,4.24569104,-4.24569106,3.63762613,-3.63762613,0.33371887,-0.33371887,3.71538280,-3.71538281
-5.21360680,10.75580010,-10.75580013,0.07762608,-0.07762608,1.84650208,-1.84650208,4.39761884,-4.39761886,3.65307713,-3.65307713,0.34726177,-0.34726177,3.83054513,-3.83054515
-5.20760380,10.99035268,-10.99035270,0.07579449,-0.07579449,1.87691825,-1.87691825,4.54451651,-4.54451653,3.66837595,-3.66837595,0.35990320,-0.35990320,3.94583150,-3.94583151
-5.20160080,11.21543299,-11.21543302,0.07432964,-0.07432964,1.90402313,-1.90402313,4.68343178,-4.68343180,3.68256616,-3.68256616,0.37134617,-0.37134617,4.05886293,-4.05886294
-5.19559780,11.42501153,-11.42501155,0.07320847,-0.07320847,1.92687843,-1.92687843,4.81144907,-4.81144909,3.69454963,-3.69454963,0.38131187,-0.38131187,4.16715194,-4.16715195
-5.18959480,11.61302282,-11.61302284,0.07239774,-0.07239774,1.94458985,-1.94458985,4.92575840,-4.92575842,3.70312081,-3.70312081,0.38954734,-0.38954734,4.26816470,-4.26816471
-5.18359180,11.77353245,-11.77353247,0.07185523,-0.07185523,1.95633251,-1.95633251,5.02372319,-5.02372321,3.70700791,-3.70700791,0.39583260,-0.39583260,4.35938734,-4.35938735
-5.17758879,11.90090769,-11.90090771,0.07153130,-0.07153130,1.96137544,-1.96137544,5.10294523,-5.10294524,3.70491962,-3.70491962,0.39998680,-0.39998680,4.43839449,-4.43839450
-5.17158579,11.98998582,-11.98998583,0.07137066,-0.07137066,1.95910397,-1.95910397,5.16132484,-5.16132485,3.69559539,-3.69559538,0.40187337,-0.40187337,4.50291785,-4.50291786
-5.16558279,12.03623410,-12.03623411,0.07131435,-0.07131435,1.94903942,-1.94903942,5.19711433,-5.19711434,3.67785718,-3.67785718,0.40140377,-0.40140377,4.55091233,-4.55091234
