energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.16558279,1.59695187,0.39132638,0.00600878,0.42926506,0.66600013,0.01563943,0.60263058
-5.15957979,1.52629205,0.39382242,0.00608266,0.42806073,0.63486266,0.01717612,0.54365501
-5.15357679,1.47294625,0.40102871,0.00620376,0.43157690,0.61132617,0.01895150,0.49013757
-5.14757379,1.43644905,0.41265382,0.00636651,0.43964428,0.59520012,0.02095965,0.44213690
-5.14157079,1.41611941,0.42834821,0.00656444,0.45204245,0.58620497,0.02319182,0.39963772
-5.13556778,1.41109175,0.44771428,0.00679029,0.46850763,0.58398706,0.02563613,0.36255935
-5.12956478,1.42035094,0.47031777,0.00703622,0.48874238,0.58813475,0.02827736,0.33076521
-5.12356178,1.44277031,0.49570016,0.00729402,0.51242661,0.59819559,0.03109685,0.30407306
-5.11755878,1.47715160,0.52339173,0.00755536,0.53922983,0.61369391,0.03407251,0.28226560
-5.11155578,1.52226593,0.55292508,0.00781203,0.56882414,0.63414859,0.03717893,0.26510120
-5.10555278,1.57689463,0.58384860,0.00805622,0.60089754,0.65909040,0.04038765,0.25232430
-5.09954977,1.63986877,0.61573960,0.00828071,0.63516708,0.68807849,0.04366759,0.24367538
-5.09354677,1.71010641,0.64821662,0.00847917,0.67139136,0.72071570,0.04698560,0.23890003
-5.08754377,1.78664614,0.68095057,0.00864630,0.70938192,0.75666207,0.05030715,0.23775699
-5.08154077,1.86867622,0.71367427,0.00877805,0.74901281,0.79564611,0.05359710,0.24002497
-5.07553777,1.95555783,0.74618992,0.00887171,0.79022814,0.83747365,0.05682070,0.24550799
-5.06953477,2.04684193,0.77837440,0.00892601,0.83304694,0.88203360,0.05994449,0.25403921
-5.06353177,2.14227870,0.81018179,0.00894111,0.87756506,0.92930054,0.06293733,0.26548316
-5.05752876,2.24181922,0.84164321,0.00891863,0.92395395,0.97933381,0.06577147,0.27973627
-5.05152576,2.34560893,0.87286378,0.00886150,0.97245596,1.03227315,0.06842341,0.29672588
-5.04552276,2.45397301,0.90401661,0.00877388,1.02337642,1.08833066,0.07087480,0.31640761
-5.03951976,2.56739393,0.93533421,0.00866095,1.07707248,1.14777947,0.07311316,0.33876141
-5.03351676,2.68648174,0.96709731,0.00852869,1.13393898,1.21093928,0.07513234,0.36378634
-5.02751376,2.81193812,0.99962159,0.00838365,1.19439193,1.27815918,0.07693281,0.39149433
-5.02151076,2.94451533,1.03324286,0.00823271,1.25885003,1.34979843,0.07852173,0.42190319
-5.01550775,3.08497157,1.06830105,0.00808275,1.32771492,1.42620562,0.07991262,0.45502917
-5.00950475,3.23402447,1.10512378,0.00794045,1.40135095,1.50769727,0.08112489,0.49087930
-5.00350175,3.39230434,1.14401003,0.00781202,1.48006514,1.59453641,0.08218302,0.52944398
-4.99749875,3.56030925,1.18521471,0.00770295,1.56408826,1.68691218,0.08311548,0.57068995
-4.99149575,3.73836367,1.22893446,0.00761786,1.65355767,1.78492117,0.08395356,0.61455415
-4.98549275,3.92658236,1.27529560,0.00756034,1.74850266,1.88855137,0.08472991,0.66093854
-4.97948974,4.12484108,1.32434436,0.00753285,1.84883285,1.99766936,0.08547707,0.70970632
-4.97348674,4.33275552,1.37603991,0.00753665,1.95433014,2.11201145,0.08622599,0.76067961
-4.96748374,4.54966918,1.43025055,0.00757181,2.06464447,2.23117915,0.08700453,0.81363876
-4.96148074,4.77465099,1.48675290,0.00763722,2.17929364,2.35463924,0.08783616,0.86832338
-4.95547774,5.00650294,1.54523439,0.00773072,2.29766705,2.48172873,0.08873885,0.92443512
-4.94947474,5.24377726,1.60529867,0.00784916,2.41903334,2.61166439,0.08972414,0.98164202
-4.94347174,5.48480299,1.66647389,0.00798858,2.54255150,2.74355678,0.09079658,1.03958452
-4.93746873,5.72772064,1.72822336,0.00814437,2.66728516,2.87642833,0.09195348,1.09788270
-4.93146573,5.97052400,1.78995827,0.00831145,2.79221941,3.00923478,0.09318501,1.15614471
-4.92546273,6.21110735,1.85105187,0.00848449,2.91627972,3.14088929,0.09447460,1.21397600
-4.91945973,6.44731653,1.91085467,0.00865807,3.03835218,3.27028836,0.09579974,1.27098906
-4.91345673,6.67700180,1.96871007,0.00882689,3.15730450,3.39633865,0.09713299,1.32681338
-4.90745373,6.89807076,2.02396983,0.00898595,3.27200722,3.51798353,0.09844323,1.38110514
-4.90145073,7.10853911,2.07600886,0.00913067,3.38135434,3.63422857,0.09969712,1.43355638
-4.89544772,7.30657765,2.12423896,0.00925708,3.48428304,3.74416471,0.10086057,1.48390319
-4.88944472,7.49055352,2.16812084,0.00936189,3.57979185,3.84698841,0.10190029,1.53193266
-4.88344172,7.65906435,2.20717433,0.00944257,3.66695697,3.94201780,0.10278524,1.57748810
-4.87743872,7.81096394,2.24098628,0.00949742,3.74494638,4.02870425,0.10348796,1.62047242
-4.87143572,7.94537874,2.26921621,0.00952558,3.81303151,4.10663877,0.10398569,1.66084928
-4.86543272,8.06171439,2.29159937,0.00952704,3.87059637,4.17555313,0.10426125,1.69864197
-4.85942971,8.15965247,2.30794755,0.00950258,3.91714402,4.23531564,0.10430366,1.73392982
-4.85342671,8.23913767,2.31814752,0.00945376,3.95230051,4.28592170,0.10410840,1.76684230
-4.84742371,8.30035625,2.32215753,0.00938279,3.97581633,4.32747991,0.10367745,1.79755084
-4.84142071,8.34370701,2.32000206,0.00929248,3.98756559,4.36019428,0.10301894,1.82625869
-4.83541771,8.36976626,2.31176531,0.00918611,3.98754320,4.38434362,0.10214659,1.85318913
-4.82941471,8.37924886,2.29758376,0.00906731,3.97586025,4.40025921,0.10107896,1.87857262
-4.82341171,8.37296707,2.27763843,0.00893995,3.95273800,4.40830200,0.09983843,1.90263333
-4.81740870,8.35178972,2.25214704,0.00880801,3.91850074,4.40884061,0.09845011,1.92557577
-4.81140570,8.31660343,2.22135667,0.00867545,3.87356774,4.40223141,0.09694073,1.94757210
-4.80540270,8.26827799,2.18553724,0.00854610,3.81844476,4.38880162,0.09533738,1.96875088
-4.79939970,8.20763746,2.14497598,0.00842353,3.75371506,4.36883643,0.09366647,1.98918768
-4.79339670,8.13543815,2.09997316,0.00831097,3.68003027,4.34257085,0.09195266,2.00889828
-4.78739370,8.05235426,2.05083904,0.00821119,3.59810111,4.31018631,0.09021798,2.02783454
-4.78139070,7.95897137,1.99789212,0.00812646,3.50868800,4.27181237,0.08848109,2.04588343
-4.77538769,7.85578751,1.94145837,0.00805847,3.41259160,4.22753290,0.08675676,2.06286908
-4.76938469,7.74322109,1.88187130,0.00800831,3.31064312,4.17739633,0.08505552,2.07855783
-4.76338169,7.62162444,1.81947258,0.00797641,3.20369449,4.12142893,0.08338354,2.09266586
-4.75737869,7.49130155,1.75461284,0.00796256,3.09260813,4.05965019,0.08174270,2.10486908
-4.75137569,7.35252847,1.68765230,0.00796593,2.97824660,3.99208916,0.08013085,2.11481468
-4.74537269,7.20557461,1.61896101,0.00798511,2.86146189,3.91880060,0.07854218,2.12213377
-4.73936968,7.05072348,1.54891836,0.00801811,2.74308464,3.83987990,0.07696785,2.12645436
-4.73336668,6.88829153,1.47791177,0.00806250,2.62391351,3.75547588,0.07539659,2.12741434
-4.72736368,6.71864418,1.40633447,0.00811545,2.50470480,3.66580095,0.07381550,2.12467366
-4.72136068,6.54220824,1.33458236,0.00817385,2.38616287,3.57113801,0.07221080,2.11792546
-4.71535768,6.35948073,1.26305012,0.00823443,2.26893160,3.47184420,0.07056863,2.10690580
-4.70935468,6.17103408,1.19212682,0.00829388,2.15358735,3.36835145,0.06887588,2.09140184
-4.70335168,5.97751824,1.12219117,0.00834900,2.04063373,3.26116438,0.06712092,2.07125829
-4.69734867,5.77966030,1.05360689,0.00839682,1.93049869,3.15085582,0.06529424,2.04638242
-4.69134567,5.57826260,0.98671839,0.00843479,1.82353384,3.03806092,0.06338909,2.01674743
-4.68534267,5.37419990,0.92184715,0.00846089,1.72001648,2.92347014,0.06140188,1.98239460
-4.67933967,5.16841646,0.85928899,0.00847379,1.62015407,2.80782197,0.05933262,1.94343423
-4.67333667,4.96192360,0.79931255,0.00847299,1.52409115,2.69189584,0.05718504,1.90004549
-4.66733367,4.75579769,0.74215892,0.00845893,1.43191829,2.57650544,0.05496677,1.85247538
-4.66133067,4.55117890,0.68804254,0.00843309,1.34368274,2.46249271,0.05268921,1.80103664
-4.65532766,4.34927007,0.63715333,0.00839807,1.25940024,2.35072249,0.05036736,1.74610473
-4.64932466,4.15133520,0.58965972,0.00835766,1.17906737,2.24207750,0.04801955,1.68811370
-4.64332166,3.95869683,0.54571256,0.00831680,1.10267385,2.13745338,0.04566701,1.62755077
-4.63731866,3.77273132,0.50544931,0.00828163,1.03021406,2.03775331,0.04333335,1.56494970
-4.63131566,3.59486121,0.46899851,0.00825942,0.96169739,1.94388178,0.04104396,1.50088255
-4.62531266,3.42654387,0.43648380,0.00825844,0.89715677,1.85673689,0.03882542,1.43595009
-4.61930965,3.26925581,0.40802742,0.00828787,0.83665499,1.77720102,0.03670476,1.37077078
-4.61330665,3.12447254,0.38375269,0.00835767,0.78028866,1.70612953,0.03470879,1.30596846
-4.60730365,2.99364379,0.36378529,0.00847829,0.72818958,1.64433738,0.03286337,1.24215914
-4.60130065,2.87816484,0.34825307,0.00866056,0.68052356,1.59258397,0.03119276,1.17993732
-4.59529765,2.77934443,0.33728425,0.00891537,0.63748687,1.55155647,0.02971893,1.11986216
-4.58929465,2.69837079,0.33100415,0.00925343,0.59930053,1.52185225,0.02846101,1.06244438
-4.58329165,2.63627681,0.32953022,0.00968504,0.56620287,1.50396109,0.02743469,1.00813422
-4.57728864,2.59390635,0.33296579,0.01021978,0.53844071,1.49824811,0.02665183,0.95731125
-4.57128564,2.57188311,0.34139273,0.01086629,0.51625967,1.50493840,0.02612006,0.91027658
-4.56528264,2.57058399,0.35486327,0.01163205,0.49989412,1.52410412,0.02584253,0.86724775
-4.55927964,2.59011843,0.37339151,0.01252314,0.48955721,1.55565519,0.02581776,0.82835686
-4.55327664,2.63031509,0.39694504,0.01354412,0.48543145,1.59933429,0.02603958,0.79365189
-4.54727364,2.69071707,0.42543711,0.01469791,0.48766026,1.65471677,0.02649722,0.76310131
-4.54127064,2.77058620,0.45872003,0.01598573,0.49634073,1.72121595,0.02717552,0.73660164
-4.53526763,2.86891680,0.49658003,0.01740708,0.51151803,1.79809388,0.02805520,0.71398771
-4.52926463,2.98445862,0.53873427,0.01895984,0.53318140,1.88447763,0.02911333,0.69504492
-4.52326163,3.11574835,0.58483018,0.02064033,0.56126203,1.97938050,0.03032382,0.67952291
-4.51725863,3.26114853,0.63444749,0.02244349,0.59563258,2.08172756,0.03165804,0.66714992
-4.51125563,3.41889228,0.68710302,0.02436313,0.63610850,2.19038466,0.03308554,0.65764693
-4.50525263,3.58713208,0.74225822,0.02639208,0.68245073,2.30418955,0.03457476,0.65074093
-4.49924962,3.76399027,0.79932935,0.02852253,0.73436956,2.42198388,0.03609381,0.64617654
-4.49324662,3.94760899,0.85769987,0.03074625,0.79152952,2.54264459,0.03761125,0.64372539
-4.48724362,4.13619725,0.91673466,0.03305482,0.85355462,2.66511310,0.03909689,0.64319278
-4.48124062,4.32807258,0.97579534,0.03543989,0.92003378,2.78842086,0.04052246,0.64442138
-4.47523762,4.52169536,1.03425617,0.03789328,0.99052598,2.91170988,0.04186225,0.64729169
-4.46923462,4.71569373,1.09151950,0.04040712,1.06456479,3.03424706,0.04309370,0.65171953
-4.46323162,4.90887802,1.14703029,0.04297386,1.14166191,3.15543137,0.04419778,0.65765068
-4.45722861,5.10024357,1.20028862,0.04558622,1.22130959,3.27479342,0.04515931,0.66505309
-4.45122561,5.28896190,1.25085977,0.04823701,1.30298180,3.39198716,0.04596711,0.67390725
-4.44522261,5.47436064,1.29838123,0.05091894,1.38613409,3.50677411,0.04661402,0.68419533
-4.43921961,5.65589332,1.34256623,0.05362429,1.47020233,3.61900085,0.04709675,0.69588992
-4.43321661,5.83310099,1.38320369,0.05634458,1.55460071,3.72857081,0.04741563,0.70894299
-4.42721361,6.00556783,1.42015458,0.05907015,1.63871913,3.83541220,0.04757427,0.72327591
-4.42121061,6.17287387,1.45334504,0.06178980,1.72192081,3.93944374,0.04757908,0.73877117
-4.41520760,6.33454790,1.48275669,0.06449040,1.80354045,4.04054050,0.04743877,0.75526649
-4.40920460,6.49002398,1.50841470,0.06715658,1.88288373,4.13850208,0.04716385,0.77255161
-4.40320160,6.63860496,1.53037471,0.06977048,1.95922859,4.23302539,0.04676607,0.79036831
-4.39719860,6.77943603,1.54870913,0.07231168,2.03182899,4.32368413,0.04625797,0.80841365
-4.39119560,6.91149103,1.56349403,0.07475717,2.09992152,4.40991698,0.04565242,0.82634652
-4.38519260,7.03357350,1.57479741,0.07708158,2.16273513,4.49102571,0.04496237,0.84379723
-4.37918959,7.14433379,1.58266960,0.07925753,2.21950420,4.56618440,0.04420059,0.86037988
-4.37318659,7.24230250,1.58713656,0.08125613,2.26948473,4.63445994,0.04337961,0.87570695
-4.36718359,7.32593977,1.58819640,0.08304768,2.31197344,4.69484371,0.04251176,0.88940553
-4.36118059,7.39369872,1.58581957,0.08460251,2.34632925,4.74629322,0.04160937,0.90113450
-4.35517759,7.44410075,1.57995244,0.08589193,2.37199634,4.78778248,0.04068506,0.91060186
-4.34917459,7.47581920,1.57052429,0.08688922,2.38852807,4.81835865,0.03975214,0.91758150
-4.34317159,7.48776764,1.55745711,0.08757075,2.39561064,4.83720247,0.03882514,0.92192864
-4.33716858,7.47918827,1.54067761,0.08791700,2.39308541,4.84368947,0.03792030,0.92359318
-4.33116558,7.44973586,1.52013060,0.08791357,2.38096896,4.83744882,0.03705617,0.92263049
-4.32516258,7.39955257,1.49579287,0.08755207,2.35946958,4.81841645,0.03625421,0.91920896
-4.31915958,7.32932940,1.46768668,0.08683082,2.32899958,4.78687948,0.03553926,0.91361416
-4.31315658,7.24035019,1.43589186,0.08575543,2.29018232,4.74350920,0.03494005,0.90624905
-4.30715358,7.13451520,1.40055571,0.08433910,2.24385350,4.68938003,0.03448949,0.89763053
