energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.84992496,5.38919877,-5.38919859,0.02578265,-0.02578264,0.49541576,-0.49541580,1.66979321,-1.66979308,1.34341934,-1.34341934,0.08077177,-0.08077178,2.10105037,-2.10105025,0.26499826,-0.26499825,0.51193730,-0.51193727
-5.84392196,5.34731815,-5.34731796,0.02459504,-0.02459504,0.49049861,-0.49049866,1.66600242,-1.66600229,1.35284245,-1.35284246,0.08037471,-0.08037472,2.09064143,-2.09064129,0.25692391,-0.25692391,0.49972677,-0.49972674
-5.83791896,5.31723826,-5.31723808,0.02349790,-0.02349790,0.48736310,-0.48736315,1.66380758,-1.66380744,1.36883339,-1.36883340,0.08023904,-0.08023905,2.08400007,-2.08399993,0.24892061,-0.24892060,0.48800332,-0.48800329
-5.83191596,5.29903802,-5.29903784,0.02249389,-0.02249388,0.48601882,-0.48601887,1.66314447,-1.66314433,1.39158549,-1.39158551,0.08034368,-0.08034370,2.08108958,-2.08108945,0.24108571,-0.24108570,0.47679127,-0.47679124
-5.82591296,5.29254940,-5.29254923,0.02158368,-0.02158368,0.48643681,-0.48643686,1.66390502,-1.66390488,1.42118244,-1.42118247,0.08066045,-0.08066046,2.08179203,-2.08179190,0.23351180,-0.23351179,0.46609990,-0.46609987
-5.81990995,5.29735156,-5.29735140,0.02076618,-0.02076618,0.48855129,-0.48855135,1.66593837,-1.66593822,1.45758543,-1.45758546,0.08115503,-0.08115505,2.08590501,-2.08590487,0.22628413,-0.22628412,0.45592407,-0.45592404
-5.81390695,5.31277217,-5.31277202,0.02003869,-0.02003869,0.49226225,-0.49226230,1.66905334,-1.66905320,1.50062319,-1.50062323,0.08178810,-0.08178811,2.09314120,-2.09314106,0.21947836,-0.21947835,0.44624538,-0.44624535
-5.80790395,5.33789642,-5.33789629,0.01939714,-0.01939714,0.49743883,-0.49743888,1.67302233,-1.67302218,1.54998582,-1.54998587,0.08251652,-0.08251653,2.10313097,-2.10313084,0.21315877,-0.21315876,0.43703360,-0.43703357
-5.80190095,5.37158417,-5.37158404,0.01883638,-0.01883638,0.50392350,-0.50392355,1.67758632,-1.67758617,1.60522281,-1.60522286,0.08329473,-0.08329474,2.11542828,-2.11542815,0.20737690,-0.20737689,0.42824849,-0.42824846
-5.79589795,5.41249491,-5.41249479,0.01835044,-0.01835044,0.51153680,-0.51153685,1.68246125,-1.68246111,1.66574585,-1.66574591,0.08407609,-0.08407610,2.12951964,-2.12951953,0.20217073,-0.20217072,0.41984182,-0.41984180
-5.78989495,5.45912039,-5.45912029,0.01793277,-0.01793277,0.52008263,-0.52008268,1.68734528,-1.68734515,1.73083667,-1.73083673,0.08481432,-0.08481434,2.14483637,-2.14483626,0.19756453,-0.19756451,0.41175964,-0.41175962
-5.78389195,5.50982396,-5.50982387,0.01757656,-0.01757656,0.52935385,-0.52935390,1.69192699,-1.69192686,1.79965976,-1.79965983,0.08546492,-0.08546493,2.16076942,-2.16076933,0.19356906,-0.19356904,0.40394456,-0.40394453
-5.77788894,5.56288560,-5.56288553,0.01727494,-0.01727494,0.53913819,-0.53913823,1.69589413,-1.69589400,1.87128010,-1.87128016,0.08598644,-0.08598645,2.17668672,-2.17668663,0.19018251,-0.19018249,0.39633810,-0.39633808
-5.77188594,5.61655143,-5.61655137,0.01702121,-0.01702121,0.54922409,-0.54922413,1.69894283,-1.69894272,1.94468517,-1.94468524,0.08634179,-0.08634179,2.19195222,-2.19195214,0.18739177,-0.18739175,0.38888302,-0.38888300
-5.76588294,5.66908596,-5.66908591,0.01680905,-0.01680905,0.55940655,-0.55940659,1.70078703,-1.70078692,2.01881087,-2.01881093,0.08649926,-0.08649927,2.20594621,-2.20594614,0.18517417,-0.18517416,0.38152539,-0.38152538
-5.75987994,5.71882550,-5.71882546,0.01663268,-0.01663268,0.56949263,-0.56949266,1.70116776,-1.70116766,2.09257032,-2.09257039,0.08643353,-0.08643353,2.21808608,-2.21808602,0.18349955,-0.18349953,0.37421659,-0.37421658
-5.75387694,5.76423084,-5.76423081,0.01648699,-0.01648699,0.57930652,-0.57930654,1.69986224,-1.69986215,2.16488481,-2.16488488,0.08612630,-0.08612630,2.22784686,-2.22784681,0.18233251,-0.18233250,0.36691496,-0.36691495
-5.74787394,5.80393751,-5.80393749,0.01636765,-0.01636765,0.58869407,-0.58869408,1.69669244,-1.69669235,2.23471557,-2.23471563,0.08556682,-0.08556682,2.23478086,-2.23478082,0.18163488,-0.18163487,0.35958721,-0.35958720
-5.74187094,5.83680170,-5.83680169,0.01627119,-0.01627119,0.59752655,-0.59752656,1.69153295,-1.69153288,2.30109542,-2.30109548,0.08475215,-0.08475215,2.23853561,-2.23853559,0.18136814,-0.18136812,0.35220947,-0.35220946
-5.73586793,5.86194052,-5.86194052,0.01619504,-0.01619505,0.60570367,-0.60570367,1.68431794,-1.68431788,2.36315909,-2.36315915,0.08368710,-0.08368709,2.23886957,-2.23886956,0.18149576,-0.18149574,0.34476805,-0.34476804
-5.72986493,5.87876490,-5.87876491,0.01613758,-0.01613758,0.61315565,-0.61315565,1.67504700,-1.67504695,2.42017097,-2.42017103,0.08238399,-0.08238399,2.23566488,-2.23566487,0.18198547,-0.18198545,0.33725984,-0.33725983
-5.72386193,5.88700419,-5.88700421,0.01609810,-0.01609810,0.61984442,-0.61984441,1.66378969,-1.66378965,2.47154952,-2.47154957,0.08086218,-0.08086217,2.22893681,-2.22893681,0.18281113,-0.18281112,0.32969239,-0.32969238
-5.71785893,5.88672155,-5.88672158,0.01607683,-0.01607684,0.62576385,-0.62576384,1.65068858,-1.65068855,2.51688710,-2.51688716,0.07914727,-0.07914726,2.21883947,-2.21883949,0.18395440,-0.18395438,0.32208370,-0.32208370
-5.71185593,5.87831944,-5.87831948,0.01607491,-0.01607491,0.63093912,-0.63093910,1.63596068,-1.63596066,2.55596484,-2.55596489,0.07727030,-0.07727029,2.20566746,-2.20566748,0.18540587,-0.18540586,0.31446176,-0.31446176
-5.70585293,5.86253511,-5.86253515,0.01609429,-0.01609429,0.63542520,-0.63542518,1.61989696,-1.61989695,2.58876160,-2.58876165,0.07526660,-0.07526659,2.18985326,-2.18985329,0.18716590,-0.18716588,0.30686374,-0.30686374
-5.69984992,5.84042597,-5.84042602,0.01613773,-0.01613773,0.63930461,-0.63930459,1.60285996,-1.60285995,2.61545703,-2.61545707,0.07317472,-0.07317471,2.17196050,-2.17196053,0.18924484,-0.18924483,0.29933507,-0.29933507
-5.69384692,5.81334525,-5.81334530,0.01620867,-0.01620867,0.64268443,-0.64268441,1.58527925,-1.58527925,2.63642821,-2.63642825,0.07103516,-0.07103515,2.15267288,-2.15267291,0.19166287,-0.19166286,0.29192824,-0.29192824
-5.68784392,5.78290834,-5.78290839,0.01631117,-0.01631117,0.64569282,-0.64569280,1.56764472,-1.56764472,2.65224023,-2.65224027,0.06888917,-0.06888916,2.13277912,-2.13277915,0.19444924,-0.19444923,0.28470144,-0.28470145
-5.68184092,5.75095073,-5.75095078,0.01644975,-0.01644976,0.64847501,-0.64847499,1.55049761,-1.55049762,2.66363062,-2.66363065,0.06677757,-0.06677756,2.11315412,-2.11315416,0.19764114,-0.19764112,0.27771708,-0.27771708
-5.67583792,5.71947834,-5.71947839,0.01662927,-0.01662928,0.65118894,-0.65118892,1.53441935,-1.53441936,2.67148826,-2.67148828,0.06473963,-0.06473962,2.09473668,-2.09473672,0.20128201,-0.20128199,0.27104007,-0.27104008
-5.66983492,5.69061149,-5.69061153,0.01685475,-0.01685475,0.65400062,-0.65400060,1.52001817,-1.52001818,2.67682718,-2.67682720,0.06281209,-0.06281207,2.07850427,-2.07850430,0.20541953,-0.20541951,0.26473613,-0.26473613
-5.66383192,5.66652359,-5.66652362,0.01713118,-0.01713119,0.65707932,-0.65707930,1.50791382,-1.50791383,2.68075601,-2.68075602,0.06102826,-0.06102824,2.06544532,-2.06544535,0.21010317,-0.21010315,0.25886983,-0.25886983
-5.65782891,5.64937613,-5.64937614,0.01746332,-0.01746332,0.66059263,-0.66059261,1.49872051,-1.49872052,2.68444380,-2.68444381,0.05941735,-0.05941734,2.05652978,-2.05652981,0.21538152,-0.21538151,0.25350272,-0.25350273
-5.65182591,5.64125133,-5.64125132,0.01785543,-0.01785543,0.66470149,-0.66470147,1.49302844,-1.49302845,2.68908324,-2.68908324,0.05800392,-0.05800390,2.05267860,-2.05267861,0.22129937,-0.22129935,0.24869133,-0.24869134
-5.64582291,5.64408411,-5.64408409,0.01831107,-0.01831107,0.66955524,-0.66955522,1.49138450,-1.49138450,2.69585219,-2.69585218,0.05680747,-0.05680746,2.05473284,-2.05473284,0.22789462,-0.22789460,0.24448517,-0.24448517
-5.63981991,5.65959528,-5.65959522,0.01883280,-0.01883280,0.67528678,-0.67528675,1.49427247,-1.49427246,2.70587464,-2.70587461,0.05584228,-0.05584226,2.06342345,-2.06342344,0.23519526,-0.23519524,0.24092482,-0.24092483
-5.63381691,5.68922753,-5.68922745,0.01942196,-0.01942196,0.68200790,-0.68200788,1.50209356,-1.50209355,2.72018226,-2.72018222,0.05511724,-0.05511723,2.07934256,-2.07934254,0.24321634,-0.24321632,0.23804014,-0.23804014
-5.62781391,5.73408654,-5.73408643,0.02007839,-0.02007839,0.68980492,-0.68980490,1.51514791,-1.51514790,2.73967768,-2.73967764,0.05463601,-0.05463600,2.10291717,-2.10291713,0.25195719,-0.25195716,0.23584852,-0.23584853
-5.62181091,5.79488887,-5.79488873,0.02080028,-0.02080028,0.69873472,-0.69873470,1.53361777,-1.53361775,2.76510077,-2.76510071,0.05439710,-0.05439709,2.13438635,-2.13438630,0.26139893,-0.26139890,0.23435358,-0.23435358
-5.61580790,5.87191890,-5.87191873,0.02158391,-0.02158391,0.70882124,-0.70882122,1.55755317,-1.55755314,2.79699896,-2.79699889,0.05439414,-0.05439413,2.17378289,-2.17378282,0.27150243,-0.27150239,0.23354393,-0.23354393
-5.60980490,5.96499662,-5.96499641,0.02242361,-0.02242361,0.72005277,-0.72005274,1.58686085,-1.58686082,2.83570292,-2.83570283,0.05461624,-0.05461623,2.22092022,-2.22092013,0.28220684,-0.28220680,0.23339251,-0.23339251
-5.60380190,6.07345811,-6.07345787,0.02331164,-0.02331164,0.73237993,-0.73237991,1.62129712,-1.62129708,2.88130843,-2.88130833,0.05504832,-0.05504831,2.27538554,-2.27538544,0.29342882,-0.29342878,0.23385624,-0.23385625
-5.59779890,6.19615023,-6.19614996,0.02423824,-0.02423824,0.74571477,-0.74571475,1.66046517,-1.66046512,2.93366551,-2.93366539,0.05567161,-0.05567160,2.33653976,-2.33653965,0.30506250,-0.30506246,0.23487621,-0.23487621
-5.59179590,6.33144064,-6.33144034,0.02519173,-0.02519173,0.75993085,-0.75993083,1.70381738,-1.70381733,2.99237520,-2.99237507,0.05646405,-0.05646404,2.40352468,-2.40352455,0.31698033,-0.31698028,0.23637833,-0.23637833
-5.58579290,6.47724378,-6.47724345,0.02615866,-0.02615866,0.77486461,-0.77486459,1.75066283,-1.75066277,3.05679476,-3.05679461,0.05740083,-0.05740083,2.47527767,-2.47527753,0.32903481,-0.32903477,0.23827462,-0.23827462
-5.57978989,6.63106297,-6.63106263,0.02712415,-0.02712415,0.79031804,-0.79031801,1.80018005,-1.80017999,3.12605103,-3.12605087,0.05845494,-0.05845493,2.55055383,-2.55055369,0.34106118,-0.34106114,0.24046493,-0.24046493
-5.57378689,6.79004801,-6.79004764,0.02807218,-0.02807218,0.80606257,-0.80606255,1.85143483,-1.85143476,3.19906208,-3.19906191,0.05959767,-0.05959767,2.62795518,-2.62795502,0.35288092,-0.35288087,0.24283921,-0.24283921
-5.56778389,6.95106685,-6.95106647,0.02898604,-0.02898604,0.82184432,-0.82184429,1.90340270,-1.90340263,3.27456631,-3.27456614,0.06079929,-0.06079929,2.70596609,-2.70596594,0.36430611,-0.36430607,0.24528026,-0.24528025
-5.56178089,7.11078956,-7.11078917,0.02984882,-0.02984882,0.83739034,-0.83739032,1.95499539,-1.95499533,3.35115826,-3.35115809,0.06202959,-0.06202958,2.78299423,-2.78299407,0.37514450,-0.37514446,0.24766673,-0.24766672
-5.55577789,7.26578178,-7.26578139,0.03064390,-0.03064390,0.85241594,-0.85241592,2.00509040,-2.00509033,3.42732987,-3.42732968,0.06325852,-0.06325852,2.85741529,-2.85741514,0.38520499,-0.38520496,0.24987655,-0.24987654
-5.54977489,7.41260433,-7.41260394,0.03135553,-0.03135553,0.86663256,-0.86663254,2.05256259,-2.05256253,3.50151555,-3.50151537,0.06445690,-0.06445689,2.92762031,-2.92762016,0.39430359,-0.39430355,0.25179034,-0.25179034
-5.54377189,7.54791545,-7.54791507,0.03196932,-0.03196932,0.87975615,-0.87975613,2.09631678,-2.09631672,3.57213964,-3.57213945,0.06559697,-0.06559697,2.99206352,-2.99206337,0.40226927,-0.40226924,0.25329498,-0.25329497
-5.53776888,7.66857156,-7.66857120,0.03247277,-0.03247277,0.89151558,-0.89151557,2.13531980,-2.13531974,3.63766400,-3.63766382,0.06665308,-0.06665307,3.04930911,-3.04930898,0.40894981,-0.40894979,0.25428691,-0.25428690
-5.53176588,7.77172254,-7.77172219,0.03285569,-0.03285569,0.90166073,-0.90166071,2.16863105,-2.16863100,3.69663429,-3.69663411,0.06760222,-0.06760222,3.09807484,-3.09807472,0.41421708,-0.41421707,0.25467528,-0.25467527
-5.52576288,7.85489760,-7.85489728,0.03311057,-0.03311057,0.90996995,-0.90996994,2.19543018,-2.19543013,3.74772271,-3.74772254,0.06842462,-0.06842461,3.13727084,-3.13727074,0.41797165,-0.41797164,0.25438466,-0.25438465
-5.51975988,7.91607831,-7.91607801,0.03323287,-0.03323287,0.91625668,-0.91625667,2.21504079,-2.21504075,3.78976588,-3.78976572,0.06910413,-0.06910412,3.16603190,-3.16603181,0.42014651,-0.42014650,0.25335725,-0.25335724
-5.51375688,7.95375567,-7.95375540,0.03322118,-0.03322118,0.92037471,-0.92037470,2.22694942,-2.22694939,3.82179626,-3.82179611,0.06962862,-0.06962861,3.18374198,-3.18374191,0.42070958,-0.42070958,0.25155450,-0.25155449
-5.50775388,7.96696918,-7.96696895,0.03307723,-0.03307723,0.92222213,-0.92222212,2.23081892,-2.23081890,3.84306611,-3.84306596,0.06999020,-0.06999019,3.19005000,-3.19004995,0.41966506,-0.41966506,0.24895808,-0.24895807
-5.50175088,7.95532647,-7.95532627,0.03280587,-0.03280587,0.92174376,-0.92174376,2.22649600,-2.22649599,3.85306333,-3.85306319,0.07018532,-0.07018532,3.18487618,-3.18487613,0.41705329,-0.41705330,0.24557012,-0.24557010
-5.49574787,7.91900316,-7.91900300,0.03241487,-0.03241487,0.91893199,-0.91893199,2.21401266,-2.21401265,3.85151888,-3.85151876,0.07021480,-0.07021479,3.16840892,-3.16840889,0.41294936,-0.41294937,0.24141283,-0.24141282
-5.48974487,7.85872348,-7.85872335,0.03191464,-0.03191464,0.91382609,-0.91382609,2.19358172,-2.19358172,3.83840594,-3.83840584,0.07008361,-0.07008360,3.14109259,-3.14109258,0.40746033,-0.40746035,0.23652744,-0.23652743
-5.48374187,7.77572321,-7.77572311,0.03131781,-0.03131781,0.90651020,-0.90651020,2.16558682,-2.16558682,3.81393132,-3.81393122,0.06980061,-0.06980061,3.10360676,-3.10360676,0.40072131,-0.40072133,0.23097248,-0.23097247
-5.47773887,7.67169716,-7.67169709,0.03063887,-0.03063887,0.89711005,-0.89711005,2.13056752,-2.13056753,3.77852002,-3.77851994,0.06937820,-0.06937819,3.05683821,-3.05683822,0.39289050,-0.39289053,0.22482166,-0.22482165
-5.47173587,7.54873432,-7.54873428,0.02989361,-0.02989361,0.88578877,-0.88578878,2.08920031,-2.08920033,3.73279420,-3.73279413,0.06883175,-0.06883174,3.00184705,-3.00184707,0.38414353,-0.38414356,0.21816127,-0.21816126
-5.46573287,7.40924388,-7.40924386,0.02909867,-0.02909867,0.87274201,-0.87274203,2.04227643,-2.04227645,3.67754766,-3.67754760,0.06817912,-0.06817911,2.93982861,-2.93982865,0.37466724,-0.37466727,0.21108735,-0.21108734
-5.45972986,7.25587608,-7.25587608,0.02827101,-0.02827101,0.85819263,-0.85819264,1.99067758,-1.99067761,3.61371749,-3.61371744,0.06744004,-0.06744003,2.87207302,-2.87207306,0.36465335,-0.36465338,0.20370268,-0.20370267
-5.45372686,7.09144140,-7.09144142,0.02742748,-0.02742748,0.84238524,-0.84238526,1.93535054,-1.93535057,3.54235432,-3.54235428,0.06663553,-0.06663552,2.79992413,-2.79992417,0.35429220,-0.35429223,0.19611376,-0.19611375
-5.44772386,6.91883178,-6.91883181,0.02658436,-0.02658436,0.82558088,-0.82558090,1.87728158,-1.87728162,3.46459240,-3.46459237,0.06578733,-0.06578732,2.72473978,-2.72473983,0.34376694,-0.34376697,0.18842791,-0.18842790
-5.44172086,6.74094695,-6.74094699,0.02575704,-0.02575704,0.80805192,-0.80805194,1.81747180,-1.81747184,3.38162089,-3.38162087,0.06491738,-0.06491737,2.64785481,-2.64785485,0.33324837,-0.33324840,0.18075054,-0.18075054
-5.43571786,6.56062855,-6.56062860,0.02495974,-0.02495974,0.79007741,-0.79007744,1.75691390,-1.75691395,3.29465723,-3.29465721,0.06404738,-0.06404737,2.57054831,-2.57054836,0.32289070,-0.32289073,0.17318275,-0.17318274
-5.42971486,6.38060401,-6.38060408,0.02420536,-0.02420536,0.77193890,-0.77193893,1.69657129,-1.69657134,3.20492342,-3.20492341,0.06319846,-0.06319846,2.49401620,-2.49401625,0.31282828,-0.31282831,0.16581926,-0.16581926
-5.42371186,6.20344136,-6.20344144,0.02350532,-0.02350532,0.75391677,-0.75391680,1.63735973,-1.63735978,3.11362566,-3.11362566,0.06239093,-0.06239092,2.41934974,-2.41934978,0.30317364,-0.30317366,0.15874678,-0.15874678
-5.41770885,6.03151556,-6.03151564,0.02286960,-0.02286960,0.73628700,-0.73628703,1.58013201,-1.58013207,3.02193746,-3.02193747,0.06164409,-0.06164409,2.34752042,-2.34752046,0.29401651,-0.29401654,0.15204278,-0.15204278
-5.41170585,5.86698603,-5.86698613,0.02230675,-0.02230675,0.71931835,-0.71931839,1.52566566,-1.52566572,2.93098627,-2.93098628,0.06097624,-0.06097623,2.27937129,-2.27937133,0.28542421,-0.28542423,0.14577468,-0.14577468
-5.40570285,5.71178461,-5.71178471,0.02182404,-0.02182404,0.70326976,-0.70326981,1.47465367,-1.47465372,2.84184315,-2.84184317,0.06040461,-0.06040461,2.21561418,-2.21561423,0.27744289,-0.27744291,0.13999943,-0.13999943
-5.39969985,5.56761234,-5.56761246,0.02142756,-0.02142756,0.68838788,-0.68838793,1.42769806,-1.42769812,2.75551528,-2.75551531,0.05994549,-0.05994549,2.15683239,-2.15683243,0.27009985,-0.27009987,0.13476348,-0.13476348
-5.39369685,5.43594344,-5.43594357,0.02112242,-0.02112242,0.67490459,-0.67490464,1.38530611,-1.38530618,2.67294033,-2.67294037,0.05961428,-0.05961428,2.10348777,-2.10348781,0.26340649,-0.26340651,0.13010299,-0.13010299
-5.38769385,5.31803426,-5.31803442,0.02091289,-0.02091289,0.66303437,-0.66303443,1.34788872,-1.34788879,2.59498243,-2.59498249,0.05942554,-0.05942554,2.05593124,-2.05593128,0.25736175,-0.25736176,0.12604430,-0.12604430
-5.38169085,5.21493510,-5.21493528,0.02080255,-0.02080255,0.65297150,-0.65297157,1.31576072,-1.31576080,2.52242875,-2.52242882,0.05939308,-0.05939308,2.01441553,-2.01441558,0.25195584,-0.25195586,0.12260455,-0.12260455
-5.37568784,5.12750274,-5.12750296,0.02079437,-0.02079437,0.64488694,-0.64488702,1.28914265,-1.28914273,2.45598626,-2.45598634,0.05952985,-0.05952986,1.97910896,-1.97910902,0.24717403,-0.24717404,0.11979239,-0.11979240
-5.36968484,5.05641192,-5.05641217,0.02089078,-0.02089078,0.63892496,-0.63892504,1.26816361,-1.26816370,2.39627812,-2.39627822,0.05984788,-0.05984788,1.95010901,-1.95010908,0.24300008,-0.24300009,0.11760878,-0.11760879
-5.36368184,5.00216410,-5.00216438,0.02109367,-0.02109367,0.63519955,-0.63519964,1.25286493,-1.25286503,2.34383940,-2.34383952,0.06035799,-0.06035799,1.92745485,-1.92745492,0.23941945,-0.23941946,0.11604765,-0.11604766
-5.35767884,4.96509252,-4.96509284,0.02140428,-0.02140428,0.63379082,-0.63379092,1.24320435,-1.24320446,2.29911180,-2.29911194,0.06106950,-0.06106951,1.91113771,-1.91113779,0.23642177,-0.23642178,0.11509662,-0.11509663
-5.35167584,4.94536298,-4.94536334,0.02182307,-0.02182307,0.63474135,-0.63474145,1.23906047,-1.23906059,2.26243761,-2.26243776,0.06198978,-0.06198979,1.90110873,-1.90110882,0.23400268,-0.23400270,0.11473757,-0.11473758
-5.34567284,4.94297022,-4.94297061,0.02234955,-0.02234955,0.63805285,-0.63805296,1.24023745,-1.24023758,2.23405286,-2.23405303,0.06312370,-0.06312371,1.89728370,-1.89728380,0.23216485,-0.23216487,0.11494708,-0.11494709
