energy_ev,total_up,Cu_p_up,Cu_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-2.98649325,11.48374941,0.84788829,9.35017115,0.04829383,0.03272169,0.13200541,0.14601552,1.54896683
-2.98049025,11.42124243,0.84200656,9.31066782,0.04807600,0.03238653,0.13064604,0.14394610,1.52979129
-2.97448724,11.29490601,0.83185160,9.21860456,0.04754125,0.03185904,0.12864807,0.14110742,1.50263199
-2.96848424,11.10709393,0.81766471,9.07566273,0.04670241,0.03114963,0.12605099,0.13755567,1.46797677
-2.96248124,10.86162203,0.79978199,8.88475519,0.04557904,0.03027190,0.12290795,0.13336022,1.42647875
-2.95647824,10.56365251,0.77862608,8.64993684,0.04419674,0.02924221,0.11928421,0.12860171,1.37893640
-2.95047524,10.21954317,0.75469625,8.37628429,0.04258637,0.02807914,0.11525550,0.12336992,1.32627069
-2.94447224,9.83666714,0.72855716,8.06974934,0.04078300,0.02680301,0.11090615,0.11776146,1.26950028
-2.93846923,9.42320987,0.70082638,7.73699155,0.03882484,0.02543526,0.10632714,0.11187750,1.20971539
-2.93246623,8.98795000,0.67216119,7.38519586,0.03675212,0.02399795,0.10161411,0.10582150,1.14805125
-2.92646323,8.54003149,0.64324470,7.02188146,0.03460586,0.02251316,0.09686528,0.09969696,1.08566174
-2.92046023,8.08873380,0.61477169,6.65470773,0.03242677,0.02100255,0.09217945,0.09360543,1.02369399
-2.91445723,7.64324667,0.58743432,6.29128329,0.03025418,0.01948686,0.08765399,0.08764458,0.96326427
-2.90845423,7.21245525,0.56190787,5.93898304,0.02812506,0.01798554,0.08338289,0.08190650,0.90543567
-2.90245123,6.80474058,0.53883676,5.60477793,0.02607321,0.01651643,0.07945491,0.07647626,0.85119797
-2.89644822,6.42779964,0.51882088,5.29508113,0.02412856,0.01509554,0.07595182,0.07143055,0.80144960
-2.89044522,6.08848796,0.50240261,5.01561361,0.02231664,0.01373686,0.07294675,0.06683672,0.75698220
-2.88444222,5.79268756,0.49005441,4.77129143,0.02065826,0.01245228,0.07050270,0.06275185,0.71846744
-2.87843922,5.54520151,0.48216750,4.56613630,0.01916931,0.01125163,0.06867117,0.05922213,0.68644645
-2.87243622,5.34967665,0.47904157,4.40321043,0.01786068,0.01014269,0.06749106,0.05628238,0.66132173
-2.86643322,5.20855486,0.48087596,4.28457634,0.01673843,0.00913137,0.06698768,0.05395574,0.64335146
-2.86043022,5.12305348,0.48776255,4.21128187,0.01580394,0.00822185,0.06717211,0.05225360,0.63264658
-2.85442721,5.09317483,0.49968065,4.18337030,0.01505428,0.00741689,0.06804082,0.05117560,0.62917031
-2.84842421,5.11774504,0.51649431,4.19991558,0.01448260,0.00671807,0.06957557,0.05070992,0.63274059
-2.84242121,5.19448172,0.53795218,4.25908196,0.01407864,0.00612611,0.07174377,0.05083370,0.64303526
-2.83641821,5.32009004,0.56369050,4.35820753,0.01382920,0.00564124,0.07449916,0.05151364,0.65960035
-2.83041521,5.49038626,0.59323917,4.49391050,0.01371873,0.00526356,0.07778295,0.05270685,0.68186132
-2.82441221,5.70044710,0.62603120,4.66221664,0.01372992,0.00499337,0.08152536,0.05436191,0.70913750
-2.81840920,5.94478273,0.66141560,4.85870585,0.01384425,0.00483159,0.08564756,0.05642010,0.74065958
-2.81240620,6.21753003,0.69867342,5.07867467,0.01404260,0.00478007,0.09006407,0.05881689,0.77558988
-2.80640320,6.51266196,0.73703689,5.31731127,0.01430579,0.00484194,0.09468544,0.06148359,0.81304528
-2.80040020,6.82420738,0.77571101,5.56987800,0.01461514,0.00502192,0.09942120,0.06434916,0.85212213
-2.79439720,7.14647489,0.81389722,5.83189602,0.01495299,0.00532650,0.10418307,0.06734218,0.89192257
-2.78839420,7.47427298,0.85081809,6.09932565,0.01530313,0.00576419,0.10888813,0.07039283,0.93158155
-2.78239120,7.80311808,0.88574245,6.36873538,0.01565126,0.00634557,0.11346203,0.07343488,0.97029344
-2.77638819,8.12942148,0.91800973,6.63745222,0.01598531,0.00708332,0.11784199,0.07640766,1.00733734
-2.77038519,8.45064621,0.94705264,6.90368593,0.01629575,0.00799213,0.12197945,0.07925779,1.04209994
-2.76438219,8.76542515,0.97241702,7.16662021,0.01657580,0.00908844,0.12584231,0.08194074,1.07409491
-2.75837919,9.07363270,0.99377807,7.42646458,0.01682154,0.01039016,0.12941657,0.08442205,1.10297782
-2.75237619,9.37640392,1.01095195,7.68446197,0.01703192,0.01191615,0.13270727,0.08667814,1.12855575
-2.74637319,9.67609668,1.02390225,7.94284885,0.01720878,0.01368564,0.13573874,0.08869674,1.15079086
-2.74037019,9.97619539,1.03274072,8.20476656,0.01735660,0.01571751,0.13855397,0.09047682,1.16979779
-2.73436718,10.28115696,1.03772227,8.47412500,0.01748233,0.01802940,0.14121323,0.09202797,1.18583446
-2.72836418,10.59620328,1.03923417,8.75542205,0.01759503,0.02063687,0.14379191,0.09336946,1.19928682
-2.72236118,10.92706690,1.03778003,9.05352495,0.01770549,0.02355231,0.14637765,0.09452871,1.21064801
-2.71635818,11.27969983,1.03395897,9.37342166,0.01782581,0.02678402,0.14906681,0.09553949,1.22049274
-2.71035518,11.65995769,1.02844112,9.71995287,0.01796888,0.03033513,0.15196061,0.09643980,1.22944818
-2.70435218,12.07327336,1.02194041,10.09753644,0.01814791,0.03420275,0.15516088,0.09726959,1.23816278
-2.69834917,12.52433571,1.01518593,10.50989740,0.01837595,0.03837710,0.15876568,0.09806842,1.24727435
-2.69234617,13.01678938,1.00889315,10.95981703,0.01866542,0.04284091,0.16286513,0.09887315,1.25737917
-2.68634317,13.55297136,1.00373634,11.44891408,0.01902770,0.04756898,0.16753735,0.09971594,1.26900373
-2.68034017,14.13369873,1.00032343,11.97747037,0.01947283,0.05252804,0.17284497,0.10062240,1.28258036
-2.67433717,14.75812010,0.99917439,12.54431113,0.02000922,0.05767692,0.17883220,0.10161023,1.29842812
-2.66833417,15.42364021,1.00070414,13.14674809,0.02064353,0.06296702,0.18552269,0.10268839,1.31673994
-2.66233117,16.12592381,1.00521053,13.78059035,0.02138059,0.06834311,0.19291813,0.10385666,1.33757650
-2.65632816,16.85898109,1.01286794,14.44022504,0.02222348,0.07374451,0.20099786,0.10510591,1.36086717
-2.65032516,17.61533257,1.02372650,15.11876568,0.02317366,0.07910653,0.20971931,0.10641873,1.38641784
-2.64432216,18.38624729,1.03771686,15.80826332,0.02423121,0.08436219,0.21901933,0.10777069,1.41392505
-2.63831916,19.16204427,1.05465993,16.49997148,0.02539509,0.08944416,0.22881631,0.10913193,1.44299560
-2.63231616,19.93244344,1.07428100,17.18465347,0.02666353,0.09428680,0.23901299,0.11046905,1.47317038
-2.62631316,20.68694960,1.09622729,17.85291785,0.02803434,0.09882826,0.24949979,0.11174723,1.50395096
-2.62031016,21.41525091,1.12008788,18.49556614,0.02950526,0.10301256,0.26015852,0.11293237,1.53482748
-2.61430715,22.10761234,1.14541490,19.10393617,0.03107426,0.10679147,0.27086628,0.11399321,1.56530610
-2.60830415,22.75524452,1.17174474,19.67022412,0.03273980,0.11012618,0.28149929,0.11490314,1.59493458
-2.60230115,23.35062959,1.19861828,20.18776941,0.03450093,0.11298864,0.29193662,0.11564184,1.62332434
-2.59629815,23.88778771,1.22559897,20.65128821,0.03635735,0.11536252,0.30206350,0.11619645,1.65016809
-2.59029515,24.36247086,1.25228809,21.05704417,0.03830936,0.11724367,0.31177412,0.11656222,1.67525178
-2.58429215,24.77227455,1.27833621,21.40294777,0.04035764,0.11864012,0.32097388,0.11674277,1.69846055
-2.57828914,25.11666219,1.30345077,21.68857984,0.04250294,0.11957157,0.32958086,0.11674974,1.71977832
-2.57228614,25.39690160,1.32739937,21.91513848,0.04474571,0.12006841,0.33752666,0.11660203,1.73928122
-2.56628314,25.61591792,1.35000883,22.08531278,0.04708559,0.12017025,0.34475648,0.11632453,1.75712540
-2.56028014,25.77807143,1.37116056,22.20309064,0.04952095,0.11992414,0.35122862,0.11594660,1.77352999
-2.55427714,25.88887302,1.39078254,22.27351133,0.05204828,0.11938239,0.35691333,0.11550019,1.78875640
-2.54827414,25.95465313,1.40883881,22.30237643,0.05466178,0.11860028,0.36179136,0.11501791,1.80308519
-2.54227114,25.98220236,1.42531724,22.29593480,0.05735294,0.11763364,0.36585214,0.11453100,1.81679201
-2.53626813,25.97840336,1.44021668,22.26055841,0.06011019,0.11653643,0.36909194,0.11406744,1.83012397
-2.53026513,25.94987364,1.45353425,22.20242626,0.06291883,0.11535851,0.37151196,0.11365027,1.84327796
-2.52426213,25.90263819,1.46525398,22.12723265,0.06576100,0.11414361,0.37311682,0.11329610,1.85638207
-2.51825913,25.84184868,1.47533737,22.03993457,0.06861594,0.11292765,0.37391319,0.11301411,1.86948130
-2.51225613,25.77156315,1.48371677,21.94455058,0.07146041,0.11173751,0.37390901,0.11280540,1.88252830
-2.50625313,25.69459629,1.49029197,21.84402017,0.07426930,0.11059015,0.37311315,0.11266279,1.89537968
-2.50025013,25.61244652,1.49493020,21.74012919,0.07701645,0.10949242,0.37153562,0.11257108,1.90779809
-2.49424712,25.52530110,1.49746978,21.63350312,0.07967555,0.10844114,0.36918829,0.11250768,1.91945988
-2.48824412,25.43211650,1.49772693,21.52366574,0.08222116,0.10742387,0.36608604,0.11244371,1.92996796
-2.48224112,25.33076672,1.49550551,21.40915757,0.08462978,0.10641998,0.36224823,0.11234533,1.93886905
-2.47623812,25.21824872,1.49060896,21.28770489,0.08688088,0.10540213,0.35770035,0.11217534,1.94567434
-2.47023512,25.09093097,1.48285366,21.15642764,0.08895783,0.10433803,0.35247579,0.11189491,1.94988253
-2.46423212,24.94482945,1.47208284,21.01207263,0.09084870,0.10319245,0.34661733,0.11146539,1.95100379
-2.45822911,24.77589381,1.45818017,20.85125767,0.09254682,0.10192918,0.34017854,0.11085006,1.94858349
-2.45222611,24.58028693,1.44108200,20.67071192,0.09405115,0.10051315,0.33322452,0.11001578,1.94222447
-2.44622311,24.35464180,1.42078770,20.46749868,0.09536627,0.09891229,0.32583229,0.10893439,1.93160652
-2.44022011,24.09628174,1.39736707,20.23920856,0.09650216,0.09709930,0.31809044,0.10758395,1.91650229
-2.43421711,23.80339269,1.37096473,19.98411301,0.09747359,0.09505303,0.31009814,0.10594957,1.89678889
-2.42821411,23.47513958,1.34180086,19.70127123,0.09829932,0.09275965,0.30196349,0.10402397,1.87245442
-2.42221111,23.11172259,1.31016846,19.39058653,0.09900096,0.09021330,0.29380127,0.10180772,1.84359966
-2.41620810,22.71437281,1.27642714,19.05281147,0.09960169,0.08741652,0.28573022,0.09930905,1.81043457
-2.41020510,22.28529059,1.24099391,18.68950415,0.10012489,0.08438009,0.27786996,0.09654348,1.77327026
-2.40420210,21.82753313,1.20433138,18.30294105,0.10059264,0.08112267,0.27033760,0.09353307,1.73250686
-2.39819910,21.34486061,1.16693424,17.89599411,0.10102434,0.07767000,0.26324452,0.09030553,1.68861816
-2.39219610,20.84155229,1.12931452,17.47198147,0.10143543,0.07405390,0.25669316,0.08689313,1.64213385
-2.38619310,20.32220516,1.09198663,17.03450239,0.10183625,0.07031101,0.25077419,0.08333150,1.59362057
-2.38019010,19.79152818,1.05545291,16.58726741,0.10223131,0.06648139,0.24556423,0.07965844,1.54366253
-2.37418709,19.25414448,1.02019033,16.13393413,0.10261874,0.06260711,0.24112411,0.07591274,1.49284302
-2.36818409,18.71441302,0.98663903,15.67795827,0.10299021,0.05873076,0.23749791,0.07213300,1.44172740
-2.36218109,18.17627881,0.95519315,15.22246798,0.10333114,0.05489413,0.23471271,0.06835670,1.39084853
-2.35617809,17.64315894,0.92619422,14.77016734,0.10362139,0.05113694,0.23277912,0.06461935,1.34069513
-2.35017509,17.11786856,0.89992732,14.32327291,0.10383620,0.04749576,0.23169257,0.06095378,1.29170334
-2.34417209,16.60258826,0.87661983,13.88348457,0.10394749,0.04400317,0.23143517,0.05738975,1.24425179
-2.33816908,16.09887179,0.85644275,13.45198997,0.10392534,0.04068713,0.23197813,0.05395363,1.19865990
-2.33216608,15.60769015,0.83951407,13.02949945,0.10373974,0.03757054,0.23328455,0.05066829,1.15518925
-2.32616308,15.12950653,0.82590386,12.61630687,0.10336225,0.03467111,0.23531238,0.04755320,1.11404754
-2.32016008,14.66437443,0.81564054,12.21237017,0.10276780,0.03200132,0.23801747,0.04462461,1.07539456
-2.31415708,14.21205090,0.80871767,11.81740509,0.10193626,0.02956872,0.24135642,0.04189581,1.03934944
-2.30815408,13.77211605,0.80510085,11.43098450,0.10085395,0.02737622,0.24528910,0.03937753,1.00599864
-2.30215108,13.34409038,0.80473409,11.05263669,0.09951470,0.02542258,0.24978076,0.03707828,0.97540383
-2.29614807,12.92754212,0.80754532,10.68193602,0.09792084,0.02370300,0.25480352,0.03500473,0.94760913
-2.29014507,12.52217825,0.81345052,10.31858050,0.09608358,0.02220969,0.26033719,0.03316204,0.92264715
-2.28414207,12.12791393,0.82235649,9.96245224,0.09402324,0.02093246,0.26636942,0.03155413,0.90054344
-2.27813907,11.74491742,0.83416190,9.61365789,0.09176890,0.01985937,0.27289505,0.03018383,0.88131906
-2.27213607,11.37362875,0.84875688,9.27254783,0.08935789,0.01897717,0.27991490,0.02905302,0.86499128
-2.26613307,11.01475282,0.86602115,8.93971439,0.08683476,0.01827185,0.28743389,0.02816258,0.85157229
-2.26013007,10.66922874,0.88582112,8.61597036,0.08425010,0.01772904,0.29545867,0.02751228,0.84106633
-2.25412706,10.33817902,0.90800615,8.30231072,0.08165909,0.01733426,0.30399498,0.02710065,0.83346545
-2.24812406,10.02284292,0.93240460,7.99986075,0.07911990,0.01707322,0.31304483,0.02692472,0.82874440
-2.24212106,9.72449933,0.95882002,7.70981489,0.07669196,0.01693197,0.32260367,0.02697970,0.82685511
-2.23611806,9.44438462,0.98702801,7.43337044,0.07443421,0.01689695,0.33265784,0.02725878,0.82772136
-2.23011506,9.18361116,1.01677420,7.17166061,0.07240348,0.01695507,0.34318234,0.02775278,0.83123411
-2.22411206,8.94309151,1.04777368,6.92569093,0.07065274,0.01709367,0.35413922,0.02844998,0.83724806
-2.21810905,8.72347294,1.07971230,6.69628258,0.06922975,0.01730050,0.36547663,0.02933594,0.84557974
-2.21210605,8.52508589,1.11224988,6.48402561,0.06817566,0.01756366,0.37712860,0.03039347,0.85600751
-2.20610305,8.34790892,1.14502544,6.28924422,0.06752396,0.01787155,0.38901575,0.03160264,0.86827364
-2.20010005,8.19155176,1.17766439,6.11197530,0.06729960,0.01821283,0.40104669,0.03294102,0.88208849
-2.19409705,8.05525658,1.20978734,5.95196078,0.06751838,0.01857644,0.41312033,0.03438393,0.89713666
-2.18809405,7.93791691,1.24102028,5.80865346,0.06818659,0.01895155,0.42512869,0.03590488,0.91308495
-2.18209105,7.83811237,1.27100552,5.68123520,0.06930093,0.01932766,0.43696037,0.03747616,0.92959160
-2.17608804,7.75415662,1.29941291,5.56864585,0.07084866,0.01969467,0.44850428,0.03906941,0.94631654
-2.17008504,7.68415544,1.32595062,5.46962078,0.07280801,0.02004297,0.45965343,0.04065641,0.96293194
-2.16408204,7.62607130,1.35037502,5.38273461,0.07514890,0.02036362,0.47030872,0.04220980,0.97913256
-2.15807904,7.57779061,1.37249873,5.30644863,0.07783379,0.02064844,0.48038229,0.04370387,0.99464534
-2.15207604,7.53719028,1.39219668,5.23915916,0.08081880,0.02089021,0.48980039,0.04511534,1.00923765
-2.14607304,7.50219982,1.40940941,5.17924480,0.08405506,0.02108283,0.49850549,0.04642409,1.02272376
-2.14007004,7.47085643,1.42414360,5.12511004,0.08749015,0.02122142,0.50645756,0.04761380,1.03496916
-2.13406703,7.44135064,1.43646947,5.07522395,0.09106971,0.02130243,0.51363443,0.04867249,1.04589260
-2.12806403,7.41206102,1.44651530,5.02815224,0.09473915,0.02132373,0.52003118,0.04959297,1.05546561
-2.12206103,7.38157719,1.45445919,4.98258225,0.09844539,0.02128461,0.52565866,0.05037310,1.06370968
-2.11605803,7.34871116,1.46051860,4.93734043,0.10213864,0.02118574,0.53054120,0.05101595,1.07069132
-2.11005503,7.31249776,1.46493800,4.89140246,0.10577405,0.02102913,0.53471371,0.05152973,1.07651522
-2.10405203,7.27218551,1.46797562,4.84389671,0.10931332,0.02081792,0.53821830,0.05192770,1.08131608
-2.09804902,7.22721981,1.46988975,4.79410197,0.11272607,0.02055627,0.54110077,0.05222775,1.08524949
-2.09204602,7.17722065,1.47092545,4.74144057,0.11599104,0.02024910,0.54340701,0.05245202,1.08848248
-2.08604302,7.12195711,1.47130249,4.68546829,0.11909687,0.01990187,0.54517981,0.05262628,1.09118418
-2.08004002,7.06132096,1.47120501,4.62586236,0.12204269,0.01952029,0.54645599,0.05277925,1.09351717
-2.07403702,6.99530136,1.47077350,4.56240877,0.12483816,0.01911008,0.54726429,0.05294181,1.09562985
-2.06803402,6.92396239,1.47009948,4.49499008,0.12750314,0.01867674,0.54762389,0.05314616,1.09765016
-2.06203102,6.84742468,1.46922313,4.42357440,0.13006693,0.01822530,0.54754388,0.05342487,1.09968086
-2.05602801,6.76585167,1.46813381,4.34820621,0.13256697,0.01776020,0.54702346,0.05380996,1.10179654
-2.05002501,6.67944082,1.46677335,4.26899909,0.13504721,0.01728508,0.54605294,0.05433191,1.10404219
-2.04402201,6.58841932,1.46504195,4.18613039,0.13755592,0.01680277,0.54461546,0.05501864,1.10643328
-2.03801901,6.49304355,1.46280610,4.09983737,0.14014332,0.01631527,0.54268918,0.05589459,1.10895728
-2.03201601,6.39360122,1.45990809,4.01041431,0.14285882,0.01582374,0.54024990,0.05697976,1.11157611
-2.02601301,6.29041489,1.45617666,3.91820989,0.14574815,0.01532861,0.53727386,0.05828879,1.11422953
-2.02001001,6.18384566,1.45143802,3.82362410,0.14885043,0.01482973,0.53374060,0.05983021,1.11683903
-2.01400700,6.07429576,1.44552692,3.72710406,0.15219532,0.01432648,0.52963563,0.06160572,1.11931204
-2.00800400,5.96220917,1.43829716,3.62913820,0.15580039,0.01381799,0.52495292,0.06360965,1.12154630
-2.00200100,5.84806975,1.42963123,3.53024846,0.15966885,0.01330329,0.51969698,0.06582859,1.12343412
-1.99599800,5.73239635,1.41944862,3.43098047,0.16378783,0.01278153,0.51388457,0.06824122,1.12486667
-1.98999500,5.61573542,1.40771272,3.33189188,0.16812718,0.01225211,0.50754590,0.07081838,1.12573796
-1.98399200,5.49865133,1.39443614,3.23353919,0.17263911,0.01171485,0.50072547,0.07352344,1.12594878
-1.97798899,5.38171527,1.37968430,3.13646381,0.17725851,0.01117008,0.49348238,0.07631286,1.12541045
-1.97198599,5.26549369,1.36357724,3.04117804,0.18190422,0.01061874,0.48589035,0.07913711,1.12404836
-1.96598299,5.15053726,1.34628984,2.94815192,0.18648103,0.01006241,0.47803727,0.08194188,1.12180554
-1.95997999,5.03737137,1.32805025,2.85780165,0.19088251,0.00950332,0.47002461,0.08466945,1.11864579
-1.95397699,4.92648889,1.30913667,2.77048056,0.19499452,0.00894434,0.46196632,0.08726042,1.11455678
-1.94797399,4.81834586,1.28987253,2.68647306,0.19869931,0.00838889,0.45398766,0.08965550,1.10955257
-1.94197099,4.71336027,1.27062005,2.60599212,0.20187996,0.00784095,0.44622361,0.09179746,1.10367563
-1.93596798,4.61191393,1.25177220,2.52918041,0.20442512,0.00730491,0.43881705,0.09363313,1.09699811
-1.92996498,4.51435708,1.23374327,2.45611499,0.20623358,0.00678556,0.43191663,0.09511531,1.08962210
-1.92396198,4.42101496,1.21695794,2.38681533,0.20721879,0.00628796,0.42567422,0.09620463,1.08167873
-1.91795898,4.33219564,1.20183920,2.32125397,0.20731279,0.00581745,0.42024213,0.09687109,1.07332605
-1.91195598,4.24819811,1.18879530,2.25936930,0.20646955,0.00537957,0.41576985,0.09709537,1.06474541
-1.90595298,4.16931957,1.17820606,2.20107942,0.20466746,0.00498004,0.41240056,0.09686981,1.05613660
-1.89994997,4.09586125,1.17040886,2.14629638,0.20191094,0.00462477,0.41026727,0.09619893,1.04771160
-1.89394697,4.02813176,1.16568501,2.09493980,0.19823090,0.00431989,0.40948888,0.09509953,1.03968737
-1.88794397,3.96644775,1.16424692,2.04694912,0.19368424,0.00407175,0.41016605,0.09360032,1.03227781
-1.88194097,3.91113142,1.16622664,2.00229374,0.18835226,0.00388699,0.41237723,0.09174115,1.02568535
-1.87593797,3.86250507,1.17166648,1.96098057,0.18233814,0.00377256,0.41617494,0.08957181,1.02009263
-1.86993497,3.82088290,1.18051234,1.92305849,0.17576355,0.00373574,0.42158239,0.08715047,1.01565474
-1.86393197,3.78656054,1.19261002,1.88861961,0.16876462,0.00378419,0.42859085,0.08454181,1.01249243
-1.85792896,3.75980308,1.20770520,1.85779720,0.16148743,0.00392589,0.43715765,0.08181502,1.01068675
-1.85192596,3.74083218,1.22544709,1.83076057,0.15408325,0.00416911,0.44720523,0.07904163,1.01027554
-1.84592296,3.72981324,1.24539598,1.80770706,0.14670377,0.00452229,0.45862116,0.07629330,1.01125192
-1.83991996,3.72684324,1.26703448,1.78885155,0.13949644,0.00499392,0.47125933,0.07363976,1.01356492
-1.83391696,3.73194004,1.28978212,1.77441414,0.13260030,0.00559235,0.48494228,0.07114681,1.01712235
-1.82791396,3.74503375,1.31301287,1.76460646,0.12614228,0.00632552,0.49946459,0.06887466,1.02179555
-1.82191096,3.76596054,1.33607481,1.75961739,0.12023421,0.00720066,0.51459744,0.06687645,1.02742604
-1.81590795,3.79445944,1.35831121,1.75959883,0.11497060,0.00822401,0.53009398,0.06519719,1.03383341
-1.80990495,3.83017221,1.37908216,1.76465230,0.11042726,0.00940044,0.54569562,0.06387301,1.04082422
-1.80390195,3.87264656,1.39778579,1.77481701,0.10666068,0.01073307,0.56113879,0.06293076,1.04820132
-1.79789895,3.92134279,1.41387823,1.79006021,0.10370825,0.01222299,0.57616222,0.06238803,1.05577313
-1.79189595,3.97564375,1.42689158,1.81027037,0.10158909,0.01386887,0.59051429,0.06225343,1.06336241
-1.78589295,4.03486825,1.43644906,1.83525363,0.10030550,0.01566678,0.60396044,0.06252712,1.07081412
-1.77988994,4.09828755,1.44227697,1.86473415,0.09984482,0.01760999,0.61629025,0.06320166,1.07800204
-1.77388694,4.16514488,1.44421302,1.89835835,0.10018155,0.01968886,0.62732407,0.06426293,1.08483397
-1.76788394,4.23467747,1.44221092,1.93570322,0.10127959,0.02189097,0.63691899,0.06569117,1.09125523
-1.76188094,4.30614064,1.43634116,1.97628851,0.10309448,0.02420124,0.64497396,0.06746207,1.09725062
-1.75587794,4.37883322,1.42678831,2.01959236,0.10557543,0.02660229,0.65143387,0.06954781,1.10284480
-1.74987494,4.45212345,1.41384487,2.06506973,0.10866708,0.02907490,0.65629244,0.07191799,1.10810109
-1.74387194,4.52547415,1.39790237,2.11217282,0.11231092,0.03159856,0.65959385,0.07454049,1.11311904
-1.73786893,4.59846605,1.37943995,2.16037240,0.11644629,0.03415224,0.66143290,0.07738207,1.11803085
-1.73186593,4.67081777,1.35901094,2.20917885,0.12101099,0.03671513,0.66195375,0.08040891,1.12299676
-1.72586293,4.74240114,1.33722799,2.25816179,0.12594147,0.03926747,0.66134699,0.08358689,1.12819970
-1.71985993,4.81325039,1.31474710,2.30696690,0.13117273,0.04179140,0.65984527,0.08688172,1.13383924
-1.71385693,4.88356393,1.29225090,2.35532885,0.13663804,0.04427178,0.65771730,0.09025895,1.14012502
-1.70785393,4.95369796,1.27043170,2.40307942,0.14226843,0.04669683,0.65526047,0.09368389,1.14726973
-1.70185093,5.02415110,1.24997446,2.45015005,0.14799231,0.04905880,0.65279211,0.09712145,1.15548176
-1.69584792,5.09554013,1.23153995,2.49656831,0.15373516,0.05135434,0.65063969,0.10053602,1.16495760
-1.68984492,5.16856728,1.21574850,2.54244858,0.15941951,0.05358472,0.64913025,0.10389138,1.17587411
-1.68384192,5.24398014,1.20316455,2.58797693,0.16496521,0.05575582,0.64857925,0.10715070,1.18838088
-1.67783892,5.32252593,1.19428221,2.63339136,0.17029023,0.05787793,0.64927949,0.11027676,1.20259281
-1.67183592,5.40490245,1.18951235,2.67895823,0.17531178,0.05996530,0.65149030,0.11323225,1.21858322
-1.66583292,5.49170827,1.18917141,2.72494654,0.17994801,0.06203546,0.65542762,0.11598035,1.23637780
-1.65982991,5.58339531,1.19347253,2.77160163,0.18412000,0.06410846,0.66125546,0.11848540,1.25594984
-1.65382691,5.68022682,1.20251916,2.81912006,0.18775414,0.06620591,0.66907906,0.12071385,1.27721683
-1.64782391,5.78224381,1.21630179,2.86762753,0.19078467,0.06834997,0.67894029,0.12263527,1.30003917
-1.64182091,5.88924254,1.23469791,2.91716121,0.19315627,0.07056238,0.69081552,0.12422347,1.32422101
-1.63581791,6.00076518,1.25747562,2.96765812,0.19482653,0.07286345,0.70461622,0.12545764,1.34951346
-1.62981491,6.11610492,1.28430078,3.01895023,0.19576811,0.07527122,0.72019230,0.12632349,1.37562047
-1.62381191,6.23432603,1.31474787,3.07076697,0.19597049,0.07780072,0.73733826,0.12681419,1.40220709
-1.61780890,6.35429817,1.34831396,3.12274497,0.19544111,0.08046344,0.75580167,0.12693121,1.42891008
-1.61180590,6.47474339,1.38443567,3.17444455,0.19420574,0.08326693,0.77529390,0.12668484,1.45535036
-1.60580290,6.59429326,1.42250813,3.22537194,0.19230817,0.08621473,0.79550237,0.12609450,1.48114686
-1.59979990,6.71155268,1.46190533,3.27500548,0.18980903,0.08930636,0.81610372,0.12518860,1.50593099
-1.59379690,6.82516624,1.50200064,3.32282420,0.18678386,0.09253754,0.83677729,0.12400411,1.52936104
-1.58779390,6.93388293,1.54218665,3.36833650,0.18332043,0.09590057,0.85721802,0.12258576,1.55113553
-1.58179090,7.03661454,1.58189317,3.41110688,0.17951555,0.09938470,0.87714814,0.12098487,1.57100481
-1.57578789,7.13248363,1.62060243,3.45077858,0.17547137,0.10297669,0.89632690,0.11925787,1.58878003
-1.56978489,7.22085754,1.65786052,3.48709039,0.17129147,0.10666115,0.91455780,0.11746462,1.60433884
-1.56378189,7.30136563,1.69328473,3.51988625,0.16707686,0.11042105,0.93169289,0.11566642,1.61762748
-1.55777889,7.37389813,1.72656611,3.54911661,0.16292223,0.11423792,0.94763394,0.11392405,1.62865876
-1.55177589,7.43858648,1.75746746,3.57483142,0.15891238,0.11809209,0.96233029,0.11229564,1.63750628
-1.54577289,7.49576586,1.78581702,3.59716499,0.15511933,0.12196269,0.97577385,0.11083466,1.64429494
-1.53976988,7.54592250,1.81149830,3.61631368,0.15159996,0.12582755,0.98799135,0.10958809,1.64918843
-1.53376688,7.58962916,1.83443727,3.63250804,0.14839450,0.12966302,0.99903456,0.10859468,1.65237441
-1.52776388,7.62747323,1.85458775,3.64598121,0.14552578,0.13344364,1.00896925,0.10788361,1.65404851
-1.52176088,7.65998272,1.87191644,3.65693609,0.14299931,0.13714185,1.01786354,0.10747343,1.65439810
-1.51575788,7.68755542,1.88638890,3.66551361,0.14080423,0.14072762,1.02577675,0.10737140,1.65358710
-1.50975488,7.71039677,1.89795772,3.67176471,0.13891489,0.14416830,1.03274936,0.10757323,1.65174296
-1.50375188,7.72847138,1.90655412,3.67562811,0.13729313,0.14742838,1.03879512,0.10806329,1.64894684
-1.49774887,7.74147228,1.91208377,3.67691597,0.13589105,0.15046967,1.04389571,0.10881523,1.64522776
-1.49174587,7.74881109,1.91442754,3.67530885,0.13465409,0.15325146,1.04799871,0.10979296,1.64056151
-1.48574287,7.74963071,1.91344738,3.67036062,0.13352433,0.15573112,1.05101891,0.11095214,1.63487442
-1.47973987,7.74284096,1.90899722,3.66151370,0.13244387,0.15786479,1.05284316,0.11224185,1.62805219
-1.47373687,7.72717588,1.90093839,3.64812401,0.13135799,0.15960843,1.05333852,0.11360669,1.61995327
