energy_ev,total_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.42971486,4.10226077,1.52506966,1.91507367,0.01060008,1.78813081,0.64111956,0.00107138
-5.42371186,4.06574823,1.52461552,1.89165542,0.01044166,1.76329632,0.64062078,0.00107106
-5.41770885,4.01096531,1.51623400,1.86054819,0.01026371,1.73087456,0.63685870,0.00106552
-5.41170585,3.93848482,1.49994157,1.82212950,0.01006190,1.69130531,0.62981131,0.00105484
-5.40570285,3.84926618,1.47591591,1.77694270,0.00983318,1.64518759,0.61952241,0.00103916
-5.39969985,3.74462599,1.44449021,1.72568090,0.00957581,1.59326170,0.60609995,0.00101878
-5.39369685,3.62619809,1.40614286,1.66916651,0.00928941,1.53638706,0.58971276,0.00099407
-5.38769385,3.49588464,1.36148302,1.60832692,0.00897495,1.47551659,0.57058546,0.00096549
-5.38169085,3.35580024,1.31123265,1.54416758,0.00863473,1.41166901,0.54899208,0.00093357
-5.37568784,3.20821130,1.25620563,1.47774330,0.00827226,1.34589976,0.52524838,0.00089891
-5.36968484,3.05547289,1.19728487,1.41012903,0.00789221,1.27927194,0.49970327,0.00086213
-5.36368184,2.89996562,1.13539815,1.34239100,0.00750029,1.21282822,0.47272956,0.00082389
-5.35767884,2.74403463,1.07149363,1.27555958,0.00710314,1.14756470,0.44471449,0.00078484
-5.35167584,2.58993300,1.00651600,1.21060442,0.00670820,1.08440765,0.41605018,0.00074563
-5.34567284,2.43977136,0.94138385,1.14841310,0.00632358,1.02419376,0.38712458,0.00070689
-5.33966983,2.29547536,0.87696927,1.08977365,0.00595799,0.96765464,0.35831292,0.00066918
-5.33366683,2.15875209,0.81408015,1.03536167,0.00562060,0.91540564,0.32997025,0.00063305
-5.32766383,2.03106628,0.75344563,0.98573219,0.00532096,0.86793942,0.30242500,0.00059897
-5.32166083,1.91362663,0.69570516,0.94131644,0.00506894,0.82562406,0.27597397,0.00056736
-5.31565783,1.80738199,0.64140122,0.90242335,0.00487461,0.78870554,0.25087867,0.00053858
-5.30965483,1.71302707,0.59097574,0.86924551,0.00474824,0.75731417,0.22736318,0.00051292
-5.30365183,1.63101657,0.54477004,0.84186900,0.00470016,0.73147445,0.20561344,0.00049062
-5.29764882,1.56158653,0.50302801,0.82028652,0.00474074,0.71111763,0.18577799,0.00047185
-5.29164582,1.50478142,0.46590218,0.80441291,0.00488028,0.69609632,0.16796989,0.00045677
-5.28564282,1.46048532,0.43346212,0.79410233,0.00512890,0.68620029,0.15226978,0.00044546
-5.27963982,1.42845537,0.40570457,0.78916605,0.00549641,0.68117272,0.13872982,0.00043801
-5.27363682,1.40835571,0.38256493,0.78939009,0.00599214,0.68072618,0.12737825,0.00043445
-5.26763382,1.39979041,0.36392931,0.79455168,0.00662475,0.68455755,0.11822442,0.00043481
-5.26163082,1.40233368,0.34964669,0.80443399,0.00740200,0.69236138,0.11126385,0.00043914
-5.25562781,1.41555612,0.33954073,0.81883821,0.00833047,0.70384127,0.10648332,0.00044743
-5.24962481,1.43904603,0.33342064,0.83759271,0.00941530,0.71871874,0.10386548,0.00045971
-5.24362181,1.47242499,0.33109095,0.86055876,0.01065984,0.73673957,0.10339298,0.00047599
-5.23761881,1.51535723,0.33235965,0.88763273,0.01206540,0.75767744,0.10505179,0.00049630
-5.23161581,1.56755270,0.33704470,0.91874464,0.01363087,0.78133496,0.10883358,0.00052064
-5.22561281,1.62876398,0.34497866,0.95385342,0.01535249,0.80754223,0.11473703,0.00054901
-5.21960980,1.69877743,0.35601139,0.99293885,0.01722358,0.83615322,0.12276798,0.00058141
-5.21360680,1.77739924,0.37001090,1.03599102,0.01923437,0.86704036,0.13293841,0.00061779
-5.20760380,1.86443720,0.38686236,1.08299749,0.02137182,0.90008755,0.14526413,0.00065809
-5.20160080,1.95967923,0.40646544,1.13392901,0.02361968,0.93518231,0.15976144,0.00070222
-5.19559780,2.06286971,0.42873018,1.18872436,0.02595846,0.97220718,0.17644266,0.00075003
-5.18959480,2.17368485,0.45357154,1.24727515,0.02836563,1.01103106,0.19531087,0.00080133
-5.18359180,2.29170830,0.48090306,1.30941115,0.03081588,1.05150079,0.21635396,0.00085585
-5.17758879,2.41640813,0.51062972,1.37488700,0.03328152,1.09343326,0.23953836,0.00091328
-5.17158579,2.54711660,0.54264057,1.44337095,0.03573289,1.13660861,0.26480268,0.00097323
-5.16558279,2.68301350,0.57680131,1.51443618,0.03813897,1.18076460,0.29205164,0.00103526
-5.15957979,2.82311444,0.61294730,1.58755528,0.04046795,1.22559252,0.32115070,0.00109883
-5.15357679,2.96626468,0.65087731,1.66209839,0.04268798,1.27073485,0.35192168,0.00116337
-5.14757379,3.11113948,0.69034851,1.73733524,0.04476781,1.31578472,0.38413972,0.00122823
-5.14157079,3.25625130,0.73107279,1.81244132,0.04667755,1.36028747,0.41753203,0.00129271
-5.13556778,3.39996431,0.77271510,1.88650822,0.04838935,1.40374423,0.45177842,0.00135606
-5.12956478,3.54051616,0.81489361,1.95855811,0.04987807,1.44561759,0.48651404,0.00141753
-5.12356178,3.67604672,0.85718226,2.02756201,0.05112185,1.48533928,0.52133424,0.00147633
-5.11755878,3.80463336,0.89911549,2.09246132,0.05210266,1.52231981,0.55580155,0.00153167
-5.11155578,3.92433171,0.94019521,2.15219233,0.05280670,1.55595984,0.58945468,0.00158278
-5.10555278,4.03322086,0.97989997,2.20571249,0.05322470,1.58566300,0.62181915,0.00162894
-5.09954977,4.12945143,1.01769578,2.25202804,0.05335212,1.61084994,0.65241931,0.00166946
-5.09354677,4.21129489,1.05304861,2.29022159,0.05318920,1.63097304,0.68079117,0.00170373
-5.08754377,4.27719217,1.08543768,2.31947888,0.05274092,1.64553142,0.70649561,0.00173123
-5.08154077,4.32579976,1.11436935,2.33911358,0.05201681,1.65408578,0.72913123,0.00175153
-5.07553777,4.35603119,1.13939079,2.34858905,0.05103067,1.65627231,0.74834640,0.00176432
-5.06953477,4.36709227,1.16010296,2.34753615,0.04980017,1.65181538,0.76384995,0.00176941
-5.06353177,4.35850823,1.17617231,2.33576639,0.04834640,1.64053822,0.77541981,0.00176673
-5.05752876,4.33014180,1.18734063,2.31327966,0.04669330,1.62237123,0.78290950,0.00175634
-5.05152576,4.28220105,1.19343258,2.28026633,0.04486711,1.59735756,0.78625186,0.00173844
-5.04552276,4.21523674,1.19436079,2.23710341,0.04289569,1.56565542,0.78546013,0.00171334
-5.03951976,4.13012908,1.19012806,2.18434512,0.04080793,1.52753721,0.78062623,0.00168147
-5.03351676,4.02806469,1.18082677,2.12270805,0.03863309,1.48338518,0.77191641,0.00164334
-5.02751376,3.91050443,1.16663568,2.05305174,0.03640024,1.43368390,0.75956457,0.00159959
-5.02151076,3.77914390,1.14781410,1.97635539,0.03413762,1.37900967,0.74386361,0.00155088
-5.01550775,3.63586802,1.12469402,1.89369177,0.03187220,1.32001729,0.72515527,0.00149797
-5.00950475,3.48270182,1.09767051,1.80619942,0.02962923,1.25742471,0.70381904,0.00144162
-5.00350175,3.32175952,1.06719086,1.71505423,0.02743187,1.19199610,0.68026061,0.00138263
-4.99749875,3.15519381,1.03374308,1.62144157,0.02530091,1.12452403,0.65490047,0.00132177
-4.99149575,2.98514733,0.99784409,1.52652996,0.02325464,1.05581136,0.62816306,0.00125984
-4.98549275,2.81370791,0.96002820,1.43144712,0.02130867,0.98665354,0.60046691,0.00119755
-4.97948974,2.64286908,0.92083617,1.33725914,0.01947603,0.91782193,0.57221606,0.00113563
-4.97348674,2.47449656,0.88080515,1.24495319,0.01776712,0.85004864,0.54379299,0.00107472
-4.96748374,2.31030154,0.84045975,1.15542419,0.01618994,0.78401331,0.51555308,0.00101541
-4.96148074,2.15182069,0.80030421,1.06946521,0.01475022,0.72033222,0.48782061,0.00095822
-4.95547774,2.00040288,0.76081579,0.98776168,0.01345168,0.65954975,0.46088618,0.00090363
-4.94947474,1.85720191,0.72243929,0.91088907,0.01229624,0.60213248,0.43500540,0.00085202
-4.94347174,1.72317462,0.68558245,0.83931334,0.01128432,0.54846573,0.41039849,0.00080373
-4.93746873,1.59908337,0.65061224,0.77339396,0.01041509,0.49885235,0.38725069,0.00075901
-4.93146573,1.48550192,0.61785170,0.71338864,0.00968670,0.45351376,0.36571313,0.00071806
-4.92546273,1.38282369,0.58757731,0.65945935,0.00909647,0.41259257,0.34590388,0.00068101
-4.91945973,1.29127154,0.56001671,0.61167902,0.00864111,0.37615691,0.32790909,0.00064795
-4.91345673,1.21090823,0.53534666,0.57003844,0.00831679,0.34420562,0.31178407,0.00061888
-4.90745373,1.14164707,0.51369134,0.53445311,0.00811929,0.31667447,0.29755416,0.00059376
-4.90145073,1.08326223,0.49512084,0.50476971,0.00804398,0.29344262,0.28521545,0.00057249
-4.89544772,1.03539873,0.47965019,0.48077202,0.00808583,0.27433945,0.27473542,0.00055494
-4.88944472,0.99758200,0.46723887,0.46218641,0.00823940,0.25915128,0.26605351,0.00054089
-4.88344172,0.96922716,0.45779098,0.44868687,0.00849876,0.24762791,0.25908186,0.00053011
-4.87743872,0.94964849,0.45115641,0.43989981,0.00885739,0.23948888,0.25370632,0.00052230
-4.87143572,0.93806925,0.44713293,0.43540876,0.00930812,0.23442940,0.24978780,0.00051714
-4.86543272,0.93363239,0.44546953,0.43475926,0.00984306,0.23212582,0.24716431,0.00051428
-4.85942971,0.93541242,0.44587097,0.43746424,0.01045353,0.23224093,0.24565347,0.00051332
-4.85342671,0.94242874,0.44800364,0.44300989,0.01113004,0.23442880,0.24505587,0.00051385
-4.84742371,0.95366063,0.45150260,0.45086242,0.01186235,0.23833954,0.24515899,0.00051546
-4.84142071,0.96806386,0.45597978,0.46047555,0.01263950,0.24362389,0.24574187,0.00051773
-4.83541771,0.98458881,0.46103306,0.47129897,0.01344997,0.24993768,0.24658020,0.00052025
-4.82941471,1.00219984,0.46625607,0.48278744,0.01428187,0.25694632,0.24745184,0.00052260
-4.82341171,1.01989552,0.47124829,0.49441065,0.01512320,0.26432924,0.24814250,0.00052441
-4.81740870,1.03672897,0.47562524,0.50566325,0.01596214,0.27178429,0.24845130,0.00052535
-4.81140570,1.05182797,0.47902828,0.51607509,0.01678738,0.27903216,0.24819616,0.00052509
-4.80540270,1.06441382,0.48113380,0.52522102,0.01758854,0.28582050,0.24721855,0.00052340
-4.79939970,1.07381847,0.48166130,0.53273012,0.01835653,0.29192789,0.24538755,0.00052005
-4.79339670,1.07949897,0.48038018,0.53829368,0.01908392,0.29716741,0.24260306,0.00051490
-4.78739370,1.08104882,0.47711494,0.54167188,0.01976530,0.30138960,0.23879782,0.00050786
-4.78139070,1.07820551,0.47174863,0.54269853,0.02039759,0.30448479,0.23393844,0.00049888
-4.77538769,1.07085388,0.46422440,0.54128384,0.02098027,0.30638453,0.22802517,0.00048800
-4.76938469,1.05902503,0.45454512,0.53741486,0.02151547,0.30706207,0.22109053,0.00047527
-4.76338169,1.04289071,0.44277120,0.53115355,0.02200805,0.30653170,0.21319692,0.00046083
-4.75737869,1.02275330,0.42901658,0.52263252,0.02246548,0.30484691,0.20443324,0.00044485
-4.75137569,0.99903157,0.41344323,0.51204844,0.02289758,0.30209745,0.19491079,0.00042751
-4.74537269,0.97224283,0.39625433,0.49965342,0.02331618,0.29840503,0.18475855,0.00040906
-4.73936968,0.94298196,0.37768642,0.48574458,0.02373466,0.29391812,0.17411813,0.00038975
-4.73336668,0.91189819,0.35800089,0.47065227,0.02416728,0.28880571,0.16313857,0.00036984
-4.72736368,0.87967034,0.33747512,0.45472732,0.02462855,0.28325033,0.15197121,0.00034960
-4.72136068,0.84698167,0.31639362,0.43832782,0.02513243,0.27744055,0.14076488,0.00032930
-4.71535768,0.81449506,0.29503945,0.42180601,0.02569158,0.27156331,0.12966147,0.00030919
-4.70935468,0.78282964,0.27368634,0.40549568,0.02631654,0.26579632,0.11879213,0.00028952
-4.70335168,0.75253962,0.25259157,0.38970072,0.02701502,0.26030079,0.10827416,0.00027048
-4.69734867,0.72409627,0.23199000,0.37468506,0.02779123,0.25521500,0.09820869,0.00025226
-4.69134567,0.69787351,0.21208927,0.36066460,0.02864538,0.25064877,0.08867903,0.00023503
-4.68534267,0.67413786,0.19306632,0.34780126,0.02957327,0.24667924,0.07974993,0.00021889
-4.67933967,0.65304284,0.17506521,0.33619942,0.03056614,0.24334810,0.07146751,0.00020393
-4.67333667,0.63462812,0.15819636,0.32590477,0.03161066,0.24066037,0.06385981,0.00019019
-4.66733367,0.61882330,0.14253686,0.31690572,0.03268919,0.23858488,0.05693800,0.00017770
-4.66133067,0.60545609,0.12813203,0.30913695,0.03378019,0.23705634,0.05069798,0.00016643
-4.65532766,0.59426440,0.11499793,0.30248526,0.03485889,0.23597895,0.04512234,0.00015635
-4.64932466,0.58491184,0.10312464,0.29679709,0.03589807,0.23523142,0.04018265,0.00014738
-4.64332166,0.57700583,0.09248018,0.29188747,0.03686907,0.23467301,0.03584177,0.00013944
-4.63731866,0.57011754,0.08301486,0.28755007,0.03774282,0.23415057,0.03205626,0.00013244
-4.63131566,0.56380278,0.07466586,0.28356767,0.03849100,0.23350595,0.02877871,0.00012627
-4.62531266,0.55762303,0.06736191,0.27972277,0.03908711,0.23258372,0.02595999,0.00012083
-4.61930965,0.55116554,0.06102787,0.27580786,0.03950758,0.23123860,0.02355125,0.00011602
-4.61330665,0.54406203,0.05558908,0.27163489,0.03973277,0.22934251,0.02150572,0.00011175
-4.60730365,0.53600497,0.05097537,0.26704356,0.03974777,0.22679073,0.01978030,0.00010795
-4.60130065,0.52676107,0.04712472,0.26190825,0.03954310,0.22350706,0.01833676,0.00010457
-4.59529765,0.51618158,0.04398632,0.25614328,0.03911514,0.21944774,0.01714284,0.00010158
-4.58929465,0.50420895,0.04152319,0.24970634,0.03846637,0.21460397,0.01617286,0.00009897
-4.58329165,0.49087994,0.03971416,0.24260022,0.03760534,0.20900307,0.01540829,0.00009676
-4.57728864,0.47632517,0.03855532,0.23487259,0.03654648,0.20270816,0.01483789,0.00009501
-4.57128564,0.46076526,0.03806087,0.22661423,0.03530966,0.19581652,0.01445777,0.00009380
-4.56528264,0.44450390,0.03826325,0.21795569,0.03391951,0.18845671,0.01427110,0.00009324
-4.55927964,0.42791827,0.03921286,0.20906260,0.03240472,0.18078468,0.01428775,0.00009348
-4.55327664,0.41144719,0.04097693,0.20012999,0.03079707,0.17297896,0.01452366,0.00009467
-4.54727364,0.39557758,0.04363798,0.19137581,0.02913055,0.16523523,0.01500010,0.00009700
-4.54127064,0.38082970,0.04729150,0.18303382,0.02744031,0.15776046,0.01574271,0.00010068
-4.53526763,0.36774154,0.05204308,0.17534632,0.02576169,0.15076684,0.01678047,0.00010593
-4.52926463,0.35685297,0.05800489,0.16855678,0.02412928,0.14446569,0.01814444,0.00011295
-4.52326163,0.34868995,0.06529163,0.16290254,0.02257607,0.13906146,0.01986648,0.00012199
-4.51725863,0.34374916,0.07401585,0.15860800,0.02113269,0.13474614,0.02197773,0.00013325
-4.51125563,0.34248334,0.08428287,0.15587815,0.01982675,0.13169400,0.02450707,0.00014694
-4.50525263,0.34528774,0.09618529,0.15489277,0.01868235,0.13005688,0.02747957,0.00016325
-4.49924962,0.35248770,0.10979729,0.15580127,0.01771968,0.12996008,0.03091475,0.00018230
-4.49324662,0.36432779,0.12516891,0.15871832,0.01695483,0.13149897,0.03482505,0.00020422
-4.48724362,0.38096270,0.14232039,0.16372037,0.01639962,0.13473617,0.03921423,0.00022907
-4.48124062,0.40245002,0.16123704,0.17084300,0.01606164,0.13969969,0.04407596,0.00025685
-4.47523762,0.42874521,0.18186469,0.18007928,0.01594439,0.14638173,0.04939265,0.00028750
-4.46923462,0.45969910,0.20410612,0.19137921,0.01604749,0.15473837,0.05513452,0.00032090
-4.46323162,0.49505790,0.22781870,0.20465013,0.01636695,0.16469020,0.06125904,0.00035685
-4.45722861,0.53446621,0.25281348,0.21975840,0.01689563,0.17612381,0.06771080,0.00039509
-4.45122561,0.57747299,0.27885600,0.23653217,0.01762364,0.18889417,0.07442183,0.00043527
-4.44522261,0.62354057,0.30566886,0.25476531,0.01853882,0.20282810,0.08131247,0.00047699
-4.43921961,0.67205682,0.33293623,0.27422254,0.01962732,0.21772842,0.08829276,0.00051977
-4.43321661,0.72235013,0.36031024,0.29464556,0.02087413,0.23337912,0.09526438,0.00056310
-4.42721361,0.77370708,0.38741912,0.31576015,0.02226365,0.24955113,0.10212304,0.00060641
-4.42121061,0.82539220,0.41387689,0.33728402,0.02378029,0.26600874,0.10876135,0.00064910
-4.41520760,0.87666938,0.43929432,0.35893520,0.02540893,0.28251636,0.11507201,0.00069058
-4.40920460,0.92682406,0.46329062,0.38044064,0.02713555,0.29884550,0.12095124,0.00073024
-4.40320160,0.97518538,0.48550558,0.40154478,0.02894755,0.31478160,0.12630225,0.00076751
-4.39719860,1.02114756,0.50561142,0.42201761,0.03083423,0.33013054,0.13103872,0.00080185
-4.39119560,1.06418918,0.52332398,0.44166204,0.03278702,0.34472443,0.13508798,0.00083278
-4.38519260,1.10388989,0.53841258,0.46032004,0.03479967,0.35842655,0.13839386,0.00085989
-4.37918959,1.13994339,0.55070808,0.47787742,0.03686827,0.37113510,0.14091897,0.00088287
-4.37318659,1.17216609,0.56010885,0.49426681,0.03899123,0.38278552,0.14264632,0.00090149
-4.36718359,1.20050097,0.56658405,0.50946883,0.04116900,0.39335138,0.14358024,0.00091563
-4.36118059,1.22501634,0.57017438,0.52351113,0.04340378,0.40284369,0.14374640,0.00092528
-4.35517759,1.24589935,0.57098988,0.53646557,0.04569899,0.41130856,0.14319104,0.00093052
-4.34917459,1.26344467,0.56920515,0.54844335,0.04805873,0.41882344,0.14197939,0.00093156
-4.34317159,1.27803866,0.56505207,0.55958849,0.05048711,0.42549211,0.14019326,0.00092868
-4.33716858,1.29013992,0.55881041,0.57006989,0.05298751,0.43143849,0.13792802,0.00092224
-4.33116558,1.30025690,0.55079678,0.58007229,0.05556190,0.43679978,0.13528907,0.00091270
-4.32516258,1.30892398,0.54135253,0.58978669,0.05821006,0.44171918,0.13238786,0.00090053
-4.31915958,1.31667694,0.53083103,0.59940053,0.06092898,0.44633860,0.12933784,0.00088627
-4.31315658,1.32402911,0.51958517,0.60908829,0.06371230,0.45079162,0.12625032,0.00087045
-4.30715358,1.33144940,0.50795538,0.61900285,0.06654990,0.45519733,0.12323052,0.00085361
