energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-3.45472736,4.76795531,0.01688695,0.32622359,0.63585256,3.22938046,0.01951183,0.52691359,0.24529740,0.65815425
-3.44872436,4.75991555,0.01729493,0.33360286,0.63042498,3.22050711,0.01970300,0.51743855,0.24262908,0.65447716
-3.44272136,4.76098296,0.01769412,0.34109092,0.62572679,3.21891047,0.01987589,0.50876803,0.24071750,0.65196171
-3.43671836,4.77069287,0.01807689,0.34853307,0.62172279,3.22443098,0.02003040,0.50089911,0.23953520,0.65049331
-3.43071536,4.78844054,0.01843634,0.35577025,0.61835834,3.23681054,0.02016701,0.49380710,0.23904420,0.64993318
-3.42471236,4.81352614,0.01876645,0.36264465,0.61556475,3.25571917,0.02028687,0.48744990,0.23919843,0.65012728
-3.41870935,4.84520108,0.01906234,0.36900551,0.61326531,3.28078212,0.02039176,0.48177276,0.23994641,0.65091539
-3.41270635,4.88271343,0.01932037,0.37471480,0.61138173,3.31160629,0.02048407,0.47671339,0.24123388,0.65213981
-3.40670335,4.92535035,0.01953828,0.37965265,0.60984072,3.34780463,0.02056678,0.47220717,0.24300643,0.65365342
-3.40070035,4.97247574,0.01971523,0.38372216,0.60858017,3.38901746,0.02064342,0.46819214,0.24521189,0.65532656
-3.39469735,5.02356129,0.01985186,0.38685353,0.60755489,3.43492972,0.02071797,0.46461360,0.24780237,0.65705255
-3.38869435,5.07820977,0.01995022,0.38900718,0.60674136,3.48528351,0.02079481,0.46142819,0.25073596,0.65875174
-3.38269135,5.13616936,0.02001373,0.39017581,0.60614135,3.53988525,0.02087861,0.45860718,0.25397786,0.66037373
-3.37668834,5.19733858,0.02004703,0.39038521,0.60578424,3.59860723,0.02097421,0.45613888,0.25750103,0.66189794
-3.37068534,5.26176142,0.02005584,0.38969387,0.60572778,3.66138347,0.02108650,0.45403010,0.26128626,0.66333243
-3.36468234,5.32961298,0.02004674,0.38819128,0.60605731,3.72820004,0.02122026,0.45230655,0.26532169,0.66471117
-3.35867934,5.40117608,0.02002696,0.38599509,0.60688349,3.79908019,0.02138002,0.45101222,0.26960177,0.66608981
-3.35267634,5.47680990,0.02000410,0.38324709,0.60833839,3.87406493,0.02156990,0.45020774,0.27412584,0.66754039
-3.34667334,5.55691194,0.01998586,0.38010832,0.61057040,3.95318999,0.02179343,0.44996777,0.27889618,0.66914514
-3.34067034,5.64187511,0.01997982,0.37675339,0.61373786,4.03646008,0.02205337,0.45037757,0.28391589,0.67098966
-3.33466733,5.73204177,0.01999306,0.37336429,0.61800194,4.12382179,0.02235160,0.45152896,0.28918644,0.67315605
-3.32866433,5.82765717,0.02003201,0.37012396,0.62351897,4.21513647,0.02268893,0.45351565,0.29470531,0.67571602
-3.32266133,5.92882456,0.02010216,0.36720979,0.63043254,4.31015470,0.02306503,0.45642840,0.30046362,0.67872470
-3.31665833,6.03546442,0.02020782,0.36478747,0.63886583,4.40849371,0.02347828,0.46035010,0.30644392,0.68221510
-3.31065533,6.14728026,0.02035205,0.36300529,0.64891456,4.50961946,0.02392576,0.46535090,0.31261848,0.68619381
-3.30465233,6.26373316,0.02053644,0.36198922,0.66064072,4.61283474,0.02440326,0.47148392,0.31894785,0.69063808
-3.29864932,6.38402693,0.02076112,0.36183892,0.67406770,4.71727439,0.02490526,0.47878141,0.32538016,0.69549430
-3.29264632,6.50710546,0.02102471,0.36262487,0.68917670,4.82190888,0.02542507,0.48725174,0.33185093,0.70067829
-3.28664332,6.63166307,0.02132440,0.36438665,0.70590494,4.92555657,0.02595493,0.49687741,0.33828363,0.70607716
-3.28064032,6.75616829,0.02165602,0.36713248,0.72414556,5.02690500,0.02648624,0.50761394,0.34459092,0.71155278
-3.27463732,6.87890066,0.02201428,0.37083995,0.74374919,5.12454096,0.02700978,0.51939003,0.35067657,0.71694679
-3.26863432,6.99799951,0.02239292,0.37545797,0.76452737,5.21698854,0.02751595,0.53210871,0.35643797,0.72208677
-3.26263132,7.11152297,0.02278499,0.38090965,0.78625726,5.30275388,0.02799511,0.54564955,0.36176917,0.72679351
-3.25662831,7.21751490,0.02318318,0.38709609,0.80868777,5.38037516,0.02843787,0.55987188,0.36656429,0.73088880
-3.25062531,7.31407686,0.02358010,0.39390080,0.83154662,5.44847561,0.02883540,0.57461873,0.37072115,0.73420362
-3.24462231,7.39944201,0.02396863,0.40119459,0.85454806,5.50581735,0.02917977,0.58972148,0.37414500,0.73658608
-3.23861931,7.47204736,0.02434221,0.40884062,0.87740081,5.55135362,0.02946419,0.60500481,0.37675207,0.73790893
-3.23261631,7.53060116,0.02469516,0.41669941,0.89981615,5.58427684,0.02968330,0.62029198,0.37847290,0.73807624
-3.22661331,7.57414202,0.02502293,0.42463368,0.92151545,5.60406027,0.02983335,0.63540999,0.37925516,0.73702875
-3.22061031,7.60208707,0.02532234,0.43251271,0.94223722,5.61049105,0.02991235,0.65019456,0.37906597,0.73474789
-3.21460730,7.61426667,0.02559168,0.44021609,0.96174323,5.60369293,0.02992019,0.66449464,0.37789343,0.73125805
-3.20860430,7.61094401,0.02583081,0.44763689,0.97982369,5.58413740,0.02985862,0.67817644,0.37574748,0.72662717
-3.20260130,7.59281874,0.02604119,0.45468398,0.99630121,5.55264256,0.02973123,0.69112664,0.37265994,0.72096546
-3.19659830,7.56101441,0.02622577,0.46128359,1.01103375,5.51035950,0.02954335,0.70325495,0.36868374,0.71442248
-3.19059530,7.51705026,0.02638886,0.46738019,1.02391630,5.45874677,0.02930192,0.71449572,0.36389148,0.70718259
-3.18459230,7.46279894,0.02653590,0.47293652,1.03488161,5.39953386,0.02901522,0.72480881,0.35837325,0.69945913
-3.17858929,7.40043196,0.02667319,0.47793312,1.04389986,5.33467533,0.02869266,0.73417963,0.35223395,0.69148747
-3.17258629,7.33235548,0.02680759,0.48236722,1.05097754,5.26629750,0.02834453,0.74261842,0.34559022,0.68351736
-3.16658329,7.26113937,0.02694612,0.48625125,1.05615547,5.19663994,0.02798163,0.75015885,0.33856695,0.67580488
-3.16058029,7.18944246,0.02709559,0.48961102,1.05950634,5.12799425,0.02761502,0.75685609,0.33129384,0.66860432
-3.15457729,7.11993735,0.02726230,0.49248364,1.06113159,5.06264254,0.02725569,0.76278435,0.32390176,0.66216045
-3.14857429,7.05523741,0.02745163,0.49491540,1.06115796,5.00279808,0.02691427,0.76803406,0.31651937,0.65670128
-3.14257129,6.99782901,0.02766778,0.49695948,1.05973365,4.95055024,0.02660078,0.77270880,0.30926990,0.65243173
-3.13656828,6.95001095,0.02791354,0.49867381,1.05702418,4.90781552,0.02632435,0.77692199,0.30226832,0.64952843
-3.13056528,6.91384302,0.02819010,0.50011893,1.05320805,4.87629635,0.02609305,0.78079362,0.29561883,0.64813558
-3.12456228,6.89110487,0.02849696,0.50135599,1.04847226,4.85744841,0.02591370,0.78444681,0.28941286,0.64836224
-3.11855928,6.88326581,0.02883197,0.50244493,1.04300765,4.85245714,0.02579176,0.78800455,0.28372753,0.65028077
-3.11255628,6.89146559,0.02919135,0.50344275,1.03700433,4.86222351,0.02573125,0.79158652,0.27862457,0.65392657
-3.10655328,6.91650573,0.02956992,0.50440201,1.03064705,4.88735860,0.02573471,0.79530611,0.27414972,0.65929892
-3.10055028,6.95885044,0.02996128,0.50536952,1.02411085,4.92818623,0.02580319,0.79926764,0.27033260,0.66636269
-3.09454727,7.01863592,0.03035813,0.50638518,1.01755688,4.98475259,0.02593636,0.80356385,0.26718694,0.67505093
-3.08854427,7.09568650,0.03075262,0.50748106,1.01112874,5.05684145,0.02613254,0.80827369,0.26471123,0.68526791
-3.08254127,7.18953597,0.03113668,0.50868065,1.00494923,5.14399369,0.02638884,0.81346045,0.26288967,0.69689263
-3.07653827,7.29945245,0.03150243,0.50999835,0.99911784,5.24552952,0.02670132,0.81917020,0.26169337,0.70978236
-3.07053527,7.42446525,0.03184250,0.51143916,0.99370893,5.36057214,0.02706515,0.82543067,0.26108184,0.72377634
-3.06453227,7.56339241,0.03215040,0.51299860,0.98877074,5.48807157,0.02747482,0.83225045,0.26100458,0.73869918
-3.05852926,7.71486765,0.03242074,0.51466284,0.98432533,5.62682771,0.02792431,0.83961871,0.26140283,0.75436415
-3.05252626,7.87736613,0.03264950,0.51640906,0.98036928,5.77551190,0.02840729,0.84750524,0.26221145,0.77057617
-3.04652326,8.04922848,0.03283413,0.51820602,0.97687533,5.93268663,0.02891736,0.85586101,0.26336079,0.78713443
-3.04052026,8.22868302,0.03297368,0.52001483,0.97379478,6.09682321,0.02944818,0.86461915,0.26477858,0.80383494
-3.03451726,8.41386631,0.03306874,0.52178989,0.97106049,6.26631775,0.02999369,0.87369639,0.26639182,0.82047267
-3.02851426,8.60284258,0.03312137,0.52348001,0.96859052,6.43950578,0.03054824,0.88299498,0.26812861,0.83684383
-3.02251126,8.79362255,0.03313501,0.52502967,0.96629199,6.61467603,0.03110671,0.89240499,0.26991987,0.85274793
-3.01650825,8.98418250,0.03311424,0.52638035,0.96406529,6.79008426,0.03166462,0.90180708,0.27170097,0.86799017
-3.01050525,9.17248413,0.03306455,0.52747199,0.96180822,6.96396767,0.03221824,0.91107557,0.27341320,0.88238377
-3.00450225,9.35649611,0.03299210,0.52824446,0.95941999,7.13456064,0.03276455,0.92008191,0.27500511,0.89575275
-2.99849925,9.53421745,0.03290345,0.52863907,0.95680496,7.30011224,0.03330136,0.92869827,0.27643360,0.90793480
-2.99249625,9.70370327,0.03280531,0.52860006,0.95387599,7.45890588,0.03382722,0.93680140,0.27766491,0.91878447
-2.98649325,9.86309269,0.03270430,0.52807607,0.95055720,7.60928111,0.03434144,0.94427648,0.27867526,0.92817649
-2.98049025,10.01063850,0.03260674,0.52702156,0.94678620,7.74965749,0.03484401,0.95102083,0.27945133,0.93600905
-2.97448724,10.14473812,0.03251849,0.52539808,0.94251577,7.87855989,0.03533556,0.95694748,0.27999049,0.94220712
-2.96848424,10.26396477,0.03244483,0.52317556,0.93771480,7.99464475,0.03581727,0.96198840,0.28030070,0.94672533
-2.96248124,10.36709773,0.03239042,0.52033333,0.93236879,8.09672626,0.03629082,0.96609716,0.28040022,0.94955042
-2.95647824,10.45315051,0.03235921,0.51686111,0.92647972,8.18380146,0.03675827,0.96925103,0.28031697,0.95070299
-2.95047524,10.52139544,0.03235451,0.51275978,0.92006546,8.25507323,0.03722200,0.97145233,0.28008765,0.95023839
-2.94447224,10.57138356,0.03237899,0.50804191,0.91315885,8.30996996,0.03768467,0.97272897,0.27975661,0.94824648
-2.93846923,10.60295845,0.03243479,0.50273220,0.90580631,8.34816099,0.03814913,0.97313411,0.27937448,0.94485039
-2.93246623,10.61626311,0.03252354,0.49686752,0.89806639,8.36956684,0.03861839,0.97274486,0.27899649,0.94020390
-2.92646323,10.61173929,0.03264649,0.49049684,0.89000796,8.37436368,0.03909556,0.97166017,0.27868076,0.93448775
-2.92046023,10.59011875,0.03280458,0.48368079,0.88170840,8.36298145,0.03958388,0.96999785,0.27848627,0.92790479
-2.91445723,10.55240670,0.03299847,0.47649098,0.87325173,8.33609569,0.04008666,0.96789083,0.27847088,0.92067404
-2.90845423,10.49985754,0.03322860,0.46900905,0.86472671,8.29461303,0.04060732,0.96548283,0.27868925,0.91302415
-2.90245123,10.43394400,0.03349523,0.46132536,0.85622497,8.23965089,0.04114937,0.96292367,0.27919078,0.90518615
-2.89644822,10.35632039,0.03379841,0.45353752,0.84783929,8.17251194,0.04171644,0.96036423,0.28001770,0.89738615
-2.89044522,10.26878155,0.03413796,0.44574861,0.83966189,8.09465426,0.04231227,0.95795145,0.28120331,0.88983800
-2.88444222,10.17321885,0.03451346,0.43806519,0.83178298,8.00765818,0.04294074,0.95582351,0.28277050,0.88273647
-2.87843922,10.07157487,0.03492417,0.43059523,0.82428934,7.91319085,0.04360585,0.95410531,0.28473052,0.87625114
-2.87243622,9.96579823,0.03536899,0.42344584,0.81726314,7.81296982,0.04431168,0.95290462,0.28708223,0.87052134
-2.86643322,9.85780019,0.03584640,0.41672100,0.81078089,7.70872644,0.04506237,0.95230885,0.28981171,0.86565230
-2.86043022,9.74941411,0.03635441,0.41051935,0.80491258,7.60217036,0.04586208,0.95238269,0.29289233,0.86171281
-2.85442721,9.64235899,0.03689056,0.40493197,0.79972095,7.49495584,0.04671484,0.95316661,0.29628529,0.85873429
-2.84842421,9.53820780,0.03745188,0.40004043,0.79526090,7.38865057,0.04762446,0.95467631,0.29994068,0.85671146
-2.84242121,9.43836096,0.03803487,0.39591494,0.79157893,7.28470758,0.04859443,0.95690300,0.30379893,0.85560440
-2.83641821,9.34402539,0.03863560,0.39261279,0.78871274,7.18444058,0.04962766,0.95981455,0.30779264,0.85534194
-2.83041521,9.25619882,0.03924965,0.39017711,0.78669073,7.08900283,0.05072637,0.96335731,0.31184880,0.85582615
-2.82441221,9.17565917,0.03987226,0.38863589,0.78553151,6.99936976,0.05189182,0.96745853,0.31589122,0.85693759
-2.81840920,9.10295860,0.04049834,0.38800137,0.78524335,6.91632518,0.05312415,0.97202917,0.31984312,0.85854112
-2.81240620,9.03842157,0.04112255,0.38826978,0.78582352,6.84045103,0.05442212,0.97696699,0.32362977,0.86049197
-2.80640320,8.98214666,0.04173936,0.38942137,0.78725751,6.77212074,0.05578293,0.98215973,0.32718111,0.86264157
-2.80040020,8.93401141,0.04234316,0.39142078,0.78951817,6.71149583,0.05720204,0.98748832,0.33043424,0.86484320
-2.79439720,8.89368021,0.04292827,0.39421775,0.79256487,6.65852623,0.05867304,0.99282987,0.33333560,0.86695694
-2.78839420,8.86061481,0.04348901,0.39774812,0.79634259,6.61295399,0.06018758,0.99806052,0.33584292,0.86885385
-2.78239120,8.83408780,0.04401974,0.40193502,0.80078121,6.57432083,0.06173537,1.00305806,0.33792676,0.87041936
-2.77638819,8.81319901,0.04451490,0.40669046,0.80579508,6.54197974,0.06330422,1.00770420,0.33957164,0.87155574
-2.77038519,8.79689535,0.04496903,0.41191701,0.81128288,6.51511072,0.06488022,1.01188675,0.34077673,0.87218362
-2.76438219,8.78399435,0.04537679,0.41750985,0.81712806,6.49274113,0.06644801,1.01550152,0.34155605,0.87224291
-2.75837919,8.77321180,0.04573301,0.42335886,0.82319993,6.47377059,0.06799112,1.01845417,0.34193832,0.87169287
-2.75237619,8.76319373,0.04603276,0.42935108,0.82935545,6.45700052,0.06949241,1.02066198,0.34196631,0.87051186
-2.74637319,8.75255255,0.04627133,0.43537312,0.83544181,6.44116799,0.07093461,1.02205562,0.34169585,0.86869666
-2.74037019,8.73990727,0.04644441,0.44131385,0.84129990,6.42498353,0.07230090,1.02258099,0.34119456,0.86626171
-2.73436718,8.72392692,0.04654809,0.44706703,0.84676839,6.40717195,0.07357558,1.02220101,0.34054018,0.86323821
-2.72836418,8.70337614,0.04657906,0.45253405,0.85168865,6.38651512,0.07474469,1.02089755,0.33981876,0.85967334
-2.72236118,8.67716149,0.04653467,0.45762650,0.85591004,6.36189542,0.07579672,1.01867310,0.33912265,0.85562959
-2.71635818,8.64437679,0.04641311,0.46226873,0.85929548,6.33233811,0.07672320,1.01555241,0.33854828,0.85118407
-2.71035518,8.60434516,0.04621353,0.46640003,0.86172713,6.29705091,0.07751926,1.01158376,0.33819389,0.84642794
-2.70435218,8.55665597,0.04593620,0.46997668,0.86311172,6.25545900,0.07818409,1.00683974,0.33815716,0.84146567
-2.69834917,8.50119418,0.04558261,0.47297349,0.86338536,6.20723348,0.07872129,1.00141748,0.33853281,0.83641416
-2.69234617,8.43816038,0.04515556,0.47538491,0.86251761,6.15231190,0.07913902,0.99543806,0.33941014,0.83140141
-2.68634317,8.36807974,0.04465926,0.47722575,0.86051433,6.09090931,0.07945007,0.98904512,0.34087066,0.82656479
-2.68034017,8.29179870,0.04409930,0.47853119,0.85741951,6.02351903,0.07967167,0.98240249,0.34298575,0.82204867
-2.67433717,8.21046892,0.04348265,0.47935639,0.85331552,5.95090262,0.07982521,0.97569095,0.34581442,0.81800141
-2.66833417,8.12551841,0.04281759,0.47977548,0.84832216,5.87406912,0.07993575,0.96910399,0.34940129,0.81457165
-2.66233117,8.03861079,0.04211357,0.47988009,0.84259422,5.79424420,0.08003138,0.96284289,0.35377470,0.81190402
-2.65632816,7.95159401,0.04138107,0.47977737,0.83631782,5.71283034,0.08014247,0.95711110,0.35894527,0.81013440
-2.65032516,7.86644060,0.04063135,0.47958770,0.82970569,5.63135969,0.08030085,0.95210827,0.36490465,0.80938476
-2.64432216,7.78518207,0.03987622,0.47944206,0.82299161,5.55144161,0.08053884,0.94802411,0.37162484,0.80975806
-2.63831916,7.70984022,0.03912779,0.47947918,0.81642419,5.47470720,0.08088838,0.94503239,0.37905800,0.81133329
-2.63231616,7.64235847,0.03839819,0.47984255,0.81026041,5.40275319,0.08138002,0.94328539,0.38713669,0.81416099
-2.62631316,7.58453626,0.03769926,0.48067742,0.80475908,5.33708771,0.08204205,0.94290899,0.39577490,0.81825964
-2.62031016,7.53796930,0.03704230,0.48212776,0.80017458,5.27908011,0.08289968,0.94399874,0.40486950,0.82361300
-2.61430715,7.50399820,0.03643782,0.48433334,0.79675095,5.22991693,0.08397427,0.94661704,0.41430240,0.83016881
-2.60830415,7.48366742,0.03589527,0.48742687,0.79471664,5.19056579,0.08528271,0.95079153,0.42394323,0.83783882
-2.60230115,7.47769598,0.03542289,0.49153135,0.79428002,5.16174815,0.08683695,0.95651485,0.43365253,0.84650039
-2.59629815,7.48646084,0.03502753,0.49675755,0.79562567,5.14392201,0.08864358,0.96374565,0.44328533,0.85599955
-2.59029515,7.50999286,0.03471451,0.50320172,0.79891151,5.13727467,0.09070368,0.97241085,0.45269506,0.86615548
-2.58429215,7.54798519,0.03448758,0.51094346,0.80426676,5.14172523,0.09301266,0.98240896,0.46173759,0.87676618
-2.57828914,7.59981285,0.03434884,0.52004389,0.81179065,5.15693651,0.09556037,0.99361428,0.47027532,0.88761512
-2.57228614,7.66456230,0.03429880,0.53054399,0.82155189,5.18233506,0.09833123,1.00588179,0.47818111,0.89847864
-2.56628314,7.74106913,0.03433638,0.54246329,0.83358870,5.21713824,0.10130454,1.01905238,0.48534193,0.90913363
-2.56028014,7.82796196,0.03445900,0.55579890,0.84790937,5.26038678,0.10445482,1.03295827,0.49166217,0.91936520
-2.55427714,7.92371044,0.03466274,0.57052479,0.86449328,5.31098130,0.10775233,1.04742825,0.49706623,0.92897406
-2.54827414,8.02667541,0.03494241,0.58659167,0.88329228,5.36772118,0.11116355,1.06229263,0.50150067,0.93778317
-2.54227114,8.13515907,0.03529180,0.60392709,0.90423230,5.42934418,0.11465181,1.07738758,0.50493542,0.94564347
-2.53626813,8.24745349,0.03570383,0.62243624,0.92721518,5.49456542,0.11817791,1.09255873,0.50736438,0.95243840
-2.53026513,8.36188592,0.03617077,0.64200304,0.95212069,5.56211432,0.12170083,1.10766405,0.50880515,0.95808714
-2.52426213,8.47685928,0.03668447,0.66249190,0.97880850,5.63076839,0.12517838,1.12257566,0.50929793,0.96254635
-2.51825913,8.59088708,0.03723657,0.68374973,1.00712027,5.69938292,0.12856794,1.13718082,0.50890376,0.96581054
-2.51225613,8.70262174,0.03781874,0.70560854,1.03688155,5.76691576,0.13182715,1.15138203,0.50770209,0.96791099
-2.50625313,8.81087580,0.03842287,0.72788826,1.06790371,5.83244673,0.13491462,1.16509627,0.50578773,0.96891340
-2.50025013,8.91463584,0.03904128,0.75039979,1.09998551,5.89519119,0.13779057,1.17825348,0.50326742,0.96891443
-2.49424712,9.01306892,0.03966686,0.77294823,1.13291458,5.95450784,0.14041748,1.19079457,0.50025604,0.96803720
-2.48824412,9.10552200,0.04029322,0.79533606,1.16646857,6.00990059,0.14276069,1.20266893,0.49687272,0.96642620
-2.48224112,9.19151451,0.04091475,0.81736628,1.20041599,6.06101494,0.14478888,1.21383167,0.49323690,0.96424157
-2.47623812,9.27072502,0.04152668,0.83884529,1.23451691,6.10762930,0.14647460,1.22424084,0.48946449,0.96165320
-2.47023512,9.34297275,0.04212507,0.85958555,1.26852333,6.14964173,0.14779458,1.23385480,0.48566445,0.95883469
-2.46423212,9.40819497,0.04270673,0.87940782,1.30217950,6.18705309,0.14873010,1.24262975,0.48193562,0.95595754
-2.45822911,9.46642159,0.04326914,0.89814315,1.33522227,6.21994735,0.14926722,1.25051785,0.47836417,0.95318562
-2.45222611,9.51774816,0.04381028,0.91563438,1.36738148,6.24847009,0.14939687,1.25746581,0.47502162,0.95067008
-2.44622311,9.56230859,0.04432844,0.93173740,1.39838074,6.27280625,0.14911496,1.26341422,0.47196361,0.94854495
-2.44022011,9.60024913,0.04482206,0.94632202,1.42793866,6.29315819,0.14842236,1.26829759,0.46922924,0.94692334
-2.43421711,9.63170454,0.04528947,0.95927271,1.45577063,6.30972505,0.14732477,1.27204521,0.46684129,0.94589441
-2.42821411,9.65677792,0.04572869,0.97048911,1.48159139,6.32268443,0.14583257,1.27458273,0.46480697,0.94552109
-2.42221111,9.67552485,0.04613726,0.97988649,1.50511843,6.33217705,0.14396061,1.27583450,0.46311943,0.94583866
-2.41620810,9.68794270,0.04651206,0.98739613,1.52607619,6.33829512,0.14172787,1.27572641,0.46175971,0.94685400
-2.41020510,9.69396535,0.04684918,0.99296578,1.54420111,6.34107489,0.13915715,1.27418930,0.46069915,0.94854564
-2.40420210,9.69346351,0.04714389,0.99656010,1.55924733,6.34049342,0.13627467,1.27116261,0.45990213,0.95086449
-2.39819910,9.68625038,0.04739063,0.99816119,1.57099290,6.33646971,0.13310961,1.26659808,0.45932886,0.95373516
-2.39219610,9.67209207,0.04758308,0.99776899,1.57924635,6.32886983,0.12969369,1.26046338,0.45893824,0.95705796
-2.38619310,9.65072206,0.04771430,0.99540179,1.58385308,6.31751561,0.12606066,1.25274538,0.45869052,0.96071131
-2.38019010,9.62185870,0.04777692,0.99109645,1.58470145,6.30219634,0.12224577,1.24345281,0.45854960,0.96455470
-2.37418709,9.58522458,0.04776341,0.98490852,1.58172818,6.28268254,0.11828528,1.23261823,0.45848496,0.96843193
-2.36818409,9.54056663,0.04766635,0.97691199,1.57492256,6.25874113,0.11421589,1.22029912,0.45847297,0.97217478
-2.36218109,9.48767571,0.04747880,0.96719866,1.56432938,6.23015105,0.11007425,1.20657786,0.45849759,0.97560688
-2.35617809,9.42640469,0.04719457,0.95587714,1.55005012,6.19671837,0.10589640,1.19156078,0.45855045,0.97854783
-2.35017509,9.35668386,0.04680861,0.94307128,1.53224235,6.15829034,0.10171728,1.17537598,0.45863015,0.98081741
-2.34417209,9.27853314,0.04631728,0.92891819,1.51111719,6.11476745,0.09757025,1.15817024,0.45874107,0.98223992
-2.33816908,9.19207045,0.04571862,0.91356575,1.48693480,6.06611313,0.09348664,1.14010499,0.45889154,0.98264851
-2.33216608,9.09751599,0.04501256,0.89716973,1.45999817,6.01236073,0.08949532,1.12135150,0.45909164,0.98188941
-2.32616308,8.99519253,0.04420104,0.87989063,1.43064518,5.95361755,0.08562236,1.10208561,0.45935067,0.97982610
-2.32016008,8.88552193,0.04328807,0.86189032,1.39923957,5.89006601,0.08189074,1.08248208,0.45967454,0.97634316
-2.31415708,8.76901837,0.04227973,0.84332861,1.36616088,5.82196214,0.07832007,1.06270902,0.46006323,0.97134985
-2.30815408,8.64627908,0.04118403,0.82435993,1.33179411,5.74963171,0.07492647,1.04292253,0.46050849,0.96478328
-2.30215108,8.51797336,0.04001073,0.80513032,1.29651936,5.67346458,0.07172242,1.02326191,0.46099198,0.95661107
-2.29614807,8.38483065,0.03877113,0.78577473,1.26070207,5.59390771,0.06871677,1.00384564,0.46148394,0.94683346
-2.29014507,8.24762881,0.03747769,0.76641489,1.22468427,5.51145753,0.06591478,0.98476841,0.46194267,0.93548467
-2.28414207,8.10718312,0.03614375,0.74715781,1.18877721,5.42665217,0.06331827,0.96609927,0.46231465,0.92263371
-2.27813907,7.96433688,0.03478308,0.72809495,1.15325576,5.34006420,0.06092577,0.94788114,0.46253564,0.90838422
-2.27213607,7.81995409,0.03340959,0.70930201,1.11835475,5.25229418,0.05873285,0.93013156,0.46253247,0.89287375
-2.26613307,7.67491439,0.03203688,0.69083953,1.08426729,5.16396544,0.05673238,0.91284482,0.46222566,0.87627202
-2.26013007,7.53011035,0.03067794,0.67275398,1.05114526,5.07572014,0.05491497,0.89599518,0.46153261,0.85877859
-2.25412706,7.38644688,0.02934482,0.65507946,1.01910155,4.98821667,0.05326934,0.87954115,0.46037137,0.84061970
-2.24812406,7.24484220,0.02804842,0.63783970,0.98821407,4.90212808,0.05178282,0.86343058,0.45866460,0.82204441
-2.24212106,7.10622982,0.02679826,0.62105037,0.95853099,4.81814130,0.05044176,0.84760615,0.45634368,0.80332020
-2.23611806,6.97156052,0.02560239,0.60472149,0.93007698,4.73695654,0.04923203,0.83201112,0.45335263,0.78472798
-2.23011506,6.84180355,0.02446730,0.58885969,0.90285989,4.65928645,0.04813947,0.81659493,0.44965170,0.76655669
-2.22411206,6.71794600,0.02339793,0.57347040,0.87687743,4.58585426,0.04715033,0.80131827,0.44522029,0.74909756
-2.21810905,6.60098948,0.02239777,0.55855957,0.85212354,4.51739051,0.04625163,0.78615754,0.44005921,0.73263817
-2.21210605,6.49194356,0.02146887,0.54413515,0.82859386,4.45462765,0.04543152,0.77110819,0.43419195,0.71745632
-2.20610305,6.39181515,0.02061207,0.53020799,0.80629026,4.39829228,0.04467955,0.75618695,0.42766499,0.70381405
-2.20010005,6.30159394,0.01982713,0.51679237,0.78522388,4.34909483,0.04398687,0.74143279,0.42054709,0.69195158
-2.19409705,6.22223383,0.01911288,0.50390605,0.76541694,4.30771651,0.04334637,0.72690651,0.41292754,0.68208164
-2.18809405,6.15463081,0.01846744,0.49157000,0.74690292,4.27479391,0.04275272,0.71268914,0.40491352,0.67438410
-2.18209105,6.09959813,0.01788839,0.47980786,0.72972555,4.25090171,0.04220236,0.69887918,0.39662669,0.66900113
-2.17608804,6.05783980,0.01737290,0.46864519,0.71393653,4.23653402,0.04169340,0.68558888,0.38819909,0.66603291
-2.17008504,6.02992368,0.01691794,0.45810878,0.69959234,4.23208526,0.04122546,0.67293991,0.37976877,0.66553414
-2.16408204,6.01625567,0.01652032,0.44822591,0.68675048,4.23783157,0.04079947,0.66105856,0.37147511,0.66751152
-2.15807904,6.01705658,0.01617687,0.43902392,0.67546532,4.25391380,0.04041741,0.65007090,0.36345434,0.67192208
-2.15207604,6.03234303,0.01588447,0.43052989,0.66578411,4.28032300,0.04008205,0.64009816,0.35583530,0.67867277
-2.14607304,6.06191392,0.01564014,0.42277074,0.65774319,4.31688960,0.03979661,0.63125260,0.34873566,0.68762124
-2.14007004,6.10534350,0.01544109,0.41577359,0.65136499,4.36327694,0.03956452,0.62363403,0.34225890,0.69857788
-2.13406703,6.16198189,0.01528474,0.40956633,0.64665566,4.41898003,0.03938911,0.61732736,0.33649202,0.71130921
-2.12806403,6.23096365,0.01516879,0.40417849,0.64360381,4.48332980,0.03927334,0.61240104,0.33150413,0.72554261
-2.12206103,6.31122422,0.01509120,0.39964224,0.64218025,4.55550318,0.03921964,0.60890660,0.32734600,0.74097219
-2.11605803,6.40152415,0.01505025,0.39599329,0.64233868,4.63453881,0.03922965,0.60687918,0.32405041,0.75726597
-2.11005503,6.50048006,0.01504454,0.39327177,0.64401737,4.71935797,0.03930412,0.60633890,0.32163334,0.77407390
-2.10405203,6.60660131,0.01507302,0.39152284,0.64714165,4.80879004,0.03944287,0.60729307,0.32009579,0.79103669
-2.09804902,6.71833091,0.01513503,0.39079690,0.65162697,4.90160165,0.03964466,0.60973872,0.31942622,0.80779514
-2.09204602,6.83408870,0.01523026,0.39114937,0.65738231,4.99652807,0.03990731,0.61366556,0.31960321,0.82399964
