energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.38723919,-2.56355441,0.02389816,-0.03564726,0.56830610,-0.67040251,0.62386812,-0.85105823,0.78006865,-0.81775835,0.09687242,-0.09805986,0.55703796,-0.53189798
-5.99399700,2.43145140,-2.54030129,0.02235891,-0.03322389,0.56607102,-0.65163305,0.60141393,-0.80815171,0.79576912,-0.80991842,0.09964777,-0.09916752,0.58281217,-0.54187244
-5.98799400,2.49241046,-2.52814715,0.02103865,-0.03086451,0.56810160,-0.63516112,0.58481700,-0.76784078,0.81715124,-0.80556870,0.10284687,-0.10067488,0.61237855,-0.55498798
-5.98199100,2.56975723,-2.52842119,0.01995055,-0.02860514,0.57442341,-0.62143885,0.57428804,-0.73094155,0.84416174,-0.80515340,0.10642027,-0.10259322,0.64553823,-0.57142552
-5.97598799,2.66278443,-2.54209462,0.01910364,-0.02647807,0.58497695,-0.61083358,0.56991311,-0.69816023,0.87664223,-0.80901168,0.11030780,-0.10491896,0.68200902,-0.59127988
-5.96998499,2.77047430,-2.56976425,0.01850317,-0.02451154,0.59962633,-0.60362298,0.57166138,-0.67008110,0.91433990,-0.81737368,0.11444098,-0.10763374,0.72143405,-0.61455610
-5.96398199,2.89154451,-2.61165062,0.01815089,-0.02272957,0.61816959,-0.59999385,0.57939598,-0.64715921,0.95692024,-0.83036086,0.11874583,-0.11070513,0.76339276,-0.64116881
-5.95797899,3.02450039,-2.66761019,0.01804546,-0.02115191,0.64035039,-0.60004437,0.59288738,-0.62971761,1.00398088,-0.84799044,0.12314591,-0.11408804,0.80741405,-0.67094496
-5.95197599,3.16769133,-2.73716076,0.01818283,-0.01979425,0.66587021,-0.60378956,0.61182893,-0.61794916,1.05506619,-0.87018352,0.12756535,-0.11772656,0.85299106,-0.70362960
-5.94597299,3.31936924,-2.81951854,0.01855662,-0.01866838,0.69440089,-0.61116942,0.63585412,-0.61192251,1.10968163,-0.89677632,0.13193194,-0.12155637,0.89959722,-0.73889477
-5.93996998,3.47774675,-2.91364507,0.01915841,-0.01778256,0.72559671,-0.62205939,0.66455491,-0.61159206,1.16730747,-0.92753378,0.13617995,-0.12550746,0.94670288,-0.77635094
-5.93396698,3.64105346,-3.01830159,0.01997809,-0.01714187,0.75910585,-0.63628231,0.69750090,-0.61681129,1.22741120,-0.96216466,0.14025274,-0.12950715,0.99379218,-0.81556081
-5.92796398,3.80758803,-3.13210831,0.02100409,-0.01674866,0.79458072,-0.65362149,0.73425858,-0.62734898,1.28945838,-1.00033739,0.14410492,-0.13348316,1.04037945,-0.85605479
-5.92196098,3.97576480,-3.25360607,0.02222365,-0.01660287,0.83168694,-0.67383399,0.77441021,-0.64290769,1.35292149,-1.04169570,0.14770402,-0.13736672,1.08602462,-0.89734781
-5.91595798,4.14415347,-3.38131764,0.02362292,-0.01670249,0.87011078,-0.69666368,0.81757187,-0.66314386,1.41728678,-1.08587316,0.15103166,-0.14109544,1.13034719,-0.93895657
-5.90995498,4.31151084,-3.51380609,0.02518719,-0.01704382,0.90956495,-0.72185338,0.86340990,-0.68768879,1.48205900,-1.13250614,0.15408411,-0.14461598,1.17303810,-0.98041691
-5.90395198,4.47680404,-3.64972807,0.02690098,-0.01762180,0.94979259,-0.74915568,0.91165532,-0.71616994,1.54676427,-1.18124425,0.15687220,-0.14788624,1.21386925,-1.02130042
-5.89794897,4.63922464,-3.78787990,0.02874818,-0.01843017,0.99056972,-0.77834195,0.96211559,-0.74823157,1.61095121,-1.23175820,0.15942078,-0.15087714,1.25270016,-1.06122977
-5.89194597,4.79819380,-3.92723494,0.03071214,-0.01946164,1.03170593,-0.80920935,1.01468307,-0.78355432,1.67419072,-1.28374447,0.16176746,-0.15357378,1.28948149,-1.09989229
-5.88594297,4.95335845,-4.06697100,0.03277582,-0.02070800,1.07304372,-0.84158558,1.06933978,-0.82187277,1.73607478,-1.33692707,0.16396104,-0.15597605,1.32425535,-1.13705108
-5.87993997,5.10457899,-4.20648722,0.03492186,-0.02216006,1.11445633,-0.87533133,1.12615785,-0.86299041,1.79621469,-1.39105622,0.16605938,-0.15809867,1.35715205,-1.17255341
-5.87393697,5.25190907,-4.34540995,0.03713276,-0.02380769,1.15584447,-0.91034045,1.18529547,-0.90679136,1.85423914,-1.44590450,0.16812702,-0.15997056,1.38838356,-1.20633604
-5.86793397,5.39556820,-4.48358794,0.03939098,-0.02563975,1.19713198,-0.94653808,1.24698786,-0.95324832,1.90979242,-1.50126076,0.17023252,-0.16163376,1.41823355,-1.23842708
-5.86193097,5.53590815,-4.62107736,0.04167909,-0.02764399,1.23826061,-0.98387670,1.31153345,-1.00242613,1.96253314,-1.55692247,0.17244569,-0.16314182,1.44704430,-1.26894448
-5.85592796,5.67337393,-4.75811752,0.04397992,-0.02980700,1.27918395,-1.02233073,1.37927512,-1.05448064,2.01213357,-1.61268707,0.17483471,-0.16455774,1.47520090,-1.29809093
-5.84992496,5.80846066,-4.89509834,0.04627665,-0.03211410,1.31986094,-1.06188963,1.45057707,-1.10965258,2.05827978,-1.66834311,0.17746330,-0.16595169,1.50311291,-1.32614536
-5.84392196,5.94166724,-5.03252109,0.04855292,-0.03454929,1.36024877,-1.10255006,1.52579766,-1.16825632,2.10067248,-1.72366172,0.18038802,-0.16739835,1.53119427,-1.35345121
-5.83791896,6.07344833,-5.17095374,0.05079293,-0.03709522,1.40029552,-1.14430737,1.60525920,-1.23066364,2.13902857,-1.77838921,0.18365570,-0.16897414,1.55984185,-1.38040172
-5.83191596,6.20416581,-5.31098256,0.05298145,-0.03973320,1.43993271,-1.18714677,1.68921562,-1.29728257,2.17308313,-1.83224115,0.18730115,-0.17075445,1.58941353,-1.40742266
-5.82591296,6.33404131,-5.45316154,0.05510383,-0.04244321,1.47906784,-1.23103447,1.77781933,-1.36853201,2.20259168,-1.88489842,0.19134513,-0.17281073,1.62020638,-1.43495304
-5.81990995,6.46311140,-5.59796127,0.05714595,-0.04520398,1.51757729,-1.27590904,1.87108877,-1.44481264,2.22733246,-1.93600556,0.19579271,-0.17520776,1.65243602,-1.46342419
-5.81390695,6.59118714,-5.74571880,0.05909414,-0.04799310,1.55529977,-1.32167341,1.96887814,-1.52647507,2.24710851,-1.98517139,0.20063199,-0.17800102,1.68621776,-1.49323806
-5.80790395,6.71781984,-5.89659014,0.06093508,-0.05078715,1.59203071,-1.36818759,2.07085107,-1.61378635,2.26174925,-2.03197208,0.20583331,-0.18123421,1.72155065,-1.52474527
-5.80190095,6.84227493,-6.05050690,0.06265570,-0.05356186,1.62751786,-1.41526245,2.17645983,-1.70689610,2.27111165,-2.07595622,0.21134887,-0.18493712,1.75830504,-1.55822377
-5.79589795,6.96351558,-6.20713848,0.06424297,-0.05629230,1.66145856,-1.46265469,2.28493179,-1.80580382,2.27508064,-2.11665196,0.21711296,-0.18912371,1.79621467,-1.59385888
-5.78989495,7.08019803,-6.36586135,0.06568390,-0.05895309,1.69349904,-1.51006328,2.39526424,-1.91032876,2.27356913,-2.15357551,0.22304266,-0.19379059,1.83487375,-1.63172552
-5.78389195,7.19067984,-6.52573692,0.06696536,-0.06151856,1.72323605,-1.55712762,2.50622904,-2.02008422,2.26651747,-2.18624084,0.22903918,-0.19891589,1.87373968,-1.67177337
-5.77788894,7.29304230,-6.68549903,0.06807411,-0.06396305,1.75022113,-1.60342739,2.61638755,-2.13445756,2.25389276,-2.21417002,0.23498975,-0.20445864,1.91214171,-1.71381589
-5.77188594,7.38512744,-6.84355261,0.06899683,-0.06626111,1.77396784,-1.64848464,2.72411623,-2.25259776,2.23568821,-2.23690374,0.24077008,-0.21035858,1.94929560,-1.75752378
-5.76588294,7.46458973,-6.99798431,0.06972024,-0.06838773,1.79396175,-1.69176787,2.82764269,-2.37341153,2.21192274,-2.25401177,0.24624738,-0.21653662,1.98432412,-1.80242343
-5.75987994,7.52896162,-7.14658593,0.07023134,-0.07031865,1.80967340,-1.73269868,2.92509144,-2.49556922,2.18264127,-2.26510279,0.25128385,-0.22289581,2.01628304,-1.84790105
-5.75387694,7.57573152,-7.28689106,0.07051766,-0.07203062,1.82057389,-1.77066059,3.01453803,-2.61752107,2.14791573,-2.26983363,0.25574067,-0.22932305,2.04419171,-1.89321245
-5.74787394,7.60243174,-7.41622508,0.07056772,-0.07350170,1.82615248,-1.80501051,3.09406970,-2.73752421,2.10784703,-2.26791747,0.25948213,-0.23569131,2.06706739,-1.93749879
-5.74187094,7.60673368,-7.53176770,0.07037141,-0.07471160,1.82593602,-1.83509235,3.16185046,-2.85368001,2.06256805,-2.25913104,0.26238016,-0.24186256,2.08396211,-1.97980801
