energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.74787394,3.50180486,0.02696518,0.02814501,2.92816300,0.69671741,1.03046813,0.25925070,0.06006917,2.42648476
-5.74187094,3.46877023,0.02624329,0.02721637,2.90025959,0.68616704,1.01472945,0.25826657,0.06084405,2.40642565
-5.73586793,3.43015645,0.02551752,0.02629808,2.86566214,0.67513228,0.99684898,0.25675463,0.06149844,2.38195899
-5.72986493,3.38529045,0.02477625,0.02538813,2.82391119,0.66343729,0.97668263,0.25466968,0.06201711,2.35264039
-5.72386193,3.33364780,0.02400944,0.02448451,2.77471090,0.65093123,0.95414557,0.25197801,0.06238635,2.31813654
-5.71785893,3.27487188,0.02320911,0.02358540,2.71794356,0.63749355,0.92921729,0.24865835,0.06259432,2.27823750
-5.71185593,3.20878433,0.02236965,0.02268928,2.65367570,0.62303734,0.90194370,0.24470231,0.06263121,2.23286278
-5.70585293,3.13538725,0.02148807,0.02179506,2.58215620,0.60751111,0.87243621,0.24011420,0.06248938,2.18206164
-5.69984992,3.05485783,0.02056401,0.02090211,2.50380688,0.59089874,0.84086811,0.23491035,0.06216345,2.12600809
-5.69384692,2.96753658,0.01959976,0.02001030,2.41920673,0.57321815,0.80746854,0.22911811,0.06165034,2.06499149
-5.68784392,2.87391050,0.01860001,0.01911999,2.32907105,0.55451876,0.77251463,0.22277451,0.06094921,1.99940356
-5.68184092,2.77459278,0.01757165,0.01823196,2.23422687,0.53487808,0.73632210,0.21592477,0.06006150,1.92972313
-5.67583792,2.67030033,0.01652337,0.01734745,2.13558623,0.51439783,0.69923516,0.20862072,0.05899086,1.85649942
-5.66983492,2.56183076,0.01546530,0.01646800,2.03411876,0.49319963,0.66161601,0.20091930,0.05774310,1.78033503
-5.66383192,2.45003981,0.01440852,0.01559547,1.93082482,0.47142085,0.62383450,0.19288110,0.05632613,1.70186938
-5.65782891,2.33582022,0.01336464,0.01473196,1.82671031,0.44921048,0.58625847,0.18456909,0.05474994,1.62176334
-5.65182591,2.22008276,0.01234534,0.01387975,1.72276400,0.42672544,0.54924489,0.17604752,0.05302651,1.54068540
-5.64582291,2.10373974,0.01136196,0.01304127,1.61993796,0.40412731,0.51313229,0.16738106,0.05116975,1.45929985
-5.63981991,1.98769106,0.01042510,0.01221903,1.51913132,0.38157946,0.47823440,0.15863399,0.04919539,1.37825669
-5.63381691,1.87281273,0.00954433,0.01141567,1.42117746,0.35924476,0.44483522,0.14986970,0.04712082,1.29818361
-5.62781391,1.75994755,0.00872789,0.01063383,1.32683437,0.33728367,0.41318532,0.14115020,0.04496497,1.21967940
-5.62181091,1.64989756,0.00798252,0.00987623,1.23677798,0.31585267,0.38349948,0.13253571,0.04274804,1.14330879
-5.61580790,1.54341778,0.00731329,0.00914556,1.15159791,0.29510311,0.35595527,0.12408433,0.04049126,1.06959825
-5.60980490,1.44121084,0.00672357,0.00844453,1.07179521,0.27518013,0.33069268,0.11585165,0.03821654,0.99903253
-5.60380190,1.34392218,0.00621496,0.00777582,0.99778166,0.25622181,0.30781435,0.10789034,0.03594614,0.93205154
-5.59779890,1.25213548,0.00578737,0.00714207,0.92988015,0.23835838,0.28738652,0.10024974,0.03370227,0.86904752
-5.59179590,1.16636828,0.00543911,0.00654581,0.86832586,0.22171144,0.26944026,0.09297535,0.03150667,0.81036235
-5.58579290,1.08706768,0.00516695,0.00598948,0.81326798,0.20639320,0.25397308,0.08610829,0.02938018,0.75628487
-5.57978989,1.01460624,0.00496635,0.00547538,0.76477186,0.19250570,0.24095076,0.07968478,0.02734236,0.70704848
-5.57378689,0.94927830,0.00483155,0.00500559,0.72282154,0.18013995,0.23030933,0.07373561,0.02541110,0.66282893
-5.56778389,0.89129681,0.00475584,0.00458201,0.68732273,0.16937516,0.22195725,0.06828561,0.02360230,0.62374256
-5.56178089,0.84079112,0.00473172,0.00420624,0.65810631,0.16027789,0.21577764,0.06335328,0.02192955,0.58984527
-5.55577789,0.79780571,0.00475110,0.00387958,0.63493253,0.15290121,0.21163082,0.05895042,0.02040397,0.56113213
-5.54977489,0.76230027,0.00480553,0.00360300,0.61749601,0.14728390,0.20935694,0.05508201,0.01903403,0.53753804
-5.54377189,0.73415109,0.00488642,0.00337707,0.60543167,0.14344968,0.20877884,0.05174610,0.01782552,0.51893941
-5.53776888,0.71315391,0.00498522,0.00320197,0.59832161,0.14140649,0.20970519,0.04893401,0.01678150,0.50515689
-5.53176588,0.69902811,0.00509361,0.00307742,0.59570305,0.14114572,0.21193377,0.04663053,0.01590244,0.49595914
-5.52576288,0.69142222,0.00520370,0.00300267,0.59707706,0.14264157,0.21525498,0.04481440,0.01518627,0.49106764
-5.51975988,0.68992042,0.00530818,0.00297649,0.60191821,0.14585041,0.21945549,0.04345887,0.01462863,0.49016220
-5.51375688,0.69405002,0.00540048,0.00299714,0.60968467,0.15071022,0.22432199,0.04253236,0.01422300,0.49288728
-5.50775388,0.70328943,0.00547488,0.00306236,0.61982867,0.15714010,0.22964485,0.04199922,0.01396098,0.49885858
-5.50175088,0.71707662,0.00552658,0.00316939,0.63180696,0.16503993,0.23522176,0.04182061,0.01383251,0.50767004
-5.49574787,0.73481759,0.00555183,0.00331492,0.64509089,0.17429016,0.24086114,0.04195529,0.01382612,0.51890066
-5.48974487,0.75589488,0.00554791,0.00349517,0.65917584,0.18475195,0.24638526,0.04236052,0.01392916,0.53212133
-5.48374187,0.77967576,0.00551318,0.00370587,0.67358974,0.19626752,0.25163285,0.04299285,0.01412802,0.54690116
-5.47773887,0.80552026,0.00544702,0.00394230,0.68790020,0.20866102,0.25646144,0.04380897,0.01440834,0.56281349
-5.47173587,0.83278869,0.00534985,0.00419935,0.70172031,0.22173978,0.26074889,0.04476634,0.01475523,0.57944126
-5.46573287,0.86084896,0.00522297,0.00447159,0.71471266,0.23529624,0.26439459,0.04582387,0.01515348,0.59638188
-5.45972986,0.88908355,0.00506854,0.00475332,0.72659177,0.24911044,0.26731982,0.04694246,0.01558768,0.61325146
-5.45372686,0.91689634,0.00488944,0.00503870,0.73712476,0.26295316,0.26946774,0.04808541,0.01604248,0.62968864
-5.44772386,0.94371925,0.00468916,0.00532181,0.74613042,0.27658977,0.27080265,0.04921885,0.01650272,0.64535782
-5.44172086,0.96901894,0.00447166,0.00559681,0.75347686,0.28978470,0.27130885,0.05031193,0.01695368,0.65995219
-5.43571786,0.99230351,0.00424127,0.00585805,0.75907791,0.30230645,0.27098910,0.05133703,0.01738121,0.67319633
-5.42971486,1.01312927,0.00400256,0.00610021,0.76288875,0.31393302,0.26986276,0.05226994,0.01777198,0.68484877
-5.42371186,1.03110757,0.00376023,0.00631841,0.76490088,0.32445775,0.26796371,0.05308984,0.01811369,0.69470440
-5.41770885,1.04591171,0.00351904,0.00650838,0.76513694,0.33369514,0.26533827,0.05377940,0.01839525,0.70259682
-5.41170585,1.05728359,0.00328371,0.00666656,0.76364573,0.34148667,0.26204310,0.05432476,0.01860700,0.70840071
-5.40570285,1.06504025,0.00305888,0.00679023,0.76049770,0.34770627,0.25814322,0.05471549,0.01874088,0.71203420
-5.39969985,1.06907975,0.00284910,0.00687761,0.75578121,0.35226523,0.25371037,0.05494461,0.01879063,0.71346112
-5.39369685,1.06938646,0.00265880,0.00692791,0.74959983,0.35511638,0.24882150,0.05500858,0.01875188,0.71269319
-5.38769385,1.06603516,0.00249226,0.00694143,0.74207070,0.35625724,0.24355777,0.05490723,0.01862227,0.70979186
-5.38169085,1.05919396,0.00235370,0.00691952,0.73332404,0.35573203,0.23800372,0.05464383,0.01840149,0.70486982
-5.37568784,1.04912543,0.00224723,0.00686466,0.72350368,0.35363240,0.23224686,0.05422503,0.01809129,0.69809188
-5.36968484,1.03618590,0.00217695,0.00678033,0.71276850,0.35009675,0.22637751,0.05366084,0.01769538,0.68967502
-5.36368184,1.02082254,0.00214689,0.00667102,0.70129445,0.34530803,0.22048879,0.05296462,0.01721938,0.67988752
-5.35767884,1.00356797,0.00216110,0.00654207,0.68927675,0.33949022,0.21467673,0.05215297,0.01667059,0.66904683
-5.35167584,0.98503234,0.00222358,0.00639961,0.67693198,0.33290327,0.20904034,0.05124561,0.01605781,0.65751607
-5.34567284,0.96589270,0.00233832,0.00625034,0.66449960,0.32583686,0.20368155,0.05026516,0.01539108,0.64569895
-5.33966983,0.94687972,0.00250919,0.00610141,0.65224239,0.31860291,0.19870491,0.04923685,0.01468136,0.63403315
-5.33366683,0.92876183,0.00273992,0.00596018,0.64044563,0.31152725,0.19421687,0.04818813,0.01394024,0.62298189
-5.32766383,0.91232700,0.00303394,0.00583407,0.62941452,0.30494041,0.19032467,0.04714815,0.01317961,0.61302392
-5.32166083,0.89836250,0.00339430,0.00573030,0.61946988,0.29916809,0.18713480,0.04614717,0.01241133,0.60464204
-5.31565783,0.88763313,0.00382348,0.00565569,0.61094183,0.29452130,0.18475086,0.04521585,0.01164690,0.59831020
-5.30965483,0.88085847,0.00432322,0.00561647,0.60416175,0.29128669,0.18327101,0.04438442,0.01089719,0.59447979
-5.30365183,0.87868981,0.00489432,0.00561803,0.59945265,0.28971725,0.18278511,0.04368186,0.01017215,0.59356524
-5.29764882,0.88168764,0.00553651,0.00566475,0.59711832,0.29002371,0.18337149,0.04313494,0.00948059,0.59592966
-5.29164582,0.89030051,0.00624818,0.00575987,0.59743180,0.29236695,0.18509366,0.04276733,0.00883001,0.60187099
-5.28564282,0.90484610,0.00702626,0.00590526,0.60062379,0.29685178,0.18799707,0.04259873,0.00822644,0.61160924
-5.27963982,0.92549558,0.00786610,0.00610141,0.60687150,0.30352216,0.19210622,0.04264405,0.00767439,0.62527558
-5.27363682,0.95226188,0.00876136,0.00634726,0.61628890,0.31235833,0.19742213,0.04291271,0.00717679,0.64290378
-5.26763382,0.98499279,0.00970397,0.00664022,0.62891873,0.32327577,0.20392054,0.04340817,0.00673498,0.66442457
-5.26163082,1.02336942,0.01068416,0.00697619,0.64472702,0.33612635,0.21155098,0.04412754,0.00634884,0.68966342
-5.25562781,1.06691044,0.01169058,0.00734956,0.66360057,0.35070158,0.22023674,0.04506154,0.00601683,0.71834206
-5.24962481,1.11498229,0.01271041,0.00775338,0.68534759,0.36673788,0.22987593,0.04619455,0.00573615,0.75008385
-5.24362181,1.16681508,0.01372967,0.00817947,0.70970175,0.38392392,0.24034361,0.04750506,0.00550290,0.78442302
-5.23761881,1.22152404,0.01473346,0.00861864,0.73632941,0.40190968,0.25149489,0.04896625,0.00531229,0.82081749
-5.23161581,1.27813551,0.01570640,0.00906094,0.76483988,0.42031698,0.26316899,0.05054683,0.00515882,0.85866492
-5.22561281,1.33561673,0.01663296,0.00949589,0.79479809,0.43875117,0.27519404,0.05221206,0.00503651,0.89732121
-5.21960980,1.39290804,0.01749795,0.00991283,0.82573912,0.45681337,0.28739225,0.05392489,0.00493911,0.93612081
-5.21360680,1.44895607,0.01828697,0.01030120,0.85718370,0.47411297,0.29958548,0.05564723,0.00486033,0.97439775
-5.20760380,1.50274656,0.01898685,0.01065088,0.88865387,0.49027973,0.31160062,0.05734116,0.00479401,1.01150649
-5.20160080,1.55333505,0.01958606,0.01095250,0.91968794,0.50497501,0.32327459,0.05897021,0.00473431,1.04684150
-5.19559780,1.59987412,0.02007505,0.01119771,0.94985374,0.51790165,0.33445876,0.06050047,0.00467590,1.07985465
-5.18959480,1.64163581,0.02044661,0.01137945,0.97875967,0.52881203,0.34502240,0.06190157,0.00461403,1.11006947
-5.18359180,1.67802823,0.02069603,0.01149220,1.00606271,0.53751402,0.35485505,0.06314743,0.00454470,1.13709164
-5.17758879,1.70860551,0.02082122,0.01153208,1.03147312,0.54387452,0.36386771,0.06421684,0.00446468,1.16061524
-5.17158579,1.73307092,0.02082277,0.01149699,1.05475574,0.54782049,0.37199269,0.06509375,0.00437158,1.18042454
-5.16558279,1.75127314,0.02070381,0.01138665,1.07572780,0.54933760,0.37918242,0.06576727,0.00426381,1.19639139
-5.15957979,1.76319613,0.02046988,0.01120257,1.09425378,0.54846642,0.38540702,0.06623149,0.00414062,1.20846857
-5.15357679,1.76894358,0.02012865,0.01094794,1.11023777,0.54529670,0.39065116,0.06648502,0.00400199,1.21667971
-5.14757379,1.76871904,0.01968958,0.01062753,1.12361402,0.53995990,0.39491026,0.06653043,0.00384861,1.22110656
-5.14157079,1.76280310,0.01916356,0.01024745,1.13433672,0.53262057,0.39818644,0.06637345,0.00368172,1.22187459
-5.13556778,1.75152936,0.01856245,0.00981493,1.14236971,0.52346710,0.40048456,0.06602222,0.00350307,1.21913798
-5.12956478,1.73526062,0.01789867,0.00933807,1.14767714,0.51270223,0.40180857,0.06548644,0.00331478,1.21306505
-5.12356178,1.71436681,0.01718478,0.00882554,1.15021591,0.50053407,0.40215859,0.06477659,0.00311922,1.20382507
-5.11755878,1.68920607,0.01643310,0.00828627,1.14993046,0.48716785,0.40152889,0.06390326,0.00291889,1.19157743
-5.11155578,1.66010992,0.01565534,0.00772923,1.14675043,0.47279900,0.39990689,0.06287658,0.00271632,1.17646365
-5.10555278,1.62737329,0.01486233,0.00716315,1.14059142,0.45760770,0.39727332,0.06170585,0.00251400,1.15860280
-5.09954977,1.59124963,0.01406379,0.00659624,1.13135878,0.44175511,0.39360351,0.06039935,0.00231426,1.13809033
-5.09354677,1.55195116,0.01326818,0.00603607,1.11895420,0.42538134,0.38886969,0.05896424,0.00211921,1.11500032
-5.08754377,1.50965364,0.01248267,0.00548939,1.10328454,0.40860510,0.38304415,0.05740677,0.00193071,1.08939062
-5.08154077,1.46450506,0.01171306,0.00496200,1.08427226,0.39152479,0.37610292,0.05573251,0.00175031,1.06131042
-5.07553777,1.41663712,0.01096388,0.00445873,1.06186663,0.37422088,0.36802987,0.05394673,0.00157927,1.03080949
-5.06953477,1.36617845,0.01023850,0.00398335,1.03605476,0.35675909,0.35882065,0.05205486,0.00141852,0.99794806
-5.06353177,1.31326822,0.00953922,0.00353868,1.00687179,0.33919428,0.34848643,0.05006293,0.00126867,0.96280680
-5.05752876,1.25806902,0.00886749,0.00312653,0.97440917,0.32157437,0.33705696,0.04797803,0.00113008,0.92549571
-5.05152576,1.20077802,0.00822403,0.00274789,0.93882062,0.30394423,0.32458280,0.04580869,0.00100283,0.88616148
-5.04552276,1.14163535,0.00760905,0.00240291,0.90032516,0.28634909,0.31113658,0.04356512,0.00088680,0.84499258
-5.03951976,1.08092931,0.00702237,0.00209111,0.85920691,0.26883735,0.29681305,0.04125949,0.00078168,0.80222171
-5.03351676,1.01899797,0.00646360,0.00181144,0.81581178,0.25146247,0.28172810,0.03890588,0.00068703,0.75812561
-5.02751376,0.95622713,0.00593223,0.00156239,0.77054110,0.23428406,0.26601665,0.03652028,0.00060230,0.71302200
-5.02151076,0.89304497,0.00542773,0.00134216,0.72384254,0.21736808,0.24982961,0.03412035,0.00052689,0.66726416
-5.01550775,0.82991373,0.00494963,0.00114872,0.67619903,0.20078613,0.23333009,0.03172522,0.00046014,0.62123334
-5.00950475,0.76731929,0.00449751,0.00097990,0.62811622,0.18461414,0.21668910,0.02935505,0.00040142,0.57532978
-5.00350175,0.70575932,0.00407107,0.00083351,0.58010922,0.16893046,0.20008100,0.02703069,0.00035011,0.52996269
-4.99749875,0.64573077,0.00367008,0.00070740,0.53268945,0.15381366,0.18367889,0.02477329,0.00030565,0.48554013
-4.99149575,0.58771785,0.00329436,0.00059951,0.48635222,0.13934017,0.16765031,0.02260388,0.00026752,0.44245917
-4.98549275,0.53218092,0.00294377,0.00050789,0.44156581,0.12558195,0.15215340,0.02054307,0.00023530,0.40109711
-4.97948974,0.47954715,0.00261817,0.00043078,0.39876233,0.11260445,0.13733367,0.01861080,0.00020865,0.36180415
-4.97348674,0.43020338,0.00231735,0.00036661,0.35833094,0.10046486,0.12332161,0.01682616,0.00018732,0.32489781
-4.96748374,0.38449149,0.00204105,0.00031402,0.32061356,0.08921089,0.11023105,0.01520731,0.00017118,0.29065941
-4.96148074,0.34270639,0.00178888,0.00027182,0.28590297,0.07888000,0.09815849,0.01377153,0.00016018,0.25933266
-4.95547774,0.30509651,0.00156035,0.00023909,0.25444342,0.06949924,0.08718320,0.01253530,0.00015441,0.23112411
-4.94947474,0.27186658,0.00135483,0.00021506,0.22643328,0.06108556,0.07736803,0.01151452,0.00015406,0.20620557
-4.94347174,0.24318236,0.00117156,0.00019920,0.20202943,0.05364656,0.06876088,0.01072472,0.00015944,0.18471780
-4.93746873,0.21917666,0.00100967,0.00019114,0.18135293,0.04718166,0.06139665,0.01018133,0.00017096,0.16677541
-4.93146573,0.19995632,0.00086816,0.00019071,0.16449554,0.04168349,0.05529938,0.00989995,0.00018916,0.15247231
-4.92546273,0.18560928,0.00074597,0.00019791,0.15152634,0.03713948,0.05048461,0.00989652,0.00021469,0.14188732
-4.91945973,0.17621140,0.00064197,0.00021287,0.14249822,0.03353352,0.04696163,0.01018753,0.00024829,0.13508951
-4.91345673,0.17183234,0.00055500,0.00023588,0.13745361,0.03084752,0.04473553,0.01079004,0.00029080,0.13214279
-4.90745373,0.17254011,0.00048386,0.00026735,0.13642900,0.02906288,0.04380888,0.01172166,0.00034315,0.13310941
-4.90145073,0.17840387,0.00042740,0.00030781,0.13945814,0.02816174,0.04418297,0.01300031,0.00040633,0.13805214
-4.89544772,0.18949485,0.00038446,0.00035786,0.14657352,0.02812803,0.04585852,0.01464394,0.00048138,0.14703488
-4.88944472,0.20588515,0.00035394,0.00041820,0.15780605,0.02894818,0.04883581,0.01667006,0.00056936,0.16012167
-4.88344172,0.22764458,0.00033479,0.00048958,0.17318310,0.03061163,0.05311425,0.01909509,0.00067132,0.17737404
-4.87743872,0.25483560,0.00032600,0.00057281,0.19272480,0.03311106,0.05869144,0.02193371,0.00078827,0.19884696
-4.87143572,0.28750679,0.00032663,0.00066869,0.21643895,0.03644241,0.06556164,0.02519800,0.00092117,0.22458351
-4.86543272,0.32568510,0.00033579,0.00077805,0.24431481,0.04060487,0.07371404,0.02889663,0.00107084,0.25460859
-4.85942971,0.36936750,0.00035262,0.00090171,0.27631615,0.04560064,0.08313059,0.03303397,0.00123795,0.28892210
-4.85342671,0.41851254,0.00037631,0.00104046,0.31237392,0.05143489,0.09378382,0.03760927,0.00142300,0.32749198
-4.84742371,0.47303244,0.00040606,0.00119506,0.35237915,0.05811568,0.10563459,0.04261592,0.00162623,0.37024760
-4.84142071,0.53278628,0.00044111,0.00136622,0.39617637,0.06565417,0.11863006,0.04804084,0.00184761,0.41707398
-4.83541771,0.59757489,0.00048068,0.00155460,0.44355810,0.07406503,0.13270189,0.05386405,0.00208683,0.46780716
-4.82941471,0.66713791,0.00052399,0.00176081,0.49426090,0.08336715,0.14776497,0.06005848,0.00234320,0.52223136
-4.82341171,0.74115347,0.00057026,0.00198541,0.54796315,0.09358470,0.16371657,0.06659002,0.00261570,0.58007800
-4.81740870,0.81924073,0.00061870,0.00222893,0.60428498,0.10474849,0.18043626,0.07341784,0.00290293,0.64102703
-4.81140570,0.90096542,0.00066850,0.00249186,0.66279048,0.11689771,0.19778640,0.08049503,0.00320310,0.70471052
-4.80540270,0.98584838,0.00071886,0.00277467,0.72299233,0.13008174,0.21561348,0.08776945,0.00351404,0.77071871
-4.79939970,1.07337683,0.00076896,0.00307781,0.78435871,0.14436227,0.23375009,0.09518491,0.00383324,0.83860823
-4.79339670,1.16301804,0.00081801,0.00340176,0.84632240,0.15981531,0.25201770,0.10268253,0.00415784,0.90791231
-4.78739370,1.25423485,0.00086526,0.00374698,0.90829183,0.17653304,0.27022990,0.11020227,0.00448468,0.97815263
-4.78139070,1.34650236,0.00090997,0.00411397,0.96966372,0.19462534,0.28819638,0.11768458,0.00481035,1.04885236
-4.77538769,1.43932496,0.00095149,0.00450323,1.02983680,0.21422070,0.30572708,0.12507206,0.00513128,1.11954968
-4.76938469,1.53225284,0.00098923,0.00491524,1.08822625,0.23546643,0.32263683,0.13231113,0.00544375,1.18981135
-4.76338169,1.62489718,0.00102273,0.00535048,1.14427817,0.25852778,0.33874989,0.13935353,0.00574404,1.25924550
-4.75737869,1.71694292,0.00105160,0.00580935,1.19748359,0.28358597,0.35390457,0.14615765,0.00602845,1.32751314
-4.75137569,1.80815844,0.00107562,0.00629213,1.24739148,0.31083483,0.36795748,0.15268960,0.00629343,1.39433753
-4.74537269,1.89840139,0.00109469,0.00679894,1.29362019,0.34047600,0.38078747,0.15892395,0.00653566,1.45951114
-4.73936968,1.98762004,0.00110887,0.00732964,1.33586678,0.37271266,0.39229892,0.16484412,0.00675214,1.52289944
-4.73336668,2.07584977,0.00111837,0.00788377,1.37391404,0.40774177,0.40242438,0.17044239,0.00694028,1.58444136
-4.72736368,2.16320462,0.00112358,0.00846046,1.40763457,0.44574492,0.41112633,0.17571944,0.00709798,1.64414618
-4.72136068,2.24986382,0.00112502,0.00905836,1.43699200,0.48687802,0.41839806,0.18068361,0.00722370,1.70208669
-4.71535768,2.33605377,0.00112340,0.00967550,1.46203901,0.53126018,0.42426351,0.18534972,0.00731653,1.75838899
-4.70935468,2.42202599,0.00111953,0.01030930,1.48291232,0.57896193,0.42877616,0.18973761,0.00737623,1.81321899
-4.70335168,2.50803183,0.00111437,0.01095647,1.49982470,0.62999352,0.43201684,0.19387043,0.00740323,1.86676631
-4.69734867,2.59429508,0.00110898,0.01161299,1.51305429,0.68429363,0.43409069,0.19777279,0.00739870,1.91922605
-4.69134567,2.68098363,0.00110448,0.01227410,1.52293159,0.74171910,0.43512311,0.20146877,0.00736449,1.97077937
-4.68534267,2.76818155,0.00110206,0.01293435,1.52982465,0.80203629,0.43525514,0.20498004,0.00730311,2.02157365
-4.67933967,2.85586309,0.00110293,0.01358762,1.53412296,0.86491465,0.43463806,0.20832403,0.00721770,2.07170331
-4.67333667,2.94386994,0.00110827,0.01422730,1.53622080,0.92992298,0.43342775,0.21151233,0.00711195,2.12119222
-4.66733367,3.03189324,0.00111922,0.01484636,1.53650063,0.99652896,0.43177880,0.21454943,0.00699001,2.16997866
-4.66133067,3.11946148,0.00113683,0.01543756,1.53531735,1.06410214,0.42983872,0.21743174,0.00685645,2.21790387
-4.65532766,3.20593543,0.00116202,0.01599368,1.53298401,1.13192087,0.42774235,0.22014716,0.00671607,2.26470483
-4.64932466,3.29051077,0.00119554,0.01650769,1.52975980,1.19918300,0.42560696,0.22267503,0.00657390,2.31001202
-4.64332166,3.37222885,0.00123797,0.01697306,1.52584075,1.26502039,0.42352794,0.22498660,0.00643501,2.35335248
