energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.78389195,5.23991544,0.01924024,0.65984245,2.86132671,2.42067187,1.80539380,0.00000000,0.83350005,0.42301685
-5.77788894,5.27142059,0.01933271,0.66336979,2.87747103,2.44312878,1.81126390,0.00000000,0.83278891,0.43002148
-5.77188594,5.31400450,0.01947010,0.66869548,2.90015487,2.47095834,1.82050103,0.00000000,0.83396206,0.43813002
-5.76588294,5.36791652,0.01965875,0.67580431,2.92956558,2.50411738,1.83339184,0.00000000,0.83716898,0.44740245
-5.75987994,5.43311305,0.01990380,0.68465064,2.96570831,2.54243005,1.85011309,0.00000000,0.84250403,0.45787010
-5.75387694,5.50924342,0.02020899,0.69515670,3.00840071,2.58558386,1.87072320,0.00000000,0.85000139,0.46953320
-5.74787394,5.59564812,0.02057653,0.70721196,3.05727487,2.63313135,1.89515854,0.00000000,0.85963234,0.48235948
-5.74187094,5.69136938,0.02100696,0.72067373,3.11178649,2.68449720,1.92323483,0.00000000,0.87130512,0.49628400
-5.73586793,5.79517343,0.02149915,0.73536894,3.17123036,2.73899041,1.95465343,0.00000000,0.88486742,0.51121014
-5.72986493,5.90558347,0.02205034,0.75109685,3.23476171,2.79582090,1.98901215,0.00000000,0.90011138,0.52701175
-5.72386193,6.02092162,0.02265622,0.76763274,3.30142187,2.85411992,2.02582015,0.00000000,0.91678091,0.54353634
-5.71785893,6.13935792,0.02331108,0.78473233,3.37016747,2.91296317,2.06451592,0.00000000,0.93458099,0.56060928
-5.71185593,6.25896430,0.02400805,0.80213672,3.43990144,2.97139579,2.10448782,0.00000000,0.95318857,0.57803868
-5.70585293,6.37777109,0.02473929,0.81957773,3.50950486,3.02845811,2.14509598,0.00000000,0.97226449,0.59562096
-5.69984992,6.49382406,0.02549629,0.83678339,3.57786824,3.08321130,2.18569464,0.00000000,0.99146599,0.61314669
-5.69384692,6.60523952,0.02627017,0.85348352,3.64392107,3.13476187,2.22565417,0.00000000,1.01045915,0.63040664
-5.68784392,6.71025587,0.02705193,0.86941507,3.70665892,3.18228447,2.26438160,0.00000000,1.02893082,0.64719770
-5.68184092,6.80727977,0.02783278,0.88432731,3.76516709,3.22504200,2.30133915,0.00000000,1.04659953,0.66332851
-5.67583792,6.89492552,0.02860437,0.89798653,3.81864045,3.26240280,2.33605998,0.00000000,1.06322491,0.67862456
-5.66983492,6.97204694,0.02935906,0.91018035,3.86639906,3.29385440,2.36816067,0.00000000,1.07861526,0.69293262
-5.66383192,7.03776076,0.03009006,0.92072145,3.90789947,3.31901358,2.39735023,0.00000000,1.09263317,0.70612431
-5.65782891,7.09146147,0.03079163,0.92945074,3.94274175,3.33763268,2.42343528,0.00000000,1.10519879,0.71809874
-5.65182591,7.13282753,0.03145916,0.93623991,3.97067244,3.34960219,2.44632159,0.00000000,1.11629102,0.72878415
-5.64582291,7.16181933,0.03208920,0.94099332,3.99158370,3.35494967,2.46601211,0.00000000,1.12594633,0.73813848
-5.63981991,7.17866938,0.03267947,0.94364928,4.00550910,3.35383531,2.48260159,0.00000000,1.13425564,0.74614899
-5.63381691,7.18386553,0.03322881,0.94418068,4.01261649,3.34654427,2.49626852,0.00000000,1.14135935,0.75283090
-5.62781391,7.17812821,0.03373707,0.94259503,4.01319836,3.33347639,2.50726454,0.00000000,1.14744077,0.75822524
-5.62181091,7.16238270,0.03420499,0.93893382,4.00766020,3.31513336,2.51590210,0.00000000,1.15271833,0.76239600
-5.61580790,7.13772755,0.03463403,0.93327144,3.99650732,3.29210411,2.52254086,0.00000000,1.15743690,0.76542674
-5.60980490,7.10540039,0.03502623,0.92571347,3.98033045,3.26504866,2.52757344,0.00000000,1.16185859,0.76741693
-5.60380190,7.06674233,0.03538398,0.91639452,3.95979067,3.23468109,2.53141109,0.00000000,1.16625327,0.76847807
-5.59779890,7.02316201,0.03570991,0.90547566,3.93560380,3.20175195,2.53446976,0.00000000,1.17088932,0.76872985
-5.59179590,6.97610052,0.03600672,0.89314147,3.90852472,3.16703087,2.53715722,0.00000000,1.17602467,0.76829654
-5.58579290,6.92699802,0.03627702,0.87959673,3.87933180,3.13128954,2.53986144,0.00000000,1.18189862,0.76730366
-5.57978989,6.87726309,0.03652327,0.86506293,3.84881175,3.09528584,2.54294065,0.00000000,1.18872448,0.76587513
-5.57378689,6.82824537,0.03674768,0.84977451,3.81774498,3.05974916,2.54671532,0.00000000,1.19668328,0.76413087
-5.56778389,6.78121214,0.03695221,0.83397506,3.78689188,3.02536763,2.55146219,0.00000000,1.20591865,0.76218501
-5.56178089,6.73732910,0.03713852,0.81791338,3.75698001,2.99277720,2.55741037,0.00000000,1.21653302,0.76014452
-5.55577789,6.69764560,0.03730805,0.80183957,3.72869251,2.96255297,2.56473946,0.00000000,1.22858508,0.75810843
-5.54977489,6.66308425,0.03746200,0.78600120,3.70265780,2.93520267,2.57357953,0.00000000,1.24208865,0.75616738
-5.54377189,6.63443460,0.03760148,0.77063951,3.67944073,2.91116246,2.58401293,0.00000000,1.25701281,0.75440351
-5.53776888,6.61235076,0.03772747,0.75598585,3.65953532,2.89079479,2.59607728,0.00000000,1.27328336,0.75289055
-5.53176588,6.59735216,0.03784097,0.74225824,3.64335903,2.87438814,2.60976975,0.00000000,1.29078543,0.75169405
-5.52576288,6.58982691,0.03794304,0.72965823,3.63124879,2.86215844,2.62505192,0.00000000,1.30936721,0.75087148
-5.51975988,6.59003715,0.03803478,0.71836793,3.62345850,2.85425170,2.64185509,0.00000000,1.32884460,0.75047239
-5.51375688,6.59812550,0.03811742,0.70854744,3.62015813,2.85074760,2.66008549,0.00000000,1.34900667,0.75053822
-5.50775388,6.61412190,0.03819227,0.70033250,3.62143425,2.85166350,2.67962923,0.00000000,1.36962167,0.75110210
-5.50175088,6.63795033,0.03826069,0.69383258,3.62729177,2.85695872,2.70035650,0.00000000,1.39044344,0.75218820
-5.49574787,6.66943459,0.03832405,0.68912922,3.63765680,2.86653847,2.72212494,0.00000000,1.41121797,0.75381106
-5.48974487,6.70830308,0.03838360,0.68627484,3.65238038,2.88025745,2.74478198,0.00000000,1.43168983,0.75597462
-5.48374187,6.75419203,0.03844042,0.68529190,3.67124292,2.89792277,2.76816598,0.00000000,1.45160838,0.75867122
-5.47773887,6.80664751,0.03849529,0.68617253,3.69395920,2.91929625,2.79210639,0.00000000,1.47073339,0.76188059
-5.47173587,6.86512624,0.03854857,0.68887856,3.72018380,2.94409609,2.81642286,0.00000000,1.48883998,0.76556890
-5.46573287,6.92899572,0.03860014,0.69334203,3.74951689,2.97199807,2.84092373,0.00000000,1.50572273,0.76968806
-5.45972986,6.99753432,0.03864927,0.69946623,3.78151038,3.00263663,2.86540399,0.00000000,1.52119888,0.77417535
-5.45372686,7.06993215,0.03869460,0.70712719,3.81567449,3.03560610,2.88964331,0.00000000,1.53511054,0.77895345
-5.44772386,7.14529353,0.03873409,0.71617571,3.85148477,3.07046253,2.91340442,0.00000000,1.54732602,0.78393105
-5.44172086,7.22264196,0.03876503,0.72643992,3.88838979,3.10672651,2.93643240,0.00000000,1.55774028,0.78900399
-5.43571786,7.30092849,0.03878410,0.73772837,3.92581962,3.14388737,2.95845514,0.00000000,1.56627469,0.79405709
-5.42971486,7.37904407,0.03878745,0.74983357,3.96319513,3.18140910,2.97918552,0.00000000,1.57287627,0.79896664
-5.42371186,7.45583642,0.03877080,0.76253596,3.99993841,3.21873821,2.99832544,0.00000000,1.57751660,0.80360346
-5.41770885,7.53013149,0.03872965,0.77560835,4.03548404,3.25531350,3.01557193,0.00000000,1.58019064,0.80783658
-5.41170585,7.60075945,0.03865940,0.78882056,4.06929137,3.29057782,3.03062531,0.00000000,1.58091561,0.81153736
-5.40570285,7.66658440,0.03855554,0.80194424,4.10085748,3.32399142,3.04319921,0.00000000,1.57973006,0.81458394
-5.39969985,7.72653714,0.03841392,0.81475780,4.12973048,3.35504649,3.05303218,0.00000000,1.57669345,0.81686585
-5.39369685,7.77964945,0.03823085,0.82705120,4.15552285,3.38328227,3.05990036,0.00000000,1.57188596,0.81828862
-5.38769385,7.82508840,0.03800335,0.83863046,4.17792403,3.40830010,3.06363052,0.00000000,1.56540883,0.81877808
-5.38169085,7.86218894,0.03772926,0.84932177,4.19671186,3.42977743,3.06411293,0.00000000,1.55738496,0.81828431
-5.37568784,7.89048281,0.03740736,0.85897501,4.21176202,3.44748014,3.06131296,0.00000000,1.54795973,0.81678483
-5.36968484,7.90972199,0.03703749,0.86746655,4.22305491,3.46127230,3.05528095,0.00000000,1.53730173,0.81428703
-5.36368184,7.91989510,0.03662052,0.87470118,4.23067927,3.47112262,3.04615932,0.00000000,1.52560328,0.81082951
-5.35767884,7.92123526,0.03615838,0.88061313,4.23483208,3.47710717,3.03418641,0.00000000,1.51308048,0.80648235
-5.35167584,7.91421865,0.03565398,0.88516613,4.23581437,3.47940790,3.01969655,0.00000000,1.49997242,0.80134617
-5.34567284,7.89955315,0.03511111,0.88835243,4.23402266,3.47830687,3.00311592,0.00000000,1.48653957,0.79554998
-5.33966983,7.87815733,0.03453434,0.89019096,4.22993630,3.47417647,2.98495434,0.00000000,1.47306097,0.78924780
-5.33366683,7.85113031,0.03392879,0.89072462,4.22410076,3.46746573,2.96579288,0.00000000,1.45983023,0.78261437
-5.32766383,7.81971380,0.03330003,0.89001684,4.21710750,3.45868366,2.94626785,0.00000000,1.44715039,0.77583977
-5.32166083,7.78524791,0.03265382,0.88814767,4.20957119,3.44838019,2.92705165,0.00000000,1.43532754,0.76912348
-5.31565783,7.74912274,0.03199599,0.88520946,4.20210511,3.43712572,2.90883139,0.00000000,1.42466353,0.76266791
-5.30965483,7.71272806,0.03133223,0.88130249,4.19529581,3.42549032,2.89228589,0.00000000,1.41544785,0.75667176
-5.30365183,7.67740339,0.03066796,0.87653063,4.18967826,3.41402361,2.87806246,0.00000000,1.40794911,0.75132335
-5.29764882,7.64439068,0.03000821,0.87099730,4.18571244,3.40323623,2.86675402,0.00000000,1.40240635,0.74679442
-5.29164582,7.61479190,0.02935752,0.86480192,4.18376277,3.39358369,2.85887791,0.00000000,1.39902051,0.74323431
-5.28564282,7.58953308,0.02871991,0.85803694,4.18408107,3.38545339,2.85485696,0.00000000,1.39794663,0.74076504
-5.27963982,7.56933624,0.02809881,0.85078562,4.18679413,3.37915509,2.85500387,0.00000000,1.39928689,0.73947721
-5.27363682,7.55470024,0.02749710,0.84312057,4.19189633,3.37491518,2.85950915,0.00000000,1.40308493,0.73942697
-5.26763382,7.54589064,0.02691712,0.83510310,4.19924777,3.37287459,2.86843336,0.00000000,1.40932173,0.74063410
-5.26163082,7.54293886,0.02636075,0.82678333,4.20857799,3.37309023,2.88170361,0.00000000,1.41791322,0.74308122
-5.25562781,7.54564973,0.02582938,0.81820100,4.21949510,3.37553945,2.89911444,0.00000000,1.42870976,0.74671405
-5.24962481,7.55361685,0.02532406,0.80938688,4.23149981,3.38012713,2.92033296,0.00000000,1.44149759,0.75144280
-5.24362181,7.56624442,0.02484550,0.80036466,4.24400390,3.38669457,2.94490782,0.00000000,1.45600222,0.75714448
-5.23761881,7.58277419,0.02439412,0.79115310,4.25635202,3.39502973,2.97228176,0.00000000,1.47189368,0.76366611
-5.23161581,7.60231627,0.02397009,0.78176841,4.26784600,3.40487812,3.00180710,0.00000000,1.48879359,0.77082865
-5.22561281,7.62388225,0.02357337,0.77222663,4.27777051,3.41595376,3.03276368,0.00000000,1.50628369,0.77843169
-5.21960980,7.64641942,0.02320365,0.76254585,4.28541898,3.42794988,3.06437864,0.00000000,1.52391572,0.78625854
-5.21360680,7.66884492,0.02286042,0.75274824,4.29011866,3.44054892,3.09584746,0.00000000,1.54122243,0.79408184
-5.20760380,7.69007888,0.02254290,0.74286172,4.29125383,3.45343164,3.12635563,0.00000000,1.55772919,0.80166949
-5.20160080,7.70907585,0.02225006,0.73292119,4.28828626,3.46628532,3.15510057,0.00000000,1.57296614,0.80879074
-5.19559780,7.72485386,0.02198057,0.72296936,4.28077223,3.47881107,3.18131298,0.00000000,1.58648033,0.81522242
-5.18959480,7.73652081,0.02173284,0.71305701,4.26837559,3.49073014,3.20427744,0.00000000,1.59784763,0.82075519
-5.18359180,7.74329790,0.02150498,0.70324293,4.25087648,3.50178972,3.22335163,0.00000000,1.60668399,0.82519958
-5.17758879,7.74453990,0.02129486,0.69359326,4.22817566,3.51176799,3.23798376,0.00000000,1.61265583,0.82839183
-5.17158579,7.73975218,0.02110016,0.68418062,4.20029462,3.52047878,3.24772786,0.00000000,1.61548907,0.83019932
-5.16558279,7.72860439,0.02091839,0.67508275,4.16737165,3.52777589,3.25225652,0.00000000,1.61497676,0.83052535
-5.15957979,7.71094068,0.02074704,0.66638106,4.12965432,3.53355694,3.25137078,0.00000000,1.61098482,0.82931330
-5.15357679,7.68678624,0.02058363,0.65815893,4.08748913,3.53776694,3.24500684,0.00000000,1.60345597,0.82654982
-5.14757379,7.65635017,0.02042587,0.65049992,4.04130873,3.54040125,3.23323935,0.00000000,1.59241144,0.82226700
-5.14157079,7.62002428,0.02027174,0.64348604,3.99161768,3.54150790,3.21628110,0.00000000,1.57795068,0.81654329
-5.13556778,7.57837785,0.02011963,0.63719603,3.93897719,3.54118895,3.19447906,0.00000000,1.56024883,0.80950320
-5.12956478,7.53214799,0.01996844,0.63170374,3.88398979,3.53960080,3.16830660,0.00000000,1.53955219,0.80131546
-5.12356178,7.48222573,0.01981765,0.62707664,3.82728421,3.53695300,3.13835213,0.00000000,1.51617165,0.79218987
-5.11755878,7.42963757,0.01966741,0.62337463,3.76950117,3.53350551,3.10530427,0.00000000,1.49047450,0.78237256
-5.11155578,7.37552283,0.01951854,0.62064883,3.71128039,3.52956420,3.06993382,0.00000000,1.46287466,0.77214000
-5.10555278,7.32110685,0.01937254,0.61894072,3.65324884,3.52547441,3.03307306,0.00000000,1.43382173,0.76179165
-5.09954977,7.26767059,0.01923153,0.61828137,3.59601061,3.52161258,2.99559278,0.00000000,1.40378913,0.75164157
-5.09354677,7.21651701,0.01909816,0.61869072,3.54013809,3.51837607,2.95837768,0.00000000,1.37326173,0.74200910
-5.08754377,7.16893514,0.01897551,0.62017713,3.48616444,3.51617124,2.92230093,0.00000000,1.34272333,0.73320908
-5.08154077,7.12616255,0.01886691,0.62273677,3.43457713,3.51540008,2.88819856,0.00000000,1.31264424,0.72554166
-5.07553777,7.08934734,0.01877577,0.62635324,3.38581223,3.51644590,2.85684448,0.00000000,1.28346939,0.71928228
-5.06953477,7.05951076,0.01870538,0.63099700,3.34024923,3.51965825,2.82892699,0.00000000,1.25560738,0.71467209
-5.06353177,7.03751162,0.01865872,0.63662498,3.29820625,3.52533799,2.80502747,0.00000000,1.22942049,0.71190916
-5.05752876,7.02401381,0.01863826,0.64318003,3.25993528,3.53372267,2.78560208,0.00000000,1.20521618,0.71114080
-5.05152576,7.01945802,0.01864578,0.65059049,3.22561762,3.54497328,2.77096704,0.00000000,1.18324022,0.71245738
-5.04552276,7.02403909,0.01868220,0.65876977,3.19535948,3.55916267,2.76128806,0.00000000,1.16367146,0.71588793
-5.03951976,7.03768969,0.01874749,0.66761611,3.16918777,3.57626635,2.75657431,0.00000000,1.14661868,0.72139753
-5.03351676,7.06007149,0.01884057,0.67701248,3.14704659,3.59615624,2.75667725,0.00000000,1.13211924,0.72888697
-5.02751376,7.09057437,0.01895928,0.68682681,3.12879453,3.61859780,2.76129429,0.00000000,1.12013990,0.73819437
-5.02151076,7.12832400,0.01910043,0.69691250,3.11420330,3.64325071,2.76997731,0.00000000,1.11057948,0.74909904
-5.01550775,7.17219796,0.01925983,0.70710947,3.10295811,3.66967355,2.78214579,0.00000000,1.10327354,0.76132730
-5.00950475,7.22085017,0.01943245,0.71724561,3.09466016,3.69733219,2.79710399,0.00000000,1.09800067,0.77456011
-5.00350175,7.27274309,0.01961252,0.72713885,3.08883156,3.72561197,2.81406180,0.00000000,1.09449055,0.78844227
-4.99749875,7.32618670,0.01979381,0.73659973,3.08492305,3.75383319,2.83215850,0.00000000,1.09243314,0.80259286
-4.99149575,7.37938346,0.01996978,0.74543456,3.08232446,3.78126955,2.85048855,0.00000000,1.09148909,0.81661655
-4.98549275,7.43047748,0.02013384,0.75344911,3.08037810,3.80716884,2.86812872,0.00000000,1.09130077,0.83011530
-4.97948974,7.47760672,0.02027958,0.76045270,3.07839462,3.83077528,2.88416553,0.00000000,1.09150380,0.84270017
-4.97348674,7.51895634,0.02040104,0.76626265,3.07567131,3.85135258,2.89772221,0.00000000,1.09173852,0.85400275
-4.96748374,7.55281167,0.02049286,0.77070896,3.07151199,3.86820709,2.90798433,0.00000000,1.09166125,0.86368574
-4.96148074,7.57760896,0.02055052,0.77363896,3.06524816,3.88071016,2.91422331,0.00000000,1.09095476,0.87145253
-4.95547774,7.59198253,0.02057047,0.77492194,3.05626045,3.88831888,2.91581715,0.00000000,1.08933786,0.87705529
-4.94947474,7.59480674,0.02055027,0.77445343,3.04399968,3.89059466,2.91226783,0.00000000,1.08657369,0.88030147
-4.94347174,7.58523162,0.02048863,0.77215898,3.02800664,3.88721898,2.90321507,0.00000000,1.08247646,0.88105851
-4.93746873,7.56271111,0.02038545,0.76799742,3.00792980,3.87800584,2.88844597,0.00000000,1.07691653,0.87925668
-4.93146573,7.52702315,0.02024182,0.76196320,2.98354019,3.86291059,2.86790054,0.00000000,1.06982374,0.87489007
-4.92546273,7.47828114,0.02005997,0.75408786,2.95474278,3.84203487,2.84167311,0.00000000,1.06118876,0.86801576
-4.91945973,7.41693640,0.01984317,0.74444061,2.92158386,3.81562756,2.81000960,0.00000000,1.05106267,0.85875130
-4.91345673,7.34377168,0.01959564,0.73312766,2.88425396,3.78408176,2.77330092,0.00000000,1.03955476,0.84727069
-4.90745373,7.25988589,0.01932239,0.72029062,2.84308615,3.74792785,2.73207285,0.00000000,1.02682857,0.83379906
-4.90145073,7.16667035,0.01902908,0.70610378,2.79854977,3.70782285,2.68697255,0.00000000,1.01309650,0.81860622
-4.89544772,7.06577724,0.01872185,0.69077040,2.75123946,3.66453623,2.63875225,0.00000000,0.99861306,0.80199942
-4.88944472,6.95908089,0.01840718,0.67451810,2.70186020,3.61893262,2.58825051,0.00000000,0.98366699,0.78431544
-4.88344172,6.84863281,0.01809169,0.65759348,2.65120837,3.57195169,2.53637144,0.00000000,0.96857260,0.76591234
-4.87743872,6.73661154,0.01778199,0.64025618,2.60014985,3.52458562,2.48406241,0.00000000,0.95366036,0.74716095
-4.87143572,6.62526830,0.01748452,0.62277242,2.54959555,3.47785465,2.43229075,0.00000000,0.93926723,0.72843644
-4.86543272,6.51686995,0.01720544,0.60540845,2.50047532,3.43278130,2.38201985,0.00000000,0.92572675,0.71010999
-4.85942971,6.41364034,0.01695043,0.58842396,2.45371106,3.39036370,2.33418523,0.00000000,0.91335932,0.69254080
-4.85342671,6.31770172,0.01672463,0.57206570,2.41018978,3.35154875,2.28967122,0.00000000,0.90246271,0.67606848
-4.84742371,6.23101763,0.01653248,0.55656153,2.37073765,3.31720574,2.24928845,0.00000000,0.89330319,0.66100605
-4.84142071,6.15533881,0.01637766,0.54211520,2.33609572,3.28810115,2.21375310,0.00000000,0.88610738,0.64763342
-4.83541771,6.09215365,0.01626298,0.52890183,2.30689806,3.26487533,2.18366811,0.00000000,0.88105507,0.63619175
-4.82941471,6.04264478,0.01619033,0.51706444,2.28365313,3.24802176,2.15950695,0.00000000,0.87827323,0.62687844
-4.82341171,6.00765310,0.01616062,0.50671151,2.26672885,3.23786966,2.14160059,0.00000000,0.87783127,0.61984310
-4.81740870,5.98765059,0.01617373,0.49791573,2.25634184,3.23457050,2.13012778,0.00000000,0.87973792,0.61518437
-4.81140570,5.98272289,0.01622853,0.49071389,2.25255124,3.23808910,2.12510936,0.00000000,0.88393967,0.61294783
-4.80540270,5.99256252,0.01632285,0.48510794,2.25525725,3.24819975,2.12640655,0.00000000,0.89032105,0.61312495
-4.79939970,6.01647333,0.01645353,0.48106714,2.26420446,3.26448768,2.13372367,0.00000000,0.89870667,0.61565322
-4.79339670,6.05338619,0.01661643,0.47853125,2.27898983,3.28635609,2.14661514,0.00000000,0.90886523,0.62041743
-4.78739370,6.10188598,0.01680658,0.47741446,2.29907520,3.31303884,2.16449681,0.00000000,0.92051534,0.62725219
-4.78139070,6.16024905,0.01701821,0.47761006,2.32380384,3.34361846,2.18666132,0.00000000,0.93333309,0.63594568
-4.77538769,6.22649060,0.01724489,0.47899553,2.35242054,3.37704932,2.21229718,0.00000000,0.94696122,0.64624460
-4.76938469,6.29842024,0.01747970,0.48143787,2.38409462,3.41218527,2.24051101,0.00000000,0.96101977,0.65786014
-4.76338169,6.37370446,0.01771539,0.48479891,2.41794512,3.44781107,2.27035238,0.00000000,0.97511762,0.67047513
-4.75737869,6.44993396,0.01794454,0.48894047,2.45306728,3.48267665,2.30084041,0.00000000,0.98886492,0.68375186
-4.75137569,6.52469357,0.01815979,0.49372895,2.48855953,3.51553321,2.33099137,0.00000000,1.00188566,0.69734070
-4.74537269,6.59563273,0.01835403,0.49903939,2.52354990,3.54516997,2.35984637,0.00000000,1.01383017,0.71088916
-4.73936968,6.66053393,0.01852059,0.50475876,2.55722114,3.57045037,2.38649820,0.00000000,1.02438691,0.72405100
-4.73336668,6.71737692,0.01865348,0.51078826,2.58883349,3.59034649,2.41011644,0.00000000,1.03329313,0.73649547
-4.72736368,6.76439648,0.01874752,0.51704469,2.61774446,3.60397041,2.42997007,0.00000000,1.04034398,0.74791596
-4.72136068,6.80013174,0.01879859,0.52346085,2.64342481,3.61060159,2.44544668,0.00000000,1.04539962,0.75803814
-4.71535768,6.82346541,0.01880371,0.52998491,2.66547035,3.60970906,2.45606785,0.00000000,1.04839004,0.76662713
-4.70935468,6.83365167,0.01876117,0.53657891,2.68360909,3.60096780,2.46150004,0.00000000,1.04931741,0.77349350
-4.70335168,6.83033195,0.01867067,0.54321648,2.69770362,3.58426867,2.46156091,0.00000000,1.04825568,0.77849790
-4.69734867,6.81353818,0.01853331,0.54987992,2.70774878,3.55972163,2.45622081,0.00000000,1.04534766,0.78155425
-4.69134567,6.78368375,0.01835160,0.55655692,2.71386492,3.52765209,2.44559957,0.00000000,1.04079953,0.78263128
-4.68534267,6.74154287,0.01812949,0.56323696,2.71628709,3.48859073,2.42995897,0.00000000,1.03487304,0.78175246
-4.67933967,6.68821948,0.01787224,0.56990786,2.71535084,3.44325726,2.40969120,0.00000000,1.02787586,0.77899442
-4.67333667,6.62510716,0.01758635,0.57655248,2.71147537,3.39253880,2.38530397,0.00000000,1.02015035,0.77448378
-4.66733367,6.55384198,0.01727939,0.58314592,2.70514490,3.33746377,2.35740297,0.00000000,1.01206130,0.76839280
-4.66133067,6.47625021,0.01695987,0.58965339,2.69688904,3.27917252,2.32667233,0.00000000,1.00398319,0.76093372
-4.65532766,6.39429322,0.01663700,0.59602884,2.68726315,3.21888564,2.29385404,0.00000000,0.99628749,0.75235235
-4.64932466,6.31001140,0.01632049,0.60221455,2.67682941,3.15787129,2.25972688,0.00000000,0.98933042,0.74292092
-4.64332166,6.22546943,0.01602032,0.60814166,2.66613938,3.09741269,2.22508575,0.00000000,0.98344174,0.73293049
