energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,0.39945431,-0.24269918,0.00060110,-0.00167819,0.10722890,-0.06424414,0.14064273,-0.06704160,0.10079111,-0.05831647,0.01230256,-0.01090792,0.07894213,-0.05213304
-5.92196098,0.43554804,-0.23654626,0.00070922,-0.00141503,0.11806172,-0.06231958,0.15748371,-0.06502795,0.10901696,-0.05654768,0.01306292,-0.01039143,0.08529244,-0.05149176
-5.91595798,0.47427088,-0.23414873,0.00084283,-0.00118620,0.12967762,-0.06155027,0.17554343,-0.06459516,0.11798443,-0.05552233,0.01389305,-0.01000559,0.09208372,-0.05152167
-5.90995498,0.51537157,-0.23542691,0.00100397,-0.00098937,0.14200387,-0.06191943,0.19472159,-0.06574203,0.12766569,-0.05521287,0.01478770,-0.00974292,0.09926678,-0.05220632
-5.90395198,0.55855367,-0.24028638,0.00119479,-0.00082211,0.15495481,-0.06340480,0.21489841,-0.06845800,0.13802444,-0.05559034,0.01574098,-0.00959572,0.10678356,-0.05352733
-5.89794897,0.60347869,-0.24862068,0.00141755,-0.00068195,0.16843262,-0.06597922,0.23593540,-0.07272314,0.14901611,-0.05662559,0.01674638,-0.00955632,0.11456782,-0.05546488
-5.89194597,0.64977125,-0.26031218,0.00167443,-0.00056656,0.18232864,-0.06961072,0.25767695,-0.07850764,0.16058829,-0.05828997,0.01779688,-0.00961726,0.12254645,-0.05799786
-5.88594297,0.69702607,-0.27523143,0.00196749,-0.00047374,0.19652519,-0.07426217,0.27995254,-0.08577086,0.17268154,-0.06055568,0.01888510,-0.00977151,0.13064093,-0.06110364
-5.87993997,0.74481630,-0.29323501,0.00229852,-0.00040159,0.21089785,-0.07989064,0.30257950,-0.09446015,0.18523031,-0.06339574,0.02000344,-0.01001241,0.13876928,-0.06475759
-5.87393697,0.79270301,-0.31416243,0.00266892,-0.00034847,0.22531799,-0.08644641,0.32536631,-0.10450945,0.19816408,-0.06678368,0.02114429,-0.01033374,0.14684806,-0.06893228
-5.86793397,0.84024516,-0.33783247,0.00307961,-0.00031313,0.23965546,-0.09387204,0.34811611,-0.11583808,0.21140849,-0.07069297,0.02230019,-0.01072960,0.15479456,-0.07359665
-5.86193097,0.88700978,-0.36403943,0.00353085,-0.00029470,0.25378139,-0.10210132,0.37063038,-0.12834968,0.22488651,-0.07509635,0.02346399,-0.01119433,0.16252900,-0.07871504
-5.85592796,0.93258165,-0.39254991,0.00402221,-0.00029271,0.26757086,-0.11105858,0.39271256,-0.14193168,0.23851947,-0.07996512,0.02462903,-0.01172232,0.16997661,-0.08424641
-5.84992496,0.97657227,-0.42310055,0.00455238,-0.00030714,0.28090536,-0.12065827,0.41417136,-0.15645529,0.25222806,-0.08526858,0.02578921,-0.01230793,0.17706954,-0.09014363
-5.84392196,1.01862750,-0.45539714,0.00511919,-0.00033836,0.29367495,-0.13080493,0.43482383,-0.17177634,0.26593306,-0.09097350,0.02693913,-0.01294530,0.18374850,-0.09635312
-5.83791896,1.05843380,-0.48911557,0.00571944,-0.00038722,0.30578000,-0.14139389,0.45449781,-0.18773690,0.27955602,-0.09704397,0.02807411,-0.01362830,0.18996411,-0.10281481
-5.83191596,1.09572268,-0.52390479,0.00634897,-0.00045495,0.31713245,-0.15231244,0.47303393,-0.20416780,0.29301972,-0.10344148,0.02919019,-0.01435042,0.19567778,-0.10946251
-5.82591296,1.13027341,-0.55939179,0.00700259,-0.00054317,0.32765664,-0.16344164,0.49028686,-0.22089197,0.30624851,-0.11012532,0.03028415,-0.01510481,0.20086230,-0.11622480
-5.81990995,1.16191396,-0.59518877,0.00767414,-0.00065387,0.33728965,-0.17465881,0.50612617,-0.23772859,0.31916862,-0.11705332,0.03135343,-0.01588425,0.20550197,-0.12302621
-5.81390695,1.19052033,-0.63090200,0.00835658,-0.00078934,0.34598116,-0.18584044,0.52043646,-0.25449783,0.33170840,-0.12418290,0.03239605,-0.01668130,0.20959235,-0.12978898
-5.80790395,1.21601446,-0.66614219,0.00904205,-0.00095214,0.35369303,-0.19686551,0.53311726,-0.27102597,0.34379865,-0.13147231,0.03341054,-0.01748845,0.21313966,-0.13643505
-5.80190095,1.23836109,-0.70053584,0.00972204,-0.00114501,0.36039856,-0.20761905,0.54408243,-0.28715069,0.35537298,-0.13888207,0.03439586,-0.01829825,0.21615994,-0.14288831
-5.79589795,1.25756378,-0.73373683,0.01038759,-0.00137080,0.36608157,-0.21799572,0.55325957,-0.30272624,0.36636838,-0.14637638,0.03535125,-0.01910358,0.21867791,-0.14907703
-5.78989495,1.27366054,-0.76543780,0.01102944,-0.00163237,0.37073541,-0.22790319,0.56058930,-0.31762809,0.37672596,-0.15392454,0.03627621,-0.01989789,0.22072568,-0.15493621
-5.78389195,1.28671936,-0.79538043,0.01163830,-0.00193251,0.37436202,-0.23726520,0.56602467,-0.33175694,0.38639182,-0.16150211,0.03717036,-0.02067541,0.22234142,-0.16040990
-5.77788894,1.29683388,-0.82336400,0.01220509,-0.00227376,0.37697107,-0.24602400,0.56953089,-0.34504162,0.39531819,-0.16909180,0.03803344,-0.02143136,0.22356786,-0.16545312
-5.77188594,1.30411950,-0.84925178,0.01272117,-0.00265836,0.37857926,-0.25414196,0.57108524,-0.35744084,0.40346467,-0.17668395,0.03886520,-0.02216216,0.22445093,-0.17003344
-5.76588294,1.30871004,-0.87297458,0.01317861,-0.00308808,0.37920990,-0.26160246,0.57067747,-0.36894346,0.41079959,-0.18427653,0.03966540,-0.02286559,0.22503842,-0.17413211
-5.75987994,1.31075508,-0.89453125,0.01357044,-0.00356407,0.37889262,-0.26840964,0.56831047,-0.37956735,0.41730140,-0.19187461,0.04043381,-0.02354078,0.22537868,-0.17774446
-5.75387694,1.31041784,-0.91398601,0.01389083,-0.00408678,0.37766337,-0.27458723,0.56400130,-0.38935671,0.42296004,-0.19948931,0.04117014,-0.02418833,0.22551951,-0.18087984
-5.74787394,1.30787378,-0.93146263,0.01413534,-0.00465579,0.37556453,-0.28017643,0.55778243,-0.39837805,0.42777811,-0.20713628,0.04187409,-0.02481017,0.22550716,-0.18356086
-5.74187094,1.30330955,-0.94713577,0.01430103,-0.00526973,0.37264524,-0.28523285,0.54970313,-0.40671489,0.43177189,-0.21483369,0.04254529,-0.02540948,0.22538544,-0.18582202
-5.73586793,1.29692233,-0.96121984,0.01438662,-0.00592615,0.36896165,-0.28982281,0.53983083,-0.41446162,0.43497204,-0.22259998,0.04318333,-0.02599048,0.22519503,-0.18770796
-5.72986493,1.28891925,-0.97395612,0.01439252,-0.00662152,0.36457727,-0.29401904,0.52825230,-0.42171663,0.43742385,-0.23045133,0.04378771,-0.02655819,0.22497288,-0.18927109
-5.72386193,1.27951691,-0.98559870,0.01432086,-0.00735112,0.35956314,-0.29789615,0.51507455,-0.42857521,0.43918724,-0.23839918,0.04435783,-0.02711819,0.22475184,-0.19056919
-5.71785893,1.26894068,-0.99640014,0.01417546,-0.00810908,0.35399782,-0.30152602,0.50042524,-0.43512265,0.44033619,-0.24644782,0.04489298,-0.02767625,0.22456034,-0.19166265
-5.71185593,1.25742382,-1.00659769,0.01396176,-0.00888841,0.34796727,-0.30497345,0.48445262,-0.44142777,0.44095777,-0.25459226,0.04539232,-0.02823810,0.22442229,-0.19261190
-5.70585293,1.24520631,-1.01640062,0.01368664,-0.00968106,0.34156429,-0.30829221,0.46732474,-0.44753743,0.44115085,-0.26281660,0.04585483,-0.02880911,0.22435715,-0.19347485
-5.69984992,1.23253337,-1.02597966,0.01335830,-0.01047803,0.33488788,-0.31152187,0.44922811,-0.45347222,0.44102435,-0.27109283,0.04627932,-0.02939401,0.22438012,-0.19430472
-5.69384692,1.21965372,-1.03545883,0.01298600,-0.01126954,0.32804213,-0.31468536,0.43036567,-0.45922358,0.44069528,-0.27938044,0.04666447,-0.02999672,0.22450251,-0.19514823
-5.68784392,1.20681769,-1.04491022,0.01257984,-0.01204521,0.32113500,-0.31778762,0.41095409,-0.46475264,0.44028653,-0.28762659,0.04700882,-0.03062014,0.22473231,-0.19604421
-5.68184092,1.19427514,-1.05435185,0.01215048,-0.01279425,0.31427680,-0.32081523,0.39122070,-0.46999066,0.43992454,-0.29576708,0.04731085,-0.03126606,0.22507488,-0.19702276
-5.67583792,1.18227336,-1.06374859,0.01170887,-0.01350577,0.30757854,-0.32373706,0.37139991,-0.47484130,0.43973694,-0.30372791,0.04756906,-0.03193512,0.22553383,-0.19810491
-5.66983492,1.17105505,-1.07301613,0.01126596,-0.01416897,0.30115013,-0.32650599,0.35172937,-0.47918429,0.43985018,-0.31142759,0.04778204,-0.03262679,0.22611194,-0.19930277
-5.66383192,1.16085634,-1.08202740,0.01083240,-0.01477346,0.29509860,-0.32906142,0.33244608,-0.48288069,0.44038727,-0.31877973,0.04794868,-0.03333946,0.22681226,-0.20062014
-5.65782891,1.15190493,-1.09062116,0.01041833,-0.01530954,0.28952623,-0.33133253,0.31378242,-0.48577907,0.44146560,-0.32569617,0.04806821,-0.03407052,0.22763913,-0.20205337
-5.65182591,1.14441834,-1.09861215,0.01003309,-0.01576840,0.28452884,-0.33324203,0.29596242,-0.48772260,0.44319494,-0.33209021,0.04814040,-0.03481650,0.22859924,-0.20359265
-5.64582291,1.13860216,-1.10580209,0.00968503,-0.01614245,0.28019410,-0.33471027,0.27919825,-0.48855655,0.44567554,-0.33787982,0.04816569,-0.03557318,0.22970255,-0.20522331
-5.63981991,1.13464825,-1.11199093,0.00938133,-0.01642547,0.27660002,-0.33565938,0.26368704,-0.48813584,0.44899638,-0.34299085,0.04814526,-0.03633581,0.23096306,-0.20692728
-5.63381691,1.13273276,-1.11698776,0.00912785,-0.01661285,0.27381357,-0.33601733,0.24960814,-0.48633226,0.45323356,-0.34735984,0.04808116,-0.03709919,0.23239930,-0.20868446
-5.62781391,1.13301388,-1.12062087,0.00892905,-0.01670169,0.27188948,-0.33572161,0.23712081,-0.48304118,0.45844869,-0.35093648,0.04797627,-0.03785784,0.23403450,-0.21047406
-5.62181091,1.13562909,-1.12274639,0.00878790,-0.01669090,0.27086916,-0.33472252,0.22636225,-0.47818719,0.46468739,-0.35368553,0.04783437,-0.03860611,0.23589646,-0.21227571
-5.61580790,1.14069200,-1.12325545,0.00870589,-0.01658128,0.27077982,-0.33298573,0.21744613,-0.47172866,0.47197776,-0.35558827,0.04765996,-0.03933826,0.23801693,-0.21407051
-5.60980490,1.14828853,-1.12207948,0.00868301,-0.01637548,0.27163366,-0.33049429,0.21046142,-0.46366101,0.48032887,-0.35664331,0.04745817,-0.04004857,0.24043060,-0.21584174
-5.60380190,1.15847257,-1.11919363,0.00871786,-0.01607794,0.27342727,-0.32724980,0.20547142,-0.45401848,0.48972928,-0.35686686,0.04723454,-0.04073134,0.24317368,-0.21757557
-5.59779890,1.17126111,-1.11461861,0.00880767,-0.01569481,0.27614110,-0.32327291,0.20251318,-0.44287452,0.50014553,-0.35629252,0.04699475,-0.04138101,0.24628207,-0.21926149
-5.59179590,1.18662901,-1.10842078,0.00894845,-0.01523378,0.27973906,-0.31860312,0.20159692,-0.43034079,0.51152080,-0.35497058,0.04674431,-0.04199218,0.24978917,-0.22089278
-5.58579290,1.20450362,-1.10071106,0.00913509,-0.01470391,0.28416834,-0.31329799,0.20270570,-0.41656479,0.52377361,-0.35296707,0.04648826,-0.04255968,0.25372354,-0.22246680
-5.57978989,1.22475957,-1.09164279,0.00936155,-0.01411538,0.28935929,-0.30743179,0.20579518,-0.40172646,0.53679686,-0.35036245,0.04623083,-0.04307865,0.25810624,-0.22398538
-5.57378689,1.24721399,-1.08140876,0.00962097,-0.01347930,0.29522561,-0.30109382,0.21079349,-0.38603373,0.55045719,-0.34725024,0.04597508,-0.04354466,0.26294832,-0.22545517
-5.56778389,1.27162267,-1.07023787,0.00990585,-0.01280740,0.30166475,-0.29438631,0.21760132,-0.36971742,0.56459484,-0.34373547,0.04572267,-0.04395380,0.26824833,-0.22688807
-5.56178089,1.29767751,-1.05839143,0.01020824,-0.01211180,0.30855861,-0.28742225,0.22609226,-0.35302557,0.57902412,-0.33993324,0.04547359,-0.04430286,0.27399007,-0.22830165
-5.55577789,1.32500569,-1.04615936,0.01051988,-0.01140474,0.31577469,-0.28032304,0.23611343,-0.33621755,0.59353465,-0.33596718,0.04522602,-0.04458949,0.28014082,-0.22971956
-5.54977489,1.35317099,-1.03385631,0.01083240,-0.01069835,0.32316756,-0.27321616,0.24748664,-0.31955802,0.60789343,-0.33196805,0.04497627,-0.04481235,0.28665007,-0.23117196
-5.54377189,1.38167758,-1.02181761,0.01113747,-0.01000441,0.33058089,-0.26623283,0.26001009,-0.30331110,0.62184791,-0.32807229,0.04471882,-0.04497133,0.29344888,-0.23269570
-5.53776888,1.40997648,-1.01039511,0.01142696,-0.00933411,0.33784995,-0.25950576,0.27346074,-0.28773477,0.63512999,-0.32442059,0.04444646,-0.04506763,0.30045014,-0.23433446
-5.53176588,1.43747499,-0.99995257,0.01169312,-0.00869795,0.34480465,-0.25316700,0.28759748,-0.27307572,0.64746111,-0.32115641,0.04415057,-0.04510393,0.30754955,-0.23613841
-5.52576288,1.46354893,-0.99086066,0.01192870,-0.00810550,0.35127305,-0.24734586,0.30216520,-0.25956462,0.65855826,-0.31842434,0.04382147,-0.04508439,0.31462755,-0.23816368
-5.51975988,1.48755772,-0.98349114,0.01212714,-0.00756536,0.35708541,-0.24216688,0.31689972,-0.24741211,0.66814082,-0.31636831,0.04344888,-0.04501470,0.32155221,-0.24047130
-5.51375688,1.50886191,-0.97821041,0.01228267,-0.00708504,0.36207856,-0.23774788,0.33153360,-0.23680528,0.67593822,-0.31512953,0.04302246,-0.04490194,0.32818284,-0.24312568
-5.50775388,1.52684275,-0.97537206,0.01239043,-0.00667089,0.36610061,-0.23419806,0.34580282,-0.22790484,0.68169795,-0.31484416,0.04253241,-0.04475445,0.33437453,-0.24619268
-5.50175088,1.54092329,-0.97530870,0.01244665,-0.00632811,0.36901582,-0.23161614,0.35945418,-0.22084291,0.68519391,-0.31564075,0.04197008,-0.04458155,0.33998326,-0.24973716
-5.49574787,1.55059021,-0.97832304,0.01244867,-0.00606074,0.37070942,-0.23008849,0.37225316,-0.21572148,0.68623463,-0.31763732,0.04132865,-0.04439325,0.34487153,-0.25382024
-5.48974487,1.55541557,-0.98467855,0.01239509,-0.00587166,0.37109234,-0.22968741,0.38399215,-0.21261141,0.68467107,-0.32093828,0.04060367,-0.04419982,0.34891431,-0.25849628
-5.48374187,1.55507769,-0.99458998,0.01228577,-0.00576265,0.37010546,-0.23046944,0.39449874,-0.21155211,0.68040370,-0.32563127,0.03979367,-0.04401143,0.35200503,-0.26380975
-5.47773887,1.54938014,-1.00821428,0.01212193,-0.00573439,0.36772339,-0.23247382,0.40364359,-0.21255181,0.67338849,-0.33178387,0.03890063,-0.04383764,0.35406141,-0.26979220
-5.47173587,1.53826802,-1.02564228,0.01190612,-0.00578658,0.36395744,-0.23572126,0.41134781,-0.21558849,0.66364145,-0.33944056,0.03793032,-0.04368703,0.35503088,-0.27645950
-5.46573287,1.52184061,-1.04689181,0.01164221,-0.00591797,0.35885768,-0.24021287,0.41758926,-0.22061135,0.65124159,-0.34861984,0.03689261,-0.04356680,0.35489531,-0.28380959
-5.45972986,1.50035968,-1.07190266,0.01133536,-0.00612639,0.35251391,-0.24592955,0.42240756,-0.22754302,0.63633193,-0.35931189,0.03580155,-0.04348243,0.35367477,-0.29182083
-5.45372686,1.47425287,-1.10053401,0.01099191,-0.00640886,0.34505551,-0.25283181,0.42590736,-0.23628239,0.61911855,-0.37147668,0.03467531,-0.04343752,0.35143019,-0.30045131
-5.44772386,1.44411162,-1.13256456,0.01061927,-0.00676162,0.33664993,-0.26086012,0.42825974,-0.24670809,0.59986754,-0.38504296,0.03353605,-0.04343361,0.34826464,-0.30963898
-5.44172086,1.41068340,-1.16769578,0.01022579,-0.00718019,0.32749999,-0.26993572,0.42970131,-0.25868266,0.57889992,-0.39990791,0.03240951,-0.04347027,0.34432314,-0.31930298
-5.43571786,1.37485823,-1.20555837,0.00982057,-0.00765943,0.31783982,-0.27996221,0.43053094,-0.27205729,0.55658465,-0.41593787,0.03132450,-0.04354526,0.33979085,-0.32934597
-5.42971486,1.33764954,-1.24572184,0.00941324,-0.00819360,0.30792972,-0.29082754,0.43110399,-0.28667715,0.53332992,-0.43296986,0.03031230,-0.04365478,0.33488962,-0.33965753
-5.42371186,1.30016989,-1.28770711,0.00901376,-0.00877641,0.29804978,-0.30240672,0.43182406,-0.30238716,0.50957290,-0.45081422,0.02940584,-0.04379394,0.32987294,-0.35011850
-5.41770885,1.26360190,-1.33100168,0.00863219,-0.00940109,0.28849271,-0.31456492,0.43313223,-0.31903806,0.48576846,-0.46925802,0.02863883,-0.04395725,0.32501932,-0.36060608
-5.41170585,1.22916534,-1.37507676,0.00827837,-0.01006045,0.27955578,-0.32716112,0.43549410,-0.33649263,0.46237699,-0.48806942,0.02804477,-0.04413925,0.32062427,-0.37099950
-5.40570285,1.19808116,-1.41940581,0.00796172,-0.01074699,0.27153234,-0.34005201,0.43938483,-0.35463179,0.43985199,-0.50700270,0.02765589,-0.04433508,0.31699109,-0.38118597
-5.39969985,1.17153360,-1.46348362,0.00769099,-0.01145297,0.26470305,-0.35309601,0.44527263,-0.37336038,0.41862754,-0.52580388,0.02750210,-0.04454118,0.31442071,-0.39106658
-5.39369685,1.15063148,-1.50684501,0.00747393,-0.01217049,0.25932697,-0.36615747,0.45360100,-0.39261230,0.39910633,-0.54421674,0.02760988,-0.04475586,0.31320092,-0.40056191
-5.38769385,1.13637002,-1.54908232,0.00731715,-0.01289165,0.25563312,-0.37911055,0.46477061,-0.41235468,0.38164843,-0.56198901,0.02800124,-0.04497980,0.31359532,-0.40961694
-5.38169085,1.12959432,-1.58986077,0.00722586,-0.01360866,0.25381236,-0.39184293,0.47912106,-0.43259080,0.36656132,-0.57887861,0.02869268,-0.04521648,0.31583242,-0.41820498
-5.37568784,1.13096604,-1.62893080,0.00720370,-0.01431394,0.25401025,-0.40425885,0.49691360,-0.45336154,0.35409133,-0.59465958,0.02969431,-0.04547242,0.32009529,-0.42633041
-5.36968484,1.14093435,-1.66613670,0.00725256,-0.01500032,0.25632093,-0.41628168,0.51831520,-0.47474492,0.34441697,-0.60912766,0.03100907,-0.04575726,0.32651215,-0.43402988
-5.36368184,1.15971251,-1.70142094,0.00737253,-0.01566109,0.26078234,-0.42785551,0.54338493,-0.49685368,0.33764420,-0.62210515,0.03263208,-0.04608363,0.33514843,-0.44137194
-5.35767884,1.18726112,-1.73482362,0.00756180,-0.01629020,0.26737302,-0.43894587,0.57206327,-0.51983072,0.33380384,-0.63344496,0.03455028,-0.04646682,0.34600052,-0.44845486
-5.35167584,1.22327895,-1.76647700,0.00781668,-0.01688232,0.27601062,-0.44953945,0.60416498,-0.54384228,0.33285131,-0.64303366,0.03674220,-0.04692429,0.35899176,-0.45540282
-5.34567284,1.26720221,-1.79659498,0.00813160,-0.01743294,0.28655235,-0.45964269,0.63937615,-0.56906902,0.33466858,-0.65079333,0.03917803,-0.04747490,0.37397083,-0.46236031
-5.33966983,1.31821254,-1.82545777,0.00849926,-0.01793845,0.29879735,-0.46927934,0.67725577,-0.59569515,0.33906845,-0.65668230,0.04181996,-0.04813806,0.39071277,-0.46948513
-5.33366683,1.37525405,-1.85339229,0.00891072,-0.01839616,0.31249107,-0.47848696,0.71724215,-0.62389582,0.34580097,-0.66069448,0.04462282,-0.04893266,0.40892281,-0.47694013
-5.32766383,1.43705924,-1.88074904,0.00935569,-0.01880427,0.32733159,-0.48731259,0.75866423,-0.65382345,0.35456176,-0.66285747,0.04753496,-0.04987600,0.42824300,-0.48488397
-5.32166083,1.50218316,-1.90787628,0.00982271,-0.01916186,0.34297773,-0.49580761,0.80075764,-0.68559325,0.36500216,-0.66322950,0.05049942,-0.05098258,0.44826147,-0.49346142
-5.31565783,1.56904512,-1.93509296,0.01029950,-0.01946880,0.35905876,-0.50402214,0.84268515,-0.71926887,0.37674075,-0.66189516,0.05345539,-0.05226298,0.46852420,-0.50279362
-5.30965483,1.63597652,-1.96266136,0.01077329,-0.01972560,0.37518544,-0.51199920,0.88356095,-0.75484877,0.38937592,-0.65896036,0.05633985,-0.05372274,0.48854890,-0.51296865
-5.30365183,1.70127340,-1.99076127,0.01123115,-0.01993333,0.39096196,-0.51976888,0.92247790,-0.79225415,0.40249903,-0.65454648,0.05908935,-0.05536143,0.50784053,-0.52403318
-5.29764882,1.76325174,-2.01946685,0.01166043,-0.02009343,0.40599840,-0.52734307,0.95853689,-0.83131930,0.41570775,-0.64878422,0.06164195,-0.05717191,0.52590799,-0.53598543
-5.29164582,1.82030360,-2.04872785,0.01204912,-0.02020751,0.41992337,-0.53471073,0.99087708,-0.87178496,0.42861909,-0.64180725,0.06393922,-0.05913975,0.54228126,-0.54877006
-5.28564282,1.87095185,-2.07835636,0.01238619,-0.02027724,0.43239602,-0.54183442,1.01870594,-0.91329566,0.44088157,-0.63374616,0.06592811,-0.06124308,0.55652840,-0.56227533
-5.27963982,1.91390127,-2.10802031,0.01266202,-0.02030413,0.44311738,-0.54864807,1.04132771,-0.95540125,0.45218615,-0.62472294,0.06756287,-0.06345263,0.56827173,-0.57633285
-5.27363682,1.94808418,-2.13724448,0.01286865,-0.02028946,0.45184015,-0.55505638,1.05816926,-0.99756323,0.46227543,-0.61484632,0.06880662,-0.06573220,0.57720248,-0.59072007
-5.26763382,1.97269847,-2.16541953,0.01300005,-0.02023412,0.45837680,-0.56093601,1.06880214,-1.03916585,0.47095084,-0.60420816,0.06963287,-0.06803945,0.58309340,-0.60516570
-5.26163082,1.98723668,-2.19181914,0.01305237,-0.02013861,0.46260558,-0.56613853,1.07295981,-1.07953199,0.47807749,-0.59288128,0.07002652,-0.07032706,0.58580870,-0.61935782
-5.25562781,1.99150485,-2.21562486,0.01302405,-0.02000300,0.46447412,-0.57049519,1.07054959,-1.11794325,0.48358659,-0.58091863,0.06998472,-0.07254408,0.58531105,-0.63295460
-5.24962481,1.98563063,-2.23595799,0.01291589,-0.01982696,0.46400064,-0.57382333,1.06165850,-1.15366385,0.48747530,-0.56835401,0.06951722,-0.07463773,0.58166521,-0.64559724
-5.24362181,1.97006019,-2.25191700,0.01273104,-0.01960991,0.46127263,-0.57593421,1.04655302,-1.18596727,0.48980426,-0.55520425,0.06864633,-0.07655520,0.57503839,-0.65692451
-5.23761881,1.94554456,-2.26261922,0.01247493,-0.01935110,0.45644318,-0.57664186,1.02567285,-1.21416455,0.49069282,-0.54147265,0.06740656,-0.07824570,0.56569708,-0.66658857
-5.23161581,1.91311602,-2.26724463,0.01215512,-0.01904981,0.44972514,-0.57577256,0.99961888,-1.23763308,0.49031241,-0.52715359,0.06584379,-0.07966246,0.55400080,-0.67427101
-5.22561281,1.87405579,-2.26507975,0.01178105,-0.01870558,0.44138349,-0.57317456,0.96913608,-1.25584449,0.48887831,-0.51223790,0.06401417,-0.08076474,0.54039286,-0.67969873
-5.21960980,1.82985464,-2.25555945,0.01136385,-0.01831838,0.43172626,-0.56872734,0.93509212,-1.26839022,0.48664052,-0.49671874,0.06198269,-0.08151959,0.52538870,-0.68265864
-5.21360680,1.78216820,-2.23830450,0.01091594,-0.01788888,0.42109444,-0.56235008,0.89845271,-1.27500358,0.48387395,-0.48059755,0.05982146,-0.08190349,0.50956211,-0.68301068
-5.20760380,1.73276900,-2.21315290,0.01045075,-0.01741860,0.40985144,-0.55400882,0.86025457,-1.27557707,0.48086859,-0.46388978,0.05760791,-0.08190357,0.49353008,-0.68069824
-5.20160080,1.68349705,-2.18018318,0.00998235,-0.01691016,0.39837246,-0.54372187,0.82157740,-1.27017388,0.47792017,-0.44662995,0.05542280,-0.08151850,0.47793670,-0.67575578
-5.19559780,1.63621101,-2.13972855,0.00952507,-0.01636737,0.38703431,-0.53156313,0.78351564,-1.25903314,0.47532160,-0.42887581,0.05334815,-0.08075897,0.46343667,-0.66831290
-5.18959480,1.59274141,-2.09238080,0.00909314,-0.01579532,0.37620590,-0.51766323,0.74715122,-1.24256819,0.47335566,-0.41071126,0.05146525,-0.07964768,0.45067901,-0.65859484
-5.18359180,1.55484761,-2.03898378,0.00870036,-0.01520044,0.36623998,-0.50220821,0.71352808,-1.22135811,0.47228910,-0.39224802,0.04985266,-0.07821888,0.44029139,-0.64691914
-5.17758879,1.52417932,-1.98061651,0.00835977,-0.01459044,0.35746604,-0.48543599,0.68362918,-1.19613247,0.47236826,-0.37362568,0.04858434,-0.07651754,0.43286542,-0.63368874
-5.17158579,1.50224358,-1.91856668,0.00808338,-0.01397423,0.35018465,-0.46763059,0.65835652,-1.16775021,0.47381644,-0.35501048,0.04772791,-0.07459805,0.42894331,-0.61938158
-5.16558279,1.49037757,-1.85429570,0.00788187,-0.01336179,0.34466334,-0.44911451,0.63851454,-1.13717321,0.47683253,-0.33659255,0.04734305,-0.07252258,0.42900611,-0.60453724
