energy_ev,total_up,Ag_p_up,Ag_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.46573287,2.42668259,0.68502569,1.15543233,0.01718760,0.00000000,0.03208678,0.03118620,0.91139017,0.00000000
-5.45972986,2.44560018,0.69515208,1.15158576,0.01754424,0.00000000,0.03397129,0.03097303,0.92971878,0.00000000
-5.45372686,2.46092103,0.70356678,1.14724965,0.01784882,0.00000000,0.03581749,0.03068607,0.94581790,0.00000000
-5.44772386,2.47209111,0.71012574,1.14224296,0.01809534,0.00000000,0.03759303,0.03033078,0.95939613,0.00000000
-5.44172086,2.47858233,0.71470730,1.13637319,0.01827857,0.00000000,0.03926480,0.02991362,0.97018763,0.00000000
-5.43571786,2.47991633,0.71721797,1.12944705,0.01839421,0.00000000,0.04079989,0.02944188,0.97796234,0.00000000
-5.42971486,2.47568922,0.71759796,1.12128234,0.01843911,0.00000000,0.04216670,0.02892367,0.98253586,0.00000000
-5.42371186,2.46559600,0.71582640,1.11172047,0.01841140,0.00000000,0.04333607,0.02836782,0.98377885,0.00000000
-5.41770885,2.44945320,0.71192568,1.10063871,0.01831063,0.00000000,0.04428230,0.02778376,0.98162515,0.00000000
-5.41170585,2.42721835,0.70596489,1.08796129,0.01813785,0.00000000,0.04498419,0.02718143,0.97607848,0.00000000
-5.40570285,2.39900509,0.69806186,1.07366894,0.01789573,0.00000000,0.04542597,0.02657113,0.96721714,0.00000000
-5.39969985,2.36509304,0.68838381,1.05780584,0.01758848,0.00000000,0.04559791,0.02596342,0.95519657,0.00000000
-5.39369685,2.32593158,0.67714631,1.04048379,0.01722191,0.00000000,0.04549695,0.02536887,0.94024948,0.00000000
-5.38769385,2.28213730,0.66461079,1.02188326,0.01680330,0.00000000,0.04512693,0.02479798,0.92268360,0.00000000
-5.38169085,2.23448510,0.65108030,1.00225106,0.01634134,0.00000000,0.04449864,0.02426090,0.90287706,0.00000000
-5.37568784,2.18389324,0.63689401,0.98189496,0.01584593,0.00000000,0.04362969,0.02376732,0.88127154,0.00000000
-5.36968484,2.13140296,0.62242043,0.96117527,0.01532799,0.00000000,0.04254404,0.02332621,0.85836355,0.00000000
-5.36368184,2.07815373,0.60804971,0.94049401,0.01479931,0.00000000,0.04127144,0.02294567,0.83469414,0.00000000
-5.35767884,2.02535512,0.59418535,0.92028226,0.01427226,0.00000000,0.03984662,0.02263277,0.81083752,0.00000000
-5.35167584,1.97425669,0.58123564,0.90098608,0.01375956,0.00000000,0.03830839,0.02239337,0.78738904,0.00000000
-5.34567284,1.92611716,0.56960519,0.88305215,0.01327407,0.00000000,0.03669866,0.02223206,0.76495302,0.00000000
-5.33966983,1.88217431,0.55968695,0.86691340,0.01282850,0.00000000,0.03506137,0.02215201,0.74413085,0.00000000
-5.33366683,1.84361664,0.55185485,0.85297574,0.01243518,0.00000000,0.03344151,0.02215498,0.72550986,0.00000000
-5.32766383,1.81155798,0.54645753,0.84160612,0.01210590,0.00000000,0.03188413,0.02224131,0.70965319,0.00000000
-5.32166083,1.78701585,0.54381312,0.83312273,0.01185165,0.00000000,0.03043341,0.02240992,0.69709098,0.00000000
-5.31565783,1.77089402,0.54420525,0.82778748,0.01168245,0.00000000,0.02913191,0.02265845,0.68831299,0.00000000
-5.30965483,1.76396952,0.54788027,0.82580099,0.01160722,0.00000000,0.02801990,0.02298333,0.68376272,0.00000000
-5.30365183,1.76688408,0.55504563,0.82730026,0.01163362,0.00000000,0.02713481,0.02337997,0.68383285,0.00000000
-5.29764882,1.78013963,0.56586906,0.83235865,0.01176795,0.00000000,0.02651079,0.02384289,0.68886196,0.00000000
-5.29164582,1.80409709,0.58047857,0.84098806,0.01201503,0.00000000,0.02617848,0.02436599,0.69913213,0.00000000
-5.28564282,1.83897794,0.59896275,0.85314287,0.01237813,0.00000000,0.02616472,0.02494267,0.71486719,0.00000000
-5.27963982,1.88486733,0.62137113,0.86872509,0.01285890,0.00000000,0.02649248,0.02556613,0.73623126,0.00000000
-5.27363682,1.94171797,0.64771435,0.88759018,0.01345729,0.00000000,0.02718070,0.02622949,0.76332720,0.00000000
-5.26763382,2.00935381,0.67796375,0.90955307,0.01417153,0.00000000,0.02824421,0.02692601,0.79619475,0.00000000
-5.26163082,2.08747266,0.71205022,0.93439377,0.01499805,0.00000000,0.02969365,0.02764924,0.83480794,0.00000000
-5.25562781,2.17564727,0.74986215,0.96186207,0.01593146,0.00000000,0.03153531,0.02839312,0.87907192,0.00000000
-5.24962481,2.27332443,0.79124258,0.99168124,0.01696453,0.00000000,0.03377094,0.02915207,0.92881893,0.00000000
-5.24362181,2.37982210,0.83598545,1.02355022,0.01808820,0.00000000,0.03639753,0.02992102,0.98380372,0.00000000
-5.23761881,2.49432503,0.88383139,1.05714449,0.01929159,0.00000000,0.03940701,0.03069544,1.04369862,0.00000000
-5.23161581,2.61587934,0.93446338,1.09211572,0.02056203,0.00000000,0.04278597,0.03147127,1.10808860,0.00000000
-5.22561281,2.74338712,0.98750267,1.12809041,0.02188520,0.00000000,0.04651529,0.03224489,1.17646708,0.00000000
-5.21960980,2.87560236,1.04250567,1.16466808,0.02324520,0.00000000,0.05056988,0.03301306,1.24823280,0.00000000
-5.21360680,3.01112939,1.09896241,1.20141938,0.02462476,0.00000000,0.05491847,0.03377283,1.32268869,0.00000000
-5.20760380,3.14842543,1.15629710,1.23788499,0.02600547,0.00000000,0.05952341,0.03452158,1.39904327,0.00000000
-5.20160080,3.28580856,1.21387151,1.27357565,0.02736803,0.00000000,0.06434077,0.03525695,1.47641518,0.00000000
-5.19559780,3.42147234,1.27099165,1.30797408,0.02869263,0.00000000,0.06932046,0.03597697,1.55384155,0.00000000
-5.18959480,3.55350794,1.32691799,1.34053924,0.02995930,0.00000000,0.07440674,0.03668018,1.63029035,0.00000000
-5.18359180,3.67993433,1.38087957,1.37071331,0.03114833,0.00000000,0.07953880,0.03736591,1.70467702,0.00000000
-5.17758879,3.79873653,1.43209173,1.39793139,0.03224079,0.00000000,0.08465174,0.03803459,1.77588529,0.00000000
-5.17158579,3.90791129,1.47977733,1.42163413,0.03321895,0.00000000,0.08967776,0.03868821,1.84279184,0.00000000
-5.16558279,4.00551925,1.52319081,1.44128281,0.03406679,0.00000000,0.09454752,0.03933090,1.90429423,0.00000000
-5.15957979,4.08974187,1.56164429,1.45637644,0.03477051,0.00000000,0.09919186,0.03996952,1.95934120,0.00000000
-5.15357679,4.15894087,1.59453474,1.46647018,0.03531892,0.00000000,0.10354357,0.04061439,2.00696433,0.00000000
-5.14757379,4.21171795,1.62137099,1.47119424,0.03570391,0.00000000,0.10753928,0.04128001,2.04630972,0.00000000
-5.14157079,4.24697173,1.64179936,1.47027220,0.03592072,0.00000000,0.11112149,0.04198578,2.07666844,0.00000000
-5.13556778,4.26394922,1.65562642,1.46353785,0.03596825,0.00000000,0.11424036,0.04275669,2.09750416,0.00000000
-5.12956478,4.26228894,1.66283776,1.45094932,0.03584916,0.00000000,0.11685558,0.04362386,2.10847671,0.00000000
-5.12356178,4.24205308,1.66361141,1.43259981,0.03556996,0.00000000,0.11893789,0.04462494,2.10946016,0.00000000
-5.11755878,4.20374656,1.65832491,1.40872390,0.03514088,0.00000000,0.12047031,0.04580431,2.10055449,0.00000000
-5.11155578,4.14832126,1.64755530,1.37969894,0.03457575,0.00000000,0.12144905,0.04721296,2.08208977,0.00000000
-5.10555278,4.07716445,1.63207139,1.34604110,0.03389159,0.00000000,0.12188396,0.04890807,2.05462254,0.00000000
-5.09954977,3.99207105,1.61281827,1.30839600,0.03310824,0.00000000,0.12179848,0.05095224,2.01892407,0.00000000
-5.09354677,3.89520021,1.59089412,1.26752401,0.03224784,0.00000000,0.12122913,0.05341230,1.97596076,0.00000000
-5.08754377,3.78901734,1.56751986,1.22428079,0.03133415,0.00000000,0.12022451,0.05635771,1.92686710,0.00000000
-5.08154077,3.67622352,1.54400253,1.17959347,0.03039191,0.00000000,0.11884378,0.05985855,1.87291231,0.00000000
-5.07553777,3.55967467,1.52169357,1.13443366,0.02944610,0.00000000,0.11715477,0.06398320,1.81546162,0.00000000
-5.06953477,3.44229360,1.50194330,1.08978802,0.02852117,0.00000000,0.11523172,0.06879558,1.75593381,0.00000000
-5.06353177,3.32697805,1.48605343,1.04662769,0.02764030,0.00000000,0.11315272,0.07435225,1.69575660,0.00000000
-5.05752876,3.21650855,1.47522920,1.00587781,0.02682471,0.00000000,0.11099705,0.08069928,1.63632160,0.00000000
-5.05152576,3.11345928,1.47053308,0.96838807,0.02609296,0.00000000,0.10884242,0.08786905,1.57894062,0.00000000
-5.04552276,3.02011566,1.47284189,0.93490571,0.02546043,0.00000000,0.10676229,0.09587723,1.52480506,0.00000000
-5.03951976,2.93840177,1.48280903,0.90605173,0.02493879,0.00000000,0.10482337,0.10471990,1.47494994,0.00000000
-5.03351676,2.86982020,1.50083348,0.88230136,0.02453571,0.00000000,0.10308340,0.11437109,1.43022387,0.00000000
-5.02751376,2.81540685,1.52703696,0.86396939,0.02425461,0.00000000,0.10158932,0.12478084,1.39126622,0.00000000
-5.02151076,2.77570205,1.56125036,0.85120091,0.02409459,0.00000000,0.10037588,0.13587392,1.35849206,0.00000000
-5.01550775,2.75073924,1.60301015,0.84396771,0.02405055,0.00000000,0.09946475,0.14754940,1.33208561,0.00000000
-5.00950475,2.74005127,1.65156526,0.84207051,0.02411335,0.00000000,0.09886423,0.15968106,1.31200196,0.00000000
-5.00350175,2.74269413,1.70589440,0.84514675,0.02427020,0.00000000,0.09856938,0.17211875,1.29797709,0.00000000
-4.99749875,2.75728687,1.76473331,0.85268377,0.02450514,0.00000000,0.09856278,0.18469080,1.28954547,0.00000000
-4.99149575,2.78206607,1.82661123,0.86403675,0.02479962,0.00000000,0.09881573,0.19720740,1.28606437,0.00000000
-4.98549275,2.81495270,1.88989525,0.87845078,0.02513316,0.00000000,0.09928980,0.20946476,1.28674365,0.00000000
-4.97948974,2.85362846,1.95284103,0.89508622,0.02548408,0.00000000,0.09993877,0.22125025,1.29067993,0.00000000
-4.97348674,2.89561876,2.01364804,0.91304647,0.02583023,0.00000000,0.10071077,0.23234802,1.29689324,0.00000000
-4.96748374,2.93837896,2.07051709,0.93140706,0.02614978,0.00000000,0.10155047,0.24254513,1.30436507,0.00000000
-4.96148074,2.97938058,2.12170815,0.94924511,0.02642191,0.00000000,0.10240138,0.25163781,1.31207580,0.00000000
-4.95547774,3.01619421,2.16559601,0.96566804,0.02662748,0.00000000,0.10320799,0.25943781,1.31904038,0.00000000
-4.94947474,3.04656602,2.20072178,0.97984055,0.02674962,0.00000000,0.10391768,0.26577825,1.32434074,0.00000000
-4.94347174,3.06848519,2.22583804,0.99100894,0.02677424,0.00000000,0.10448250,0.27051908,1.32715379,0.00000000
-4.93746873,3.08023994,2.23994619,0.99852200,0.02669035,0.00000000,0.10486047,0.27355164,1.32677414,0.00000000
-4.93146573,3.08046049,2.24232433,1.00184771,0.02649034,0.00000000,0.10501659,0.27480229,1.32263092,0.00000000
-4.92546273,3.06814779,2.23254499,1.00058536,0.02617008,0.00000000,0.10492344,0.27423480,1.31429835,0.00000000
-4.91945973,3.04268754,2.21048214,0.99447271,0.02572890,0.00000000,0.10456144,0.27185159,1.30150004,0.00000000
-4.91345673,3.00384983,2.17630748,0.98338822,0.02516942,0.00000000,0.10391868,0.26769353,1.28410725,0.00000000
-4.90745373,2.95177507,2.13047658,0.96734840,0.02449737,0.00000000,0.10299049,0.26183859,1.26213179,0.00000000
-4.90145073,2.88694775,2.07370583,0.94650062,0.02372113,0.00000000,0.10177874,0.25439911,1.23571408,0.00000000
-4.89544772,2.81015982,2.00694142,0.92111188,0.02285144,0.00000000,0.10029091,0.24551812,1.20510752,0.00000000
-4.88944472,2.72246595,1.93132219,0.89155430,0.02190079,0.00000000,0.09853914,0.23536468,1.17066008,0.00000000
-4.88344172,2.62513312,1.84813794,0.85828792,0.02088303,0.00000000,0.09653907,0.22412848,1.13279419,0.00000000
-4.87743872,2.51958713,1.75878543,0.82184179,0.01981278,0.00000000,0.09430889,0.21201409,1.09198617,0.00000000
-4.87143572,2.40735840,1.66472368,0.78279422,0.01870498,0.00000000,0.09186832,0.19923487,1.04874589,0.00000000
-4.86543272,2.29002953,1.56743069,0.74175290,0.01757442,0.00000000,0.08923780,0.18600705,1.00359794,0.00000000
-4.85942971,2.16918647,1.46836303,0.69933578,0.01643533,0.00000000,0.08643779,0.17254392,0.95706460,0.00000000
-4.85342671,2.04637502,1.36891961,0.65615343,0.01530103,0.00000000,0.08348831,0.15905067,0.90965151,0.00000000
-4.84742371,1.92306389,1.27041080,0.61279322,0.01418364,0.00000000,0.08040861,0.14571969,0.86183609,0.00000000
-4.84142071,1.80061486,1.17403343,0.56980602,0.01309390,0.00000000,0.07721702,0.13272674,0.81405894,0.00000000
-4.83541771,1.68026056,1.08085204,0.52769538,0.01204105,0.00000000,0.07393100,0.12022793,0.76671820,0.00000000
-4.82941471,1.56308952,0.99178626,0.48690954,0.01103270,0.00000000,0.07056723,0.10835757,0.72016649,0.00000000
-4.82341171,1.45003807,0.90760415,0.44783600,0.01007493,0.00000000,0.06714184,0.09722687,0.67471019,0.00000000
-4.81740870,1.34188822,0.82892072,0.41079862,0.00917225,0.00000000,0.06367065,0.08692348,0.63061058,0.00000000
-4.81140570,1.23927058,0.75620097,0.37605702,0.00832777,0.00000000,0.06016945,0.07751171,0.58808634,0.00000000
-4.80540270,1.14267112,0.68976664,0.34380772,0.00754328,0.00000000,0.05665415,0.06903342,0.54731691,0.00000000
-4.79939970,1.05244070,0.62980560,0.31418698,0.00681941,0.00000000,0.05314099,0.06150943,0.50844622,0.00000000
-4.79339670,0.96880632,0.57638314,0.28727461,0.00615581,0.00000000,0.04964660,0.05494126,0.47158650,0.00000000
-4.78739370,0.89188305,0.52945425,0.26309870,0.00555130,0.00000000,0.04618795,0.04931317,0.43682170,0.00000000
-4.78139070,0.82168599,0.48887625,0.24164067,0.00500400,0.00000000,0.04278222,0.04459432,0.40421040,0.00000000
-4.77538769,0.75814164,0.45442125,0.22284056,0.00451151,0.00000000,0.03944664,0.04074106,0.37378816,0.00000000
-4.76938469,0.70109837,0.42578805,0.20660229,0.00407102,0.00000000,0.03619816,0.03769904,0.34556908,0.00000000
-4.76338169,0.65033581,0.40261323,0.19279870,0.00367943,0.00000000,0.03305313,0.03540541,0.31954691,0.00000000
-4.75737869,0.60557321,0.38448144,0.18127638,0.00333343,0.00000000,0.03002694,0.03379073,0.29569562,0.00000000
-4.75137569,0.56647705,0.37093493,0.17186014,0.00302961,0.00000000,0.02713363,0.03278085,0.27396979,0.00000000
-4.74537269,0.53266798,0.36148245,0.16435735,0.00276447,0.00000000,0.02438558,0.03229855,0.25430487,0.00000000
-4.73936968,0.50372759,0.35560769,0.15856193,0.00253452,0.00000000,0.02179318,0.03226508,0.23661770,0.00000000
-4.73336668,0.47920528,0.35277772,0.15425833,0.00233630,0.00000000,0.01936462,0.03260158,0.22080726,0.00000000
-4.72736368,0.45862550,0.35245122,0.15122536,0.00216640,0.00000000,0.01710570,0.03323029,0.20675600,0.00000000
-4.72136068,0.44149557,0.35408717,0.14924004,0.00202154,0.00000000,0.01501979,0.03407583,0.19433173,0.00000000
-4.71535768,0.42731432,0.35715368,0.14808152,0.00189853,0.00000000,0.01310780,0.03506628,0.18339014,0.00000000
-4.70935468,0.41558139,0.36113722,0.14753498,0.00179435,0.00000000,0.01136828,0.03613426,0.17377803,0.00000000
-4.70335168,0.40580725,0.36555215,0.14739560,0.00170617,0.00000000,0.00979762,0.03721794,0.16533697,0.00000000
-4.69734867,0.39752370,0.36995032,0.14747248,0.00163136,0.00000000,0.00839023,0.03826206,0.15790752,0.00000000
-4.69134567,0.39029449,0.37393065,0.14759250,0.00156754,0.00000000,0.00713882,0.03921879,0.15133373,0.00000000
-4.68534267,0.38372594,0.37714828,0.14760392,0.00151259,0.00000000,0.00603475,0.04004864,0.14546773,0.00000000
-4.67933967,0.37747699,0.37932316,0.14737971,0.00146473,0.00000000,0.00506829,0.04072118,0.14017434,0.00000000
-4.67333667,0.37126836,0.38024759,0.14682048,0.00142248,0.00000000,0.00422898,0.04121571,0.13533534,0.00000000
-4.66733367,0.36489058,0.37979255,0.14585686,0.00138473,0.00000000,0.00350596,0.04152178,0.13085341,0.00000000
-4.66133067,0.35821039,0.37791253,0.14445122,0.00135076,0.00000000,0.00288822,0.04163958,0.12665552,0.00000000
-4.65532766,0.35117553,0.37464860,0.14259878,0.00132025,0.00000000,0.00236487,0.04158010,0.12269558,0.00000000
-4.64932466,0.34381738,0.37012963,0.14032792,0.00129327,0.00000000,0.00192538,0.04136519,0.11895641,0.00000000
-4.64332166,0.33625175,0.36457160,0.13769974,0.00127031,0.00000000,0.00155975,0.04102734,0.11545081,0.00000000
