energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.08762076,0.06712816,0.00000000,0.31155841,0.00000000,0.49490755,0.22565514
-5.99399700,1.04462493,0.06344039,0.00000000,0.30033308,0.00000000,0.47992479,0.21404275
-5.98799400,1.00948040,0.06034553,0.00000000,0.29127225,0.00000000,0.46796198,0.20436349
-5.98199100,0.98081138,0.05776145,0.00000000,0.28397817,0.00000000,0.45841917,0.19631720
-5.97598799,0.95721200,0.05560221,0.00000000,0.27804550,0.00000000,0.45068318,0.18959768
-5.96998499,0.93729521,0.05378126,0.00000000,0.27307522,0.00000000,0.44414945,0.18390315
-5.96398199,0.91973691,0.05221437,0.00000000,0.26868717,0.00000000,0.43824192,0.17894549
-5.95797899,0.90331401,0.05082217,0.00000000,0.26453092,0.00000000,0.43243038,0.17445810
-5.95197599,0.88693584,0.04953226,0.00000000,0.26029468,0.00000000,0.42624483,0.17020228
-5.94597299,0.86966810,0.04828088,0.00000000,0.25571223,0.00000000,0.41928656,0.16597202
-5.93996998,0.85074924,0.04701411,0.00000000,0.25056759,0.00000000,0.41123575,0.16159715
-5.93396698,0.82959937,0.04568853,0.00000000,0.24469756,0.00000000,0.40185574,0.15694495
-5.92796398,0.80582179,0.04427155,0.00000000,0.23799220,0.00000000,0.39099381,0.15192029
-5.92196098,0.77919794,0.04274121,0.00000000,0.23039337,0.00000000,0.37857892,0.14646438
-5.91595798,0.74967637,0.04108570,0.00000000,0.22189155,0.00000000,0.36461665,0.14055246
-5.90995498,0.71735676,0.03930251,0.00000000,0.21252121,0.00000000,0.34918179,0.13419039
-5.90395198,0.68246996,0.03739734,0.00000000,0.20235502,0.00000000,0.33240899,0.12741060
-5.89794897,0.64535527,0.03538285,0.00000000,0.19149722,0.00000000,0.31448217,0.12026749
-5.89194597,0.60643612,0.03327733,0.00000000,0.18007655,0.00000000,0.29562304,0.11283257
-5.88594297,0.56619509,0.03110320,0.00000000,0.16823898,0.00000000,0.27607938,0.10518949
-5.87993997,0.52514967,0.02888568,0.00000000,0.15614053,0.00000000,0.25611356,0.09742928
-5.87393697,0.48382935,0.02665141,0.00000000,0.14394065,0.00000000,0.23599178,0.08964581
-5.86793397,0.44275507,0.02442729,0.00000000,0.13179606,0.00000000,0.21597432,0.08193184
-5.86193097,0.40242148,0.02223935,0.00000000,0.11985566,0.00000000,0.19630722,0.07437553
-5.85592796,0.36328263,0.02011193,0.00000000,0.10825616,0.00000000,0.17721550,0.06705765
-5.84992496,0.32574115,0.01806698,0.00000000,0.09711898,0.00000000,0.15889814,0.06004949
-5.84392196,0.29014107,0.01612360,0.00000000,0.08654805,0.00000000,0.14152474,0.05341143
-5.83791896,0.25676421,0.01429773,0.00000000,0.07662875,0.00000000,0.12523390,0.04719219
-5.83191596,0.22582982,0.01260211,0.00000000,0.06742777,0.00000000,0.11013318,0.04142872
-5.82591296,0.19749708,0.01104634,0.00000000,0.05899385,0.00000000,0.09630042,0.03614659
-5.81990995,0.17187017,0.00963710,0.00000000,0.05135924,0.00000000,0.08378627,0.03136083
-5.81390695,0.14900522,0.00837851,0.00000000,0.04454177,0.00000000,0.07261764,0.02707720
-5.80790395,0.12891865,0.00727256,0.00000000,0.03854729,0.00000000,0.06280185,0.02329363
-5.80190095,0.11159645,0.00631959,0.00000000,0.03337244,0.00000000,0.05433112,0.02000183
-5.79589795,0.09700378,0.00551883,0.00000000,0.02900748,0.00000000,0.04718730,0.01718903
-5.78989495,0.08509446,0.00486889,0.00000000,0.02543910,0.00000000,0.04134654,0.01483961
-5.78389195,0.07581985,0.00436829,0.00000000,0.02265312,0.00000000,0.03678356,0.01293669
-5.77788894,0.06913691,0.00401585,0.00000000,0.02063680,0.00000000,0.03347563,0.01146355
-5.77188594,0.06501484,0.00381112,0.00000000,0.01938093,0.00000000,0.03140582,0.01040485
-5.76588294,0.06344039,0.00375464,0.00000000,0.01888134,0.00000000,0.03056555,0.00974755
-5.75987994,0.06442127,0.00384814,0.00000000,0.01913999,0.00000000,0.03095629,0.00948164
-5.75387694,0.06798786,0.00409465,0.00000000,0.02016545,0.00000000,0.03259044,0.00960053
-5.74787394,0.07419288,0.00449842,0.00000000,0.02197288,0.00000000,0.03549115,0.01010113
-5.74187094,0.08310913,0.00506484,0.00000000,0.02458334,0.00000000,0.03969128,0.01098370
-5.73586793,0.09482533,0.00580017,0.00000000,0.02802259,0.00000000,0.04523144,0.01225135
-5.72986493,0.10944002,0.00671113,0.00000000,0.03231935,0.00000000,0.05215705,0.01390930
-5.72386193,0.12705389,0.00780449,0.00000000,0.03750298,0.00000000,0.06051469,0.01596392
-5.71785893,0.14776059,0.00908646,0.00000000,0.04360085,0.00000000,0.07034771,0.01842158
-5.71185593,0.17163648,0.01056210,0.00000000,0.05063529,0.00000000,0.08169130,0.02128728
-5.70585293,0.19872953,0.01223465,0.00000000,0.05862035,0.00000000,0.09456717,0.02456327
-5.69984992,0.22904800,0.01410481,0.00000000,0.06755847,0.00000000,0.10897815,0.02824755
-5.69384692,0.26254930,0.01617006,0.00000000,0.07743724,0.00000000,0.12490278,0.03233246
-5.68784392,0.29912964,0.01842403,0.00000000,0.08822633,0.00000000,0.14229034,0.03680331
-5.68184092,0.33861510,0.02085598,0.00000000,0.09987494,0.00000000,0.16105649,0.04163726
-5.67583792,0.38075462,0.02345029,0.00000000,0.11230975,0.00000000,0.18107987,0.04680237
-5.66983492,0.42521566,0.02618625,0.00000000,0.12543366,0.00000000,0.20219987,0.05225705
-5.66383192,0.47158286,0.02903794,0.00000000,0.13912552,0.00000000,0.22421590,0.05794986
-5.65782891,0.51936031,0.03197434,0.00000000,0.15324083,0.00000000,0.24688820,0.06381974
-5.65182591,0.56797754,0.03495971,0.00000000,0.16761360,0.00000000,0.26994060,0.06979677
-5.64582291,0.61679953,0.03795415,0.00000000,0.18205941,0.00000000,0.29306496,0.07580340
-5.63981991,0.66514058,0.04091444,0.00000000,0.19637961,0.00000000,0.31592757,0.08175610
-5.63381691,0.71228179,0.04379509,0.00000000,0.21036660,0.00000000,0.33817711,0.08756762
-5.62781391,0.75749170,0.04654958,0.00000000,0.22381004,0.00000000,0.35945417,0.09314945
-5.62181091,0.80004946,0.04913173,0.00000000,0.23650387,0.00000000,0.37940194,0.09841477
-5.61580790,0.83926955,0.05149721,0.00000000,0.24825370,0.00000000,0.39767754,0.10328151
-5.60980490,0.87452717,0.05360506,0.00000000,0.25888443,0.00000000,0.41396378,0.10767546
-5.60380190,0.90528311,0.05541923,0.00000000,0.26824777,0.00000000,0.42798058,0.11153342
-5.59779890,0.93110705,0.05690993,0.00000000,0.27622916,0.00000000,0.43949572,0.11480606
-5.59179590,0.95169799,0.05805495,0.00000000,0.28275388,0.00000000,0.44833428,0.11746049
-5.58579290,0.96690089,0.05884063,0.00000000,0.28779200,0.00000000,0.45438630,0.11948228
-5.57978989,0.97671852,0.05926269,0.00000000,0.29136177,0.00000000,0.45761233,0.12087697
-5.57378689,0.98131774,0.05932659,0.00000000,0.29353143,0.00000000,0.45804646,0.12167078
-5.56778389,0.98102980,0.05904770,0.00000000,0.29441900,0.00000000,0.45579661,0.12191065
-5.56178089,0.97634428,0.05845099,0.00000000,0.29419026,0.00000000,0.45104210,0.12166339
-5.55577789,0.96789681,0.05757040,0.00000000,0.29305460,0.00000000,0.44402844,0.12101412
-5.54977489,0.95645085,0.05644795,0.00000000,0.29125916,0.00000000,0.43505956,0.12006387
-5.54377189,0.94287411,0.05513243,0.00000000,0.28908114,0.00000000,0.42448781,0.11892655
-5.53776888,0.92811046,0.05367794,0.00000000,0.28681877,0.00000000,0.41270207,0.11772527
-5.53176588,0.91314839,0.05214218,0.00000000,0.28478103,0.00000000,0.40011452,0.11658823
-5.52576288,0.89898718,0.05058467,0.00000000,0.28327672,0.00000000,0.38714660,0.11564433
-5.51975988,0.88660215,0.04906487,0.00000000,0.28260316,0.00000000,0.37421477,0.11501861
-5.51375688,0.87691025,0.04764031,0.00000000,0.28303494,0.00000000,0.36171660,0.11482767
-5.50775388,0.87073746,0.04636489,0.00000000,0.28481325,0.00000000,0.35001782,0.11517542
-5.50175088,0.86878910,0.04528721,0.00000000,0.28813618,0.00000000,0.33944085,0.11614909
-5.49574787,0.87162432,0.04444924,0.00000000,0.29315028,0.00000000,0.33025514,0.11781580
-5.48974487,0.87963581,0.04388509,0.00000000,0.29994393,0.00000000,0.32266994,0.12021988
-5.48374187,0.89303534,0.04362022,0.00000000,0.30854258,0.00000000,0.31682936,0.12338084
-5.47773887,0.91184585,0.04367084,0.00000000,0.31890630,0.00000000,0.31281035,0.12729228
-5.47173587,0.93590038,0.04404372,0.00000000,0.33092952,0.00000000,0.31062316,0.13192173
-5.46573287,0.96484788,0.04473626,0.00000000,0.34444327,0.00000000,0.31021463,0.13721139
-5.45972986,0.99816570,0.04573691,0.00000000,0.35921969,0.00000000,0.31147380,0.14307979
-5.45372686,1.03517838,0.04702588,0.00000000,0.37497869,0.00000000,0.31423981,0.14942437
-5.44772386,1.07508205,0.04857612,0.00000000,0.39139671,0.00000000,0.31831159,0.15612478
-5.44172086,1.11697348,0.05035450,0.00000000,0.40811702,0.00000000,0.32345899,0.16304694
-5.43571786,1.15988282,0.05232322,0.00000000,0.42476146,0.00000000,0.32943488,0.17004753
-5.42971486,1.20280872,0.05444132,0.00000000,0.44094295,0.00000000,0.33598762,0.17697895
-5.42371186,1.24475460,0.05666630,0.00000000,0.45627852,0.00000000,0.34287355,0.18369439
-5.41770885,1.28476461,0.05895572,0.00000000,0.47040223,0.00000000,0.34986878,0.19005294
-5.41170585,1.32195794,0.06126879,0.00000000,0.48297756,0.00000000,0.35677997,0.19592447
-5.40570285,1.35556015,0.06356789,0.00000000,0.49370879,0.00000000,0.36345350,0.20119413
-5.39969985,1.38493028,0.06581991,0.00000000,0.50235089,0.00000000,0.36978272,0.20576626
-5.39369685,1.40958268,0.06799731,0.00000000,0.50871769,0.00000000,0.37571291,0.20956761
-5.38769385,1.42920269,0.07007910,0.00000000,0.51268782,0.00000000,0.38124386,0.21254965
-5.38169085,1.44365549,0.07205129,0.00000000,0.51420845,0.00000000,0.38642968,0.21468997
-5.37568784,1.45298790,0.07390726,0.00000000,0.51329648,0.00000000,0.39137612,0.21599260
-5.36968484,1.45742296,0.07564755,0.00000000,0.51003739,0.00000000,0.39623531,0.21648741
-5.36368184,1.45734756,0.07727949,0.00000000,0.50458164,0.00000000,0.40119818,0.21622839
-5.35767884,1.45329375,0.07881640,0.00000000,0.49713901,0.00000000,0.40648489,0.21529109
-5.35167584,1.44591447,0.08027652,0.00000000,0.48797091,0.00000000,0.41233372,0.21376922
-5.34567284,1.43595481,0.08168164,0.00000000,0.47738120,0.00000000,0.41898879,0.21177058
-5.33966983,1.42422008,0.08305564,0.00000000,0.46570591,0.00000000,0.42668732,0.20941254
-5.33366683,1.41154204,0.08442280,0.00000000,0.45330202,0.00000000,0.43564692,0.20681718
-5.32766383,1.39874491,0.08580613,0.00000000,0.44053616,0.00000000,0.44605356,0.20410640
-5.32166083,1.38661245,0.08722574,0.00000000,0.42777329,0.00000000,0.45805080,0.20139717
-5.31565783,1.37585776,0.08869742,0.00000000,0.41536596,0.00000000,0.47173079,0.19879712
-5.30965483,1.36709692,0.09023132,0.00000000,0.40364449,0.00000000,0.48712762,0.19640064
-5.30365183,1.36082767,0.09183112,0.00000000,0.39290827,0.00000000,0.50421328,0.19428572
-5.29764882,1.35741398,0.09349344,0.00000000,0.38341865,0.00000000,0.52289656,0.19251156
-5.29164582,1.35707707,0.09520775,0.00000000,0.37539326,0.00000000,0.54302500,0.19111712
-5.28564282,1.35989310,0.09695674,0.00000000,0.36900216,0.00000000,0.56438988,0.19012057
-5.27963982,1.36579757,0.09871712,0.00000000,0.36436570,0.00000000,0.58673410,0.18951977
-5.27363682,1.37459596,0.10046086,0.00000000,0.36155397,0.00000000,0.60976255,0.18929347
-5.26763382,1.38598005,0.10215686,0.00000000,0.36058797,0.00000000,0.63315476,0.18940351
-5.26163082,1.39954890,0.10377281,0.00000000,0.36144210,0.00000000,0.65657898,0.18979752
-5.25562781,1.41483348,0.10527743,0.00000000,0.36404791,0.00000000,0.67970728,0.19041223
-5.24962481,1.43132360,0.10664267,0.00000000,0.36829895,0.00000000,0.70223087,0.19117711
-5.24362181,1.44849591,0.10784603,0.00000000,0.37405631,0.00000000,0.72387494,0.19201814
-5.23761881,1.46584153,0.10887260,0.00000000,0.38115484,0.00000000,0.74441228,0.19286164
-5.23161581,1.48289212,0.10971701,0.00000000,0.38940958,0.00000000,0.76367508,0.19363777
-5.22561281,1.49924306,0.11038491,0.00000000,0.39862238,0.00000000,0.78156410,0.19428384
-5.21960980,1.51457296,0.11089402,0.00000000,0.40858838,0.00000000,0.79805502,0.19474700
-5.21360680,1.52865841,0.11127464,0.00000000,0.41910217,0.00000000,0.81320133,0.19498645
-5.20760380,1.54138359,0.11156967,0.00000000,0.42996350,0.00000000,0.82713360,0.19497492
-5.20160080,1.55274435,0.11183386,0.00000000,0.44098230,0.00000000,0.84005519,0.19469947
-5.19559780,1.56284658,0.11213263,0.00000000,0.45198297,0.00000000,0.85223421,0.19416163
-5.18959480,1.57189908,0.11254020,0.00000000,0.46280772,0.00000000,0.86399231,0.19337681
-5.18359180,1.58020139,0.11313724,0.00000000,0.47331900,0.00000000,0.87569036,0.19237313
-5.17758879,1.58812691,0.11400812,0.00000000,0.48340089,0.00000000,0.88771180,0.19118964
-5.17158579,1.59610230,0.11523777,0.00000000,0.49295937,0.00000000,0.90044416,0.18987417
-5.16558279,1.60458391,0.11690832,0.00000000,0.50192169,0.00000000,0.91425957,0.18848077
-5.15957979,1.61403224,0.11909570,0.00000000,0.51023466,0.00000000,0.92949503,0.18706692
-5.15357679,1.62488551,0.12186618,0.00000000,0.51786210,0.00000000,0.94643320,0.18569064
-5.14757379,1.63753349,0.12527318,0.00000000,0.52478164,0.00000000,0.96528477,0.18440757
-5.14157079,1.65229255,0.12935423,0.00000000,0.53098086,0.00000000,0.98617300,0.18326820
-5.13556778,1.66938317,0.13412852,0.00000000,0.53645316,0.00000000,1.00912121,0.18231528
-5.12956478,1.68891076,0.13959481,0.00000000,0.54119358,0.00000000,1.03404404,0.18158156
-5.12356178,1.71085071,0.14573005,0.00000000,0.54519474,0.00000000,1.06074276,0.18108794
-5.11755878,1.73503849,0.15248868,0.00000000,0.54844319,0.00000000,1.08890512,0.18084203
-5.11155578,1.76116524,0.15980260,0.00000000,0.55091651,0.00000000,1.11810985,0.18083735
-5.10555278,1.78877923,0.16758199,0.00000000,0.55258117,0.00000000,1.14783582,0.18105292
-5.09954977,1.81729338,0.17571681,0.00000000,0.55339146,0.00000000,1.17747560,0.18145361
-5.09354677,1.84599864,0.18407904,0.00000000,0.55328962,0.00000000,1.20635294,0.18199095
-5.08754377,1.87408289,0.19252567,0.00000000,0.55220699,0.00000000,1.23374357,0.18260450
-5.08154077,1.90065460,0.20090210,0.00000000,0.55006635,0.00000000,1.25889852,0.18322376
-5.07553777,1.92477066,0.20904617,0.00000000,0.54678528,0.00000000,1.28106903,0.18377053
-5.06953477,1.94546694,0.21679248,0.00000000,0.54228027,0.00000000,1.29953192,0.18416155
-5.06353177,1.96179079,0.22397685,0.00000000,0.53647144,0.00000000,1.31361454,0.18431146
-5.05752876,1.97283370,0.23044089,0.00000000,0.52928753,0.00000000,1.32271804,0.18413588
-5.05152576,1.97776324,0.23603644,0.00000000,0.52067093,0.00000000,1.32633820,0.18355448
-5.04552276,1.97585256,0.24062971,0.00000000,0.51058233,0.00000000,1.32408267,0.18249396
-5.03951976,1.96650647,0.24410505,0.00000000,0.49900484,0.00000000,1.31568428,0.18089076
-5.03351676,1.94928296,0.24636811,0.00000000,0.48594724,0.00000000,1.30100963,0.17869349
-5.02751376,1.92390925,0.24734840,0.00000000,0.47144619,0.00000000,1.28006281,0.17586485
-5.02151076,1.89029199,0.24700109,0.00000000,0.45556732,0.00000000,1.25298428,0.17238303
-5.01550775,1.84852098,0.24530803,0.00000000,0.43840505,0.00000000,1.22004499,0.16824262
-5.00950475,1.79886676,0.24227795,0.00000000,0.42008126,0.00000000,1.18163627,0.16345483
-5.00350175,1.74177203,0.23794590,0.00000000,0.40074286,0.00000000,1.13825597,0.15804713
-4.99749875,1.67783774,0.23237188,0.00000000,0.38055838,0.00000000,1.09049171,0.15206239
-4.99149575,1.60780439,0.22563886,0.00000000,0.35971380,0.00000000,1.03900197,0.14555745
-4.98549275,1.53252967,0.21785015,0.00000000,0.33840791,0.00000000,0.98449604,0.13860127
-4.97948974,1.45296336,0.20912635,0.00000000,0.31684730,0.00000000,0.92771353,0.13127274
-4.97348674,1.37012084,0.19960192,0.00000000,0.29524140,0.00000000,0.86940441,0.12365829
-4.96748374,1.28505614,0.18942158,0.00000000,0.27379771,0.00000000,0.81031036,0.11584938
-4.96148074,1.19883573,0.17873654,0.00000000,0.25271743,0.00000000,0.75114786,0.10793990
-4.95547774,1.11251399,0.16770096,0.00000000,0.23219164,0.00000000,0.69259370,0.10002380
-4.94947474,1.02711116,0.15646838,0.00000000,0.21239824,0.00000000,0.63527317,0.09219276
-4.94347174,0.94359434,0.14518857,0.00000000,0.19349961,0.00000000,0.57975106,0.08453426
-4.93746873,0.86286214,0.13400470,0.00000000,0.17564106,0.00000000,0.52652557,0.07712988
-4.93146573,0.78573290,0.12305090,0.00000000,0.15895008,0.00000000,0.47602494,0.07005397
-4.92546273,0.71293672,0.11245033,0.00000000,0.14353620,0.00000000,0.42860668,0.06337271
-4.91945973,0.64511099,0.10231369,0.00000000,0.12949154,0.00000000,0.38455892,0.05714351
-4.91345673,0.58279911,0.09273827,0.00000000,0.11689173,0.00000000,0.34410372,0.05141475
-4.90745373,0.52645182,0.08380735,0.00000000,0.10579724,0.00000000,0.30740168,0.04622583
-4.90145073,0.47643066,0.07559008,0.00000000,0.09625475,0.00000000,0.27455757,0.04160744
-4.89544772,0.43301288,0.06814169,0.00000000,0.08829861,0.00000000,0.24562658,0.03758202
-4.88944472,0.39639710,0.06150399,0.00000000,0.08195222,0.00000000,0.22062061,0.03416432
-4.88344172,0.36670915,0.05570605,0.00000000,0.07722901,0.00000000,0.19951448,0.03136207
-4.87743872,0.34400759,0.05076505,0.00000000,0.07413326,0.00000000,0.18225158,0.02917655
-4.87143572,0.32828829,0.04668720,0.00000000,0.07266036,0.00000000,0.16874888,0.02760320
-4.86543272,0.31948795,0.04346868,0.00000000,0.07279677,0.00000000,0.15890106,0.02663204
-4.85942971,0.31748619,0.04109652,0.00000000,0.07451946,0.00000000,0.15258377,0.02624809
-4.85342671,0.32210633,0.03954945,0.00000000,0.07779504,0.00000000,0.14965591,0.02643155
