energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.59779890,4.20861245,0.02767015,0.74524961,1.63689166,0.00000000,0.68738090,0.27285871,2.53701845,1.27477034
-5.59179590,4.18439539,0.02833588,0.74862549,1.61621160,0.00000000,0.67545156,0.26841661,2.53224148,1.27710704
-5.58579290,4.16605248,0.02907403,0.75223919,1.59914994,0.00000000,0.66508090,0.26454184,2.52742889,1.28146452
-5.57978989,4.15275954,0.02987610,0.75598819,1.58528282,0.00000000,0.65611448,0.26115067,2.52238674,1.28761814
-5.57378689,4.14368612,0.03073388,0.75977856,1.57416789,0.00000000,0.64839677,0.25815435,2.51695312,1.29534244
-5.56778389,4.13801933,0.03163959,0.76352731,1.56535848,0.00000000,0.64177741,0.25546285,2.51100157,1.30441371
-5.56178089,4.13498427,0.03258587,0.76716403,1.55841662,0.00000000,0.63611653,0.25298850,2.50444268,1.31461148
-5.55577789,4.13386086,0.03356582,0.77063186,1.55292461,0.00000000,0.63128907,0.25064940,2.49722416,1.32571898
-5.54977489,4.13399651,0.03457298,0.77388763,1.54849491,0.00000000,0.62718791,0.24837254,2.48932929,1.33752279
-5.54377189,4.13481461,0.03560125,0.77690134,1.54477789,0.00000000,0.62372581,0.24609641,2.48077394,1.34981182
-5.53776888,4.13581904,0.03664487,0.77965497,1.54146756,0.00000000,0.62083617,0.24377295,2.47160245,1.36237594
-5.53176588,4.13659474,0.03769824,0.78214078,1.53830520,0.00000000,0.61847271,0.24136896,2.46188255,1.37500457
-5.52576288,4.13680510,0.03875592,0.78435915,1.53508091,0.00000000,0.61660807,0.23886673,2.45169978,1.38748536
-5.51975988,4.13618657,0.03981245,0.78631623,1.53163324,0.00000000,0.61523163,0.23626396,2.44115163,1.39960346
-5.51375688,4.13454132,0.04086227,0.78802139,1.52784727,0.00000000,0.61434673,0.23357309,2.43034192,1.41114139
-5.50775388,4.13172869,0.04189968,0.78948487,1.52365127,0.00000000,0.61396736,0.23081986,2.41937568,1.42187987
-5.50175088,4.12765616,0.04291874,0.79071560,1.51901237,0.00000000,0.61411474,0.22804150,2.40835486,1.43159958
-5.49574787,4.12227053,0.04391323,0.79171944,1.51393149,0.00000000,0.61481379,0.22528438,2.39737523,1.44008400
-5.48974487,4.11554999,0.04487670,0.79249783,1.50843800,0.00000000,0.61608990,0.22260145,2.38652445,1.44712320
-5.48374187,4.10749741,0.04580246,0.79304718,1.50258412,0.00000000,0.61796599,0.22004943,2.37588164,1.45251847
-5.47773887,4.09813517,0.04668370,0.79335871,1.49643966,0.00000000,0.62046002,0.21768604,2.36551813,1.45608760
-5.47173587,4.08750175,0.04751354,0.79341903,1.49008702,0.00000000,0.62358318,0.21556723,2.35549948,1.45767051
-5.46573287,4.07564978,0.04828520,0.79321121,1.48361661,0.00000000,0.62733851,0.21374470,2.34588842,1.45713493
-5.45972986,4.06264559,0.04899214,0.79271633,1.47712293,0.00000000,0.63172029,0.21226365,2.33674834,1.45438171
-5.45372686,4.04856966,0.04962825,0.79191543,1.47070113,0.00000000,0.63671382,0.21116088,2.32814704,1.44934958
-5.44772386,4.03351779,0.05018802,0.79079165,1.46444404,0.00000000,0.64229581,0.21046335,2.32016022,1.44201884
-5.44172086,4.01760232,0.05066669,0.78933234,1.45843982,0.00000000,0.64843507,0.21018717,2.31287429,1.43241383
-5.43571786,4.00095306,0.05106049,0.78753119,1.45276982,0.00000000,0.65509348,0.21033706,2.30638819,1.42060398
-5.42971486,3.98371751,0.05136667,0.78539000,1.44750689,0.00000000,0.66222711,0.21090622,2.30081382,1.40670324
-5.42371186,3.96606011,0.05158370,0.78292002,1.44271389,0.00000000,0.66978739,0.21187670,2.29627488,1.39086792
-5.41770885,3.94816034,0.05171129,0.78014294,1.43844245,0.00000000,0.67772226,0.21322011,2.29290407,1.37329302
-5.41170585,3.93020958,0.05175042,0.77709117,1.43473192,0.00000000,0.68597716,0.21489871,2.29083868,1.35420715
-5.40570285,3.91240703,0.05170331,0.77380760,1.43160861,0.00000000,0.69449592,0.21686676,2.29021478,1.33386636
-5.39969985,3.89495478,0.05157337,0.77034483,1.42908528,0.00000000,0.70322148,0.21907220,2.29116030,1.31254711
-5.39369685,3.87805244,0.05136507,0.76676386,1.42716105,0.00000000,0.71209650,0.22145839,2.29378750,1.29053879
-5.38769385,3.86189185,0.05108377,0.76313237,1.42582168,0.00000000,0.72106385,0.22396609,2.29818529,1.26813605
-5.38169085,3.84665218,0.05073557,0.75952277,1.42504050,0.00000000,0.73006711,0.22653543,2.30441206,1.24563147
-5.37568784,3.83249602,0.05032712,0.75600997,1.42477979,0.00000000,0.73905105,0.22910794,2.31248951,1.22330875
-5.36968484,3.81956664,0.04986537,0.75266927,1.42499287,0.00000000,0.74796226,0.23162854,2.32239799,1.20143672
-5.36368184,3.80798689,0.04935746,0.74957419,1.42562674,0.00000000,0.75674993,0.23404737,2.33407391,1.18026448
-5.35767884,3.79785975,0.04881047,0.74679466,1.42662537,0.00000000,0.76536678,0.23632160,2.34740935,1.16001764
-5.35167584,3.78927056,0.04823134,0.74439535,1.42793330,0.00000000,0.77377018,0.23841696,2.36225420,1.14089588
-5.34567284,3.78229074,0.04762677,0.74243439,1.42949970,0.00000000,0.78192355,0.24030909,2.37842062,1.12307165
-5.33966983,3.77698275,0.04700316,0.74096246,1.43128250,0.00000000,0.78979769,0.24198464,2.39568981,1.10669000
-5.33366683,3.77340586,0.04636664,0.74002216,1.43325248,0.00000000,0.79737236,0.24344210,2.41382058,1.09186936
-5.32766383,3.77162224,0.04572310,0.73964772,1.43539708,0.00000000,0.80463768,0.24469231,2.43255931,1.07870298
-5.32166083,3.77170282,0.04507832,0.73986484,1.43772375,0.00000000,0.81159544,0.24575871,2.45165064,1.06726095
-5.31565783,3.77373254,0.04443808,0.74069080,1.44026266,0.00000000,0.81826008,0.24667729,2.47084824,1.05759250
-5.30965483,3.77781442,0.04380834,0.74213452,1.44306861,0.00000000,0.82465934,0.24749620,2.48992499,1.04972829
-5.30365183,3.78407226,0.04319539,0.74419670,1.44622203,0.00000000,0.83083445,0.24827516,2.50868201,1.04368272
-5.29764882,3.79265167,0.04260600,0.74686986,1.44982907,0.00000000,0.83683974,0.24908465,2.52695582,1.03945598
-5.29164582,3.80371945,0.04204757,0.75013833,1.45402076,0.00000000,0.84274177,0.25000484,2.54462351,1.03703585
-5.28564282,3.81746147,0.04152823,0.75397808,1.45895133,0.00000000,0.84861781,0.25112437,2.56160538,1.03639922
-5.27963982,3.83407919,0.04105684,0.75835660,1.46479569,0.00000000,0.85455395,0.25253912,2.57786527,1.03751350
-5.27363682,3.85378537,0.04064303,0.76323267,1.47174641,0.00000000,0.86064268,0.25435072,2.59340852,1.04033779
-5.26763382,3.87679915,0.04029709,0.76855624,1.48001010,0.00000000,0.86698021,0.25666516,2.60827796,1.04482424
-5.26163082,3.90334118,0.04002982,0.77426846,1.48980351,0.00000000,0.87366365,0.25959126,2.62254830,1.05091941
-5.25562781,3.93362904,0.03985233,0.78030191,1.50134943,0.00000000,0.88078812,0.26323910,2.63631947,1.05856605
-5.24962481,3.96787332,0.03977575,0.78658123,1.51487236,0.00000000,0.88844396,0.26771852,2.64970951,1.06770517
-5.24362181,4.00627457,0.03981090,0.79302399,1.53059426,0.00000000,0.89671419,0.27313736,2.66284750,1.07827856
-5.23761881,4.04902105,0.03996799,0.79954208,1.54873008,0.00000000,0.90567234,0.27959979,2.67586714,1.09023169
-5.23161581,4.09628731,0.04025616,0.80604340,1.56948330,0.00000000,0.91538058,0.28720434,2.68890134,1.10351690
-5.22561281,4.14823306,0.04068317,0.81243401,1.59304127,0.00000000,0.92588840,0.29604189,2.70207810,1.11809674
-5.21960980,4.20500213,0.04125495,0.81862040,1.61957036,0.00000000,0.93723160,0.30619334,2.71551781,1.13394713
-5.21360680,4.26672084,0.04197536,0.82451202,1.64921077,0.00000000,0.94943178,0.31772715,2.72933194,1.15106027
-5.20760380,4.33349530,0.04284578,0.83002384,1.68207115,0.00000000,0.96249602,0.33069659,2.74362292,1.16944669
-5.20160080,4.40540717,0.04386494,0.83507863,1.71822274,0.00000000,0.97641689,0.34513692,2.75848492,1.18913643
-5.19559780,4.48250741,0.04502871,0.83960910,1.75769348,0.00000000,0.99117256,0.36106233,2.77400507,1.21017886
-5.18959480,4.56480787,0.04633001,0.84355948,1.80046193,0.00000000,1.00672694,0.37846297,2.79026473,1.23264100
-5.18359180,4.65227073,0.04775877,0.84688665,1.84645141,0.00000000,1.02302987,0.39730209,2.80734025,1.25660411
-5.17758879,4.74479600,0.04930204,0.84956058,1.89552460,0.00000000,1.04001713,0.41751348,2.82530298,1.28215861
-5.17158579,4.84220772,0.05094411,0.85156409,1.94747902,0.00000000,1.05761052,0.43899936,2.84421801,1.30939728
-5.16558279,4.94423942,0.05266672,0.85289203,2.00204372,0.00000000,1.07571771,0.46162903,2.86414158,1.33840701
-5.15957979,5.05052004,0.05444945,0.85354987,2.05887762,0.00000000,1.09423223,0.48523831,2.88511700,1.36925928
-5.15357679,5.16056121,0.05627004,0.85355175,2.11756986,0.00000000,1.11303339,0.50963008,2.90716931,1.40200002
-5.14757379,5.27374709,0.05810483,0.85291831,2.17764243,0.00000000,1.13198643,0.53457596,2.93029868,1.43663903
-5.14157079,5.38932790,0.05992930,0.85167424,2.23855529,0.00000000,1.15094288,0.55981926,2.95447316,1.47313982
-5.13556778,5.50641790,0.06171852,0.84984594,2.29971398,0.00000000,1.16974127,0.58507921,2.97962099,1.51141026
-5.12956478,5.62399874,0.06344773,0.84745927,2.36047972,0.00000000,1.18820818,0.61005641,3.00562317,1.55129475
-5.12356178,5.74092846,0.06509281,0.84453766,2.42018157,0.00000000,1.20615982,0.63443938,3.03230667,1.59256835
-5.11755878,5.85595628,0.06663084,0.84110055,2.47813037,0.00000000,1.22340404,0.65791194,3.05943887,1.63493343
-5.11155578,5.96774280,0.06804048,0.83716250,2.53363382,0.00000000,1.23974276,0.68016129,3.08672367,1.67801911
-5.10555278,6.07488507,0.06930247,0.83273259,2.58601216,0.00000000,1.25497482,0.70088629,3.11379961,1.72138383
-5.09954977,6.17594567,0.07039987,0.82781452,2.63461356,0.00000000,1.26889910,0.71980576,3.14024045,1.76452098
-5.09354677,6.26948439,0.07131838,0.82240707,2.67882875,0.00000000,1.28131788,0.73666623,3.16555807,1.80686770
-5.08754377,6.35409143,0.07204652,0.81650491,2.71810403,0.00000000,1.29204018,0.75124896,3.18920816,1.84781654
-5.08154077,6.42842065,0.07257567,0.81009975,2.75195220,0.00000000,1.30088521,0.76337581,3.21059823,1.88672958
-5.07553777,6.49122150,0.07290017,0.80318158,2.77996101,0.00000000,1.30768552,0.77291365,3.22909821,1.92295466
-5.06953477,6.54136837,0.07301717,0.79573994,2.80179878,0.00000000,1.31228999,0.77977726,3.24405303,1.95584302
-5.06353177,6.57788645,0.07292659,0.78776519,2.81721721,0.00000000,1.31456646,0.78393034,3.25479715,1.98476779
-5.05752876,6.59997323,0.07263092,0.77924960,2.82605151,0.00000000,1.31440404,0.78538500,3.26067045,2.00914258
-5.05152576,6.60701511,0.07213500,0.77018824,2.82821799,0.00000000,1.31171504,0.78419938,3.26103527,2.02843943
-5.04552276,6.59859899,0.07144582,0.76057971,2.82370980,0.00000000,1.30643647,0.78047391,3.25529388,2.04220556
-5.03951976,6.57451880,0.07057227,0.75042662,2.81259108,0.00000000,1.29853135,0.77434627,3.24290616,2.05007818
-5.03351676,6.53477736,0.06952493,0.73973589,2.79499034,0.00000000,1.28798954,0.76598542,3.22340673,2.05179677
-5.02751376,6.47958393,0.06831584,0.72851896,2.77109349,0.00000000,1.27482848,0.75558500,3.19642123,2.04721257
-5.02151076,6.40934809,0.06695830,0.71679187,2.74113723,0.00000000,1.25909362,0.74335651,3.16168107,2.03629473
-5.01550775,6.32467057,0.06546676,0.70457536,2.70540310,0.00000000,1.24085870,0.72952260,3.11903629,2.01913296
-5.00950475,6.22633177,0.06385659,0.69189499,2.66421271,0.00000000,1.22022588,0.71431074,3.06846597,1.99593679
-5.00350175,6.11527841,0.06214401,0.67878131,2.61792426,0.00000000,1.19732564,0.69794762,3.01008589,1.96703128
-4.99749875,5.99260893,0.06034601,0.66527010,2.56693036,0.00000000,1.17231664,0.68065441,2.94415299,1.93284946
-4.99149575,5.85955809,0.05848018,0.65140278,2.51165719,0.00000000,1.14538516,0.66264316,2.87106650,1.89392198
-4.98549275,5.71748089,0.05656469,0.63722680,2.45256465,0.00000000,1.11674452,0.64411416,2.79136550,1.85086406
-4.97948974,5.56783614,0.05461815,0.62279609,2.39014720,0.00000000,1.08663401,0.62525450,2.70572290,1.80436060
-4.97348674,5.41216964,0.05265951,0.60817149,2.32493501,0.00000000,1.05531755,0.60623759,2.61493593,1.75514975
-4.96748374,5.25209701,0.05070795,0.59342109,2.25749496,0.00000000,1.02308198,0.58722358,2.51991329,1.70400566
-4.96148074,5.08928598,0.04878272,0.57862042,2.18843087,0.00000000,0.99023484,0.56836043,2.42165935,1.65172084
-4.95547774,4.92543826,0.04690298,0.56385242,2.11838285,0.00000000,0.95710166,0.54978552,2.32125570,1.59908894
-4.94947474,4.76227058,0.04508760,0.54920709,2.04802503,0.00000000,0.92402287,0.53162746,2.21984056,1.54688819
-4.94347174,4.60149513,0.04335496,0.53478090,1.97806165,0.00000000,0.89135004,0.51400798,2.11858671,1.49586602
-4.93746873,4.44479911,0.04172274,0.52067573,1.90922118,0.00000000,0.85944171,0.49704359,2.01867827,1.44672540
-4.93146573,4.29382361,0.04020769,0.50699756,1.84224839,0.00000000,0.82865873,0.48084691,1.92128721,1.40011281
-4.92546273,4.15014175,0.03882539,0.49385476,1.77789448,0.00000000,0.79935907,0.46552753,1.82754994,1.35660833
-4.91945973,4.01523640,0.03758999,0.48135597,1.71690529,0.00000000,0.77189227,0.45119219,1.73854461,1.31671771
-4.91345673,3.89047756,0.03651403,0.46960784,1.66000790,0.00000000,0.74659351,0.43794439,1.65526961,1.28086650
-4.90745373,3.77709987,0.03560819,0.45871240,1.60789593,0.00000000,0.72377737,0.42588320,1.57862373,1.24939611
-4.90145073,3.67618043,0.03488109,0.44876442,1.56121392,0.00000000,0.70373143,0.41510160,1.50938827,1.22256164
-4.89544772,3.58861761,0.03433911,0.43984854,1.52054123,0.00000000,0.68670975,0.40568409,1.44821153,1.20053130
-4.88944472,3.51511109,0.03398621,0.43203661,1.48637604,0.00000000,0.67292644,0.39770400,1.39559581,1.18338717
-4.88344172,3.45614391,0.03382379,0.42538498,1.45911994,0.00000000,0.66254942,0.39122040,1.35188727,1.17112711
-4.87743872,3.41196694,0.03385057,0.41993211,1.43906360,0.00000000,0.65569458,0.38627494,1.31726872,1.16366759
-4.87143572,3.38258657,0.03406251,0.41569647,1.42637433,0.00000000,0.65242058,0.38288870,1.29175555,1.16084733
-4.86543272,3.36775610,0.03445274,0.41267486,1.42108571,0.00000000,0.65272448,0.38105929,1.27519491,1.16243145
-4.85942971,3.36697169,0.03501153,0.41084119,1.42309022,0.00000000,0.65653838,0.38075843,1.26726830,1.16811634
-4.85342671,3.37947339,0.03572634,0.41014590,1.43213506,0.00000000,0.66372749,0.38193008,1.26749759,1.17753498
-4.84742371,3.40425195,0.03658189,0.41051600,1.44782175,0.00000000,0.67408958,0.38448935,1.27525465,1.19026289
-4.84142071,3.44006179,0.03756032,0.41185584,1.46960977,0.00000000,0.68735635,0.38832236,1.28977451,1.20582481
-4.83541771,3.48544083,0.03864134,0.41404865,1.49682459,0.00000000,0.70319658,0.39328709,1.31017210,1.22370216
-4.82941471,3.53873702,0.03980257,0.41695886,1.52867003,0.00000000,0.72122129,0.39921535,1.33546249,1.24334152
-4.82341171,3.59814197,0.04101988,0.42043522,1.56424506,0.00000000,0.74099108,0.40591577,1.36458435,1.26416412
-4.81740870,3.66173118,0.04226779,0.42431467,1.60256476,0.00000000,0.76202531,0.41317800,1.39642640,1.28557668
-4.81140570,3.72751039,0.04352002,0.42842701,1.64258506,0.00000000,0.78381324,0.42077780,1.42985636,1.30698331
-4.80540270,3.79346724,0.04475008,0.43260007,1.68323062,0.00000000,0.80582680,0.42848306,1.46375185,1.32779877
-4.79939970,3.85762695,0.04593185,0.43666550,1.72342523,0.00000000,0.82753461,0.43606052,1.49703248,1.34746270
-4.79339670,3.91811045,0.04704035,0.44046485,1.76212359,0.00000000,0.84841691,0.44328289,1.52869235,1.36545467
-4.78739370,3.97319328,0.04805235,0.44385588,1.79834359,0.00000000,0.86798082,0.44993631,1.55783192,1.38130968
-4.78139070,4.02136306,0.04894717,0.44671878,1.83119778,0.00000000,0.88577543,0.45582755,1.58368833,1.39463365
-4.77538769,4.06137331,0.04970726,0.44896209,1.85992286,0.00000000,0.90140610,0.46079098,1.60566298,1.40511827
-4.76938469,4.09229148,0.05031890,0.45052821,1.88390595,0.00000000,0.91454734,0.46469479,1.62334542,1.41255462
-4.76338169,4.11353884,0.05077267,0.45139800,1.90270649,0.00000000,0.92495374,0.46744616,1.63653249,1.41684492
-4.75737869,4.12492035,0.05106387,0.45159445,1.91607272,0.00000000,0.93246844,0.46899536,1.64524183,1.41801167
-4.75137569,4.12664265,0.05119278,0.45118515,1.92395193,0.00000000,0.93702865,0.46933820,1.64971908,1.41620372
-4.74537269,4.11931903,0.05116480,0.45028324,1.92649393,0.00000000,0.93866793,0.46851706,1.65043815,1.41169850
-4.73936968,4.10396049,0.05099028,0.44904695,1.92404727,0.00000000,0.93751515,0.46662012,1.64809437,1.40490038
-4.73336668,4.08195270,0.05068437,0.44767741,1.91714850,0.00000000,0.93378997,0.46377895,1.64359039,1.39633460
-4.72736368,4.05501938,0.05026648,0.44641481,1.90650445,0.00000000,0.92779500,0.46016445,1.63801511,1.38663696
-4.72136068,4.02517296,0.04975972,0.44553302,1.89296849,0.00000000,0.91990502,0.45598137,1.63261608,1.37653942
-4.71535768,3.99465425,0.04919009,0.44533259,1.87751146,0.00000000,0.91055363,0.45146151,1.62876614,1.36685183
-4.70935468,3.96586317,0.04858562,0.44613250,1.86118846,0.00000000,0.90021778,0.44685595,1.62792521,1.35844062
-4.70335168,3.94128311,0.04797537,0.44826071,1.84510295,0.00000000,0.88940097,0.44242662,1.63159831,1.35220483
-4.69734867,3.92340157,0.04738836,0.45204392,1.83036932,0.00000000,0.87861578,0.43843756,1.64129110,1.34905065
-4.69134567,3.91463022,0.04685257,0.45779682,1.81807573,0.00000000,0.86836631,0.43514607,1.65846429,1.34986507
-4.68534267,3.91722710,0.04639390,0.46581112,1.80924825,0.00000000,0.85913146,0.43279440,1.68448818,1.35548986
-4.67933967,3.93322385,0.04603519,0.47634479,1.80481790,0.00000000,0.85134943,0.43160189,1.72059877,1.36669655
-4.67333667,3.96436043,0.04579548,0.48961187,1.80559156,0.00000000,0.84540430,0.43175819,1.76785667,1.38416341
-4.66733367,4.01202948,0.04568924,0.50577319,1.81222769,0.00000000,0.84161487,0.43341755,1.82711007,1.40845519
-4.66133067,4.07723193,0.04572593,0.52492826,1.82521750,0.00000000,0.84022626,0.43669436,1.89896281,1.44000603
-4.65532766,4.16054509,0.04590967,0.54710884,1.84487208,0.00000000,0.84140451,0.44166017,1.98374848,1.47910627
-4.64932466,4.26210379,0.04623915,0.57227418,1.87131541,0.00000000,0.84523402,0.44834205,2.08151135,1.52589322
-4.64332166,4.38159477,0.04670771,0.60030833,1.90448336,0.00000000,0.85171800,0.45672230,2.19199467,1.58034607
