energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Ti_p_up,Ti_d_up
-5.65182591,0.37645675,0.00003729,0.14593933,0.08439487,0.00000000,0.10225946,0.04330888
-5.64582291,0.40959617,0.00003949,0.15789504,0.09255577,0.00000000,0.11386140,0.04744547
-5.63981991,0.44276712,0.00004152,0.16972007,0.10084105,0.00000000,0.12588857,0.05163733
-5.63381691,0.47551897,0.00004334,0.18124492,0.10914540,0.00000000,0.13820360,0.05583085
-5.62781391,0.50737520,0.00004492,0.19229449,0.11735403,0.00000000,0.15064905,0.05996780
-5.62181091,0.53784422,0.00004622,0.20269242,0.12534501,0.00000000,0.16305007,0.06398661
-5.61580790,0.56643161,0.00004721,0.21226576,0.13299205,0.00000000,0.17521792,0.06782373
-5.60980490,0.59265329,0.00004788,0.22084980,0.14016769,0.00000000,0.18695443,0.07141535
-5.60380190,0.61604931,0.00004821,0.22829292,0.14674679,0.00000000,0.19805710,0.07469909
-5.59779890,0.63619761,0.00004820,0.23446131,0.15261009,0.00000000,0.20832475,0.07761586
-5.59179590,0.65272728,0.00004784,0.23924326,0.15764790,0.00000000,0.21756350,0.08011170
-5.58579290,0.66533081,0.00004714,0.24255302,0.16176356,0.00000000,0.22559287,0.08213956
-5.57978989,0.67377472,0.00004612,0.24433386,0.16487665,0.00000000,0.23225161,0.08366086
-5.57378689,0.67790831,0.00004480,0.24456045,0.16692583,0.00000000,0.23740320,0.08464694
-5.56778389,0.67766985,0.00004320,0.24324023,0.16787100,0.00000000,0.24094052,0.08508016
-5.56178089,0.67309030,0.00004137,0.24041389,0.16769496,0.00000000,0.24278972,0.08495469
-5.55577789,0.66429407,0.00003933,0.23615482,0.16640420,0.00000000,0.24291285,0.08427694
-5.54977489,0.65149692,0.00003712,0.23056763,0.16402901,0.00000000,0.24130937,0.08306559
-5.54377189,0.63500118,0.00003479,0.22378581,0.16062277,0.00000000,0.23801624,0.08135123
-5.53776888,0.61518823,0.00003238,0.21596854,0.15626046,0.00000000,0.23310675,0.07917563
-5.53176588,0.59250881,0.00002992,0.20729690,0.15103655,0.00000000,0.22668802,0.07659068
-5.52576288,0.56747133,0.00002746,0.19796947,0.14506219,0.00000000,0.21889743,0.07365696
-5.51975988,0.54062882,0.00002503,0.18819766,0.13846205,0.00000000,0.20989798,0.07044215
-5.51375688,0.51256482,0.00002266,0.17820072,0.13137069,0.00000000,0.19987296,0.06701919
-5.50775388,0.48387883,0.00002038,0.16820078,0.12392878,0.00000000,0.18902011,0.06346437
-5.50175088,0.45517172,0.00001822,0.15841791,0.11627930,0.00000000,0.17754546,0.05985533
-5.49574787,0.42703164,0.00001619,0.14906538,0.10856375,0.00000000,0.16565726,0.05626912
-5.48974487,0.40002060,0.00001431,0.14034522,0.10091865,0.00000000,0.15356010,0.05278032
-5.48374187,0.37466230,0.00001259,0.13244412,0.09347230,0.00000000,0.14144958,0.04945927
-5.47773887,0.35143123,0.00001103,0.12552978,0.08634198,0.00000000,0.12950752,0.04637050
-5.47173587,0.33074329,0.00000964,0.11974763,0.07963161,0.00000000,0.11789811,0.04357137
-5.46573287,0.31294806,0.00000842,0.11521814,0.07342993,0.00000000,0.10676485,0.04111091
-5.45972986,0.29832266,0.00000735,0.11203444,0.06780917,0.00000000,0.09622838,0.03902889
-5.45372686,0.28706732,0.00000644,0.11026055,0.06282427,0.00000000,0.08638537,0.03735516
-5.44772386,0.27930253,0.00000568,0.10993000,0.05851253,0.00000000,0.07730812,0.03610920
-5.44172086,0.27506777,0.00000506,0.11104498,0.05489382,0.00000000,0.06904507,0.03529994
-5.43571786,0.27432175,0.00000456,0.11357598,0.05197103,0.00000000,0.06162195,0.03492571
-5.42971486,0.27694421,0.00000418,0.11746199,0.04973104,0.00000000,0.05504346,0.03497455
-5.42371186,0.28273904,0.00000390,0.12261119,0.04814586,0.00000000,0.04929550,0.03542458
-5.41770885,0.29143899,0.00000371,0.12890236,0.04717411,0.00000000,0.04434753,0.03624468
-5.41170585,0.30271162,0.00000361,0.13618683,0.04676262,0.00000000,0.04015532,0.03739523
-5.40570285,0.31616677,0.00000358,0.14429116,0.04684828,0.00000000,0.03666358,0.03882918
-5.39969985,0.33136525,0.00000361,0.15302045,0.04735994,0.00000000,0.03380868,0.04049314
-5.39369685,0.34782888,0.00000370,0.16216239,0.04822041,0.00000000,0.03152126,0.04232870
-5.38769385,0.36505152,0.00000384,0.17149183,0.04934851,0.00000000,0.02972861,0.04427385
-5.38169085,0.38251114,0.00000404,0.18077601,0.05066119,0.00000000,0.02835691,0.04626455
-5.37568784,0.39968253,0.00000429,0.18978016,0.05207553,0.00000000,0.02733321,0.04823627
-5.36968484,0.41605044,0.00000460,0.19827340,0.05351076,0.00000000,0.02658713,0.05012568
-5.36368184,0.43112264,0.00000499,0.20603480,0.05489016,0.00000000,0.02605236,0.05187227
-5.35767884,0.44444275,0.00000548,0.21285927,0.05614285,0.00000000,0.02566781,0.05341992
-5.35167584,0.45560215,0.00000610,0.21856320,0.05720536,0.00000000,0.02537863,0.05471835
-5.34567284,0.46425071,0.00000689,0.22298956,0.05802301,0.00000000,0.02513689,0.05572448
-5.33966983,0.47010582,0.00000791,0.22601223,0.05855105,0.00000000,0.02490208,0.05640349
-5.33366683,0.47295950,0.00000924,0.22753946,0.05875547,0.00000000,0.02464142,0.05672973
-5.32766383,0.47268310,0.00001097,0.22751616,0.05861360,0.00000000,0.02432993,0.05668725
-5.32166083,0.46922958,0.00001324,0.22592508,0.05811423,0.00000000,0.02395040,0.05627011
-5.31565783,0.46263312,0.00001621,0.22278666,0.05725755,0.00000000,0.02349315,0.05548235
-5.30965483,0.45300627,0.00002006,0.21815776,0.05605473,0.00000000,0.02295569,0.05433766
-5.30365183,0.44053453,0.00002503,0.21212910,0.05452713,0.00000000,0.02234227,0.05285872
-5.29764882,0.42546892,0.00003143,0.20482167,0.05270539,0.00000000,0.02166334,0.05107634
-5.29164582,0.40811661,0.00003958,0.19638235,0.05062821,0.00000000,0.02093495,0.04902834
-5.28564282,0.38883021,0.00004992,0.18697871,0.04834096,0.00000000,0.02017809,0.04675831
-5.27963982,0.36799622,0.00006291,0.17679347,0.04589429,0.00000000,0.01941802,0.04431421
-5.27363682,0.34602298,0.00007912,0.16601877,0.04334258,0.00000000,0.01868363,0.04174693
-5.26763382,0.32332889,0.00009920,0.15485044,0.04074245,0.00000000,0.01800673,0.03910894
-5.26163082,0.30033107,0.00012388,0.14348263,0.03815138,0.00000000,0.01742144,0.03645286
-5.25562781,0.27743519,0.00015399,0.13210293,0.03562639,0.00000000,0.01696357,0.03383033
-5.24962481,0.25502657,0.00019045,0.12088815,0.03322292,0.00000000,0.01667008,0.03129084
-5.24362181,0.23346304,0.00023428,0.11000096,0.03099384,0.00000000,0.01657852,0.02888095
-5.23761881,0.21306950,0.00028659,0.09958740,0.02898875,0.00000000,0.01672663,0.02664354
-5.23161581,0.19413448,0.00034860,0.08977537,0.02725341,0.00000000,0.01715186,0.02461744
-5.22561281,0.17690861,0.00042160,0.08067407,0.02582948,0.00000000,0.01789107,0.02283717
-5.21960980,0.16160492,0.00050698,0.07237428,0.02475437,0.00000000,0.01898023,0.02133294
-5.21360680,0.14840084,0.00060621,0.06494959,0.02406141,0.00000000,0.02045417,0.02013090
-5.20760380,0.13744174,0.00072086,0.05845828,0.02378017,0.00000000,0.02234650,0.01925353
-5.20160080,0.12884582,0.00085254,0.05294583,0.02393691,0.00000000,0.02468958,0.01872022
-5.19559780,0.12271004,0.00100298,0.04844797,0.02455531,0.00000000,0.02751464,0.01854801
-5.18959480,0.11911698,0.00117401,0.04499403,0.02565725,0.00000000,0.03085203,0.01875248
-5.18359180,0.11814224,0.00136751,0.04261051,0.02726387,0.00000000,0.03473171,0.01934875
-5.17758879,0.11986225,0.00158555,0.04132478,0.02939660,0.00000000,0.03918386,0.02035256
-5.17158579,0.12436224,0.00183028,0.04116868,0.03207844,0.00000000,0.04423976,0.02178145
-5.16558279,0.13174407,0.00210407,0.04218197,0.03533528,0.00000000,0.04993290,0.02365592
-5.15957979,0.14213368,0.00240946,0.04441542,0.03919726,0.00000000,0.05630024,0.02600071
-5.15357679,0.15568791,0.00274924,0.04793354,0.04370014,0.00000000,0.06338366,0.02884595
-5.14757379,0.17260036,0.00312646,0.05281670,0.04888665,0.00000000,0.07123148,0.03222827
-5.14157079,0.19310590,0.00354445,0.05916250,0.05480767,0.00000000,0.07990008,0.03619175
-5.13556778,0.21748356,0.00400684,0.06708642,0.06152321,0.00000000,0.08945531,0.04078867
-5.12956478,0.24605735,0.00451757,0.07672142,0.06910301,0.00000000,0.09997367,0.04607995
-5.12356178,0.27919459,0.00508082,0.08821654,0.07762677,0.00000000,0.11154313,0.05213521
-5.11755878,0.31730143,0.00570098,0.10173428,0.08718373,0.00000000,0.12426334,0.05903235
-5.11155578,0.36081523,0.00638255,0.11744676,0.09787154,0.00000000,0.13824499,0.06685657
-5.10555278,0.41019342,0.00713003,0.13553063,0.10979444,0.00000000,0.15360839,0.07569873
-5.09954977,0.46589901,0.00794771,0.15616066,0.12306045,0.00000000,0.17048082,0.08565307
-5.09354677,0.52838235,0.00883948,0.17950223,0.13777766,0.00000000,0.18899283,0.09681415
-5.08754377,0.59805986,0.00980860,0.20570274,0.15404969,0.00000000,0.20927327,0.10927312
-5.08154077,0.67528975,0.01085739,0.23488225,0.17197014,0.00000000,0.23144316,0.12311331
-5.07553777,0.76034576,0.01198695,0.26712360,0.19161652,0.00000000,0.25560849,0.13840527
-5.06953477,0.85338967,0.01319686,0.30246251,0.21304348,0.00000000,0.28185225,0.15520145
-5.06353177,0.95444388,0.01448488,0.34087797,0.23627590,0.00000000,0.31022582,0.17353061
-5.05752876,1.06336545,0.01584669,0.38228354,0.26130207,0.00000000,0.34074032,0.19339238
-5.05152576,1.17982302,0.01727566,0.42652014,0.28806727,0.00000000,0.37335815,0.21475220
-5.04552276,1.30327844,0.01876272,0.47335073,0.31646835,0.00000000,0.40798551,0.23753685
-5.03951976,1.43297453,0.02029626,0.52245759,0.34634952,0.00000000,0.44446619,0.26163110
-5.03351676,1.56793052,0.02186224,0.57344255,0.37750000,0.00000000,0.48257733,0.28687574
-5.02751376,1.70694648,0.02344427,0.62583061,0.40965371,0.00000000,0.52202763,0.31306715
-5.02151076,1.84861761,0.02502397,0.67907708,0.44249140,0.00000000,0.56245837,0.33995885
-5.01550775,1.99135892,0.02658134,0.73257852,0.47564544,0.00000000,0.60344761,0.36726511
-5.00950475,2.13344040,0.02809532,0.78568714,0.50870727,0.00000000,0.64451773,0.39466659
-5.00350175,2.27303191,0.02954442,0.83772852,0.54123748,0.00000000,0.68514626,0.42181817
-4.99749875,2.40825689,0.03090746,0.88802211,0.57277831,0.00000000,0.72477989,0.44835863
-4.99149575,2.53725303,0.03216439,0.93590381,0.60286817,0.00000000,0.76285114,0.47392199
-4.98549275,2.65823769,0.03329708,0.98074981,0.63105767,0.00000000,0.79879724,0.49815010
-4.97948974,2.76957538,0.03429015,1.02200065,0.65692644,0.00000000,0.83208044,0.52070591
-4.97348674,2.86984439,0.03513175,1.05918452,0.68010008,0.00000000,0.86220874,0.54128692
-4.96748374,2.95789919,0.03581421,1.09193856,0.70026636,0.00000000,0.88875633,0.55963815
-4.96148074,3.03292559,0.03633464,1.12002721,0.71718983,0.00000000,0.91138239,0.57556395
-4.95547774,3.09448546,0.03669527,1.14335649,0.73072402,0.00000000,0.92984761,0.58893795
-4.94947474,3.14254846,0.03690364,1.16198336,0.74082054,0.00000000,0.94402707,0.59971067
-4.94347174,3.17750837,0.03697264,1.17611944,0.74753447,0.00000000,0.95391912,0.60791423
-4.93746873,3.20018260,0.03692022,1.18612865,0.75102544,0.00000000,0.95964925,0.61366374
-4.93146573,3.21179391,0.03676893,1.19251849,0.75155440,0.00000000,0.96146878,0.61715514
-4.92546273,3.21393437,0.03654528,1.19592508,0.74947584,0.00000000,0.95974808,0.61865954
-4.91945973,3.20851239,0.03627880,1.19709220,0.74522564,0.00000000,0.95496452,0.61851395
-4.91345673,3.19768436,0.03600106,1.19684507,0.73930513,0.00000000,0.94768542,0.61710886
-4.90745373,3.18377343,0.03574445,1.19605968,0.73226181,0.00000000,0.93854673,0.61487309
-4.90145073,3.16917846,0.03554094,1.19562874,0.72466756,0.00000000,0.92822822,0.61225640
-4.89544772,3.15627680,0.03542083,1.19642566,0.71709531,0.00000000,0.91742629,0.60971075
-4.88944472,3.14732496,0.03541142,1.19926784,0.71009517,0.00000000,0.90682550,0.60767086
-4.88344172,3.14436132,0.03553586,1.20488090,0.70417111,0.00000000,0.89707014,0.60653509
-4.87743872,3.14911527,0.03581207,1.21386528,0.69975924,0.00000000,0.88873712,0.60664739
-4.87143572,3.16292676,0.03625185,1.22666677,0.69720870,0.00000000,0.88231138,0.60828116
-4.86543272,3.18668002,0.03686019,1.24355225,0.69676600,0.00000000,0.87816494,0.61162592
-4.85942971,3.22075455,0.03763485,1.26459178,0.69856367,0.00000000,0.87654056,0.61677720
-4.85342671,3.26499598,0.03856620,1.28964820,0.70261361,0.00000000,0.87754088,0.62373044
-4.84742371,3.31870822,0.03963736,1.31837456,0.70880554,0.00000000,0.88112326,0.63237894
-4.84142071,3.38066790,0.04082458,1.35022008,0.71691068,0.00000000,0.88710099,0.64251622
-4.83541771,3.44916060,0.04209795,1.38444429,0.72659033,0.00000000,0.89515039,0.65384264
-4.82941471,3.52203775,0.04342234,1.42013925,0.73740925,0.00000000,0.90482383,0.66597601
-4.82341171,3.59679210,0.04475856,1.45625888,0.74885293,0.00000000,0.91556791,0.67846585
-4.81740870,3.67064867,0.04606464,1.49165452,0.76034827,0.00000000,0.92674606,0.69081055
-4.81140570,3.74066742,0.04729735,1.52511520,0.77128651,0.00000000,0.93766448,0.70247681
-4.80540270,3.80385341,0.04841366,1.55541102,0.78104757,0.00000000,0.94760041,0.71292054
-4.79939970,3.85726978,0.04937226,1.58133794,0.78902462,0.00000000,0.95583128,0.72160812
-4.79339670,3.89814869,0.05013499,1.60176200,0.79464790,0.00000000,0.96166369,0.72803737
-4.78739370,3.92399554,0.05066822,1.61566114,0.79740671,0.00000000,0.96446075,0.73175710
-4.78139070,3.93268217,0.05094392,1.62216284,0.79686870,0.00000000,0.96366683,0.73238461
-4.77538769,3.92252506,0.05094068,1.62057601,0.79269576,0.00000000,0.95882857,0.72962023
-4.76938469,3.89234542,0.05064428,1.61041569,0.78465576,0.00000000,0.94961141,0.72325854
-4.76338169,3.84150911,0.05004818,1.59141984,0.77262999,0.00000000,0.93581101,0.71319565
-4.75737869,3.76994492,0.04915354,1.56355727,0.75661590,0.00000000,0.91735928,0.69943259
-4.75137569,3.67814112,0.04796910,1.52702693,0.73672537,0.00000000,0.89432492,0.68207449
-4.74537269,3.56712105,0.04651067,1.48224849,0.71317865,0.00000000,0.86690860,0.66132598
-4.73936968,3.43839945,0.04480045,1.42984496,0.68629451,0.00000000,0.83543333,0.63748293
-4.73336668,3.29392221,0.04286616,1.37061852,0.65647713,0.00000000,0.80033052,0.61092121
-4.72736368,3.13599267,0.04073994,1.30552055,0.62420036,0.00000000,0.76212266,0.58208291
-4.72136068,2.96718833,0.03845721,1.23561764,0.58999038,0.00000000,0.72140332,0.55146075
-4.71535768,2.79027172,0.03605548,1.16205502,0.55440727,0.00000000,0.67881573,0.51958144
-4.70935468,2.60809967,0.03357312,1.08601926,0.51802651,0.00000000,0.63503068,0.48698867
-4.70335168,2.42353466,0.03104827,1.00870168,0.48142107,0.00000000,0.59072479,0.45422638
-4.69734867,2.23936176,0.02851774,0.93126402,0.44514473,0.00000000,0.54655997,0.42182299
-4.69134567,2.05821406,0.02601616,0.85480764,0.40971724,0.00000000,0.50316490,0.39027713
-4.68534267,1.88250909,0.02357521,0.78034723,0.37561166,0.00000000,0.46111896,0.36004523
-4.67933967,1.71439757,0.02122311,0.70878979,0.34324430,0.00000000,0.42093914,0.33153122
-4.67333667,1.55572582,0.01898426,0.64091923,0.31296717,0.00000000,0.38307013,0.30507875
-4.66733367,1.40801168,0.01687903,0.57738675,0.28506329,0.00000000,0.34787774,0.28096576
-4.66133067,1.27243386,0.01492385,0.51870688,0.25974441,0.00000000,0.31564549,0.25940139
-4.65532766,1.14983370,0.01313133,0.46525871,0.23715124,0.00000000,0.28657428,0.24052536
-4.64932466,1.04072795,0.01151061,0.41729180,0.21735581,0.00000000,0.26078472,0.22440926
-4.64332166,0.94533105,0.01006777,0.37493603,0.20036560,0.00000000,0.23832193,0.21105979
-4.63731866,0.86358490,0.00880631,0.33821450,0.18612922,0.00000000,0.21916216,0.20042357
-4.63131566,0.79519432,0.00772775,0.30705874,0.17454325,0.00000000,0.20322097,0.19239325
-4.62531266,0.73966616,0.00683211,0.28132522,0.16545987,0.00000000,0.19036247,0.18681463
-4.61930965,0.69635028,0.00611852,0.26081248,0.15869495,0.00000000,0.18040910,0.18349444
-4.61330665,0.66448067,0.00558566,0.24527795,0.15403648,0.00000000,0.17315168,0.18220868
-4.60730365,0.64321510,0.00523220,0.23445391,0.15125277,0.00000000,0.16835932,0.18271101
-4.60130065,0.63167215,0.00505714,0.22806196,0.15010048,0.00000000,0.16578880,0.18474124
-4.59529765,0.62896435,0.00506002,0.22582542,0.15033216,0.00000000,0.16519331,0.18803339
-4.58929465,0.63422663,0.00524104,0.22747945,0.15170315,0.00000000,0.16633013,0.19232343
-4.58329165,0.64663944,0.00560104,0.23277857,0.15397766,0.00000000,0.16896727,0.19735623
-4.57728864,0.66544599,0.00614139,0.24150130,0.15693402,0.00000000,0.17288879,0.20289176
-4.57128564,0.68996353,0.00686371,0.25345209,0.16036899,0.00000000,0.17789879,0.20871029
-4.56528264,0.71958845,0.00776954,0.26846045,0.16410096,0.00000000,0.18382406,0.21461650
-4.55927964,0.75379566,0.00885988,0.28637751,0.16797225,0.00000000,0.19051529,0.22044240
-4.55327664,0.79213234,0.01013468,0.30707026,0.17185023,0.00000000,0.19784705,0.22604906
-4.54727364,0.83420701,0.01159228,0.33041387,0.17562753,0.00000000,0.20571649,0.23132707
-4.54127064,0.87967443,0.01322882,0.35628254,0.17922132,0.00000000,0.21404110,0.23619579
-4.53526763,0.92821763,0.01503767,0.38453949,0.18257170,0.00000000,0.22275550,0.24060160
-4.52926463,0.97952809,0.01700893,0.41502657,0.18563946,0.00000000,0.23180774,0.24451507
-4.52326163,1.03328541,0.01912897,0.44755436,0.18840328,0.00000000,0.24115529,0.24792742
-4.51725863,1.08913795,0.02138007,0.48189328,0.19085661,0.00000000,0.25076097,0.25084645
-4.51125563,1.14668567,0.02374032,0.51776642,0.19300440,0.00000000,0.26058924,0.25329216
-4.50525263,1.20546677,0.02618350,0.55484484,0.19485992,0.00000000,0.27060312,0.25529242
-4.49924962,1.26494896,0.02867934,0.59274564,0.19644184,0.00000000,0.28076198,0.25687877
-4.49324662,1.32452675,0.03119379,0.63103345,0.19777173,0.00000000,0.29102052,0.25808291
-4.48724362,1.38352503,0.03368967,0.66922538,0.19887229,0.00000000,0.30132903,0.25893377
-4.48124062,1.44120948,0.03612737,0.70679965,0.19976610,0.00000000,0.31163505,0.25945560
-4.47523762,1.49680368,0.03846576,0.74320762,0.20047533,0.00000000,0.32188646,0.25966698
-4.46923462,1.54951220,0.04066330,0.77788891,0.20102204,0.00000000,0.33203582,0.25958095
-4.46323162,1.59854898,0.04267916,0.81028908,0.20142934,0.00000000,0.34204578,0.25920605
-4.45722861,1.64316937,0.04447441,0.83987894,0.20172299,0.00000000,0.35189527,0.25854838
-4.45122561,1.68270433,0.04601331,0.86617485,0.20193354,0.00000000,0.36158601,0.25761425
-4.44522261,1.71659476,0.04726439,0.88875865,0.20209855,0.00000000,0.37114894,0.25641335
-4.43921961,1.74442391,0.04820153,0.90729644,0.20226493,0.00000000,0.38064996,0.25496211
-4.43321661,1.76594593,0.04880486,0.92155499,0.20249084,0.00000000,0.39019457,0.25328697
-4.42721361,1.78110839,0.04906147,0.93141482,0.20284716,0.00000000,0.39993081,0.25142723
-4.42121061,1.79006732,0.04896579,0.93687913,0.20341822,0.00000000,0.41005013,0.24943723
-4.41520760,1.79319321,0.04851987,0.93807792,0.20430158,0.00000000,0.42078568,0.24738762
-4.40920460,1.79106730,0.04773325,0.93526683,0.20560676,0.00000000,0.43240804,0.24536551
-4.40320160,1.78446768,0.04662264,0.92882069,0.20745286,0.00000000,0.44521796,0.24347351
-4.39719860,1.77434549,0.04521132,0.91922172,0.20996514,0.00000000,0.45953643,0.24182741
-4.39119560,1.76179196,0.04352834,0.90704297,0.21327050,0.00000000,0.47569219,0.24055285
-4.38519260,1.74799758,0.04160750,0.89292763,0.21749224,0.00000000,0.49400707,0.23978082
-4.37918959,1.73420530,0.03948626,0.87756503,0.22274406,0.00000000,0.51477982,0.23964243
-4.37318659,1.72165980,0.03720450,0.86166459,0.22912393,0.00000000,0.53826892,0.24026314
-4.36718359,1.71155528,0.03480331,0.84592868,0.23670777,0.00000000,0.56467545,0.24175670
-4.36118059,1.70498434,0.03232375,0.83102597,0.24554361,0.00000000,0.59412664,0.24421927
-4.35517759,1.70289050,0.02980577,0.81756611,0.25564651,0.00000000,0.62666112,0.24772399
-4.34917459,1.70602657,0.02728711,0.80607735,0.26699436,0.00000000,0.66221680,0.25231633
-4.34317159,1.71492127,0.02480253,0.79698765,0.27952524,0.00000000,0.70062205,0.25801058
-4.33716858,1.72985544,0.02238303,0.79061055,0.29313622,0.00000000,0.74159093,0.26478760
-4.33116558,1.75084930,0.02005542,0.78713602,0.30768402,0.00000000,0.78472308,0.27259414
-4.32516258,1.77766136,0.01784196,0.78662689,0.32298742,0.00000000,0.82950837,0.28134368
-4.31915958,1.80979891,0.01576026,0.78902080,0.33883151,0.00000000,0.87533658,0.29091885
-4.31315658,1.84653974,0.01382333,0.79413739,0.35497369,0.00000000,0.92151194,0.30117535
-4.30715358,1.88696391,0.01203977,0.80169052,0.37115099,0.00000000,0.96727190,0.31194717
