energy_ev,total_up,Al_p_up,Al_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,3.51537718,0.63568654,0.00000000,0.79932005,2.50887268,0.00417598,0.77210756
-5.99399700,3.45865128,0.63324930,0.00000000,0.75979642,2.48065226,0.00413580,0.75222656
-5.98799400,3.40921021,0.63076949,0.00000000,0.72413882,2.45689683,0.00412370,0.73431525
-5.98199100,3.36833169,0.62855934,0.00000000,0.69257542,2.43864697,0.00414026,0.71856575
-5.97598799,3.33720243,0.62693184,0.00000000,0.66533165,2.42687529,0.00418542,0.70513479
-5.96998499,3.31688915,0.62619483,0.00000000,0.64262789,2.42246253,0.00425848,0.69413826
-5.96398199,3.30831366,0.62664552,0.00000000,0.62467694,2.42617661,0.00435806,0.68564718
-5.95797899,3.31223275,0.62856544,0.00000000,0.61168138,2.43865530,0.00448218,0.67968555
-5.95197599,3.32922338,0.63221571,0.00000000,0.60383067,2.46039304,0.00462824,0.67623006
-5.94597299,3.35967328,0.63783275,0.00000000,0.60129794,2.49173199,0.00479311,0.67521192
-5.93996998,3.40377701,0.64562424,0.00000000,0.60423651,2.53285737,0.00497319,0.67652049
-5.93396698,3.46153680,0.65576529,0.00000000,0.61277581,2.58379684,0.00516454,0.68000882
-5.92796398,3.53276793,0.66839481,0.00000000,0.62701694,2.64442367,0.00536298,0.68550060
-5.92196098,3.61710766,0.68361210,0.00000000,0.64702776,2.71446312,0.00556419,0.69279829
-5.91595798,3.71402719,0.70147364,0.00000000,0.67283752,2.79350153,0.00576391,0.70169204
-5.90995498,3.82284571,0.72199014,0.00000000,0.70443137,2.88099765,0.00595801,0.71196883
-5.90395198,3.94274594,0.74512412,0.00000000,0.74174478,2.97629560,0.00614264,0.72342159
-5.89794897,4.07279060,0.77078799,0.00000000,0.78465831,3.07863901,0.00631439,0.73585762
-5.89194597,4.21193924,0.79884306,0.00000000,0.83299289,3.18718595,0.00647035,0.74910603
-5.88594297,4.35906526,0.82909947,0.00000000,0.88650606,3.30102434,0.00660824,0.76302388
-5.87993997,4.51297269,0.86131738,0.00000000,0.94488954,3.41918755,0.00672648,0.77750064
-5.87393697,4.67241291,0.89520956,0.00000000,1.00776824,3.54067005,0.00682422,0.79246075
-5.86793397,4.83610105,0.93044545,0.00000000,1.07470113,3.66444292,0.00690141,0.80786430
-5.86193097,5.00273208,0.96665677,0.00000000,1.14518413,3.78946920,0.00695873,0.82370560
-5.85592796,5.17099673,1.00344469,0.00000000,1.21865489,3.91471883,0.00699763,0.84000988
-5.84992496,5.33959698,1.04038836,0.00000000,1.29449966,4.03918307,0.00702028,0.85682814
-5.84392196,5.50726102,1.07705453,0.00000000,1.37206185,4.16188831,0.00702946,0.87423038
-5.83791896,5.67275766,1.11300812,0.00000000,1.45065223,4.28190887,0.00702850,0.89229763
-5.83191596,5.83490954,1.14782319,0.00000000,1.52956016,4.39837864,0.00702119,0.91111296
-5.82591296,5.99260519,1.18109391,0.00000000,1.60806569,4.51050121,0.00701168,0.93075194
-5.81990995,6.14480932,1.21244510,0.00000000,1.68545181,4.61755819,0.00700431,0.95127302
-5.81390695,6.29057104,1.24154188,0.00000000,1.76101655,4.71891549,0.00700357,0.97270818
-5.80790395,6.42902976,1.26809785,0.00000000,1.83408429,4.81402723,0.00701390,0.99505434
-5.80190095,6.55941858,1.29188155,0.00000000,1.90401609,4.90243723,0.00703964,1.01826599
-5.79589795,6.68106497,1.31272085,0.00000000,1.97021845,4.98377800,0.00708487,1.04224928
-5.78989495,6.79338892,1.33050506,0.00000000,2.03215046,5.05776732,0.00715335,1.06685814
-5.78389195,6.89589870,1.34518453,0.00000000,2.08932908,5.12420258,0.00724837,1.09189240
-5.77788894,6.98818462,1.35676805,0.00000000,2.14133259,5.18295318,0.00737270,1.11709838
-5.77188594,7.06991121,1.36531792,0.00000000,2.18780223,5.23395148,0.00752849,1.14217182
-5.76588294,7.14080850,1.37094307,0.00000000,2.22844228,5.27718266,0.00771720,1.16676328
