energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.88594297,0.54347020,0.00078519,0.14831624,0.13018540,0.03779487,0.00138994,0.22768106,0.09720042,0.17065836
-5.87993997,0.50284179,0.00085879,0.13212834,0.12501634,0.03602909,0.00146469,0.21688117,0.09249264,0.15387763
-5.87393697,0.46832755,0.00095957,0.11730400,0.12111155,0.03477276,0.00157704,0.20884046,0.08976183,0.13879924
-5.86793397,0.44011399,0.00108776,0.10385140,0.11857156,0.03404839,0.00173040,0.20370048,0.08898206,0.12544743
-5.86193097,0.41834669,0.00124361,0.09176327,0.11748597,0.03387778,0.00192834,0.20158948,0.09012398,0.11382889
-5.85592796,0.40312251,0.00142727,0.08101828,0.11792851,0.03428063,0.00217446,0.20261491,0.09315191,0.10393318
-5.84992496,0.39448202,0.00163876,0.07158258,0.11995245,0.03527318,0.00247227,0.20685593,0.09802065,0.09573338
-5.84392196,0.39240210,0.00187787,0.06341132,0.12358649,0.03686677,0.00282498,0.21435622,0.10467219,0.08918665
-5.83791896,0.39678911,0.00214403,0.05645026,0.12883111,0.03906649,0.00323533,0.22511723,0.11303243,0.08423500
-5.83191596,0.40747284,0.00243628,0.05063722,0.13565569,0.04186989,0.00370542,0.23909214,0.12300812,0.08080596
-5.82591296,0.42420145,0.00275317,0.04590360,0.14399631,0.04526580,0.00423648,0.25618069,0.13448423,0.07881346
-5.81990995,0.44663791,0.00309273,0.04217570,0.15375456,0.04923338,0.00482870,0.27622532,0.14732201,0.07815865
-5.81390695,0.47435820,0.00345240,0.03937601,0.16479727,0.05374137,0.00548102,0.29900860,0.16135785,0.07873090
-5.80790395,0.50685167,0.00382907,0.03742437,0.17695735,0.05874765,0.00619097,0.32425257,0.17640317,0.08040890
-5.80190095,0.54352398,0.00421908,0.03623907,0.19003584,0.06419917,0.00695454,0.35161986,0.19224553,0.08306192
-5.79589795,0.58370288,0.00461824,0.03573786,0.20380511,0.07003224,0.00776611,0.38071715,0.20865098,0.08655132
-5.78989495,0.62664714,0.00502199,0.03583889,0.21801323,0.07617336,0.00861835,0.41110076,0.22536784,0.09073227
-5.78389195,0.67155869,0.00542545,0.03646169,0.23238957,0.08254037,0.00950230,0.44228474,0.24213176,0.09545581
-5.77788894,0.71759810,0.00582357,0.03752810,0.24665132,0.08904423,0.01040742,0.47375112,0.25867204,0.10057110
-5.77188594,0.76390301,0.00621134,0.03896329,0.26051096,0.09559112,0.01132175,0.50496235,0.27471908,0.10592809
-5.76588294,0.80960935,0.00658393,0.04069679,0.27368437,0.10208505,0.01223215,0.53537561,0.29001269,0.11138034
-5.75987994,0.85387474,0.00693689,0.04266359,0.28589926,0.10843076,0.01312456,0.56445850,0.30431095,0.11678815
-5.75387694,0.89590324,0.00726638,0.04480528,0.29690374,0.11453684,0.01398439,0.59170563,0.31739936,0.12202168
-5.74787394,0.93497077,0.00756934,0.04707129,0.30647463,0.12031903,0.01479687,0.61665554,0.32909970,0.12696431
-5.74187094,0.97044995,0.00784363,0.04942005,0.31442508,0.12570348,0.01554756,0.63890719,0.33927845,0.13151571
-5.73586793,1.00183345,0.00808823,0.05182016,0.32061136,0.13062983,0.01622273,0.65813536,0.34785407,0.13559482
-5.72986493,1.02875471,0.00830334,0.05425145,0.32493824,0.13505398,0.01680986,0.67410412,0.35480303,0.13914245
-5.72386193,1.05100482,0.00849038,0.05670589,0.32736295,0.13895036,0.01729807,0.68667785,0.36016392,0.14212336
-5.71785893,1.06854471,0.00865207,0.05918824,0.32789728,0.14231361,0.01767850,0.69582901,0.36403966,0.14452777
-5.71185593,1.08151178,0.00879235,0.06171644,0.32660783,0.14515949,0.01794467,0.70164230,0.36659737,0.14637208
-5.70585293,1.09022032,0.00891628,0.06432158,0.32361430,0.14752494,0.01809272,0.70431472,0.36806588,0.14769879
-5.69984992,1.09515524,0.00902987,0.06704748,0.31908575,0.14946727,0.01812159,0.70415148,0.36873084,0.14857559
-5.69384692,1.09695930,0.00913988,0.06994981,0.31323517,0.15106238,0.01803307,0.70155759,0.36892740,0.14909345
-5.68784392,1.09641361,0.00925354,0.07309462,0.30631229,0.15240218,0.01783181,0.69702540,0.36903086,0.14936393
-5.68184092,1.09441222,0.00937826,0.07655645,0.29859509,0.15359104,0.01752514,0.69111847,0.36944527,0.14951553
-5.67583792,1.09193145,0.00952129,0.08041590,0.29038028,0.15474172,0.01712285,0.68445217,0.37059057,0.14968944
-5.66983492,1.08999483,0.00968940,0.08475674,0.28197303,0.15597057,0.01663685,0.67767190,0.37288847,0.15003453
-5.66383192,1.08963520,0.00988854,0.08966259,0.27367649,0.15739253,0.01608081,0.67142946,0.37674773,0.15070196
-5.65782891,1.09185493,0.01012350,0.09521334,0.26578141,0.15911582,0.01546965,0.66635880,0.38254918,0.15183945
-5.65182591,1.09758623,0.01039767,0.10148132,0.25855628,0.16123689,0.01481906,0.66305173,0.39063108,0.15358549
-5.64582291,1.10765264,0.01071277,0.10852742,0.25223830,0.16383551,0.01414500,0.66203480,0.40127528,0.15606363
-5.63981991,1.12273358,0.01106870,0.11639719,0.24702562,0.16697055,0.01346317,0.66374820,0.41469472,0.15937715
-5.63381691,1.14333315,0.01146343,0.12511731,0.24307100,0.17067642,0.01278855,0.66852746,0.43102274,0.16360415
-5.62781391,1.16975471,0.01189297,0.13469229,0.24047718,0.17496052,0.01213491,0.67658878,0.45030448,0.16879348
-5.62181091,1.20208209,0.01235148,0.14510173,0.23929404,0.17980166,0.01151449,0.68801860,0.47249101,0.17496147
-5.61580790,1.24016862,0.01283135,0.15629835,0.23951773,0.18514982,0.01093761,0.70276785,0.49743608,0.18208975
-5.60980490,1.28363427,0.01332348,0.16820671,0.24109163,0.19092695,0.01041252,0.72065122,0.52489614,0.19012420
-5.60380190,1.33187150,0.01381760,0.18072289,0.24390922,0.19702914,0.00994519,0.74135146,0.55453329,0.19897509
-5.59779890,1.38405950,0.01430258,0.19371524,0.24781864,0.20332983,0.00953928,0.76442873,0.58592161,0.20851856
-5.59179590,1.43918680,0.01476688,0.20702606,0.25262884,0.20968412,0.00919617,0.78933464,0.61855635,0.21859927
-5.58579290,1.49608121,0.01519903,0.22047441,0.25811698,0.21593394,0.00891504,0.81543053,0.65186620,0.22903432
-5.57978989,1.55344646,0.01558802,0.23385993,0.26403691,0.22191382,0.00869307,0.84200933,0.68522800,0.23961817
-5.57378689,1.60990405,0.01592383,0.24696756,0.27012834,0.22745718,0.00852567,0.86832025,0.71798367,0.25012858
-5.56778389,1.66403890,0.01619782,0.25957309,0.27612645,0.23240269,0.00840679,0.89359534,0.74945885,0.26033331
-5.56178089,1.71444713,0.01640312,0.27144936,0.28177146,0.23660059,0.00832921,0.91707689,0.77898254,0.26999725
-5.55577789,1.75978422,0.01653493,0.28237286,0.28681803,0.23991858,0.00828489,0.93804477,0.80590730,0.27889000
-5.54977489,1.79881160,0.01659083,0.29213060,0.29104387,0.24224711,0.00826537,0.95584238,0.82962915,0.28679331
-5.54377189,1.83044003,0.01657085,0.30052683,0.29425754,0.24350382,0.00826209,0.96990053,0.84960650,0.29350832
-5.53776888,1.85376794,0.01647757,0.30738959,0.29630497,0.24363689,0.00826671,0.97975798,0.86537753,0.29886231
-5.53176588,1.86811337,0.01631609,0.31257658,0.29707455,0.24262729,0.00827146,0.98507809,0.87657524,0.30271457
-5.52576288,1.87303815,0.01609385,0.31598030,0.29650067,0.24048967,0.00826938,0.98566086,0.88293971,0.30496131
-5.51975988,1.86836346,0.01582038,0.31753214,0.29456550,0.23727205,0.00825455,0.98144983,0.88432694,0.30553936
-5.51375688,1.85417631,0.01550702,0.31720531,0.29129907,0.23305417,0.00822229,0.97253379,0.88071416,0.30442846
-5.50775388,1.83082655,0.01516648,0.31501646,0.28677770,0.22794466,0.00816923,0.95914307,0.87220125,0.30165224
-5.50175088,1.79891489,0.01481239,0.31102595,0.28112077,0.22207718,0.00809342,0.94164094,0.85900820,0.29727761
-5.49574787,1.75927245,0.01445880,0.30533665,0.27448619,0.21560570,0.00799432,0.92051032,0.84146890,0.29141285
-5.48974487,1.71293281,0.01411966,0.29809156,0.26706460,0.20869905,0.00787273,0.89633650,0.82002138,0.28420433
-5.48374187,1.66109782,0.01380828,0.28947002,0.25907268,0.20153516,0.00773073,0.86978679,0.79519495,0.27583206
-5.47773887,1.60509882,0.01353686,0.27968299,0.25074588,0.19429498,0.00757154,0.84158786,0.76759480,0.26650428
-5.47173587,1.54635465,0.01331600,0.26896739,0.24233079,0.18715656,0.00739932,0.81250183,0.73788466,0.25645134
-5.46573287,1.48632851,0.01315429,0.25757975,0.23407749,0.18028944,0.00721899,0.78330209,0.70676816,0.24591903
-5.45972986,1.42648498,0.01305800,0.24578949,0.22623222,0.17384952,0.00703602,0.75474977,0.67496958,0.23516174
-5.45372686,1.36824909,0.01303079,0.23387196,0.21903051,0.16797462,0.00685619,0.72757178,0.64321472,0.22443554
-5.44772386,1.31296861,0.01307359,0.22210154,0.21269102,0.16278093,0.00668538,0.70244113,0.61221244,0.21399158
-5.44172086,1.26188078,0.01318455,0.21074500,0.20741036,0.15836038,0.00652932,0.67996014,0.58263743,0.20406990
-5.43571786,1.21608426,0.01335907,0.20005527,0.20335874,0.15477896,0.00639344,0.66064692,0.55511465,0.19489381
-5.42971486,1.17651695,0.01358993,0.19026579,0.20067675,0.15207615,0.00628266,0.64492534,0.53020588,0.18666507
-5.42371186,1.14393973,0.01386761,0.18158555,0.19947309,0.15026514,0.00620121,0.63311860,0.50839838,0.17955976
-5.41770885,1.11892624,0.01418057,0.17419486,0.19982329,0.14933415,0.00615257,0.62544618,0.49009603,0.17372506
-5.41170585,1.10185819,0.01451567,0.16824198,0.20176927,0.14924830,0.00613929,0.62202395,0.47561275,0.16927688
-5.40570285,1.09292592,0.01485865,0.16384047,0.20531967,0.14995226,0.00616299,0.62286700,0.46516835,0.16629825
-5.39969985,1.09213334,0.01519466,0.16106740,0.21045083,0.15137335,0.00622429,0.62789489,0.45888644,0.16483849
-5.39369685,1.09930667,0.01550873,0.15996237,0.21710830,0.15342488,0.00632282,0.63693860,0.45679442,0.16491311
-5.38769385,1.11410628,0.01578637,0.16052717,0.22520869,0.15600981,0.00645722,0.64974890,0.45882542,0.16650431
-5.38169085,1.13604090,0.01601399,0.16272630,0.23464197,0.15902421,0.00662518,0.66600565,0.46482178,0.16956213
-5.37568784,1.16448360,0.01617948,0.16648810,0.24527392,0.16236081,0.00682356,0.68532760,0.47454022,0.17400606
-5.36968484,1.19868929,0.01627248,0.17170660,0.25694896,0.16591221,0.00704839,0.70728251,0.48765835,0.17972724
-5.36368184,1.23781325,0.01628483,0.17824405,0.26949313,0.16957378,0.00729505,0.73139740,0.50378258,0.18659110
-5.35767884,1.28093057,0.01621071,0.18593416,0.28271742,0.17324632,0.00755836,0.75716874,0.52245728,0.19444048
-5.35167584,1.32705656,0.01604687,0.19458589,0.29642144,0.17683822,0.00783270,0.78407280,0.54317519,0.20309928
-5.34567284,1.37516802,0.01579260,0.20398799,0.31039746,0.18026736,0.00811221,0.81157597,0.56538900,0.21237652
-5.33966983,1.42422538,0.01544976,0.21391413,0.32443484,0.18346260,0.00839089,0.83914534,0.58852398,0.22207089
-5.33366683,1.47319592,0.01502256,0.22412849,0.33832498,0.18636501,0.00866279,0.86625953,0.61199160,0.23197572
-5.32766383,1.52107766,0.01451743,0.23439192,0.35186662,0.18892879,0.00892219,0.89241986,0.63520391,0.24188427
-5.32166083,1.56692407,0.01394265,0.24446830,0.36487153,0.19112201,0.00916378,0.91716179,0.65758844,0.25159537
-5.31565783,1.60986886,0.01330806,0.25413122,0.37717042,0.19292717,0.00938277,0.94006662,0.67860328,0.26091907
-5.30965483,1.64915054,0.01262467,0.26317045,0.38861894,0.19434153,0.00957511,0.96077311,0.69775191,0.26968242
-5.30365183,1.68413592,0.01190430,0.27139833,0.39910351,0.19537732,0.00973759,0.97898875,0.71459736,0.27773486
-5.29764882,1.71434152,0.01115914,0.27865554,0.40854674,0.19606177,0.00986798,0.99450032,0.72877508,0.28495329
-5.29164582,1.73945211,0.01040142,0.28481622,0.41691213,0.19643687,0.00996511,1.00718299,0.74000411,0.29124640
-5.28564282,1.75933507,0.00964304,0.28979208,0.42420769,0.19655891,0.01002893,1.01700769,0.74809590,0.29655816
-5.27963982,1.77404967,0.00889531,0.29353531,0.43048836,0.19649766,0.01006051,1.02404587,0.75296042,0.30087010
-5.27363682,1.78385030,0.00816864,0.29604019,0.43585665,0.19633519,0.01006204,1.02847135,0.75460906,0.30420240
-5.26763382,1.78918290,0.00747241,0.29734316,0.44046166,0.19616416,0.01003676,1.03055860,0.75315411,0.30661348
-5.26163082,1.79067412,0.00681480,0.29752137,0.44449598,0.19608577,0.00998881,1.03067727,0.74880468,0.30819811
-5.25562781,1.78911303,0.00620268,0.29668977,0.44819072,0.19620710,0.00992313,1.02928268,0.74185911,0.30908403
-5.24962481,1.78542581,0.00564164,0.29499663,0.45180843,0.19663799,0.00984520,1.02690244,0.73269394,0.30942718
-5.24362181,1.78064372,0.00513595,0.29261797,0.45563440,0.19748757,0.00976087,1.02411935,0.72175009,0.30940559
-5.23761881,1.77586578,0.00468863,0.28975079,0.45996628,0.19886036,0.00967609,1.02155115,0.70951642,0.30921226
-5.23161581,1.77221722,0.00430151,0.28660568,0.46510261,0.20085225,0.00959665,1.01982776,0.69651168,0.30904735
-5.22561281,1.77080554,0.00397537,0.28339890,0.47133063,0.20354638,0.00952791,1.01956692,0.68326534,0.30910987
-5.21960980,1.77267600,0.00371000,0.28034449,0.47891385,0.20700919,0.00947458,1.02134922,0.67029826,0.30958940
-5.21360680,1.77876859,0.00350434,0.27764658,0.48807998,0.21128675,0.00944046,1.02569359,0.65810400,0.31065810
-5.20760380,1.78987833,0.00335659,0.27549236,0.49900968,0.21640173,0.00942831,1.03303447,0.64713157,0.31246351
-5.20160080,1.80662095,0.00326433,0.27404600,0.51182684,0.22235095,0.00943962,1.04370156,0.63777036,0.31512234
-5.19559780,1.82940530,0.00322459,0.27344369,0.52659055,0.22910392,0.00947462,1.05790327,0.63033785,0.31871563
-5.18959480,1.85841419,0.00323393,0.27379011,0.54328953,0.23660232,0.00953218,1.07571462,0.62507059,0.32328554
-5.18359180,1.89359413,0.00328856,0.27515633,0.56183894,0.24476062,0.00960987,1.09707025,0.62211882,0.32883376
-5.17758879,1.93465488,0.00338433,0.27757927,0.58208007,0.25346774,0.00970408,1.12176276,0.62154472,0.33532176
-5.17158579,1.98107846,0.00351686,0.28106261,0.60378270,0.26258985,0.00981012,1.14944677,0.62332451,0.34267276
-5.16558279,2.03213742,0.00368149,0.28557912,0.62665028,0.27197414,0.00992248,1.17964821,0.62735391,0.35077533
-5.15957979,2.08692141,0.00387339,0.29107418,0.65032752,0.28145336,0.01003505,1.21177880,0.63345683,0.35948836
-5.15357679,2.14437086,0.00408757,0.29747026,0.67441033,0.29085119,0.01014141,1.24515488,0.64139682,0.36864727
-5.14757379,2.20331619,0.00431891,0.30467224,0.69845748,0.29998783,0.01023515,1.27901984,0.65089056,0.37807106
-5.14157079,2.26252098,0.00456221,0.31257311,0.72200378,0.30868594,0.01031016,1.31256933,0.66162295,0.38756985
-5.13556778,2.32072720,0.00481225,0.32106002,0.74457405,0.31677645,0.01036092,1.34497812,0.67326314,0.39695265
-5.12956478,2.37670068,0.00506383,0.33002021,0.76569749,0.32410406,0.01038285,1.37542759,0.68548076,0.40603501
-5.12356178,2.42927526,0.00531184,0.33934678,0.78492199,0.33053227,0.01037247,1.40313293,0.69796195,0.41464614
-5.11755878,2.47739376,0.00555136,0.34894397,0.80182768,0.33594759,0.01032770,1.42736885,0.71042443,0.42263542
-5.11155578,2.52014481,0.00577773,0.35873193,0.81603956,0.34026299,0.01024799,1.44749316,0.72263139,0.42987794
-5.10555278,2.55679401,0.00598663,0.36865075,0.82723856,0.34342029,0.01013440,1.46296730,0.73440359,0.43627895
-5.09954977,2.58680897,0.00617421,0.37866376,0.83517085,0.34539160,0.00998972,1.47337329,0.74562950,0.44177713
-5.09354677,2.60987738,0.00633720,0.38876004,0.83965518,0.34617969,0.00981845,1.47842666,0.75627321,0.44634669
-5.08754377,2.62591800,0.00647296,0.39895602,0.84058789,0.34581742,0.00962669,1.47798494,0.76637993,0.44999816
-5.08154077,2.63508433,0.00657960,0.40929641,0.83794578,0.34436619,0.00942213,1.47205174,0.77607903,0.45277803
-5.07553777,2.63776124,0.00665609,0.41985409,0.83178647,0.34191372,0.00921383,1.46077626,0.78558447,0.45476734
-5.06953477,2.63455474,0.00670228,0.43072936,0.82224662,0.33857103,0.00901206,1.44444844,0.79519274,0.45607913
-5.06353177,2.62627530,0.00671897,0.44204826,0.80953785,0.33446898,0.00882806,1.42348995,0.80527815,0.45685512
-5.05752876,2.61391532,0.00670794,0.45396003,0.79394066,0.32975442,0.00867381,1.39844143,0.81628573,0.45726149
-5.05152576,2.59862129,0.00667193,0.46663382,0.77579650,0.32458599,0.00856174,1.36994628,0.82872158,0.45748406
-5.04552276,2.58166138,0.00661462,0.48025445,0.75549826,0.31912993,0.00850449,1.33873168,0.84314094,0.45772287
-5.03951976,2.56438910,0.00654060,0.49501739,0.73347945,0.31355573,0.00851453,1.30558721,0.86013403,0.45818634
-5.03351676,2.54820400,0.00645522,0.51112282,0.71020237,0.30803196,0.00860396,1.27134191,0.88030993,0.45908507
-5.02751376,2.53451020,0.00636454,0.52876905,0.68614565,0.30272213,0.00878414,1.23684019,0.90427860,0.46062546
-5.02151076,2.52467377,0.00627512,0.54814511,0.66179151,0.29778087,0.00906542,1.20291752,0.93263153,0.46300326
-5.01550775,2.51997996,0.00619392,0.56942291,0.63761308,0.29335031,0.00945684,1.17037643,0.96592131,0.46639708
-5.00950475,2.52159160,0.00612808,0.59274896,0.61406218,0.28955676,0.00996583,1.13996355,1.00464058,0.47096222
-5.00350175,2.53050952,0.00608470,0.61823606,0.59155787,0.28650782,0.01059797,1.11234847,1.04920096,0.47682480
-4.99749875,2.54753664,0.00607065,0.64595510,0.57047616,0.28428981,0.01135669,1.08810489,1.09991261,0.48407646
-4.99149575,2.57324657,0.00609236,0.67592745,0.55114119,0.28296570,0.01224307,1.06769475,1.15696503,0.49276978
-4.98549275,2.60795816,0.00615558,0.70811817,0.53381805,0.28257353,0.01325565,1.05145587,1.22040990,0.50291465
-4.97948974,2.65171696,0.00626519,0.74243054,0.51870751,0.28312532,0.01439021,1.03959330,1.29014665,0.51447567
-4.97348674,2.70428452,0.00642500,0.77870220,0.50594283,0.28460667,0.01563972,1.03217494,1.36591152,0.52737089
-4.96748374,2.76513632,0.00663755,0.81670325,0.49558868,0.28697685,0.01699427,1.02913134,1.44727083,0.54147191
-4.96148074,2.83346875,0.00690401,0.85613661,0.48764213,0.29016961,0.01844103,1.03025975,1.53361890,0.55660542
-4.95547774,2.90821523,0.00722404,0.89664088,0.48203575,0.29409468,0.01996443,1.03523238,1.62418130,0.57255632
-4.94947474,2.98807148,0.00759570,0.93779566,0.47864262,0.29863986,0.02154622,1.04360847,1.71802357,0.58907238
-4.94347174,3.07152924,0.00801544,0.97912965,0.47728298,0.30367376,0.02316581,1.05484976,1.81406557,0.60587024
-4.93746873,3.15691770,0.00847813,1.02013100,0.47773246,0.30904919,0.02480059,1.06833892,1.91110144,0.62264282
-4.93146573,3.24245142,0.00897707,1.06026008,0.47973134,0.31460701,0.02642630,1.08340023,2.00782478,0.63906776
-4.92546273,3.32628322,0.00950415,1.09896405,0.48299466,0.32018045,0.02801763,1.09932183,2.10285853,0.65481676
-4.91945973,3.40656036,0.01005002,1.13569282,0.48722283,0.32559971,0.02954870,1.11537881,2.19478876,0.66956547
-4.91345673,3.48148207,0.01060427,1.16991595,0.49211227,0.33069680,0.03099376,1.13085632,2.28220141,0.68300354
-4.90745373,3.54935644,0.01115571,1.20113972,0.49736576,0.33531043,0.03232778,1.14507200,2.36372074,0.69484457
-4.90145073,3.60865454,0.01169267,1.22892371,0.50270224,0.33929073,0.03352717,1.15739695,2.43804831,0.70483553
-4.89544772,3.65805985,0.01220328,1.25289629,0.50786561,0.34250380,0.03457041,1.16727466,2.50400092,0.71276532
-4.88944472,3.69651117,0.01267589,1.27276823,0.51263232,0.34483574,0.03543870,1.17423723,2.56054620,0.71847206
-4.88344172,3.72323717,0.01309934,1.28834385,0.51681755,0.34619626,0.03611646,1.17791844,2.60683433,0.72184894
-4.87743872,3.73778161,0.01346335,1.29952911,0.52027977,0.34652146,0.03659182,1.17806346,2.64222473,0.72284827
-4.87143572,3.74001782,0.01375881,1.30633637,0.52292351,0.34577594,0.03685701,1.17453473,2.66630641,0.72148362
-4.86543272,3.73015224,0.01397809,1.30888522,0.52470048,0.34395396,0.03690850,1.16731411,2.67891113,0.71782994
-4.85942971,3.70871668,0.01411531,1.30739962,0.52560887,0.34107973,0.03674719,1.15650140,2.68011882,0.71202160
-4.85342671,3.67654973,0.01416647,1.30220110,0.52569094,0.33720680,0.03637825,1.14230917,2.67025481,0.70424847
-4.84742371,3.63476800,0.01412963,1.29369836,0.52502921,0.33241648,0.03581102,1.12505454,2.64987900,0.69475015
-4.84142071,3.58472853,0.01400497,1.28237362,0.52374128,0.32681550,0.03505858,1.10514797,2.61976739,0.68380858
-4.83541771,3.52798379,0.01379475,1.26876636,0.52197357,0.32053288,0.03413735,1.08307990,2.58088664,0.67173930
-4.82941471,3.46623125,0.01350323,1.25345494,0.51989440,0.31371620,0.03306650,1.05940552,2.53436285,0.65888179
-4.82341171,3.40125950,0.01313656,1.23703708,0.51768650,0.30652743,0.03186734,1.03472849,2.48144573,0.64558912
-4.81740870,3.33489313,0.01270254,1.22010985,0.51553954,0.29913836,0.03056259,1.00968404,2.42346983,0.63221749
-4.81140570,3.26893851,0.01221034,1.20325015,0.51364272,0.29172599,0.02917570,0.98492212,2.36181440,0.61911592
-4.80540270,3.20513259,0.01167025,1.18699643,0.51217801,0.28446793,0.02773015,0.96109121,2.29786347,0.60661655
-4.79939970,3.14509645,0.01109332,1.17183247,0.51131404,0.27753789,0.02624880,0.93882309,2.23296780,0.59502589
-4.79339670,3.09029521,0.01049102,1.15817366,0.51120095,0.27110164,0.02475326,0.91871904,2.16841016,0.58461727
-4.78739370,3.04200528,0.00987490,1.14635656,0.51196646,0.26531327,0.02326341,0.90133776,2.10537499,0.57562472
-4.78139070,3.00128986,0.00925627,1.13663170,0.51371295,0.26031208,0.02179699,0.88718510,2.04492343,0.56823847
-4.77538769,2.96898262,0.00864588,1.12916005,0.51651588,0.25621992,0.02036929,0.87670560,1.98797419,0.56260195
-4.76938469,2.94567964,0.00805368,1.12401280,0.52042312,0.25313925,0.01899296,0.87027588,1.93529064,0.55881052
-4.76338169,2.93173871,0.00748855,1.12117444,0.52545544,0.25115161,0.01767798,0.86819967,1.88747367,0.55691150
-4.75737869,2.92728526,0.00695815,1.12054856,0.53160759,0.25031676,0.01643167,0.87070423,1.84496026,0.55690567
-4.75137569,2.93222353,0.00646877,1.12196590,0.53885012,0.25067223,0.01525880,0.87793796,1.80802673,0.55874962
-4.74537269,2.94625184,0.00602527,1.12519413,0.54713131,0.25223324,0.01416186,0.88996904,1.77679607,0.56235911
-4.73936968,2.96888042,0.00563101,1.12994856,0.55637947,0.25499306,0.01314128,0.90678468,1.75124820,0.56761285
-4.73336668,2.99945083,0.00528790,1.13590331,0.56650491,0.25892353,0.01219577,0.92829114,1.73123238,0.57435667
-4.72736368,3.03715572,0.00499640,1.14270233,0.57740184,0.26397593,0.01132263,0.95431424,1.71648064,0.58240776
-4.72136068,3.08105831,0.00475569,1.14996983,0.58894993,0.27008200,0.01051814,0.98460045,1.70662179,0.59155890
-4.71535768,3.13011121,0.00456370,1.15731974,0.60101551,0.27715514,0.00977784,1.01881883,1.70119513,0.60158255
-4.70935468,3.18317442,0.00441731,1.16436408,0.61345258,0.28509192,0.00909683,1.05656398,1.69966378,0.61223476
-4.70335168,3.23903295,0.00431250,1.17072020,0.62610362,0.29377380,0.00847009,1.09736020,1.70142737,0.62325900
-4.69734867,3.29641434,0.00424450,1.17601683,0.63880049,0.30306920,0.00789267,1.14066745,1.70583425,0.63438986
-4.69134567,3.35400704,0.00420800,1.17989936,0.65136559,0.31283589,0.00735987,1.18588924,1.71219352,0.64535689
-4.68534267,3.41048018,0.00419729,1.18203434,0.66361350,0.32292386,0.00686738,1.23238278,1.71978721,0.65588859
-4.67933967,3.46450566,0.00420650,1.18211373,0.67535331,0.33317856,0.00641139,1.27947164,1.72788301,0.66571672
-4.67333667,3.51478282,0.00422974,1.17985907,0.68639180,0.34344468,0.00598863,1.32646088,1.73574811,0.67458101
-4.66733367,3.56006621,0.00426124,1.17502571,0.69653761,0.35357020,0.00559639,1.37265450,1.74266420,0.68223430
-4.66133067,3.59919603,0.00429555,1.16740752,0.70560635,0.36341084,0.00523252,1.41737498,1.74794391,0.68844813
-4.65532766,3.63113096,0.00432768,1.15684183,0.71342667,0.37283468,0.00489544,1.45998418,1.75094859,0.69301866
-4.64932466,3.65498215,0.00435317,1.14321472,0.71984694,0.38172677,0.00458404,1.49990495,1.75110698,0.69577266
-4.64332166,3.67004714,0.00436823,1.12646645,0.72474245,0.38999359,0.00429769,1.53664255,1.74793443,0.69657357
