energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.73586793,1.82508538,0.03925733,0.09948434,0.57601266,0.22068144,0.63777986,0.66094759,0.64018781,0.00000000
-5.72986493,1.85427063,0.03853464,0.10032487,0.57671139,0.22134204,0.64614318,0.68145265,0.65502475,0.00000000
-5.72386193,1.88107233,0.03764461,0.10067452,0.57492542,0.22139538,0.65220971,0.70450509,0.66896955,0.00000000
-5.71785893,1.90562993,0.03661845,0.10052619,0.57074539,0.22091576,0.65615279,0.72994844,0.68199617,0.00000000
-5.71185593,1.92823133,0.03549035,0.09988631,0.56433225,0.21999733,0.65822047,0.75763715,0.69413317,0.00000000
-5.70585293,1.94929670,0.03429638,0.09877438,0.55591057,0.21875068,0.65872732,0.78743531,0.70545979,0.00000000
-5.69984992,1.96935531,0.03307331,0.09722200,0.54575949,0.21729862,0.65804325,0.81921341,0.71609944,0.00000000
-5.69384692,1.98901643,0.03185741,0.09527152,0.53420153,0.21577144,0.65657973,0.85284333,0.72621074,0.00000000
-5.68784392,2.00893549,0.03068332,0.09297420,0.52158980,0.21430179,0.65477395,0.88819197,0.73597676,0.00000000
-5.68184092,2.02977700,0.02958294,0.09038821,0.50829425,0.21301936,0.65307147,0.92511387,0.74559271,0.00000000
-5.67583792,2.05217592,0.02858452,0.08757632,0.49468744,0.21204558,0.65190804,0.96344334,0.75525290,0.00000000
-5.66983492,2.07669912,0.02771178,0.08460359,0.48113062,0.21148858,0.65169139,1.00298654,0.76513745,0.00000000
-5.66383192,2.10380881,0.02698329,0.08153505,0.46796042,0.21143848,0.65278357,1.04351413,0.77539944,0.00000000
-5.65782891,2.13382949,0.02641204,0.07843340,0.45547706,0.21196341,0.65548481,1.08475493,0.78615322,0.00000000
-5.65182591,2.16692015,0.02600511,0.07535708,0.44393416,0.21310615,0.66001938,1.12639118,0.79746426,0.00000000
-5.64582291,2.20305293,0.02576365,0.07235844,0.43353085,0.21488174,0.66652420,1.16805574,0.80934134,0.00000000
-5.63981991,2.24199958,0.02568298,0.06948240,0.42440618,0.21727607,0.67504068,1.20933174,0.82173126,0.00000000
-5.63381691,2.28332632,0.02575294,0.06676532,0.41663626,0.22024551,0.68551020,1.24975495,0.83451653,0.00000000
-5.62781391,2.32639789,0.02595831,0.06423448,0.41023394,0.22371767,0.69777353,1.28881898,0.84751618,0.00000000
-5.62181091,2.37039060,0.02627950,0.06190776,0.40515105,0.22759323,0.71157423,1.32598343,0.86048968,0.00000000
-5.61580790,2.41431431,0.02669325,0.05979386,0.40128308,0.23174880,0.72656602,1.36068499,0.87314396,0.00000000
-5.60980490,2.45704266,0.02717352,0.05789279,0.39847593,0.23604077,0.74232393,1.39235099,0.88514310,0.00000000
-5.60380190,2.49735029,0.02769236,0.05619676,0.39653440,0.24030995,0.75835874,1.42041528,0.89612054,0.00000000
-5.59779890,2.53395599,0.02822089,0.05469122,0.39523209,0.24438694,0.77413419,1.44433580,0.90569302,0.00000000
-5.59179590,2.56556969,0.02873024,0.05335619,0.39432206,0.24809794,0.78908639,1.46361305,0.91347585,0.00000000
-5.58579290,2.59094160,0.02919252,0.05216767,0.39354794,0.25127078,0.80264449,1.47780893,0.91909868,0.00000000
-5.57978989,2.60891143,0.02958162,0.05109908,0.39265496,0.25374110,0.81425188,1.48656491,0.92222115,0.00000000
-5.57378689,2.61845531,0.02987410,0.05012270,0.39140030,0.25535819,0.82338691,1.48961881,0.92254759,0.00000000
-5.56778389,2.61872866,0.03004982,0.04921105,0.38956258,0.25599047,0.82958241,1.48681925,0.91984018,0.00000000
-5.56178089,2.60910282,0.03009253,0.04833807,0.38694992,0.25553028,0.83244301,1.47813709,0.91392989,0.00000000
-5.55577789,2.58919398,0.02999033,0.04748020,0.38340636,0.25389781,0.83165966,1.46367324,0.90472473,0.00000000
-5.54977489,2.55888302,0.02973589,0.04661712,0.37881651,0.25104402,0.82702071,1.44366223,0.89221490,0.00000000
-5.54377189,2.51832545,0.02932665,0.04573236,0.37310817,0.24695241,0.81841908,1.41847142,0.87647473,0.00000000
-5.53776888,2.46795105,0.02876473,0.04481365,0.36625312,0.24163966,0.80585530,1.38859559,0.85766118,0.00000000
-5.53176588,2.40845335,0.02805681,0.04385296,0.35826592,0.23515499,0.78943646,1.35464731,0.83600925,0.00000000
-5.52576288,2.34076955,0.02721376,0.04284644,0.34920120,0.22757846,0.76937104,1.31734320,0.81182445,0.00000000
-5.51975988,2.26605195,0.02625029,0.04179403,0.33914939,0.21901815,0.74596013,1.27748684,0.78547280,0.00000000
-5.51375688,2.18563238,0.02518440,0.04069911,0.32823139,0.20960645,0.71958552,1.23594897,0.75736892,0.00000000
-5.50775388,2.10098135,0.02403676,0.03956783,0.31659250,0.19949569,0.69069521,1.19364587,0.72796283,0.00000000
-5.50175088,2.01366389,0.02283014,0.03840859,0.30439588,0.18885322,0.65978720,1.15151684,0.69772619,0.00000000
-5.49574787,1.92529412,0.02158874,0.03723133,0.29181601,0.17785615,0.62739228,1.11050164,0.66713851,0.00000000
-5.48974487,1.83749042,0.02033752,0.03604699,0.27903242,0.16668618,0.59405669,1.07151885,0.63667413,0.00000000
-5.48374187,1.75183321,0.01910168,0.03486695,0.26622398,0.15552446,0.56032532,1.03544595,0.60679036,0.00000000
-5.47773887,1.66982662,0.01790600,0.03370257,0.25356403,0.14454688,0.52672618,1.00310150,0.57791733,0.00000000
-5.47173587,1.59286552,0.01677448,0.03256488,0.24121645,0.13391987,0.49375671,0.97523027,0.55044974,0.00000000
-5.46573287,1.52220860,0.01572985,0.03146434,0.22933276,0.12379684,0.46187239,0.95249116,0.52474076,0.00000000
-5.45972986,1.45895787,0.01479330,0.03041077,0.21805033,0.11431538,0.43147785,0.93544824,0.50109803,0.00000000
-5.45372686,1.40404473,0.01398425,0.02941331,0.20749151,0.10559517,0.40292060,0.92456461,0.47978160,0.00000000
-5.44772386,1.35822213,0.01332016,0.02848053,0.19776370,0.09773676,0.37648754,0.92019879,0.46100366,0.00000000
-5.44172086,1.32206216,0.01281650,0.02762056,0.18896007,0.09082096,0.35240376,0.92260332,0.44492961,0.00000000
-5.43571786,1.29595818,0.01248667,0.02684126,0.18116071,0.08490892,0.33083367,0.93192490,0.43168011,0.00000000
-5.42971486,1.28013049,0.01234204,0.02615037,0.17443408,0.08004281,0.31188392,0.94820558,0.42133373,0.00000000
-5.42371186,1.27463426,0.01239192,0.02555566,0.16883846,0.07624679,0.29560767,0.97138456,0.41392972,0.00000000
-5.41770885,1.27936885,0.01264362,0.02506498,0.16442317,0.07352838,0.28200996,1.00130014,0.40947058,0.00000000
-5.41170585,1.29408746,0.01310242,0.02468625,0.16122940,0.07187995,0.27105353,1.03769141,0.40792413,0.00000000
-5.40570285,1.31840642,0.01377157,0.02442733,0.15929053,0.07128027,0.26266475,1.08019967,0.40922495,0.00000000
-5.39969985,1.35181361,0.01465217,0.02429582,0.15863180,0.07169598,0.25673945,1.12836957,0.41327497,0.00000000
-5.39369685,1.39367575,0.01574308,0.02429875,0.15926946,0.07308294,0.25314816,1.18165002,0.41994343,0.00000000
-5.38769385,1.44324476,0.01704078,0.02444216,0.16120914,0.07538744,0.25174077,1.23939541,0.42906622,0.00000000
-5.38169085,1.49966335,0.01853915,0.02473061,0.16444391,0.07854715,0.25235032,1.30086754,0.44044493,0.00000000
-5.37568784,1.56197043,0.02022926,0.02516671,0.16895190,0.08249188,0.25479605,1.36523881,0.45384579,0.00000000
-5.36968484,1.62910721,0.02209918,0.02575059,0.17469374,0.08714419,0.25888576,1.43159735,0.46899910,0.00000000
-5.36368184,1.69992448,0.02413381,0.02647937,0.18161016,0.09241986,0.26441745,1.49895459,0.48559926,0.00000000
-5.35767884,1.77319215,0.02631471,0.02734675,0.18961983,0.09822834,0.27118060,1.56625593,0.50330590,0.00000000
-5.35167584,1.84761164,0.02862010,0.02834270,0.19861773,0.10447320,0.27895722,1.63239471,0.52174644,0.00000000
-5.34567284,1.92183173,0.03102489,0.02945320,0.20847436,0.11105270,0.28752284,1.69622980,0.54052012,0.00000000
-5.33966983,1.99446821,0.03350090,0.03066023,0.21903582,0.11786060,0.29664776,1.75660668,0.55920390,0.00000000
-5.33366683,2.06412736,0.03601720,0.03194189,0.23012501,0.12478714,0.30609860,1.81238174,0.57735991,0.00000000
-5.32766383,2.12943320,0.03854059,0.03327265,0.24154397,0.13172040,0.31564042,1.86244916,0.59454462,0.00000000
-5.32166083,2.18905761,0.04103630,0.03462390,0.25307746,0.13854796,0.32503949,1.90576973,0.61031926,0.00000000
-5.31565783,2.24175285,0.04346882,0.03596458,0.26449763,0.14515886,0.33406659,1.94140030,0.62426126,0.00000000
-5.30965483,2.28638500,0.04580281,0.03726194,0.27556964,0.15144589,0.34250100,1.96852293,0.63597622,0.00000000
-5.30365183,2.32196713,0.04800422,0.03848254,0.28605818,0.15730806,0.35013495,1.98647227,0.64510983,0.00000000
-5.29764882,2.34769063,0.05004139,0.03959319,0.29573446,0.16265327,0.35677834,1.99475994,0.65135931,0.00000000
-5.29164582,2.36295321,0.05188618,0.04056201,0.30438350,0.16740088,0.36226371,1.99309455,0.65448370,0.00000000
-5.28564282,2.36738202,0.05351509,0.04135950,0.31181128,0.17148431,0.36645090,1.98139637,0.65431249,0.00000000
-5.27963982,2.36085047,0.05491026,0.04195948,0.31785149,0.17485327,0.36923142,1.95980563,0.65075221,0.00000000
-5.27363682,2.34348779,0.05606036,0.04234003,0.32237155,0.17747568,0.37053213,1.92868379,0.64379055,0.00000000
-5.26763382,2.31568035,0.05696117,0.04248418,0.32527750,0.17933903,0.37031795,1.88860760,0.63349778,0.00000000
-5.26163082,2.27806441,0.05761607,0.04238054,0.32651753,0.18045111,0.36859349,1.84035579,0.62002530,0.00000000
-5.25562781,2.23151019,0.05803610,0.04202366,0.32608407,0.18084009,0.36540334,1.78488896,0.60360152,0.00000000
-5.24962481,2.17709773,0.05823977,0.04141414,0.32401407,0.18055376,0.36083103,1.72332318,0.58452495,0.00000000
-5.24362181,2.11608527,0.05825258,0.04055865,0.32038765,0.17965805,0.35499651,1.65689841,0.56315509,0.00000000
-5.23761881,2.04987127,0.05810616,0.03946957,0.31532501,0.17823481,0.34805235,1.58694303,0.53990126,0.00000000
-5.23161581,1.97995166,0.05783717,0.03816458,0.30898184,0.17637891,0.34017866,1.51483569,0.51520997,0.00000000
-5.22561281,1.90787386,0.05748597,0.03666593,0.30154323,0.17419472,0.33157699,1.44196616,0.48955132,0.00000000
-5.21960980,1.83518950,0.05709501,0.03499971,0.29321668,0.17179227,0.32246348,1.36969664,0.46340501,0.00000000
-5.21360680,1.76340762,0.05670715,0.03319491,0.28422418,0.16928301,0.31306158,1.29932491,0.43724641,0.00000000
-5.20760380,1.69395027,0.05636393,0.03128245,0.27479393,0.16677560,0.30359447,1.23205073,0.41153335,0.00000000
-5.20160080,1.62811200,0.05610376,0.02929422,0.26515203,0.16437170,0.29427787,1.16894658,0.38669396,0.00000000
-5.19559780,1.56702501,0.05596031,0.02726210,0.25551446,0.16216207,0.28531317,1.11093360,0.36311599,0.00000000
-5.18959480,1.51163085,0.05596098,0.02521707,0.24607978,0.16022313,0.27688148,1.05876351,0.34113794,0.00000000
-5.18359180,1.46265972,0.05612565,0.02318844,0.23702273,0.15861409,0.26913870,1.01300675,0.32104214,0.00000000
-5.17758879,1.42061793,0.05646569,0.02120309,0.22848914,0.15737481,0.26221180,0.97404700,0.30304999,0.00000000
-5.17158579,1.38578358,0.05698333,0.01928502,0.22059221,0.15652448,0.25619656,0.94208205,0.28731932,0.00000000
-5.16558279,1.35821053,0.05767139,0.01745492,0.21341031,0.15606112,0.25115670,0.91713053,0.27394376,0.00000000
-5.15957979,1.33774000,0.05851338,0.01572994,0.20698640,0.15596198,0.24712445,0.89904405,0.26295420,0.00000000
-5.15357679,1.32401928,0.05948404,0.01412362,0.20132894,0.15618479,0.24410259,0.88752406,0.25432198,0.00000000
-5.14757379,1.31652647,0.06055017,0.01264593,0.19641426,0.15666974,0.24206759,0.88214255,0.24796362,0.00000000
-5.14157079,1.31460010,0.06167183,0.01130349,0.19219018,0.15734225,0.24097393,0.88236585,0.24374696,0.00000000
-5.13556778,1.31747249,0.06280387,0.01009980,0.18858072,0.15811616,0.24075914,0.88758043,0.24149834,0.00000000
-5.12956478,1.32430532,0.06389757,0.00903567,0.18549156,0.15889744,0.24134946,0.89711983,0.24101054,0.00000000
-5.12356178,1.33422610,0.06490252,0.00810957,0.18281606,0.15958814,0.24266572,0.91029181,0.24205128,0.00000000
-5.11755878,1.34636422,0.06576853,0.00731815,0.18044146,0.16009040,0.24462923,0.92640468,0.24437198,0.00000000
-5.11155578,1.35988506,0.06644755,0.00665664,0.17825507,0.16031038,0.24716726,0.94479210,0.24771645,0.00000000
-5.10555278,1.37402116,0.06689545,0.00611933,0.17615009,0.16016198,0.25021804,0.96483538,0.25182937,0.00000000
-5.09954977,1.38809912,0.06707368,0.00569996,0.17403084,0.15957014,0.25373485,0.98598274,0.25646427,0.00000000
-5.09354677,1.40156157,0.06695070,0.00539211,0.17181723,0.15847367,0.25768906,1.00776482,0.26139082,0.00000000
-5.08754377,1.41398328,0.06650304,0.00518950,0.16944825,0.15682744,0.26207200,1.02980597,0.26640116,0.00000000
-5.08154077,1.42508106,0.06571612,0.00508621,0.16688438,0.15460386,0.26689554,1.05183110,0.27131528,0.00000000
-5.07553777,1.43471720,0.06458465,0.00507693,0.16410896,0.15179375,0.27219127,1.07366781,0.27598515,0.00000000
-5.06953477,1.44289645,0.06311270,0.00515699,0.16112827,0.14840635,0.27800847,1.09524391,0.28029760,0.00000000
-5.06353177,1.44975690,0.06131335,0.00532246,0.15797073,0.14446872,0.28441078,1.11658048,0.28417591,0.00000000
-5.05752876,1.45555535,0.05920814,0.00557012,0.15468494,0.14002445,0.29147186,1.13778094,0.28758003,0.00000000
-5.05152576,1.46064787,0.05682605,0.00589740,0.15133703,0.13513187,0.29927021,1.15901655,0.29050556,0.00000000
-5.04552276,1.46546669,0.05420238,0.00630229,0.14800720,0.12986171,0.30788336,1.18050933,0.29298154,0.00000000
-5.03951976,1.47049453,0.05137741,0.00678322,0.14478589,0.12429448,0.31738183,1.20251302,0.29506716,0.00000000
-5.03351676,1.47623767,0.04839494,0.00733892,0.14176968,0.11851764,0.32782310,1.22529321,0.29684759,0.00000000
-5.02751376,1.48319916,0.04530078,0.00796827,0.13905706,0.11262266,0.33924594,1.24910757,0.29842916,0.00000000
-5.02151076,1.49185335,0.04214130,0.00867017,0.13674449,0.10670210,0.35166550,1.27418731,0.29993403,0.00000000
-5.01550775,1.50262318,0.03896207,0.00944346,0.13492267,0.10084697,0.36506927,1.30072074,0.30149467,0.00000000
-5.00950475,1.51586112,0.03580657,0.01028684,0.13367343,0.09514419,0.37941434,1.32883978,0.30324837,0.00000000
-5.00350175,1.53183473,0.03271521,0.01119881,0.13306721,0.08967453,0.39462612,1.35861019,0.30533191,0.00000000
-4.99749875,1.55071751,0.02972445,0.01217769,0.13316120,0.08451089,0.41059852,1.39002601,0.30787673,0.00000000
-4.99149575,1.57258515,0.02686621,0.01322172,0.13399842,0.07971709,0.42719574,1.42300833,0.31100465,0.00000000
-4.98549275,1.59741751,0.02416752,0.01432906,0.13560735,0.07534706,0.44425567,1.45740852,0.31482430,0.00000000
-4.97948974,1.62510572,0.02165040,0.01549803,0.13800248,0.07144452,0.46159459,1.49301569,0.31942836,0.00000000
-4.97348674,1.65546400,0.01933193,0.01672717,0.14118540,0.06804309,0.47901314,1.52956770,0.32489156,0.00000000
-4.96748374,1.68824540,0.01722452,0.01801550,0.14514643,0.06516680,0.49630319,1.56676526,0.33126953,0.00000000
-4.96148074,1.72316024,0.01533639,0.01936266,0.14986670,0.06283087,0.51325538,1.60428801,0.33859837,0.00000000
-4.95547774,1.75989628,0.01367206,0.02076910,0.15532043,0.06104278,0.52966677,1.64181185,0.34689486,0.00000000
-4.94947474,1.79813927,0.01223299,0.02223623,0.16147724,0.05980348,0.54534848,1.67902621,0.35615731,0.00000000
-4.94347174,1.83759274,0.01101823,0.02376650,0.16830448,0.05910876,0.56013273,1.71565052,0.36636673,0.00000000
-4.93746873,1.87799579,0.01002508,0.02536350,0.17576921,0.05895053,0.57387906,1.75144868,0.37748836,0.00000000
-4.93146573,1.91913798,0.00924967,0.02703194,0.18383986,0.05931813,0.58647938,1.78624093,0.38947347,0.00000000
-4.92546273,1.96087039,0.00868749,0.02877752,0.19248743,0.06019945,0.59786162,1.81991234,0.40226112,0.00000000
-4.91945973,2.00311242,0.00833387,0.03060686,0.20168608,0.06158190,0.60799184,1.85241753,0.41578002,0.00000000
-4.91345673,2.04585385,0.00818421,0.03252719,0.21141319,0.06345318,0.61687463,1.88378143,0.42995030,0.00000000
-4.90745373,2.08915224,0.00823424,0.03454611,0.22164886,0.06580168,0.62455203,1.91409611,0.44468514,0.00000000
-4.90145073,2.13312575,0.00848007,0.03667114,0.23237477,0.06861669,0.63110071,1.94351380,0.45989230,0.00000000
-4.89544772,2.17794188,0.00891809,0.03890937,0.24357273,0.07188831,0.63662788,1.97223678,0.47547541,0.00000000
-4.88944472,2.22380277,0.00954483,0.04126698,0.25522272,0.07560703,0.64126604,2.00050449,0.49133520,0.00000000
-4.88344172,2.27092782,0.01035665,0.04374873,0.26730075,0.07976310,0.64516680,2.02857874,0.50737043,0.00000000
-4.87743872,2.31953454,0.01134937,0.04635748,0.27977664,0.08434560,0.64849412,2.05672774,0.52347872,0.00000000
-4.87143572,2.36981867,0.01251788,0.04909375,0.29261181,0.08934143,0.65141731,2.08520991,0.53955718,0.00000000
-4.86543272,2.42193449,0.01385569,0.05195524,0.30575721,0.09473404,0.65410412,2.11425815,0.55550287,0.00000000
-4.85942971,2.47597637,0.01535445,0.05493649,0.31915166,0.10050225,0.65671412,2.14406551,0.57121306,0.00000000
-4.85342671,2.53196247,0.01700362,0.05802853,0.33272049,0.10661894,0.65939282,2.17477280,0.58658536,0.00000000
-4.84742371,2.58982135,0.01879005,0.06121870,0.34637480,0.11304992,0.66226654,2.20645894,0.60151762,0.00000000
-4.84142071,2.64938228,0.02069777,0.06449047,0.36001128,0.11975294,0.66543847,2.23913429,0.61590773,0.00000000
-4.83541771,2.71036971,0.02270787,0.06782347,0.37351264,0.12667697,0.66898572,2.27273745,0.62965328,0.00000000
-4.82941471,2.77240223,0.02479843,0.07119355,0.38674871,0.13376170,0.67295777,2.30713552,0.64265119,0.00000000
-4.82341171,2.83499635,0.02694471,0.07457304,0.39957816,0.14093759,0.67737605,2.34212798,0.65479724,0.00000000
-4.81740870,2.89757485,0.02911941,0.07793103,0.41185083,0.14812617,0.68223468,2.37745373,0.66598581,0.00000000
-4.81140570,2.95947965,0.03129311,0.08123388,0.42341058,0.15524087,0.68750239,2.41280129,0.67610971,0.00000000
-4.80540270,3.01998868,0.03343478,0.08444572,0.43409859,0.16218832,0.69312526,2.44782132,0.68506026,0.00000000
-4.79939970,3.07833618,0.03551251,0.08752918,0.44375702,0.16887005,0.69903025,2.48214105,0.69272787,0.00000000
-4.79339670,3.13373551,0.03749427,0.09044612,0.45223287,0.17518459,0.70512930,2.51537984,0.69900293,0.00000000
-4.78739370,3.18540379,0.03934867,0.09315840,0.45938198,0.18102996,0.71132374,2.54716504,0.70377733,0.00000000
-4.78139070,3.23258712,0.04104587,0.09562885,0.46507298,0.18630632,0.71750879,2.57714735,0.70694653,0.00000000
-4.77538769,3.27458535,0.04255837,0.09782207,0.46919113,0.19091885,0.72357800,2.60501489,0.70841214,0.00000000
-4.76938469,3.31077544,0.04386185,0.09970540,0.47164181,0.19478062,0.72942738,2.63050519,0.70808506,0.00000000
-4.76338169,3.34063223,0.04493579,0.10124974,0.47235370,0.19781541,0.73495911,2.65341449,0.70588899,0.00000000
-4.75737869,3.36374581,0.04576416,0.10243041,0.47128138,0.19996023,0.74008467,2.67360392,0.70176424,0.00000000
-4.75137569,3.37983478,0.04633580,0.10322784,0.46840736,0.20116761,0.74472732,2.69100219,0.69567157,0.00000000
-4.74537269,3.38875480,0.04664475,0.10362820,0.46374346,0.20140743,0.74882399,2.70560476,0.68759598,0.00000000
-4.73936968,3.39050230,0.04669041,0.10362389,0.45733145,0.20066818,0.75232641,2.71746976,0.67755008,0.00000000
-4.73336668,3.38521331,0.04647749,0.10321391,0.44924297,0.19895772,0.75520177,2.72671093,0.66557686,0.00000000
-4.72736368,3.37315777,0.04601583,0.10240397,0.43957874,0.19630339,0.75743283,2.73348830,0.65175180,0.00000000
-4.72136068,3.35472978,0.04532009,0.10120655,0.42846705,0.19275151,0.75901770,2.73799740,0.63618384,0.00000000
-4.71535768,3.33043475,0.04440933,0.09964070,0.41606162,0.18836634,0.75996942,2.74045791,0.61901538,0.00000000
-4.70935468,3.30087417,0.04330643,0.09773172,0.40253896,0.18322843,0.76031543,2.74110272,0.60042108,0.00000000
-4.70335168,3.26672927,0.04203752,0.09551068,0.38809523,0.17743260,0.76009718,2.74016834,0.58060545,0.00000000
-4.69734867,3.22874435,0.04063136,0.09301380,0.37294275,0.17108550,0.75936983,2.73788758,0.55979936,0.00000000
-4.69134567,3.18771102,0.03911867,0.09028175,0.35730638,0.16430297,0.75820220,2.73448513,0.53825551,0.00000000
-4.68534267,3.14445385,0.03753150,0.08735879,0.34141973,0.15720721,0.75667690,2.73017640,0.51624316,0.00000000
-4.67933967,3.09981840,0.03590269,0.08429196,0.32552142,0.14992392,0.75489079,2.72516996,0.49404211,0.00000000
-4.67333667,3.05466163,0.03426527,0.08113013,0.30985141,0.14257959,0.75295530,2.71967333,0.47193648,0.00000000
-4.66733367,3.00984502,0.03265207,0.07792316,0.29464764,0.13529883,0.75099692,2.71390160,0.45020825,0.00000000
-4.66133067,2.96623006,0.03109523,0.07472096,0.28014274,0.12820200,0.74915728,2.70808827,0.42913106,0.00000000
-4.65532766,2.92467567,0.02962590,0.07157267,0.26656119,0.12140316,0.74759288,2.70249732,0.40896432,0.00000000
-4.64932466,2.88603677,0.02827394,0.06852588,0.25411668,0.11500822,0.74647410,2.69743525,0.38994799,0.00000000
-4.64332166,2.85116339,0.02706763,0.06562586,0.24300967,0.10911353,0.74598335,2.69326198,0.37229806,0.00000000
