energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.90995498,0.62285885,0.00263211,0.01131822,0.00022011,0.00000000,0.00006567,0.35260170,0.09173144,0.03454506
-5.90395198,0.58793492,0.00272654,0.01032247,0.00020074,0.00000000,0.00006578,0.33356009,0.08885572,0.03246668
-5.89794897,0.55546987,0.00284790,0.00934673,0.00018177,0.00000000,0.00006641,0.31596024,0.08649705,0.03051501
-5.89194597,0.52603297,0.00299783,0.00840248,0.00016340,0.00000000,0.00006761,0.30012217,0.08473225,0.02872206
-5.88594297,0.50007603,0.00317727,0.00749942,0.00014584,0.00000000,0.00006941,0.28629860,0.08361849,0.02711349
-5.87993997,0.47792471,0.00338627,0.00664541,0.00012923,0.00000000,0.00007183,0.27466999,0.08319156,0.02570811
-5.87393697,0.45977415,0.00362405,0.00584646,0.00011369,0.00000000,0.00007486,0.26534183,0.08346483,0.02451771
-5.86793397,0.44568865,0.00388884,0.00510677,0.00009931,0.00000000,0.00007849,0.25834444,0.08442884,0.02354703
-5.86193097,0.43560539,0.00417797,0.00442882,0.00008612,0.00000000,0.00008266,0.25363489,0.08605160,0.02279401
-5.85592796,0.42934179,0.00448783,0.00381358,0.00007416,0.00000000,0.00008733,0.25110123,0.08827959,0.02225020
-5.84992496,0.42660616,0.00481394,0.00326065,0.00006340,0.00000000,0.00009242,0.25056847,0.09103933,0.02190133
-5.84392196,0.42701131,0.00515106,0.00276845,0.00005382,0.00000000,0.00009783,0.25180638,0.09423972,0.02172807
-5.83791896,0.43009035,0.00549325,0.00233451,0.00004538,0.00000000,0.00010349,0.25453858,0.09777475,0.02170684
-5.83191596,0.43531445,0.00583408,0.00195562,0.00003800,0.00000000,0.00010927,0.25845280,0.10152684,0.02181083
-5.82591296,0.44211183,0.00616675,0.00162811,0.00003162,0.00000000,0.00011508,0.26321187,0.10537041,0.02201092
-5.81990995,0.44988731,0.00648433,0.00134798,0.00002616,0.00000000,0.00012081,0.26846515,0.10917584,0.02227676
-5.81390695,0.45804211,0.00677992,0.00111116,0.00002153,0.00000000,0.00012638,0.27386002,0.11281347,0.02257777
-5.80790395,0.46599299,0.00704690,0.00091362,0.00001767,0.00000000,0.00013171,0.27905316,0.11615770,0.02288414
-5.80190095,0.47319042,0.00727914,0.00075154,0.00001448,0.00000000,0.00013675,0.28372121,0.11909088,0.02316774
-5.79589795,0.47913518,0.00747120,0.00062141,0.00001191,0.00000000,0.00014150,0.28757049,0.12150698,0.02340302
-5.78989495,0.48339283,0.00761848,0.00052016,0.00000989,0.00000000,0.00014596,0.29034561,0.12331487,0.02356769
-5.78389195,0.48560587,0.00771745,0.00044520,0.00000837,0.00000000,0.00015023,0.29183658,0.12444111,0.02364336
-5.77788894,0.48550302,0.00776572,0.00039452,0.00000730,0.00000000,0.00015442,0.29188434,0.12483209,0.02361600
-5.77188594,0.48290568,0.00776217,0.00036671,0.00000667,0.00000000,0.00015874,0.29038457,0.12445553,0.02347632
-5.76588294,0.47773125,0.00770696,0.00036101,0.00000645,0.00000000,0.00016346,0.28728959,0.12330134,0.02321985
-5.75987994,0.46999345,0.00760154,0.00037732,0.00000665,0.00000000,0.00016894,0.28260862,0.12138158,0.02284703
-5.75387694,0.45979982,0.00744865,0.00041623,0.00000727,0.00000000,0.00017565,0.27640618,0.11872995,0.02236310
-5.74787394,0.44734646,0.00725218,0.00047901,0.00000836,0.00000000,0.00018415,0.26879898,0.11540042,0.02177780
-5.74187094,0.43291064,0.00701708,0.00056762,0.00000995,0.00000000,0.00019514,0.25995152,0.11146550,0.02110503
-5.73586793,0.41684144,0.00674922,0.00068467,0.00001212,0.00000000,0.00020945,0.25007049,0.10701385,0.02036243
-5.72986493,0.39954909,0.00645517,0.00083342,0.00001495,0.00000000,0.00022805,0.23939843,0.10214776,0.01957079
-5.72386193,0.38149350,0.00614206,0.00101774,0.00001856,0.00000000,0.00025209,0.22820693,0.09698031,0.01875357
-5.71785893,0.36317241,0.00581731,0.00124205,0.00002306,0.00000000,0.00028290,0.21678964,0.09163252,0.01793626
-5.71185593,0.34510982,0.00548848,0.00151126,0.00002864,0.00000000,0.00032202,0.20545550,0.08623060,0.01714582
-5.70585293,0.32784505,0.00516307,0.00183069,0.00003546,0.00000000,0.00037120,0.19452230,0.08090338,0.01641014
-5.69984992,0.31192284,0.00484829,0.00220598,0.00004374,0.00000000,0.00043245,0.18431102,0.07578003,0.01575756
-5.69384692,0.29788485,0.00455093,0.00264295,0.00005374,0.00000000,0.00050804,0.17514094,0.07098823,0.01521642
-5.68784392,0.28626264,0.00427721,0.00314748,0.00006575,0.00000000,0.00060052,0.16732575,0.06665270,0.01481468
-5.68184092,0.27757234,0.00403269,0.00372539,0.00008008,0.00000000,0.00071277,0.16117069,0.06289422,0.01457967
-5.67583792,0.27231095,0.00382214,0.00438222,0.00009710,0.00000000,0.00084798,0.15697064,0.05982908,0.01453788
-5.66983492,0.27095414,0.00364954,0.00512315,0.00011722,0.00000000,0.00100969,0.15500920,0.05756891,0.01471479
-5.66383192,0.27395539,0.00351801,0.00595274,0.00014089,0.00000000,0.00120180,0.15555851,0.05622088,0.01513486
-5.65782891,0.28174622,0.00342988,0.00687485,0.00016862,0.00000000,0.00142855,0.15887967,0.05588809,0.01582148
-5.65182591,0.29473706,0.00338665,0.00789242,0.00020097,0.00000000,0.00169456,0.16522367,0.05667015,0.01679697
-5.64582291,0.31331862,0.00338913,0.00900739,0.00023853,0.00000000,0.00200477,0.17483233,0.05866372,0.01808272
-5.63981991,0.33786319,0.00343747,0.01022054,0.00028198,0.00000000,0.00236443,0.18793935,0.06196304,0.01969914
-5.63381691,0.36872565,0.00353129,0.01153144,0.00033202,0.00000000,0.00277906,0.20477093,0.06666023,0.02166580
-5.62781391,0.40624378,0.00366978,0.01293839,0.00038944,0.00000000,0.00325441,0.22554594,0.07284526,0.02400142
-5.62181091,0.45073774,0.00385187,0.01443840,0.00045504,0.00000000,0.00379633,0.25047549,0.08060563,0.02672385
-5.61580790,0.50250831,0.00407633,0.01602722,0.00052970,0.00000000,0.00441076,0.27976162,0.09002559,0.02985006
-5.60980490,0.56183396,0.00434191,0.01769941,0.00061436,0.00000000,0.00510353,0.31359516,0.10118492,0.03339599
-5.60380190,0.62896659,0.00464754,0.01944844,0.00070998,0.00000000,0.00588031,0.35215276,0.11415725,0.03737645
-5.59779890,0.70412610,0.00499239,0.02126684,0.00081758,0.00000000,0.00674640,0.39559299,0.12900806,0.04180481
-5.59179590,0.78749384,0.00537604,0.02314632,0.00093822,0.00000000,0.00770666,0.44405185,0.14579227,0.04669282
-5.58579290,0.87920519,0.00579857,0.02507797,0.00107300,0.00000000,0.00876526,0.49763760,0.16455168,0.05205026
-5.57978989,0.97934166,0.00626066,0.02705247,0.00122304,0.00000000,0.00992557,0.55642535,0.18531218,0.05788457
-5.57378689,1.08792277,0.00676359,0.02906025,0.00138949,0.00000000,0.01118999,0.62045146,0.20808115,0.06420047
-5.56778389,1.20489803,0.00730931,0.03109170,0.00157353,0.00000000,0.01255978,0.68970811,0.23284489,0.07099962
-5.56178089,1.33013960,0.00790040,0.03313732,0.00177635,0.00000000,0.01403492,0.76413830,0.25956644,0.07828017
-5.55577789,1.46343576,0.00853996,0.03518790,0.00199914,0.00000000,0.01561400,0.84363141,0.28818381,0.08603642
-5.54977489,1.60448562,0.00923154,0.03723462,0.00224310,0.00000000,0.01729407,0.92801965,0.31860875,0.09425846
-5.54377189,1.75289519,0.00997896,0.03926917,0.00250940,0.00000000,0.01907064,1.01707542,0.35072618,0.10293184
-5.53776888,1.90817503,0.01078609,0.04128378,0.00279917,0.00000000,0.02093753,1.11050978,0.38439425,0.11203729
-5.53176588,2.06973938,0.01165659,0.04327126,0.00311351,0.00000000,0.02288694,1.20797186,0.41944507,0.12155047
-5.52576288,2.23690675,0.01259364,0.04522500,0.00345340,0.00000000,0.02490941,1.30904933,0.45568604,0.13144171
-5.51975988,2.40890170,0.01359963,0.04713892,0.00381973,0.00000000,0.02699389,1.41326970,0.49290180,0.14167585
-5.51375688,2.58485763,0.01467580,0.04900736,0.00421323,0.00000000,0.02912776,1.52010220,0.53085649,0.15221204
-5.50775388,2.76382025,0.01582194,0.05082505,0.00463439,0.00000000,0.03129697,1.62896026,0.56929641,0.16300356
-5.50175088,2.94475139,0.01703605,0.05258691,0.00508345,0.00000000,0.03348612,1.73920416,0.60795275,0.17399767
-5.49574787,3.12653302,0.01831411,0.05428793,0.00556032,0.00000000,0.03567861,1.85014384,0.64654440,0.18513545
-5.48974487,3.30797123,0.01964980,0.05592305,0.00606449,0.00000000,0.03785676,1.96104171,0.68478059,0.19635164
-5.48374187,3.48780030,0.02103435,0.05748692,0.00659497,0.00000000,0.04000197,2.07111541,0.72236339,0.20757461
-5.47773887,3.66468684,0.02245651,0.05897383,0.00715020,0.00000000,0.04209492,2.17954073,0.75898994,0.21872625
-5.47173587,3.83723453,0.02390248,0.06037746,0.00772800,0.00000000,0.04411571,2.28545470,0.79435445,0.22972210
-5.46573287,4.00398983,0.02535612,0.06169087,0.00832547,0.00000000,0.04604412,2.38795934,0.82815005,0.24047150
-5.45972986,4.16344932,0.02679909,0.06290629,0.00893898,0.00000000,0.04785976,2.48612626,0.86007053,0.25087803
-5.45372686,4.31406939,0.02821125,0.06401515,0.00956408,0.00000000,0.04954239,2.57900278,0.88981213,0.26084014
-5.44772386,4.45427899,0.02957108,0.06500803,0.01019554,0.00000000,0.05107212,2.66561974,0.91707565,0.27025201
-5.44172086,4.58249618,0.03085617,0.06587473,0.01082732,0.00000000,0.05242977,2.74500163,0.94156884,0.27900488
-5.43571786,4.69714880,0.03204388,0.06660444,0.01145267,0.00000000,0.05359713,2.81617929,0.96300945,0.28698852
-5.42971486,4.79669978,0.03311193,0.06718586,0.01206414,0.00000000,0.05455735,2.87820524,0.98112887,0.29409324
-5.42371186,4.87967688,0.03403914,0.06760757,0.01265378,0.00000000,0.05529528,2.93017187,0.99567658,0.30021214
-5.41770885,4.94470654,0.03480606,0.06785833,0.01321322,0.00000000,0.05579788,2.97123195,1.00642527,0.30524361
-5.41170585,4.99055109,0.03539567,0.06792753,0.01373393,0.00000000,0.05605456,3.00062134,1.01317669,0.30909419
-5.40570285,5.01614817,0.03579394,0.06780569,0.01420736,0.00000000,0.05605754,3.01768285,1.01576796,0.31168145
-5.39969985,5.02065083,0.03599037,0.06748497,0.01462524,0.00000000,0.05580222,3.02189064,1.01407809,0.31293695
-5.39369685,5.00346659,0.03597839,0.06695978,0.01497981,0.00000000,0.05528742,3.01287390,1.00803452,0.31280914
-5.38769385,4.96429362,0.03575565,0.06622729,0.01526407,0.00000000,0.05451564,2.99043872,0.99761920,0.31126596
-5.38169085,4.90315185,0.03532419,0.06528808,0.01547205,0.00000000,0.05349315,2.95458695,0.98287393,0.30829717
-5.37568784,4.82040733,0.03469039,0.06414655,0.01559902,0.00000000,0.05223009,2.90553080,0.96390447,0.30391608
-5.36968484,4.71678800,0.03386493,0.06281143,0.01564172,0.00000000,0.05074036,2.84370226,0.94088321,0.29816080
-5.36368184,4.59338945,0.03286241,0.06129613,0.01559850,0.00000000,0.04904149,2.76975640,0.91405005,0.29109471
-5.35767884,4.45166994,0.03170106,0.05961892,0.01546949,0.00000000,0.04715434,2.68456808,0.88371122,0.28280621
-5.35167584,4.29343388,0.03040215,0.05780309,0.01525659,0.00000000,0.04510275,2.58922167,0.85023607,0.27340770
-5.34567284,4.12080418,0.02898945,0.05587687,0.01496354,0.00000000,0.04291301,2.48499401,0.81405167,0.26303380
-5.33966983,3.93618390,0.02748861,0.05387318,0.01459584,0.00000000,0.04061339,2.37333087,0.77563553,0.25183879
-5.33366683,3.74220838,0.02592643,0.05182931,0.01416065,0.00000000,0.03823344,2.25581769,0.73550638,0.23999344
-5.32766383,3.54168947,0.02433019,0.04978635,0.01366659,0.00000000,0.03580340,2.13414560,0.69421360,0.22768133
-5.32166083,3.33755372,0.02272701,0.04778847,0.01312356,0.00000000,0.03335352,2.01007384,0.65232547,0.21509467
-5.31565783,3.13277680,0.02114319,0.04588208,0.01254246,0.00000000,0.03091341,1.88539004,0.61041674,0.20242991
-5.30965483,2.93031629,0.01960363,0.04411487,0.01193490,0.00000000,0.02851143,1.76186967,0.56905603,0.18988319
-5.30365183,2.73304525,0.01813135,0.04253472,0.01131290,0.00000000,0.02617413,1.64123609,0.52879337,0.17764585
-5.29764882,2.54368877,0.01674706,0.04118848,0.01068853,0.00000000,0.02392577,1.52512256,0.49014846,0.16590013
-5.29164582,2.36476530,0.01546879,0.04012081,0.01007364,0.00000000,0.02178794,1.41503742,0.45359992,0.15481507
-5.28564282,2.19853467,0.01431170,0.03937286,0.00947954,0.00000000,0.01977922,1.31233338,0.41957590,0.14454299
-5.27963982,2.04695403,0.01328784,0.03898107,0.00891672,0.00000000,0.01791505,1.21818190,0.38844635,0.13521637
-5.27363682,1.91164285,0.01240612,0.03897592,0.00839460,0.00000000,0.01620763,1.13355305,0.36051701,0.12694536
-5.26763382,1.79385768,0.01167226,0.03938083,0.00792136,0.00000000,0.01466593,1.05920145,0.33602542,0.11981596
-5.26163082,1.69447703,0.01108888,0.04021112,0.00750375,0.00000000,0.01329581,0.99565840,0.31513882,0.11388886
-5.25562781,1.61399654,0.01065560,0.04147318,0.00714705,0.00000000,0.01210023,0.94323022,0.29795404,0.10919897
-5.24962481,1.55253442,0.01036920,0.04316383,0.00685499,0.00000000,0.01107955,0.90200262,0.28449932,0.10575572
-5.24362181,1.50984670,0.01022387,0.04526988,0.00662977,0.00000000,0.01023185,0.87185105,0.27473796,0.10354393
-5.23761881,1.48535197,0.01021145,0.04776797,0.00647217,0.00000000,0.00955336,0.85245644,0.26857367,0.10252553
-5.23161581,1.47816495,0.01032173,0.05062478,0.00638164,0.00000000,0.00903887,0.84332611,0.26585751,0.10264171
-5.22561281,1.48713822,0.01054278,0.05379749,0.00635651,0.00000000,0.00868222,0.84381916,0.26639624,0.10381584
-5.21960980,1.51091116,0.01086132,0.05723457,0.00639422,0.00000000,0.00847675,0.85317603,0.26996193,0.10595679
-5.21360680,1.54796503,0.01126311,0.06087698,0.00649158,0.00000000,0.00841581,0.87055123,0.27630261,0.10896284
-5.20760380,1.59668318,0.01173336,0.06465965,0.00664506,0.00000000,0.00849319,0.89504881,0.28515368,0.11272583
-5.20160080,1.65541466,0.01225717,0.06851319,0.00685111,0.00000000,0.00870360,0.92575955,0.29624994,0.11713566
-5.19559780,1.72253986,0.01281994,0.07236599,0.00710653,0.00000000,0.00904301,0.96179887,0.30933780,0.12208497
-5.18959480,1.79653600,0.01340785,0.07614639,0.00740877,0.00000000,0.00950906,1.00234451,0.32418739,0.12747375
-5.18359180,1.87604068,0.01400822,0.07978501,0.00775623,0.00000000,0.01010133,1.04667255,0.34060417,0.13321383
-5.17758879,1.95991082,0.01460998,0.08321705,0.00814858,0.00000000,0.01082155,1.09419073,0.35843955,0.13923311
-5.17158579,2.04727494,0.01520399,0.08638463,0.00858701,0.00000000,0.01167368,1.14446739,0.37760015,0.14547919
-5.16558279,2.13757591,0.01578333,0.08923883,0.00907439,0.00000000,0.01266401,1.19725489,0.39805516,0.15192241
-5.15957979,2.23060224,0.01634356,0.09174151,0.00961539,0.00000000,0.01380100,1.25250600,0.41984131,0.15855797
-5.15357679,2.32650525,0.01688286,0.09386678,0.01021654,0.00000000,0.01509510,1.31038220,0.44306512,0.16540707
-5.14757379,2.42580080,0.01740204,0.09560197,0.01088612,0.00000000,0.01655840,1.37125262,0.46790188,0.17251690
-5.14157079,2.52935377,0.01790452,0.09694813,0.01163403,0.00000000,0.01820416,1.43568323,0.49459134,0.17995937
-5.13556778,2.63834509,0.01839613,0.09791992,0.01247150,0.00000000,0.02004624,1.50441564,0.52342974,0.18782859
-5.12956478,2.75422102,0.01888485,0.09854500,0.01341071,0.00000000,0.02209840,1.57833571,0.55475823,0.19623697
-5.12356178,2.87862587,0.01938035,0.09886277,0.01446433,0.00000000,0.02437351,1.65843260,0.58894797,0.20531030
-5.11755878,3.01331979,0.01989358,0.09892264,0.01564491,0.00000000,0.02688269,1.74574925,0.62638214,0.21518151
-5.11155578,3.16008451,0.02043616,0.09878184,0.01696432,0.00000000,0.02963442,1.84132590,0.66743545,0.22598381
-5.10555278,3.32062043,0.02101975,0.09850285,0.01843300,0.00000000,0.03263361,1.94613885,0.71245186,0.23784302
-5.09954977,3.49643931,0.02165540,0.09815058,0.02005930,0.00000000,0.03588077,2.06103686,0.76172152,0.25086970
-5.09354677,3.68875748,0.02235291,0.09778944,0.02184880,0.00000000,0.03937118,2.18667806,0.81545764,0.26515134
-5.08754377,3.89839453,0.02312019,0.09748045,0.02380370,0.00000000,0.04309422,2.32347048,0.87377481,0.28074497
-5.08154077,4.12568284,0.02396270,0.09727842,0.02592222,0.00000000,0.04703284,2.47151917,0.93666947,0.29767058
-5.07553777,4.37039284,0.02488298,0.09722955,0.02819825,0.00000000,0.05116328,2.63058293,1.00400394,0.31590571
-5.06953477,4.63167860,0.02588031,0.09736932,0.03062102,0.00000000,0.05545487,2.80004342,1.07549486,0.33538168
-5.06353177,4.90804748,0.02695053,0.09772096,0.03317507,0.00000000,0.05987030,2.97888871,1.15070691,0.35598143
-5.05752876,5.19735656,0.02808593,0.09829446,0.03584029,0.00000000,0.06436592,3.16571303,1.22905245,0.37753957
-5.05152576,5.49683743,0.02927545,0.09908627,0.03859229,0.00000000,0.06889250,3.35873355,1.30979752,0.39984436
-5.04552276,5.80314927,0.03050488,0.10007955,0.04140284,0.00000000,0.07339608,3.55582421,1.39207412,0.42264195
-5.03951976,6.11245917,0.03175740,0.10124512,0.04424065,0.00000000,0.07781920,3.75456581,1.47489875,0.44564254
-5.03351676,6.42054661,0.03301408,0.10254291,0.04707217,0.00000000,0.08210219,3.95231073,1.55719635,0.46852839
-5.02751376,6.72292822,0.03425460,0.10392398,0.04986260,0.00000000,0.08618468,4.14625958,1.63782909,0.49096332
-5.02151076,7.01499727,0.03545805,0.10533278,0.05257700,0.00000000,0.09000723,4.33354673,1.71562857,0.51260330
-5.01550775,7.29217195,0.03660374,0.10670985,0.05518133,0.00000000,0.09351291,4.51133089,1.78943035,0.53310763
-5.00950475,7.55004538,0.03767200,0.10799448,0.05764361,0.00000000,0.09664892,4.67688661,1.85810901,0.55215029
-5.00350175,7.78453060,0.03864504,0.10912741,0.05993489,0.00000000,0.09936811,4.82769240,1.92061251,0.56943078
-4.99749875,7.99199355,0.03950760,0.11005348,0.06203014,0.00000000,0.10163028,4.96151145,1.97599397,0.58468411
-4.99149575,8.16936794,0.04024760,0.11072386,0.06390898,0.00000000,0.10340339,5.07646109,2.02343973,0.59768931
-4.98549275,8.31424674,0.04085660,0.11109799,0.06555615,0.00000000,0.10466438,5.17106782,2.06229231,0.60827614
-4.97948974,8.42494617,0.04133011,0.11114512,0.06696179,0.00000000,0.10539982,5.24430545,2.09206726,0.61632970
-4.97348674,8.50053985,0.04166772,0.11084527,0.06812143,0.00000000,0.10560616,5.29561492,2.11246341,0.62179270
-4.96748374,8.54086205,0.04187306,0.11018972,0.06903578,0.00000000,0.10528972,5.32490520,2.12336609,0.62466540
-4.96148074,8.54648101,0.04195359,0.10918100,0.06971025,0.00000000,0.10446633,5.33253582,2.12484346,0.62500315
-4.95547774,8.51864447,0.04192019,0.10783235,0.07015432,0.00000000,0.10316071,5.31928253,2.11713634,0.62291196
-4.94947474,8.45920147,0.04178669,0.10616679,0.07038070,0.00000000,0.10140559,5.28628839,2.10064238,0.61854204
-4.94347174,8.37050515,0.04156926,0.10421592,0.07040444,0.00000000,0.09924058,5.23500343,2.07589547,0.61208011
-4.93746873,8.25530246,0.04128570,0.10201829,0.07024198,0.00000000,0.09671090,5.16711641,2.04354171,0.60374062
-4.93146573,8.11661705,0.04095477,0.09961782,0.06991022,0.00000000,0.09386606,5.08448256,2.00431320,0.59375648
-4.92546273,7.95763145,0.04059548,0.09706199,0.06942563,0.00000000,0.09075837,4.98905110,1.95900117,0.58236988
-4.91945973,7.78157471,0.04022649,0.09440015,0.06880351,0.00000000,0.08744156,4.88279636,1.90842953,0.56982353
-4.91345673,7.59162071,0.03986551,0.09168190,0.06805741,0.00000000,0.08396946,4.76765562,1.85343030,0.55635284
-4.90745373,7.39080139,0.03952888,0.08895571,0.06719871,0.00000000,0.08039471,4.64547634,1.79482171,0.54217933
-4.90145073,7.18193814,0.03923129,0.08626766,0.06623643,0.00000000,0.07676770,4.51797484,1.73338992,0.52750560
-4.89544772,6.96759328,0.03898554,0.08366052,0.06517720,0.00000000,0.07313564,4.38670729,1.66987469,0.51251188
-4.88944472,6.75004191,0.03880255,0.08117303,0.06402550,0.00000000,0.06954187,4.25305362,1.60495937,0.49735431
-4.88344172,6.53126370,0.03869147,0.07883954,0.06278398,0.00000000,0.06602532,4.11821360,1.53926516,0.48216485
-4.87743872,6.31295255,0.03865984,0.07668973,0.06145399,0.00000000,0.06262022,3.98321403,1.47334916,0.46705265
-4.87143572,6.09654152,0.03871395,0.07474870,0.06003616,0.00000000,0.05935596,3.84892538,1.40770610,0.45210668
-4.86543272,5.88323951,0.03885912,0.07303712,0.05853103,0.00000000,0.05625715,3.71608548,1.34277279,0.43739931
-4.85942971,5.67407589,0.03910015,0.07157150,0.05693973,0.00000000,0.05334381,3.58532819,1.27893473,0.42299048
-4.85342671,5.46994922,0.03944160,0.07036464,0.05526458,0.00000000,0.05063170,3.45721427,1.21653412,0.40893229
-4.84742371,5.27167621,0.03988818,0.06942600,0.05350962,0.00000000,0.04813268,3.33226234,1.15587849,0.39527339
-4.84142071,5.08003763,0.04044491,0.06876217,0.05168106,0.00000000,0.04585521,3.21097768,1.09724930,0.38206322
-4.83541771,4.89581816,0.04111728,0.06837724,0.04978756,0.00000000,0.04380480,3.09387706,1.04090989,0.36935553
-4.82941471,4.71983813,0.04191124,0.06827319,0.04784037,0.00000000,0.04198450,2.98150836,0.98711231,0.35721127
-4.82341171,4.55297563,0.04283306,0.06845023,0.04585334,0.00000000,0.04039535,2.87446392,0.93610272,0.34570045
-4.81740870,4.39617817,0.04388908,0.06890700,0.04384277,0.00000000,0.03903680,2.77338725,0.88812508,0.33490309
-4.81140570,4.25046398,0.04508528,0.06964084,0.04182709,0.00000000,0.03790709,2.67897306,0.84342315,0.32490917
-4.80540270,4.11691329,0.04642686,0.07064789,0.03982645,0.00000000,0.03700349,2.59196085,0.80224063,0.31581761
-4.79939970,3.99665075,0.04791759,0.07192322,0.03786224,0.00000000,0.03632258,2.51312293,0.76481979,0.30773444
-4.79339670,3.89082013,0.04955926,0.07346086,0.03595646,0.00000000,0.03586038,2.44324736,0.73139849,0.30077012
-4.78739370,3.80055306,0.05135105,0.07525386,0.03413111,0.00000000,0.03561245,2.38311715,0.70220600,0.29503637
-4.78139070,3.72693326,0.05328894,0.07729426,0.03240755,0.00000000,0.03557388,2.33348649,0.67745769,0.29064248
-4.77538769,3.67095798,0.05536529,0.07957300,0.03080588,0.00000000,0.03573931,2.29505524,0.65734894,0.28769140
-4.76938469,3.63349817,0.05756838,0.08207991,0.02934430,0.00000000,0.03610276,2.26844251,0.64204842,0.28627564
-4.76338169,3.61525880,0.05988230,0.08480353,0.02803860,0.00000000,0.03665759,2.25416036,0.63169096,0.28647323
-4.75737869,3.61674062,0.06228686,0.08773100,0.02690170,0.00000000,0.03739625,2.25258832,0.62637024,0.28834384
-4.75137569,3.63820445,0.06475778,0.09084786,0.02594322,0.00000000,0.03831016,2.26394961,0.62613148,0.29192515
-4.74537269,3.67963901,0.06726709,0.09413782,0.02516922,0.00000000,0.03938944,2.28828953,0.63096434,0.29722960
-4.73936968,3.74073334,0.06978369,0.09758260,0.02458199,0.00000000,0.04062279,2.32545680,0.64079627,0.30424169
-4.73336668,3.82085450,0.07227413,0.10116163,0.02417998,0.00000000,0.04199720,2.37508837,0.65548651,0.31291578
-4.72736368,3.91903163,0.07470351,0.10485192,0.02395777,0.00000000,0.04349788,2.43659824,0.67482098,0.32317453
-4.72136068,4.03394693,0.07703656,0.10862785,0.02390620,0.00000000,0.04510804,2.50917087,0.69850847,0.33490812
-4.71535768,4.16393470,0.07923866,0.11246113,0.02401255,0.00000000,0.04680890,2.59175978,0.72617824,0.34797422
-4.70935468,4.30698891,0.08127707,0.11632075,0.02426088,0.00000000,0.04857958,2.68309173,0.75737941,0.36219878
-4.70335168,4.46078007,0.08312189,0.12017317,0.02463229,0.00000000,0.05039722,2.78167711,0.79158252,0.37737770
-4.69734867,4.62268188,0.08474712,0.12398256,0.02510549,0.00000000,0.05223713,2.88582666,0.82818338,0.39327941
-4.69134567,4.78980785,0.08613148,0.12771121,0.02565720,0.00000000,0.05407295,2.99367485,0.86650940,0.40964832
-4.68534267,4.95905769,0.08725903,0.13132007,0.02626275,0.00000000,0.05587704,3.10320977,0.90582866,0.42620921
-4.67933967,5.12717305,0.08811957,0.13476954,0.02689664,0.00000000,0.05762088,3.21230926,0.94536154,0.44267226
-4.67333667,5.29080163,0.08870886,0.13802018,0.02753319,0.00000000,0.05927555,3.31878270,0.98429487,0.45873898
-4.66733367,5.44656809,0.08902846,0.14103371,0.02814712,0.00000000,0.06081228,3.42041743,1.02179844,0.47410859
-4.66133067,5.59114999,0.08908543,0.14377392,0.02871422,0.00000000,0.06220313,3.51502867,1.05704317,0.48848478
-4.65532766,5.72135632,0.08889172,0.14620763,0.02921185,0.00000000,0.06342157,3.60051135,1.08922086,0.50158274
-4.64932466,5.83420604,0.08846336,0.14830559,0.02961955,0.00000000,0.06444323,3.67489217,1.11756435,0.51313608
-4.64332166,5.92700362,0.08781959,0.15004329,0.02991949,0.00000000,0.06524645,3.73637996,1.14136787,0.52290346
