energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.78989495,2.23197874,0.00042446,0.32824783,2.59964366,0.79592757,0.00929928,0.49945388,0.55562574,0.09811458
-5.78389195,2.24333401,0.00042554,0.33281115,2.61746864,0.79648437,0.00824305,0.50550281,0.56431092,0.09772279
-5.77788894,2.25686761,0.00042795,0.33801339,2.63409201,0.79800477,0.00730894,0.51138753,0.57229106,0.09763949
-5.77188594,2.27175544,0.00043150,0.34370078,2.64877148,0.80026299,0.00649537,0.51689586,0.57933609,0.09781601
-5.76588294,2.28708624,0.00043609,0.34969387,2.66069252,0.80299074,0.00579947,0.52181794,0.58522616,0.09819990
-5.75987994,2.30189597,0.00044168,0.35579299,2.66899807,0.80588790,0.00521740,0.52595491,0.58976097,0.09873677
-5.75387694,2.31520512,0.00044837,0.36178458,2.67282234,0.80863485,0.00474477,0.52912739,0.59276877,0.09937220
-5.74787394,2.32605772,0.00045638,0.36744839,2.67132728,0.81090596,0.00437693,0.53118342,0.59411440,0.10005361
-5.74187094,2.33356008,0.00046607,0.37256519,2.66373994,0.81238352,0.00410927,0.53200560,0.59370607,0.10073202
-5.73586793,2.33691786,0.00047795,0.37692462,2.64938890,0.81277166,0.00393745,0.53151679,0.59150044,0.10136365
-5.72986493,2.33546961,0.00049272,0.38033297,2.62773803,0.81180952,0.00385757,0.52968447,0.58750573,0.10191131
-5.72386193,2.32871523,0.00051120,0.38262041,2.59841558,0.80928305,0.00386629,0.52652317,0.58178272,0.10234551
-5.71785893,2.31633799,0.00053442,0.38364750,2.56123726,0.80503490,0.00396089,0.52209506,0.57444342,0.10264515
-5.71185593,2.29821899,0.00056351,0.38331049,2.51622187,0.79897189,0.00413924,0.51650849,0.56564756,0.10279800
-5.70585293,2.27444334,0.00059978,0.38154536,2.46359864,0.79106969,0.00439977,0.50991461,0.55559701,0.10280063
-5.69984992,2.24529764,0.00064462,0.37833019,2.40380571,0.78137449,0.00474135,0.50250207,0.54452822,0.10265806
-5.69384692,2.21125878,0.00069949,0.37368591,2.33747978,0.77000153,0.00516315,0.49449016,0.53270332,0.10238304
-5.68784392,2.17297470,0.00076593,0.36767532,2.26543724,0.75713053,0.00566443,0.48612051,0.52039996,0.10199490
-5.68184092,2.13123779,0.00084544,0.36040034,2.18864779,0.74299838,0.00624437,0.47764786,0.50790066,0.10151827
-5.67583792,2.08695236,0.00093948,0.35199783,2.10820156,0.72788928,0.00690186,0.46933020,0.49548199,0.10098145
-5.66983492,2.04109759,0.00104939,0.34263396,2.02527152,0.71212293,0.00763522,0.46141882,0.48340415,0.10041475
-5.66383192,1.99468793,0.00117635,0.33249748,1.94107273,0.69604132,0.00844203,0.45414856,0.47190151,0.09984871
-5.65782891,1.94873263,0.00132132,0.32179233,1.85682059,0.67999479,0.00931893,0.44772894,0.46117445,0.09931244
-5.65182591,1.90419662,0.00148495,0.31072974,1.77368988,0.66432806,0.01026141,0.44233632,0.45138295,0.09883207
-5.64582291,1.86196437,0.00166757,0.29952034,1.69277651,0.64936693,0.01126371,0.43810764,0.44264221,0.09842937
-5.63981991,1.82280866,0.00186911,0.28836665,1.61506383,0.63540615,0.01231867,0.43513593,0.43502050,0.09812078
-5.63381691,1.78736563,0.00208907,0.27745617,1.54139477,0.62269936,0.01341774,0.43346786,0.42853927,0.09791668
-5.62781391,1.75611721,0.00232650,0.26695555,1.47245112,0.61145118,0.01455096,0.43310338,0.42317565,0.09782110
-5.62181091,1.72938184,0.00257997,0.25700589,1.40874075,0.60181209,0.01570701,0.43399758,0.41886696,0.09783187
-5.61580790,1.70731359,0.00284762,0.24771953,1.35059294,0.59387611,0.01687337,0.43606455,0.41551725,0.09794109
-5.60980490,1.68990978,0.00312712,0.23917830,1.29816198,0.58768151,0.01803654,0.43918325,0.41300534,0.09813604
-5.60380190,1.67702639,0.00341579,0.23143326,1.25143854,0.58321416,0.01918222,0.44320493,0.41119413,0.09840039
-5.59779890,1.66840035,0.00371062,0.22450596,1.21026780,0.58041359,0.02029569,0.44796194,0.40994056,0.09871564
-5.59179590,1.66367741,0.00400837,0.21839094,1.17437348,0.57918108,0.02136216,0.45327735,0.40910586,0.09906282
-5.58579290,1.66244398,0.00430568,0.21305940,1.14338605,0.57938947,0.02236713,0.45897511,0.40856550,0.09942411
-5.57978989,1.66426097,0.00459920,0.20846369,1.11687367,0.58089394,0.02329684,0.46489007,0.40821845,0.09978460
-5.57378689,1.66869795,0.00488569,0.20454242,1.09437419,0.58354326,0.02413867,0.47087749,0.40799509,0.10013381
-5.56778389,1.67536537,0.00516216,0.20122579,1.07542632,0.58719072,0.02488157,0.47682147,0.40786363,0.10046703
-5.56178089,1.68394324,0.00542601,0.19844091,1.05959854,0.59170413,0.02551642,0.48264193,0.40783449,0.10078630
-5.55577789,1.69420431,0.00567513,0.19611680,1.04651406,0.59697435,0.02603640,0.48829967,0.40796241,0.10110109
-5.54977489,1.70603061,0.00590798,0.19418873,1.03587087,0.60292172,0.02643720,0.49379925,0.40834631,0.10142839
-5.54377189,1.71942211,0.00612373,0.19260181,1.02745564,0.60950014,0.02671726,0.49918943,0.40912658,0.10179248
-5.53776888,1.73449695,0.00632220,0.19131359,1.02115104,0.61669843,0.02687783,0.50456115,0.41048015,0.10222411
-5.53176588,1.75148311,0.00650400,0.19029554,1.01693633,0.62453890,0.02692297,0.51004294,0.41261324,0.10275927
-5.52576288,1.77070183,0.00667037,0.18953349,1.01488111,0.63307323,0.02685940,0.51579408,0.41575230,0.10343749
-5.51975988,1.79254357,0.00682323,0.18902686,1.01513299,0.64237594,0.02669632,0.52199560,0.42013342,0.10429987
-5.51375688,1.81743776,0.00696504,0.18878708,1.01789989,0.65253569,0.02644502,0.52883972,0.42599057,0.10538679
-5.50775388,1.84581811,0.00709865,0.18883496,1.02342810,0.66364507,0.02611850,0.53651797,0.43354341,0.10673549
-5.50175088,1.87808520,0.00722719,0.18919761,1.03197750,0.67578949,0.02573096,0.54520886,0.44298503,0.10837764
-5.49574787,1.91456867,0.00735390,0.18990478,1.04379531,0.68903580,0.02529725,0.55506544,0.45447028,0.11033699
-5.48974487,1.95549117,0.00748190,0.19098511,1.05909001,0.70342139,0.02483230,0.56620367,0.46810522,0.11262731
-5.48374187,2.00093621,0.00761408,0.19246241,1.07800695,0.71894459,0.02435050,0.57869194,0.48393831,0.11525058
-5.47773887,2.05082191,0.00775288,0.19435225,1.10060691,0.73555682,0.02386521,0.59254265,0.50195357,0.11819575
-5.47173587,2.10488247,0.00790016,0.19665912,1.12684905,0.75315723,0.02338821,0.60770610,0.52206640,0.12143796
-5.46573287,2.16265840,0.00805707,0.19937417,1.15657901,0.77159008,0.02292926,0.62406716,0.54412201,0.12493840
-5.45972986,2.22349660,0.00822396,0.20247387,1.18952300,0.79064523,0.02249580,0.64144508,0.56789677,0.12864482
-5.45372686,2.28656039,0.00840037,0.20591956,1.22528806,0.81006173,0.02209273,0.65959634,0.59310240,0.13249261
-5.44772386,2.35084926,0.00858496,0.20965785,1.26336859,0.82953438,0.02172226,0.67822066,0.61939294,0.13640659
-5.44172086,2.41522744,0.00877560,0.21362195,1.30315871,0.84872300,0.02138399,0.69696975,0.64637403,0.14030318
-5.43571786,2.47846005,0.00896941,0.21773380,1.34396983,0.86726382,0.02107503,0.71545864,0.67361440,0.14409311
-5.42971486,2.53925490,0.00916293,0.22190689,1.38505239,0.88478262,0.02079028,0.73327881,0.70065870,0.14768444
-5.42371186,2.59630801,0.00935220,0.22604948,1.42562067,0.90090860,0.02052278,0.75001264,0.72704144,0.15098570
-5.41770885,2.64835045,0.00953297,0.23006827,1.46487937,0.91528856,0.02026413,0.76524853,0.75230116,0.15390905
-5.41170585,2.69419417,0.00970087,0.23387211,1.50205054,0.92760040,0.02000501,0.77859577,0.77599439,0.15637344
-5.40570285,2.73277469,0.00985159,0.23737563,1.53639954,0.93756543,0.01973570,0.78969868,0.79770863,0.15830731
-5.39969985,2.76318856,0.00998104,0.24050269,1.56725888,0.94495881,0.01944660,0.79824917,0.81707402,0.15965111
-5.39369685,2.78472389,0.01008553,0.24318932,1.59404871,0.94961761,0.01912872,0.80399729,0.83377302,0.16035915
-5.38769385,2.79688288,0.01016189,0.24538618,1.61629329,0.95144641,0.01877413,0.80675930,0.84754797,0.16040095
-5.38169085,2.79939553,0.01020758,0.24706041,1.63363279,0.95041996,0.01837637,0.80642294,0.85820628,0.15976205
-5.37568784,2.79222433,0.01022073,0.24819675,1.64583020,0.94658328,0.01793076,0.80294986,0.86562311,0.15844403
-5.36968484,2.77556041,0.01020025,0.24879810,1.65277336,0.94004920,0.01743457,0.79637523,0.86974176,0.15646411
-5.36368184,2.74981178,0.01014572,0.24888525,1.65447243,0.93099371,0.01688716,0.78680462,0.87057185,0.15385404
-5.35767884,2.71558492,0.01005747,0.24849626,1.65105331,0.91964963,0.01629000,0.77440869,0.86818579,0.15065867
-5.35167584,2.67366121,0.00993643,0.24768512,1.64274777,0.90629904,0.01564661,0.75941595,0.86271363,0.14693406
-5.34567284,2.62496984,0.00978412,0.24652014,1.62988111,0.89126501,0.01496234,0.74210417,0.85433704,0.14274538
-5.33966983,2.57055878,0.00960250,0.24508198,1.61285825,0.87490321,0.01424424,0.72279093,0.84328262,0.13816468
-5.33366683,2.51156548,0.00939393,0.24346151,1.59214908,0.85759374,0.01350073,0.70182396,0.82981512,0.13326862
-5.32766383,2.44918867,0.00916102,0.24175753,1.56827393,0.83973360,0.01274128,0.67957158,0.81423075,0.12813632
-5.32166083,2.38466240,0.00890655,0.24007446,1.54178978,0.82173014,0.01197612,0.65641380,0.79685109,0.12284737
-5.31565783,2.31923304,0.00863342,0.23852007,1.51327776,0.80399543,0.01121591,0.63273434,0.77801756,0.11748009
-5.30965483,2.25413970,0.00834453,0.23720325,1.48333216,0.78694167,0.01047142,0.60891379,0.75808665,0.11211010
-5.30365183,2.19059823,0.00804280,0.23623184,1.45255114,0.77097755,0.00975321,0.58532400,0.73742597,0.10680912
-5.29764882,2.12978829,0.00773108,0.23571059,1.42152912,0.75650524,0.00907143,0.56232374,0.71641077,0.10164423
-5.29164582,2.07284330,0.00741216,0.23573916,1.39085054,0.74391785,0.00843560,0.54025538,0.69542107,0.09667722
-5.28564282,2.02084225,0.00708880,0.23641019,1.36108479,0.73359693,0.00785442,0.51944268,0.67483892,0.09196435
-5.27963982,1.97480283,0.00676370,0.23780739,1.33278183,0.72590980,0.00733565,0.50018909,0.65504569,0.08755620
-5.27363682,1.93567483,0.00643957,0.24000373,1.30646824,0.72120638,0.00688605,0.48277668,0.63641908,0.08349769
-5.26763382,1.90433331,0.00611911,0.24305965,1.28264312,0.71981528,0.00651133,0.46746515,0.61932969,0.07982814
-5.26163082,1.88157076,0.00580509,0.24702126,1.26177381,0.72203908,0.00621612,0.45449085,0.60413697,0.07658140
-5.25562781,1.86808812,0.00550034,0.25191878,1.24429093,0.72814873,0.00600401,0.44406560,0.59118444,0.07378594
-5.24962481,1.86448426,0.00520776,0.25776494,1.23058290,0.73837719,0.00587758,0.43637515,0.58079423,0.07146483
-5.24362181,1.87124439,0.00493038,0.26455375,1.22098971,0.75291248,0.00583842,0.43157727,0.57326095,0.06963573
-5.23761881,1.88872750,0.00467131,0.27225937,1.21579634,0.77189047,0.00588722,0.42979947,0.56884510,0.06831072
-5.23161581,1.91715366,0.00443372,0.28083548,1.21522578,0.79538771,0.00602382,0.43113645,0.56776619,0.06749615
-5.22561281,1.95659182,0.00422086,0.29021493,1.21943219,0.82341486,0.00624721,0.43564738,0.57019587,0.06719236
-5.21960980,2.00694902,0.00403597,0.30030996,1.22849444,0.85591106,0.00655567,0.44335324,0.57625145,0.06739347
-5.21360680,2.06796192,0.00388226,0.31101288,1.24241045,0.89273965,0.00694674,0.45423444,0.58598999,0.06808709
-5.20760380,2.13919147,0.00376284,0.32219741,1.26109273,0.93368580,0.00741730,0.46822885,0.59940350,0.06925423
-5.20160080,2.22002154,0.00368066,0.33372049,1.28436542,0.97845619,0.00796356,0.48523053,0.61641531,0.07086919
-5.19559780,2.30966200,0.00363841,0.34542475,1.31196328,1.02668107,0.00858113,0.50508937,0.63687820,0.07289967
-5.18959480,2.40715682,0.00363846,0.35714143,1.34353274,1.07791883,0.00926502,0.52761170,0.66057420,0.07530703
-5.18359180,2.51139706,0.00368279,0.36869387,1.37863526,1.13166297,0.01000964,0.55256199,0.68721638,0.07804671
-5.17758879,2.62113902,0.00377286,0.37990122,1.41675314,1.18735147,0.01080886,0.57966581,0.71645282,0.08106892
-5.17158579,2.73502695,0.00390956,0.39058256,1.45729774,1.24437823,0.01165596,0.60861395,0.74787248,0.08431939
-5.16558279,2.85161994,0.00409313,0.40056108,1.49962017,1.30210621,0.01254375,0.63906764,0.78101321,0.08774044
-5.15957979,2.96942227,0.00432307,0.40966830,1.54302417,1.35988192,0.01346449,0.67066486,0.81537161,0.09127212
-5.15357679,3.08691627,0.00459810,0.41774813,1.58678117,1.41705071,0.01441002,0.70302761,0.85041458,0.09485350
-5.14757379,3.20259686,0.00491608,0.42466075,1.63014708,1.47297236,0.01537173,0.73576991,0.88559224,0.09842403
-5.14157079,3.31500671,0.00527399,0.43028603,1.67238053,1.52703640,0.01634069,0.76850636,0.92035205,0.10192494
-5.13556778,3.42277096,0.00566791,0.43452654,1.71276222,1.57867674,0.01730768,0.80086108,0.95415345,0.10530069
-5.12956478,3.52463058,0.00609306,0.43730997,1.75061470,1.62738513,0.01826329,0.83247687,0.98648302,0.10850026
-5.12356178,3.61947338,0.00654378,0.43859090,1.78532210,1.67272298,0.01919806,0.86302412,1.01686929,0.11147846
-5.11755878,3.70636181,0.00701365,0.43835200,1.81634934,1.71433139,0.02010260,0.89220954,1.04489702,0.11419709
-5.11155578,3.78455685,0.00749556,0.43660439,1.84325977,1.75193893,0.02096772,0.91978416,1.07022036,0.11662586
-5.10555278,3.85353721,0.00798181,0.43338749,1.86573105,1.78536727,0.02178464,0.94555065,1.09257432,0.11874318
-5.09954977,3.91301340,0.00846434,0.42876805,1.88356806,1.81453435,0.02254518,0.96936940,1.11178433,0.12053677
-5.09354677,3.96293607,0.00893482,0.42283867,1.89671263,1.83945520,0.02324191,0.99116341,1.12777317,0.12200392
-5.08754377,4.00349845,0.00938494,0.41571568,1.90524911,1.86024045,0.02386841,1.01092149,1.14056514,0.12315163
-5.08154077,4.03513247,0.00980655,0.40753648,1.90940560,1.87709247,0.02441946,1.02869983,1.15028704,0.12399637
-5.07553777,4.05849851,0.01019193,0.39845652,1.90955018,1.89029946,0.02489120,1.04462149,1.15716570,0.12456373
-5.06953477,4.07446874,0.01053401,0.38864574,1.90618214,1.90022744,0.02528132,1.05887390,1.16152205,0.12488766
-5.06353177,4.08410419,0.01082657,0.37828484,1.89991805,1.90731036,0.02558921,1.07170408,1.16376172,0.12500959
-5.05752876,4.08862579,0.01106441,0.36756118,1.89147300,1.91203851,0.02581601,1.08341166,1.16436213,0.12497727
-5.05152576,4.08937976,0.01124356,0.35666459,1.88163725,1.91494544,0.02596470,1.09433977,1.16385660,0.12484339
-5.04552276,4.08779816,0.01136138,0.34578303,1.87124908,1.91659353,0.02604003,1.10486374,1.16281560,0.12466404
-5.03951976,4.08535518,0.01141663,0.33509831,1.86116461,1.91755857,0.02604845,1.11537808,1.16182592,0.12449701
-5.03351676,4.08352040,0.01140951,0.32478178,1.85222560,1.91841362,0.02599795,1.12628188,1.16146829,0.12439998
-5.02751376,4.08371024,0.01134163,0.31499032,1.84522648,1.91971247,0.02589783,1.13796306,1.16229418,0.12442857
-5.02151076,4.08723892,0.01121596,0.30586248,1.84088177,1.92197322,0.02575840,1.15078208,1.16480285,0.12463450
-5.01550775,4.09527078,0.01103669,0.29751505,1.83979532,1.92566229,0.02559061,1.16505555,1.16941924,0.12506362
-5.00950475,4.10877543,0.01080908,0.29004014,1.84243264,1.93117957,0.02540571,1.18104045,1.17647396,0.12575417
-5.00350175,4.12848774,0.01053925,0.28350272,1.84909757,1.93884509,0.02521472,1.19891965,1.18618604,0.12673511
-4.99749875,4.15487424,0.01023398,0.27793893,1.85991436,1.94888777,0.02502812,1.21878931,1.19864937,0.12802469
-4.99149575,4.18810775,0.00990042,0.27335512,1.87481622,1.96143696,0.02485530,1.24064893,1.21382358,0.12962934
-4.98549275,4.22805143,0.00954592,0.26972769,1.89354076,1.97651690,0.02470427,1.26439448,1.23152985,0.13154283
-4.97948974,4.27425370,0.00917773,0.26700379,1.91563307,1.99404478,0.02458124,1.28981524,1.25145214,0.13374588
-4.97348674,4.32595444,0.00880279,0.26510294,1.94045615,2.01383252,0.02449040,1.31659458,1.27314384,0.13620618
-4.96748374,4.38210299,0.00842755,0.26391949,1.96720874,2.03559233,0.02443370,1.34431491,1.29603990,0.13887888
-4.96148074,4.44138757,0.00805783,0.26332590,1.99494987,2.05894611,0.02441078,1.37246680,1.31947410,0.14170751
-4.95547774,4.50227535,0.00769864,0.26317679,2.02262919,2.08343827,0.02441900,1.40046210,1.34270066,0.14462540
-4.94947474,4.56306192,0.00735415,0.26331352,2.04912208,2.10855167,0.02445357,1.42765060,1.36491975,0.14755747
-4.94347174,4.62192827,0.00702763,0.26356937,2.07326800,2.13372596,0.02450776,1.45333982,1.38530553,0.15042241
-4.93746873,4.67700302,0.00672145,0.26377484,2.09391064,2.15837760,0.02457321,1.47681698,1.40303582,0.15313521
-4.93146573,4.72642744,0.00643713,0.26376322,2.10993822,2.18192071,0.02464037,1.49737249,1.41732199,0.15560976
-4.92546273,4.76842032,0.00617544,0.26337586,2.12032213,2.20378768,0.02469890,1.51432393,1.42743787,0.15776171
-4.91945973,4.80134004,0.00593643,0.26246725,2.12415260,2.22344873,0.02473820,1.52703943,1.43274642,0.15951123
-4.91345673,4.82374097,0.00571960,0.26090953,2.12066958,2.24042942,0.02474784,1.53495967,1.43272291,0.16078563
-4.90745373,4.83442187,0.00552400,0.25859632,2.10928796,2.25432536,0.02471806,1.53761734,1.42697376,0.16152186
-4.90145073,4.83246408,0.00534836,0.25544565,2.08961581,2.26481332,0.02464017,1.53465340,1.41525010,0.16166855
-4.89544772,4.81725805,0.00519121,0.25140202,2.06146531,2.27165850,0.02450692,1.52582945,1.39745566,0.16118771
-4.88944472,4.78851722,0.00505095,0.24643744,2.02485587,2.27471752,0.02431277,1.51103561,1.37364862,0.16005588
-4.88344172,4.74627893,0.00492600,0.24055135,1.98000964,2.27393728,0.02405407,1.49029380,1.34403751,0.15826484
-4.87743872,4.69089275,0.00481479,0.23376967,1.92733972,2.26934990,0.02372910,1.46375635,1.30897153,0.15582163
-4.87143572,4.62299727,0.00471588,0.22614284,1.86743200,2.26106412,0.02333813,1.43170000,1.26892579,0.15274814
-4.86543272,4.54348685,0.00462790,0.21774314,1.80102145,2.24925398,0.02288322,1.39451584,1.22448232,0.14908014
-4.85942971,4.45347039,0.00454965,0.20866124,1.72896432,2.23414551,0.02236809,1.35269560,1.17630786,0.14486583
-4.85342671,4.35422450,0.00447998,0.19900242,1.65220741,2.21600231,0.02179784,1.30681521,1.12512947,0.14016407
-4.84742371,4.24714357,0.00441788,0.18888242,1.57175604,2.19511091,0.02117862,1.25751621,1.07170918,0.13504225
-4.84142071,4.13368924,0.00436233,0.17842316,1.48864204,2.17176692,0.02051733,1.20548599,1.01681871,0.12957403
-4.83541771,4.01534172,0.00431237,0.16774868,1.40389311,2.14626258,0.01982129,1.15143777,0.96121550,0.12383700
-4.82941471,3.89355514,0.00426700,0.15698119,1.31850477,2.11887649,0.01909787,1.09609097,0.90562079,0.11791029
-4.82341171,3.76971853,0.00422517,0.14623764,1.23341575,2.08986581,0.01835426,1.04015292,0.85070072,0.11187238
-4.81740870,3.64512381,0.00418577,0.13562670,1.14948779,2.05946135,0.01759716,0.98430226,0.79705085,0.10579907
-4.81140570,3.52094164,0.00414763,0.12524645,1.06748991,2.02786542,0.01683268,0.92917479,0.74518464,0.09976170
-4.80540270,3.39820516,0.00410952,0.11518256,0.98808780,1.99525232,0.01606612,0.87535177,0.69552594,0.09382573
-4.79939970,3.27780160,0.00407017,0.10550722,0.91183786,1.96177113,0.01530197,0.82335112,0.64840544,0.08804956
-4.79339670,3.16047105,0.00402832,0.09627865,0.83918581,1.92755025,0.01454387,0.77362134,0.60406096,0.08248382
-4.78739370,3.04681128,0.00398275,0.08754114,0.77046939,1.89270310,0.01379468,0.72653808,0.56264104,0.07717091
-4.78139070,2.93728755,0.00393236,0.07932564,0.70592442,1.85733438,0.01305656,0.68240317,0.52421141,0.07214488
-4.77538769,2.83224587,0.00387620,0.07165066,0.64569353,1.82154618,0.01233107,0.64144578,0.48876377,0.06743158
-4.76938469,2.73192847,0.00381355,0.06452354,0.58983691,1.78544344,0.01161934,0.60382535,0.45622618,0.06304905
-4.76338169,2.63649001,0.00374401,0.05794195,0.53834417,1.74913826,0.01092217,0.56963586,0.42647451,0.05900809
-4.75737869,2.54601344,0.00366748,0.05189537,0.49114666,1.71275266,0.01024023,0.53891115,0.39934425,0.05531295
-4.75137569,2.46052463,0.00358429,0.04636673,0.44812971,1.67641968,0.00957410,0.51163094,0.37464222,0.05196209
-4.74537269,2.38000497,0.00349520,0.04133393,0.40914407,1.64028274,0.00892446,0.48772709,0.35215764,0.04894903
-4.73936968,2.30440152,0.00340141,0.03677126,0.37401638,1.60449337,0.00829209,0.46709006,0.33167224,0.04626313
-4.73336668,2.23363475,0.00330460,0.03265065,0.34255814,1.56920748,0.00767793,0.44957515,0.31296901,0.04389038
-4.72736368,2.16760368,0.00320689,0.02894283,0.31457321,1.53458073,0.00708313,0.43500856,0.29583961,0.04181410
-4.72136068,2.10618900,0.00311087,0.02561815,0.28986369,1.50076309,0.00650899,0.42319304,0.28009004,0.04001560
-4.71535768,2.04925432,0.00301949,0.02264735,0.26823423,1.46789337,0.00595695,0.41391321,0.26554490,0.03847476
-4.70935468,1.99664628,0.00293608,0.02000207,0.24949487,1.43609387,0.00542852,0.40694036,0.25205005,0.03717049
-4.70335168,1.94819392,0.00286423,0.01765521,0.23346270,1.40546576,0.00492523,0.40203692,0.23947387,0.03608117
-4.69734867,1.90370785,0.00280773,0.01558120,0.21996230,1.37608536,0.00444855,0.39896055,0.22770740,0.03518496
-4.69134567,1.86297971,0.00277048,0.01375607,0.20882546,1.34800170,0.00399981,0.39746779,0.21666331,0.03446011
-4.68534267,1.82578212,0.00275637,0.01215750,0.19989027,1.32123534,0.00358015,0.39731748,0.20627417,0.03388517
-4.67933967,1.79186944,0.00276921,0.01076477,0.19299972,1.29577857,0.00319045,0.39827378,0.19649004,0.03343917
-4.67333667,1.76097933,0.00281254,0.00955870,0.18800019,1.27159684,0.00283129,0.40010888,0.18727572,0.03310183
-4.66733367,1.73283518,0.00288958,0.00852151,0.18473985,1.24863130,0.00250293,0.40260535,0.17860769,0.03285361
-4.66133067,1.70714904,0.00300306,0.00763674,0.18306720,1.22680211,0.00220527,0.40555822,0.17047113,0.03267591
-4.65532766,1.68362510,0.00315511,0.00688908,0.18282970,1.20601231,0.00193786,0.40877652,0.16285694,0.03255112
-4.64932466,1.66196319,0.00334715,0.00626429,0.18387280,1.18615184,0.00169995,0.41208458,0.15575896,0.03246271
-4.64332166,1.64186218,0.00357976,0.00574912,0.18603922,1.16710149,0.00149046,0.41532274,0.14917157,0.03239531
