energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.48516473,0.00209985,0.01345762,0.19836726,0.00000000,0.26047939,0.00000000,0.17018668,0.05051135
-5.99399700,0.48796216,0.00239004,0.01279894,0.19467469,0.00000000,0.26388674,0.00000000,0.16840586,0.05009453
-5.98799400,0.49300957,0.00273553,0.01230395,0.19204074,0.00000000,0.26823036,0.00000000,0.16797430,0.04993279
-5.98199100,0.49995555,0.00314609,0.01196947,0.19036532,0.00000000,0.27326139,0.00000000,0.16876096,0.05000483
-5.97598799,0.50844651,0.00363352,0.01179293,0.18953930,0.00000000,0.27872582,0.00000000,0.17063793,0.05028886
-5.96998499,0.51814551,0.00421186,0.01177310,0.18945125,0.00000000,0.28437452,0.00000000,0.17348867,0.05076431
-5.96398199,0.52875054,0.00489740,0.01191078,0.18999408,0.00000000,0.28997335,0.00000000,0.17721575,0.05141351
-5.95797899,0.54001171,0.00570881,0.01220943,0.19107134,0.00000000,0.29531256,0.00000000,0.18174777,0.05222333
-5.95197599,0.55174621,0.00666700,0.01267562,0.19260289,0.00000000,0.30021541,0.00000000,0.18704517,0.05318657
-5.94597299,0.56385062,0.00779503,0.01331942,0.19452954,0.00000000,0.30454540,0.00000000,0.19310459,0.05430316
-5.93996998,0.57630959,0.00911776,0.01415456,0.19681666,0.00000000,0.30821190,0.00000000,0.19996153,0.05558092
-5.93396698,0.58920043,0.01066143,0.01519844,0.19945623,0.00000000,0.31117397,0.00000000,0.20769124,0.05703598
-5.92796398,0.60269325,0.01245310,0.01647191,0.20246753,0.00000000,0.31344192,0.00000000,0.21640748,0.05869272
-5.92196098,0.61704620,0.01451988,0.01799888,0.20589617,0.00000000,0.31507683,0.00000000,0.22625928,0.06058320
-5.91595798,0.63259599,0.01688803,0.01980565,0.20981153,0.00000000,0.31618773,0.00000000,0.23742567,0.06274609
-5.90995498,0.64974379,0.01958191,0.02192012,0.21430273,0.00000000,0.31692664,0.00000000,0.25010838,0.06522513
-5.90395198,0.66893695,0.02262282,0.02437072,0.21947330,0.00000000,0.31748170,0.00000000,0.26452283,0.06806710
-5.89794897,0.69064712,0.02602773,0.02718524,0.22543474,0.00000000,0.31806859,0.00000000,0.28088772,0.07131943
-5.89194597,0.71534582,0.02980797,0.03038955,0.23229932,0.00000000,0.31892059,0.00000000,0.29941353,0.07502758
-5.88594297,0.74347837,0.03396796,0.03400619,0.24017240,0.00000000,0.32027784,0.00000000,0.32029043,0.07923209
-5.87993997,0.77543737,0.03850396,0.03805299,0.24914489,0.00000000,0.32237611,0.00000000,0.34367622,0.08396577
-5.87393697,0.81153709,0.04340301,0.04254175,0.25928589,0.00000000,0.32543577,0.00000000,0.36968475,0.08925081
-5.86793397,0.85198997,0.04864201,0.04747703,0.27063632,0.00000000,0.32965131,0.00000000,0.39837552,0.09509623
-5.86193097,0.89688654,0.05418720,0.05285510,0.28320357,0.00000000,0.33518199,0.00000000,0.42974504,0.10149570
-5.85592796,0.94617987,0.05999384,0.05866322,0.29695772,0.00000000,0.34214407,0.00000000,0.46372040,0.10842581
-5.84992496,0.99967551,0.06600638,0.06487919,0.31182949,0.00000000,0.35060490,0.00000000,0.50015558,0.11584506
-5.84392196,1.05702760,0.07215902,0.07147125,0.32771007,0.00000000,0.36057917,0.00000000,0.53883084,0.12369346
-5.83791896,1.11774161,0.07837673,0.07839844,0.34445294,0.00000000,0.37202758,0.00000000,0.57945527,0.13189303
-5.83191596,1.18118375,0.08457673,0.08561125,0.36187757,0.00000000,0.38485778,0.00000000,0.62167271,0.14034894
-5.82591296,1.24659685,0.09067037,0.09305281,0.37977487,0.00000000,0.39892768,0.00000000,0.66507061,0.14895158
-5.81990995,1.31312195,0.09656537,0.10066025,0.39791415,0.00000000,0.41405080,0.00000000,0.70919178,0.15757924
-5.81390695,1.37982482,0.10216834,0.10836648,0.41605113,0.00000000,0.43000349,0.00000000,0.75354824,0.16610146
-5.80790395,1.44572611,0.10738757,0.11610208,0.43393675,0.00000000,0.44653346,0.00000000,0.79763669,0.17438282
-5.80190095,1.50983359,0.11213577,0.12379734,0.45132603,0.00000000,0.46336928,0.00000000,0.84095470,0.18228708
-5.79589795,1.57117506,0.11633286,0.13138428,0.46798677,0.00000000,0.48023034,0.00000000,0.88301678,0.18968146
-5.78989495,1.62883008,0.11990859,0.13879846,0.48370738,0.00000000,0.49683665,0.00000000,0.92336947,0.19644080
-5.78389195,1.68195910,0.12280477,0.14598064,0.49830355,0.00000000,0.51291807,0.00000000,0.96160453,0.20245150
-5.77788894,1.72982841,0.12497720,0.15287804,0.51162324,0.00000000,0.52822249,0.00000000,0.99736959,0.20761505
-5.77188594,1.77182973,0.12639705,0.15944518,0.52354988,0.00000000,0.54252256,0.00000000,1.03037553,0.21185086
-5.76588294,1.80749362,0.12705162,0.16564422,0.53400350,0.00000000,0.55562073,0.00000000,1.06040034,0.21509841
-5.75987994,1.83649602,0.12694457,0.17144486,0.54293983,0.00000000,0.56735239,0.00000000,1.08728912,0.21731862
-5.75387694,1.85865796,0.12609550,0.17682369,0.55034750,0.00000000,0.57758707,0.00000000,1.11095042,0.21849420
-5.74787394,1.87393875,0.12453888,0.18176317,0.55624346,0.00000000,0.58622783,0.00000000,1.13134929,0.21862934
-5.74187094,1.88242319,0.12232256,0.18625020,0.56066722,0.00000000,0.59320902,0.00000000,1.14849744,0.21774838
-5.73586793,1.88430405,0.11950568,0.19027457,0.56367399,0.00000000,0.59849261,0.00000000,1.16244143,0.21589389
-5.72986493,1.87986096,0.11615636,0.19382721,0.56532757,0.00000000,0.60206365,0.00000000,1.17324974,0.21312416
-5.72386193,1.86943738,0.11234912,0.19689857,0.56569329,0.00000000,0.60392512,0.00000000,1.18099966,0.20951014
-5.71785893,1.85341703,0.10816217,0.19947716,0.56483152,0.00000000,0.60409266,0.00000000,1.18576508,0.20513227
-5.71185593,1.83220144,0.10367482,0.20154843,0.56279232,0.00000000,0.60258973,0.00000000,1.18760600,0.20007716
-5.70585293,1.80618991,0.09896498,0.20309415,0.55961148,0.00000000,0.59944330,0.00000000,1.18656059,0.19443436
-5.69984992,1.77576308,0.09410697,0.20409219,0.55530823,0.00000000,0.59468070,0.00000000,1.18264041,0.18829342
-5.69384692,1.74127095,0.08916967,0.20451696,0.54988484,0.00000000,0.58832757,0.00000000,1.17582913,0.18174130
-5.68784392,1.70302567,0.08421507,0.20434036,0.54332799,0.00000000,0.58040721,0.00000000,1.16608469,0.17486032
-5.68184092,1.66129945,0.07929729,0.20353322,0.53561186,0.00000000,0.57094118,0.00000000,1.15334499,0.16772655
-5.67583792,1.61632708,0.07446203,0.20206716,0.52670273,0.00000000,0.55995111,0.00000000,1.13753637,0.16040887
-5.66983492,1.56831258,0.06974650,0.19991679,0.51656457,0.00000000,0.54746149,0.00000000,1.11858441,0.15296848
-5.66383192,1.51743903,0.06517964,0.19706192,0.50516543,0.00000000,0.53350313,0.00000000,1.09642614,0.14545898
-5.65782891,1.46388064,0.06078281,0.19348994,0.49248396,0.00000000,0.51811697,0.00000000,1.07102275,0.13792681
-5.65182591,1.40781566,0.05657057,0.18919784,0.47851576,0.00000000,0.50135788,0.00000000,1.04237185,0.13041201
-5.64582291,1.34943922,0.05255181,0.18419400,0.46327899,0.00000000,0.48329811,0.00000000,1.01051837,0.12294926
-5.63981991,1.28897475,0.04873083,0.17849953,0.44681892,0.00000000,0.46402996,0.00000000,0.97556318,0.11556896
-5.63381691,1.22668321,0.04510849,0.17214893,0.42921112,0.00000000,0.44366758,0.00000000,0.93766906,0.10829830
-5.62781391,1.16286932,0.04168337,0.16519030,0.41056307,0.00000000,0.42234763,0.00000000,0.89706323,0.10116234
-5.62181091,1.09788438,0.03845272,0.15768471,0.39101405,0.00000000,0.40022860,0.00000000,0.85403653,0.09418481
-5.61580790,1.03212539,0.03541331,0.14970511,0.37073341,0.00000000,0.37748897,0.00000000,0.80893912,0.08738883
-5.60980490,0.96603064,0.03256213,0.14133461,0.34991726,0.00000000,0.35432416,0.00000000,0.76217302,0.08079722
-5.60380190,0.90007212,0.02989683,0.13266422,0.32878379,0.00000000,0.33094247,0.00000000,0.71418192,0.07443279
-5.59779890,0.83474520,0.02741606,0.12379038,0.30756754,0.00000000,0.30756018,0.00000000,0.66543886,0.06831817
-5.59179590,0.77055628,0.02511953,0.11481215,0.28651284,0.00000000,0.28439621,0.00000000,0.61643260,0.06247562
-5.58579290,0.70800928,0.02300797,0.10582838,0.26586684,0.00000000,0.26166641,0.00000000,0.56765324,0.05692657
-5.57978989,0.64759169,0.02108296,0.09693500,0.24587247,0.00000000,0.23957803,0.00000000,0.51957810,0.05169110
-5.57378689,0.58976095,0.01934664,0.08822239,0.22676155,0.00000000,0.21832437,0.00000000,0.47265840,0.04678733
-5.56778389,0.53493199,0.01780134,0.07977319,0.20874845,0.00000000,0.19808007,0.00000000,0.42730739,0.04223083
-5.56178089,0.48346629,0.01644915,0.07166044,0.19202444,0.00000000,0.17899715,0.00000000,0.38389056,0.03803407
-5.55577789,0.43566317,0.01529155,0.06394617,0.17675292,0.00000000,0.16120186,0.00000000,0.34271800,0.03420589
-5.54977489,0.39175338,0.01432898,0.05668055,0.16306571,0.00000000,0.14479256,0.00000000,0.30403944,0.03075115
-5.54377189,0.35189520,0.01356044,0.04990144,0.15106035,0.00000000,0.12983858,0.00000000,0.26804168,0.02767043
-5.53776888,0.31617308,0.01298318,0.04363447,0.14079845,0.00000000,0.11638000,0.00000000,0.23484857,0.02495995
-5.53176588,0.28459860,0.01259243,0.03789352,0.13230514,0.00000000,0.10442834,0.00000000,0.20452310,0.02261153
-5.52576288,0.25711357,0.01238118,0.03268157,0.12556943,0.00000000,0.09396807,0.00000000,0.17707154,0.02061273
-5.51975988,0.23359496,0.01234007,0.02799176,0.12054547,0.00000000,0.08495874,0.00000000,0.15244894,0.01894712
-5.51375688,0.21386130,0.01245732,0.02380880,0.11715455,0.00000000,0.07733762,0.00000000,0.13056587,0.01759461
-5.50775388,0.19768026,0.01271877,0.02011035,0.11528788,0.00000000,0.07102279,0.00000000,0.11129586,0.01653191
-5.50175088,0.18477692,0.01310804,0.01686855,0.11480982,0.00000000,0.06591642,0.00000000,0.09448311,0.01573301
-5.49574787,0.17484265,0.01360662,0.01405151,0.11556167,0.00000000,0.06190822,0.00000000,0.07995024,0.01516972
-5.48974487,0.16754409,0.01419425,0.01162468,0.11736588,0.00000000,0.05887890,0.00000000,0.06750565,0.01481230
-5.48374187,0.16253210,0.01484921,0.00955219,0.12003048,0.00000000,0.05670362,0.00000000,0.05695038,0.01463002
-5.47773887,0.15945058,0.01554870,0.00779797,0.12335383,0.00000000,0.05525522,0.00000000,0.04808418,0.01459181
-5.47173587,0.15794477,0.01626934,0.00632674,0.12712942,0.00000000,0.05440741,0.00000000,0.04071081,0.01466682
-5.46573287,0.15766917,0.01698768,0.00510478,0.13115080,0.00000000,0.05403762,0.00000000,0.03464236,0.01482505
-5.45972986,0.15829482,0.01768068,0.00410059,0.13521644,0.00000000,0.05402971,0.00000000,0.02970280,0.01503788
-5.45372686,0.15951589,0.01832628,0.00328534,0.13913439,0.00000000,0.05427635,0.00000000,0.02573058,0.01527864
-5.44772386,0.16105556,0.01890392,0.00263318,0.14272676,0.00000000,0.05468116,0.00000000,0.02258049,0.01552302
-5.44172086,0.16267113,0.01939504,0.00212144,0.14583376,0.00000000,0.05516055,0.00000000,0.02012488,0.01574960
-5.43571786,0.16415823,0.01978355,0.00173068,0.14831730,0.00000000,0.05564522,0.00000000,0.01825422,0.01594010
-5.42971486,0.16535414,0.02005621,0.00144471,0.15006391,0.00000000,0.05608139,0.00000000,0.01687720,0.01607976
-5.42371186,0.16614016,0.02020293,0.00125047,0.15098705,0.00000000,0.05643169,0.00000000,0.01592047,0.01615753
-5.41770885,0.16644296,0.02021698,0.00113793,0.15102863,0.00000000,0.05667562,0.00000000,0.01532798,0.01616615
-5.41170585,0.16623490,0.02009512,0.00109992,0.15015958,0.00000000,0.05680971,0.00000000,0.01506021,0.01610225
-5.40570285,0.16553328,0.01983757,0.00113191,0.14837973,0.00000000,0.05684732,0.00000000,0.01509305,0.01596621
-5.39969985,0.16439853,0.01944791,0.00123179,0.14571671,0.00000000,0.05681797,0.00000000,0.01541669,0.01576209
-5.39369685,0.16293131,0.01893285,0.00139970,0.14222406,0.00000000,0.05676638,0.00000000,0.01603427,0.01549727
-5.38769385,0.16126868,0.01830191,0.00163769,0.13797866,0.00000000,0.05675100,0.00000000,0.01696047,0.01518223
-5.38169085,0.15957924,0.01756704,0.00194955,0.13307739,0.00000000,0.05684231,0.00000000,0.01821995,0.01483004
-5.37568784,0.15805746,0.01674215,0.00234047,0.12763344,0.00000000,0.05712062,0.00000000,0.01984574,0.01445591
-5.36968484,0.15691720,0.01584256,0.00281676,0.12177210,0.00000000,0.05767366,0.00000000,0.02187740,0.01407668
-5.36368184,0.15638470,0.01488456,0.00338554,0.11562645,0.00000000,0.05859381,0.00000000,0.02435916,0.01371019
-5.35767884,0.15669101,0.01388483,0.00405437,0.10933294,0.00000000,0.05997512,0.00000000,0.02733785,0.01337472
-5.35167584,0.15806420,0.01285992,0.00483087,0.10302712,0.00000000,0.06191013,0.00000000,0.03086074,0.01308835
-5.34567284,0.16072141,0.01182585,0.00572233,0.09683958,0.00000000,0.06448660,0.00000000,0.03497330,0.01286840
-5.33966983,0.16486103,0.01079766,0.00673528,0.09089232,0.00000000,0.06778423,0.00000000,0.03971686,0.01273083
-5.33366683,0.17065522,0.00978910,0.00787509,0.08529560,0.00000000,0.07187138,0.00000000,0.04512632,0.01268969
-5.32766383,0.17824293,0.00881238,0.00914549,0.08014531,0.00000000,0.07680204,0.00000000,0.05122786,0.01275672
-5.32166083,0.18772376,0.00787796,0.01054821,0.07552105,0.00000000,0.08261305,0.00000000,0.05803685,0.01294085
-5.31565783,0.19915279,0.00699452,0.01208259,0.07148482,0.00000000,0.08932170,0.00000000,0.06555598,0.01324798
-5.30965483,0.21253672,0.00616889,0.01374529,0.06808039,0.00000000,0.09692392,0.00000000,0.07377377,0.01368067
-5.30365183,0.22783142,0.00540617,0.01553003,0.06533329,0.00000000,0.10539299,0.00000000,0.08266350,0.01423808
-5.29764882,0.24494123,0.00470981,0.01742751,0.06325150,0.00000000,0.11467911,0.00000000,0.09218276,0.01491595
-5.29164582,0.26371996,0.00408179,0.01942535,0.06182661,0.00000000,0.12470974,0.00000000,0.10227355,0.01570668
-5.28564282,0.28397392,0.00352287,0.02150829,0.06103554,0.00000000,0.13539081,0.00000000,0.11286322,0.01659958
-5.27963982,0.30546681,0.00303280,0.02365839,0.06084268,0.00000000,0.14660888,0.00000000,0.12386608,0.01758120
-5.27363682,0.32792650,0.00261057,0.02585552,0.06120238,0.00000000,0.15823420,0.00000000,0.13518578,0.01863577
