energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.84128292,0.00549962,0.05148451,0.45045081,0.00000000,0.31157434,0.13907503,0.57964063,0.00000000
-5.99399700,0.85851223,0.00574811,0.05318138,0.45389038,0.00000000,0.31672926,0.14325033,0.59181382,0.00000000
-5.98799400,0.87379335,0.00601798,0.05466154,0.45700673,0.00000000,0.32124922,0.14694268,0.60259761,0.00000000
-5.98199100,0.88652914,0.00630206,0.05589148,0.45946934,0.00000000,0.32494489,0.15005422,0.61158746,0.00000000
-5.97598799,0.89621072,0.00659356,0.05684245,0.46100177,0.00000000,0.32766336,0.15249990,0.61843992,0.00000000
-5.96998499,0.90243040,0.00688629,0.05749121,0.46138840,0.00000000,0.32929220,0.15420971,0.62288149,0.00000000
-5.96398199,0.90489132,0.00717480,0.05782068,0.46047882,0.00000000,0.32976213,0.15513049,0.62471513,0.00000000
-5.95797899,0.90341345,0.00745457,0.05782040,0.45818988,0.00000000,0.32904812,0.15522730,0.62382432,0.00000000
-5.95197599,0.89793594,0.00772214,0.05748680,0.45450542,0.00000000,0.32716892,0.15448422,0.62017465,0.00000000
-5.94597299,0.88851594,0.00797523,0.05682332,0.44947381,0.00000000,0.32418519,0.15290462,0.61381287,0.00000000
-5.93996998,0.87532385,0.00821276,0.05584028,0.44320355,0.00000000,0.32019611,0.15051090,0.60486364,0.00000000
-5.93396698,0.85863550,0.00843495,0.05455466,0.43585705,0.00000000,0.31533492,0.14734370,0.59352402,0.00000000
-5.92796398,0.83882154,0.00864325,0.05298959,0.42764303,0.00000000,0.30976336,0.14346068,0.58005611,0.00000000
-5.92196098,0.81633443,0.00884033,0.05117381,0.41880776,0.00000000,0.30366529,0.13893481,0.56477805,0.00000000
-5.91595798,0.79169378,0.00902995,0.04914095,0.40962554,0.00000000,0.29723978,0.13385237,0.54805388,0.00000000
-5.90995498,0.76547042,0.00921687,0.04692871,0.40038886,0.00000000,0.29069396,0.12831065,0.53028253,0.00000000
-5.90395198,0.73826998,0.00940672,0.04457800,0.39139848,0.00000000,0.28423581,0.12241547,0.51188643,0.00000000
-5.89794897,0.71071653,0.00960578,0.04213203,0.38295395,0.00000000,0.27806724,0.11627866,0.49330020,0.00000000
-5.89194597,0.68343678,0.00982086,0.03963542,0.37534474,0.00000000,0.27237776,0.11001549,0.47495981,0.00000000
-5.88594297,0.65704561,0.01005911,0.03713332,0.36884239,0.00000000,0.26733881,0.10374223,0.45729249,0.00000000
-5.87993997,0.63213308,0.01032791,0.03467058,0.36369389,0.00000000,0.26309915,0.09757383,0.44070784,0.00000000
-5.87393697,0.60925352,0.01063466,0.03229101,0.36011640,0.00000000,0.25978134,0.09162190,0.42559024,0.00000000
-5.86793397,0.58891678,0.01098678,0.03003669,0.35829347,0.00000000,0.25747938,0.08599286,0.41229283,0.00000000
-5.86193097,0.57158180,0.01139156,0.02794744,0.35837276,0.00000000,0.25625772,0.08078652,0.40113302,0.00000000
-5.85592796,0.55765243,0.01185615,0.02606029,0.36046523,0.00000000,0.25615138,0.07609483,0.39238963,0.00000000
-5.84992496,0.54747540,0.01238756,0.02440914,0.36464561,0.00000000,0.25716734,0.07200103,0.38630143,0.00000000
-5.84392196,0.54134012,0.01299268,0.02302446,0.37095406,0.00000000,0.25928695,0.06857903,0.38306693,0.00000000
-5.83791896,0.53947991,0.01367828,0.02193303,0.37939866,0.00000000,0.26246912,0.06589300,0.38284522,0.00000000
-5.83191596,0.54207440,0.01445107,0.02115779,0.38995858,0.00000000,0.26665432,0.06399720,0.38575751,0.00000000
-5.82591296,0.54925239,0.01531773,0.02071770,0.40258758,0.00000000,0.27176884,0.06293588,0.39188908,0.00000000
-5.81990995,0.56109494,0.01628487,0.02062765,0.41721758,0.00000000,0.27772929,0.06274329,0.40129130,0.00000000
-5.81390695,0.57763813,0.01735900,0.02089832,0.43376200,0.00000000,0.28444711,0.06344369,0.41398350,0.00000000
-5.80790395,0.59887521,0.01854648,0.02153612,0.45211881,0.00000000,0.29183263,0.06505130,0.42995439,0.00000000
-5.80190095,0.62475780,0.01985331,0.02254305,0.47217288,0.00000000,0.29979886,0.06757029,0.44916290,0.00000000
-5.79589795,0.65519620,0.02128493,0.02391661,0.49379789,0.00000000,0.30826451,0.07099459,0.47153838,0.00000000
-5.78989495,0.69005854,0.02284595,0.02564964,0.51685750,0.00000000,0.31715639,0.07530764,0.49698016,0.00000000
-5.78389195,0.72916918,0.02453977,0.02773025,0.54120603,0.00000000,0.32641111,0.08048221,0.52535653,0.00000000
-5.77788894,0.77230648,0.02636824,0.03014168,0.56668876,0.00000000,0.33597594,0.08647998,0.55650349,0.00000000
-5.77188594,0.81920035,0.02833116,0.03286227,0.59314202,0.00000000,0.34580920,0.09325139,0.59022335,0.00000000
-5.76588294,0.86953011,0.03042586,0.03586547,0.62039334,0.00000000,0.35587989,0.10073536,0.62628365,0.00000000
-5.75987994,0.92292318,0.03264679,0.03911989,0.64826194,0.00000000,0.36616716,0.10885934,0.66441673,0.00000000
-5.75387694,0.97895501,0.03498509,0.04258957,0.67655970,0.00000000,0.37665933,0.11753952,0.70432029,0.00000000
-5.74787394,1.03715096,0.03742825,0.04623423,0.70509305,0.00000000,0.38735292,0.12668133,0.74565924,0.00000000
-5.74187094,1.09699040,0.03995992,0.05000977,0.73366568,0.00000000,0.39825178,0.13618028,0.78806921,0.00000000
-5.73586793,1.15791338,0.04255977,0.05386892,0.76208238,0.00000000,0.40936635,0.14592330,0.83116181,0.00000000
-5.72986493,1.21933000,0.04520351,0.05776195,0.79015392,0.00000000,0.42071322,0.15579039,0.87453175,0.00000000
-5.72386193,1.28063251,0.04786312,0.06163765,0.81770292,0.00000000,0.43231512,0.16565672,0.91776575,0.00000000
-5.71785893,1.34120993,0.05050718,0.06544434,0.84457052,0.00000000,0.44420118,0.17539520,0.96045314,0.00000000
-5.71185593,1.40046463,0.05310141,0.06913106,0.87062368,0.00000000,0.45640761,0.18487925,1.00219765,0.00000000
-5.70585293,1.45783050,0.05560937,0.07264876,0.89576259,0.00000000,0.46897860,0.19398601,1.04263020,0.00000000
-5.69984992,1.51279184,0.05799326,0.07595161,0.91992805,0.00000000,0.48196745,0.20259953,1.08142193,0.00000000
-5.69384692,1.56490210,0.06021486,0.07899819,0.94310817,0.00000000,0.49543766,0.21061415,1.11829695,0.00000000
-5.68784392,1.61380157,0.06223660,0.08175271,0.96534415,0.00000000,0.50946398,0.21793767,1.15304423,0.00000000
