energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-5.81990995,7.50418583,0.56394915,5.43837708,0.02294339,0.12429661,0.77222253,0.38207002,0.20261976,0.96801029
-5.81390695,7.68094475,0.54587764,5.64187675,0.02394532,0.12062874,0.74376797,0.38305416,0.20438151,0.95481343
-5.80790395,7.84233408,0.52938472,5.82747048,0.02527251,0.11733933,0.71809384,0.38456165,0.20588115,0.94189381
-5.80190095,7.98485229,0.51445796,5.99170034,0.02687720,0.11445225,0.69535224,0.38651980,0.20710862,0.92927871
-5.79589795,8.10509414,0.50103075,6.13133711,0.02871068,0.11197774,0.67560379,0.38883430,0.20804931,0.91694381
-5.78989495,8.19984357,0.48898835,6.24346940,0.03072331,0.10991184,0.65881553,0.39138967,0.20868388,0.90481625
-5.78389195,8.26616728,0.47817496,6.32558853,0.03286463,0.10823628,0.64486214,0.39405078,0.20898854,0.89277936
-5.77788894,8.30150472,0.46840163,6.37566534,0.03508357,0.10691899,0.63353051,0.39666523,0.20893553,0.88067902
-5.77188594,8.30375096,0.45945467,6.39221536,0.03732877,0.10591516,0.62452751,0.39906666,0.20849395,0.86833138
-5.76588294,8.27132822,0.45110439,6.37434912,0.03954911,0.10516876,0.61749075,0.40107895,0.20763081,0.85553152
-5.75987994,8.20324327,0.44311369,6.32180517,0.04169432,0.10461462,0.61200193,0.40252107,0.20631241,0.84206290
-5.75387694,8.09912778,0.43524659,6.23496395,0.04371573,0.10418081,0.60760218,0.40321254,0.20450578,0.82770715
-5.74787394,7.95925996,0.42727607,6.11484183,0.04556714,0.10379134,0.60380888,0.40297922,0.20218035,0.81225386
-5.74187094,7.78456635,0.41899144,5.96306523,0.04720575,0.10336900,0.60013317,0.40165913,0.19930960,0.79551005
-5.73586793,7.57660395,0.41020468,5.78182602,0.04859313,0.10283826,0.59609749,0.39910826,0.19587274,0.77730895
-5.72986493,7.33752321,0.40075588,5.57381998,0.04969612,0.10212805,0.59125241,0.39520587,0.19185624,0.75751774
-5.72386193,7.07001377,0.39051748,5.34217102,0.05048766,0.10117438,0.58519203,0.38985920,0.18725522,0.73604403
-5.71785893,6.77723511,0.37939738,5.09034444,0.05094751,0.09992255,0.57756738,0.38300726,0.18207453,0.71284082
-5.71185593,6.46273524,0.36734073,4.82205289,0.05106280,0.09832902,0.56809727,0.37462363,0.17632953,0.68790969
-5.70585293,6.13036066,0.35433043,4.54115885,0.05082833,0.09636278,0.55657615,0.36471797,0.17004654,0.66130224
-5.69984992,5.78416117,0.34038650,4.25157760,0.05024669,0.09400615,0.54287888,0.35333638,0.16326280,0.63311960
-5.69384692,5.42829337,0.32556418,3.95718436,0.04932807,0.09125505,0.52696215,0.34056031,0.15602606,0.60351023
-5.68784392,5.06692617,0.30995104,3.66172883,0.04808988,0.08811875,0.50886272,0.32650429,0.14839377,0.57266594
-5.68184092,4.70415173,0.29366317,3.36876002,0.04655615,0.08461902,0.48869264,0.31131251,0.14043187,0.54081648
-5.67583792,4.34390469,0.27684073,3.08156353,0.04475662,0.08078899,0.46663194,0.29515436,0.13221326,0.50822283
-5.66983492,3.98989203,0.25964286,2.80311267,0.04272584,0.07667143,0.44291898,0.27821923,0.12381597,0.47516966
-5.66383192,3.64553529,0.24224245,2.53603429,0.04050197,0.07231695,0.41783931,0.26071069,0.11532122,0.44195717
-5.65782891,3.31392638,0.22482076,2.28258924,0.03812564,0.06778188,0.39171341,0.24284048,0.10681130,0.40889269
-5.65182591,2.99779742,0.20756220,2.04466695,0.03563872,0.06312611,0.36488406,0.22482243,0.09836756,0.37628251
-5.64582291,2.69950442,0.19064953,1.82379278,0.03308319,0.05841104,0.33770382,0.20686660,0.09006837,0.34442419
-5.63981991,2.42102417,0.17425947,1.62114659,0.03050000,0.05369749,0.31052326,0.18917401,0.08198738,0.31359961
-5.63381691,2.16396303,0.15855913,1.43759035,0.02792820,0.04904397,0.28368030,0.17193189,0.07419189,0.28406915
-5.62781391,1.92957594,0.14370302,1.27370253,0.02540405,0.04450514,0.25749118,0.15530996,0.06674170,0.25606708
-5.62181091,1.71879361,0.12983105,1.12981680,0.02296050,0.04013052,0.23224318,0.13945751,0.05968817,0.22979825
-5.61580790,1.53225571,0.11706719,1.00606255,0.02062674,0.03596371,0.20818935,0.12450157,0.05307367,0.20543625
-5.60980490,1.37034760,0.10551901,0.90240504,0.01842798,0.03204175,0.18554521,0.11054600,0.04693151,0.18312282
-5.60380190,1.23323834,0.09527789,0.81868281,0.01638545,0.02839498,0.16448743,0.09767164,0.04128607,0.16296856
-5.59779890,1.12091761,0.08641978,0.75464065,0.01451657,0.02504711,0.14515434,0.08593726,0.03615333,0.14505471
-5.59179590,1.03322963,0.07900650,0.70995661,0.01283523,0.02201559,0.12764799,0.07538121,0.03154172,0.12943578
-5.58579290,0.96990224,0.07308725,0.68426188,0.01135227,0.01931224,0.11203747,0.06602372,0.02745307,0.11614284
-5.57978989,0.93056979,0.06870037,0.67715288,0.01007594,0.01694395,0.09836330,0.05786964,0.02388376,0.10518722
-5.57378689,0.91478896,0.06587498,0.68819548,0.00901252,0.01491360,0.08664240,0.05091129,0.02082604,0.09656429
-5.56778389,0.92204701,0.06463264,0.71692141,0.00816685,0.01322095,0.07687341,0.04513155,0.01826921,0.09025720
-5.56178089,0.95176254,0.06498857,0.76281769,0.00754295,0.01186358,0.06904200,0.04050676,0.01620084,0.08624032
-5.55577789,1.00327917,0.06695265,0.82531007,0.00714447,0.01083773,0.06312596,0.03700943,0.01460794,0.08448211
-5.54977489,1.07585332,0.07052995,0.90374200,0.00697512,0.01013906,0.05909970,0.03461063,0.01347783,0.08494750
-5.54377189,1.16863720,0.07572080,0.99735084,0.00703900,0.00976334,0.05693812,0.03328193,0.01279895,0.08759944
-5.53776888,1.28065896,0.08252044,1.10524321,0.00734074,0.00970689,0.05661964,0.03299686,0.01256140,0.09239984
-5.53176588,1.41080182,0.09091822,1.22637155,0.00788557,0.00996695,0.05812827,0.03373185,0.01275724,0.09930965
-5.52576288,1.55778428,0.10089649,1.35951402,0.00867919,0.01054179,0.06145480,0.03546663,0.01338056,0.10828833
-5.51975988,1.72014352,0.11242922,1.50325954,0.00972755,0.01143072,0.06659705,0.03818417,0.01442732,0.11929274
-5.51375688,1.89622405,0.12548043,1.65599995,0.01103645,0.01263396,0.07355929,0.04187010,0.01589499,0.13227559
-5.50775388,2.08417321,0.14000272,1.81593048,0.01261106,0.01415226,0.08235093,0.04651185,0.01778196,0.14718350
-5.50175088,2.28194525,0.15593575,1.98105971,0.01445535,0.01598656,0.09298462,0.05209736,0.02008689,0.16395506
-5.49574787,2.48731468,0.17320517,2.14922954,0.01657139,0.01813750,0.10547398,0.05861374,0.02280789,0.18251889
-5.48974487,2.69789965,0.19172177,2.31814517,0.01895878,0.02060490,0.11983112,0.06604572,0.02594168,0.20279194
-5.48374187,2.91119521,0.21138128,2.48541448,0.02161390,0.02338722,0.13606408,0.07437421,0.02948274,0.22467826
-5.47773887,3.12461585,0.23206466,2.64859584,0.02452938,0.02648112,0.15417450,0.08357499,0.03342259,0.24806824
-5.47173587,3.33554609,0.25363918,2.80525250,0.02769357,0.02988105,0.17415564,0.09361757,0.03774907,0.27283869
-5.46573287,3.54139754,0.27596005,2.95301184,0.03109015,0.03357891,0.19599077,0.10446448,0.04244591,0.29885351
-5.45972986,3.73967008,0.29887292,3.08962674,0.03469799,0.03756390,0.21965227,0.11607086,0.04749239,0.32596528
-5.45372686,3.92801493,0.32221687,3.21303663,0.03849107,0.04182251,0.24510123,0.12838451,0.05286331,0.35401754
-5.44772386,4.10429658,0.34582804,3.32142558,0.04243874,0.04633857,0.27228767,0.14134639,0.05852916,0.38284781
-5.44172086,4.26665110,0.36954355,3.41327461,0.04650608,0.05109355,0.30115135,0.15489155,0.06445653,0.41229111
-5.43571786,4.41353777,0.39320574,3.48740606,0.05065458,0.05606694,0.33162288,0.16895034,0.07060874,0.44218384
-5.42971486,4.54378178,0.41666635,3.54301774,0.05484292,0.06123667,0.36362509,0.18344999,0.07694667,0.47236776
-5.42371186,4.65660562,0.43979042,3.57970540,0.05902795,0.06657973,0.39707439,0.19831628,0.08342971,0.50269384
-5.41770885,4.75164751,0.46245980,3.59747243,0.06316576,0.07207266,0.43188184,0.21347531,0.09001675,0.53302565
-5.41170585,4.82896575,0.48457578,3.59672636,0.06721286,0.07769211,0.46795374,0.22885508,0.09666724,0.56324199
-5.40570285,4.88902835,0.50606097,3.57826224,0.07112725,0.08341529,0.50519147,0.24438688,0.10334208,0.59323863
-5.39969985,4.93268830,0.52685986,3.54323387,0.07486961,0.08922033,0.54349042,0.26000633,0.11000447,0.62292878
-5.39369685,4.96114512,0.54693831,3.49311391,0.07840419,0.09508642,0.58273793,0.27565383,0.11662047,0.65224231
-5.38769385,4.97589439,0.56628165,3.42964494,0.08169963,0.10099390,0.62281015,0.29127457,0.12315931,0.68112356
-5.38169085,4.97866712,0.58489162,3.35478341,0.08472958,0.10692403,0.66356803,0.30681794,0.12959349,0.70952783
-5.37568784,4.97136181,0.60278210,3.27063895,0.08747302,0.11285871,0.70485252,0.32223634,0.13589849,0.73741673
-5.36968484,4.95597189,0.61997404,3.17941159,0.08991435,0.11877994,0.74647937,0.33748357,0.14205225,0.76475266
-5.36368184,4.93451187,0.63648965,3.08332914,0.09204329,0.12466926,0.78823392,0.35251287,0.14803439,0.79149262
-5.35767884,4.90894536,0.65234637,2.98458740,0.09385444,0.13050706,0.82986641,0.36727466,0.15382533,0.81758203
-5.35167584,4.88111812,0.66755092,2.88529494,0.09534671,0.13627195,0.87108820,0.38171445,0.15940519,0.84294879
-5.34567284,4.85269888,0.68209385,2.78742445,0.09652266,0.14194015,0.91156961,0.39577081,0.16475278,0.86749826
-5.33966983,4.82513054,0.69594502,2.69277188,0.09738763,0.14748506,0.95093976,0.40937388,0.16984470,0.89110948
-5.33366683,4.79959347,0.70905032,2.60292433,0.09794893,0.15287698,0.98878880,0.42244438,0.17465458,0.91363311
-5.32766383,4.77698228,0.72132989,2.51923707,0.09821508,0.15808308,1.02467282,0.43489352,0.17915261,0.93489148
-5.32166083,4.75789651,0.73267816,2.44281990,0.09819508,0.16306768,1.05812158,0.44662368,0.18330545,0.95468073
-5.31565783,4.74264516,0.74296562,2.37453234,0.09789790,0.16779275,1.08864896,0.45753006,0.18707650,0.97277534
-5.30965483,4.73126411,0.75204246,2.31498690,0.09733209,0.17221873,1.11576581,0.46750328,0.19042658,0.98893471
-5.30365183,4.72354503,0.75974377,2.26455977,0.09650559,0.17630554,1.13899479,0.47643275,0.19331499,1.00291181
-5.29764882,4.71907373,0.76589620,2.22340739,0.09542581,0.18001380,1.15788655,0.48421069,0.19570089,1.01446311
-5.29164582,4.71727553,0.77032554,2.19148798,0.09409978,0.18330613,1.17203648,0.49073663,0.19754498,1.02335967
-5.28564282,4.71746506,0.77286494,2.16858652,0.09253457,0.18614859,1.18110118,0.49592215,0.19881132,1.02939850
-5.27963982,4.71889786,0.77336327,2.15434215,0.09073772,0.18851191,1.18481366,0.49969541,0.19946925,1.03241367
-5.27363682,4.72082105,0.77169304,2.14827662,0.08871781,0.19037274,1.18299663,0.50200548,0.19949516,1.03228646
-5.26763382,4.72252085,0.76775764,2.14982301,0.08648500,0.19171463,1.17557287,0.50282595,0.19887423,1.02895402
-5.26163082,4.72336486,0.76149722,2.15835373,0.08405151,0.19252877,1.16257217,0.50215771,0.19760184,1.02241591
-5.25562781,4.72283750,0.75289326,2.17320720,0.08143207,0.19281443,1.14413438,0.50003071,0.19568459,1.01273830
-5.24962481,4.72056776,0.74197127,2.19371262,0.07864417,0.19257912,1.12050836,0.49650457,0.19314099,1.00005536
-5.24362181,4.71634830,0.72880181,2.21921248,0.07570822,0.19183839,1.09204675,0.49166804,0.19000173,0.98456792
-5.23761881,4.71014614,0.71349966,2.24908252,0.07264743,0.19061537,1.05919692,0.48563721,0.18630943,0.96653949
-5.23161581,4.70210498,0.69622142,2.28274881,0.06948765,0.18894005,1.02248843,0.47855273,0.18211807,0.94628965
-5.22561281,4.69253990,0.67716155,2.31970184,0.06625695,0.18684836,0.98251774,0.47057601,0.17749197,0.92418549
-5.21960980,4.68192509,0.65654742,2.35950735,0.06298510,0.18438111,0.93993080,0.46188479,0.17250456,0.90063122
-5.21360680,4.67087583,0.63463336,2.40181375,0.05970292,0.18158287,0.89540453,0.45266813,0.16723682,0.87605679
-5.20760380,4.66012549,0.61169430,2.44635580,0.05644160,0.17850079,0.84962788,0.44312106,0.16177564,0.85090580
-5.20160080,4.65049869,0.58801924,2.49295443,0.05323196,0.17518351,0.80328348,0.43343934,0.15621206,0.82562347
-5.19559780,4.64288154,0.56390475,2.54151247,0.05010374,0.17168013,0.75703052,0.42381429,0.15063951,0.80064504
-5.18959480,4.63818981,0.53964889,2.59200626,0.04708490,0.16803926,0.71148962,0.41442796,0.14515205,0.77638511
-5.18359180,4.63733585,0.51554558,2.64447303,0.04420110,0.16430830,0.66723009,0.40544900,0.13984276,0.75322829
-5.17758879,4.64119491,0.49187961,2.69899434,0.04147514,0.16053274,0.62475996,0.39702896,0.13480212,0.73152138
-5.17158579,4.65057177,0.46892235,2.75567600,0.03892666,0.15675570,0.58451897,0.38929955,0.13011657,0.71156728
-5.16558279,4.66616819,0.44692805,2.81462497,0.03657188,0.15301755,0.54687452,0.38237048,0.12586716,0.69362071
-5.15957979,4.68855216,0.42613077,2.87592424,0.03442350,0.14935563,0.51212030,0.37632821,0.12212822,0.67788560
-5.15357679,4.71812966,0.40674178,2.93960669,0.03249069,0.14580409,0.48047759,0.37123535,0.11896617,0.66451425
-5.14757379,4.75512001,0.38894747,3.00562934,0.03077920,0.14239378,0.45209858,0.36713084,0.11643834,0.65360786
-5.14157079,4.79953559,0.37290747,3.07384925,0.02929161,0.13915223,0.42707149,0.36403061,0.11459186,0.64521850
-5.13556778,4.85116720,0.35875312,3.14400264,0.02802753,0.13610356,0.40542697,0.36192895,0.11346261,0.63935198
-5.12956478,4.90957562,0.34658615,3.21568875,0.02698393,0.13326857,0.38714533,0.36080013,0.11307418,0.63597165
-5.12356178,4.97409059,0.33647754,3.28835947,0.02615552,0.13066470,0.37216412,0.36060046,0.11343702,0.63500276
-5.11755878,5.04381751,0.32846666,3.36131607,0.02553505,0.12830614,0.36038582,0.36127064,0.11454763,0.63633724
-5.11155578,5.11765227,0.32256072,3.43371358,0.02511370,0.12620382,0.35168523,0.36273817,0.11638808,0.63983860
-5.10555278,5.19430431,0.31873462,3.50457318,0.02488142,0.12436559,0.34591629,0.36491991,0.11892560,0.64534690
-5.09954977,5.27232732,0.31693125,3.57280247,0.02482724,0.12279622,0.34291823,0.36772472,0.12211271,0.65268366
-5.09354677,5.35015692,0.31706246,3.63722303,0.02493961,0.12149766,0.34252099,0.37105590,0.12588755,0.66165651
-5.08754377,5.42615405,0.31901068,3.69660418,0.02520666,0.12046912,0.34454965,0.37481374,0.13017469,0.67206358
-5.08154077,5.49865252,0.32263130,3.74970158,0.02561650,0.11970732,0.34882822,0.37889780,0.13488648,0.68369761
-5.07553777,5.56600892,0.32775589,3.79529885,0.02615742,0.11920672,0.35518260,0.38320907,0.13992476,0.69634971
-5.06953477,5.62665297,0.33419620,3.83225015,0.02681819,0.11895981,0.36344283,0.38765196,0.14518305,0.70981280
-5.06353177,5.67913600,0.34174889,3.85952189,0.02758827,0.11895738,0.37344497,0.39213610,0.15054920,0.72388473
-5.05752876,5.72217591,0.35020097,3.87623121,0.02845798,0.11918884,0.38503242,0.39657783,0.15590837,0.73837110
-5.05152576,5.75469640,0.35933568,3.88167956,0.02941876,0.11964261,0.39805706,0.40090160,0.16114621,0.75308784
-5.04552276,5.77585911,0.36893875,3.87537969,0.03046331,0.12030644,0.41238022,0.40504103,0.16615221,0.76786358
-5.03951976,5.78508746,0.37880476,3.85707473,0.03158578,0.12116780,0.42787355,0.40893980,0.17082308,0.78254169
-5.03351676,5.78208124,0.38874333,3.82674867,0.03278190,0.12221427,0.44441997,0.41255232,0.17506594,0.79698231
-5.02751376,5.76682172,0.39858495,3.78462772,0.03404907,0.12343396,0.46191458,0.41584413,0.17880121,0.81106404
-5.02151076,5.73956740,0.40818619,3.73117282,0.03538639,0.12481586,0.48026574,0.41879207,0.18196513,0.82468544
-5.01550775,5.70084074,0.41743403,3.66706382,0.03679472,0.12635028,0.49939602,0.42138429,0.18451166,0.83776635
-5.00950475,5.65140689,0.42624906,3.59317624,0.03827656,0.12802918,0.51924324,0.42361996,0.18641379,0.85024880
-5.00350175,5.59224557,0.43458753,3.51055205,0.03983592,0.12984657,0.53976131,0.42550871,0.18766401,0.86209761
-4.99749875,5.52451736,0.44244195,3.42036593,0.04147811,0.13179877,0.56092075,0.42706992,0.18827419,0.87330052
-4.99149575,5.44952589,0.44984033,3.32388860,0.04320944,0.13388465,0.58270896,0.42833160,0.18827450,0.88386769
-4.98549275,5.36867759,0.45684393,3.22244911,0.04503684,0.13610582,0.60512976,0.42932919,0.18771172,0.89383068
-4.97948974,5.28344023,0.46354369,3.11739750,0.04696745,0.13846663,0.62820249,0.43010391,0.18664685,0.90324055
-4.97348674,5.19530186,0.47005536,3.01006941,0.04900804,0.14097415,0.65196018,0.43070102,0.18515220,0.91216533
-4.96748374,5.10573113,0.47651363,2.90175396,0.05116457,0.14363796,0.67644704,0.43116778,0.18330798,0.92068659
-4.96148074,5.01614033,0.48306535,2.79366575,0.05344153,0.14646979,0.70171504,0.43155120,0.18119873,0.92889531
-4.95547774,4.92785190,0.48986223,2.68692186,0.05584143,0.14948306,0.72781984,0.43189581,0.17890959,0.93688708
-4.94947474,4.84206913,0.49705332,2.58252410,0.05836426,0.15269227,0.75481595,0.43224124,0.17652267,0.94475669
-4.94347174,4.75985179,0.50477748,2.48134687,0.06100706,0.15611224,0.78275149,0.43261992,0.17411367,0.95259252
-4.93746873,4.68209703,0.51315636,2.38413032,0.06376351,0.15975735,0.81166277,0.43305499,0.17174891,0.96047073
-4.93146573,4.60952591,0.52228798,2.29147869,0.06662372,0.16364063,0.84156875,0.43355834,0.16948281,0.96844981
-4.92546273,4.54267578,0.53224145,2.20386315,0.06957412,0.16777292,0.87246601,0.43412921,0.16735618,0.97656554
-4.91945973,4.48189858,0.54305278,2.12162872,0.07259757,0.17216196,0.90432423,0.43475319,0.16539501,0.98482697
-4.91345673,4.42736503,0.55472226,2.04500446,0.07567356,0.17681170,0.93708269,0.43540178,0.16361018,0.99321350
-4.90745373,4.37907434,0.56721324,1.97411612,0.07877865,0.18172154,0.97064780,0.43603271,0.16199779,1.00167343
-4.90145073,4.33686930,0.58045260,1.90900068,0.08188703,0.18688581,1.00489205,0.43659085,0.16054026,1.01012421
-4.89544772,4.30045587,0.59433254,1.84962177,0.08497131,0.19229342,1.03965429,0.43700989,0.15920803,1.01845433
-4.88944472,4.26942664,0.60871396,1.79588545,0.08800325,0.19792755,1.07474138,0.43721462,0.15796181,1.02652704
-4.88344172,4.24328710,0.62343081,1.74765546,0.09095474,0.20376562,1.10993112,0.43712375,0.15675516,1.03418560
-4.87743872,4.22148348,0.63829542,1.70476753,0.09379870,0.20977927,1.14497621,0.43665324,0.15553745,1.04126001
-4.87143572,4.20343099,0.65310439,1.66704191,0.09650996,0.21593456,1.17960899,0.43571982,0.15425677,1.04757458
-4.86543272,4.18854081,0.66764476,1.63429398,0.09906609,0.22219214,1.21354661,0.43424462,0.15286291,1.05295629
-4.85942971,4.17624476,0.68170004,1.60634226,0.10144812,0.22850753,1.24649637,0.43215673,0.15131005,1.05724310
-4.85342671,4.16601606,0.69505585,1.58301375,0.10364104,0.23483137,1.27816075,0.42939639,0.14955921,1.06029192
-4.84742371,4.15738519,0.70750499,1.56414643,0.10563413,0.24110968,1.30824207,0.42591771,0.14758016,1.06198563
-4.84142071,4.14995007,0.71885159,1.54958889,0.10742112,0.24728415,1.33644628,0.42169077,0.14535291,1.06223875
-4.83541771,4.14337989,0.72891428,1.53919720,0.10900005,0.25329232,1.36248613,0.41670290,0.14286851,1.06100130
-4.82941471,4.13741264,0.73752846,1.53282943,0.11037299,0.25906791,1.38608339,0.41095919,0.14012938,1.05826074
-4.82341171,4.13184649,0.74454753,1.53033812,0.11154553,0.26454112,1.40697046,0.40448208,0.13714895,1.05404173
-4.81740870,4.12652589,0.74984333,1.53156117,0.11252607,0.26963905,1.42489139,0.39731021,0.13395083,1.04840372
-4.81140570,4.12132339,0.75330599,1.53631198,0.11332514,0.27428631,1.43960277,0.38949645,0.13056745,1.04143667
-4.80540270,4.11611852,0.75484326,1.54436937,0.11395442,0.27840578,1.45087462,0.38110545,0.12703840,1.03325498
-4.79939970,4.11077549,0.75437979,1.55546793,0.11442600,0.28191965,1.45849170,0.37221064,0.12340838,1.02399018
-4.79339670,4.10512119,0.75185637,1.56928980,0.11475143,0.28475075,1.46225544,0.36289104,0.11972507,1.01378275
-4.78739370,4.09892540,0.74722949,1.58545821,0.11494105,0.28682410,1.46198682,0.35322802,0.11603695,1.00277360
-4.78139070,4.09188455,0.74047127,1.60353358,0.11500327,0.28806878,1.45753006,0.34330214,0.11239111,0.99109585
-4.77538769,4.08361048,0.73156989,1.62301259,0.11494412,0.28842000,1.44875745,0.33319032,0.10883132,0.97886715
-4.76938469,4.07362518,0.72053052,1.64333054,0.11476687,0.28782127,1.43557478,0.32296344,0.10539628,0.96618329
-4.76338169,4.06136211,0.70737671,1.66386713,0.11447192,0.28622671,1.41792741,0.31268442,0.10211825,0.95311321
-4.75737869,4.04617429,0.69215201,1.68395575,0.11405675,0.28360322,1.39580650,0.30240698,0.09902202,0.93969583
-4.75137569,4.02734905,0.67492180,1.70289598,0.11351613,0.27993249,1.36925490,0.29217496,0.09612429,0.92593878
-4.74537269,4.00412886,0.65577498,1.71996904,0.11284245,0.27521278,1.33837236,0.28202226,0.09343351,0.91181907
-4.73936968,3.97573727,0.63482537,1.73445566,0.11202612,0.26946018,1.30331946,0.27197336,0.09095006,0.89728566
-4.73336668,3.94140887,0.61221253,1.74565578,0.11105615,0.26270950,1.26431995,0.26204428,0.08866685,0.88226374
-4.72736368,3.90042187,0.58810197,1.75290934,0.10992076,0.25501443,1.22166114,0.25224396,0.08657026,0.86666051
-4.72136068,3.85213190,0.56268440,1.75561735,0.10860802,0.24644730,1.17569215,0.24257592,0.08464138,0.85037205
-4.71535768,3.79600546,0.53617419,1.75326252,0.10710655,0.23709803,1.12681988,0.23304011,0.08285741,0.83329108
-4.70935468,3.73165154,0.50880683,1.74542855,0.10540616,0.22707265,1.07550292,0.22363479,0.08119332,0.81531513
-4.70335168,3.65885022,0.48083563,1.73181736,0.10349857,0.21649124,1.02224347,0.21435844,0.07962354,0.79635470
-4.69734867,3.57757685,0.45252764,1.71226355,0.10137791,0.20548546,0.96757769,0.20521150,0.07812362,0.77634124
-4.69134567,3.48802100,0.42415915,1.68674542,0.09904136,0.19419580,0.91206487,0.19619805,0.07667197,0.75523434
-4.68534267,3.39059921,0.39601075,1.65539222,0.09648954,0.18276859,0.85627602,0.18732710,0.07525136,0.73302805
-4.67933967,3.28596117,0.36836242,1.61848709,0.09372694,0.17135302,0.80078214,0.17861375,0.07385028,0.70975599
-4.67333667,3.17498899,0.34148868,1.57646562,0.09076211,0.16009812,0.74614301,0.17007997,0.07246411,0.68549505
-4.66733367,3.05878935,0.31565406,1.52990998,0.08760788,0.14915002,0.69289662,0.16175510,0.07109595,0.66036747
-4.66133067,2.93867894,0.29110915,1.47953874,0.08428134,0.13864937,0.64154985,0.15367600,0.06975719,0.63454145
-4.65532766,2.81616340,0.26808715,1.42619264,0.08080370,0.12872910,0.59257057,0.14588691,0.06846768,0.60822991
-4.64932466,2.69291046,0.24680111,1.37081688,0.07720011,0.11951256,0.54638130,0.13843900,0.06725565,0.58168783
-4.64332166,2.57071802,0.22744186,1.31444033,0.07349922,0.11111197,0.50335463,0.13138957,0.06615713,0.55520793
