energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.45239491,0.06291363,0.00000000,1.48238158,0.00000000,1.80190102,0.40317286
-5.99399700,2.59292947,0.06636606,0.00000000,1.55803377,0.00000000,1.88967058,0.42948258
-5.98799400,2.73715731,0.06997587,0.00000000,1.63581269,0.00000000,1.97751207,0.45696372
-5.98199100,2.88457446,0.07373287,0.00000000,1.71559841,0.00000000,2.06489883,0.48558042
-5.97598799,3.03456496,0.07762247,0.00000000,1.79719798,0.00000000,2.15123845,0.51527488
-5.96998499,3.18640275,0.08162498,0.00000000,1.88033955,0.00000000,2.23588150,0.54596609
-5.96398199,3.33925981,0.08571518,0.00000000,1.96467049,0.00000000,2.31813537,0.57754931
-5.95797899,3.49222041,0.08986225,0.00000000,2.04975964,0.00000000,2.39728271,0.60989658
-5.95197599,3.64430050,0.09402986,0.00000000,2.13510372,0.00000000,2.47260369,0.64285788
-5.94597299,3.79447142,0.09817664,0.00000000,2.22013748,0.00000000,2.54340085,0.67626320
-5.93996998,3.94168668,0.10225697,0.00000000,2.30424730,0.00000000,2.60902534,0.70992515
-5.93396698,4.08491025,0.10622195,0.00000000,2.38678740,0.00000000,2.66890302,0.74364212
-5.92796398,4.22314526,0.11002065,0.00000000,2.46709817,0.00000000,2.72255901,0.77720185
-5.92196098,4.35546150,0.11360155,0.00000000,2.54452561,0.00000000,2.76963925,0.81038533
-5.91595798,4.48102073,0.11691411,0.00000000,2.61844131,0.00000000,2.80992792,0.84297078
-5.90995498,4.59909890,0.11991044,0.00000000,2.68826201,0.00000000,2.84335982,0.87473788
-5.90395198,4.70910447,0.12254695,0.00000000,2.75346830,0.00000000,2.87002694,0.90547194
-5.89794897,4.81059277,0.12478600,0.00000000,2.81362170,0.00000000,2.89017908,0.93496819
-5.89194597,4.90327625,0.12659749,0.00000000,2.86837985,0.00000000,2.90421863,0.96303606
-5.88594297,4.98703094,0.12796020,0.00000000,2.91750940,0.00000000,2.91268986,0.98950348
-5.87993997,5.06189948,0.12886299,0.00000000,2.96089634,0.00000000,2.91626345,1.01422122
-5.87393697,5.12809152,0.12930579,0.00000000,2.99855384,0.00000000,2.91571739,1.03706722
-5.86793397,5.18598180,0.12930024,0.00000000,3.03062731,0.00000000,2.91191510,1.05795091
-5.86193097,5.23610660,0.12887007,0.00000000,3.05739681,0.00000000,2.90578211,1.07681732
-5.85592796,5.27915889,0.12805112,0.00000000,3.07927669,0.00000000,2.89828234,1.09365101
-5.84992496,5.31598217,0.12689107,0.00000000,3.09681244,0.00000000,2.89039489,1.10847953
-5.84392196,5.34756302,0.12544883,0.00000000,3.11067465,0.00000000,2.88309222,1.12137615
-5.83791896,5.37502175,0.12379359,0.00000000,3.12164991,0.00000000,2.87732019,1.13246170
-5.83191596,5.39960053,0.12200357,0.00000000,3.13062847,0.00000000,2.87398020,1.14190518
-5.82591296,5.42264815,0.12016449,0.00000000,3.13858850,0.00000000,2.87391346,1.14992279
-5.81990995,5.44560031,0.11836776,0.00000000,3.14657672,0.00000000,2.87788717,1.15677522
-5.81390695,5.46995463,0.11670849,0.00000000,3.15568525,0.00000000,2.88658213,1.16276281
-5.80790395,5.49723946,0.11528323,0.00000000,3.16702470,0.00000000,2.90058130,1.16821865
-5.80190095,5.52897597,0.11418757,0.00000000,3.18169369,0.00000000,2.92035883,1.17349939
-5.79589795,5.56663360,0.11351373,0.00000000,3.20074493,0.00000000,2.94626895,1.17897385
-5.78989495,5.61157912,0.11334789,0.00000000,3.22514873,0.00000000,2.97853457,1.18500978
-5.78389195,5.66502045,0.11376770,0.00000000,3.25575460,0.00000000,3.01723539,1.19195898
-5.77788894,5.72794698,0.11483973,0.00000000,3.29325220,0.00000000,3.06229574,1.20014138
-5.77188594,5.80106867,0.11661702,0.00000000,3.33813296,0.00000000,3.11347274,1.20982864
-5.76588294,5.88475683,0.11913693,0.00000000,3.39065425,0.00000000,3.17034538,1.22122811
-5.75987994,5.97898984,0.12241916,0.00000000,3.45080761,0.00000000,3.23230574,1.23446789
-5.75387694,6.08330747,0.12646414,0.00000000,3.51829328,0.00000000,3.29855352,1.24958391
-5.74787394,6.19677722,0.13125188,0.00000000,3.59250274,0.00000000,3.36809513,1.26650982
-5.74187094,6.31797614,0.13674131,0.00000000,3.67251103,0.00000000,3.43974877,1.28507046
-5.73586793,6.44499101,0.14287024,0.00000000,3.75708037,0.00000000,3.51215642,1.30497964
-5.72986493,6.57543893,0.14955593,0.00000000,3.84467608,0.00000000,3.58380384,1.32584249
-5.72386193,6.70650964,0.15669637,0.00000000,3.93349544,0.00000000,3.65304873,1.34716293
-5.71785893,6.83502956,0.16417223,0.00000000,4.02150929,0.00000000,3.71815731,1.36835598
-5.71185593,6.95754654,0.17184959,0.00000000,4.10651568,0.00000000,3.77734844,1.38876487
-5.70585293,7.07043276,0.17958318,0.00000000,4.18620417,0.00000000,3.82884425,1.40768221
-5.69984992,7.17000236,0.18722029,0.00000000,4.25822853,0.00000000,3.87092555,1.42437467
-5.69384692,7.25263909,0.19460512,0.00000000,4.32028526,0.00000000,3.90198973,1.43810997
-5.68784392,7.31492845,0.20158337,0.00000000,4.37019460,0.00000000,3.92060863,1.44818514
-5.68184092,7.35378838,0.20800704,0.00000000,4.40598059,0.00000000,3.92558358,1.45395463
-5.67583792,7.36659216,0.21373915,0.00000000,4.42594639,0.00000000,3.91599475,1.45485714
-5.66983492,7.35127751,0.21865813,0.00000000,4.42874139,0.00000000,3.89124199,1.45043964
-5.66383192,7.30643622,0.22266192,0.00000000,4.41341660,0.00000000,3.85107499,1.44037762
-5.65782891,7.23137975,0.22567122,0.00000000,4.37946568,0.00000000,3.79561057,1.42449035
-5.65182591,7.12617702,0.22763211,0.00000000,4.32684921,0.00000000,3.72533599,1.40275059
-5.64582291,6.99166247,0.22851764,0.00000000,4.25600098,0.00000000,3.64109767,1.37528811
-5.63981991,6.82941360,0.22832839,0.00000000,4.16781571,0.00000000,3.54407548,1.34238683
-5.63381691,6.64169893,0.22709210,0.00000000,4.06361874,0.00000000,3.43574365,1.30447591
-5.62781391,6.43139894,0.22486207,0.00000000,3.94511892,0.00000000,3.31782000,1.26211495
-5.62181091,6.20190363,0.22171481,0.00000000,3.81434704,0.00000000,3.19220583,1.21597425
-5.61580790,5.95699177,0.21774666,0.00000000,3.67358261,0.00000000,3.06091933,1.16681102
-5.60980490,5.70069757,0.21306989,0.00000000,3.52527247,0.00000000,2.92602556,1.11544262
-5.60380190,5.43717097,0.20780817,0.00000000,3.37194503,0.00000000,2.78956646,1.06271810
-5.59779890,5.17053800,0.20209189,0.00000000,3.21612397,0.00000000,2.65349393,1.00948940
-5.59179590,4.90476740,0.19605337,0.00000000,3.06024528,0.00000000,2.51960902,0.95658331
-5.58579290,4.64354895,0.18982224,0.00000000,2.90658117,0.00000000,2.38950984,0.90477545
-5.57978989,4.39018846,0.18352123,0.00000000,2.75717371,0.00000000,2.26455009,0.85476732
-5.57378689,4.14752305,0.17726246,0.00000000,2.61378084,0.00000000,2.14580970,0.80716708
-5.56778389,3.91785916,0.17114446,0.00000000,2.47783628,0.00000000,2.03407823,0.76247482
-5.56178089,3.70293486,0.16524988,0.00000000,2.35042439,0.00000000,1.92985107,0.72107255
-5.55577789,3.50390616,0.15964408,0.00000000,2.23227001,0.00000000,1.83333788,0.68321916
-5.54977489,3.32135649,0.15437450,0.00000000,2.12374295,0.00000000,1.74448198,0.64905013
-5.54377189,3.15532720,0.14947079,0.00000000,2.02487571,0.00000000,1.66298909,0.61858176
-5.53776888,3.00536611,0.14494564,0.00000000,1.93539285,0.00000000,1.58836343,0.59171942
-5.53176588,2.87059065,0.14079617,0.00000000,1.85474989,0.00000000,1.51994890,0.56826921
-5.52576288,2.74976177,0.13700582,0.00000000,1.78217922,0.00000000,1.45697320,0.54795238
-5.51975988,2.64136463,0.13354647,0.00000000,1.71674074,0.00000000,1.39859244,0.53042160
-5.51375688,2.54369199,0.13038088,0.00000000,1.65737449,0.00000000,1.34393438,0.51527852
-5.50775388,2.45492692,0.12746503,0.00000000,1.60295314,0.00000000,1.29213837,0.50209172
-5.50175088,2.37322126,0.12475053,0.00000000,1.55233206,0.00000000,1.24239058,0.49041436
-5.49574787,2.29676735,0.12218686,0.00000000,1.50439524,0.00000000,1.19395346,0.47980098
-5.48974487,2.22386076,0.11972333,0.00000000,1.45809559,0.00000000,1.14618857,0.46982278
-5.48374187,2.15295246,0.11731090,0.00000000,1.41248863,0.00000000,1.09857275,0.46008108
-5.47773887,2.08268964,0.11490362,0.00000000,1.36675872,0.00000000,1.05070734,0.45021853
-5.47173587,2.01194476,0.11245981,0.00000000,1.32023785,0.00000000,1.00232113,0.43992789
-5.46573287,1.93983311,0.10994302,0.00000000,1.27241674,0.00000000,0.95326750,0.42895831
-5.45972986,1.86571942,0.10732270,0.00000000,1.22294891,0.00000000,0.90351652,0.41711906
-5.45372686,1.78921468,0.10457461,0.00000000,1.17164814,0.00000000,0.85314323,0.40428080
-5.44772386,1.71016443,0.10168117,0.00000000,1.11848028,0.00000000,0.80231278,0.39037461
-5.44172086,1.62862992,0.09863152,0.00000000,1.06355040,0.00000000,0.75126376,0.37538896
-5.43571786,1.54486389,0.09542155,0.00000000,1.00708613,0.00000000,0.70029054,0.35936501
-5.42971486,1.45928244,0.09205381,0.00000000,0.94941861,0.00000000,0.64972556,0.34239047
-5.42371186,1.37243462,0.08853732,0.00000000,0.89096180,0.00000000,0.59992238,0.32459245
-5.41770885,1.28497119,0.08488730,0.00000000,0.83219133,0.00000000,0.55124013,0.30612958
-5.41170585,1.19761384,0.08112491,0.00000000,0.77362368,0.00000000,0.50402974,0.28718391
-5.40570285,1.11112598,0.07727683,0.00000000,0.71579658,0.00000000,0.45862253,0.26795275
-5.39969985,1.02628600,0.07337483,0.00000000,0.65925115,0.00000000,0.41532101,0.24864085
-5.39369685,0.94386361,0.06945529,0.00000000,0.60451625,0.00000000,0.37439222,0.22945318
-5.38769385,0.86459982,0.06555861,0.00000000,0.55209540,0.00000000,0.33606342,0.21058843
-5.38169085,0.78919062,0.06172854,0.00000000,0.50245637,0.00000000,0.30051986,0.19223354
-5.37568784,0.71827444,0.05801153,0.00000000,0.45602340,0.00000000,0.26790462,0.17455916
-5.36968484,0.65242321,0.05445592,0.00000000,0.41317192,0.00000000,0.23831991,0.15771629
-5.36368184,0.59213662,0.05111110,0.00000000,0.37422558,0.00000000,0.21182972,0.14183389
-5.35767884,0.53783919,0.04802663,0.00000000,0.33945510,0.00000000,0.18846330,0.12701756
-5.35167584,0.48987951,0.04525129,0.00000000,0.30907860,0.00000000,0.16821930,0.11334916
-5.34567284,0.44853114,0.04283214,0.00000000,0.28326308,0.00000000,0.15106994,0.10088717
