energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.80790395,2.02062794,1.24191597,0.00000000,0.00280624,0.22934268,1.18922107,0.00000000,0.79304910,0.35852577
-5.80190095,1.99566806,1.21519616,0.00000000,0.00260529,0.23797949,1.16066170,0.00000000,0.79261628,0.35705265
-5.79589795,1.97783470,1.19170704,0.00000000,0.00240413,0.24828340,1.13520625,0.00000000,0.79604947,0.35700119
-5.78989495,1.96809978,1.17210548,0.00000000,0.00220570,0.26024279,1.11358436,0.00000000,0.80371632,0.35849667
-5.78389195,1.96708503,1.15684161,0.00000000,0.00201259,0.27379667,1.09633110,0.00000000,0.81583228,0.36160120
-5.77788894,1.97503294,1.14614475,0.00000000,0.00182704,0.28883128,1.08376986,0.00000000,0.83244587,0.36630892
-5.77188594,1.99179272,1.14001852,0.00000000,0.00165089,0.30517856,1.07600385,0.00000000,0.85343008,0.37254409
-5.76588294,2.01682176,1.13824512,0.00000000,0.00148558,0.32261675,1.07291632,0.00000000,0.87848017,0.38016185
-5.75987994,2.04920261,1.14039846,0.00000000,0.00133214,0.34087314,1.07417935,0.00000000,0.90711835,0.38895190
-5.75387694,2.08767486,1.14586552,0.00000000,0.00119120,0.35962913,1.07927081,0.00000000,0.93870509,0.39864493
-5.74787394,2.13068047,1.15387474,0.00000000,0.00106304,0.37852732,1.08749850,0.00000000,0.97245690,0.40892144
-5.74187094,2.17642067,1.16353026,0.00000000,0.00094759,0.39718063,1.09803042,0.00000000,1.00746989,0.41942269
-5.73586793,2.22292221,1.17385025,0.00000000,0.00084453,0.41518292,1.10992981,0.00000000,1.04274835,0.42976334
-5.72986493,2.26810995,1.18380783,0.00000000,0.00075329,0.43212097,1.12219338,0.00000000,1.07723719,0.43954513
-5.72386193,2.30988290,1.19237261,0.00000000,0.00067310,0.44758710,1.13379116,0.00000000,1.10985709,0.44837123
-5.71785893,2.34619064,1.19855121,0.00000000,0.00060308,0.46119219,1.14370626,0.00000000,1.13954083,0.45586039
-5.71185593,2.37510673,1.20142504,0.00000000,0.00054224,0.47257824,1.15097299,0.00000000,1.16526950,0.46166054
-5.70585293,2.39489652,1.20018385,0.00000000,0.00048957,0.48143020,1.15471177,0.00000000,1.18610702,0.46546112
-5.69984992,2.40407630,1.19415387,0.00000000,0.00044403,0.48748646,1.15415962,0.00000000,1.20123158,0.46700373
-5.69384692,2.40146188,1.18281941,0.00000000,0.00040462,0.49054743,1.14869501,0.00000000,1.20996279,0.46609058
-5.68784392,2.38620467,1.16583745,0.00000000,0.00037041,0.49048201,1.13785646,0.00000000,1.21178338,0.46259054
-5.68184092,2.35781415,1.14304486,0.00000000,0.00034051,0.48723160,1.12135417,0.00000000,1.20635465,0.45644257
-5.67583792,2.31616632,1.11445824,0.00000000,0.00031415,0.48081145,1.09907469,0.00000000,1.19352520,0.44765630
-5.66983492,2.26149818,1.08026684,0.00000000,0.00029063,0.47130938,1.07107866,0.00000000,1.17333262,0.43631015
-5.66383192,2.19438909,1.04081918,0.00000000,0.00026938,0.45888197,1.03759207,0.00000000,1.14599822,0.42254681
-5.65782891,2.11573020,0.99660436,0.00000000,0.00024991,0.44374836,0.99899179,0.00000000,1.11191539,0.40656661
-5.65182591,2.02668406,0.94822908,0.00000000,0.00023184,0.42618208,0.95578623,0.00000000,1.07163209,0.38861904
-5.64582291,1.92863621,0.89639173,0.00000000,0.00021486,0.40650124,0.90859227,0.00000000,1.02582852,0.36899294
-5.63981991,1.82314154,0.84185477,0.00000000,0.00019876,0.38505764,0.85810963,0.00000000,0.97529113,0.34800577
-5.63381691,1.71186776,0.78541668,0.00000000,0.00018338,0.36222514,0.80509388,0.00000000,0.92088413,0.32599253
-5.62781391,1.59653855,0.72788478,0.00000000,0.00016862,0.33838803,0.75032940,0.00000000,0.86351999,0.30329473
-5.62181091,1.47887883,0.67004991,0.00000000,0.00015446,0.31392969,0.69460333,0.00000000,0.80412998,0.28024997
-5.61580790,1.36056414,0.61266394,0.00000000,0.00014086,0.28922213,0.63868149,0.00000000,0.74363624,0.25718244
-5.60980490,1.24317601,0.55642074,0.00000000,0.00012785,0.26461663,0.58328721,0.00000000,0.68292616,0.23439468
-5.60380190,1.12816462,0.50194120,0.00000000,0.00011547,0.24043600,0.52908354,0.00000000,0.62283022,0.21216084
-5.59779890,1.01681965,0.44976240,0.00000000,0.00010374,0.21696843,0.47665945,0.00000000,0.56410379,0.19072163
-5.59179590,0.91024972,0.40033108,0.00000000,0.00009273,0.19446322,0.42651996,0.00000000,0.50741326,0.17028092
-5.58579290,0.80937057,0.35400122,0.00000000,0.00008249,0.17312829,0.37908041,0.00000000,0.45332686,0.15100403
-5.57978989,0.71490144,0.31103530,0.00000000,0.00007306,0.15312948,0.33466457,0.00000000,0.40231002,0.13301764
-5.57378689,0.62736907,0.27160901,0.00000000,0.00006450,0.13459151,0.29350631,0.00000000,0.35472493,0.11641107
-5.56778389,0.54711819,0.23581851,0.00000000,0.00005686,0.11760025,0.25575427,0.00000000,0.31083407,0.10123881
-5.56178089,0.47432757,0.20369007,0.00000000,0.00005019,0.10220635,0.22147907,0.00000000,0.27080702,0.08752403
-5.55577789,0.40903020,0.17519101,0.00000000,0.00004455,0.08842965,0.19068246,0.00000000,0.23472994,0.07526278
-5.54977489,0.35113639,0.15024177,0.00000000,0.00004003,0.07626433,0.16330780,0.00000000,0.20261713,0.06442880
-5.54377189,0.30045859,0.12872820,0.00000000,0.00003671,0.06568448,0.13925127,0.00000000,0.17442387,0.05497843
-5.53776888,0.25673680,0.11051390,0.00000000,0.00003472,0.05664972,0.11837337,0.00000000,0.15005992,0.04685570
-5.53176588,0.21966350,0.09545185,0.00000000,0.00003423,0.04911087,0.10051016,0.00000000,0.12940314,0.03999719
-5.52576288,0.18890738,0.08339540,0.00000000,0.00003545,0.04301530,0.08548392,0.00000000,0.11231270,0.03433669
-5.51975988,0.16413515,0.07420795,0.00000000,0.00003866,0.03831191,0.07311293,0.00000000,0.09864139,0.02980940
-5.51375688,0.14503098,0.06777155,0.00000000,0.00004420,0.03495560,0.06322011,0.00000000,0.08824675,0.02635567
-5.50775388,0.13131323,0.06399400,0.00000000,0.00005253,0.03291110,0.05564049,0.00000000,0.08100079,0.02392418
-5.50175088,0.12274824,0.06281462,0.00000000,0.00006418,0.03215626,0.05022733,0.00000000,0.07679807,0.02247465
-5.49574787,0.11916124,0.06420847,0.00000000,0.00007981,0.03268455,0.04685693,0.00000000,0.07556214,0.02197979
-5.48974487,0.12044421,0.06818932,0.00000000,0.00010022,0.03450693,0.04543217,0.00000000,0.07725028,0.02242691
-5.48374187,0.12656095,0.07481105,0.00000000,0.00012633,0.03765305,0.04588484,0.00000000,0.08185642,0.02381873
-5.47773887,0.13754924,0.08416781,0.00000000,0.00015923,0.04217173,0.04817677,0.00000000,0.08941255,0.02617381
-5.47173587,0.15352042,0.09639278,0.00000000,0.00020015,0.04813074,0.05229996,0.00000000,0.09998837,0.02952631
-5.46573287,0.17465626,0.11165555,0.00000000,0.00025050,0.05561595,0.05827562,0.00000000,0.11368942,0.03392532
-5.45972986,0.20120334,0.13015827,0.00000000,0.00031182,0.06472975,0.06615236,0.00000000,0.13065373,0.03943353
-5.45372686,0.23346496,0.15213028,0.00000000,0.00038582,0.07558880,0.07600347,0.00000000,0.15104695,0.04612544
-5.44772386,0.27179060,0.17782150,0.00000000,0.00047431,0.08832102,0.08792329,0.00000000,0.17505608,0.05408500
-5.44172086,0.31656301,0.20749431,0.00000000,0.00057922,0.10306195,0.10202289,0.00000000,0.20288187,0.06340273
-5.43571786,0.36818288,0.24141418,0.00000000,0.00070254,0.11995035,0.11842487,0.00000000,0.23472989,0.07417226
-5.42971486,0.42705147,0.27983882,0.00000000,0.00084626,0.13912310,0.13725748,0.00000000,0.27080042,0.08648642
-5.42371186,0.49355099,0.32300622,0.00000000,0.00101236,0.16070951,0.15864799,0.00000000,0.31127720,0.10043279
-5.41770885,0.56802338,0.37112155,0.00000000,0.00120270,0.18482496,0.18271552,0.00000000,0.35631542,0.11608898
-5.41170585,0.65074755,0.42434328,0.00000000,0.00141900,0.21156417,0.20956329,0.00000000,0.40602892,0.13351746
-5.40570285,0.74191583,0.48276875,0.00000000,0.00166271,0.24099403,0.23927055,0.00000000,0.46047711,0.15276030
-5.39969985,0.84161019,0.54641975,0.00000000,0.00193499,0.27314643,0.27188436,0.00000000,0.51965196,0.17383390
-5.39369685,0.94977889,0.61522853,0.00000000,0.00223663,0.30801104,0.30741145,0.00000000,0.58346539,0.19672387
-5.38769385,1.06621480,0.68902477,0.00000000,0.00256796,0.34552859,0.34581045,0.00000000,0.65173784,0.22138027
-5.38169085,1.19053604,0.76752440,0.00000000,0.00292884,0.38558477,0.38698486,0.00000000,0.72418829,0.24771358
-5.37568784,1.32217027,0.85032064,0.00000000,0.00331860,0.42800513,0.43077706,0.00000000,0.80042662,0.27559140
-5.36968484,1.46034363,0.93687829,0.00000000,0.00373605,0.47255143,0.47696381,0.00000000,0.87994867,0.30483636
-5.36368184,1.60407528,1.02653157,0.00000000,0.00417945,0.51891952,0.52525352,0.00000000,0.96213472,0.33522534
-5.35767884,1.75217870,1.11848635,0.00000000,0.00464663,0.56673933,0.57528571,0.00000000,1.04625183,0.36649014
-5.35167584,1.90327016,1.21182710,0.00000000,0.00513496,0.61557704,0.62663283,0.00000000,1.13146044,0.39831991
-5.34567284,2.05578512,1.30552877,0.00000000,0.00564156,0.66493961,0.67880479,0.00000000,1.21682534,0.43036521
-5.33966983,2.20800255,1.39847370,0.00000000,0.00616330,0.71428187,0.73125610,0.00000000,1.30133121,0.46224394
-5.33366683,2.35807709,1.48947347,0.00000000,0.00669705,0.76301603,0.78339583,0.00000000,1.38390248,0.49354878
-5.32766383,2.50407832,1.57729502,0.00000000,0.00723980,0.81052351,0.83459996,0.00000000,1.46342706,0.52385629
-5.32166083,2.64403636,1.66069059,0.00000000,0.00778878,0.85616891,0.88422606,0.00000000,1.53878343,0.55273719
-5.31565783,2.77599227,1.73843038,0.00000000,0.00834172,0.89931560,0.93162969,0.00000000,1.60887015,0.57976758
-5.30965483,2.89805158,1.80933685,0.00000000,0.00889691,0.93934261,0.97618203,0.00000000,1.67263691,0.60454078
-5.30365183,3.00843915,1.87231938,0.00000000,0.00945336,0.97566210,1.01728807,0.00000000,1.72911576,0.62667922
-5.29764882,3.10555298,1.92640777,0.00000000,0.01001090,1.00773690,1.05440455,0.00000000,1.77745154,0.64584601
-5.29164582,3.18801488,1.97078329,0.00000000,0.01057017,1.03509735,1.08705698,0.00000000,1.81693001,0.66175569
-5.28564282,3.25471584,2.00480577,0.00000000,0.01113266,1.05735683,1.11485479,0.00000000,1.84700265,0.67418367
-5.27963982,3.30485397,2.02803554,0.00000000,0.01170059,1.07422524,1.13750409,0.00000000,1.86730692,0.68297403
-5.27363682,3.33796333,2.04024906,0.00000000,0.01227677,1.08552000,1.15481721,0.00000000,1.87768109,0.68804523
-5.26763382,3.35393226,2.04144758,0.00000000,0.01286443,1.09117388,1.16671864,0.00000000,1.87817295,0.68939348
-5.26163082,3.35301020,2.03185819,0.00000000,0.01346694,1.09123941,1.17324699,0.00000000,1.86904209,0.68709371
-5.25562781,3.33580275,2.01192718,0.00000000,0.01408752,1.08588971,1.17455281,0.00000000,1.85075538,0.68129797
-5.24962481,3.30325488,1.98230595,0.00000000,0.01472891,1.07541541,1.17089235,0.00000000,1.82397619,0.67223129
-5.24362181,3.25662308,1.94383001,0.00000000,0.01539305,1.06021808,1.16261753,0.00000000,1.78954755,0.66018533
-5.23761881,3.19743758,1.89749194,0.00000000,0.01608071,1.04080012,1.15016253,0.00000000,1.74847013,0.64550987
-5.23161581,3.12745623,1.84440949,0.00000000,0.01679124,1.01775167,1.13402767,0.00000000,1.70187600,0.62860265
-5.22561281,3.04861191,1.78579020,0.00000000,0.01752228,0.99173491,1.11476130,0.00000000,1.65099932,0.60989787
-5.21960980,2.96295577,1.72289404,0.00000000,0.01826962,0.96346646,1.09294056,0.00000000,1.59714503,0.58985385
-5.21360680,2.87259851,1.65699562,0.00000000,0.01902707,0.93369844,1.06915188,0.00000000,1.54165692,0.56894034
-5.20760380,2.77965196,1.58934753,0.00000000,0.01978649,0.90319891,1.04397213,0.00000000,1.48588623,0.54762594
-5.20160080,2.68617330,1.52114622,0.00000000,0.02053791,0.87273236,1.01795122,0.00000000,1.43116170,0.52636599
-5.19559780,2.59411374,1.45350169,0.00000000,0.02126973,0.84304085,0.99159681,0.00000000,1.37876218,0.50559151
-5.18959480,2.50527331,1.38741197,0.00000000,0.02196906,0.81482656,0.96536183,0.00000000,1.32989231,0.48569933
-5.18359180,2.42126315,1.32374325,0.00000000,0.02262214,0.78873595,0.93963505,0.00000000,1.28566179,0.46704388
-5.17758879,2.34347606,1.26321594,0.00000000,0.02321478,0.76534621,0.91473509,0.00000000,1.24706856,0.44993058
-5.17158579,2.27306573,1.20639697,0.00000000,0.02373297,0.74515416,0.89090779,0.00000000,1.21498574,0.43461117
-5.16558279,2.21093476,1.15369815,0.00000000,0.02416336,0.72856779,0.86832679,0.00000000,1.19015233,0.42128084
-5.15957979,2.15773099,1.10538004,0.00000000,0.02449386,0.71590050,0.84709706,0.00000000,1.17316722,0.41007715
-5.15357679,2.11385145,1.06156089,0.00000000,0.02471415,0.70736801,0.82726094,0.00000000,1.16448613,0.40108062
-5.14757379,2.07945312,1.02222969,0.00000000,0.02481614,0.70308793,0.80880606,0.00000000,1.16442092,0.39431682
-5.14157079,2.05446909,0.98726245,0.00000000,0.02479432,0.70308154,0.79167462,0.00000000,1.17314083,0.38975974
-5.13556778,2.03862913,0.95644056,0.00000000,0.02464604,0.70727775,0.77577341,0.00000000,1.19067511,0.38733612
-5.12956478,2.03148320,0.92947049,0.00000000,0.02437165,0.71551890,0.76098382,0.00000000,1.21691663,0.38693069
-5.12356178,2.03242688,0.90600344,0.00000000,0.02397454,0.72756801,0.74717157,0.00000000,1.25162616,0.38839180
-5.11755878,2.04072731,0.88565442,0.00000000,0.02346099,0.74311717,0.73419537,0.00000000,1.29443713,0.39153744
-5.11155578,2.05554902,0.86801981,0.00000000,0.02283996,0.76179688,0.72191441,0.00000000,1.34486071,0.39616128
-5.10555278,2.07597860,0.85269276,0.00000000,0.02212275,0.78318586,0.71019436,0.00000000,1.40229133,0.40203865
-5.09954977,2.10104778,0.83927614,0.00000000,0.02132258,0.80682126,0.69891169,0.00000000,1.46601273,0.40893225
-5.09354677,2.12975449,0.82739271,0.00000000,0.02045408,0.83220883,0.68795643,0.00000000,1.53520471,0.41659751
-5.08754377,2.16108180,0.81669247,0.00000000,0.01953277,0.85883303,0.67723353,0.00000000,1.60895082,0.42478750
-5.08154077,2.19401457,0.80685728,0.00000000,0.01857451,0.88616684,0.66666277,0.00000000,1.68624745,0.43325740
-5.07553777,2.22755421,0.79760303,0.00000000,0.01759493,0.91368111,0.65617787,0.00000000,1.76601419,0.44176845
-5.06953477,2.26073147,0.78867973,0.00000000,0.01660901,0.94085343,0.64572480,0.00000000,1.84710616,0.45009149
-5.06353177,2.29261780,0.77986990,0.00000000,0.01563055,0.96717640,0.63525976,0.00000000,1.92832801,0.45801001
-5.05752876,2.32233555,0.77098594,0.00000000,0.01467189,0.99216524,0.62474718,0.00000000,2.00844994,0.46532284
-5.05152576,2.34906714,0.76186669,0.00000000,0.01374355,1.01536478,0.61415794,0.00000000,2.08622560,0.47184646
-5.04552276,2.37206377,0.75237405,0.00000000,0.01285410,1.03635571,0.60346809,0.00000000,2.16041165,0.47741707
-5.03951976,2.39065362,0.74238969,0.00000000,0.01201009,1.05476019,0.59265824,0.00000000,2.22978884,0.48189232
-5.03351676,2.40424973,0.73181258,0.00000000,0.01121597,1.07024668,0.58171366,0.00000000,2.29318410,0.48515286
-5.02751376,2.41235762,0.72055725,0.00000000,0.01047427,1.08253414,0.57062515,0.00000000,2.34949328,0.48710363
-5.02151076,2.41458250,0.70855325,0.00000000,0.00978569,1.09139540,0.55939066,0.00000000,2.39770386,0.48767492
-5.01550775,2.41063596,0.69574552,0.00000000,0.00914934,1.09665995,0.54801730,0.00000000,2.43691715,0.48682316
-5.00950475,2.40034176,0.68209589,0.00000000,0.00856301,1.09821576,0.53652388,0.00000000,2.46636918,0.48453145
-5.00350175,2.38364062,0.66758532,0.00000000,0.00802345,1.09601046,0.52494343,0.00000000,2.48544970,0.48080978
-4.99749875,2.36059343,0.65221672,0.00000000,0.00752665,1.09005166,0.51332567,0.00000000,2.49371860,0.47569475
-4.99149575,2.33138263,0.63601807,0.00000000,0.00706813,1.08040636,0.50173900,0.00000000,2.49091908,0.46924902
-4.98549275,2.29631147,0.61904539,0.00000000,0.00664325,1.06719956,0.49027188,0.00000000,2.47698716,0.46156014
-4.97948974,2.25580067,0.60138536,0.00000000,0.00624741,1.05061192,0.47903334,0.00000000,2.45205689,0.45273896
-4.97348674,2.21038250,0.58315711,0.00000000,0.00587627,1.03087650,0.46815240,0.00000000,2.41646106,0.44291743
-4.96748374,2.16069193,0.56451310,0.00000000,0.00552595,1.00827459,0.45777638,0.00000000,2.37072716,0.43224593
-4.96148074,2.10745493,0.54563859,0.00000000,0.00519312,0.98313071,0.44806801,0.00000000,2.31556857,0.42089006
-4.95547774,2.05147413,0.52674988,0.00000000,0.00487506,0.95580668,0.43920138,0.00000000,2.25187100,0.40902698
-4.94947474,1.99361183,0.50809099,0.00000000,0.00456975,0.92669507,0.43135684,0.00000000,2.18067458,0.39684133
-4.94347174,1.93477103,0.48992896,0.00000000,0.00427585,0.89621184,0.42471503,0.00000000,2.10315197,0.38452095
-4.93746873,1.87587474,0.47254788,0.00000000,0.00399262,0.86478860,0.41945028,0.00000000,2.02058303,0.37225234
-4.93146573,1.81784421,0.45624165,0.00000000,0.00371992,0.83286439,0.41572364,0.00000000,1.93432671,0.36021616
-4.92546273,1.76157677,0.44130604,0.00000000,0.00345809,0.80087731,0.41367588,0.00000000,1.84579112,0.34858282
-4.91945973,1.70792398,0.42802998,0.00000000,0.00320786,0.76925610,0.41342078,0.00000000,1.75640233,0.33750832
-4.91345673,1.65767064,0.41668672,0.00000000,0.00297023,0.73841194,0.41503909,0.00000000,1.66757304,0.32713056
-4.90745373,1.61151561,0.40752488,0.00000000,0.00274640,0.70873047,0.41857331,0.00000000,1.58067186,0.31756609
-4.90145073,1.57005476,0.40076006,0.00000000,0.00253762,0.68056454,0.42402379,0.00000000,1.49699401,0.30890760
-4.89544772,1.53376684,0.39656700,0.00000000,0.00234516,0.65422750,0.43134616,0.00000000,1.41773434,0.30122209
-4.88944472,1.50300262,0.39507281,0.00000000,0.00217014,0.62998742,0.44045039,0.00000000,1.34396316,0.29454984
-4.88344172,1.47797756,0.39635139,0.00000000,0.00201354,0.60806235,0.45120145,0.00000000,1.27660573,0.28890422
-4.87743872,1.45876842,0.40041931,0.00000000,0.00187612,0.58861659,0.46342169,0.00000000,1.21642551,0.28427230
-4.87143572,1.44531358,0.40723326,0.00000000,0.00175837,0.57175825,0.47689481,0.00000000,1.16401184,0.28061624
-4.86543272,1.43741729,0.41668925,0.00000000,0.00166049,0.55753797,0.49137129,0.00000000,1.11977199,0.27787541
-4.85942971,1.43475752,0.42862353,0.00000000,0.00158244,0.54594898,0.50657509,0.00000000,1.08392781,0.27596914
-4.85342671,1.43689714,0.44281532,0.00000000,0.00152385,0.53692845,0.52221139,0.00000000,1.05651678,0.27479993
-4.84742371,1.44329802,0.45899124,0.00000000,0.00148415,0.53035997,0.53797507,0.00000000,1.03739743,0.27425719
-4.84142071,1.45333770,0.47683143,0.00000000,0.00146251,0.52607743,0.55355959,0.00000000,1.02625871,0.27422110
-4.83541771,1.46632786,0.49597705,0.00000000,0.00145796,0.52386980,0.56866593,0.00000000,1.02263307,0.27456669
-4.82941471,1.48153431,0.51603918,0.00000000,0.00146938,0.52348707,0.58301132,0.00000000,1.02591268,0.27516789
-4.82341171,1.49819760,0.53660868,0.00000000,0.00149555,0.52464694,0.59633740,0.00000000,1.03536835,0.27590142
-4.81740870,1.51555379,0.55726688,0.00000000,0.00153524,0.52704227,0.60841746,0.00000000,1.05017059,0.27665045
-4.81140570,1.53285475,0.57759656,0.00000000,0.00158722,0.53034900,0.61906262,0.00000000,1.06941211,0.27730783
-4.80540270,1.54938727,0.59719312,0.00000000,0.00165032,0.53423430,0.62812662,0.00000000,1.09213123,0.27777896
-4.79939970,1.56449054,0.61567532,0.00000000,0.00172347,0.53836486,0.63550916,0.00000000,1.11733552,0.27798395
-4.79339670,1.57757142,0.63269540,0.00000000,0.00180570,0.54241494,0.64115756,0.00000000,1.14402505,0.27785933
-4.78739370,1.58811703,0.64794801,0.00000000,0.00189620,0.54607397,0.64506682,0.00000000,1.17121466,0.27735900
-4.78139070,1.59570441,0.66117786,0.00000000,0.00199430,0.54905354,0.64727807,0.00000000,1.19795469,0.27645461
-4.77538769,1.60000690,0.67218551,0.00000000,0.00209948,0.55109354,0.64787538,0.00000000,1.22334980,0.27513514
-4.76938469,1.60079726,0.68083137,0.00000000,0.00221134,0.55196720,0.64698122,0.00000000,1.24657533,0.27340606
-4.76338169,1.59794734,0.68703754,0.00000000,0.00232960,0.55148501,0.64475074,0.00000000,1.26689102,0.27128773
-4.75737869,1.59142474,0.69078760,0.00000000,0.00245404,0.54949734,0.64136509,0.00000000,1.28365190,0.26881343
-4.75137569,1.58128644,0.69212430,0.00000000,0.00258447,0.54589586,0.63702399,0.00000000,1.29631626,0.26602696
-4.74537269,1.56767016,0.69114539,0.00000000,0.00272068,0.54061353,0.63193818,0.00000000,1.30445062,0.26297995
-4.73936968,1.55078357,0.68799781,0.00000000,0.00286241,0.53362350,0.62632169,0.00000000,1.30773200,0.25972908
-4.73336668,1.53089236,0.68287052,0.00000000,0.00300925,0.52493691,0.62038459,0.00000000,1.30594757,0.25633327
-4.72736368,1.50830746,0.67598646,0.00000000,0.00316066,0.51459975,0.61432642,0.00000000,1.29899197,0.25285097
-4.72136068,1.48337236,0.66759391,0.00000000,0.00331589,0.50268896,0.60833063,0.00000000,1.28686260,0.24933781
-4.71535768,1.45645086,0.65795781,0.00000000,0.00347397,0.48930810,0.60256015,0.00000000,1.26965328,0.24584454
-4.70935468,1.42791607,0.64735137,0.00000000,0.00363368,0.47458262,0.59715451,0.00000000,1.24754652,0.24241549
-4.70335168,1.39814088,0.63604836,0.00000000,0.00379360,0.45865510,0.59222835,0.00000000,1.22080481,0.23908761
-4.69734867,1.36749035,0.62431629,0.00000000,0.00395206,0.44168056,0.58787143,0.00000000,1.18976121,0.23589003
-4.69134567,1.33631609,0.61241078,0.00000000,0.00410722,0.42382206,0.58415005,0.00000000,1.15480946,0.23284420
-4.68534267,1.30495264,0.60057115,0.00000000,0.00425710,0.40524669,0.58110971,0.00000000,1.11639392,0.22996464
-4.67933967,1.27371569,0.58901724,0.00000000,0.00439965,0.38612200,0.57877863,0.00000000,1.07499935,0.22725999
-4.67333667,1.24290193,0.57794737,0.00000000,0.00453281,0.36661308,0.57717198,0.00000000,1.03114089,0.22473458
-4.66733367,1.21278985,0.56753733,0.00000000,0.00465456,0.34688010,0.57629627,0.00000000,0.98535417,0.22239007
-4.66133067,1.18364136,0.55794006,0.00000000,0.00476305,0.32707646,0.57615360,0.00000000,0.93818570,0.22022722
-4.65532766,1.15570347,0.54928584,0.00000000,0.00485663,0.30734746,0.57674545,0.00000000,0.89018365,0.21824754
-4.64932466,1.12920964,0.54168276,0.00000000,0.00493390,0.28782936,0.57807546,0.00000000,0.84188897,0.21645476
-4.64332166,1.10438030,0.53521712,0.00000000,0.00499380,0.26864895,0.58015116,0.00000000,0.79382714,0.21485583
