energy_ev,total_up,Pt_p_up,Pt_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.72386193,1.51252782,0.10446657,1.28601531,0.16114775,0.01308626,0.18435304,0.00000000
-5.71785893,1.54905167,0.10777223,1.31702978,0.16795641,0.01320869,0.18962296,0.00000000
-5.71185593,1.58762816,0.11157602,1.34956407,0.17514537,0.01334581,0.19517014,0.00000000
-5.70585293,1.62741452,0.11581320,1.38292282,0.18257195,0.01349367,0.20084364,0.00000000
-5.69984992,1.66758854,0.12041441,1.41642878,0.19009506,0.01364820,0.20650152,0.00000000
-5.69384692,1.70736923,0.12530690,1.44944020,0.19757880,0.01380539,0.21201428,0.00000000
-5.68784392,1.74603521,0.13041588,1.48136646,0.20489562,0.01396138,0.21726771,0.00000000
-5.68184092,1.78294039,0.13566568,1.51168135,0.21192926,0.01411252,0.22216528,0.00000000
-5.67583792,1.81752657,0.14098092,1.53993371,0.21857720,0.01425550,0.22662986,0.00000000
-5.66983492,1.84933245,0.14628749,1.56575501,0.22475254,0.01438734,0.23060491,0.00000000
-5.66383192,1.87799921,0.15151353,1.58886398,0.23038535,0.01450550,0.23405492,0.00000000
-5.65782891,1.90327225,0.15659020,1.60906792,0.23542333,0.01460783,0.23696529,0.00000000
-5.65182591,1.92499947,0.16145242,1.62626096,0.23983184,0.01469263,0.23934142,0.00000000
-5.64582291,1.94312615,0.16603952,1.64041949,0.24359329,0.01475860,0.24120732,0.00000000
-5.63981991,1.95768677,0.17029574,1.65159477,0.24670588,0.01480487,0.24260351,0.00000000
-5.63381691,1.96879419,0.17417078,1.65990346,0.24918187,0.01483092,0.24358450,0.00000000
-5.62781391,1.97662679,0.17762013,1.66551618,0.25104535,0.01483655,0.24421577,0.00000000
-5.62181091,1.98141398,0.18060552,1.66864481,0.25232973,0.01482189,0.24457045,0.00000000
-5.61580790,1.98342081,0.18309512,1.66952896,0.25307499,0.01478731,0.24472582,0.00000000
-5.60980490,1.98293217,0.18506385,1.66842221,0.25332487,0.01473338,0.24475963,0.00000000
-5.60380190,1.98023739,0.18649348,1.66557864,0.25312412,0.01466085,0.24474660,0.00000000
-5.59779890,1.97561558,0.18737279,1.66124011,0.25251597,0.01457060,0.24475495,0.00000000
-5.59179590,1.96932249,0.18769750,1.65562492,0.25153988,0.01446361,0.24484341,0.00000000
-5.58579290,1.96157918,0.18747022,1.64891809,0.25022973,0.01434088,0.24505853,0.00000000
-5.57978989,1.95256305,0.18670020,1.64126380,0.24861246,0.01420347,0.24543263,0.00000000
-5.57378689,1.94240148,0.18540307,1.63276014,0.24670725,0.01405239,0.24598236,0.00000000
-5.56778389,1.93116837,0.18360035,1.62345637,0.24452531,0.01388865,0.24670797,0.00000000
-5.56178089,1.91888361,0.18131896,1.61335293,0.24207007,0.01371319,0.24759337,0.00000000
-5.55577789,1.90551562,0.17859059,1.60240401,0.23933807,0.01352689,0.24860688,0.00000000
-5.54977489,1.89098671,0.17545102,1.59052270,0.23632013,0.01333053,0.24970277,0.00000000
-5.54377189,1.87518119,0.17193936,1.57758847,0.23300293,0.01312485,0.25082347,0.00000000
-5.53776888,1.85795578,0.16809732,1.56345666,0.22937095,0.01291051,0.25190239,0.00000000
-5.53176588,1.83915189,0.16396845,1.54796960,0.22540840,0.01268814,0.25286712,0.00000000
-5.52576288,1.81860925,0.15959745,1.53096887,0.22110136,0.01245833,0.25364312,0.00000000
-5.51975988,1.79618029,0.15502950,1.51230808,0.21643973,0.01222169,0.25415745,0.00000000
-5.51375688,1.77174448,0.15030966,1.49186566,0.21141909,0.01197889,0.25434252,0.00000000
-5.50775388,1.74522196,0.14548244,1.46955695,0.20604225,0.01173068,0.25413975,0.00000000
-5.50175088,1.71658580,0.14059136,1.44534496,0.20032047,0.01147795,0.25350273,0.00000000
-5.49574787,1.68587213,0.13567864,1.41924932,0.19427428,0.01122172,0.25239998,0.00000000
-5.48974487,1.65318750,0.13078495,1.39135270,0.18793382,0.01096325,0.25081699,0.00000000
-5.48374187,1.61871306,0.12594922,1.36180448,0.18133877,0.01070398,0.24875756,0.00000000
-5.47773887,1.58270517,0.12120851,1.33082120,0.17453776,0.01044555,0.24624421,0.00000000
-5.47173587,1.54549216,0.11659780,1.29868373,0.16758737,0.01018984,0.24331779,0.00000000
-5.46573287,1.50746738,0.11214986,1.26573118,0.16055074,0.00993890,0.24003620,0.00000000
-5.45972986,1.46907858,0.10789506,1.23235156,0.15349588,0.00969491,0.23647229,0.00000000
-5.45372686,1.43081412,0.10386104,1.19896983,0.14649361,0.00946013,0.23271108,0.00000000
-5.44772386,1.39318646,0.10007251,1.16603348,0.13961550,0.00923686,0.22884633,0.00000000
-5.44172086,1.35671385,0.09655080,1.13399661,0.13293157,0.00902732,0.22497673,0.00000000
-5.43571786,1.32190075,0.09331348,1.10330299,0.12650811,0.00883357,0.22120181,0.00000000
-5.42971486,1.28921825,0.09037400,1.07436899,0.12040556,0.00865746,0.21761787,0.00000000
-5.42371186,1.25908520,0.08774117,1.04756733,0.11467658,0.00850049,0.21431394,0.00000000
-5.41770885,1.23185113,0.08541890,1.02321218,0.10936442,0.00836379,0.21136821,0.00000000
-5.41170585,1.20778176,0.08340580,1.00154667,0.10450160,0.00824803,0.20884485,0.00000000
-5.40570285,1.18704794,0.08169508,0.98273321,0.10010896,0.00815337,0.20679156,0.00000000
-5.39969985,1.16971850,0.08027447,0.96684721,0.09619516,0.00807945,0.20523785,0.00000000
-5.39369685,1.15575754,0.07912633,0.95387466,0.09275659,0.00802537,0.20419418,0.00000000
-5.38769385,1.14502619,0.07822802,0.94371343,0.08977770,0.00798975,0.20365186,0.00000000
-5.38169085,1.13728901,0.07755236,0.93617853,0.08723179,0.00797073,0.20358393,0.00000000
-5.37568784,1.13222445,0.07706836,0.93101091,0.08508215,0.00796608,0.20394667,0.00000000
-5.36968484,1.12943916,0.07674209,0.92788943,0.08328348,0.00797322,0.20468188,0.00000000
-5.36368184,1.12848520,0.07653770,0.92644536,0.08178369,0.00798942,0.20571965,0.00000000
-5.35767884,1.12887955,0.07641855,0.92627879,0.08052577,0.00801181,0.20698152,0.00000000
-5.35167584,1.13012470,0.07634834,0.92697597,0.07944984,0.00803754,0.20838385,0.00000000
-5.34567284,1.13172948,0.07629239,0.92812686,0.07849526,0.00806391,0.20984124,0.00000000
-5.33966983,1.13322910,0.07621865,0.92934206,0.07760259,0.00808843,0.21126981,0.00000000
-5.33366683,1.13420331,0.07609882,0.93026805,0.07671553,0.00810893,0.21259017,0.00000000
-5.32766383,1.13429195,0.07590914,0.93060041,0.07578258,0.00812364,0.21372999,0.00000000
-5.32166083,1.13320712,0.07563107,0.93009408,0.07475849,0.00813124,0.21462608,0.00000000
-5.31565783,1.13074151,0.07525173,0.92857043,0.07360539,0.00813088,0.21522583,0.00000000
-5.30965483,1.12677248,0.07476400,0.92592079,0.07229358,0.00812221,0.21548811,0.00000000
-5.30365183,1.12126194,0.07416651,0.92210653,0.07080196,0.00810533,0.21538350,0.00000000
-5.29764882,1.11425213,0.07346322,0.91715556,0.06911817,0.00808077,0.21489403,0.00000000
-5.29164582,1.10585771,0.07266285,0.91115587,0.06723830,0.00804943,0.21401238,0.00000000
-5.28564282,1.09625462,0.07177814,0.90424633,0.06516642,0.00801251,0.21274077,0.00000000
-5.27963982,1.08566655,0.07082487,0.89660550,0.06291373,0.00797144,0.21108952,0.00000000
-5.27363682,1.07434982,0.06982086,0.88843906,0.06049762,0.00792775,0.20907548,0.00000000
-5.26763382,1.06257743,0.06878490,0.87996665,0.05794054,0.00788304,0.20672044,0.00000000
-5.26163082,1.05062336,0.06773566,0.87140881,0.05526874,0.00783886,0.20404962,0.00000000
-5.25562781,1.03874783,0.06669075,0.86297479,0.05251114,0.00779666,0.20109029,0.00000000
-5.24962481,1.02718438,0.06566581,0.85485186,0.04969804,0.00775771,0.19787072,0.00000000
-5.24362181,1.01612934,0.06467383,0.84719665,0.04686009,0.00772308,0.19441936,0.00000000
-5.23761881,1.00573428,0.06372465,0.84012895,0.04402728,0.00769365,0.19076431,0.00000000
-5.23161581,0.99610168,0.06282467,0.83372822,0.04122812,0.00767003,0.18693324,0.00000000
-5.22561281,0.98728403,0.06197677,0.82803303,0.03848899,0.00765266,0.18295343,0.00000000
-5.21960980,0.97928628,0.06118054,0.82304321,0.03583372,0.00764181,0.17885223,0.00000000
-5.21360680,0.97207136,0.06043260,0.81872469,0.03328322,0.00763765,0.17465757,0.00000000
-5.20760380,0.96556859,0.05972719,0.81501664,0.03085544,0.00764030,0.17039866,0.00000000
-5.20160080,0.95968416,0.05905693,0.81184045,0.02856536,0.00764994,0.16610679,0.00000000
-5.19559780,0.95431330,0.05841360,0.80911008,0.02642514,0.00766684,0.16181599,0.00000000
-5.18959480,0.94935342,0.05778910,0.80674308,0.02444437,0.00769149,0.15756371,0.00000000
-5.18359180,0.94471722,0.05717634,0.80467177,0.02263038,0.00772464,0.15339129,0.00000000
-5.17758879,0.94034540,0.05657017,0.80285380,0.02098861,0.00776737,0.14934425,0.00000000
-5.17158579,0.93621797,0.05596818,0.80128164,0.01952293,0.00782116,0.14547235,0.00000000
-5.16558279,0.93236356,0.05537141,0.79999024,0.01823600,0.00788786,0.14182936,0.00000000
-5.15957979,0.92886628,0.05478493,0.79906252,0.01712960,0.00796973,0.13847259,0.00000000
-5.15357679,0.92586960,0.05421819,0.79863233,0.01620486,0.00806943,0.13546214,0.00000000
-5.14757379,0.92357693,0.05368516,0.79888448,0.01546252,0.00818994,0.13285983,0.00000000
-5.14157079,0.92224879,0.05320433,0.80005189,0.01490300,0.00833448,0.13072802,0.00000000
-5.13556778,0.92219669,0.05279839,0.80240974,0.01452653,0.00850645,0.12912810,0.00000000
-5.12956478,0.92377370,0.05249377,0.80626696,0.01433313,0.00870925,0.12811886,0.00000000
-5.12356178,0.92736229,0.05231996,0.81195520,0.01432258,0.00894621,0.12775480,0.00000000
-5.11755878,0.93335970,0.05230863,0.81981585,0.01449431,0.00922037,0.12808432,0.00000000
-5.11155578,0.94216174,0.05249270,0.83018558,0.01484722,0.00953435,0.12914791,0.00000000
-5.10555278,0.95414539,0.05290522,0.84338108,0.01537960,0.00989022,0.13097649,0.00000000
-5.09954977,0.96965133,0.05357825,0.85968370,0.01608883,0.01028929,0.13358978,0.00000000
-5.09354677,0.98896691,0.05454177,0.87932458,0.01697130,0.01073204,0.13699490,0.00000000
-5.08754377,1.01231061,0.05582255,0.90247123,0.01802216,0.01121796,0.14118528,0.00000000
-5.08154077,1.03981850,0.05744320,0.92921590,0.01923525,0.01174548,0.14613984,0.00000000
-5.07553777,1.07153357,0.05942135,0.95956655,0.02060291,0.01231192,0.15182249,0.00000000
-5.06953477,1.10739835,0.06176895,0.99344088,0.02211605,0.01291349,0.15818217,0.00000000
-5.06353177,1.14725134,0.06449188,1.03066362,0.02376409,0.01354529,0.16515316,0.00000000
-5.05752876,1.19082730,0.06758970,1.07096746,0.02553511,0.01420139,0.17265596,0.00000000
-5.05152576,1.23776171,0.07105574,1.11399752,0.02741600,0.01487492,0.18059855,0.00000000
-5.04552276,1.28759902,0.07487735,1.15931935,0.02939276,0.01555825,0.18887810,0.00000000
-5.03951976,1.33980460,0.07903643,1.20643008,0.03145078,0.01624309,0.19738300,0.00000000
-5.03351676,1.39377971,0.08351017,1.25477233,0.03357530,0.01692074,0.20599529,0.00000000
-5.02751376,1.44887904,0.08827193,1.30375026,0.03575181,0.01758228,0.21459328,0.00000000
-5.02151076,1.50442987,0.09329229,1.35274727,0.03796656,0.01821881,0.22305436,0.00000000
-5.01550775,1.55975231,0.09854011,1.40114431,0.04020703,0.01882162,0.23125782,0.00000000
-5.00950475,1.61417940,0.10398365,1.44833826,0.04246241,0.01938247,0.23908772,0.00000000
-5.00350175,1.66707649,0.10959159,1.49375961,0.04472405,0.01989374,0.24643551,0.00000000
-4.99749875,1.71785902,0.11533400,1.53688850,0.04698575,0.02034863,0.25320252,0.00000000
-4.99149575,1.76600784,0.12118311,1.57726875,0.04924411,0.02074129,0.25930202,0.00000000
-4.98549275,1.81108171,0.12711390,1.61451916,0.05149856,0.02106692,0.26466095,0.00000000
-4.97948974,1.85272646,0.13310443,1.64834182,0.05375149,0.02132189,0.26922121,0.00000000
-4.97348674,1.89068058,0.13913604,1.67852711,0.05600801,0.02150374,0.27294044,0.00000000
-4.96748374,1.92477727,0.14519319,1.70495550,0.05827572,0.02161120,0.27579236,0.00000000
-4.96148074,1.95494311,0.15126320,1.72759617,0.06056431,0.02164414,0.27776662,0.00000000
-4.95547774,1.98119379,0.15733582,1.74650279,0.06288503,0.02160355,0.27886833,0.00000000
-4.94947474,2.00362726,0.16340271,1.76180693,0.06525008,0.02149142,0.27911716,0.00000000
-4.94347174,2.02241515,0.16945684,1.77370964,0.06767193,0.02131067,0.27854626,0.00000000
-4.93746873,2.03779304,0.17549205,1.78247177,0.07016268,0.02106502,0.27720095,0.00000000
-4.93146573,2.05005031,0.18150257,1.78840381,0.07273341,0.02075889,0.27513740,0.00000000
-4.92546273,2.05952029,0.18748288,1.79185566,0.07539356,0.02039726,0.27242125,0.00000000
-4.91945973,2.06657136,0.19342769,1.79320706,0.07815047,0.01998561,0.26912637,0.00000000
-4.91345673,2.07159930,0.19933217,1.79285904,0.08100908,0.01952977,0.26533366,0.00000000
-4.90745373,2.07502128,0.20519254,1.79122675,0.08397168,0.01903585,0.26113014,0.00000000
-4.90145073,2.07727167,0.21100678,1.78873369,0.08703795,0.01851016,0.25660804,0.00000000
-4.89544772,2.07879929,0.21677564,1.78580756,0.09020508,0.01795918,0.25186420,0.00000000
-4.88944472,2.08006614,0.22250365,1.78287729,0.09346813,0.01738943,0.24699944,0.00000000
-4.88344172,2.08154685,0.22820029,1.78037122,0.09682048,0.01680748,0.24211805,0.00000000
-4.87743872,2.08372856,0.23388095,1.77871572,0.10025433,0.01621991,0.23732724,0.00000000
-4.87143572,2.08711029,0.23956781,1.77833412,0.10376139,0.01563321,0.23273646,0.00000000
-4.86543272,2.09220144,0.24529029,1.77964508,0.10733342,0.01505378,0.22845652,0.00000000
-4.85942971,2.09951848,0.25108513,1.78306022,0.11096286,0.01448786,0.22459854,0.00000000
-4.85342671,2.10957968,0.25699598,1.78898039,0.11464323,0.01394146,0.22127250,0.00000000
-4.84742371,2.12289710,0.26307235,1.79779036,0.11836953,0.01342031,0.21858552,0.00000000
-4.84142071,2.13996613,0.26936799,1.80985180,0.12213834,0.01292976,0.21663981,0.00000000
-4.83541771,2.16125214,0.27593866,1.82549439,0.12594773,0.01247471,0.21553026,0.00000000
-4.82941471,2.18717501,0.28283939,1.84500544,0.12979701,0.01205952,0.21534185,0.00000000
-4.82341171,2.21809162,0.29012125,1.86861811,0.13368623,0.01168792,0.21614685,0.00000000
-4.81740870,2.25427739,0.29782784,1.89649901,0.13761542,0.01136293,0.21800201,0.00000000
-4.81140570,2.29590743,0.30599165,1.92873550,0.14158375,0.01108676,0.22094581,0.00000000
-4.80540270,2.34303868,0.31463046,1.96532376,0.14558853,0.01086077,0.22499594,0.00000000
-4.79939970,2.39559389,0.32374404,2.00615810,0.14962418,0.01068543,0.23014711,0.00000000
-4.79339670,2.45334861,0.33331131,2.05102261,0.15368118,0.01056027,0.23636948,0.00000000
-4.78739370,2.51592243,0.34328825,2.09958569,0.15774510,0.01048389,0.24360761,0.00000000
-4.78139070,2.58277515,0.35360667,2.15139830,0.16179590,0.01045400,0.25178026,0.00000000
-4.77538769,2.65320887,0.36417402,2.20589644,0.16580730,0.01046747,0.26078104,0.00000000
-4.76938469,2.72637640,0.37487439,2.26240823,0.16974656,0.01052041,0.27047988,0.00000000
-4.76338169,2.80129625,0.38557064,2.32016578,0.17357457,0.01060828,0.28072552,0.00000000
-4.75737869,2.87687421,0.39610778,2.37832186,0.17724629,0.01072605,0.29134880,0.00000000
-4.75137569,2.95193096,0.40631745,2.43597093,0.18071159,0.01086832,0.30216687,0.00000000
-4.74537269,3.02523514,0.41602334,2.49217415,0.18391645,0.01102954,0.31298804,0.00000000
-4.73936968,3.09554072,0.42504741,2.54598753,0.18680450,0.01120418,0.32361723,0.00000000
-4.73336668,3.16162746,0.43321662,2.59649220,0.18931882,0.01138689,0.33386179,0.00000000
-4.72736368,3.22234272,0.44036990,2.64282573,0.19140395,0.01157276,0.34353760,0.00000000
-4.72136068,3.27664322,0.44636506,2.68421319,0.19300807,0.01175741,0.35247500,0.00000000
-4.71535768,3.32363472,0.45108526,2.71999667,0.19408507,0.01193727,0.36052457,0.00000000
-4.70935468,3.36260795,0.45444486,2.74966184,0.19459665,0.01210963,0.36756240,0.00000000
-4.70335168,3.39306922,0.45639420,2.77286041,0.19451415,0.01227279,0.37349462,0.00000000
-4.69734867,3.41476407,0.45692325,2.78942735,0.19382013,0.01242618,0.37826108,0.00000000
-4.69134567,3.42769292,0.45606383,2.79939184,0.19250954,0.01257037,0.38183796,0.00000000
-4.68534267,3.43211774,0.45389029,2.80298152,0.19059041,0.01270710,0.38423926,0.00000000
-4.67933967,3.42855925,0.45051873,2.80061940,0.18808416,0.01283925,0.38551699,0.00000000
-4.67333667,3.41778474,0.44610459,2.79291360,0.18502523,0.01297078,0.38576009,0.00000000
-4.66733367,3.40078660,0.44083885,2.78064007,0.18146036,0.01310661,0.38509220,0.00000000
-4.66133067,3.37875256,0.43494300,2.76471894,0.17744727,0.01325249,0.38366814,0.00000000
-4.65532766,3.35302864,0.42866286,2.74618537,0.17305299,0.01341484,0.38166942,0.00000000
-4.64932466,3.32507628,0.42226158,2.72615608,0.16835183,0.01360051,0.37929878,0.00000000
-4.64332166,3.29642538,0.41601213,2.70579283,0.16342307,0.01381660,0.37677408,0.00000000
-4.63731866,3.26862502,0.41018942,2.68626437,0.15834852,0.01407020,0.37432163,0.00000000
-4.63131566,3.24319381,0.40506242,2.66870832,0.15321010,0.01436815,0.37216920,0.00000000
-4.62531266,3.22157182,0.40088652,2.65419462,0.14808735,0.01471682,0.37053903,0.00000000
-4.61930965,3.20507564,0.39789630,2.64369169,0.14305527,0.01512185,0.36964092,0.00000000
-4.61330665,3.19485852,0.39629894,2.63803685,0.13818233,0.01558795,0.36966568,0.00000000
-4.60730365,3.19187651,0.39626845,2.63791191,0.13352882,0.01611867,0.37077917,0.00000000
-4.60130065,3.19686195,0.39794081,2.64382462,0.12914557,0.01671628,0.37311701,0.00000000
-4.59529765,3.21030489,0.40141009,2.65609671,0.12507315,0.01738161,0.37678017,0.00000000
-4.58929465,3.23244280,0.40672570,2.67485856,0.12134140,0.01811397,0.38183152,0.00000000
-4.58329165,3.26325860,0.41389064,2.70005057,0.11796944,0.01891108,0.38829348,0.00000000
-4.57728864,3.30248682,0.42286096,2.73143075,0.11496597,0.01976909,0.39614672,0.00000000
-4.57128564,3.34962713,0.43354626,2.76858808,0.11233001,0.02068262,0.40533013,0.00000000
-4.56528264,3.40396459,0.44581129,2.81096072,0.11005176,0.02164483,0.41574181,0.00000000
-4.55927964,3.46459542,0.45947858,2.85785822,0.10811382,0.02264757,0.42724125,0.00000000
-4.55327664,3.53045734,0.47433205,2.90848651,0.10649237,0.02368156,0.43965257,0.00000000
-4.54727364,3.60036289,0.49012156,2.96197470,0.10515858,0.02473658,0.45276869,0.00000000
-4.54127064,3.67303465,0.50656829,3.01740230,0.10407985,0.02580172,0.46635639,0.00000000
-4.53526763,3.74714094,0.52337078,3.07382600,0.10322111,0.02686562,0.48016203,0.00000000
-4.52926463,3.82133067,0.54021164,3.13030471,0.10254597,0.02791676,0.49391785,0.00000000
-4.52326163,3.89426628,0.55676464,3.18592211,0.10201771,0.02894369,0.50734864,0.00000000
-4.51725863,3.96465360,0.57270212,3.23980592,0.10160012,0.02993530,0.52017854,0.00000000
-4.51125563,4.03126798,0.58770241,3.29114332,0.10125820,0.03088105,0.53213780,0.00000000
-4.50525263,4.09297577,0.60145714,3.33919219,0.10095866,0.03177119,0.54296937,0.00000000
-4.49924962,4.14875104,0.61367824,3.38328812,0.10067026,0.03259689,0.55243497,0.00000000
-4.49324662,4.19768713,0.62410430,3.42284723,0.10036404,0.03335039,0.56032059,0.00000000
-4.48724362,4.23900336,0.63250632,3.45736521,0.10001345,0.03402508,0.56644120,0.00000000
-4.48124062,4.27204698,0.63869241,3.48641318,0.09959437,0.03461555,0.57064463,0.00000000
-4.47523762,4.29629110,0.64251149,3.50963095,0.09908511,0.03511752,0.57281435,0.00000000
-4.46923462,4.31132931,0.64385586,3.52671870,0.09846637,0.03552786,0.57287135,0.00000000
-4.46323162,4.31686773,0.64266255,3.53742782,0.09772130,0.03584450,0.57077487,0.00000000
-4.45722861,4.31271558,0.63891338,3.54155195,0.09683541,0.03606626,0.56652214,0.00000000
-4.45122561,4.29877512,0.63263399,3.53891909,0.09579675,0.03619284,0.56014725,0.00000000
-4.44522261,4.27503196,0.62389166,3.52938550,0.09459593,0.03622460,0.55171904,0.00000000
-4.43921961,4.24154645,0.61279227,3.51283195,0.09322632,0.03616247,0.54133836,0.00000000
-4.43321661,4.19844688,0.59947639,3.48916291,0.09168426,0.03600789,0.52913474,0.00000000
-4.42721361,4.14592479,0.58411483,3.45830861,0.08996924,0.03576264,0.51526252,0.00000000
-4.42121061,4.08423272,0.56690370,3.42023009,0.08808415,0.03542887,0.49989683,0.00000000
-4.41520760,4.01368422,0.54805927,3.37492675,0.08603548,0.03500898,0.48322936,0.00000000
-4.40920460,3.93465587,0.52781279,3.32244598,0.08383340,0.03450569,0.46546405,0.00000000
-4.40320160,3.84759083,0.50640538,3.26289403,0.08149190,0.03392201,0.44681302,0.00000000
-4.39719860,3.75300315,0.48408324,3.19644738,0.07902873,0.03326132,0.42749260,0.00000000
-4.39119560,3.65148216,0.46109311,3.12336345,0.07646520,0.03252738,0.40771956,0.00000000
-4.38519260,3.54369603,0.43767824,3.04398999,0.07382594,0.03172444,0.38770781,0.00000000
-4.37918959,3.43039372,0.41407486,2.95877202,0.07113844,0.03085731,0.36766526,0.00000000
-4.37318659,3.31240454,0.39050906,2.86825572,0.06843248,0.02993137,0.34779116,0.00000000
-4.36718359,3.19063494,0.36719428,2.77308861,0.06573945,0.02895264,0.32827365,0.00000000
-4.36118059,3.06606191,0.34432917,2.67401582,0.06309150,0.02792781,0.30928775,0.00000000
-4.35517759,2.93972304,0.32209599,2.57187214,0.06052068,0.02686421,0.29099362,0.00000000
-4.34917459,2.81270332,0.30065933,2.46757025,0.05805797,0.02576980,0.27353510,0.00000000
-4.34317159,2.68611899,0.28016525,2.36208534,0.05573236,0.02465307,0.25703857,0.00000000
-4.33716858,2.56109904,0.26074069,2.25643690,0.05356990,0.02352298,0.24161207,0.00000000
-4.33116558,2.43876513,0.24249320,2.15166841,0.05159284,0.02238883,0.22734469,0.00000000
-4.32516258,2.32021078,0.22551090,2.04882576,0.04981895,0.02126012,0.21430624,0.00000000
-4.31915958,2.20648079,0.20986268,1.94893557,0.04826085,0.02014640,0.20254718,0.00000000
-4.31315658,2.09855183,0.19559860,1.85298420,0.04692572,0.01905709,0.19209890,0.00000000
-4.30715358,1.99731507,0.18275053,1.76189843,0.04581502,0.01800137,0.18297420,0.00000000
