energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.87576207,-1.46642762,0.02901128,-0.03227439,0.07323091,-0.09534201,0.89886111,-0.78604052,0.26705249,-0.15213778,0.51752776,-0.35932681,0.31726870,-0.30275249,0.01529792,-0.01103924,1.02484617,-0.77334462
-5.99399700,1.88027660,-1.49002406,0.02769806,-0.03369627,0.07078298,-0.09277058,0.90937969,-0.77212494,0.26494316,-0.15766899,0.52145116,-0.37124344,0.31740406,-0.30422066,0.01586845,-0.01096423,1.03271799,-0.79088229
-5.98799400,1.88381621,-1.52066937,0.02640857,-0.03507239,0.06840173,-0.09073052,0.91938295,-0.76365631,0.26249861,-0.16358696,0.52430031,-0.38472878,0.31793944,-0.30721462,0.01661012,-0.01105144,1.03993182,-0.81223575
-5.98199100,1.88661820,-1.55739436,0.02516888,-0.03637067,0.06609572,-0.08916443,0.92869619,-0.76032090,0.25981499,-0.16975587,0.52615336,-0.39952093,0.31890295,-0.31156027,0.01752009,-0.01129655,1.04659294,-0.83690209
-5.97598799,1.88899015,-1.59913477,0.02400244,-0.03756159,0.06387536,-0.08800759,0.93721201,-0.76170774,0.25699446,-0.17603671,0.52712545,-0.41533010,0.32032472,-0.31706896,0.01859412,-0.01169420,1.05284881,-0.86432591
-5.96998499,1.89129130,-1.64476828,0.02292954,-0.03861914,0.06175220,-0.08719059,0.94488637,-0.76732795,0.25414180,-0.18229125,0.52736299,-0.43184808,0.32223421,-0.32354487,0.01982633,-0.01223821,1.05887919,-0.89391812
-5.96398199,1.89391159,-1.69315129,0.02196691,-0.03952156,0.05973821,-0.08664201,0.95173250,-0.77663491,0.25136086,-0.18838600,0.52703668,-0.44875815,0.32465745,-0.33079193,0.02120899,-0.01292171,1.06488488,-0.92507482
-5.95797899,1.89724931,-1.74315375,0.02112738,-0.04025199,0.05784502,-0.08629095,0.95781298,-0.78904432,0.24875110,-0.19419591,0.52633370,-0.46574489,0.32761424,-0.33862007,0.02273225,-0.01373723,1.07107546,-0.95719519
-5.95197599,1.90168840,-1.79369095,0.02041975,-0.04079889,0.05608334,-0.08606930,0.96323053,-0.80395371,0.24640422,-0.19960764,0.52544931,-0.48250364,0.33111553,-0.34685043,0.02438393,-0.01467674,1.07765658,-0.98969789
-5.94597299,1.90757650,-1.84375077,0.01984876,-0.04115628,0.05446224,-0.08591374,0.96811787,-0.82076034,0.24440110,-0.20452230,0.52457834,-0.49874903,0.33516122,-0.35531939,0.02614933,-0.01573160,1.08481759,-1.02203524
-5.93996998,1.91520466,-1.89241582,0.01941512,-0.04132377,0.05298871,-0.08576736,0.97262719,-0.83887730,0.24280910,-0.20885757,0.52390681,-0.51422244,0.33973826,-0.36388138,0.02801108,-0.01689250,1.09271988,-1.05370480
-5.93396698,1.92478973,-1.93887976,0.01911577,-0.04130634,0.05166718,-0.08558087,0.97691956,-0.85774722,0.24167974,-0.21254912,0.52360418,-0.52869805,0.34481941,-0.37241028,0.02994908,-0.01814933,1.10148666,-1.08425811
-5.92796398,1.93646004,-1.98245763,0.01894408,-0.04111395,0.05049922,-0.08531342,0.98115489,-0.87685346,0.24104705,-0.21555135,0.52381645,-0.54198734,0.35036265,-0.38079957,0.03194057,-0.01949109,1.11119451,-1.11330632
-5.92196098,1.95024525,-2.02259031,0.01889027,-0.04076090,0.04948329,-0.08493297,0.98548257,-0.89572877,0.24092637,-0.21783733,0.52466035,-0.55394187,0.35631130,-0.38896130,0.03396026,-0.02090573,1.12186713,-1.14052299
-5.91595798,1.96607059,-2.05884363,0.01894182,-0.04026509,0.04861465,-0.08441629,0.99003335,-0.91396124,0.24131396,-0.21939819,0.52621898,-0.56445456,0.36259484,-0.39682419,0.03598059,-0.02238005,1.13347166,-1.16564417
-5.90995498,1.98375598,-2.09090292,0.01908392,-0.03964710,0.04788537,-0.08374861,0.99491261,-0.93119812,0.24218712,-0.22024186,0.52853890,-0.57345923,0.36913053,-0.40433087,0.03797211,-0.02389964,1.14591768,-1.18846624
-5.90395198,2.00302006,-2.11856381,0.01930002,-0.03892926,0.04728443,-0.08292297,1.00019527,-0.94714744,0.24350512,-0.22039136,0.53162889,-0.58092890,0.37582579,-0.41143482,0.03990401,-0.02544884,1.15905904,-1.20884191
-5.89794897,2.02348891,-2.14172063,0.01957235,-0.03813461,0.04679794,-0.08193937,1.00592255,-0.96157799,0.24521075,-0.21988276,0.53546036,-0.58687289,0.38258107,-0.41809717,0.04174468,-0.02701082,1.17269830,-1.22667508
-5.89194597,2.04470925,-2.16035332,0.01988246,-0.03728596,0.04640943,-0.08080372,1.01210060,-0.97431790,0.24723248,-0.21876292,0.53996928,-0.59133300,0.38929345,-0.42428360,0.04346242,-0.02856768,1.18659389,-1.24191512
-5.88594297,2.06616556,-2.17451423,0.02021180,-0.03640496,0.04610031,-0.07952674,1.01870097,-0.98525234,0.24948717,-0.21708718,0.54505969,-0.59437916,0.39586047,-0.42996182,0.04502620,-0.03010066,1.20046938,-1.25455100
-5.87993997,2.08730027,-2.18431556,0.02054220,-0.03551133,0.04585028,-0.07812282,1.02566299,-0.99432041,0.25188325,-0.21491710,0.55060848,-0.59610470,0.40218427,-0.43509961,0.04640644,-0.03159046,1.21402467,-1.26460600
-5.87393697,2.10753625,-2.18991837,0.02085644,-0.03462219,0.04563794,-0.07660891,1.03289764,-1.00151175,0.25432423,-0.21231839,0.55647116,-0.59662167,0.40817570,-0.43966376,0.04757581,-0.03301760,1.22694845,-1.27213314
-5.86793397,2.12630046,-2.19152372,0.02113865,-0.03375157,0.04544135,-0.07500355,1.04029291,-1.00686280,0.25671235,-0.20935903,0.56248852,-0.59605622,0.41375826,-0.44361995,0.04851003,-0.03436285,1.23893140,-1.27721174
-5.86193097,2.14304768,-2.18936609,0.02137476,-0.03291018,0.04523867,-0.07332594,1.04772012,-1.01045299,0.25895235,-0.20610776,0.56849370,-0.59454447,0.41887159,-0.44693348,0.04918855,-0.03560775,1.24967945,-1.27994507
-5.85592796,2.15728303,-2.18370913,0.02155282,-0.03210525,0.04500876,-0.07159519,1.05504094,-1.01240074,0.26095505,-0.20263285,0.57431928,-0.59222870,0.42347435,-0.44957092,0.04959525,-0.03673507,1.25892645,-1.28045911
-5.84992496,2.16858225,-2.17484347,0.02166327,-0.03134061,0.04473184,-0.06982975,1.06211459,-1.01285929,0.26264062,-0.19900122,0.57980425,-0.58925419,0.42754616,-0.45150248,0.04971891,-0.03772940,1.26644543,-1.27890218
-5.84392196,2.17660847,-2.16308603,0.02169911,-0.03061697,0.04439005,-0.06804691,1.06880475,-1.01201223,0.26394142,-0.19527776,0.58480026,-0.58576646,0.43108865,-0.45270489,0.04955360,-0.03857756,1.27205805,-1.27544512
-5.83791896,2.18112464,-2.14878019,0.02165603,-0.02993226,0.04396795,-0.06626254,1.07498577,-1.01006871,0.26480422,-0.19152497,0.58917706,-0.58190901,0.43412518,-0.45316450,0.04909894,-0.03926913,1.27564148,-1.27028158
-5.83191596,2.18200079,-2.13229607,0.02153235,-0.02928213,0.04345294,-0.06449085,1.08054774,-1.00725801,0.26519170,-0.18780266,0.59282661,-0.57782142,0.43669952,-0.45288044,0.04836007,-0.03979670,1.27713237,-1.26362808
-5.82591296,2.17921569,-2.11403018,0.02132897,-0.02866049,0.04283562,-0.06274428,1.08540002,-1.00382371,0.26508314,-0.18416782,0.59566593,-0.57363772,0.43887310,-0.45186748,0.04734762,-0.04015620,1.27652762,-1.25572341
-5.81990995,2.17285263,-2.09440380,0.02104914,-0.02806009,0.04210999,-0.06103348,1.08947302,-1.00001717,0.26447430,-0.18067439,0.59763834,-0.56948489,0.44072125,-0.45015839,0.04607734,-0.04034699,1.27388184,-1.24682692
-5.81390695,2.16308956,-2.07385950,0.02069822,-0.02747308,0.04127349,-0.05936730,1.09271804,-0.99609054,0.26337637,-0.17737304,0.59871314,-0.56548146,0.44232826,-0.44780551,0.04456967,-0.04037187,1.26930153,-1.23721557
-5.80790395,2.15018401,-2.05285553,0.02028336,-0.02689158,0.04032699,-0.05775281,1.09510517,-0.99228947,0.26181429,-0.17431084,0.59888379,-0.56173609,0.44378175,-0.44488146,0.04284914,-0.04023689,1.26293636,-1.22717953
-5.80190095,2.13445359,-2.03185796,0.01981305,-0.02630811,0.03927461,-0.05619537,1.09661944,-0.98884557,0.25982423,-0.17153078,0.59816471,-0.55834614,0.44516643,-0.44147880,0.04094362,-0.03995114,1.25496792,-1.21701634
-5.79589795,2.11625324,-2.01133068,0.01929675,-0.02571599,0.03812341,-0.05469865,1.09725545,-0.98596905,0.25745063,-0.16907116,0.59658693,-0.55539614,0.44655761,-0.43770864,0.03888356,-0.03952627,1.24559666,-1.20702378
-5.78989495,2.09595053,-1.99172363,0.01874442,-0.02510962,0.03688299,-0.05326466,1.09701086,-0.98384185,0.25474286,-0.16696484,0.59419290,-0.55295634,0.44801497,-0.43369824,0.03670108,-0.03897604,1.23502771,-1.19749172
-5.78389195,2.07390043,-1.97345986,0.01816610,-0.02448467,0.03556505,-0.05189385,1.09587937,-0.98261148,0.25175167,-0.16523848,0.59103087,-0.55108132,0.44957675,-0.42958760,0.03442909,-0.03831570,1.22345655,-1.18869327
-5.77788894,2.05042125,-1.95692194,0.01757147,-0.02383816,0.03418282,-0.05058512,1.09384366,-0.98238592,0.24852578,-0.16391166,0.58714912,-0.54980868,0.45125495,-0.42552535,0.03210043,-0.03756140,1.21105531,-1.18087576
-5.77188594,2.02577313,-1.94243864,0.01696949,-0.02316842,0.03275050,-0.04933588,1.09086908,-0.98322997,0.24510867,-0.16299610,0.58259063,-0.54915804,0.45303168,-0.42166389,0.02974703,-0.03672947,1.19796070,-1.17425196
-5.76588294,2.00014062,-1.93027253,0.01636808,-0.02247506,0.03128275,-0.04814218,1.08689842,-0.98516301,0.24153583,-0.16249493,0.57738833,-0.54913033,0.45485710,-0.41815423,0.02739916,-0.03583588,1.18426422,-1.16899205
-5.75987994,1.97362029,-1.92060927,0.01577390,-0.02175875,0.02979408,-0.04699881,1.08184863,-0.98815846,0.23783273,-0.16240218,0.57156155,-0.54970747,0.45664907,-0.41514053,0.02508478,-0.03489561,1.17000553,-1.16521671
-5.75387694,1.94621448,-1.91354909,0.01519215,-0.02102110,0.02829846,-0.04589949,1.07560963,-0.99214488,0.23401338,-0.16270238,0.56511371,-0.55085254,0.45829459,-0.41275477,0.02282902,-0.03392219,1.15516927,-1.16299183
-5.74787394,1.91783148,-1.90910107,0.01462650,-0.02026438,0.02680882,-0.04483701,1.06804571,-0.99700853,0.23007993,-0.16337054,0.55803152,-0.55251032,0.45965314,-0.41111156,0.02065373,-0.03292728,1.13968563,-1.16232493
-5.74187094,1.88829221,-1.90718030,0.01407913,-0.01949137,0.02533681,-0.04380353,1.05899949,-1.00259733,0.22602295,-0.16437230,0.55028582,-0.55460835,0.46056171,-0.41030345,0.01857727,-0.03192044,1.12343484,-1.16316357
-5.73586793,1.85734318,-1.90760825,0.01355073,-0.01870511,0.02389250,-0.04279081,1.04829837,-1.00872581,0.22182262,-0.16566444,0.54183389,-0.55705835,0.46084138,-0.41039680,0.01661432,-0.03090900,1.10625518,-1.16539571
-5.72986493,1.82467483,-1.91011598,0.01304072,-0.01790879,0.02248433,-0.04179051,1.03576328,-1.01518089,0.21745068,-0.16719561,0.53262324,-0.55975799,0.46030503,-0.41142842,0.01477596,-0.02989801,1.08795415,-1.16885204
-5.72386193,1.78994417,-1.91435025,0.01254744,-0.01710554,0.02111900,-0.04079443,1.02121918,-1.02172801,0.21287295,-0.16890740,0.52259649,-0.56259290,0.45876597,-0.41340303,0.01306968,-0.02889041,1.06832213,-1.17330997
-5.71785893,1.75280044,-1.91988206,0.01206837,-0.01629838,0.01980159,-0.03979487,1.00450672,-1.02811737,0.20805231,-0.17073549,0.51169720,-0.56543891,0.45604686,-0.41629169,0.01149966,-0.02788723,1.04714770,-1.17849927
-5.71185593,1.71291207,-1.92621712,0.01160041,-0.01549017,0.01853566,-0.03878482,0.98549448,-1.03408999,0.20295191,-0.17261112,0.49987600,-0.56816428,0.45198854,-0.42003114,0.01006707,-0.02688792,1.02423371,-1.18410889
-5.70585293,1.66999340,-1.93280807,0.01114018,-0.01468355,0.01732345,-0.03775822,0.96409075,-1.03938342,0.19753848,-0.17446258,0.48709691,-0.57063207,0.44645837,-0.42452426,0.00877038,-0.02589074,0.99941307,-1.18979476
-5.69984992,1.62382945,-1.93906771,0.01068426,-0.01388099,0.01616611,-0.03671012,0.94025438,-1.04373687,0.19178538,-0.17621679,0.47334317,-0.57270246,0.43935739,-0.42964147,0.00760578,-0.02489316,0.97256338,-1.19518838
-5.69384692,1.57429735,-1.94438306,0.01022948,-0.01308478,0.01506395,-0.03563681,0.91400375,-1.04689577,0.18567538,-0.17780090,0.45862231,-0.57423500,0.43062623,-0.43522323,0.00656762,-0.02389234,0.94361942,-1.19990570
-5.68784392,1.52138299,-1.94812982,0.00977312,-0.01229713,0.01401667,-0.03453591,0.88542329,-1.04861584,0.17920283,-0.17914389,0.44297013,-0.57509093,0.42024922,-0.44108346,0.00564877,-0.02288547,0.91258291,-1.20355637
-5.68184092,1.46519215,-1.94968696,0.00931304,-0.01152018,0.01302364,-0.03340636,0.85466712,-1.04866666,0.17237530,-0.18017805,0.42645317,-0.57513538,0.40825657,-0.44701391,0.00484108,-0.02187021,0.87952869,-1.20575296
-5.67583792,1.40595530,-1.94845118,0.00884787,-0.01075603,0.01208408,-0.03224839,0.82195937,-1.04683501,0.16521436,-0.18084042,0.40916972,-0.57423975,0.39472459,-0.45278939,0.00413571,-0.02084498,0.84460737,-1.20612007
-5.66983492,1.34402592,-1.94385112,0.00837704,-0.01000685,0.01119726,-0.03106343,0.78759119,-1.04292800,0.15775566,-0.18107404,0.39124896,-0.57228400,0.37977381,-0.45817375,0.00352349,-0.01980916,0.80804389,-1.20430330
-5.66383192,1.27987257,-1.93536115,0.00790081,-0.00927482,0.01036256,-0.02985402,0.75191440,-1.03677631,0.15004823,-0.18082917,0.37284862,-0.56915916,0.36356526,-0.46292637,0.00299522,-0.01876332,0.77013240,-1.19997786
-5.65782891,1.21406506,-1.92251447,0.00742022,-0.00856217,0.00957964,-0.02862364,0.71533210,-1.02823752,0.14215312,-0.18006430,0.35415095,-0.56476993,0.34629511,-0.46680922,0.00254188,-0.01770921,0.73122765,-1.19285677
-5.65182591,1.14725575,-1.90491559,0.00693705,-0.00787118,0.00884839,-0.02737659,0.67828671,-1.01719965,0.13414131,-0.17874696,0.33535739,-0.55903731,0.32818784,-0.46959397,0.00215485,-0.01664979,0.69173340,-1.18269855
-5.64582291,1.08015695,-1.88225163,0.00645366,-0.00720410,0.00816899,-0.02611781,0.64124595,-1.00358497,0.12609132,-0.17685448,0.31668216,-0.55190135,0.30948846,-0.47106920,0.00182605,-0.01558912,0.65208852,-1.16931429
-5.63981991,1.01351566,-1.85430256,0.00597291,-0.00656314,0.00754180,-0.02485271,0.60468743,-0.98735379,0.11808631,-0.17437451,0.29834511,-0.54332381,0.29045419,-0.47104735,0.00154804,-0.01453221,0.61275158,-1.15257393
