energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.63381691,2.95403801,0.01298079,0.52703304,4.09626374,1.40020506,0.03181833,0.53372712,0.20729880,0.03597082
-5.62781391,3.04019884,0.01154843,0.54301372,4.23373140,1.45703828,0.02904951,0.54785459,0.21454519,0.03421347
-5.62181091,3.15142404,0.01025220,0.55991784,4.37721016,1.52980810,0.02655045,0.56736429,0.22261309,0.03324819
-5.61580790,3.28695276,0.00909465,0.57747073,4.52375559,1.61858678,0.02433932,0.59199378,0.23131415,0.03304688
-5.60980490,3.44599660,0.00807626,0.59541238,4.67044503,1.72341891,0.02242964,0.62147569,0.24046497,0.03358286
-5.60380190,3.62775176,0.00719569,0.61350574,4.81445306,1.84431375,0.02083045,0.65554286,0.24989285,0.03483072
-5.59779890,3.83140529,0.00645000,0.63154430,4.95312478,1.98123423,0.01954664,0.69393206,0.25944089,0.03676584
-5.59179590,4.05613505,0.00583493,0.64935857,5.08404431,2.13408301,0.01857914,0.73638624,0.26897250,0.03936378
-5.58579290,4.30110342,0.00534507,0.66682108,5.20509560,2.30268601,0.01792532,0.78265537,0.27837481,0.04259948
-5.57978989,4.56544512,0.00497416,0.68384970,5.31451317,2.48677421,0.01757922,0.83249580,0.28756114,0.04644632
-5.57378689,4.84824953,0.00471520,0.70040894,5.41092041,2.68596437,0.01753190,0.88566830,0.29647226,0.05087524
-5.56778389,5.14853868,0.00456064,0.71650904,5.49335379,2.89973983,0.01777164,0.94193503,0.30507638,0.05585372
-5.56178089,5.46524204,0.00450255,0.73220286,5.56127164,3.12743227,0.01828418,1.00105557,0.31336794,0.06134500
-5.55577789,5.79716977,0.00453267,0.74758065,5.61454726,3.36820581,0.01905293,1.06278240,0.32136526,0.06730732
-5.54977489,6.14298629,0.00464255,0.76276265,5.65344648,3.62104437,0.02005907,1.12685626,0.32910711,0.07369334
-5.54377189,6.50118608,0.00482359,0.77789007,5.67859089,3.88474362,0.02128179,1.19300160,0.33664846,0.08044985
-5.53776888,6.87007380,0.00506710,0.79311469,5.69090846,4.15790833,0.02269837,1.26092267,0.34405553,0.08751767
-5.53176588,7.24775066,0.00536437,0.80858754,5.69157410,4.43895604,0.02428443,1.33030061,0.35140061,0.09483191
-5.52576288,7.63210870,0.00570672,0.82444730,5.68194295,4.72612758,0.02601412,1.40079183,0.35875671,0.10232243
-5.51975988,8.02083439,0.00608553,0.84080894,5.66347994,5.01750455,0.02786044,1.47202784,0.36619244,0.10991472
-5.51375688,8.41142240,0.00649234,0.85775316,5.63768879,5.31103383,0.02979560,1.54361696,0.37376747,0.11753097
-5.50775388,8.80119990,0.00691893,0.87531728,5.60604400,5.60455844,0.03179147,1.61514766,0.38152864,0.12509144
-5.50175088,9.18736097,0.00735737,0.89348790,5.56992889,5.89585403,0.03382009,1.68619364,0.38950705,0.13251603
-5.49574787,9.56701034,0.00780018,0.91219591,5.53058227,6.18266965,0.03585428,1.75632033,0.39771623,0.13972606
-5.48974487,9.93721485,0.00824042,0.93131404,5.48905606,6.46277141,0.03786824,1.82509265,0.40615133,0.14664603
-5.48374187,10.29506044,0.00867176,0.95065699,5.44618501,6.73398729,0.03983827,1.89208344,0.41478955,0.15320551
-5.47773887,10.63771238,0.00908867,0.96998441,5.40256944,6.99425110,0.04174341,1.95688226,0.42359141,0.15934087
-5.47173587,10.96247566,0.00948646,0.98900628,5.35857077,7.24164392,0.04356607,2.01910390,0.43250300,0.16499699
-5.46573287,11.26685299,0.00986139,1.00739069,5.31431914,7.47443106,0.04529256,2.07839617,0.44145875,0.17012856
-5.45972986,11.54859727,0.01021074,1.02477350,5.26973184,7.69109300,0.04691356,2.13444649,0.45038466,0.17470128
-5.45372686,11.80575613,0.01053282,1.04076951,5.22454050,7.89034896,0.04842434,2.18698682,0.45920166,0.17869258
-5.44772386,12.03670649,0.01082698,1.05498458,5.17832506,8.07117217,0.04982493,2.23579668,0.46782875,0.18209195
-5.44172086,12.24017738,0.01109357,1.06702817,5.13055195,8.23279641,0.05111996,2.28070406,0.47618590,0.18490095
-5.43571786,12.41526036,0.01133385,1.07652585,5.08061425,8.37471368,0.05231832,2.32158416,0.48419633,0.18713263
-5.42971486,12.56140735,0.01154987,1.08313112,5.02787141,8.49666366,0.05343269,2.35835615,0.49178812,0.18881068
-5.42371186,12.67841654,0.01174434,1.08653632,4.97168664,8.59861580,0.05447873,2.39097815,0.49889507,0.18996810
-5.41770885,12.76640772,0.01192042,1.08648205,4.91146029,8.68074535,0.05547417,2.41944079,0.50545686,0.19064556
-5.41170585,12.82578912,0.01208157,1.08276492,4.84665796,8.74340532,0.05643779,2.44376002,0.51141845,0.19088960
-5.40570285,12.85721819,0.01223126,1.07524343,4.77683260,8.78709593,0.05738822,2.46396951,0.51672899,0.19075052
-5.39969985,12.86155930,0.01237286,1.06384188,4.70164035,8.81243390,0.05834278,2.48011342,0.52134034,0.19028030
-5.39369685,12.83984105,0.01250938,1.04855223,4.62085020,8.82012351,0.05931634,2.49224003,0.52520543,0.18953054
-5.38769385,12.79321648,0.01264333,1.02943406,4.53434794,8.81093119,0.06032029,2.50039686,0.52827665,0.18855053
-5.38169085,12.72292844,0.01277658,1.00661262,4.44213519,8.78566543,0.06136162,2.50462767,0.53050456,0.18738549
-5.37568784,12.63028245,0.01291029,0.98027530,4.34432449,8.74516297,0.06244230,2.50497162,0.53183704,0.18607528
-5.36968484,12.51662857,0.01304485,0.95066662,4.24113137,8.69028211,0.06355887,2.50146489,0.53221908,0.18465331
-5.36368184,12.38335289,0.01317990,0.91808196,4.13286469,8.62190324,0.06470235,2.49414455,0.53159335,0.18314599
-5.35767884,12.23187879,0.01331441,0.88286042,4.01991584,8.54093607,0.06585846,2.48305469,0.52990142,0.18157259
-5.35167584,12.06367691,0.01344676,0.84537681,3.90274798,8.44833269,0.06700819,2.46825423,0.52708591,0.17994555
-5.34567284,11.88028228,0.01357494,0.80603333,3.78188562,8.34510482,0.06812861,2.44982602,0.52309318,0.17827120
-5.33966983,11.68331619,0.01369670,0.76525090,3.65790516,8.23234338,0.06919400,2.42788651,0.51787660,0.17655081
-5.33366683,11.47450994,0.01380978,0.72346053,3.53142637,8.11123810,0.07017712,2.40259522,0.51140012,0.17478194
-5.32766383,11.25572747,0.01391212,0.68109484,3.40310494,7.98309479,0.07105070,2.37416322,0.50364197,0.17295998
-5.32166083,11.02898323,0.01400208,0.63858003,3.27362572,7.84934786,0.07178889,2.34285991,0.49459825,0.17107973
-5.31565783,10.79645266,0.01407861,0.59632830,3.14369656,7.71156596,0.07236875,2.30901727,0.48428601,0.16913695
-5.30965483,10.56047215,0.01414144,0.55473102,3.01404220,7.57144880,0.07277161,2.27303109,0.47274583,0.16712977
-5.30365183,10.32352674,0.01419118,0.51415264,2.88539795,7.43081393,0.07298422,2.23535872,0.46004357,0.16505988
-5.29764882,10.08822410,0.01422938,0.47492552,2.75850278,7.29157270,0.07299972,2.19651316,0.44627109,0.16293335
-5.29164582,9.85725467,0.01425858,0.43734570,2.63409169,7.15569554,0.07281817,2.15705348,0.43154600,0.16076104
-5.28564282,9.63333842,0.01428222,0.40166961,2.51288726,7.02516720,0.07244684,2.11757185,0.41601031,0.15855867
-5.27963982,9.41916040,0.01430460,0.36811191,2.39559042,6.90193372,0.07190009,2.07867773,0.39982808,0.15634640
-5.27363682,9.21729730,0.01433074,0.33684413,2.28287064,6.78784319,0.07119890,2.04097983,0.38318211,0.15414799
-5.26763382,9.03013891,0.01436616,0.30799447,2.17535599,6.68458315,0.07037003,2.00506684,0.36626995,0.15198969
-5.26163082,8.85980839,0.01441676,0.28164834,2.07362340,6.59361793,0.06944498,1.97148785,0.34929934,0.14989876
-5.25562781,8.70808581,0.01448857,0.25784983,1.97818965,6.51612925,0.06845861,1.94073351,0.33248336,0.14790190
-5.24962481,8.57633943,0.01458753,0.23660390,1.88950358,6.45296360,0.06744771,1.91321905,0.31603557,0.14602357
-5.24362181,8.46546899,0.01471936,0.21787920,1.80794002,6.40458951,0.06644941,1.88927003,0.30016533,0.14428439
-5.23761881,8.37586460,0.01488933,0.20161147,1.73379568,6.37106751,0.06549968,1.86911174,0.28507365,0.14269969
-5.23161581,8.30738412,0.01510218,0.18770733,1.66728737,6.35203493,0.06463189,1.85286267,0.27094965,0.14127834
-5.22561281,8.25935095,0.01536197,0.17604842,1.60855252,6.34670678,0.06387554,1.84053268,0.25796785,0.14002198
-5.21960980,8.23057282,0.01567208,0.16649571,1.55765198,6.35389320,0.06325521,1.83202575,0.24628636,0.13892458
-5.21360680,8.21938119,0.01603513,0.15889391,1.51457483,6.37203310,0.06278984,1.82714725,0.23604607,0.13797256
-5.20760380,8.22368949,0.01645308,0.15307590,1.47924480,6.39924247,0.06249222,1.82561529,0.22737072,0.13714528
-5.20160080,8.24106761,0.01692720,0.14886703,1.45152788,6.43337532,0.06236892,1.82707541,0.22036779,0.13641605
-5.19559780,8.26882884,0.01745821,0.14608917,1.43124044,6.47209440,0.06242037,1.83111793,0.21513009,0.13575348
-5.18959480,8.30412514,0.01804629,0.14456455,1.41815752,6.51294822,0.06264140,1.83729674,0.21173784,0.13512312
-5.18359180,8.34404590,0.01869122,0.14411924,1.41202047,6.55345107,0.06302181,1.84514877,0.21026099,0.13448931
-5.17758879,8.38571562,0.01939242,0.14458613,1.41254381,6.59116202,0.06354729,1.85421284,0.21076153,0.13381719
-5.17158579,8.42638594,0.02014901,0.14580761,1.41942062,6.62375973,0.06420040,1.86404719,0.21329556,0.13307459
-5.16558279,8.46351779,0.02095982,0.14763760,1.43232661,6.64910975,0.06496154,1.87424457,0.21791491,0.13223384
-5.15957979,8.49485057,0.02182343,0.14994317,1.45092259,6.66532182,0.06581001,1.88444447,0.22466801,0.13127334
-5.15357679,8.51845562,0.02273809,0.15260565,1.47485542,6.67079521,0.06672497,1.89434188,0.23359986,0.13017876
-5.14757379,8.53277266,0.02370168,0.15552115,1.50375786,6.66425100,0.06768625,1.90369237,0.24475108,0.12894384
-5.14157079,8.53662848,0.02471165,0.15860067,1.53724747,6.64475071,0.06867502,1.91231345,0.25815583,0.12757081
-5.13556778,8.52923849,0.02576490,0.16176976,1.57492494,6.61170174,0.06967431,1.92008247,0.27383875,0.12607023
-5.12956478,8.51019231,0.02685768,0.16496774,1.61637245,6.56485044,0.07066931,1.92693134,0.29181094,0.12446043
-5.12356178,8.47942565,0.02798547,0.16814662,1.66115228,6.50426435,0.07164743,1.93283869,0.31206509,0.12276657
-5.11755878,8.43718086,0.02914294,0.17126969,1.70880612,6.43030542,0.07259831,1.93781999,0.33457022,0.12101923
-5.11155578,8.38395937,0.03032383,0.17430993,1.75885546,6.34359640,0.07351351,1.94191657,0.35926594,0.11925282
-5.10555278,8.32046906,0.03152099,0.17724829,1.81080311,6.24498257,0.07438620,1.94518402,0.38605703,0.11750370
-5.09954977,8.24756979,0.03272630,0.18007191,1.86413611,6.13549104,0.07521077,1.94768086,0.41480832,0.11580834
-5.09354677,8.16622001,0.03393084,0.18277233,1.91832994,6.01628959,0.07598232,1.94945821,0.44534045,0.11420139
-5.08754377,8.07742722,0.03512492,0.18534379,1.97285406,5.88864700,0.07669625,1.95055085,0.47742696,0.11271390
-5.08154077,7.98220431,0.03629829,0.18778174,2.02717854,5.75389606,0.07734789,1.95097038,0.51079284,0.11137183
-5.07553777,7.88153366,0.03744035,0.19008147,2.08078163,5.61340069,0.07793216,1.95070070,0.54511507,0.11019479
-5.06953477,7.77634013,0.03854040,0.19223708,2.13315803,5.46852772,0.07844343,1.94969617,0.58002521,0.10919519
-5.06353177,7.66747339,0.03958796,0.19424066,2.18382752,5.32062379,0.07887548,1.94788230,0.61511425,0.10837778
-5.05752876,7.55569989,0.04057306,0.19608189,2.23234386,5.17099747,0.07922161,1.94515924,0.64993973,0.10773966
-5.05152576,7.44170367,0.04148660,0.19774787,2.27830344,5.02090639,0.07947490,1.94140754,0.68403496,0.10727067
-5.04552276,7.32609537,0.04232068,0.19922332,2.32135367,4.87154893,0.07962864,1.93649604,0.71692016,0.10695421
-5.03951976,7.20942793,0.04306888,0.20049108,2.36120065,4.72405992,0.07967682,1.93029141,0.74811519,0.10676837
-5.03351676,7.09221742,0.04372657,0.20153288,2.39761601,4.57950958,0.07961473,1.92266874,0.77715333,0.10668741
-5.02751376,6.97496711,0.04429106,0.20233029,2.43044263,4.43890489,0.07943957,1.91352260,0.80359550,0.10668336
-5.02151076,6.85819283,0.04476183,0.20286585,2.45959899,4.30319272,0.07915114,1.90277794,0.82704454,0.10672770
-5.01550775,6.74244760,0.04514049,0.20312430,2.48508189,4.17326368,0.07875233,1.89040010,0.84715853,0.10679314
-5.00950475,6.62834372,0.04543085,0.20309376,2.50696745,4.04995625,0.07824969,1.87640339,0.86366282,0.10685518
-5.00350175,6.51657038,0.04563870,0.20276688,2.52541000,3.93406023,0.07765372,1.86085749,0.87635992,0.10689354
-4.99749875,6.40790563,0.04577164,0.20214180,2.54063893,3.82631922,0.07697904,1.84389148,0.88513694,0.10689332
-4.99149575,6.30322130,0.04583873,0.20122289,2.55295330,3.72743160,0.07624439,1.82569478,0.88996992,0.10684579
-4.98549275,6.20348047,0.04585011,0.20002125,2.56271417,3.63804970,0.07547238,1.80651520,0.89092499,0.10674884
-4.97948974,6.10972706,0.04581653,0.19855478,2.57033497,3.55877712,0.07468904,1.78665375,0.88815618,0.10660701
-4.97348674,6.02306787,0.04574885,0.19684800,2.57626979,3.49016416,0.07392317,1.76645656,0.88189988,0.10643115
-4.96748374,5.94464775,0.04565749,0.19493144,2.58100029,3.43270153,0.07320549,1.74630419,0.87246633,0.10623773
-4.96148074,5.87561904,0.04555199,0.19284070,2.58502129,3.38681255,0.07256771,1.72659879,0.86022835,0.10604776
-4.95547774,5.81710657,0.04544047,0.19061528,2.58882585,3.35284421,0.07204139,1.70774980,0.84560811,0.10588559
-4.94947474,5.77017013,0.04532925,0.18829707,2.59289027,3.33105756,0.07165691,1.69015885,0.82906229,0.10577743
-4.94347174,5.73576594,0.04522255,0.18592877,2.59765955,3.32161775,0.07144225,1.67420460,0.81106650,0.10574983
-4.93746873,5.71470915,0.04512228,0.18355218,2.60353400,3.32458424,0.07142202,1.66022838,0.79209968,0.10582816
-4.93146573,5.70763895,0.04502797,0.18120654,2.61085751,3.33990154,0.07161646,1.64852119,0.77262914,0.10603518
-4.92546273,5.71498777,0.04493682,0.17892697,2.61990775,3.36739079,0.07204062,1.63931290,0.75309689,0.10638975
-4.91945973,5.73695586,0.04484387,0.17674313,2.63088875,3.40674262,0.07270380,1.63276378,0.73390781,0.10690581
-4.91345673,5.77349197,0.04474237,0.17467807,2.64392593,3.45751116,0.07360910,1.62895909,0.71542007,0.10759153
-4.90745373,5.82428070,0.04462411,0.17274748,2.65906354,3.51910976,0.07475319,1.62790651,0.69793813,0.10844886
-4.90145073,5.88873659,0.04447997,0.17095925,2.67626439,3.59080809,0.07612640,1.62953663,0.68170836,0.10947334
-4.89544772,5.96600470,0.04430045,0.16931337,2.69541158,3.67173098,0.07771289,1.63370610,0.66691727,0.11065417
-4.88944472,6.05496739,0.04407621,0.16780220,2.71631189,3.76085888,0.07949108,1.64020325,0.65369230,0.11197458
-4.88344172,6.15425641,0.04379868,0.16641104,2.73870038,3.85703018,0.08143421,1.64875566,0.64210468,0.11341241
-4.87743872,6.26226996,0.04346050,0.16511899,2.76224582,3.95894534,0.08351103,1.65903918,0.63217420,0.11494091
-4.87143572,6.37719370,0.04305602,0.16389996,2.78655669,4.06517329,0.08568657,1.67068788,0.62387531,0.11652960
-4.86543272,6.49702547,0.04258160,0.16272389,2.81118735,4.17416022,0.08792301,1.68330442,0.61714423,0.11814527
-4.85942971,6.61960293,0.04203585,0.16155802,2.83564437,4.28424124,0.09018055,1.69647034,0.61188640,0.11975296
-4.85342671,6.74263423,0.04141973,0.16036813,2.85939299,4.39365518,0.09241830,1.70975607,0.60798416,0.12131695
-4.84742371,6.86373119,0.04073652,0.15911982,2.88186372,4.50056310,0.09459512,1.72273010,0.60530396,0.12280169
-4.84142071,6.98044523,0.03999168,0.15777962,2.90245954,4.60307066,0.09667053,1.73496752,0.60370306,0.12417265
-4.83541771,7.09030597,0.03919258,0.15631604,2.92056366,4.69925462,0.09860552,1.74605746,0.60303532,0.12539708
-4.82941471,7.19086238,0.03834814,0.15470044,2.93554839,4.78719351,0.10036329,1.75560988,0.60315605,0.12644465
-4.82341171,7.27972645,0.03746844,0.15290777,2.94678526,4.86500209,0.10191003,1.76326132,0.60392578,0.12728802
-4.81740870,7.35461876,0.03656419,0.15091717,2.95365658,4.93086920,0.10321558,1.76868016,0.60521295,0.12790329
-4.81140570,7.41341548,0.03564632,0.14871238,2.95556841,4.98309797,0.10425411,1.77157119,0.60689567,0.12827031
-4.80540270,7.45419564,0.03472541,0.14628210,2.95196502,5.02014741,0.10500461,1.77167964,0.60886252,0.12837304
-4.79939970,7.47528737,0.03381134,0.14362017,2.94234418,5.04067370,0.10545148,1.76879487,0.61101259,0.12819964
-4.79339670,7.47531155,0.03291281,0.14072570,2.92627317,5.04356979,0.10558488,1.76275346,0.61325493,0.12774269
-4.78739370,7.45322109,0.03203709,0.13760314,2.90340460,5.02800117,0.10540102,1.75344187,0.61550751,0.12699921
-4.78139070,7.40833396,0.03118972,0.13426217,2.87349153,4.99343637,0.10490238,1.74079844,0.61769589,0.12597061
-4.77538769,7.34035814,0.03037443,0.13071768,2.83640086,4.93967023,0.10409774,1.72481464,0.61975168,0.12466271
-4.76938469,7.24940710,0.02959307,0.12698960,2.79212453,4.86683859,0.10300205,1.70553545,0.62161108,0.12308549
-4.76338169,7.13600435,0.02884564,0.12310269,2.74078759,4.77542325,0.10163618,1.68305875,0.62321340,0.12125295
-4.75737869,7.00107658,0.02813043,0.11908629,2.68265273,4.66624654,0.10002651,1.65753365,0.62449986,0.11918279
-4.75137569,6.84593509,0.02744427,0.11497406,2.61812091,4.54045533,0.09820439,1.62915772,0.62541271,0.11689608
-4.74537269,6.67224607,0.02678275,0.11080361,2.54772797,4.39949487,0.09620540,1.59817325,0.62589467,0.11441685
-4.73936968,6.48199080,0.02614058,0.10661615,2.47213734,4.24507337,0.09406865,1.56486263,0.62588890,0.11177164
-4.73336668,6.27741747,0.02551193,0.10245610,2.39212917,4.07911874,0.09183591,1.52954301,0.62533946,0.10898904
-4.72736368,6.06098666,0.02489083,0.09837072,2.30858641,3.90372934,0.08955077,1.49256059,0.62419222,0.10609923
-4.72136068,5.83531314,0.02427149,0.09440966,2.22247864,3.72112082,0.08725780,1.45428481,0.62239643,0.10313348
-4.71535768,5.60310626,0.02364869,0.09062462,2.13484426,3.53357131,0.08500183,1.41510264,0.61990670,0.10012373
-4.70935468,5.36711178,0.02301810,0.08706899,2.04677190,3.34336737,0.08282724,1.37541340,0.61668539,0.09710226
-4.70335168,5.13005734,0.02237655,0.08379748,1.95938190,3.15275274,0.08077744,1.33562416,0.61270546,0.09410127
-4.69734867,4.89460351,0.02172227,0.08086580,1.87380831,2.96388185,0.07889451,1.29614594,0.60795340,0.09115274
-4.69134567,4.66330197,0.02105503,0.07833036,1.79118205,2.77877968,0.07721888,1.25739074,0.60243222,0.08828816
-4.68534267,4.43856150,0.02037627,0.07624792,1.71261543,2.59930897,0.07578925,1.21976928,0.59616436,0.08553845
-4.67933967,4.22262221,0.01968913,0.07467523,1.63918815,2.42714546,0.07464251,1.18368927,0.58919415,0.08293388
-4.67333667,4.01753755,0.01899840,0.07366853,1.57193473,2.26376120,0.07381383,1.14955400,0.58158972,0.08050393
-4.66733367,3.82516310,0.01831045,0.07328305,1.51183305,2.11041568,0.07333665,1.11776088,0.57344412,0.07827729
-4.66133067,3.64715101,0.01763310,0.07357225,1.45979360,1.96815389,0.07324272,1.08869947,0.56487543,0.07628172
-4.65532766,3.48494838,0.01697539,0.07458694,1.41664917,1.83781037,0.07356198,1.06274881,0.55602580,0.07454381
-4.64932466,3.33979776,0.01634735,0.07637419,1.38314433,1.72001783,0.07432235,1.04027358,0.54705918,0.07308878
-4.64332166,3.21273846,0.01575981,0.07897603,1.35992455,1.61521914,0.07554928,1.02161895,0.53815782,0.07194003
