energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.69984992,2.53455903,0.00364888,0.14310045,0.56232078,0.33628195,1.68511121,0.72743475,0.00000000
-5.69384692,2.51130519,0.00331695,0.13572855,0.54926752,0.33465295,1.66779748,0.74017520,0.00000000
-5.68784392,2.49178829,0.00304771,0.12872548,0.53590331,0.33391908,1.65344742,0.75308921,0.00000000
-5.68184092,2.47545643,0.00283764,0.12214410,0.52226061,0.33397467,1.64158901,0.76593394,0.00000000
-5.67583792,2.46167123,0.00268428,0.11602865,0.50836668,0.33472641,1.63164983,0.77848530,0.00000000
-5.66983492,2.44975293,0.00258629,0.11041586,0.49424504,0.33610014,1.62299184,0.79055039,0.00000000
-5.66383192,2.43902790,0.00254340,0.10533633,0.47991766,0.33804713,1.61494845,0.80197983,0.00000000
-5.65782891,2.42887553,0.00255635,0.10081631,0.46540761,0.34054935,1.60686181,0.81267927,0.00000000
-5.65182591,2.41877214,0.00262685,0.09687942,0.45074202,0.34362350,1.59811831,0.82261907,0.00000000
-5.64582291,2.40832882,0.00275742,0.09354844,0.43595485,0.34732329,1.58818051,0.83184166,0.00000000
-5.63981991,2.39732130,0.00295127,0.09084681,0.42108948,0.35173988,1.57661385,0.84046566,0.00000000
-5.63381691,2.38570966,0.00321211,0.08879994,0.40620054,0.35700024,1.56310668,0.84868644,0.00000000
-5.62781391,2.37364680,0.00354400,0.08743596,0.39135506,0.36326337,1.54748290,0.85677260,0.00000000
-5.62181091,2.36147486,0.00395103,0.08678609,0.37663255,0.37071442,1.52970659,0.86505836,0.00000000
-5.61580790,2.34970979,0.00443717,0.08688432,0.36212412,0.37955689,1.50987859,0.87393187,0.00000000
-5.60980490,2.33901459,0.00500589,0.08776666,0.34793052,0.39000315,1.48822558,0.88381983,0.00000000
-5.60380190,2.33016284,0.00565996,0.08946970,0.33415923,0.40226359,1.46508241,0.89516892,0.00000000
-5.59779890,2.32399423,0.00640110,0.09202871,0.32092075,0.41653486,1.44086897,0.90842476,0.00000000
-5.59179590,2.32136454,0.00722968,0.09547537,0.30832432,0.43298774,1.41606303,0.92400950,0.00000000
-5.58579290,2.32309295,0.00814449,0.09983509,0.29647324,0.45175499,1.39117070,0.94229871,0.00000000
-5.57978989,2.32990916,0.00914244,0.10512427,0.28546021,0.47292003,1.36669639,0.96359913,0.00000000
-5.57378689,2.34240369,0.01021838,0.11134745,0.27536285,0.49650660,1.34311384,0.98812797,0.00000000
-5.56778389,2.36098354,0.01136492,0.11849469,0.26623969,0.52247032,1.32083987,1.01599513,0.00000000
-5.56178089,2.38583610,0.01257238,0.12653928,0.25812699,0.55069229,1.30021227,1.04718913,0.00000000
-5.55577789,2.41690298,0.01382875,0.13543585,0.25103641,0.58097528,1.28147287,1.08156769,0.00000000
-5.54977489,2.45386536,0.01511978,0.14511924,0.24495380,0.61304281,1.26475655,1.11885339,0.00000000
-5.54377189,2.49614172,0.01642919,0.15550402,0.23983915,0.64654117,1.25008659,1.15863504,0.00000000
-5.53776888,2.54289811,0.01773888,0.16648489,0.23562773,0.68104458,1.23737643,1.20037469,0.00000000
-5.53176588,2.59307070,0.01902937,0.17793799,0.23223227,0.71606334,1.22643738,1.24342022,0.00000000
-5.52576288,2.64539946,0.02028019,0.18972305,0.22954628,0.75105481,1.21699171,1.28702312,0.00000000
-5.51975988,2.69847145,0.02147042,0.20168639,0.22744805,0.78543681,1.20869027,1.33036083,0.00000000
-5.51375688,2.75077180,0.02257927,0.21366468,0.22580545,0.81860314,1.20113329,1.37256267,0.00000000
-5.50775388,2.80073981,0.02358668,0.22548930,0.22448098,0.84994052,1.19389339,1.41273847,0.00000000
-5.50175088,2.84682780,0.02447394,0.23699116,0.22333708,0.87884636,1.18653921,1.45000862,0.00000000
-5.49574787,2.88755980,0.02522430,0.24800568,0.22224128,0.90474679,1.17865866,1.48353426,0.00000000
-5.48974487,2.92158746,0.02582350,0.25837784,0.22107100,0.92711407,1.16988031,1.51254636,0.00000000
-5.48374187,2.94774078,0.02626029,0.26796698,0.21971785,0.94548279,1.15989208,1.53637254,0.00000000
-5.47773887,2.96507122,0.02652679,0.27665110,0.21809114,0.95946419,1.14845622,1.55446024,0.00000000
-5.47173587,2.97288551,0.02661883,0.28433051,0.21612052,0.96875799,1.13542009,1.56639552,0.00000000
-5.46573287,2.97076870,0.02653607,0.29093068,0.21375770,0.97316123,1.12072215,1.57191654,0.00000000
-5.45972986,2.95859557,0.02628206,0.29640398,0.21097710,0.97257388,1.10439328,1.57092117,0.00000000
-5.45372686,2.93653020,0.02586410,0.30073050,0.20777556,0.96700083,1.08655329,1.56346857,0.00000000
-5.44772386,2.90501385,0.02529307,0.30391762,0.20417116,0.95655041,1.06740322,1.54977464,0.00000000
-5.44172086,2.86474206,0.02458302,0.30599864,0.20020107,0.94142937,1.04721373,1.53020160,0.00000000
-5.43571786,2.81663212,0.02375075,0.30703034,0.19591891,0.92193473,1.02631051,1.50524240,0.00000000
-5.42971486,2.76178282,0.02281525,0.30708975,0.19139142,0.89844283,1.00505736,1.47550056,0.00000000
-5.42371186,2.70142834,0.02179712,0.30627021,0.18669494,0.87139609,0.98383804,1.44166654,0.00000000
-5.41770885,2.63688852,0.02071791,0.30467710,0.18191160,0.84128820,0.96303760,1.40449170,0.00000000
-5.41170585,2.56951801,0.01959951,0.30242322,0.17712570,0.80864825,0.94302434,1.36476110,0.00000000
-5.40570285,2.50065639,0.01846348,0.29962436,0.17242019,0.77402460,0.92413306,1.32326626,0.00000000
-5.39969985,2.43158163,0.01733050,0.29639499,0.16787360,0.73796914,0.90665045,1.28077922,0.00000000
-5.39369685,2.36346862,0.01621980,0.29284454,0.16355742,0.70102251,0.89080329,1.23802881,0.00000000
-5.38769385,2.29735458,0.01514879,0.28907425,0.15953413,0.66370095,0.87674975,1.19568014,0.00000000
-5.38169085,2.23411239,0.01413260,0.28517480,0.15585579,0.62648500,0.86457425,1.15431806,0.00000000
-5.37568784,2.17443270,0.01318390,0.28122477,0.15256341,0.58981059,0.85428592,1.11443506,0.00000000
-5.36968484,2.11881507,0.01231270,0.27728996,0.14968690,0.55406256,0.84582057,1.07642384,0.00000000
-5.36368184,2.06756801,0.01152630,0.27342352,0.14724566,0.51957074,0.83904600,1.04057469,0.00000000
-5.35767884,2.02081729,0.01082932,0.26966678,0.14524973,0.48660839,0.83377012,1.00707734,0.00000000
-5.35167584,1.97852167,0.01022383,0.26605075,0.14370128,0.45539303,0.82975162,0.97602689,0.00000000
-5.34567284,1.94049465,0.00970956,0.26259798,0.14259655,0.42608909,0.82671228,0.94743337,0.00000000
-5.33966983,1.90643083,0.00928411,0.25932478,0.14192781,0.39881230,0.82435052,0.92123391,0.00000000
-5.33366683,1.87593524,0.00894332,0.25624346,0.14168544,0.37363518,0.82235529,0.89730691,0.00000000
-5.32766383,1.84855385,0.00868154,0.25336446,0.14185994,0.35059338,0.82041976,0.87548735,0.00000000
-5.32166083,1.82380379,0.00849205,0.25069828,0.14244361,0.32969229,0.81825404,0.85558213,0.00000000
-5.31565783,1.80120155,0.00836735,0.24825693,0.14343190,0.31091365,0.81559648,0.83738496,0.00000000
-5.30965483,1.78028800,0.00829955,0.24605489,0.14482441,0.29422168,0.81222296,0.82068973,0.00000000
-5.30365183,1.76064894,0.00828068,0.24410946,0.14662523,0.27956851,0.80795391,0.80530209,0.00000000
-5.29764882,1.74193067,0.00830294,0.24244053,0.14884281,0.26689870,0.80265864,0.79104840,0.00000000
-5.29164582,1.72384980,0.00835896,0.24106965,0.15148919,0.25615252,0.79625723,0.77778213,0.00000000
-5.28564282,1.70619737,0.00844202,0.24001870,0.15457874,0.24726817,0.78871963,0.76538730,0.00000000
-5.27963982,1.68883737,0.00854611,0.23930794,0.15812632,0.24018279,0.78006244,0.75377910,0.00000000
-5.27363682,1.67170026,0.00866606,0.23895386,0.16214513,0.23483229,0.77034350,0.74290195,0.00000000
-5.26763382,1.65477200,0.00879755,0.23896676,0.16664410,0.23115033,0.75965479,0.73272516,0.00000000
-5.26163082,1.63807988,0.00893707,0.23934839,0.17162533,0.22906645,0.74811400,0.72323686,0.00000000
-5.25562781,1.62167604,0.00908185,0.24008968,0.17708134,0.22850369,0.73585540,0.71443656,0.00000000
-5.24962481,1.60561993,0.00922976,0.24116884,0.18299266,0.22937596,0.72302046,0.70632705,0.00000000
-5.24362181,1.58996115,0.00937916,0.24254992,0.18932564,0.23158541,0.70974885,0.69890623,0.00000000
-5.23761881,1.57472357,0.00952873,0.24418193,0.19603091,0.23502008,0.69617022,0.69215940,0.00000000
-5.23161581,1.55989210,0.00967732,0.24599877,0.20304246,0.23955215,0.68239728,0.68605275,0.00000000
-5.22561281,1.54540289,0.00982380,0.24791980,0.21027750,0.24503687,0.66852051,0.68052838,0.00000000
-5.21960980,1.53113772,0.00996691,0.24985124,0.21763734,0.25131253,0.65460478,0.67550129,0.00000000
-5.21360680,1.51692300,0.01010517,0.25168839,0.22500906,0.25820155,0.64068799,0.67085862,0.00000000
-5.20760380,1.50253362,0.01023677,0.25331843,0.23226831,0.26551264,0.62678182,0.66646126,0.00000000
-5.20160080,1.48770143,0.01035955,0.25462392,0.23928286,0.27304422,0.61287440,0.66214782,0.00000000
-5.19559780,1.47212810,0.01047104,0.25548665,0.24591700,0.28058893,0.59893486,0.65774079,0.00000000
-5.18959480,1.45550154,0.01056850,0.25579186,0.25203663,0.28793913,0.58491935,0.65305466,0.00000000
-5.18359180,1.43751513,0.01064900,0.25543249,0.25751467,0.29489312,0.57077809,0.64790545,0.00000000
-5.17758879,1.41788868,0.01070961,0.25431339,0.26223678,0.30126202,0.55646329,0.64212143,0.00000000
-5.17158579,1.39638992,0.01074755,0.25235516,0.26610690,0.30687679,0.54193711,0.63555411,0.00000000
-5.16558279,1.37285540,0.01076039,0.24949760,0.26905259,0.31159524,0.52717949,0.62808927,0.00000000
-5.15957979,1.34720954,0.01074628,0.24570252,0.27102961,0.31530861,0.51219521,0.61965714,0.00000000
-5.15357679,1.31948083,0.01070414,0.24095573,0.27202577,0.31794743,0.49701993,0.61024135,0.00000000
-5.14757379,1.28981413,0.01063385,0.23526831,0.27206363,0.31948631,0.48172466,0.59988605,0.00000000
-5.14157079,1.25847841,0.01053645,0.22867685,0.27120196,0.31994750,0.46641862,0.58870076,0.00000000
-5.13556778,1.22586933,0.01041426,0.22124292,0.26953585,0.31940276,0.45125013,0.57686278,0.00000000
-5.12956478,1.19250643,0.01027097,0.21305165,0.26719530,0.31797371,0.43640560,0.56461671,0.00000000
-5.12356178,1.15902492,0.01011167,0.20420949,0.26434251,0.31583023,0.42210655,0.55227125,0.00000000
-5.11755878,1.12616225,0.00994283,0.19484138,0.26116764,0.31318715,0.40860482,0.54019318,0.00000000
-5.11155578,1.09474002,0.00977222,0.18508735,0.25788346,0.31029910,0.39617622,0.52879873,0.00000000
-5.10555278,1.06564177,0.00960875,0.17509879,0.25471885,0.30745382,0.38511271,0.51854262,0.00000000
-5.09954977,1.03978759,0.00946228,0.16503447,0.25191154,0.30496390,0.37571372,0.50990513,0.00000000
-5.09354677,1.01810645,0.00934336,0.15505657,0.24970018,0.30315743,0.36827673,0.50337768,0.00000000
-5.08754377,1.00150728,0.00926289,0.14532681,0.24831629,0.30236767,0.36308758,0.49944731,0.00000000
-5.08154077,0.99084984,0.00923181,0.13600281,0.24797601,0.30292216,0.36041095,0.49858073,0.00000000
-5.07553777,0.98691637,0.00926070,0.12723487,0.24887239,0.30513164,0.36048125,0.50120832,0.00000000
-5.06953477,0.99038510,0.00935941,0.11916316,0.25116810,0.30927899,0.36349437,0.50770879,0.00000000
-5.06353177,1.00180644,0.00953664,0.11191545,0.25498910,0.31560880,0.36960055,0.51839480,0.00000000
-5.05752876,1.02158257,0.00979959,0.10560538,0.26041931,0.32431771,0.37889853,0.53350020,0.00000000
-5.05152576,1.04995126,0.01015357,0.10033124,0.26749665,0.33554594,0.39143133,0.55316928,0.00000000
-5.04552276,1.08697422,0.01060169,0.09617532,0.27621038,0.34937030,0.40718363,0.57744827,0.00000000
-5.03951976,1.13253057,0.01114462,0.09320368,0.28650005,0.36579897,0.42608092,0.60627957,0.00000000
-5.03351676,1.18631542,0.01178033,0.09146635,0.29825587,0.38476827,0.44799035,0.63949892,0.00000000
-5.02751376,1.24784374,0.01250403,0.09099780,0.31132079,0.40614151,0.47272329,0.67683554,0.00000000
-5.02151076,1.31645937,0.01330810,0.09181771,0.32549387,0.42971013,0.50003939,0.71791545,0.00000000
-5.01550775,1.39134895,0.01418214,0.09393185,0.34053514,0.45519713,0.52965212,0.76226793,0.00000000
-5.00950475,1.47156030,0.01511315,0.09733307,0.35617170,0.48226276,0.56123545,0.80933495,0.00000000
-5.00350175,1.55602479,0.01608575,0.10200224,0.37210472,0.51051233,0.59443148,0.85848339,0.00000000
-4.99749875,1.64358290,0.01708257,0.10790917,0.38801736,0.53950602,0.62885879,0.90901978,0.00000000
-4.99149575,1.73301238,0.01808467,0.11501345,0.40358325,0.56877035,0.66412115,0.96020709,0.00000000
-4.98549275,1.82305792,0.01907208,0.12326510,0.41847511,0.59781101,0.69981633,1.01128305,0.00000000
-4.97948974,1.91246156,0.02002435,0.13260512,0.43237357,0.62612665,0.73554475,1.06147961,0.00000000
-4.97348674,1.99999277,0.02092122,0.14296588,0.44497555,0.65322317,0.77091759,1.11004261,0.00000000
-4.96748374,2.08447726,0.02174327,0.15427141,0.45600215,0.67862787,0.80556424,1.15625129,0.00000000
-4.96148074,2.16482354,0.02247254,0.16643755,0.46520578,0.70190325,0.83913872,1.19943675,0.00000000
-4.95547774,2.24004638,0.02309324,0.17937209,0.47237617,0.72265958,0.87132502,1.23899880,0.00000000
-4.94947474,2.30928649,0.02359228,0.19297491,0.47734528,0.74056603,0.90184114,1.27442057,0.00000000
-4.94347174,2.37182563,0.02395979,0.20713806,0.47999080,0.75535979,0.93044175,1.30528038,0.00000000
-4.93746873,2.42709694,0.02418959,0.22174611,0.48023825,0.76685290,0.95691956,1.33126035,0.00000000
-4.93146573,2.47469011,0.02427949,0.23667645,0.47806165,0.77493641,0.98110528,1.35215158,0.00000000
-4.92546273,2.51435141,0.02423148,0.25179989,0.47348274,0.77958193,1.00286640,1.36785574,0.00000000
-4.91945973,2.54597892,0.02405183,0.26698144,0.46656889,0.78084034,1.02210487,1.37838304,0.00000000
-4.91345673,2.56961317,0.02375103,0.28208124,0.45742976,0.77883790,1.03875385,1.38384678,0.00000000
-4.90745373,2.58542391,0.02334359,0.29695587,0.44621298,0.77376987,1.05277381,1.38445481,0.00000000
-4.90145073,2.59369381,0.02284780,0.31145976,0.43309896,0.76589214,1.06414822,1.38049844,0.00000000
-4.89544772,2.59479982,0.02228525,0.32544687,0.41829511,0.75551105,1.07287905,1.37233921,0.00000000
-4.88944472,2.58919327,0.02168039,0.33877253,0.40202969,0.74297212,1.07898235,1.36039425,0.00000000
-4.88344172,2.57737955,0.02105993,0.35129547,0.38454553,0.72864803,1.08248416,1.34512097,0.00000000
-4.87743872,2.55989834,0.02045218,0.36287993,0.36609380,0.71292644,1.08341701,1.32700153,0.00000000
-4.87143572,2.53730523,0.01988641,0.37339776,0.34692813,0.69619822,1.08181705,1.30652805,0.00000000
-4.86543272,2.51015534,0.01939212,0.38273063,0.32729912,0.67884638,1.07772214,1.28418875,0.00000000
-4.85942971,2.47898966,0.01899830,0.39077212,0.30744943,0.66123629,1.07117084,1.26045582,0.00000000
-4.85342671,2.44432424,0.01873272,0.39742967,0.28760959,0.64370725,1.06220234,1.23577512,0.00000000
-4.84742371,2.40664260,0.01862124,0.40262643,0.26799449,0.62656584,1.05085737,1.21055801,0.00000000
-4.84142071,2.36639116,0.01868706,0.40630285,0.24880060,0.61008092,1.03717993,1.18517546,0.00000000
-4.83541771,2.32397759,0.01895011,0.40841801,0.23020401,0.59448047,1.02121973,1.15995420,0.00000000
-4.82941471,2.27977166,0.01942641,0.40895067,0.21235905,0.57994996,1.00303519,1.13517495,0.00000000
-4.82341171,2.23410797,0.02012750,0.40789991,0.19539755,0.56663232,0.98269661,1.11107229,0.00000000
-4.81740870,2.18729024,0.02105997,0.40528549,0.17942872,0.55462901,0.96028954,1.08783597,0.00000000
-4.81140570,2.13959616,0.02222499,0.40114768,0.16453938,0.54400214,0.93591778,1.06561325,0.00000000
-4.80540270,2.09128257,0.02361801,0.39554676,0.15079464,0.53477731,0.90970603,1.04451186,0.00000000
-4.79939970,2.04259001,0.02522857,0.38856199,0.13823881,0.52694682,0.88180171,1.02460337,0.00000000
-4.79339670,1.99374642,0.02704017,0.38029028,0.12689656,0.52047316,0.85237591,1.00592648,0.00000000
-4.78739370,1.94496954,0.02903037,0.37084426,0.11677421,0.51529246,0.82162332,0.98849020,0.00000000
-4.78139070,1.89646778,0.03117100,0.36035009,0.10786107,0.51131786,0.78976084,0.97227658,0.00000000
-4.77538769,1.84843954,0.03342859,0.34894489,0.10013092,0.50844269,0.75702518,0.95724315,0.00000000
-4.76938469,1.80107105,0.03576492,0.33677390,0.09354342,0.50654344,0.72366912,0.94332488,0.00000000
-4.76338169,1.75453307,0.03813786,0.32398738,0.08804563,0.50548257,0.68995694,0.93043588,0.00000000
-4.75737869,1.70897681,0.04050223,0.31073750,0.08357341,0.50511117,0.65615882,0.91847101,0.00000000
-4.75137569,1.66452947,0.04281098,0.29717520,0.08005298,0.50527169,0.62254483,0.90730758,0.00000000
-4.74537269,1.62129012,0.04501636,0.28344711,0.07740230,0.50580077,0.58937847,0.89680731,0.00000000
-4.73936968,1.57932630,0.04707130,0.26969278,0.07553268,0.50653226,0.55691037,0.88681884,0.00000000
-4.73336668,1.53867201,0.04893075,0.25604219,0.07435023,0.50730056,0.52537225,0.87718097,0.00000000
-4.72736368,1.49932736,0.05055304,0.24261368,0.07375748,0.50794440,0.49497159,0.86772666,0.00000000
-4.72136068,1.46126042,0.05190123,0.22951243,0.07365494,0.50831084,0.46588729,0.85828800,0.00000000
-4.71535768,1.42441120,0.05294427,0.21682944,0.07394273,0.50825981,0.43826645,0.84870202,0.00000000
-4.70935468,1.38869800,0.05365806,0.20464114,0.07452226,0.50766868,0.41222254,0.83881716,0.00000000
-4.70335168,1.35402580,0.05402625,0.19300953,0.07529783,0.50643713,0.38783503,0.82850048,0.00000000
-4.69734867,1.32029639,0.05404081,0.18198289,0.07617831,0.50449174,0.36515042,0.81764496,0.00000000
-4.69134567,1.28741981,0.05370229,0.17159693,0.07707865,0.50179044,0.34418467,0.80617687,0.00000000
-4.68534267,1.25532636,0.05301985,0.16187643,0.07792143,0.49832624,0.32492678,0.79406256,0.00000000
-4.67933967,1.22397858,0.05201087,0.15283702,0.07863818,0.49413027,0.30734342,0.78131454,0.00000000
-4.67333667,1.19338230,0.05070036,0.14448727,0.07917056,0.48927369,0.29138416,0.76799613,0.00000000
-4.66733367,1.16359615,0.04912011,0.13683066,0.07947134,0.48386828,0.27698715,0.75422449,0.00000000
-4.66133067,1.13473862,0.04730753,0.12986759,0.07950510,0.47806566,0.26408475,0.74017168,0.00000000
-4.65532766,1.10699215,0.04530443,0.12359710,0.07924867,0.47205479,0.25260893,0.72606340,0.00000000
-4.64932466,1.08060374,0.04315555,0.11801829,0.07869123,0.46605788,0.24249596,0.71217529,0.00000000
-4.64332166,1.05588165,0.04090711,0.11313128,0.07783404,0.46032456,0.23369031,0.69882668,0.00000000
-4.63731866,1.03318812,0.03860538,0.10893783,0.07668993,0.45512455,0.22614733,0.68637195,0.00000000
-4.63131566,1.01292816,0.03629520,0.10544131,0.07528234,0.45073879,0.21983477,0.67518946,0.00000000
-4.62531266,0.99553462,0.03401869,0.10264630,0.07364412,0.44744953,0.21473292,0.66566860,0.00000000
-4.61930965,0.98145013,0.03181411,0.10055762,0.07181597,0.44552943,0.21083345,0.65819509,0.00000000
-4.61330665,0.97110645,0.02971491,0.09917907,0.06984474,0.44523023,0.20813700,0.65313527,0.00000000
-4.60730365,0.96490221,0.02774896,0.09851172,0.06778146,0.44677139,0.20664972,0.65081980,0.00000000
-4.60130065,0.96317990,0.02593804,0.09855208,0.06567926,0.45032902,0.20637894,0.65152748,0.00000000
-4.59529765,0.96620326,0.02429763,0.09929012,0.06359134,0.45602586,0.20732826,0.65546997,0.00000000
-4.58929465,0.97413609,0.02283680,0.10070737,0.06156882,0.46392240,0.20949234,0.66277785,0.00000000
-4.58329165,0.98702366,0.02155847,0.10277513,0.05965884,0.47401000,0.21285178,0.67348899,0.00000000
-4.57728864,1.00477767,0.02045975,0.10545297,0.05790278,0.48620607,0.21736832,0.68753965,0.00000000
-4.57128564,1.02716571,0.01953255,0.10868771,0.05633472,0.50035178,0.22298075,0.70475890,0.00000000
-4.56528264,1.05380593,0.01876421,0.11241281,0.05498022,0.51621255,0.22960180,0.72486680,0.00000000
-4.55927964,1.08416749,0.01813838,0.11654839,0.05385551,0.53348137,0.23711615,0.74747652,0.00000000
-4.55327664,1.11757706,0.01763582,0.12100181,0.05296694,0.55178501,0.24537985,0.77210068,0.00000000
-4.54727364,1.15323131,0.01723534,0.12566899,0.05231101,0.57069300,0.25422118,0.79816169,0.00000000
-4.54127064,1.19021528,0.01691468,0.13043616,0.05187461,0.58972902,0.26344300,0.82500591,0.00000000
-4.53526763,1.22752597,0.01665136,0.13518241,0.05163579,0.60838453,0.27282652,0.85192127,0.00000000
-4.52926463,1.26410034,0.01642349,0.13978247,0.05156481,0.62613400,0.28213638,0.87815766,0.00000000
-4.52326163,1.29884679,0.01621050,0.14411007,0.05162545,0.64245119,0.29112685,0.90294937,0.00000000
-4.51725863,1.33067882,0.01599371,0.14804140,0.05177667,0.65682591,0.29954884,0.92553891,0.00000000
-4.51125563,1.35854950,0.01575681,0.15145870,0.05197432,0.66878059,0.30715754,0.94520096,0.00000000
-4.50525263,1.38148540,0.01548628,0.15425385,0.05217298,0.67788584,0.31372017,0.96126585,0.00000000
-4.49924962,1.39861853,0.01517155,0.15633164,0.05232785,0.68377463,0.31902366,0.97314127,0.00000000
-4.49324662,1.40921491,0.01480513,0.15761275,0.05239645,0.68615415,0.32288182,0.98033161,0.00000000
