energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.85592796,1.00830338,0.06769790,0.03108323,0.01006006,0.24925967,0.01196945,0.38743076,0.75550943,0.16804763
-5.84992496,1.05217889,0.07302390,0.03335424,0.01024336,0.25668041,0.01182279,0.40640495,0.77831525,0.17600813
-5.84392196,1.10957353,0.07923112,0.03605261,0.01046078,0.26782333,0.01183019,0.42978637,0.81040660,0.18685325
-5.83791896,1.18113145,0.08634078,0.03920501,0.01071506,0.28289107,0.01199697,0.45776263,0.85221830,0.20074529
-5.83191596,1.26736840,0.09436715,0.04283470,0.01100870,0.30204465,0.01232667,0.49048737,0.90408037,0.21782023
-5.82591296,1.36864657,0.10331590,0.04696060,0.01134387,0.32539786,0.01282102,0.52807068,0.96620447,0.23818185
-5.81990995,1.48515089,0.11318261,0.05159624,0.01172230,0.35301220,0.01347998,0.57056999,1.03867141,0.26189600
-5.81390695,1.61686788,0.12395155,0.05674890,0.01214518,0.38489234,0.01430181,0.61798173,1.12142033,0.28898535
-5.80790395,1.76356776,0.13559482,0.06241879,0.01261313,0.42098242,0.01528311,0.67023427,1.21423981,0.31942464
-5.80190095,1.92479118,0.14807181,0.06859837,0.01312607,0.46116334,0.01641894,0.72718243,1.31676186,0.35313685
-5.79589795,2.09984135,0.16132924,0.07527192,0.01368323,0.50525130,0.01770292,0.78860396,1.42845914,0.38999039
-5.78989495,2.28778257,0.17530151,0.08241529,0.01428312,0.55299775,0.01912740,0.85419844,1.54864601,0.42979758
-5.78389195,2.48744594,0.18991168,0.08999591,0.01492345,0.60409105,0.02068360,0.92358859,1.67648394,0.47231469
-5.77788894,2.69744256,0.20507285,0.09797305,0.01560121,0.65815988,0.02236180,0.99632447,1.81099153,0.51724356
-5.77188594,2.91618457,0.22069000,0.10629841,0.01631265,0.71477853,0.02415156,1.07189025,1.95105918,0.56423504
-5.76588294,3.14191369,0.23666222,0.11491692,0.01705336,0.77347400,0.02604193,1.14971373,2.09546849,0.61289426
-5.75987994,3.37273661,0.25288517,0.12376781,0.01781828,0.83373488,0.02802171,1.22917818,2.24291581,0.66278760
-5.75387694,3.60666632,0.26925380,0.13278585,0.01860181,0.89502180,0.03007967,1.30963613,2.39203944,0.71345125
-5.74787394,3.84166778,0.28566500,0.14190282,0.01939791,0.95677905,0.03220483,1.39042469,2.54144957,0.76440122
-5.74187094,4.07570640,0.30202027,0.15104899,0.02020015,1.01844706,0.03438668,1.47088158,2.68975990,0.81514437
-5.73586793,4.30679716,0.31822808,0.16015468,0.02100185,1.07947531,0.03661539,1.55036141,2.83561971,0.86519006
-5.72986493,4.53305238,0.33420591,0.16915178,0.02179617,1.13933507,0.03888203,1.62825124,2.97774505,0.91406213
-5.72386193,4.75272596,0.34988184,0.17797516,0.02257623,1.19753150,0.04117866,1.70398489,3.11494776,0.96131059
-5.71785893,4.96425221,0.36519553,0.18656390,0.02333518,1.25361460,0.04349845,1.77705524,3.24616110,1.00652262
-5.71185593,5.16627743,0.38009865,0.19486237,0.02406633,1.30718861,0.04583569,1.84702394,3.37046077,1.04933250
-5.70585293,5.35768298,0.39455464,0.20282097,0.02476321,1.35791931,0.04818575,1.91352831,3.48708075,1.08942988
-5.69984992,5.53759900,0.40853794,0.21039671,0.02541965,1.40553919,0.05054497,1.97628485,3.59542311,1.12656642
-5.69384692,5.70540842,0.42203259,0.21755345,0.02602982,1.44985016,0.05291045,2.03508972,3.69506183,1.16056018
-5.68784392,5.86074149,0.43503051,0.22426196,0.02658832,1.49072384,0.05527981,2.08981598,3.78574055,1.19129800
-5.68184092,6.00346166,0.44752935,0.23049968,0.02709018,1.52809962,0.05765089,2.14040812,3.86736495,1.21873567
-5.67583792,6.13364408,0.45953029,0.23625041,0.02753091,1.56198059,0.06002142,2.18687436,3.93999032,1.24289601
-5.66983492,6.25154823,0.47103578,0.24150379,0.02790652,1.59242785,0.06238863,2.22927718,4.00380538,1.26386511
-5.66383192,6.35758685,0.48204747,0.24625481,0.02821355,1.61955345,0.06474894,2.26772296,4.05911354,1.28178699
-5.65782891,6.45229283,0.49256440,0.25050327,0.02844908,1.64351254,0.06709757,2.30235127,4.10631274,1.29685695
-5.65182591,6.53628637,0.50258160,0.25425319,0.02861074,1.66449517,0.06942830,2.33332455,4.14587503,1.30931398
-5.64582291,6.61024395,0.51208925,0.25751249,0.02869676,1.68271806,0.07173326,2.36081869,4.17832693,1.31943258
-5.63981991,6.67487062,0.52107225,0.26029253,0.02870597,1.69841689,0.07400279,2.38501509,4.20423142,1.32751432
-5.63381691,6.73087670,0.52951042,0.26260788,0.02863786,1.71183923,0.07622545,2.40609428,4.22417203,1.33387935
-5.62781391,6.77895943,0.53737908,0.26447614,0.02849259,1.72323836,0.07838810,2.42423146,4.23873946,1.33885819
-5.62181091,6.81978961,0.54465012,0.26591774,0.02827100,1.73286808,0.08047618,2.43959367,4.24852055,1.34278382
-5.61580790,6.85400287,0.55129323,0.26695580,0.02797467,1.74097834,0.08247400,2.45233859,4.25408950,1.34598434
-5.60980490,6.88219490,0.55727734,0.26761593,0.02760594,1.74781179,0.08436524,2.46261444,4.25600075,1.34877602
-5.60380190,6.90491946,0.56257207,0.26792595,0.02716786,1.75360081,0.08613347,2.47056070,4.25478299,1.35145695
-5.59779890,6.92268809,0.56714902,0.26791542,0.02666425,1.75856504,0.08776276,2.47630915,4.25093368,1.35430113
-5.59179590,6.93597038,0.57098279,0.26761515,0.02609960,1.76290894,0.08923836,2.47998474,4.24491342,1.35755302
-5.58579290,6.94519355,0.57405177,0.26705639,0.02547908,1.76681941,0.09054728,2.48170604,4.23713980,1.36142255
-5.57978989,6.95074078,0.57633847,0.26626999,0.02480843,1.77046317,0.09167896,2.48158481,4.22798051,1.36608055
-5.57378689,6.95294759,0.57782954,0.26528537,0.02409385,1.77398391,0.09262574,2.47972477,4.21774554,1.37165471
-5.56778389,6.95209640,0.57851544,0.26412945,0.02334192,1.77749919,0.09338334,2.47621941,4.20667891,1.37822616
-5.56178089,6.94840937,0.57838986,0.26282557,0.02255947,1.78109724,0.09395107,2.47114909,4.19495040,1.38582671
-5.55577789,6.94204034,0.57744898,0.26139248,0.02175338,1.78483386,0.09433199,2.46457771,4.18264791,1.39443713
-5.54977489,6.93306678,0.57569073,0.25984350,0.02093050,1.78872965,0.09453286,2.45654929,4.16977146,1.40398648
-5.54377189,6.92148299,0.57311410,0.25818590,0.02009747,1.79276799,0.09456383,2.44708494,4.15622961,1.41435269
-5.53776888,6.90719567,0.56971875,0.25642062,0.01926058,1.79689391,0.09443804,2.43618078,4.14183936,1.42536475
-5.53176588,6.89002303,0.56550490,0.25454234,0.01842565,1.80101429,0.09417106,2.42380705,4.12633008,1.43680633
-5.52576288,6.86969858,0.56047360,0.25253997,0.01759791,1.80499964,0.09378010,2.40990889,4.10935208,1.44842113
-5.51975988,6.84587997,0.55462746,0.25039750,0.01678196,1.80868743,0.09328322,2.39440904,4.09049006,1.45991984
-5.51375688,6.81816327,0.54797180,0.24809524,0.01598169,1.81188722,0.09269841,2.37721240,4.06928117,1.47098851
-5.50775388,6.78610259,0.54051615,0.24561145,0.01520024,1.81438737,0.09204273,2.35821257,4.04523722,1.48129818
-5.50175088,6.74923411,0.53227605,0.24292407,0.01444008,1.81596314,0.09133144,2.33729987,4.01787015,1.49051548
-5.49574787,6.70710363,0.52327490,0.24001272,0.01370296,1.81638584,0.09057719,2.31437071,3.98671945,1.49831369
-5.48974487,6.65929617,0.51354596,0.23686065,0.01299005,1.81543268,0.08978949,2.28933755,3.95138016,1.50438385
-5.48374187,6.60546582,0.50313402,0.23345658,0.01230198,1.81289662,0.08897417,2.26213905,3.91152990,1.50844545
-5.47773887,6.54536403,0.49209685,0.22979636,0.01163895,1.80859596,0.08813319,2.23274957,3.86695310,1.51025621
-5.47173587,6.47886458,0.48050606,0.22588425,0.01100084,1.80238280,0.08726459,2.20118756,3.81756107,1.50962043
-5.46573287,6.40598348,0.46844753,0.22173377,0.01038733,1.79415021,0.08636272,2.16752209,3.76340651,1.50639551
-5.45972986,6.32689238,0.45602094,0.21736813,0.00979796,1.78383744,0.08541868,2.13187721,3.70469143,1.50049644
-5.45372686,6.24192448,0.44333875,0.21282001,0.00923230,1.77143297,0.08442090,2.09443360,3.64176781,1.49189787
-5.44772386,6.15157245,0.43052436,0.20813093,0.00868996,1.75697530,0.08335599,2.05542742,3.57513081,1.48063387
-5.44172086,6.05647810,0.41770963,0.20335003,0.00817069,1.74055123,0.08220961,2.01514633,3.50540479,1.46679524
-5.43571786,5.95741443,0.40503179,0.19853249,0.00767439,1.72229203,0.08096744,1.97392284,3.43332276,1.45052468
-5.42971486,5.85526093,0.39262993,0.19373754,0.00720118,1.70236753,0.07961623,1.93212516,3.35970048,1.43201008
-5.42371186,5.75097339,0.38064120,0.18902625,0.00675135,1.68097862,0.07814469,1.89014625,3.28540647,1.41147621
-5.41770885,5.64554998,0.36919686,0.18445924,0.00632539,1.65834858,0.07654434,1.84839138,3.21132966,1.38917541
-5.41170585,5.53999546,0.35841846,0.18009433,0.00592389,1.63471384,0.07481025,1.80726504,3.13834644,1.36537769
-5.40570285,5.43528554,0.34841422,0.17598443,0.00554757,1.61031461,0.07294154,1.76715777,3.06728891,1.34036072
-5.39969985,5.33233321,0.33927595,0.17217558,0.00519717,1.58538601,0.07094168,1.72843365,2.99891599,1.31440029
-5.39369685,5.23195907,0.33107642,0.16870542,0.00487341,1.56015020,0.06881861,1.69141900,2.93388889,1.28776163
-5.38769385,5.13486706,0.32386752,0.16560208,0.00457695,1.53480980,0.06658458,1.65639305,2.87275216,1.26069196
-5.38169085,5.04162687,0.31767922,0.16288355,0.00430832,1.50954315,0.06425581,1.62358078,2.81592115,1.23341465
-5.37568784,4.95266385,0.31251926,0.16055754,0.00406786,1.48450135,0.06185196,1.59314845,2.76367639,1.20612504
-5.36968484,4.86825679,0.30837377,0.15862191,0.00385571,1.45980739,0.05939544,1.56520198,2.71616491,1.17898816
-5.36368184,4.78854354,0.30520860,0.15706547,0.00367179,1.43555716,0.05691064,1.53978803,2.67340816,1.15213823
-5.35767884,4.71353389,0.30297135,0.15586932,0.00351575,1.41182230,0.05442306,1.51689797,2.63531600,1.12567990
-5.35167584,4.64312884,0.30159407,0.15500842,0.00338702,1.38865451,0.05195840,1.49647411,2.60170546,1.09969100
-5.34567284,4.57714502,0.30099626,0.15445348,0.00328482,1.36609109,0.04954179,1.47841811,2.57232340,1.07422650
-5.33966983,4.51534271,0.30108834,0.15417291,0.00320815,1.34416121,0.04719695,1.46260087,2.54687137,1.04932343
-5.33366683,4.45745577,0.30177507,0.15413490,0.00315584,1.32289255,0.04494558,1.44887337,2.52503135,1.02500634
-5.32766383,4.40322182,0.30295905,0.15430933,0.00312664,1.30231773,0.04280677,1.43707792,2.50649090,1.00129300
-5.32166083,4.35241072,0.30454397,0.15466957,0.00311920,1.28248027,0.04079664,1.42705912,2.49096625,0.97819991
-5.31565783,4.30484991,0.30643750,0.15519398,0.00313214,1.26343950,0.03892811,1.41867390,2.47822214,0.95574734
-5.30965483,4.26044516,0.30855374,0.15586709,0.00316413,1.24527427,0.03721084,1.41180024,2.46808737,0.93396360
-5.30365183,4.21919544,0.31081512,0.15668039,0.00321389,1.22808501,0.03565123,1.40634401,2.46046536,0.91288833
-5.29764882,4.18120122,0.31315371,0.15763273,0.00328023,1.21199413,0.03425271,1.40224359,2.45533914,0.89257461
-5.29164582,4.14666573,0.31551186,0.15873024,0.00336212,1.19714462,0.03301594,1.39947217,2.45277065,0.87308982
-5.28564282,4.11588909,0.31784228,0.15998588,0.00345865,1.18369680,0.03193927,1.39803753,2.45289451,0.85451516
-5.27963982,4.08925559,0.32010754,0.16141861,0.00356909,1.17182351,0.03101916,1.39797946,2.45590668,0.83694407
-5.27363682,4.06721487,0.32227912,0.16305220,0.00369287,1.16170380,0.03025061,1.39936502,2.46204857,0.82047935
-5.26763382,4.05025794,0.32433608,0.16491382,0.00382957,1.15351540,0.02962767,1.40228186,2.47158770,0.80522943
-5.26163082,4.03888930,0.32626344,0.16703239,0.00397890,1.14742646,0.02914390,1.40683015,2.48479578,0.79130381
-5.25562781,4.03359653,0.32805051,0.16943682,0.00414070,1.14358673,0.02879276,1.41311343,2.50192542,0.77880800
-5.24962481,4.03481900,0.32968911,0.17215428,0.00431489,1.14211878,0.02856801,1.42122913,2.52318672,0.76783823
-5.24362181,4.04291713,0.33117203,0.17520843,0.00450144,1.14310958,0.02846398,1.43125895,2.54872491,0.75847605
-5.23761881,4.05814383,0.33249158,0.17861788,0.00470034,1.14660288,0.02847587,1.44325997,2.57860009,0.75078331
-5.23161581,4.08061940,0.33363854,0.18239473,0.00491158,1.15259270,0.02859984,1.45725667,2.61277019,0.74479760
-5.22561281,4.11031127,0.33460144,0.18654349,0.00513510,1.16101843,0.02883316,1.47323437,2.65107793,0.74052838
-5.21960980,4.14701941,0.33536620,0.19106017,0.00537078,1.17176161,0.02917418,1.49113444,2.69324240,0.73795413
-5.21360680,4.19036833,0.33591621,0.19593184,0.00561842,1.18464480,0.02962228,1.51085146,2.73885580,0.73702052
-5.20760380,4.23980599,0.33623281,0.20113641,0.00587771,1.19943249,0.03017774,1.53223242,2.78738558,0.73763981
-5.20160080,4.29460996,0.33629609,0.20664286,0.00614824,1.21583433,0.03084153,1.55507813,2.83818192,0.73969147
-5.19559780,4.35390066,0.33608602,0.21241181,0.00642948,1.23351049,0.03161510,1.57914669,2.89049045,0.74302423
-5.18959480,4.41666148,0.33558378,0.21839640,0.00672079,1.25207911,0.03250002,1.60415896,2.94346985,0.74745928
-5.18359180,4.48176503,0.33477334,0.22454353,0.00702144,1.27112577,0.03349774,1.62980590,2.99621383,0.75279478
-5.17758879,4.54800497,0.33364303,0.23079531,0.00733062,1.29021463,0.03460919,1.65575740,3.04777674,0.75881148
-5.17158579,4.61413232,0.33218721,0.23709086,0.00764744,1.30890095,0.03583447,1.68167249,3.09720214,0.76527932
-5.16558279,4.67889515,0.33040790,0.24336815,0.00797095,1.32674470,0.03717257,1.70721051,3.14355332,0.77196477
-5.15957979,4.74108043,0.32831619,0.24956605,0.00830019,1.34332480,0.03862101,1.73204291,3.18594497,0.77863879
-5.15357679,4.79955658,0.32593364,0.25562647,0.00863418,1.35825346,0.04017570,1.75586530,3.22357478,0.78508504
-5.14757379,4.85331536,0.32329331,0.26149633,0.00897195,1.37119025,0.04183074,1.77840941,3.25575405,0.79110808
-5.14157079,4.90151141,0.32044060,0.26712965,0.00931256,1.38185524,0.04357834,1.79945436,3.28193617,0.79654129
-5.13556778,4.94349812,0.31743370,0.27248925,0.00965508,1.39004080,0.04540890,1.81883708,3.30174187,0.80125407
-5.12956478,4.97885796,0.31434376,0.27754837,0.00999863,1.39562137,0.04731108,1.83646113,3.31498018,0.80515811
-5.12356178,5.00742614,0.31125455,0.28229186,0.01034236,1.39856092,0.04927206,1.85230374,3.32166413,0.80821232
-5.11755878,5.02930601,0.30826177,0.28671698,0.01068548,1.39891745,0.05127781,1.86642048,3.32202028,0.81042614
-5.11155578,5.04487520,0.30547188,0.29083376,0.01102716,1.39684430,0.05331353,1.87894726,3.31649129,0.81186104
-5.10555278,5.05478151,0.30300036,0.29466482,0.01136663,1.39258796,0.05536410,1.89009936,3.30573103,0.81262991
-5.09954977,5.05992807,0.30096962,0.29824458,0.01170306,1.38648223,0.05741452,1.90016718,3.29059185,0.81289430
-5.09354677,5.06144766,0.29950633,0.30161803,0.01203559,1.37893877,0.05945045,1.90950869,3.27210395,0.81285947
-5.08754377,5.06066632,0.29873837,0.30483882,0.01236326,1.37043419,0.06145866,1.91853853,3.25144715,0.81276731
-5.08154077,5.05905735,0.29879132,0.30796688,0.01268502,1.36149398,0.06342745,1.92771391,3.22991560,0.81288723
-5.07553777,5.05818667,0.29978473,0.31106565,0.01299970,1.35267385,0.06534698,1.93751779,3.20887648,0.81350546
-5.06953477,5.05965159,0.30182811,0.31419887,0.01330596,1.34453904,0.06720948,1.94843959,3.18972379,0.81491303
-5.06353177,5.06501508,0.30501690,0.31742724,0.01360230,1.33764246,0.06900940,1.96095434,3.17382905,0.81739281
-5.05752876,5.07573829,0.30942846,0.32080496,0.01388705,1.33250246,0.07074329,1.97550092,3.16249052,0.82120638
-5.05152576,5.09311397,0.31511837,0.32437634,0.01415838,1.32958125,0.07240970,1.99246044,3.15688318,0.82658107
-5.04552276,5.11820404,0.32211709,0.32817274,0.01441432,1.32926491,0.07400886,2.01213551,3.15801144,0.83369797
-5.03951976,5.15178412,0.33042722,0.33220988,0.01465279,1.33184583,0.07554226,2.03473180,3.16666680,0.84268126
-5.03351676,5.19429789,0.34002154,0.33648574,0.01487167,1.33750865,0.07701215,2.06034245,3.18339233,0.85358972
-5.02751376,5.24582371,0.35084188,0.34097923,0.01506883,1.34632007,0.07842103,2.08893660,3.20845592,0.86641052
-5.02151076,5.30605553,0.36279907,0.34564962,0.01524224,1.35822344,0.07977108,2.12035257,3.24183355,0.88105598
-5.01550775,5.37429926,0.37577390,0.35043690,0.01539003,1.37303820,0.08106364,2.15429623,3.28320366,0.89736332
-5.00950475,5.44948540,0.38961915,0.35526311,0.01551058,1.39046429,0.08229875,2.19034510,3.33195312,0.91509753
-5.00350175,5.53019760,0.40416281,0.36003445,0.01560262,1.41009153,0.08347479,2.22795794,3.38719477,0.93395740
-4.99749875,5.61471625,0.41921209,0.36464436,0.01566530,1.43141342,0.08458825,2.26648975,3.44779579,0.95358434
-4.99149575,5.70107527,0.43455848,0.36897717,0.01569827,1.45384480,0.08563368,2.30521168,3.51241599,0.97357366
-4.98549275,5.78712975,0.44998332,0.37291241,0.01570171,1.47674254,0.08660371,2.34333488,3.57955420,0.99348798
-4.97948974,5.87063127,0.46526394,0.37632939,0.01567643,1.49942838,0.08748937,2.38003748,3.64760067,1.01287189
-4.97348674,5.94930770,0.48017992,0.37911199,0.01562379,1.52121273,0.08828038,2.41449337,3.71489340,1.03126743
-4.96748374,6.02094358,0.49451938,0.38115333,0.01554575,1.54141849,0.08896571,2.44590152,3.77977547,1.04822955
-4.96148074,6.08345762,0.50808489,0.38236012,0.01544478,1.55940370,0.08953414,2.47351448,3.84065113,1.06334102
-4.95547774,6.13497374,0.52069890,0.38265655,0.01532382,1.57458211,0.08997492,2.49666480,3.89603802,1.07622586
-4.94947474,6.17388257,0.53220832,0.38198741,0.01518616,1.58644074,0.09027840,2.51478805,3.94461314,1.08656102
-4.94347174,6.19889080,0.54248817,0.38032044,0.01503529,1.59455389,0.09043667,2.52744160,3.98525100,1.09408562
-4.93746873,6.20905650,0.55144414,0.37764770,0.01487482,1.59859294,0.09044411,2.53431815,4.01705206,1.09860754
-4.93146573,6.20380930,0.55901397,0.37398592,0.01470827,1.59833188,0.09029782,2.53525363,4.03936086,1.10000707
-4.92546273,6.18295507,0.56516761,0.36937591,0.01453895,1.59364843,0.08999794,2.53022926,4.05177329,1.09823769
-4.91945973,6.14666550,0.56990623,0.36388097,0.01436982,1.58452105,0.08954781,2.51936767,4.05413318,1.09332393
-4.91345673,6.09545391,0.57326015,0.35758451,0.01420337,1.57102225,0.08895394,2.50292365,4.04651900,1.08535675
-4.90745373,6.03013903,0.57528590,0.35058689,0.01404147,1.55330876,0.08822589,2.48127007,4.02922174,1.07448664
-4.90145073,5.95179921,0.57606241,0.34300178,0.01388538,1.53160923,0.08737589,2.45487979,4.00271574,1.06091493
-4.89544772,5.86171979,0.57568679,0.33495211,0.01373565,1.50621042,0.08641843,2.42430468,3.96762420,1.04488394
-4.88944472,5.76133656,0.57426976,0.32656592,0.01359218,1.47744252,0.08536966,2.39015276,3.92468156,1.02666629
-4.88344172,5.65217835,0.57193102,0.31797219,0.01345422,1.44566449,0.08424678,2.35306481,3.87469488,1.00655422
-4.87743872,5.53581154,0.56879477,0.30929698,0.01332050,1.41125020,0.08306734,2.31369139,3.81850622,0.98484912
-4.87143572,5.41378908,0.56498569,0.30065992,0.01318935,1.37457594,0.08184858,2.27267152,3.75695806,0.96185200
-4.86543272,5.28760627,0.56062533,0.29217125,0.01305884,1.33600987,0.08060674,2.23061387,3.69086335,0.93785511
-4.85942971,5.15866486,0.55582938,0.28392951,0.01292695,1.29590375,0.07935654,2.18808126,3.62098146,0.91313510
-4.85342671,5.02824656,0.55070560,0.27601995,0.01279180,1.25458716,0.07811063,2.14557896,3.54800093,0.88794788
-4.84742371,4.89749659,0.54535266,0.26851371,0.01265181,1.21236425,0.07687929,2.10354715,3.47252960,0.86252522
-4.84142071,4.76741719,0.53985977,0.26146766,0.01250591,1.16951297,0.07567013,2.06235757,3.39509186,0.83707313
-4.83541771,4.63887027,0.53430713,0.25492503,0.01235367,1.12628638,0.07448805,2.02231429,3.31613296,0.81177195
-4.82941471,4.51258840,0.52876705,0.24891651,0.01219550,1.08291587,0.07333529,1.98365807,3.23602926,0.78677775
-4.82341171,4.38919242,0.52330560,0.24346197,0.01203270,1.03961580,0.07221160,1.94657393,3.15510346,0.76222506
-4.81740870,4.26921401,0.51798462,0.23857243,0.01186757,0.99658888,0.07111459,1.91120102,3.07364345,0.73823041
-4.81140570,4.15312116,0.51286394,0.23425237,0.01170342,0.95403212,0.07004013,1.87764422,2.99192312,0.71489642
-4.80540270,4.04134458,0.50800357,0.23050193,0.01154455,0.91214249,0.06898289,1.84598635,2.91022361,0.69231609
-4.79939970,3.93430307,0.50346572,0.22731924,0.01139619,0.87112208,0.06793684,1.81630038,2.82885341,0.67057704
-4.79339670,3.83242600,0.49931635,0.22470238,0.01126439,0.83118216,0.06689590,1.78866063,2.74816574,0.64976520
-4.78739370,3.73617140,0.49562631,0.22265102,0.01115587,0.79254588,0.06585447,1.76315233,2.66857213,0.62996793
-4.78139070,3.64603837,0.49247176,0.22116774,0.01107789,0.75544943,0.06480800,1.73987893,2.59055090,0.61127627
-4.77538769,3.56257308,0.48993391,0.22025875,0.01103799,0.72014139,0.06375348,1.71896680,2.51465010,0.59378609
-4.76938469,3.48636788,0.48809798,0.21993410,0.01104385,0.68688024,0.06268982,1.70056693,2.44148439,0.57759829
-4.76338169,3.41805357,0.48705150,0.22020741,0.01110300,0.65593027,0.06161819,1.68485379,2.37172596,0.56281784
-4.75737869,3.35828532,0.48688188,0.22109503,0.01122265,0.62755583,0.06054220,1.67202128,2.30608978,0.54955193
-4.75137569,3.30772294,0.48767351,0.22261483,0.01140944,0.60201426,0.05946803,1.66227625,2.24531393,0.53790712
-4.74537269,3.26700686,0.48950439,0.22478461,0.01166923,0.57954790,0.05840438,1.65582998,2.19013592,0.52798595
-4.73936968,3.23673099,0.49244253,0.22762024,0.01200692,0.56037540,0.05736236,1.65288818,2.14126626,0.51988292
-4.73336668,3.21741415,0.49654230,0.23113373,0.01242628,0.54468288,0.05635529,1.65364020,2.09936060,0.51368035
-4.72736368,3.20947167,0.50184084,0.23533125,0.01292975,0.53261525,0.05539842,1.65824817,2.06499184,0.50944415
-4.72136068,3.21318875,0.50835486,0.24021132,0.01351834,0.52426823,0.05450854,1.66683660,2.03862374,0.50721986
-4.71535768,3.22869703,0.51607785,0.24576327,0.01419151,0.51968138,0.05370366,1.67948323,2.02058728,0.50702914
-4.70935468,3.25595572,0.52497784,0.25196598,0.01494708,0.51883253,0.05300253,1.69621151,2.01106104,0.50886691
-4.70335168,3.29473839,0.53499605,0.25878713,0.01578120,0.52163400,0.05242424,1.71698519,2.01005661,0.51269924
-4.69734867,3.34462599,0.54604616,0.26618290,0.01668828,0.52793066,0.05198785,1.74170524,2.01740982,0.51846226
-4.69134567,3.40500671,0.55801460,0.27409825,0.01766109,0.53750023,0.05171188,1.77020929,2.03277817,0.52606187
-4.68534267,3.47508259,0.57076169,0.28246765,0.01869070,0.55005566,0.05161402,1.80227343,2.05564475,0.53537461
-4.67933967,3.55388282,0.58412359,0.29121636,0.01976667,0.56524978,0.05171072,1.83761636,2.08532856,0.54624934
-4.67333667,3.64028291,0.59791518,0.30026212,0.02087714,0.58268198,0.05201685,1.87590550,2.12100062,0.55850987
-4.66733367,3.73302921,0.61193368,0.30951728,0.02200902,0.60190675,0.05254538,1.91676473,2.16170554,0.57195835
-4.66133067,3.83076754,0.62596291,0.31889109,0.02314819,0.62244391,0.05330706,1.95978335,2.20638737,0.58637928
-4.65532766,3.93207491,0.63977814,0.32829225,0.02427981,0.64379009,0.05431012,2.00452578,2.25391896,0.60154400
-4.64932466,4.03549301,0.65315136,0.33763151,0.02538859,0.66543107,0.05555999,2.05054160,2.30313346,0.61721552
-4.64332166,4.13956229,0.66585685,0.34682415,0.02645915,0.68685471,0.05705901,2.09737542,2.35285696,0.63315344
