energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.29764882,1.90968817,0.22002350,0.00403674,0.88853350,0.78396504,0.00835620,0.10375312
-5.29164582,1.90521414,0.22219263,0.00403141,0.89962255,0.77559767,0.00761034,0.10218273
-5.28564282,1.89195720,0.22311301,0.00400358,0.90617233,0.76423487,0.00695766,0.10050537
-5.27963982,1.86996342,0.22276419,0.00395363,0.90800249,0.74998095,0.00638290,0.09868924
-5.27363682,1.83945585,0.22114736,0.00388232,0.90502165,0.73300823,0.00587267,0.09671377
-5.26763382,1.80082420,0.21828563,0.00379075,0.89722959,0.71354870,0.00541546,0.09456902
-5.26163082,1.75461009,0.21422371,0.00368034,0.88471682,0.69188400,0.00500161,0.09225461
-5.25562781,1.70148851,0.20902708,0.00355277,0.86766132,0.66833449,0.00462323,0.08977845
-5.24962481,1.64224638,0.20278040,0.00340996,0.84632283,0.64324782,0.00427402,0.08715528
-5.24362181,1.57775893,0.19558556,0.00325404,0.82103466,0.61698748,0.00394914,0.08440510
-5.23761881,1.50896494,0.18755909,0.00308724,0.79219349,0.58992180,0.00364500,0.08155164
-5.23161581,1.43684148,0.17882930,0.00291192,0.76024753,0.56241388,0.00335906,0.07862082
-5.22561281,1.36237921,0.16953301,0.00273042,0.72568352,0.53481254,0.00308967,0.07563943
-5.21960980,1.28655884,0.15981220,0.00254511,0.68901298,0.50744477,0.00283588,0.07263389
-5.21360680,1.21032939,0.14981053,0.00235825,0.65075849,0.48060957,0.00259727,0.06962931
-5.20760380,1.13458899,0.13966992,0.00217202,0.61144020,0.45457353,0.00237377,0.06664867
-5.20160080,1.06016841,0.12952735,0.00198842,0.57156334,0.42956775,0.00216560,0.06371237
-5.19559780,0.98781774,0.11951186,0.00180927,0.53160696,0.40578639,0.00197310,0.06083784
-5.18959480,0.91819633,0.10974200,0.00163618,0.49201433,0.38338637,0.00179665,0.05803952
-5.18359180,0.85186601,0.10032365,0.00147053,0.45318529,0.36248829,0.00163662,0.05532889
-5.17758879,0.78928744,0.09134836,0.00131346,0.41547060,0.34317817,0.00149329,0.05271471
-5.17158579,0.73081948,0.08289220,0.00116585,0.37916832,0.32550989,0.00136680,0.05020334
-5.16558279,0.67672119,0.07501509,0.00102834,0.34452240,0.30950812,0.00125717,0.04779917
-5.15957979,0.62715619,0.06776069,0.00090135,0.31172299,0.29517153,0.00116423,0.04550505
-5.15357679,0.58219904,0.06115671,0.00078508,0.28090854,0.28247611,0.00108767,0.04332272
-5.14757379,0.54184318,0.05521564,0.00067952,0.25216930,0.27137858,0.00102698,0.04125328
-5.14157079,0.50601014,0.04993583,0.00058450,0.22555192,0.26181977,0.00098156,0.03929757
-5.13556778,0.47455977,0.04530293,0.00049970,0.20106495,0.25372795,0.00095065,0.03745654
-5.12956478,0.44730103,0.04129142,0.00042469,0.17868472,0.24702215,0.00093343,0.03573158
-5.12356178,0.42400331,0.03786646,0.00035894,0.15836155,0.24161558,0.00092906,0.03412481
-5.11755878,0.40440797,0.03498565,0.00030185,0.14002591,0.23741905,0.00093665,0.03263935
-5.11155578,0.38823993,0.03260100,0.00025279,0.12359427,0.23434472,0.00095543,0.03127958
-5.10555278,0.37521928,0.03066072,0.00021114,0.10897469,0.23230994,0.00098472,0.03005140
-5.09954977,0.36507272,0.02911108,0.00017624,0.09607171,0.23124145,0.00102403,0.02896251
-5.09354677,0.35754468,0.02789808,0.00014748,0.08479080,0.23107979,0.00107313,0.02802277
-5.08754377,0.35240798,0.02696902,0.00012431,0.07504202,0.23178397,0.00113211,0.02724445
-5.08154077,0.34947396,0.02627394,0.00010619,0.06674316,0.23333613,0.00120149,0.02664271
-5.07553777,0.34860169,0.02576686,0.00009267,0.05982210,0.23574629,0.00128224,0.02623593
-5.06953477,0.34970610,0.02540683,0.00008336,0.05421868,0.23905666,0.00137590,0.02604615
-5.06353177,0.35276484,0.02515885,0.00007793,0.04988587,0.24334558,0.00148463,0.02609942
-5.05752876,0.35782336,0.02499450,0.00007613,0.04679045,0.24873058,0.00161128,0.02642614
-5.05152576,0.36499814,0.02489246,0.00007775,0.04491318,0.25537045,0.00175942,0.02706130
-5.04552276,0.37447767,0.02483877,0.00008269,0.04424840,0.26346593,0.00193341,0.02804459
-5.03951976,0.38652091,0.02482691,0.00009086,0.04480327,0.27325883,0.00213842,0.02942033
-5.03351676,0.40145318,0.02485767,0.00010224,0.04659645,0.28502950,0.00238038,0.03123723
-5.02751376,0.41965925,0.02493891,0.00011684,0.04965652,0.29909226,0.00266605,0.03354791
-5.02151076,0.44157377,0.02508501,0.00013471,0.05401984,0.31578910,0.00300287,0.03640814
-5.01550775,0.46766904,0.02531624,0.00015590,0.05972826,0.33548134,0.00339897,0.03987588
-5.00950475,0.49844048,0.02565802,0.00018050,0.06682641,0.35853977,0.00386302,0.04401001
-5.00350175,0.53439016,0.02613995,0.00020857,0.07535891,0.38533321,0.00440409,0.04886887
-4.99749875,0.57600884,0.02679481,0.00024015,0.08536740,0.41621603,0.00503152,0.05450853
-4.99149575,0.62375724,0.02765748,0.00027529,0.09688768,0.45151503,0.00575467,0.06098102
-4.98549275,0.67804707,0.02876374,0.00031396,0.10994692,0.49151613,0.00658276,0.06833236
-4.97948974,0.73922287,0.03014916,0.00035612,0.12456128,0.53645152,0.00752456,0.07660063
-4.97348674,0.80754512,0.03184784,0.00040167,0.14073394,0.58648777,0.00858822,0.08581413
-4.96748374,0.88317566,0.03389136,0.00045047,0.15845369,0.64171556,0.00978093,0.09598964
-4.96148074,0.96616611,0.03630764,0.00050230,0.17769440,0.70214152,0.01110871,0.10713105
-4.95547774,1.05644979,0.03911996,0.00055692,0.19841521,0.76768270,0.01257616,0.11922822
-4.94947474,1.15383790,0.04234608,0.00061402,0.22056168,0.83816410,0.01418624,0.13225639
-4.94347174,1.25802011,0.04599749,0.00067324,0.24406787,0.91331947,0.01594008,0.14617596
-4.93746873,1.36856988,0.05007881,0.00073420,0.26885929,0.99279555,0.01783690,0.16093293
-4.93146573,1.48495431,0.05458736,0.00079651,0.29485660,1.07615977,0.01987389,0.17645988
-4.92546273,1.60654830,0.05951288,0.00085974,0.32197990,1.16291114,0.02204624,0.19267742
-4.91945973,1.73265252,0.06483743,0.00092349,0.35015339,1.25249403,0.02434717,0.20949627
-4.91345673,1.86251433,0.07053554,0.00098739,0.37930999,1.34431422,0.02676814,0.22681972
-4.90745373,1.99535073,0.07657440,0.00105108,0.40939573,1.43775665,0.02929900,0.24454645
-4.90145073,2.13037220,0.08291431,0.00111428,0.44037337,1.53220385,0.03192829,0.26257354
-4.89544772,2.26680623,0.08950922,0.00117679,0.47222507,1.62705441,0.03464357,0.28079954
-4.88944472,2.40391910,0.09630742,0.00123847,0.50495356,1.72174025,0.03743176,0.29912741
-4.88344172,2.54103475,0.10325229,0.00129927,0.53858165,1.81574189,0.04027953,0.31746717
-4.87743872,2.67754946,0.11028316,0.00135926,0.57314987,1.90860079,0.04317363,0.33573806
-4.87143572,2.81294133,0.11733616,0.00141858,0.60871196,1.99992793,0.04610123,0.35387009
-4.86543272,2.94677380,0.12434513,0.00147746,0.64532846,2.08940801,0.04905019,0.37180479
-4.85942971,3.07869270,0.13124253,0.00153623,0.68305841,2.17679889,0.05200919,0.38949518
-4.85342671,3.20841679,0.13796026,0.00159526,0.72194938,2.26192609,0.05496784,0.40690475
-4.84742371,3.33572208,0.14443053,0.00165496,0.76202648,2.34467250,0.05791664,0.42400566
-4.84142071,3.46042058,0.15058663,0.00171577,0.80328067,2.42496377,0.06084678,0.44077607
-4.83541771,3.58233480,0.15636368,0.00177809,0.84565719,2.50275008,0.06374988,0.45719683
-4.82941471,3.70126925,0.16169930,0.00184232,0.88904476,2.57798536,0.06661758,0.47324768
-4.82341171,3.81698100,0.16653435,0.00190874,0.93326631,2.65060514,0.06944112,0.48890317
-4.81740870,3.92915108,0.17081350,0.00197754,0.97807193,2.72050446,0.07221076,0.50412871
-4.81140570,4.03735890,0.17448596,0.00204880,1.02313483,2.78751742,0.07491528,0.51887679
-4.80540270,4.14106182,0.17750608,0.00212240,1.06805066,2.85139976,0.07754148,0.53308392
-4.79939970,4.23958149,0.17983406,0.00219809,1.11234077,2.91181585,0.08007373,0.54666838
-4.79339670,4.33209881,0.18143659,0.00227540,1.15545949,2.96833148,0.08249372,0.55952915
-4.78739370,4.41765843,0.18228761,0.00235370,1.19680543,3.02041312,0.08478025,0.57154602
-4.78139070,4.49518347,0.18236892,0.00243217,1.23573661,3.06743440,0.08690933,0.58258117
-4.77538769,4.56350042,0.18167090,0.00250981,1.27158891,3.10868982,0.08885441,0.59248218
-4.76938469,4.62137358,0.18019304,0.00258552,1.30369708,3.14341551,0.09058690,0.60108625
-4.76338169,4.66754783,0.17794450,0.00265805,1.33141764,3.17081617,0.09207684,0.60822577
-4.75737869,4.70079787,0.17494436,0.00272611,1.35415252,3.19009718,0.09329381,0.61373470
-4.75137569,4.71998153,0.17122187,0.00278838,1.37137242,3.20050017,0.09420798,0.61745564
-4.74537269,4.72409472,0.16681633,0.00284357,1.38263884,3.20134045,0.09479127,0.61924717
-4.73936968,4.71232499,0.16177677,0.00289048,1.38762360,3.19204428,0.09501856,0.61899104
-4.73336668,4.68410088,0.15616141,0.00292803,1.38612508,3.17218394,0.09486889,0.61659894
-4.72736368,4.63913445,0.15003676,0.00295532,1.37808022,3.14150876,0.09432658,0.61201823
-4.72136068,4.57745451,0.14347648,0.00297168,1.36357173,3.09997039,0.09338222,0.60523665
-4.71535768,4.49942878,0.13656001,0.00297669,1.34283008,3.04774085,0.09203343,0.59628539
-4.70935468,4.40577351,0.12937101,0.00297021,1.31623031,2.98522243,0.09028540,0.58524063
-4.70335168,4.29755011,0.12199558,0.00295239,1.28428350,2.91304881,0.08815112,0.57222328
-4.69734867,4.17614865,0.11452048,0.00292368,1.24762347,2.83207732,0.08565134,0.55739703
-4.69134567,4.04325911,0.10703126,0.00288483,1.20698928,2.74337280,0.08281417,0.54096478
-4.68534267,3.90083165,0.09961046,0.00283682,1.16320408,2.64818372,0.07967448,0.52316364
-4.67933967,3.75102771,0.09233598,0.00278091,1.11715148,2.54791185,0.07627296,0.50425872
-4.67333667,3.59616420,0.08527951,0.00271852,1.06975015,2.44407689,0.07265501,0.48453617
-4.66733367,3.43865335,0.07850535,0.00265122,1.02192782,2.33827760,0.06886945,0.46429557
-4.66133067,3.28094041,0.07206937,0.00258067,0.97459563,2.23215121,0.06496712,0.44384219
-4.65532766,3.12544211,0.06601832,0.00250856,0.92862362,2.12733261,0.06099950,0.42347943
-4.64932466,2.97448761,0.06038945,0.00243656,0.88481845,2.02541490,0.05701726,0.40350157
-4.64332166,2.83026429,0.05521038,0.00236624,0.84390369,1.92791251,0.05306898,0.38418728
-4.63731866,2.69476959,0.05049928,0.00229904,0.80650347,1.83622789,0.04919996,0.36579388
-4.63131566,2.56977003,0.04626529,0.00223622,0.77312979,1.75162253,0.04545119,0.34855256
-4.62531266,2.45676817,0.04250906,0.00217883,0.74417352,1.67519274,0.04185858,0.33266459
-4.61930965,2.35697759,0.03922357,0.00212765,0.71989945,1.60785025,0.03845232,0.31829847
-4.61330665,2.27130577,0.03639493,0.00208321,0.70044493,1.55030770,0.03525657,0.30558797
-4.60730365,2.20034458,0.03400328,0.00204575,0.68582213,1.50306873,0.03228925,0.29463104
-4.60130065,2.14436764,0.03202375,0.00201524,0.67592351,1.46642238,0.02956214,0.28548935
-4.59529765,2.10333406,0.03042733,0.00199141,0.67053006,1.44044139,0.02708112,0.27818847
-4.58929465,2.07689758,0.02918174,0.00197371,0.66932192,1.42498407,0.02484654,0.27271853
-4.58329165,2.06442083,0.02825221,0.00196140,0.67189091,1.41969955,0.02285375,0.26903529
-4.57728864,2.06499378,0.02760224,0.00195357,0.67775443,1.42403602,0.02109370,0.26706157
-4.57128564,2.07745621,0.02719423,0.00194914,0.68637036,1.43725207,0.01955361,0.26668897
-4.56528264,2.10042374,0.02699009,0.00194696,0.69715247,1.45843086,0.01821770,0.26777999
-4.55927964,2.13231722,0.02695177,0.00194580,0.70948593,1.48649740,0.01706788,0.27017046
-4.55327664,2.17139525,0.02704177,0.00194444,0.72274263,1.52023872,0.01608443,0.27367234
-4.54727364,2.21578970,0.02722359,0.00194168,0.73629588,1.55832720,0.01524670,0.27807702
-4.54127064,2.26354387,0.02746218,0.00193638,0.74953431,1.59934666,0.01453367,0.28315905
-4.53526763,2.31265300,0.02772434,0.00192750,0.76187481,1.64182137,0.01392457,0.28868032
-4.52926463,2.36110657,0.02797916,0.00191414,0.77277405,1.68424731,0.01339931,0.29439475
-4.52326163,2.40693168,0.02819837,0.00189553,0.78173876,1.72512533,0.01293893,0.30005343
-4.51725863,2.44823667,0.02835675,0.00187108,0.78833441,1.76299535,0.01252595,0.30540998
-4.51125563,2.48325387,0.02843243,0.00184038,0.79219227,1.79647089,0.01214463,0.31022622
-4.50525263,2.51038037,0.02840718,0.00180319,0.79301482,1.82427269,0.01178116,0.31427789
-4.49924962,2.52821544,0.02826664,0.00175946,0.79057943,1.84526056,0.01142382,0.31736014
-4.49324662,2.53559350,0.02800047,0.00170933,0.78474030,1.85846204,0.01106305,0.31929284
-4.48724362,2.53161130,0.02760241,0.00165307,0.77542870,1.86309715,0.01069139,0.31992523
-4.48124062,2.51564836,0.02707026,0.00159112,0.76265154,1.85859790,0.01030350,0.31913993
-4.47523762,2.48737978,0.02640572,0.00152404,0.74648837,1.84462202,0.00989603,0.31685602
-4.46923462,2.44678098,0.02561421,0.00145251,0.72708691,1.82106021,0.00946744,0.31303113
-4.46323162,2.39412403,0.02470450,0.00137729,0.70465724,1.78803676,0.00901784,0.30766233
-4.45722861,2.32996581,0.02368835,0.00129918,0.67946484,1.74590329,0.00854878,0.30078600
-4.45122561,2.25512840,0.02257999,0.00121905,0.65182273,1.69522622,0.00806298,0.29247641
-4.44522261,2.17067272,0.02139563,0.00113776,0.62208281,1.63676832,0.00756411,0.28284331
-4.43921961,2.07786614,0.02015290,0.00105618,0.59062680,1.57146520,0.00705652,0.27202851
-4.43321661,1.97814585,0.01887028,0.00097514,0.55785692,1.50039792,0.00654502,0.26020164
-4.42721361,1.87307912,0.01756651,0.00089543,0.52418666,1.42476261,0.00603458,0.24755531
-4.42121061,1.76432211,0.01626016,0.00081777,0.49003173,1.34583865,0.00553019,0.23429983
-4.41520760,1.65357880,0.01496908,0.00074282,0.45580168,1.26495630,0.00503665,0.22065766
-4.40920460,1.54256141,0.01371003,0.00067115,0.42189217,1.18346521,0.00455838,0.20685796
-4.40320160,1.43295349,0.01249832,0.00060327,0.38867815,1.10270475,0.00409932,0.19313124
-4.39719860,1.32637689,0.01134761,0.00053957,0.35650815,1.02397693,0.00366285,0.17970439
-4.39119560,1.22436314,0.01026966,0.00048037,0.32569965,0.94852267,0.00325170,0.16679618
-4.38519260,1.12832990,0.00927432,0.00042590,0.29653567,0.87750187,0.00286793,0.15461337
-4.37918959,1.03956251,0.00836947,0.00037634,0.26926259,0.81197727,0.00251295,0.14334736
-4.37318659,0.95920065,0.00756107,0.00033176,0.24408901,0.75290234,0.00218753,0.13317158
-4.36718359,0.88822969,0.00685328,0.00029219,0.22118582,0.70111276,0.00189184,0.12423940
-4.36118059,0.82747634,0.00624862,0.00025761,0.20068705,0.65732124,0.00162554,0.11668270
-4.35517759,0.77760784,0.00574817,0.00022796,0.18269170,0.62211515,0.00138781,0.11061081
-4.34917459,0.73913394,0.00535179,0.00020313,0.16726604,0.59595646,0.00117750,0.10610999
-4.34317159,0.71241114,0.00505837,0.00018302,0.15444650,0.57918340,0.00099313,0.10324310
-4.33716858,0.69764827,0.00486612,0.00016748,0.14424281,0.57201328,0.00083305,0.10204959
-4.33116558,0.69491295,0.00477280,0.00015637,0.13664128,0.57454619,0.00069548,0.10254562
-4.32516258,0.70413842,0.00477603,0.00014956,0.13160807,0.58676898,0.00057858,0.10472429
-4.31915958,0.72513050,0.00487359,0.00014692,0.12909239,0.60855956,0.00048056,0.10855593
-4.31315658,0.75757436,0.00506369,0.00014831,0.12902934,0.63969118,0.00039968,0.11398849
-4.30715358,0.80104127,0.00534529,0.00015362,0.13134255,0.67983690,0.00033434,0.12094802
