energy_ev,total_up,Ga_p_up,Ga_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,2.68570851,0.05211642,0.00000000,1.70613032,0.73371435,1.48850011,0.00000000
-5.99399700,2.63203052,0.05154402,0.00000000,1.67984528,0.71958327,1.46191407,0.00000000
-5.98799400,2.56775424,0.05082061,0.00000000,1.64599785,0.70260382,1.42998672,0.00000000
-5.98199100,2.49399874,0.04996422,0.00000000,1.60525531,0.68307821,1.39325429,0.00000000
-5.97598799,2.41201134,0.04899571,0.00000000,1.55838719,0.66134193,1.35231474,0.00000000
-5.96998499,2.32312849,0.04793811,0.00000000,1.50623887,0.63775328,1.30780839,0.00000000
-5.96398199,2.22873508,0.04681588,0.00000000,1.44970351,0.61268246,1.26039778,0.00000000
-5.95797899,2.13022390,0.04565411,0.00000000,1.38969369,0.58650087,1.21074766,0.00000000
-5.95197599,2.02895699,0.04447778,0.00000000,1.32711414,0.55957081,1.15950600,0.00000000
-5.94597299,1.92623065,0.04331090,0.00000000,1.26283661,0.53223626,1.10728703,0.00000000
-5.93996998,1.82324525,0.04217581,0.00000000,1.19767807,0.50481501,1.05465677,0.00000000
-5.93396698,1.72108106,0.04109248,0.00000000,1.13238286,0.47759232,1.00212188,0.00000000
-5.92796398,1.62068064,0.04007798,0.00000000,1.06760949,0.45081636,0.95012184,0.00000000
-5.92196098,1.52283818,0.03914602,0.00000000,1.00392222,0.42469560,0.89902490,0.00000000
-5.91595798,1.42819566,0.03830666,0.00000000,0.94178742,0.39939792,0.84912749,0.00000000
-5.90995498,1.33724545,0.03756610,0.00000000,0.88157446,0.37505146,0.80065689,0.00000000
-5.90395198,1.25033859,0.03692673,0.00000000,0.82356061,0.35174699,0.75377686,0.00000000
-5.89794897,1.16769786,0.03638721,0.00000000,0.76793926,0.32954154,0.70859542,0.00000000
-5.89194597,1.08943448,0.03594278,0.00000000,0.71483067,0.30846297,0.66517440,0.00000000
-5.88594297,1.01556734,0.03558561,0.00000000,0.66429444,0.28851519,0.62353993,0.00000000
-5.87993997,0.94604348,0.03530530,0.00000000,0.61634275,0.26968374,0.58369327,0.00000000
-5.87393697,0.88075883,0.03508954,0.00000000,0.57095373,0.25194131,0.54562141,0.00000000
-5.86793397,0.81957812,0.03492467,0.00000000,0.52808411,0.23525312,0.50930677,0.00000000
-5.86193097,0.76235313,0.03479650,0.00000000,0.48768063,0.21958179,0.47473583,0.00000000
-5.85592796,0.70893883,0.03469100,0.00000000,0.44968984,0.20489158,0.44190610,0.00000000
-5.84992496,0.65920667,0.03459505,0.00000000,0.41406589,0.19115193,0.41083145,0.00000000
-5.84392196,0.61305503,0.03449720,0.00000000,0.38077629,0.17834013,0.38154570,0.00000000
-5.83791896,0.57041669,0.03438835,0.00000000,0.34980562,0.16644327,0.35410440,0.00000000
-5.83191596,0.53126330,0.03426235,0.00000000,0.32115731,0.15545925,0.32858508,0.00000000
-5.82591296,0.49560716,0.03411656,0.00000000,0.29485359,0.14539719,0.30508601,0.00000000
-5.81990995,0.46350053,0.03395222,0.00000000,0.27093412,0.13627705,0.28372380,0.00000000
-5.81390695,0.43503272,0.03377478,0.00000000,0.24945329,0.12812873,0.26462994,0.00000000
-5.80790395,0.41032536,0.03359398,0.00000000,0.23047669,0.12099058,0.24794664,0.00000000
-5.80190095,0.38952617,0.03342383,0.00000000,0.21407696,0.11490760,0.23382207,0.00000000
-5.79589795,0.37280138,0.03328240,0.00000000,0.20032923,0.10992915,0.22240529,0.00000000
-5.78989495,0.36032726,0.03319139,0.00000000,0.18930646,0.10610651,0.21384082,0.00000000
-5.78389195,0.35228095,0.03317561,0.00000000,0.18107473,0.10349017,0.20826330,0.00000000
-5.77788894,0.34883069,0.03326223,0.00000000,0.17568873,0.10212697,0.20579195,0.00000000
-5.77188594,0.35012591,0.03347993,0.00000000,0.17318747,0.10205720,0.20652532,0.00000000
