energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.79589795,0.96888321,0.34612442,0.00000000,0.00347702,0.24420689,0.01919314,0.34798736,0.53938101,0.18407608
-5.78989495,0.95639076,0.33237052,0.00000000,0.00321677,0.24801174,0.01777071,0.33616957,0.53817513,0.18500801
-5.78389195,0.94768803,0.31831089,0.00000000,0.00296940,0.25270038,0.01651238,0.32631645,0.53770670,0.18663605
-5.77788894,0.94358884,0.30423488,0.00000000,0.00273410,0.25850550,0.01541333,0.31870733,0.53855872,0.18912282
-5.77188594,0.94493302,0.29044700,0.00000000,0.00251024,0.26566733,0.01446876,0.31362580,0.54132597,0.19263799
-5.76588294,0.95255467,0.27725808,0.00000000,0.00229734,0.27442322,0.01367404,0.31135061,0.54659371,0.19735094
-5.75987994,0.96724855,0.26497643,0.00000000,0.00209509,0.28499691,0.01302468,0.31214579,0.55491619,0.20342313
-5.75387694,0.98973582,0.25389909,0.00000000,0.00190333,0.29758770,0.01251627,0.31625045,0.56679537,0.21100049
-5.74787394,1.02063076,0.24430370,0.00000000,0.00172200,0.31236013,0.01214428,0.32386845,0.58266096,0.22020607
-5.74187094,1.06040945,0.23644102,0.00000000,0.00155113,0.32943460,0.01190391,0.33515852,0.60285236,0.23113340
-5.73586793,1.10938210,0.23052830,0.00000000,0.00139078,0.34887932,0.01178978,0.35022501,0.62760318,0.24384067
-5.72986493,1.16766987,0.22674377,0.00000000,0.00124104,0.37070399,0.01179578,0.36910967,0.65702911,0.25834617
-5.72386193,1.23518760,0.22522221,0.00000000,0.00110196,0.39485566,0.01191480,0.39178490,0.69111946,0.27462508
-5.71785893,1.31163296,0.22605165,0.00000000,0.00097356,0.42121690,0.01213861,0.41814859,0.72973289,0.29260791
-5.71185593,1.39648287,0.22927125,0.00000000,0.00085577,0.44960640,0.01245767,0.44802083,0.77259747,0.31218057
-5.70585293,1.48899729,0.23487037,0.00000000,0.00074848,0.47978228,0.01286117,0.48114279,0.81931514,0.33318615
-5.69984992,1.58823059,0.24278863,0.00000000,0.00065144,0.51144771,0.01333699,0.51717776,0.86937045,0.35542842
-5.69384692,1.69305006,0.25291708,0.00000000,0.00056434,0.54425893,0.01387186,0.55571444,0.92214339,0.37867682
-5.68784392,1.80216098,0.26510030,0.00000000,0.00048678,0.57783506,0.01445150,0.59627258,0.97692559,0.40267281
-5.68184092,1.91413741,0.27913943,0.00000000,0.00041828,0.61176962,0.01506092,0.63831066,1.03293967,0.42713720
-5.67583792,2.02745744,0.29479596,0.00000000,0.00035829,0.64564284,0.01568469,0.68123569,1.08936056,0.45177835
-5.66983492,2.14054170,0.31179636,0.00000000,0.00030620,0.67903457,0.01630737,0.72441466,1.14533835,0.47630052
-5.66383192,2.25179342,0.32983729,0.00000000,0.00026139,0.71153687,0.01691387,0.76718761,1.20002151,0.50041238
-5.65782891,2.35963874,0.34859155,0.00000000,0.00022319,0.74276583,0.01748987,0.80888166,1.25257962,0.52383486
-5.65182591,2.46256546,0.36771447,0.00000000,0.00019093,0.77237208,0.01802228,0.84882587,1.30222488,0.54630837
-5.64582291,2.55915895,0.38685086,0.00000000,0.00016395,0.80004931,0.01849958,0.88636637,1.34823131,0.56759874
-5.63981991,2.64813390,0.40564221,0.00000000,0.00014162,0.82554060,0.01891223,0.92088127,1.38995123,0.58750185
-5.63381691,2.72836079,0.42373427,0.00000000,0.00012331,0.84864221,0.01925296,0.95179510,1.42682828,0.60584659
-5.62781391,2.79888635,0.44078464,0.00000000,0.00010847,0.86920477,0.01951705,0.97859220,1.45840672,0.62249629
-5.62181091,2.85894772,0.45647042,0.00000000,0.00009656,0.88713178,0.01970248,1.00082869,1.48433678,0.63734838
-5.61580790,2.90797993,0.47049558,0.00000000,0.00008710,0.90237585,0.01981003,1.01814289,1.50437627,0.65033265
-5.60980490,2.94561728,0.48259805,0.00000000,0.00007967,0.91493289,0.01984334,1.03026358,1.51838839,0.66140819
-5.60380190,2.97168897,0.49255616,0.00000000,0.00007388,0.92483473,0.01980882,1.03701628,1.52633658,0.67055928
-5.59779890,2.98620982,0.50019439,0.00000000,0.00006942,0.93214080,0.01971555,1.03832718,1.52827653,0.67779077
-5.59179590,2.98936722,0.50538811,0.00000000,0.00006600,0.93692947,0.01957505,1.03422468,1.52434636,0.68312310
-5.58579290,2.98150522,0.50806729,0.00000000,0.00006341,0.93928960,0.01940109,1.02483874,1.51475556,0.68658753
-5.57978989,2.96310709,0.50821889,0.00000000,0.00006146,0.93931307,0.01920934,1.01039790,1.49977335,0.68822183
-5.57378689,2.93477739,0.50588796,0.00000000,0.00006002,0.93708858,0.01901707,0.99122429,1.47971733,0.68806687
-5.56778389,2.89722438,0.50117724,0.00000000,0.00005898,0.93269727,0.01884279,0.96772669,1.45494283,0.68616423
-5.56178089,2.85124377,0.49424534,0.00000000,0.00005829,0.92621042,0.01870588,0.94039197,1.42583356,0.68255508
-5.55577789,2.79770412,0.48530350,0.00000000,0.00005790,0.91768918,0.01862619,0.90977502,1.39279387,0.67728031
-5.54977489,2.73753421,0.47461096,0.00000000,0.00005782,0.90718646,0.01862367,0.87648766,1.35624271,0.67038189
-5.54377189,2.67171248,0.46246908,0.00000000,0.00005805,0.89475061,0.01871799,0.84118648,1.31660941,0.66190531
-5.53776888,2.60125808,0.44921437,0.00000000,0.00005863,0.88043055,0.01892811,0.80456018,1.27433102,0.65190284
-5.53176588,2.52722323,0.43521063,0.00000000,0.00005961,0.86428199,0.01927194,0.76731643,1.22985104,0.64043730
-5.52576288,2.45068621,0.42084033,0.00000000,0.00006106,0.84637402,0.01976588,0.73016860,1.18361907,0.62758595
-5.51975988,2.37274430,0.40649563,0.00000000,0.00006302,0.82679568,0.02042448,0.69382257,1.13609101,0.61344421
-5.51375688,2.29450603,0.39256902,0.00000000,0.00006558,0.80566177,0.02125997,0.65896374,1.08772942,0.59812877
-5.50775388,2.21708203,0.37944413,0.00000000,0.00006881,0.78311761,0.02228186,0.62624454,1.03900341,0.58177979
-5.50175088,2.14157417,0.36748668,0.00000000,0.00007275,0.75934213,0.02349653,0.59627252,0.99038804,0.56456193
-5.49574787,2.06906254,0.35703590,0.00000000,0.00007746,0.73454917,0.02490683,0.56959926,0.94236257,0.54666410
-5.48974487,2.00059044,0.34839670,0.00000000,0.00008300,0.70898671,0.02651164,0.54671020,0.89540777,0.52829768
-5.48374187,1.93714751,0.34183264,0.00000000,0.00008938,0.68293417,0.02830557,0.52801565,0.85000201,0.50969351
-5.47773887,1.87965152,0.33756001,0.00000000,0.00009663,0.65669772,0.03027864,0.51384311,0.80661630,0.49109740
-5.47173587,1.82892958,0.33574304,0.00000000,0.00010475,0.63060411,0.03241604,0.50443111,0.76570856,0.47276478
-5.46573287,1.78569969,0.33649057,0.00000000,0.00011373,0.60499317,0.03469808,0.49992474,0.72771727,0.45495440
-5.45972986,1.75055366,0.33985407,0.00000000,0.00012354,0.58020955,0.03710014,0.50037312,0.69305508,0.43792165
-5.45372686,1.72394250,0.34582734,0.00000000,0.00013416,0.55659415,0.03959290,0.50572888,0.66210259,0.42191176
-5.44772386,1.70616539,0.35434767,0.00000000,0.00014554,0.53447575,0.04214268,0.51584995,0.63520285,0.40715327
-5.44172086,1.69736298,0.36529877,0.00000000,0.00015767,0.51416318,0.04471194,0.53050363,0.61265688,0.39385203
-5.43571786,1.69751599,0.37851522,0.00000000,0.00017052,0.49593856,0.04726000,0.54937305,0.59472067,0.38218618
-5.42971486,1.70644935,0.39378843,0.00000000,0.00018408,0.48005188,0.04974396,0.57206595,0.58160362,0.37230215
-5.42371186,1.72384212,0.41087402,0.00000000,0.00019839,0.46671699,0.05211972,0.59812567,0.57346889,0.36431195
-5.41770885,1.74924283,0.42950033,0.00000000,0.00021349,0.45610923,0.05434318,0.62704407,0.57043528,0.35829179
-5.41170585,1.78208979,0.44937777,0.00000000,0.00022950,0.44836462,0.05637150,0.65827611,0.57258083,0.35428205
-5.40570285,1.82173532,0.47020882,0.00000000,0.00024658,0.44358044,0.05816443,0.69125550,0.57994757,0.35228839
-5.39969985,1.86747271,0.49169806,0.00000000,0.00026495,0.44181701,0.05968557,0.72541093,0.59254732,0.35228400
-5.39369685,1.91856442,0.51356204,0.00000000,0.00028490,0.44310041,0.06090364,0.76018232,0.61036787,0.35421271
-5.38769385,1.97427007,0.53553833,0.00000000,0.00030680,0.44742577,0.06179358,0.79503624,0.63337915,0.35799266
-5.38169085,2.03387240,0.55739349,0.00000000,0.00033109,0.45476082,0.06233740,0.82947995,0.66153878,0.36352038
-5.37568784,2.09669989,0.57892938,0.00000000,0.00035829,0.46504938,0.06252494,0.86307335,0.69479651,0.37067499
-5.36968484,2.16214460,0.59998762,0.00000000,0.00038897,0.47821452,0.06235419,0.89543828,0.73309711,0.37932217
-5.36368184,2.22967411,0.62045184,0.00000000,0.00042376,0.49416105,0.06183144,0.92626468,0.77638123,0.38931795
-5.35767884,2.29883706,0.64024758,0.00000000,0.00046334,0.51277738,0.06097107,0.95531339,0.82458416,0.40051186
-5.35167584,2.36926183,0.65933983,0.00000000,0.00050839,0.53393643,0.05979500,0.98241534,0.87763214,0.41274960
-5.34567284,2.44064867,0.67772840,0.00000000,0.00055959,0.55749576,0.05833192,1.00746742,0.93543650,0.42587503
-5.33966983,2.51275583,0.69544123,0.00000000,0.00061759,0.58329698,0.05661623,1.03042514,0.99788567,0.43973157
-5.33366683,2.58538080,0.71252618,0.00000000,0.00068296,0.61116445,0.05468682,1.05129271,1.06483566,0.45416302
-5.32766383,2.65833797,0.72904166,0.00000000,0.00075617,0.64090362,0.05258563,1.07011114,1.13609930,0.46901388
-5.32166083,2.73143446,0.74504679,0.00000000,0.00083755,0.67229921,0.05035623,1.08694519,1.21143510,0.48412942
-5.31565783,2.80444580,0.76059172,0.00000000,0.00092728,0.70511348,0.04804232,1.10187004,1.29053650,0.49935548
-5.30965483,2.87709342,0.77570860,0.00000000,0.00102529,0.73908488,0.04568633,1.11495852,1.37302214,0.51453832
-5.30365183,2.94902559,0.79040397,0.00000000,0.00113132,0.77392735,0.04332811,1.12626988,1.45842816,0.52952450
-5.29764882,3.01980347,0.80465299,0.00000000,0.00124482,0.80933051,0.04100379,1.13584067,1.54620321,0.54416107
-5.29164582,3.08889328,0.81839595,0.00000000,0.00136499,0.84496099,0.03874488,1.14367842,1.63570683,0.55829610
-5.28564282,3.15566567,0.83153731,0.00000000,0.00149075,0.88046483,0.03657760,1.14975855,1.72621169,0.57177955
-5.27963982,3.21940237,0.84394734,0.00000000,0.00162076,0.91547135,0.03452242,1.15402447,1.81691006,0.58446470
-5.27363682,3.27931026,0.85546635,0.00000000,0.00175340,0.94959815,0.03259399,1.15639103,1.90692459,0.59620993
-5.26763382,3.33454195,0.86591120,0.00000000,0.00188686,0.98245735,0.03080114,1.15675087,1.99532318,0.60688084
-5.26163082,3.38422215,0.87508375,0.00000000,0.00201912,1.01366283,0.02914727,1.15498315,2.08113766,0.61635275
-5.25562781,3.42747808,0.88278066,0.00000000,0.00214804,1.04283833,0.02763085,1.15096400,2.16338556,0.62451330
-5.24962481,3.46347247,0.88880405,0.00000000,0.00227139,1.06962588,0.02624610,1.14457796,2.24109416,0.63126507
-5.24362181,3.49143708,0.89297222,0.00000000,0.00238693,1.09369452,0.02498375,1.13572938,2.31332576,0.63652809
-5.23761881,3.51070493,0.89512991,0.00000000,0.00249249,1.11474869,0.02383197,1.12435314,2.37920317,0.64024207
-5.23161581,3.52073941,0.89515739,0.00000000,0.00258604,1.13253605,0.02277719,1.11042382,2.43793411,0.64236810
-5.22561281,3.52115847,0.89297786,0.00000000,0.00266573,1.14685423,0.02180498,1.09396259,2.48883341,0.64288989
-5.21960980,3.51175269,0.88856283,0.00000000,0.00272999,1.15755633,0.02090092,1.07504158,2.53134205,0.64181427
-5.21360680,3.49249619,0.88193501,0.00000000,0.00277757,1.16455468,0.02005121,1.05378513,2.56504194,0.63917093
-5.20760380,3.46354973,0.87316888,0.00000000,0.00280762,1.16782287,0.01924343,1.03036820,2.58966594,0.63501139
-5.20160080,3.42525615,0.86238861,0.00000000,0.00281967,1.16739571,0.01846689,1.00501176,2.60510263,0.62940727
-5.19559780,3.37812825,0.84976389,0.00000000,0.00281370,1.16336722,0.01771311,0.97797572,2.61139551,0.62244775
-5.18959480,3.32283003,0.83550363,0.00000000,0.00279013,1.15588677,0.01697594,0.94954984,2.60873715,0.61423656
-5.18359180,3.26015240,0.81984825,0.00000000,0.00274981,1.14515333,0.01625172,0.92004314,2.59745825,0.60488839
-5.17758879,3.19098475,0.80306076,0.00000000,0.00269402,1.13140831,0.01553921,0.88977260,2.57801265,0.59452512
-5.17158579,3.11628394,0.78541743,0.00000000,0.00262438,1.11492728,0.01483942,0.85905190,2.55095891,0.58327186
-5.16558279,3.03704238,0.76719829,0.00000000,0.00254286,1.09601079,0.01415545,0.82818065,2.51693959,0.57125314
-5.15957979,2.95425673,0.74867816,0.00000000,0.00245169,1.07497496,0.01349211,0.79743497,2.47665919,0.55858934
-5.15357679,2.86889881,0.73011840,0.00000000,0.00235332,1.05214210,0.01285560,0.76705972,2.43086191,0.54539357
-5.14757379,2.78188979,0.71175991,0.00000000,0.00225031,1.02783176,0.01225308,0.73726285,2.38031009,0.53176910
-5.14157079,2.69407879,0.69381752,0.00000000,0.00214531,1.00235262,0.01169230,0.70821191,2.32576430,0.51780752
-5.13556778,2.60622646,0.67647571,0.00000000,0.00204100,0.97599557,0.01118114,0.68003294,2.26796575,0.50358764
-5.12956478,2.51899378,0.65988603,0.00000000,0.00193996,0.94902797,0.01072723,0.65281149,2.20762139,0.48917506
-5.12356178,2.43293622,0.64416582,0.00000000,0.00184471,0.92168950,0.01033760,0.62659561,2.14539217,0.47462258
-5.11755878,2.34850287,0.62939821,0.00000000,0.00175763,0.89418945,0.01001832,0.60140045,2.08188428,0.45997121
-5.11155578,2.26603996,0.61563328,0.00000000,0.00168091,0.86670545,0.00977421,0.57721406,2.01764355,0.44525173
-5.10555278,2.18579822,0.60288998,0.00000000,0.00161657,0.83938362,0.00960861,0.55400403,1.95315250,0.43048667
-5.09954977,2.10794305,0.59115881,0.00000000,0.00156646,0.81233987,0.00952320,0.53172442,1.88882976,0.41569258
-5.09354677,2.03256681,0.58040486,0.00000000,0.00153226,0.78566219,0.00951788,0.51032268,1.82503157,0.40088247
-5.08754377,1.95970236,0.57057114,0.00000000,0.00151549,0.75941375,0.00959073,0.48974618,1.76205469,0.38606814
-5.08154077,1.88933702,0.56158208,0.00000000,0.00151757,0.73363650,0.00973798,0.46994799,1.70014052,0.37126242
-5.07553777,1.82142643,0.55334710,0.00000000,0.00153988,0.70835518,0.00995413,0.45089189,1.63948000,0.35648120
-5.06953477,1.75590775,0.54576422,0.00000000,0.00158377,0.68358135,0.01023208,0.43255627,1.58021904,0.34174504
-5.06353177,1.69271179,0.53872369,0.00000000,0.00165063,0.65931759,0.01056332,0.41493705,1.52246419,0.32708046
-5.05752876,1.63177398,0.53211169,0.00000000,0.00174197,0.63556136,0.01093820,0.39804957,1.46628860,0.31252079
-5.05152576,1.57304398,0.52581416,0.00000000,0.00185944,0.61230872,0.01134625,0.38192955,1.41173805,0.29810663
-5.04552276,1.51649392,0.51972075,0.00000000,0.00200490,0.58955777,0.01177655,0.36663316,1.35883710,0.28388593
-5.03951976,1.46212529,0.51372885,0.00000000,0.00218040,0.56731161,0.01221811,0.35223648,1.30759537,0.26991372
-5.03351676,1.40997458,0.50774777,0.00000000,0.00238827,0.54558100,0.01266031,0.33883433,1.25801376,0.25625155
-5.02751376,1.36011771,0.50170301,0.00000000,0.00263104,0.52438655,0.01309335,0.32653863,1.21009082,0.24296677
-5.02151076,1.31267317,0.49554033,0.00000000,0.00291144,0.50376054,0.01350863,0.31547651,1.16382889,0.23013152
-5.01550775,1.26780400,0.48922976,0.00000000,0.00323232,0.48374816,0.01389921,0.30578798,1.11924003,0.21782174
-5.00950475,1.22571844,0.48276908,0.00000000,0.00359660,0.46440840,0.01426014,0.29762354,1.07635151,0.20611603
-5.00350175,1.18666924,0.47618689,0.00000000,0.00400709,0.44581437,0.01458881,0.29114135,1.03521052,0.19509448
-4.99749875,1.15095138,0.46954474,0.00000000,0.00446637,0.42805312,0.01488514,0.28650441,0.99588802,0.18483753
-4.99149575,1.11889836,0.46293848,0.00000000,0.00497663,0.41122490,0.01515174,0.28387726,0.95848139,0.17542481
-4.98549275,1.09087671,0.45649839,0.00000000,0.00553944,0.39544197,0.01539401,0.28342263,0.92311565,0.16693405
-4.97948974,1.06727889,0.45038827,0.00000000,0.00615558,0.38082684,0.01561999,0.28529766,0.88994322,0.15943990
-4.97348674,1.04851454,0.44480313,0.00000000,0.00682480,0.36750999,0.01584024,0.28964995,0.85914201,0.15301291
-4.96748374,1.03500027,0.43996583,0.00000000,0.00754566,0.35562726,0.01606752,0.29661339,0.83091200,0.14771843
-4.96148074,1.02714811,0.43612240,0.00000000,0.00831531,0.34531676,0.01631640,0.30630375,0.80547028,0.14361556
-4.95547774,1.02535303,0.43353651,0.00000000,0.00912935,0.33671560,0.01660271,0.31881430,0.78304489,0.14075607
-4.94947474,1.02997973,0.43248290,0.00000000,0.00998177,0.32995637,0.01694300,0.33421131,0.76386754,0.13918344
-4.94347174,1.04134927,0.43324025,0.00000000,0.01086483,0.32516356,0.01735382,0.35252986,0.74816572,0.13893179
-4.93746873,1.05972580,0.43608358,0.00000000,0.01176916,0.32245000,0.01785101,0.37376986,0.73615442,0.14002489
-4.93146573,1.08530382,0.44127634,0.00000000,0.01268379,0.32191334,0.01844901,0.39789248,0.72802776,0.14247521
-4.92546273,1.11819644,0.44906253,0.00000000,0.01359634,0.32363279,0.01916006,0.42481717,0.72395099,0.14628300
-4.91945973,1.15842488,0.45965891,0.00000000,0.01449325,0.32766597,0.01999354,0.45441945,0.72405296,0.15143536
-4.91345673,1.20590943,0.47324746,0.00000000,0.01536013,0.33404616,0.02095536,0.48652933,0.72841936,0.15790542
-4.90745373,1.26046221,0.48996835,0.00000000,0.01618208,0.34277965,0.02204739,0.52093075,0.73708682,0.16565157
-4.90145073,1.32178166,0.50991326,0.00000000,0.01694412,0.35384352,0.02326707,0.55736181,0.75003792,0.17461678
-4.89544772,1.38944897,0.53311941,0.00000000,0.01763168,0.36718361,0.02460713,0.59551601,0.76719716,0.18472796
-4.88944472,1.46292648,0.55956420,0.00000000,0.01823102,0.38271275,0.02605549,0.63504438,0.78842781,0.19589555
-4.88344172,1.54155794,0.58916059,0.00000000,0.01872972,0.40030934,0.02759535,0.67555857,0.81352958,0.20801315
-4.87743872,1.62457084,0.62175335,0.00000000,0.01911707,0.41981620,0.02920541,0.71663474,0.84223713,0.22095744
-4.87143572,1.71108066,0.65711628,0.00000000,0.01938449,0.44103977,0.03086033,0.75781837,0.87421936,0.23458830
-4.86543272,1.80009726,0.69495061,0.00000000,0.01952580,0.46374977,0.03253130,0.79862978,0.90907949,0.24874925
-4.85942971,1.89053344,0.73488470,0.00000000,0.01953746,0.48767949,0.03418683,0.83857042,0.94635608,0.26326824
-4.85342671,1.98121590,0.77647532,0.00000000,0.01941872,0.51252669,0.03579360,0.87712983,0.98552506,0.27795887
-4.84742371,2.07089866,0.81921081,0.00000000,0.01917162,0.53795542,0.03731743,0.91379316,1.02600311,0.29262209
-4.84142071,2.15827907,0.86251610,0.00000000,0.01880092,0.56359884,0.03872437,0.94804934,1.06715240,0.30704844
-4.83541771,2.24201669,0.90576009,0.00000000,0.01831395,0.58906316,0.03998169,0.97939960,1.10828720,0.32102079
-4.82941471,2.32075471,0.94826519,0.00000000,0.01772031,0.61393287,0.04105896,1.00736634,1.14868234,0.33431768
-4.82341171,2.39314409,0.98931929,0.00000000,0.01703159,0.63777720,0.04192904,1.03150235,1.18758380,0.34671717
-4.81740870,2.45786995,1.02818992,0.00000000,0.01626089,0.66015797,0.04256888,1.05139987,1.22422141,0.35800113
-4.81140570,2.51367974,1.06414041,0.00000000,0.01542247,0.68063844,0.04296033,1.06669963,1.25782363,0.36795999
-4.80540270,2.55941256,1.09644766,0.00000000,0.01453124,0.69879331,0.04309064,1.07709947,1.28763415,0.37639765
-4.79939970,2.59402875,1.12442109,0.00000000,0.01360232,0.71421934,0.04295287,1.08236220,1.31292985,0.38313647
-4.79339670,2.61663876,1.14742197,0.00000000,0.01265059,0.72654624,0.04254604,1.08232260,1.33303973,0.38802226
-4.78739370,2.62653004,1.16488261,0.00000000,0.01169033,0.73544764,0.04187508,1.07689314,1.34736392,0.39092886
-4.78139070,2.62319095,1.17632445,0.00000000,0.01073484,0.74065131,0.04095063,1.06606807,1.35539214,0.39176226
-4.77538769,2.60633033,1.18137424,0.00000000,0.00979617,0.74194849,0.03978853,1.04992583,1.35672069,0.39046400
-4.76938469,2.57589176,1.17977769,0.00000000,0.00888490,0.73920160,0.03840930,1.02862937,1.35106707,0.38701366
-4.76338169,2.53206152,1.17140971,0.00000000,0.00801001,0.73235004,0.03683736,1.00242432,1.33828154,0.38143029
-4.75737869,2.47526967,1.15628082,0.00000000,0.00717877,0.72141372,0.03510025,0.97163497,1.31835480,0.37377275
-4.75137569,2.40618378,1.13453915,0.00000000,0.00639680,0.70649396,0.03322765,0.93665806,1.29142139,0.36413875
-4.74537269,2.32569535,1.10646814,0.00000000,0.00566805,0.68777186,0.03125057,0.89795450,1.25775834,0.35266276
-4.73936968,2.23489918,1.07247966,0.00000000,0.00499495,0.66550383,0.02920036,0.85603929,1.21777911,0.33951267
-4.73336668,2.13506646,1.03310299,0.00000000,0.00437852,0.64001479,0.02710788,0.81146994,1.17202291,0.32488556
-4.72736368,2.02761252,0.98897008,0.00000000,0.00381854,0.61168896,0.02500277,0.76483378,1.12113983,0.30900245
-4.72136068,1.91406045,0.94079771,0.00000000,0.00331378,0.58095888,0.02291269,0.71673458,1.06587232,0.29210249
-4.71535768,1.79600223,0.88936739,0.00000000,0.00286211,0.54829306,0.02086285,0.66777909,1.00703392,0.27443673
-4.70935468,1.67505868,0.83550380,0.00000000,0.00246077,0.51418270,0.01887552,0.61856381,0.94548612,0.25626168
-4.70335168,1.55284011,0.78005283,0.00000000,0.00210651,0.47912821,0.01696979,0.56966263,0.88211435,0.23783299
-4.69734867,1.43090892,0.72385992,0.00000000,0.00179575,0.44362600,0.01516141,0.52161563,0.81780414,0.21939951
-4.69134567,1.31074571,0.66774979,0.00000000,0.00152476,0.40815603,0.01346271,0.47491950,0.75341835,0.20119782
-4.68534267,1.19371986,0.61250813,0.00000000,0.00128975,0.37317068,0.01188274,0.43001979,0.68977653,0.18344756
-4.67933967,1.08106565,0.55886578,0.00000000,0.00108701,0.33908520,0.01042744,0.38730515,0.62763686,0.16634758
-4.67333667,0.97386418,0.50748603,0.00000000,0.00091296,0.30627013,0.00909983,0.34710372,0.56768144,0.15007304
-4.66733367,0.87303152,0.45895500,0.00000000,0.00076420,0.27504569,0.00790042,0.30968150,0.51050516,0.13477355
-4.66133067,0.77931289,0.41377531,0.00000000,0.00063762,0.24567832,0.00682744,0.27524271,0.45660835,0.12057210
-4.65532766,0.69328252,0.37236285,0.00000000,0.00053032,0.21837919,0.00587732,0.24393185,0.40639309,0.10756508
-4.64932466,0.61534849,0.33504627,0.00000000,0.00043971,0.19330465,0.00504496,0.21583726,0.36016298,0.09582290
-4.64332166,0.54576187,0.30206909,0.00000000,0.00036348,0.17055822,0.00432414,0.19099579,0.31812604,0.08539140
