energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.07229581,0.00580293,0.27447235,0.88705875,0.00000000,0.69918652,0.30300639,1.13740925,0.07201725
-5.99399700,2.02703661,0.00594363,0.26294361,0.87488531,0.00000000,0.67419233,0.29519417,1.12409386,0.07031745
-5.98799400,1.97495001,0.00609925,0.25142900,0.85867877,0.00000000,0.64774358,0.28677849,1.10496718,0.06836218
-5.98199100,1.91674492,0.00627312,0.23992443,0.83883314,0.00000000,0.62012177,0.27775382,1.08048063,0.06619213
-5.97598799,1.85330659,0.00646839,0.22845087,0.81582160,0.00000000,0.59164572,0.26814859,1.05119909,0.06385206
-5.96998499,1.78567059,0.00668783,0.21705322,0.79018319,0.00000000,0.56266419,0.25802358,1.01778353,0.06138970
-5.96398199,1.71499157,0.00693368,0.20579813,0.76250730,0.00000000,0.53354731,0.24746897,0.98097051,0.05885449
-5.95797899,1.64250810,0.00720747,0.19477125,0.73341657,0.00000000,0.50467751,0.23660053,0.94154915,0.05629629
-5.95197599,1.56950526,0.00750985,0.18407382,0.70354894,0.00000000,0.47644007,0.22555492,0.90033685,0.05376403
-5.94597299,1.49727656,0.00784050,0.17381908,0.67353935,0.00000000,0.44921383,0.21448456,0.85815436,0.05130446
-5.93996998,1.42708661,0.00819798,0.16412861,0.64400206,0.00000000,0.42336229,0.20355225,0.81580146,0.04896094
-5.93396698,1.36013627,0.00857969,0.15512863,0.61551392,0.00000000,0.39922548,0.19292572,0.77403409,0.04677232
-5.92796398,1.29753139,0.00898183,0.14694675,0.58859953,0.00000000,0.37711293,0.18277257,0.73354382,0.04477201
-5.92196098,1.24025632,0.00939944,0.13970891,0.56371855,0.00000000,0.35729782,0.17325556,0.69494032,0.04298723
-5.91595798,1.18915290,0.00982648,0.13353687,0.54125568,0.00000000,0.34001264,0.16452847,0.65873756,0.04143848
-5.90995498,1.14490559,0.01025594,0.12854611,0.52151354,0.00000000,0.32544634,0.15673279,0.62534399,0.04013918
-5.90395198,1.10803277,0.01068000,0.12484428,0.50470865,0.00000000,0.31374303,0.14999503,0.59505701,0.03909561
-5.89794897,1.07888422,0.01109027,0.12252997,0.49097040,0.00000000,0.30500215,0.14442486,0.56806171,0.03830698
-5.89194597,1.05764443,0.01147801,0.12169191,0.48034311,0.00000000,0.29928011,0.14011400,0.54443376,0.03776586
-5.88594297,1.04434109,0.01183441,0.12240844,0.47279066,0.00000000,0.29659314,0.13713570,0.52414612,0.03745864
-5.87993997,1.03885803,0.01215085,0.12474717,0.46820366,0.00000000,0.29692113,0.13554483,0.50707905,0.03736626
-5.87393697,1.04095177,0.01241919,0.12876470,0.46640854,0.00000000,0.30021243,0.13537838,0.49303298,0.03746506
-5.86793397,1.05027062,0.01263207,0.13450639,0.46717826,0.00000000,0.30638907,0.13665628,0.48174350,0.03772774
-5.86193097,1.06637549,0.01278310,0.14200607,0.47024407,0.00000000,0.31535243,0.13938244,0.47289777,0.03812434
-5.85592796,1.08876136,0.01286711,0.15128566,0.47530793,0.00000000,0.32698892,0.14354588,0.46615168,0.03862331
-5.84992496,1.11687863,0.01288035,0.16235469,0.48205496,0.00000000,0.34117555,0.14912187,0.46114710,0.03919256
-5.84392196,1.15015367,0.01282053,0.17520973,0.49016576,0.00000000,0.35778511,0.15607308,0.45752849,0.03980043
-5.83791896,1.18800775,0.01268701,0.18983378,0.49932787,0.00000000,0.37669087,0.16435053,0.45495830,0.04041666
-5.83191596,1.22987412,0.01248071,0.20619564,0.50924632,0.00000000,0.39777058,0.17389463,0.45313077,0.04101317
-5.82591296,1.27521274,0.01220414,0.22424943,0.51965281,0.00000000,0.42090973,0.18463602,0.45178355,0.04156484
