energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81990995,5.81130024,0.16901345,0.00845000,0.00291739,4.54247762,5.48492741,2.17656250
-5.81390695,5.91680506,0.17597202,0.00898553,0.00311592,4.61166554,5.55635910,2.18190509
-5.80790395,6.00480022,0.18262194,0.00951729,0.00331046,4.66643619,5.61146748,2.17918594
-5.80190095,6.07395290,0.18885775,0.01003840,0.00349814,4.70595805,5.64943395,2.16835618
-5.79589795,6.12309474,0.19457911,0.01054169,0.00367604,4.72954545,5.66958243,2.14945442
-5.78989495,6.15125351,0.19969291,0.01101982,0.00384119,4.73667817,5.67140018,2.12261006
-5.78389195,6.15768228,0.20411532,0.01146549,0.00399070,4.72701837,5.65455655,2.08804501
-5.77788894,6.14188453,0.20777353,0.01187158,0.00412184,4.70042403,5.61891857,2.04607360
-5.77188594,6.10363439,0.21060719,0.01223133,0.00423208,4.65695816,5.56456263,1.99710038
-5.76588294,6.04299090,0.21256953,0.01253855,0.00431918,4.59689353,5.49178165,1.94161557
-5.75987994,5.96030571,0.21362815,0.01278772,0.00438130,4.52071233,5.40108713,1.88018841
-5.75387694,5.85622384,0.21376554,0.01297423,0.00441701,4.42910095,5.29320600,1.81345819
-5.74787394,5.73167727,0.21297913,0.01309444,0.00442540,4.32293984,5.16907225,1.74212349
-5.74187094,5.58787155,0.21128119,0.01314586,0.00440606,4.20328893,5.02981359,1.66692970
-5.73586793,5.42626579,0.20869825,0.01312716,0.00435913,4.07136892,4.87673352,1.58865537
-5.72986493,5.24854667,0.20527039,0.01303828,0.00428532,3.92853917,4.71128953,1.50809778
-5.72386193,5.05659722,0.20105012,0.01288041,0.00418584,3.77627286,4.53506796,1.42605831
-5.71785893,4.85246131,0.19610118,0.01265597,0.00406245,3.61613012,4.34975648,1.34332792
-5.71185593,4.63830492,0.19049701,0.01236852,0.00391731,3.44972999,4.15711485,1.26067337
-5.70585293,4.41637529,0.18431914,0.01202273,0.00375301,3.27872190,3.95894491,1.17882455
-5.69984992,4.18895897,0.17765536,0.01162420,0.00357242,3.10475736,3.75706040,1.09846309
-5.69384692,3.95834004,0.17059795,0.01117930,0.00337864,2.92946254,3.55325741,1.02021276
-5.68784392,3.72675931,0.16324165,0.01069505,0.00317491,2.75441240,3.34928607,0.94463158
-5.68184092,3.49637569,0.15568183,0.01017889,0.00296452,2.58110665,3.14682396,0.87220591
-5.67583792,3.26923043,0.14801251,0.00963848,0.00275068,2.41094819,2.94745180,0.80334637
-5.66983492,3.04721513,0.14032459,0.00908156,0.00253651,2.24522429,2.75263172,0.73838563
-5.66383192,2.83204401,0.13270409,0.00851569,0.00232489,2.08509070,2.56368846,0.67757788
-5.65782891,2.62523114,0.12523062,0.00794814,0.00211844,1.93155901,2.38179374,0.62109988
-5.65182591,2.42807280,0.11797595,0.00738570,0.00191947,1.78548738,2.20795405,0.56905336
-5.64582291,2.24163549,0.11100291,0.00683457,0.00172993,1.64757463,2.04300194,0.52146862
-5.63981991,2.06674939,0.10436442,0.00630022,0.00155139,1.51835787,1.88759093,0.47830919
-5.63381691,1.90400755,0.09810291,0.00578736,0.00138503,1.39821343,1.74219416,0.43947720
-5.62781391,1.75377042,0.09224989,0.00529985,0.00123167,1.28736117,1.60710662,0.40481958
-5.62181091,1.61617558,0.08682595,0.00484070,0.00109175,1.18587185,1.48245098,0.37413468
-5.61580790,1.49115220,0.08184095,0.00441209,0.00096539,1.09367746,1.36818686,0.34717936
-5.60980490,1.37843969,0.07729454,0.00401536,0.00085239,1.01058403,1.26412325,0.32367638
-5.60380190,1.27760993,0.07317695,0.00365113,0.00075234,0.93628669,1.16993376,0.30332196
-5.59779890,1.18809236,0.06946994,0.00331928,0.00066456,0.87038643,1.08517432,0.28579348
-5.59179590,1.10920102,0.06614808,0.00301913,0.00058824,0.81240810,1.00930284,0.27075704
-5.58579290,1.04016283,0.06318001,0.00274947,0.00052244,0.76181910,0.94170021,0.25787508
-5.57978989,0.98014611,0.06052998,0.00250869,0.00046615,0.71804814,0.88169201,0.24681353
-5.57378689,0.92828851,0.05815929,0.00229488,0.00041830,0.68050353,0.82857042,0.23724874
-5.56778389,0.88372351,0.05602783,0.00210591,0.00037784,0.64859044,0.78161542,0.22887384
-5.56178089,0.84560467,0.05409549,0.00193954,0.00034375,0.62172649,0.74011480,0.22140436
-5.55577789,0.81312700,0.05232351,0.00179352,0.00031505,0.59935536,0.70338242,0.21458325
-5.54977489,0.78554489,0.05067564,0.00166563,0.00029085,0.58095792,0.67077391,0.20818480
-5.54377189,0.76218617,0.04911912,0.00155379,0.00027035,0.56606060,0.64169975,0.20201779
-5.53776888,0.74246215,0.04762545,0.00145607,0.00025285,0.55424101,0.61563514,0.19592742
-5.53176588,0.72587352,0.04617095,0.00137077,0.00023777,0.54513050,0.59212665,0.18979628
-5.52576288,0.71201231,0.04473702,0.00129642,0.00022464,0.53841412,0.57079553,0.18354419
-5.51975988,0.70056015,0.04331021,0.00123182,0.00021308,0.53382793,0.55133793,0.17712712
-5.51375688,0.69128339,0.04188215,0.00117603,0.00020285,0.53115414,0.53352214,0.17053509
-5.50775388,0.68402553,0.04044918,0.00112837,0.00019380,0.53021462,0.51718339,0.16378935
-5.50175088,0.67869780,0.03901190,0.00108843,0.00018587,0.53086305,0.50221656,0.15693885
-5.49574787,0.67526836,0.03757467,0.00105601,0.00017909,0.53297662,0.48856742,0.15005631
-5.48974487,0.67375115,0.03614495,0.00103115,0.00017359,0.53644746,0.47622301,0.14323391
-5.48374187,0.67419475,0.03473269,0.00101409,0.00016956,0.54117468,0.46520162,0.13657893
-5.47773887,0.67667208,0.03334975,0.00100522,0.00016724,0.54705732,0.45554304,0.13020939
-5.47173587,0.68127128,0.03200934,0.00100507,0.00016696,0.55398857,0.44729951,0.12424988
-5.46573287,0.68808807,0.03072551,0.00101432,0.00016905,0.56185174,0.44052773,0.11882774
-5.45972986,0.69722000,0.02951285,0.00103368,0.00017393,0.57051798,0.43528226,0.11406962
-5.45372686,0.70876219,0.02838613,0.00106398,0.00018202,0.57984583,0.43161051,0.11009844
-5.44772386,0.72280482,0.02736014,0.00110604,0.00019377,0.58968258,0.42954919,0.10703082
-5.44172086,0.73943175,0.02644956,0.00116072,0.00020964,0.59986719,0.42912239,0.10497499
-5.43571786,0.75872013,0.02566890,0.00122884,0.00023010,0.61023449,0.43034095,0.10402897
-5.42971486,0.78074026,0.02503244,0.00131118,0.00025562,0.62062029,0.43320285,0.10427914
-5.42371186,0.80555548,0.02455420,0.00140845,0.00028662,0.63086690,0.43769448,0.10579900
-5.41770885,0.83322133,0.02424787,0.00152126,0.00032352,0.64082881,0.44379218,0.10864799
-5.41170585,0.86378370,0.02412666,0.00165008,0.00036668,0.65037787,0.45146393,0.11287048
-5.40570285,0.89727567,0.02420309,0.00179519,0.00041639,0.65940770,0.46067081,0.11849459
-5.39969985,0.93371267,0.02448871,0.00195669,0.00047287,0.66783697,0.47136782,0.12553109
-5.39369685,0.97308616,0.02499373,0.00213442,0.00053623,0.67561131,0.48350408,0.13397215
-5.38769385,1.01535578,0.02572650,0.00232796,0.00060647,0.68270369,0.49702216,0.14379006
-5.38169085,1.06044044,0.02669299,0.00253657,0.00068347,0.68911325,0.51185660,0.15493597
-5.37568784,1.10820880,0.02789625,0.00275917,0.00076696,0.69486260,0.52793166,0.16733879
-5.36968484,1.15846977,0.02933574,0.00299435,0.00085650,0.69999393,0.54515857,0.18090421
-5.36368184,1.21096385,0.03100688,0.00324029,0.00095151,0.70456395,0.56343253,0.19551422
-5.35767884,1.26535611,0.03290049,0.00349485,0.00105122,0.70863838,0.58262971,0.21102708
-5.35167584,1.32123153,0.03500247,0.00375549,0.00115472,0.71228598,0.60260477,0.22727791
-5.34567284,1.37809369,0.03729365,0.00401936,0.00126092,0.71557295,0.62318923,0.24408021
-5.33966983,1.43536717,0.03974976,0.00428330,0.00136859,0.71855780,0.64419087,0.26122809
-5.33366683,1.49240442,0.04234166,0.00454392,0.00147640,0.72128735,0.66539481,0.27849958
-5.32766383,1.54849698,0.04503587,0.00479767,0.00158290,0.72379395,0.68656610,0.29566081
-5.32166083,1.60289133,0.04779526,0.00504090,0.00168660,0.72609424,0.70745412,0.31247110
-5.31565783,1.65480875,0.05057995,0.00526996,0.00178596,0.72818961,0.72779875,0.32868881
-5.30965483,1.70346874,0.05334850,0.00548132,0.00187947,0.73006819,0.74733793,0.34407776
-5.30365183,1.74811493,0.05605913,0.00567166,0.00196569,0.73170833,0.76581661,0.35841404
-5.29764882,1.78804230,0.05867112,0.00583799,0.00204327,0.73308320,0.78299626,0.37149279
-5.29164582,1.82262446,0.06114616,0.00597771,0.00211101,0.73416627,0.79866468,0.38313480
-5.28564282,1.85133942,0.06344965,0.00608875,0.00216790,0.73493691,0.81264542,0.39319246
-5.27963982,1.87379235,0.06555197,0.00616964,0.00221314,0.73538594,0.82480600,0.40155486
-5.27363682,1.88973398,0.06742940,0.00621951,0.00224619,0.73552033,0.83506457,0.40815161
-5.26763382,1.89907342,0.06906488,0.00623822,0.00226674,0.73536668,0.84339419,0.41295520
-5.26163082,1.90188439,0.07044848,0.00622628,0.00227480,0.73497302,0.84982454,0.41598176
-5.25562781,1.89840423,0.07157741,0.00618491,0.00227060,0.73440866,0.85444049,0.41729005
-5.24962481,1.88902564,0.07245583,0.00611595,0.00225466,0.73376193,0.85737774,0.41697866
-5.24362181,1.87428109,0.07309419,0.00602184,0.00222771,0.73313573,0.85881535,0.41518162
-5.23761881,1.85482083,0.07350837,0.00590550,0.00219070,0.73264117,0.85896563,0.41206249
-5.23161581,1.83138540,0.07371843,0.00577023,0.00214475,0.73238962,0.85806184,0.40780724
-5.22561281,1.80477400,0.07374730,0.00561964,0.00209109,0.73248355,0.85634441,0.40261635
-5.21960980,1.77581045,0.07361927,0.00545748,0.00203103,0.73300697,0.85404642,0.39669632
-5.21360680,1.74530860,0.07335849,0.00528750,0.00196590,0.73401591,0.85137921,0.39025132
-5.20760380,1.71403879,0.07298751,0.00511341,0.00189703,0.73552987,0.84851915,0.38347509
-5.20160080,1.68269746,0.07252598,0.00493866,0.00182566,0.73752469,0.84559615,0.37654371
-5.19559780,1.65188117,0.07198961,0.00476643,0.00175295,0.73992769,0.84268502,0.36960955
-5.18959480,1.62206663,0.07138936,0.00459949,0.00167992,0.74261534,0.83979987,0.36279661
-5.18359180,1.59359733,0.07073102,0.00444016,0.00160743,0.74541389,0.83689227,0.35619752
-5.17758879,1.56667760,0.07001512,0.00429027,0.00153619,0.74810306,0.83385314,0.34987224
-5.17158579,1.54137394,0.06923716,0.00415113,0.00146670,0.75042271,0.83051839,0.34384855
-5.16558279,1.51762330,0.06838825,0.00402355,0.00139933,0.75208229,0.82667794,0.33812410
-5.15957979,1.49524769,0.06745596,0.00390783,0.00133425,0.75277243,0.82208764,0.33266989
-5.15357679,1.47397380,0.06642546,0.00380384,0.00127153,0.75217833,0.81648340,0.32743496
-5.14757379,1.45345652,0.06528079,0.00371107,0.00121108,0.74999406,0.80959671,0.32235184
-5.14157079,1.43330480,0.06400618,0.00362864,0.00115275,0.74593703,0.80117061,0.31734257
-5.13556778,1.41310831,0.06258743,0.00355546,0.00109631,0.73976192,0.79097533,0.31232479
-5.12956478,1.39246352,0.06101312,0.00349022,0.00104150,0.73127336,0.77882266,0.30721768
-5.12356178,1.37099791,0.05927579,0.00343153,0.00098806,0.72033651,0.76457833,0.30194736
-5.11755878,1.34839111,0.05737278,0.00337795,0.00093573,0.70688539,0.74817189,0.29645156
-5.11155578,1.32439241,0.05530689,0.00332806,0.00088430,0.69092827,0.72960365,0.29068335
-5.10555278,1.29883390,0.05308682,0.00328054,0.00083362,0.67255015,0.70894838,0.28461391
-5.09954977,1.27163917,0.05072720,0.00323418,0.00078359,0.65191230,0.68635601,0.27823413
-5.09354677,1.24282777,0.04824850,0.00318797,0.00073417,0.62924892,0.66204924,0.27155533
-5.08754377,1.21251558,0.04567662,0.00314107,0.00068541,0.60486140,0.63631868,0.26460899
-5.08154077,1.18091179,0.04304231,0.00309288,0.00063742,0.57911047,0.60951583,0.25744571
-5.07553777,1.14831320,0.04038050,0.00304303,0.00059036,0.55240674,0.58204453,0.25013363
-5.06953477,1.11509641,0.03772944,0.00299140,0.00054446,0.52520035,0.55435151,0.24275644
-5.06353177,1.08170891,0.03512992,0.00293810,0.00049996,0.49796995,0.52691664,0.23541118
-5.05752876,1.04865945,0.03262443,0.00288349,0.00045714,0.47121181,0.50024336,0.22820600
-5.05152576,1.01650860,0.03025641,0.00282816,0.00041629,0.44542935,0.47484984,0.22125809
-5.04552276,0.98585967,0.02806958,0.00277289,0.00037772,0.42112335,0.45126114,0.21469179
-5.03951976,0.95735035,0.02610740,0.00271871,0.00034170,0.39878337,0.43000265,0.20863697
-5.03351676,0.93164521,0.02441262,0.00266678,0.00030851,0.37888007,0.41159471,0.20322778
-5.02751376,0.90942898,0.02302695,0.00261846,0.00027838,0.36185899,0.39654858,0.19860160
-5.02151076,0.89140036,0.02199084,0.00257522,0.00025153,0.34813525,0.38536329,0.19489830
-5.01550775,0.87826615,0.02134331,0.00253866,0.00022815,0.33808936,0.37852329,0.19225956
-5.00950475,0.87073529,0.02112179,0.00251044,0.00020837,0.33206389,0.37649634,0.19082822
-5.00350175,0.86951244,0.02136197,0.00249228,0.00019232,0.33036071,0.37973138,0.19074755
-4.99749875,0.87529069,0.02209756,0.00248589,0.00018007,0.33323870,0.38865585,0.19216029
-4.99149575,0.88874316,0.02336002,0.00249296,0.00017167,0.34091166,0.40367206,0.19520738
-4.98549275,0.91051314,0.02517808,0.00251510,0.00016714,0.35354639,0.42515244,0.20002623
-4.97948974,0.94120278,0.02757719,0.00255381,0.00016644,0.37126065,0.45343323,0.20674864
-4.97348674,0.98136016,0.03057872,0.00261042,0.00016954,0.39412115,0.48880664,0.21549810
-4.96748374,1.03146506,0.03419906,0.00268606,0.00017636,0.42214134,0.53151144,0.22638672
-4.96148074,1.09191353,0.03844859,0.00278163,0.00018677,0.45527938,0.58172217,0.23951172
-4.95547774,1.16300172,0.04333048,0.00289770,0.00020063,0.49343606,0.63953724,0.25495160
-4.94947474,1.24490953,0.04883945,0.00303456,0.00021775,0.53645311,0.70496643,0.27276209
-4.94347174,1.33768460,0.05496059,0.00319213,0.00023790,0.58411189,0.77791822,0.29297207
-4.93746873,1.44122726,0.06166813,0.00336994,0.00026083,0.63613274,0.85818777,0.31557965
-4.93146573,1.55527738,0.06892449,0.00356712,0.00028621,0.69217525,0.94544614,0.34054849
-4.92546273,1.67940345,0.07667945,0.00378241,0.00031369,0.75183946,1.03923154,0.36780467
-4.91945973,1.81299498,0.08486971,0.00401413,0.00034288,0.81466830,1.13894337,0.39723422
-4.91345673,1.95525846,0.09341877,0.00426019,0.00037334,0.88015126,1.24383965,0.42868153
-4.90745373,2.10521767,0.10223728,0.00451812,0.00040459,0.94772942,1.35303854,0.46194868
-4.90145073,2.26171854,0.11122388,0.00478511,0.00043612,1.01680176,1.46552421,0.49679597
-4.89544772,2.42343886,0.12026649,0.00505801,0.00046740,1.08673275,1.58015745,0.53294348
-4.88944472,2.58890290,0.12924419,0.00533342,0.00049788,1.15686096,1.69569100,0.57007397
-4.88344172,2.75650062,0.13802948,0.00560773,0.00052702,1.22650860,1.81078948,0.60783682
-4.87743872,2.92451140,0.14649103,0.00587717,0.00055427,1.29499167,1.92405337,0.64585311
-4.87143572,3.09113138,0.15449671,0.00613793,0.00057911,1.36163039,2.03404658,0.68372162
-4.86543272,3.25450406,0.16191689,0.00638617,0.00060105,1.42575967,2.13932665,0.72102568
-4.85942971,3.41275296,0.16862784,0.00661816,0.00061967,1.48673921,2.23847660,0.75734051
-4.85342671,3.56401555,0.17451516,0.00683031,0.00063458,1.54396291,2.33013733,0.79224101
-4.84742371,3.70647740,0.17947694,0.00701931,0.00064548,1.59686735,2.41303927,0.82530962
-4.84142071,3.83840542,0.18342677,0.00718211,0.00065214,1.64493901,2.48603225,0.85614402
-4.83541771,3.95817927,0.18629621,0.00731610,0.00065443,1.68772018,2.54811228,0.88436449
-4.82941471,4.06431993,0.18803685,0.00741907,0.00065230,1.72481328,2.59844428,0.90962070
-4.82341171,4.15551481,0.18862160,0.00748930,0.00064579,1.75588376,2.63637999,0.93159772
-4.81740870,4.23063872,0.18804547,0.00752561,0.00063504,1.78066150,2.66147033,0.95002112
-4.81140570,4.28877026,0.18632548,0.00752733,0.00062025,1.79894098,2.67347191,0.96466115
-4.80540270,4.32920361,0.18350004,0.00749437,0.00060174,1.81058032,2.67234768,0.97533575
-4.79939970,4.35145560,0.17962745,0.00742714,0.00057984,1.81549952,2.65826173,0.98191270
-4.79339670,4.35526833,0.17478402,0.00732659,0.00055499,1.81367810,2.63156883,0.98431062
-4.78739370,4.34060768,0.16906148,0.00719416,0.00052764,1.80515258,2.59279938,0.98249913
-4.78139070,4.30765815,0.16256414,0.00703170,0.00049826,1.79001382,2.54264041,0.97649818
-4.77538769,4.25681458,0.15540570,0.00684145,0.00046737,1.76840459,2.48191379,0.96637663
-4.76938469,4.18867115,0.14770594,0.00662600,0.00043545,1.74051748,2.41155250,0.95225018
-4.76338169,4.10400838,0.13958743,0.00638815,0.00040300,1.70659310,2.33257603,0.93427882
-4.75737869,4.00377827,0.13117230,0.00613094,0.00037046,1.66691861,2.24606575,0.91266385
-4.75137569,3.88908811,0.12257934,0.00585749,0.00033828,1.62182653,2.15314111,0.88764442
-4.74537269,3.76118312,0.11392133,0.00557102,0.00030683,1.57169342,2.05493741,0.85949388
-4.73936968,3.62142816,0.10530285,0.00527470,0.00027644,1.51693848,1.95258551,0.82851566
-4.73336668,3.47128839,0.09681852,0.00497168,0.00024739,1.45802154,1.84719396,0.79503896
-4.72736368,3.31230917,0.08855166,0.00466498,0.00021992,1.39544035,1.73983361,0.75941410
-4.72136068,3.14609509,0.08057352,0.00435749,0.00019420,1.32972695,1.63152482,0.72200761
-4.71535768,2.97428819,0.07294290,0.00405190,0.00017034,1.26144277,1.52322717,0.68319702
-4.70935468,2.79854555,0.06570619,0.00375069,0.00014841,1.19117265,1.41583143,0.64336551
-4.70335168,2.62051646,0.05889779,0.00345611,0.00012844,1.11951748,1.31015362,0.60289626
-4.69734867,2.44181937,0.05254084,0.00317015,0.00011042,1.04708586,1.20693083,0.56216688
-4.69134567,2.26401914,0.04664815,0.00289457,0.00009429,0.97448476,1.10681867,0.52154376
-4.68534267,2.08860504,0.04122337,0.00263084,0.00007998,0.90230958,1.01038994,0.48137665
-4.67933967,1.91696999,0.03626214,0.00238021,0.00006739,0.83113396,0.91813442,0.44199348
-4.67333667,1.75039171,0.03175340,0.00214364,0.00005640,0.76149975,0.83045968,0.40369570
-4.66733367,1.59001625,0.02768066,0.00192187,0.00004688,0.69390748,0.74769261,0.36675417
-4.66133067,1.43684457,0.02402315,0.00171542,0.00003872,0.62880782,0.67008176,0.33140581
-4.65532766,1.29172237,0.02075698,0.00152458,0.00003176,0.56659442,0.59780038,0.29785108
-4.64932466,1.15533367,0.01785614,0.00134943,0.00002587,0.50759829,0.53095011,0.26625236
-4.64332166,1.02819823,0.01529338,0.00118990,0.00002094,0.45208404,0.46956523,0.23673327
-4.63731866,0.91067275,0.01304096,0.00104574,0.00001683,0.40024812,0.41361759,0.20937897
-4.63131566,0.80295574,0.01107130,0.00091655,0.00001344,0.35221895,0.36302194,0.18423730
-4.62531266,0.70509572,0.00935744,0.00080182,0.00001066,0.30805898,0.31764174,0.16132087
-4.61930965,0.61700233,0.00787350,0.00070093,0.00000840,0.26776849,0.27729529,0.14060967
-4.61330665,0.53845968,0.00659489,0.00061317,0.00000657,0.23129079,0.24176205,0.12205446
-4.60730365,0.46914153,0.00549856,0.00053776,0.00000511,0.19851874,0.21078903,0.10558041
-4.60130065,0.40862751,0.00456310,0.00047387,0.00000394,0.16930195,0.18409711,0.09109117
-4.59529765,0.35641981,0.00376884,0.00042063,0.00000302,0.14345465,0.16138713,0.07847288
-4.58929465,0.31195975,0.00309779,0.00037714,0.00000230,0.12076368,0.14234576,0.06759831
-4.58329165,0.27464381,0.00253368,0.00034251,0.00000174,0.10099633,0.12665081,0.05833075
-4.57728864,0.24383866,0.00206190,0.00031581,0.00000131,0.08390785,0.11397622,0.05052766
-4.57128564,0.21889480,0.00166938,0.00029615,0.00000098,0.06924828,0.10399637,0.04404396
-4.56528264,0.19915885,0.00134452,0.00028264,0.00000072,0.05676858,0.09638998,0.03873497
-4.55927964,0.18398422,0.00107712,0.00027442,0.00000053,0.04622576,0.09084342,0.03445890
-4.55327664,0.17274015,0.00085821,0.00027063,0.00000039,0.03738720,0.08705357,0.03107888
-4.54727364,0.16481937,0.00068001,0.00027049,0.00000028,0.03003389,0.08473019,0.02846467
-4.54127064,0.15964426,0.00053578,0.00027321,0.00000020,0.02396281,0.08359803,0.02649388
-4.53526763,0.15667190,0.00041973,0.00027807,0.00000015,0.01898849,0.08339848,0.02505290
-4.52926463,0.15539798,0.00032690,0.00028439,0.00000010,0.01494375,0.08389111,0.02403754
-4.52326163,0.15535981,0.00025310,0.00029153,0.00000007,0.01167981,0.08485485,0.02335339
-4.51725863,0.15613858,0.00019479,0.00029892,0.00000005,0.00906589,0.08608912,0.02291596
-4.51125563,0.15736096,0.00014900,0.00030603,0.00000004,0.00698837,0.08741465,0.02265070
-4.50525263,0.15870003,0.00011328,0.00031242,0.00000002,0.00534964,0.08867424,0.02249280
-4.49924962,0.15987575,0.00008560,0.00031769,0.00000002,0.00406677,0.08973322,0.02238698
-4.49324662,0.16065484,0.00006429,0.00032151,0.00000001,0.00307006,0.09047971,0.02228710
-4.48724362,0.16085006,0.00004801,0.00032363,0.00000001,0.00230148,0.09082466,0.02215575
-4.48124062,0.16031903,0.00003566,0.00032386,0.00000001,0.00171329,0.09070149,0.02196375
-4.47523762,0.15896242,0.00002638,0.00032209,0.00000000,0.00126651,0.09006548,0.02168958
-4.46923462,0.15672148,0.00001949,0.00031827,0.00000000,0.00092969,0.08889278,0.02131879
-4.46323162,0.15357512,0.00001446,0.00031241,0.00000000,0.00067767,0.08717904,0.02084332
-4.45722861,0.14953633,0.00001089,0.00030457,0.00000000,0.00049051,0.08493773,0.02026082
-4.45122561,0.14464819,0.00000849,0.00029489,0.00000000,0.00035255,0.08219812,0.01957388
-4.44522261,0.13897942,0.00000708,0.00028353,0.00000000,0.00025163,0.07900301,0.01878927
-4.43921961,0.13261970,0.00000656,0.00027069,0.00000001,0.00017835,0.07540627,0.01791717
-4.43321661,0.12567474,0.00000691,0.00025661,0.00000001,0.00012555,0.07147022,0.01697040
-4.42721361,0.11826145,0.00000822,0.00024153,0.00000001,0.00008780,0.06726297,0.01596365
-4.42121061,0.11050313,0.00001068,0.00022573,0.00000002,0.00006102,0.06285586,0.01491275
-4.41520760,0.10252497,0.00001460,0.00020945,0.00000003,0.00004220,0.05832096,0.01383405
-4.40920460,0.09444998,0.00002046,0.00019296,0.00000004,0.00002911,0.05372883,0.01274376
-4.40320160,0.08639540,0.00002892,0.00017650,0.00000006,0.00002011,0.04914650,0.01165748
-4.39719860,0.07846969,0.00004091,0.00016028,0.00000008,0.00001405,0.04463583,0.01058977
-4.39119560,0.07077023,0.00005766,0.00014451,0.00000012,0.00001010,0.04025218,0.00955382
-4.38519260,0.06338169,0.00008083,0.00012936,0.00000017,0.00000768,0.03604353,0.00856120
-4.37918959,0.05637503,0.00011260,0.00011496,0.00000023,0.00000642,0.03204988,0.00762179
-4.37318659,0.04980725,0.00015579,0.00010144,0.00000032,0.00000608,0.02830307,0.00674373
-4.36718359,0.04372167,0.00021404,0.00008886,0.00000044,0.00000652,0.02482698,0.00593345
-4.36118059,0.03814876,0.00029199,0.00007729,0.00000060,0.00000772,0.02163790,0.00519588
-4.35517759,0.03310744,0.00039548,0.00006674,0.00000081,0.00000969,0.01874524,0.00453458
-4.34917459,0.02860667,0.00053182,0.00005721,0.00000109,0.00001255,0.01615241,0.00395206
-4.34317159,0.02464736,0.00071003,0.00004869,0.00000145,0.00001645,0.01385784,0.00345003
-4.33716858,0.02122434,0.00094116,0.00004115,0.00000193,0.00002162,0.01185599,0.00302977
-4.33116558,0.01832847,0.00123856,0.00003452,0.00000253,0.00002833,0.01013856,0.00269244
-4.32516258,0.01594869,0.00161823,0.00002875,0.00000331,0.00003694,0.00869548,0.00243939
-4.31915958,0.01407391,0.00209912,0.00002378,0.00000430,0.00004787,0.00751602,0.00227251
-4.31315658,0.01269481,0.00270335,0.00001952,0.00000553,0.00006162,0.00658968,0.00219449
-4.30715358,0.01180532,0.00345650,0.00001591,0.00000707,0.00007877,0.00590703,0.00220909
