energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Zr_p_up,Zr_d_up
-5.75387694,2.90050109,0.01666533,2.03960830,0.03765311,0.00021261,0.79182509,1.48851214
-5.74787394,2.92727225,0.01556011,2.10843430,0.03580340,0.00020134,0.81034163,1.52638442
-5.74187094,2.96602102,0.01444864,2.18567161,0.03406991,0.00019087,0.83361253,1.56916890
-5.73586793,3.01746291,0.01334983,2.27154451,0.03250013,0.00018139,0.86169117,1.61696721
-5.72986493,3.08192896,0.01228168,2.36600614,0.03114035,0.00017307,0.89448945,1.66968608
-5.72386193,3.15936366,0.01126101,2.46873299,0.03003548,0.00016604,0.93177841,1.72703494
-5.71785893,3.24933774,0.01030325,2.57913071,0.02922888,0.00016045,0.97319352,1.78853163
-5.71185593,3.35107502,0.00942225,2.69635107,0.02876227,0.00015638,1.01824473,1.85351605
-5.70585293,3.46349185,0.00863023,2.81931952,0.02867572,0.00015393,1.06633089,1.92117114
-5.69984992,3.58524731,0.00793774,2.94677204,0.02900760,0.00015317,1.11675808,1.99055042
-5.69384692,3.71480146,0.00735362,3.07729955,0.02979442,0.00015414,1.16876127,2.06061078
-5.68784392,3.85047880,0.00688510,3.20939793,0.03107070,0.00015686,1.22152841,2.13024907
-5.68184092,3.99053387,0.00653779,3.34152100,0.03286860,0.00016137,1.27422608,2.19834072
-5.67583792,4.13321552,0.00631577,3.47213397,0.03521743,0.00016766,1.32602570,2.26377873
-5.66983492,4.27682680,0.00622165,3.59976458,0.03814304,0.00017571,1.37612917,2.32551111
-5.66383192,4.41977757,0.00625664,3.72304946,0.04166695,0.00018549,1.42379296,2.38257497
-5.65782891,4.56062722,0.00642051,3.84077334,0.04580537,0.00019696,1.46834960,2.43412586
-5.65182591,4.69811563,0.00671169,3.95189923,0.05056809,0.00021004,1.50922568,2.47946088
-5.64582291,4.83118124,0.00712723,4.05558814,0.05595727,0.00022465,1.54595577,2.51803466
-5.63981991,4.95896571,0.00766275,4.15120775,0.06196620,0.00024067,1.57819161,2.54946771
-5.63381691,5.08080568,0.00831250,4.23832983,0.06857815,0.00025798,1.60570637,2.57354689
-5.62781391,5.19621283,0.00906926,4.31671701,0.07576525,0.00027641,1.62839409,2.59021839
-5.62181091,5.30484430,0.00992438,4.38630039,0.08348773,0.00029577,1.64626441,2.59957389
-5.61580790,5.40646597,0.01086778,4.44714967,0.09169332,0.00031585,1.65943319,2.60183109
-5.60980490,5.50091192,0.01188804,4.49943823,0.10031713,0.00033641,1.66810974,2.59730997
-5.60380190,5.58804309,0.01297246,4.54340574,0.10928194,0.00035719,1.67258156,2.58640641
-5.59779890,5.66770879,0.01410725,4.57932107,0.11849898,0.00037791,1.67319751,2.56956490
-5.59179590,5.73971404,0.01527774,4.60744821,0.12786923,0.00039828,1.67035055,2.54725217
-5.58579290,5.80379552,0.01646870,4.62801755,0.13728533,0.00041799,1.66446091,2.51993321
-5.57978989,5.85960812,0.01766463,4.64120452,0.14663384,0.00043674,1.65596069,2.48805113
-5.57378689,5.90672342,0.01885018,4.64711700,0.15579814,0.00045424,1.64528064,2.45201202
-5.56778389,5.94464052,0.02001063,4.64579224,0.16466148,0.00047021,1.63283948,2.41217534
-5.56178089,5.97280850,0.02113228,4.63720330,0.17311047,0.00048438,1.61903630,2.36885031
-5.55577789,5.99065921,0.02220300,4.62127422,0.18103859,0.00049655,1.60424595,2.32229797
-5.54977489,5.99764815,0.02321262,4.59790273,0.18834966,0.00050651,1.58881730,2.27273853
-5.54377189,5.99330034,0.02415340,4.56698846,0.19496116,0.00051415,1.57307395,2.22036296
-5.53776888,5.97725818,0.02502033,4.52846427,0.20080725,0.00051936,1.55731693,2.16534772
-5.53176588,5.94932739,0.02581144,4.48232844,0.20584116,0.00052213,1.54182863,2.10787124
-5.52576288,5.90951795,0.02652790,4.42867478,0.21003713,0.00052248,1.52687726,2.04813064
-5.51975988,5.85807651,0.02717413,4.36771848,0.21339149,0.00052049,1.51272118,1.98635730
-5.51375688,5.79550785,0.02775759,4.29981552,0.21592299,0.00051628,1.49961235,1.92282985
-5.50775388,5.72258330,0.02828862,4.22547394,0.21767226,0.00051005,1.48779829,1.85788360
-5.50175088,5.64033506,0.02877999,4.14535595,0.21870044,0.00050201,1.47752231,1.79191547
-5.49574787,5.55003614,0.02924639,4.06027052,0.21908693,0.00049242,1.46902157,1.72538395
-5.48974487,5.45316672,0.02970381,3.97115647,0.21892653,0.00048154,1.46252294,1.65880390
-5.48374187,5.35136831,0.03016877,3.87905721,0.21832577,0.00046968,1.45823689,1.59273658
-5.47773887,5.24638824,0.03065756,3.78508829,0.21739889,0.00045713,1.45634953,1.52777520
-5.47173587,5.14001719,0.03118538,3.69039970,0.21626345,0.00044417,1.45701334,1.46452709
-5.46573287,5.03402323,0.03176558,3.59613519,0.21503574,0.00043108,1.46033708,1.40359339
-5.45972986,4.93008577,0.03240886,3.50339080,0.21382635,0.00041811,1.46637551,1.34554765
-5.45372686,4.82973306,0.03312258,3.41317506,0.21273584,0.00040548,1.47511966,1.29091445
-5.44772386,4.73428641,0.03391029,3.32637305,0.21185092,0.00039339,1.48648820,1.24014952
-5.44172086,4.64481409,0.03477127,3.24371623,0.21124115,0.00038198,1.50032063,1.19362244
-5.43571786,4.56209725,0.03570038,3.16575977,0.21095638,0.00037137,1.51637286,1.15160293
-5.42971486,4.48660942,0.03668803,3.09286838,0.21102499,0.00036165,1.53431559,1.11425163
-5.42371186,4.41851067,0.03772041,3.02521131,0.21145300,0.00035285,1.55373597,1.08161585
-5.41770885,4.35765633,0.03877989,2.96276673,0.21222416,0.00034501,1.57414258,1.05363047
-5.41170585,4.30361983,0.03984562,2.90533497,0.21330088,0.00033811,1.59497401,1.03012409
-5.40570285,4.25572817,0.04089433,2.85255992,0.21462606,0.00033214,1.61561075,1.01082988
-5.39969985,4.21310809,0.04190118,2.80395715,0.21612576,0.00032706,1.63539029,0.99540071
-5.39369685,4.17474045,0.04284082,2.75894734,0.21771239,0.00032284,1.65362490,0.98342768
-5.38769385,4.13951991,0.04368837,2.71689319,0.21928857,0.00031944,1.66962168,0.97446092
-5.38169085,4.10631690,0.04442049,2.67713771,0.22075128,0.00031684,1.68270404,0.96803184
-5.37568784,4.07403872,0.04501634,2.63904226,0.22199610,0.00031502,1.69223397,0.96367541
-5.36968484,4.04168677,0.04545848,2.60202215,0.22292158,0.00031398,1.69763418,0.96095159
-5.36368184,4.00840716,0.04573354,2.56557838,0.22343323,0.00031372,1.69840922,0.95946476
-5.35767884,3.97353246,0.04583286,2.52932393,0.22344728,0.00031428,1.69416472,0.95888031
-5.35167584,3.93661261,0.04575271,2.49300363,0.22289375,0.00031569,1.68462397,0.95893776
-5.34567284,3.89743396,0.04549454,2.45650678,0.22171896,0.00031801,1.66964100,0.95945987
-5.33966983,3.85602586,0.04506474,2.41987240,0.21988725,0.00032129,1.64920965,0.96035754
-5.33366683,3.81265485,0.04447442,2.38328694,0.21738187,0.00032557,1.62346817,0.96163061
-5.32766383,3.76780751,0.04373884,2.34707525,0.21420502,0.00033091,1.59269913,0.96336465
-5.32166083,3.72216301,0.04287674,2.31168537,0.21037720,0.00033732,1.55732460,0.96572427
-5.31565783,3.67655774,0.04190951,2.27766843,0.20593571,0.00034483,1.51789679,0.96894366
-5.30965483,3.63194382,0.04086035,2.24565496,0.20093262,0.00035341,1.47508458,0.97331480
-5.30365183,3.58934443,0.03975329,2.21632900,0.19543223,0.00036301,1.42965648,0.97917445
-5.29764882,3.54980827,0.03861232,2.19040149,0.18950818,0.00037354,1.38246071,0.98689043
-5.29164582,3.51436575,0.03746053,2.16858433,0.18324041,0.00038488,1.33440325,0.99684798
-5.28564282,3.48398906,0.03631932,2.15156633,0.17671216,0.00039686,1.28642475,1.00943683
-5.27963982,3.45955805,0.03520786,2.13999195,0.17000701,0.00040929,1.23947706,1.02503945
-5.27363682,3.44183306,0.03414255,2.13444361,0.16320637,0.00042195,1.19450025,1.04402061
-5.26763382,3.43143558,0.03313678,2.13542775,0.15638722,0.00043456,1.15240083,1.06671851
-5.26163082,3.42883684,0.03220077,2.14336481,0.14962044,0.00044687,1.11403170,1.09343738
-5.25562781,3.43435391,0.03134169,2.15858275,0.14296957,0.00045859,1.08017440,1.12444123
-5.24962481,3.44815232,0.03056377,2.18131349,0.13649018,0.00046943,1.05152373,1.15994849
-5.24362181,3.47025399,0.02986872,2.21169179,0.13022967,0.00047912,1.02867514,1.20012721
-5.23761881,3.50054885,0.02925612,2.24975543,0.12422756,0.00048741,1.01211478,1.24509025
-5.23161581,3.53880846,0.02872392,2.29544621,0.11851608,0.00049407,1.00221209,1.29489036
-5.22561281,3.58470008,0.02826900,2.34861085,0.11312103,0.00049893,0.99921502,1.34951473
-5.21960980,3.63779981,0.02788766,2.40900144,0.10806282,0.00050184,1.00324754,1.40887904
-5.21360680,3.69760370,0.02757615,2.47627518,0.10335743,0.00050271,1.01430941,1.47282117
-5.20760380,3.76353633,0.02733106,2.54999338,0.09901742,0.00050149,1.03227806,1.54109474
-5.20160080,3.83495669,0.02714971,2.62962028,0.09505271,0.00049820,1.05691264,1.61336316
-5.19559780,3.91116172,0.02703032,2.71452215,0.09147110,0.00049291,1.08786007,1.68919479
-5.18959480,3.99138829,0.02697216,2.80396759,0.08827858,0.00048572,1.12466340,1.76805991
-5.18359180,4.07481474,0.02697556,2.89713015,0.08547933,0.00047679,1.16677223,1.84933037
-5.17758879,4.16056331,0.02704180,2.99309400,0.08307545,0.00046631,1.21355557,1.93228276
-5.17158579,4.24770468,0.02717288,3.09086385,0.08106647,0.00045448,1.26431691,2.01610557
-5.16558279,4.33526603,0.02737123,3.18937950,0.07944863,0.00044155,1.31831160,2.09991094
-5.15957979,4.42224325,0.02763937,3.28753563,0.07821418,0.00042775,1.37476615,2.18275107
-5.15357679,4.50761811,0.02797953,3.38420651,0.07735053,0.00041333,1.43289927,2.26363925
-5.14757379,4.59038006,0.02839318,3.47827526,0.07683954,0.00039854,1.49194397,2.34157481
-5.14157079,4.66955235,0.02888070,3.56866648,0.07665701,0.00038358,1.55117003,2.41557135
-5.13556778,4.74422106,0.02944097,3.65438082,0.07677230,0.00036867,1.60990607,2.48468693
-5.12956478,4.81356556,0.03007110,3.73452966,0.07714828,0.00035399,1.66755999,2.54805480
-5.12356178,4.87688829,0.03076615,3.80836770,0.07774163,0.00033970,1.72363688,2.60491313
-5.11755878,4.93364158,0.03151903,3.87532119,0.07850342,0.00032593,1.77775332,2.65463181
-5.11155578,4.98344918,0.03232040,3.93500981,0.07938006,0.00031278,1.82964680,2.69673500
-5.10555278,5.02612044,0.03315877,3.98725995,0.08031451,0.00030032,1.87917975,2.73091759
-5.09954977,5.06165513,0.03402058,4.03210815,0.08124781,0.00028860,1.92633724,2.75705457
-5.09354677,5.09023791,0.03489048,4.06979344,0.08212069,0.00027765,1.97121816,2.77520233
-5.08754377,5.11222163,0.03575163,4.10073848,0.08287538,0.00026747,2.01401992,2.78559166
-5.08154077,5.12809990,0.03658609,4.12551975,0.08345738,0.00025806,2.05501696,2.78861240
-5.07553777,5.13846977,0.03737523,4.14482811,0.08381719,0.00024938,2.09453413,2.78479044
-5.06953477,5.14398647,0.03810026,4.15942153,0.08391190,0.00024141,2.13291595,2.77475830
-5.06353177,5.14531285,0.03874266,4.17007265,0.08370652,0.00023409,2.17049345,2.75922072
-5.05752876,5.14306634,0.03928472,4.17751404,0.08317510,0.00022738,2.20755043,2.73891728
-5.05152576,5.13776727,0.03971002,4.18238473,0.08230148,0.00022122,2.24429110,2.71458418
-5.04552276,5.12979179,0.04000387,4.18518121,0.08107973,0.00021555,2.28081123,2.68691737
-5.03951976,5.11933320,0.04015370,4.18621640,0.07951425,0.00021030,2.31707484,2.65653933
-5.03351676,5.10637454,0.04014947,4.18558938,0.07761951,0.00020542,2.35289813,2.62397141
-5.02751376,5.09067515,0.03998391,4.18316840,0.07541960,0.00020084,2.38794220,2.58961351
-5.02151076,5.07177280,0.03965277,4.17858871,0.07294742,0.00019651,2.42171563,2.55373218
-5.01550775,5.04900227,0.03915499,4.17126606,0.07024381,0.00019236,2.45358728,2.51645812
-5.00950475,5.02153009,0.03849274,4.16042564,0.06735649,0.00018833,2.48280934,2.47779301
-5.00350175,4.98840430,0.03767145,4.14514551,0.06433901,0.00018438,2.50855000,2.43762541
-4.99749875,4.94861686,0.03669973,4.12441227,0.06124967,0.00018045,2.52993424,2.39575477
-4.99149575,4.90117582,0.03558925,4.09718648,0.05815057,0.00017651,2.54609119,2.35192207
-4.98549275,4.84518328,0.03435453,4.06247415,0.05510673,0.00017253,2.55620566,2.30584528
-4.97948974,4.77991522,0.03301269,4.01940072,0.05218533,0.00016848,2.55957125,2.25725759
-4.97348674,4.70489849,0.03158313,3.96728326,0.04945521,0.00016436,2.55564237,2.20594605
-4.96748374,4.61998074,0.03008721,3.90569699,0.04698633,0.00016018,2.54408224,2.15178846
-4.96148074,4.52538919,0.02854783,3.83453250,0.04484954,0.00015596,2.52480427,2.09478627
-4.95547774,4.42177463,0.02698908,3.75404014,0.04311625,0.00015174,2.49800437,2.03509163
-4.94947474,4.31023780,0.02543576,3.66485915,0.04185826,0.00014756,2.46418211,1.97302697
-4.94347174,4.19233610,0.02391297,3.56802969,0.04114743,0.00014351,2.42414932,1.90909597
-4.93746873,4.07006966,0.02244570,3.46498663,0.04105531,0.00013967,2.37902512,1.84398522
-4.93146573,3.94584656,0.02105841,3.35753521,0.04165255,0.00013613,2.33021700,1.77855630
-4.92546273,3.82242820,0.01977457,3.24780919,0.04300814,0.00013302,2.27938852,1.71382865
-4.91945973,3.70285644,0.01861636,3.13821315,0.04518829,0.00013045,2.22841426,1.65095381
-4.91345673,3.59036529,0.01760422,3.03135131,0.04825504,0.00012857,2.17932386,1.59118219
-4.90745373,3.48828023,0.01675660,2.92994555,0.05226452,0.00012749,2.13423689,1.53582384
-4.90145073,3.39990893,0.01608957,2.83674609,0.05726500,0.00012737,2.09529117,1.48620474
-4.89544772,3.32842755,0.01561665,2.75443828,0.06329453,0.00012832,2.06456710,1.44362057
-4.88944472,3.27676679,0.01534851,2.68554914,0.07037855,0.00013047,2.04401094,1.40928971
-4.88344172,3.24750200,0.01529278,2.63235732,0.07852730,0.00013394,2.03536006,1.38430753
-4.87743872,3.24275144,0.01545396,2.59680969,0.08773331,0.00013880,2.04007281,1.36960352
-4.87143572,3.26408668,0.01583324,2.58044785,0.09796907,0.00014513,2.05926611,1.36590312
-4.86543272,3.31245832,0.01642849,2.58434704,0.10918504,0.00015298,2.09366285,1.37369557
-4.85942971,3.38814015,0.01723422,2.60906976,0.12130807,0.00016236,2.14355157,1.39320902
-4.85342671,3.49069403,0.01824164,2.65463553,0.13424049,0.00017325,2.20875995,1.42439376
-4.84742371,3.61895693,0.01943874,2.72050811,0.14786001,0.00018561,2.28864333,1.46691425
-4.84142071,3.77105109,0.02081046,2.80560026,0.16202038,0.00019937,2.38208920,1.52015018
-4.83541771,3.94441735,0.02233886,2.90829608,0.17655300,0.00021440,2.48753743,1.58320657
-4.82941471,4.13587072,0.02400346,3.02649005,0.19126958,0.00023058,2.60301613,1.65493247
-4.82341171,4.34167678,0.02578145,3.15764136,0.20596559,0.00024771,2.72619193,1.73394783
-4.81740870,4.55764632,0.02764815,3.29884167,0.22042464,0.00026562,2.85443308,1.81867729
-4.81140570,4.77924524,0.02957736,3.44689400,0.23442358,0.00028407,2.98488337,1.90738997
-4.80540270,5.00171607,0.03154181,3.59839991,0.24773816,0.00030283,3.11454424,1.99824382
-4.79939970,5.22020674,0.03351362,3.74985207,0.26014903,0.00032164,3.24036220,2.08933299
-4.79339670,5.42990234,0.03546478,3.89772906,0.27144780,0.00034024,3.35931847,2.17873651
-4.78739370,5.62615518,0.03736757,4.03858917,0.28144309,0.00035837,3.46851757,2.26456699
-4.78139070,5.80460870,0.03919507,4.16916018,0.28996601,0.00037577,3.56527169,2.34501733
-4.77538769,5.96131099,0.04092152,4.28642229,0.29687519,0.00039218,3.64717795,2.41840434
-4.76938469,6.09281437,0.04252281,4.38768169,0.30206081,0.00040736,3.71218568,2.48320784
-4.76338169,6.19625785,0.04397674,4.47063270,0.30544772,0.00042111,3.75865173,2.53810423
-4.75737869,6.26943036,0.04526340,4.53340706,0.30699738,0.00043322,3.78538208,2.58199375
-4.75137569,6.31081349,0.04636542,4.57460948,0.30670868,0.00044353,3.79165879,2.61402098
-4.74537269,6.31960319,0.04726820,4.59333898,0.30461750,0.00045190,3.77725183,2.63358844
-4.73936968,6.29571113,0.04796009,4.58919655,0.30079518,0.00045825,3.74241635,2.64036328
-4.73336668,6.23974699,0.04843254,4.56227969,0.29534601,0.00046249,3.68787612,2.63427756
-4.72736368,6.15298369,0.04868024,4.51316521,0.28840380,0.00046463,3.61479472,2.61552264
-4.72136068,6.03730826,0.04870115,4.44288188,0.28012782,0.00046466,3.52473645,2.58453837
-4.71535768,5.89516119,0.04849658,4.35287456,0.27069831,0.00046267,3.41961899,2.54199792
-4.70935468,5.72946733,0.04807117,4.24496196,0.26031164,0.00045874,3.30166039,2.48878912
-4.70335168,5.54356132,0.04743292,4.12128961,0.24917557,0.00045302,3.17332240,2.42599308
-4.69734867,5.34111036,0.04659308,3.98427985,0.23750448,0.00044571,3.03725268,2.35486077
-4.69134567,5.12603656,0.04556609,3.83658032,0.22551500,0.00043701,2.89622742,2.27678828
-4.68534267,4.90244078,0.04436941,3.68101208,0.21342201,0.00042720,2.75309620,2.19329111
-4.67933967,4.67452920,0.04302332,3.52051809,0.20143508,0.00041657,2.61072994,2.10597781
-4.67333667,4.44654351,0.04155064,3.35811277,0.18975542,0.00040543,2.47197283,2.01652319
-4.66733367,4.22269461,0.03997645,3.19683264,0.17857337,0.00039413,2.33959815,1.92664111
-4.66133067,4.00709997,0.03832762,3.03968810,0.16806631,0.00038303,2.21626809,1.83805683
-4.65532766,3.80372385,0.03663240,2.88961613,0.15839699,0.00037250,2.10449686,1.75247883
-4.64932466,3.61631984,0.03491987,2.74943373,0.14971223,0.00036293,2.00661654,1.67157009
-4.64332166,3.44837493,0.03321938,2.62179164,0.14214186,0.00035467,1.92474481,1.59691880
-4.63731866,3.30305460,0.03155988,2.50912850,0.13579786,0.00034809,1.86075390,1.53000859
-4.63131566,3.18314870,0.02996933,2.41362527,0.13077368,0.00034350,1.81624015,1.47218856
-4.62531266,3.09101807,0.02847397,2.33716036,0.12714367,0.00034121,1.79249398,1.42464350
-4.61930965,3.02854269,0.02709775,2.28126619,0.12496266,0.00034146,1.79047014,1.38836487
-4.61330665,2.99707235,0.02586164,2.24708795,0.12426558,0.00034445,1.81075905,1.36412330
-4.60730365,2.99738133,0.02478313,2.23534604,0.12506736,0.00035031,1.85355972,1.35244357
-4.60130065,3.02962941,0.02387572,2.24630363,0.12736301,0.00035909,1.91865587,1.35358301
-4.59529765,3.09333124,0.02314855,2.27974116,0.13112796,0.00037079,2.00539673,1.36751452
-4.58929465,3.18733685,0.02260613,2.33493953,0.13631882,0.00038530,2.11268431,1.39391527
-4.58329165,3.30982584,0.02224822,2.41067398,0.14287454,0.00040247,2.23896936,1.43216218
-4.57728864,3.45831750,0.02206985,2.50522014,0.15071803,0.00042202,2.38225759,1.48133508
-4.57128564,3.62969908,0.02206143,2.61637377,0.15975826,0.00044363,2.54012819,1.54022832
-4.56528264,3.82027339,0.02220914,2.74148513,0.16989286,0.00046690,2.70976570,1.60737127
-4.55927964,4.02582653,0.02249530,2.87750824,0.18101109,0.00049138,2.88800613,1.68105773
-4.55327664,4.24171520,0.02289903,3.02106489,0.19299716,0.00051656,3.07139737,1.75938409
-4.54727364,4.46297251,0.02339688,3.16852240,0.20573375,0.00054190,3.25627320,1.84029542
-4.54127064,4.68442959,0.02396372,3.31608326,0.21910547,0.00056686,3.43883939,1.92163841
-4.53526763,4.90084973,0.02457351,3.45988420,0.23300225,0.00059089,3.61526956,2.00121953
-4.52926463,5.10707054,0.02520030,3.59610165,0.24732230,0.00061346,3.78180757,2.07686656
-4.52326163,5.29814898,0.02581909,3.72105964,0.26197447,0.00063408,3.93487297,2.14649124
-4.51725863,5.46950364,0.02640676,3.83133634,0.27687989,0.00065232,4.07116503,2.20815066
-4.51125563,5.61704825,0.02694286,3.92386469,0.29197265,0.00066781,4.18776112,2.26010494
-4.50525263,5.73731077,0.02741043,3.99602309,0.30719956,0.00068028,4.28220490,2.30086870
-4.49924962,5.82753251,0.02779650,4.04571216,0.32251872,0.00068954,4.35258023,2.32925420
-4.49324662,5.88574291,0.02809265,4.07141410,0.33789723,0.00069550,4.39756714,2.34440422
-4.48724362,5.91080622,0.02829525,4.07223201,0.35330785,0.00069818,4.41647704,2.34581322
-4.48124062,5.90243803,0.02840557,4.04790725,0.36872511,0.00069769,4.40926529,2.33333578
-4.47523762,5.86119077,0.02842969,3.99881427,0.38412078,0.00069424,4.37652022,2.30718213
-4.46923462,5.78840901,0.02837820,3.92593293,0.39945936,0.00068810,4.31942910,2.26790088
-4.46323162,5.68615670,0.02826573,3.83079983,0.41469361,0.00067964,4.23972259,2.21635005
-4.45722861,5.55712015,0.02811032,3.71544103,0.42976074,0.00066926,4.13960011,2.15365760
-4.45122561,5.40449146,0.02793258,3.58228923,0.44457944,0.00065740,4.02163997,2.08117362
-4.44522261,5.23183805,0.02775486,3.43408950,0.45904812,0.00064450,3.88869826,2.00041638
-4.43921961,5.04296478,0.02760020,3.27379784,0.47304463,0.00063102,3.74380147,1.91301484
-4.43321661,4.84177487,0.02749134,3.10447708,0.48642759,0.00061736,3.59003779,1.82065012
-4.42721361,4.63213608,0.02744970,2.92919485,0.49903940,0.00060392,3.43045185,1.72499875
-4.42121061,4.41775777,0.02749439,2.75092765,0.51071100,0.00059099,3.26794766,1.62767986
-4.41520760,4.20208395,0.02764135,2.57247495,0.52126805,0.00057882,3.10520362,1.53020849
-4.40920460,3.98820605,0.02790255,2.39638619,0.53053842,0.00056759,2.94460267,1.43395671
-4.40320160,3.77879806,0.02828537,2.22490311,0.53836069,0.00055739,2.78818004,1.34012357
-4.39719860,3.57607539,0.02879224,2.05991868,0.54459304,0.00054821,2.63758965,1.24971476
-4.39119560,3.38177751,0.02942033,1.90295307,0.54912226,0.00053998,2.49408945,1.16353189
-4.38519260,3.19717299,0.03016158,1.75514637,0.55187234,0.00053255,2.35854499,1.08217118
-4.37918959,3.02308480,0.03100289,1.61726682,0.55281205,0.00052574,2.23144942,1.00603066
-4.37318659,2.85993259,0.03192655,1.48973270,0.55196117,0.00051928,2.11295778,0.93532477
-4.36718359,2.70778819,0.03291081,1.37264575,0.54939488,0.00051290,2.00293253,0.87010492
-4.36118059,2.56644017,0.03393073,1.26583322,0.54524609,0.00050630,1.90099713,0.81028441
-4.35517759,2.43546321,0.03495904,1.16889601,0.53970529,0.00049920,1.80659436,0.75566604
-4.34917459,2.31428809,0.03596724,1.08126000,0.53301808,0.00049131,1.71904596,0.70597079
-4.34317159,2.20226867,0.03692668,1.00222793,0.52548005,0.00048240,1.63761063,0.66086611
-4.33716858,2.09874265,0.03780972,0.93102955,0.51742946,0.00047227,1.56153768,0.61999243
-4.33116558,2.00308352,0.03859087,0.86686807,0.50923760,0.00046076,1.49011408,0.58298691
-4.32516258,1.91474205,0.03924783,0.80896132,0.50129749,0.00044780,1.42270349,0.54950358
-4.31915958,1.83327629,0.03976250,0.75657656,0.49401108,0.00043336,1.35877604,0.51922940
-4.31315658,1.75836998,0.04012181,0.70905844,0.48777556,0.00041748,1.29792866,0.49189608
-4.30715358,1.68983978,0.04031842,0.66584969,0.48296930,0.00040026,1.23989606,0.46728762
