energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.19659830,4.18349285,0.09859445,0.02154920,0.45677019,0.06934969,2.62341689,1.59701574,0.99954336
-3.19059530,3.81857801,0.08994893,0.01966104,0.42582190,0.06334820,2.38758407,1.45562697,0.91245160
-3.18459230,3.47050103,0.08175238,0.01787810,0.39580315,0.05753543,2.16303531,1.32077922,0.82921663
-3.17858929,3.14272579,0.07410707,0.01622401,0.36725225,0.05196816,1.95184167,1.19386619,0.75058518
-3.17258629,2.83818812,0.06709997,0.01471939,0.34066808,0.04669425,1.75572639,1.07605550,0.67718835
-3.16658329,2.55928697,0.06080256,0.01338181,0.31650258,0.04175249,1.57606474,0.96828727,0.60953901
-3.16058029,2.30789031,0.05527115,0.01222585,0.29515500,0.03717259,1.41389325,0.87127903,0.54803228
-3.15457729,2.08535331,0.05054747,0.01126328,0.27696760,0.03297549,1.26992653,0.78553583,0.49294883
-3.14857429,1.89254604,0.04665963,0.01050326,0.26222267,0.02917385,1.14457978,0.71136424,0.44446029
-3.14257129,1.72988790,0.04362319,0.00995253,0.25114079,0.02577276,1.03799517,0.64888898,0.40263648
-3.13656828,1.59738588,0.04144226,0.00961566,0.24387995,0.02277043,0.95007004,0.59807090,0.36745366
-3.13056528,1.49467428,0.04011068,0.00949521,0.24053545,0.02015915,0.88048550,0.55872528,0.33880351
-3.12456228,1.42105353,0.03961303,0.00959189,0.24114031,0.01792610,0.82873372,0.53053935,0.31650231
-3.11855928,1.37552661,0.03992553,0.00990463,0.24566612,0.01605423,0.79414303,0.51308845,0.30029987
-3.11255628,1.35683180,0.04101675,0.01043062,0.25402425,0.01452312,0.77589993,0.50585031,0.28988809
-3.10655328,1.36347127,0.04284822,0.01116523,0.26606733,0.01330973,0.77306769,0.50821716,0.28490893
-3.10055028,1.39373554,0.04537477,0.01210192,0.28159119,0.01238910,0.78460159,0.51950574,0.28496164
-3.09454727,1.44572427,0.04854487,0.01323208,0.30033713,0.01173498,0.80936091,0.53896540,0.28960944
-3.08854427,1.51736426,0.05230075,0.01454486,0.32199494,0.01132031,0.84611855,0.56578464,0.29838560
-3.08254127,1.60642606,0.05657863,0.01602695,0.34620659,0.01111765,0.89356883,0.59909670,0.31079924
-3.07653827,1.71054036,0.06130884,0.01766243,0.37257087,0.01109960,0.95033451,0.63798465,0.32634087
-3.07053527,1.82721590,0.06641616,0.01943259,0.40064911,0.01123900,1.01497412,0.68148683,0.34448807
-3.06453227,1.95385994,0.07182019,0.02131589,0.42997202,0.01150923,1.08599035,0.72860298,0.36471135
-3.05852926,2.08780272,0.07743604,0.02328796,0.46004772,0.01188440,1.16184052,0.77830183,0.38648041
-3.05252626,2.22632656,0.08317510,0.02532171,0.49037099,0.01233946,1.24094970,0.82953039,0.40927084
-3.04652326,2.36669994,0.08894616,0.02738759,0.52043344,0.01285047,1.32172706,0.88122531,0.43257133
-3.04052026,2.50621665,0.09465672,0.02945394,0.54973450,0.01339464,1.40258532,0.93232628,0.45589128
-3.03451726,2.64223933,0.10021456,0.03148751,0.57779296,0.01395058,1.48196353,0.98179154,0.47876863
-3.02851426,2.77224629,0.10552945,0.03345406,0.60415851,0.01449840,1.55835243,1.02861506,0.50077775
-3.02251126,2.89388031,0.11051498,0.03531913,0.62842304,0.01501992,1.63032181,1.07184500,0.52153711
-3.01650825,3.00499745,0.11509053,0.03704883,0.65023113,0.01549882,1.69654890,1.11060289,0.54071629
-3.01050525,3.10371389,0.11918312,0.03861072,0.66928922,0.01592083,1.75584664,1.14410268,0.55804212
-3.00450225,3.18844866,0.12272919,0.03997473,0.68537311,0.01627390,1.80719054,1.17166901,0.57330358
-2.99849925,3.25796014,0.12567623,0.04111403,0.69833339,0.01654830,1.84974288,1.19275384,0.58635507
-2.99249625,3.31137441,0.12798406,0.04200585,0.70809842,0.01673678,1.88287300,1.20695053,0.59711799
-2.98649325,3.34820386,0.12962581,0.04263225,0.71467474,0.01683464,1.90617259,1.21400484,0.60558032
-2.98049025,3.36835490,0.13058849,0.04298068,0.71814482,0.01683974,1.91946507,1.21382209,0.61179427
-2.97448724,3.37212417,0.13087312,0.04304445,0.71866226,0.01675253,1.92280850,1.20647006,0.61587199
-2.96848424,3.36018316,0.13049442,0.04282300,0.71644456,0.01657589,1.91649167,1.19217748,0.61797963
-2.96248124,3.33355183,0.12947999,0.04232193,0.71176388,0.01631512,1.90102344,1.17132785,0.61832992
-2.95647824,3.29356241,0.12786913,0.04155288,0.70493619,0.01597763,1.87711578,1.14444890,0.61717375
-2.95047524,3.24181497,0.12571131,0.04053316,0.69630935,0.01557278,1.84566122,1.11219796,0.61479123
-2.94447224,3.18012687,0.12306427,0.03928521,0.68625070,0.01511153,1.80770563,1.07534379,0.61148268
-2.93846923,3.11047846,0.11999195,0.03783592,0.67513475,0.01460619,1.76441775,1.03474556,0.60756013
-2.93246623,3.03495761,0.11656235,0.03621574,0.66333152,0.01406996,1.71705665,0.99132977,0.60333981
-2.92646323,2.95570537,0.11284527,0.03445777,0.65119612,0.01351665,1.66693868,0.94606601,0.59913616
-2.92046023,2.87486537,0.10891023,0.03259676,0.63905990,0.01296022,1.61540532,0.89994243,0.59525754
-2.91445723,2.79453871,0.10482451,0.03066804,0.62722355,0.01241448,1.56379309,0.85394179,0.59200420
-2.90845423,2.71674626,0.10065146,0.02870655,0.61595226,0.01189267,1.51340683,0.80901900,0.58966832
-2.90245123,2.64339912,0.09644910,0.02674588,0.60547310,0.01140716,1.46549709,0.76608077,0.58853630
-2.89644822,2.57627811,0.09226906,0.02481741,0.59597439,0.01096916,1.42124216,0.72596800,0.58889309
-2.89044522,2.51702215,0.08815599,0.02294956,0.58760688,0.01058847,1.38173523,0.68944143,0.59102820
-2.88444222,2.46712495,0.08414716,0.02116721,0.58048645,0.01027330,1.34797645,0.65717067,0.59524303
-2.87843922,2.42793912,0.08027264,0.01949124,0.57469795,0.01003012,1.32086969,0.62972704,0.60185894
-2.87243622,2.40068629,0.07655557,0.01793828,0.57029967,0.00986359,1.30122344,0.60757982,0.61122551
-2.86643322,2.38647148,0.07301290,0.01652050,0.56732803,0.00977657,1.28975515,0.59109611,0.62372821
-2.86043022,2.38630015,0.06965620,0.01524574,0.56580214,0.00977014,1.28709804,0.58054378,0.63979503
-2.85442721,2.40109590,0.06649272,0.01411761,0.56572779,0.00984371,1.29380957,0.57609725,0.65990119
-2.84842421,2.43171716,0.06352644,0.01313580,0.56710071,0.00999522,1.31038047,0.57784554,0.68457161
-2.84242121,2.47897129,0.06075924,0.01229646,0.56990885,0.01022131,1.33724354,0.58580220,0.71438038
-2.83641821,2.54362482,0.05819196,0.01159270,0.57413367,0.01051759,1.37478132,0.59991641,0.74994703
-2.83041521,2.62640867,0.05582544,0.01101512,0.57975050,0.01087896,1.42333186,0.62008477,0.79192926
-2.82441221,2.72801776,0.05366133,0.01055236,0.58672812,0.01129989,1.48319217,0.64616317,0.84101203
-2.81840920,2.84910463,0.05170290,0.01019171,0.59502771,0.01177480,1.55461876,0.67797819,0.89789288
-2.81240620,2.99026697,0.04995552,0.00991968,0.60460153,0.01229832,1.63782525,0.71533749,0.96326391
-2.80640320,3.15202937,0.04842702,0.00972257,0.61539157,0.01286571,1.73297674,0.75803873,1.03779051
-2.80040020,3.33481970,0.04712784,0.00958697,0.62732839,0.01347308,1.84018117,0.80587662,1.12208731
-2.79439720,3.53894107,0.04607095,0.00950024,0.64033047,0.01411771,1.95947796,0.85864778,1.21669215
-2.78839420,3.76454002,0.04527161,0.00945090,0.65430414,0.01479820,2.09082412,0.91615312,1.32203856
-2.78239120,4.01157235,0.04474688,0.00942893,0.66914418,0.01551466,2.23407854,0.97819773,1.43842775
-2.77638819,4.27976764,0.04451500,0.00942607,0.68473522,0.01626878,2.38898499,1.04458826,1.56600110
-2.77038519,4.56859388,0.04459461,0.00943590,0.70095357,0.01706376,2.55515461,1.11512783,1.70471404
-2.76438219,4.87722381,0.04500381,0.00945399,0.71766960,0.01790429,2.73204870,1.18960889,1.85431260
-2.75837919,5.20450435,0.04575913,0.00947785,0.73475024,0.01879627,2.91896278,1.26780438,2.01431367
-2.75237619,5.54893087,0.04687447,0.00950687,0.75206142,0.01974664,3.11501282,1.34945766,2.18399003
-2.74637319,5.90862788,0.04835990,0.00954215,0.76947016,0.02076292,3.31912462,1.43427189,2.36236132
-2.74037019,6.28133766,0.05022065,0.00958629,0.78684610,0.02185291,3.53002736,1.52189960,2.54819173
-2.73436718,6.66441845,0.05245602,0.00964317,0.80406222,0.02302413,3.74625215,1.61193303,2.73999527
-2.72836418,7.05485330,0.05505852,0.00971758,0.82099472,0.02428342,3.96613639,1.70389611,2.93604902
-2.72236118,7.44927079,0.05801315,0.00981495,0.83752200,0.02563640,4.18783451,1.79723869,3.13441477
-2.71635818,7.84397829,0.06129691,0.00994102,0.85352281,0.02708700,4.40933557,1.89133365,3.33296874
-2.71035518,8.23500779,0.06487869,0.01010146,0.86887386,0.02863710,4.62848768,1.98547729,3.52943925
-2.70435218,8.61817441,0.06871935,0.01030161,0.88344703,0.03028610,4.84302924,2.07889339,3.72145123
-2.69834917,8.98914646,0.07277228,0.01054616,0.89710666,0.03203069,5.05062638,2.17074095,3.90657671
-2.69234617,9.34352583,0.07698430,0.01083890,0.90970720,0.03386468,5.24891582,2.26012565,4.08238971
-2.68634317,9.67693683,0.08129685,0.01118249,0.92109173,0.03577897,5.43555203,2.34611461,4.24652375
-2.68034017,9.98512082,0.08564764,0.01157836,0.93109156,0.03776160,5.60825724,2.42775414,4.39673026
-2.67433717,10.26403410,0.08997247,0.01202650,0.93952737,0.03979800,5.76487278,2.50408972,4.53093559
-2.66833417,10.50994556,0.09420737,0.01252551,0.94621199,0.04187132,5.90340992,2.57418754,4.64729492
-2.66233117,10.71953109,0.09829074,0.01307252,0.95095496,0.04396286,6.02209856,2.63715683,4.74424081
-2.65632816,10.88996130,0.10216567,0.01366327,0.95356875,0.04605265,6.11943189,2.69217199,4.82052492
-2.65032516,11.01897963,0.10578205,0.01429223,0.95387651,0.04812009,6.19420561,2.73849392,4.87525144
-2.64432216,11.10496806,0.10909853,0.01495269,0.95172112,0.05014465,6.24555033,2.77548957,4.90790109
-2.63831916,11.14699821,0.11208422,0.01563700,0.94697490,0.05210660,6.27295604,2.80264931,4.91834525
-2.63231616,11.14486649,0.11471987,0.01633675,0.93954965,0.05398781,6.27628816,2.81960140,4.90684996
-2.62631316,11.09911213,0.11699866,0.01704300,0.92940645,0.05577242,6.25579475,2.82612345,4.87407025
-2.62031016,11.01101821,0.11892642,0.01774657,0.91656452,0.05744761,6.21210496,2.82215042,4.82103542
-2.61430715,10.88259604,0.12052124,0.01843829,0.90110876,0.05900416,6.14621932,2.80777944,4.74912637
-2.60830415,10.71655413,0.12181254,0.01910928,0.88319536,0.06043707,6.05949236,2.78327115,4.66004649
-2.60230115,10.51625323,0.12283956,0.01975123,0.86305514,0.06174593,5.95360866,2.74904817,4.55578745
-2.59629815,10.28564952,0.12364941,0.02035666,0.84099434,0.06293524,5.83055330,2.70569052,4.43859145
-2.59029515,10.02922794,0.12429468,0.02091914,0.81739269,0.06401458,5.69257778,2.65392864,4.31091164
-2.58429215,9.75192782,0.12483079,0.02143355,0.79269880,0.06499856,5.54216246,2.59463391,4.17537169
-2.57828914,9.45906272,0.12531322,0.02189624,0.76742290,0.06590668,5.38197645,2.52880723,4.03472584
-2.57228614,9.15623622,0.12579470,0.02230515,0.74212721,0.06676297,5.21483554,2.45756558,3.89181996
-2.56628314,8.84925494,0.12632253,0.02265995,0.71741432,0.06759544,5.04365893,2.38212675,3.74955419
-2.56028014,8.54403979,0.12693622,0.02296203,0.69391383,0.06843540,4.87142474,2.30379237,3.61084703
-2.55427714,8.24653609,0.12766543,0.02321446,0.67226784,0.06931657,4.70112486,2.22392915,3.47860066
-2.54827414,7.96262264,0.12852849,0.02342196,0.65311570,0.07027407,4.53571876,2.14394829,3.35566706
-2.54227114,7.69802017,0.12953142,0.02359064,0.63707847,0.07134327,4.37808666,2.06528329,3.24481406
-2.53626813,7.45819884,0.13066756,0.02372785,0.62474352,0.07255849,4.23098171,1.98936588,3.14869073
-2.53026513,7.24828520,0.13191780,0.02384185,0.61664974,0.07395172,4.09698166,1.91760042,3.06979134
-2.52426213,7.07296876,0.13325137,0.02394145,0.61327367,0.07555120,3.97844010,1.85133701,3.01041741
-2.51825913,6.93640892,0.13462721,0.02403565,0.61501687,0.07738006,3.87743812,1.79184345,2.97263746
-2.51225613,6.84214355,0.13599570,0.02413320,0.62219486,0.07945505,3.79573709,1.74027682,2.95824466
-2.50625313,6.79300073,0.13730080,0.02424220,0.63502776,0.08178533,3.73473385,1.69765516,2.96871282
-2.50025013,6.79101610,0.13848240,0.02436965,0.65363293,0.08437142,3.69541977,1.66482998,3.00515155
-2.49424712,6.83735838,0.13947875,0.02452105,0.67801974,0.08720443,3.67834530,1.64246065,3.06826201
-2.48824412,6.93226631,0.14022895,0.02470011,0.70808652,0.09026550,3.68359189,1.63099149,3.15829493
-2.48224112,7.07500028,0.14067523,0.02490840,0.74361994,0.09352560,3.71075302,1.63063256,3.27501289
-2.47623812,7.26381206,0.14076512,0.02514519,0.78429673,0.09694563,3.75892604,1.64134520,3.41765917
-2.47023512,7.49593587,0.14045326,0.02540736,0.82968797,0.10047691,3.82671634,1.66283308,3.58493542
-2.46423212,7.76760345,0.13970283,0.02568938,0.87926564,0.10406209,3.91225481,1.69453967,3.77499050
-2.45822911,8.07408534,0.13848672,0.02598344,0.93241167,0.10763632,4.01322927,1.73565260,3.98542245
-2.45222611,8.40975943,0.13678812,0.02627966,0.98842912,0.11112888,4.12692976,1.78511534,4.21329540
-2.44622311,8.76820708,0.13460085,0.02656645,1.04655539,0.11446504,4.25030720,1.84164626,4.45517251
-2.44022011,9.14233559,0.13192924,0.02683085,1.10597713,0.11756814,4.38004393,1.90376486,4.70716558
-2.43421711,9.52452485,0.12878766,0.02705907,1.16584647,0.12036189,4.51263434,1.96982475,4.96500116
-2.42821411,9.90679469,0.12519985,0.02723702,1.22529816,0.12277273,4.64447308,2.03805248,5.22410220
-2.42221111,10.28098804,0.12119788,0.02735084,1.28346715,0.12473211,4.77194772,2.10659118,5.47968363
-2.41620810,10.63896469,0.11682100,0.02738747,1.33950603,0.12617880,4.89153283,2.17354775,5.72685921
-2.41020510,10.97279890,0.11211440,0.02733517,1.39260183,0.12706083,4.99988176,2.23704196,5.96075672
-2.40420210,11.27497438,0.10712778,0.02718403,1.44199166,0.12733728,5.09391286,2.29525591,6.17663756
-2.39819910,11.53856960,0.10191405,0.02692633,1.48697665,0.12697960,5.17088682,2.34648211,6.37001678
-2.39219610,11.75742686,0.09652792,0.02655691,1.52693395,0.12597258,5.22847228,2.38916842,6.53677902
-2.38619310,11.92629897,0.09102462,0.02607333,1.56132618,0.12431482,5.26479738,2.42195831,6.67328627
-2.38019010,12.04096829,0.08545872,0.02547601,1.58970846,0.12201875,5.27848560,2.44372500,6.77647306
-2.37418709,12.09833422,0.07988297,0.02476817,1.61173264,0.11911012,5.26867481,2.45359822,6.84392551
-2.36818409,12.09646632,0.07434738,0.02395576,1.62714898,0.11562710,5.23501954,2.45098279,6.87394118
-2.36218109,12.03462181,0.06889840,0.02304717,1.63580530,0.11161895,5.17767688,2.43556833,6.86556736
-2.35617809,11.91322786,0.06357819,0.02205299,1.63764393,0.10714438,5.09727746,2.40733012,6.81861648
-2.35017509,11.73383033,0.05842416,0.02098556,1.63269680,0.10226957,4.99488328,2.36652103,6.73365818
-2.34417209,11.49901215,0.05346855,0.01985856,1.62107901,0.09706615,4.87193496,2.31365533,6.61198876
-2.33816908,11.21228560,0.04873823,0.01868656,1.60298142,0.09160898,4.73019108,2.24948506,6.45557944
-2.33216608,10.87796362,0.04425464,0.01748453,1.57866251,0.08597404,4.57166248,2.17497019,6.26700599
-2.32616308,10.50101588,0.04003386,0.01626743,1.54844008,0.08023631,4.39854462,2.09124399,6.04936269
-2.32016008,10.08691580,0.03608680,0.01504971,1.51268301,0.07446794,4.21315058,1.99957500,5.80616465
-2.31415708,9.64148429,0.03241952,0.01384502,1.47180334,0.06873655,4.01784740,1.90132722,5.54124214
-2.30815408,9.17073607,0.02903367,0.01266585,1.42624888,0.06310388,3.81499770,1.79792013,5.25863148
-2.30215108,8.68073351,0.02592698,0.01152327,1.37649644,0.05762473,3.60690830,1.69078992,4.96246636
-2.29614807,8.17745252,0.02309389,0.01042682,1.32304564,0.05234621,3.39578690,1.58135330,4.65687354
-2.29014507,7.66666364,0.02052610,0.00938435,1.26641326,0.04730733,3.18370746,1.47097497,4.34587635
-2.28414207,7.15383096,0.01821333,0.00840200,1.20712802,0.04253889,2.97258448,1.36093966,4.03330871
-2.27813907,6.64403022,0.01614395,0.00748425,1.14572566,0.03806366,2.76415566,1.25242934,3.72274201
-2.27213607,6.14188669,0.01430569,0.00663400,1.08274409,0.03389677,2.55997254,1.14650593,3.41742612
-2.26613307,5.65153234,0.01268628,0.00585267,1.01871863,0.03004629,2.36139805,1.04409962,3.12024543
-2.26013007,5.17658141,0.01127415,0.00514041,0.95417707,0.02651403,2.16961003,0.94600267,2.83368988
-2.25412706,4.72012280,0.01005897,0.00449628,0.88963463,0.02329631,1.98560942,0.85286836,2.55984047
-2.24812406,4.28472709,0.00903226,0.00391840,0.82558877,0.02038491,1.81023220,0.76521448,2.30036816
-2.24212106,3.87246625,0.00818787,0.00340422,0.76251394,0.01776795,1.64416391,0.68343096,2.05654467
-2.23611806,3.48494352,0.00752242,0.00295070,0.70085632,0.01543077,1.48795577,0.60779065,1.82926340
-2.23011506,3.12333123,0.00703570,0.00255448,0.64102886,0.01335673,1.34204179,0.53846274,1.61906851
-2.22411206,2.78841428,0.00673099,0.00221204,0.58340661,0.01152803,1.20675607,0.47552795,1.42619017
-2.21810905,2.48063741,0.00661529,0.00191990,0.52832269,0.00992628,1.08234990,0.41899479,1.25058392
-2.21210605,2.20015422,0.00669945,0.00167470,0.47606504,0.00853311,0.96900821,0.36881613,1.09197232
-2.20610305,1.94687644,0.00699831,0.00147332,0.42687406,0.00733060,0.86686514,0.32490570,0.94988718
-2.20010005,1.72052202,0.00753063,0.00131296,0.38094139,0.00630165,0.77601851,0.28715355,0.82371085
-2.19409705,1.52066071,0.00831897,0.00119115,0.33840966,0.00543020,0.69654289,0.25544044,0.71271538
-2.18809405,1.34675621,0.00938942,0.00110585,0.29937355,0.00470144,0.62850112,0.22965033,0.61609850
-2.18209105,1.19820386,0.01077129,0.00105538,0.26388182,0.00410188,0.57195403,0.20968100,0.53301578
-2.17608804,1.07436312,0.01249651,0.00103847,0.23194029,0.00361937,0.52696799,0.19545210,0.46260829
-2.17008504,0.97458415,0.01459901,0.00105417,0.20351577,0.00324304,0.49362018,0.18691090,0.40402567
-2.16408204,0.89822812,0.01711393,0.00110186,0.17854048,0.00296329,0.47200098,0.18403506,0.35644438
-2.15807904,0.84468055,0.02007666,0.00118115,0.15691697,0.00277160,0.46221340,0.18683278,0.31908120
-2.15207604,0.81335792,0.02352176,0.00129181,0.13852318,0.00266044,0.46436925,0.19533999,0.29120223
-2.14607304,0.80370708,0.02748181,0.00143372,0.12321756,0.00262308,0.47858174,0.20961479,0.27212768
-2.14007004,0.81519805,0.03198614,0.00160677,0.11084391,0.00265344,0.50495466,0.22972925,0.26123284
-2.13406703,0.84731042,0.03705957,0.00181077,0.10123584,0.00274594,0.54356809,0.25575866,0.25794576
-2.12806403,0.89951427,0.04272109,0.00204538,0.09422085,0.00289527,0.59446105,0.28776885,0.26174218
-2.12206103,0.97124646,0.04898269,0.00231002,0.08962367,0.00309632,0.65761158,0.32580158,0.27213830
-2.11605803,1.06188359,0.05584824,0.00260380,0.08726916,0.00334401,0.73291484,0.36985899,0.28868193
-2.11005503,1.17071325,0.06331257,0.00292546,0.08698449,0.00363315,0.82016043,0.41988729,0.31094283
-2.10405203,1.29690491,0.07136078,0.00327332,0.08860090,0.00395839,0.91900970,0.47576077,0.33850269
-2.09804902,1.43948258,0.07996784,0.00364525,0.09195484,0.00431416,1.02897455,0.53726661,0.37094543
-2.09204602,1.59730076,0.08909843,0.00403865,0.09688890,0.00469462,1.14939886,0.60409150,0.40784838
-2.08604302,1.76902558,0.09870721,0.00445046,0.10325235,0.00509372,1.27944389,0.67581075,0.44877481
-2.08004002,1.95312256,0.10873937,0.00487717,0.11090155,0.00550517,1.41807894,0.75188064,0.49326828
-2.07403702,2.14785252,0.11913146,0.00531487,0.11970030,0.00592259,1.56407831,0.83163488,0.54084902
-2.06803402,2.35127636,0.12981263,0.00575931,0.12952020,0.00633955,1.71602541,0.91428541,0.59101267
-2.06203102,2.56126939,0.14070600,0.00620597,0.14024094,0.00674973,1.87232460,0.99892828,0.64323136
-2.05602801,2.77554528,0.15173028,0.00665013,0.15175081,0.00714708,2.03122097,1.08455450,0.69695710
-2.05002501,2.99168899,0.16280143,0.00708700,0.16394708,0.00752592,2.19082780,1.17006596,0.75162730
-2.04402201,3.20719795,0.17383443,0.00751178,0.17673651,0.00788114,2.34916115,1.25429614,0.80667218
-2.03801901,3.41952981,0.18474490,0.00791977,0.19003566,0.00820831,2.50418057,1.33603491,0.86152349
-2.03201601,3.62615495,0.19545065,0.00830648,0.20377108,0.00850383,2.65383450,1.41405681,0.91562424
-2.02601301,3.82461159,0.20587298,0.00866770,0.21787929,0.00876504,2.79610866,1.48715170,0.96843875
-2.02001001,4.01256105,0.21593771,0.00899957,0.23230631,0.00899026,2.92907556,1.55415665,1.01946245
-2.01400700,4.18784057,0.22557598,0.00929868,0.24700684,0.00917883,3.05094306,1.61398783,1.06823098
-2.00800400,4.34851150,0.23472463,0.00956206,0.26194288,0.00933114,3.16009985,1.66567098,1.11432798
-2.00200100,4.49290046,0.24332638,0.00978727,0.27708189,0.00944850,3.25515598,1.70836934,1.15739106
-1.99599800,4.61963175,0.25132965,0.00997238,0.29239445,0.00953314,3.33497658,1.74140758,1.19711583
-1.98999500,4.72764956,0.25868822,0.01011599,0.30785151,0.00958800,3.39870746,1.76429096,1.23325763
-1.98399200,4.81622935,0.26536064,0.01021723,0.32342131,0.00961661,3.44579144,1.77671870,1.26563096
-1.97798899,4.88497787,0.27130967,0.01027572,0.33906613,0.00962292,3.47597490,1.77859104,1.29410678
-1.97198599,4.93382262,0.27650158,0.01029156,0.35473913,0.00961106,3.48930449,1.77000976,1.31860784
-1.96598299,4.96299142,0.28090558,0.01026529,0.37038141,0.00958518,3.48611435,1.75127227,1.33910254
-1.95997999,4.97298374,0.28449338,0.01019786,0.38591958,0.00954924,3.46700484,1.72285940,1.35559770
-1.95397699,4.96453573,0.28723893,0.01009059,0.40126400,0.00950685,3.43281386,1.68541774,1.36813092
-1.94797399,4.93858106,0.28911842,0.00994515,0.41630799,0.00946113,3.38458262,1.63973738,1.37676299
-1.94197099,4.89620997,0.29011048,0.00976349,0.43092815,0.00941458,3.32351743,1.58672587,1.38157107
-1.93596798,4.83862872,0.29019671,0.00954785,0.44498583,0.00936905,3.25094951,1.52737998,1.38264309
-1.92996498,4.76712172,0.28936242,0.00930069,0.45832987,0.00932572,3.16829470,1.46275609,1.38007373
-1.92396198,4.68301784,0.28759759,0.00902468,0.47080057,0.00928508,3.07701474,1.39394074,1.37396247
-1.91795898,4.58766260,0.28489795,0.00872269,0.48223476,0.00924706,2.97858173,1.32202232,1.36441365
-1.91195598,4.48239678,0.28126624,0.00839772,0.49247171,0.00921111,2.87444678,1.24806496,1.35153868
-1.90595298,4.36854187,0.27671338,0.00805289,0.50135974,0.00917634,2.76601380,1.17308546,1.33546003
-1.89994997,4.24739212,0.27125963,0.00769140,0.50876301,0.00914168,2.65461883,1.09803388,1.31631686
-1.89394697,4.12021231,0.26493565,0.00731653,0.51456825,0.00910606,2.54151480,1.02377813,1.29427165
-1.88794397,3.98824019,0.25778323,0.00693157,0.51869097,0.00906857,2.42786168,0.95109279,1.26951727
-1.88194097,3.85269198,0.24985583,0.00653978,0.52108073,0.00902866,2.31472108,0.88065209,1.24228391
-1.87593797,3.71476933,0.24121876,0.00614438,0.52172514,0.00898621,2.20305471,0.81302675,1.21284507
-1.86993497,3.57566597,0.23194899,0.00574851,0.52065225,0.00894172,2.09372562,0.74868434,1.18152214
-1.86393197,3.43657250,0.22213454,0.00535515,0.51793114,0.00889632,1.98750130,0.68799261,1.14868691
-1.85792896,3.29867799,0.21187348,0.00496715,0.51367053,0.00885184,1.88505753,0.63122521,1.11476151
-1.85192596,3.16316724,0.20127259,0.00458714,0.50801547,0.00881075,1.78698245,0.57856917,1.08021574
-1.84592296,3.03121338,0.19044561,0.00421753,0.50114216,0.00877616,1.69377990,0.53013356,1.04556133
-1.83991996,2.90396543,0.17951118,0.00386048,0.49325116,0.00875164,1.60587189,0.48595871,1.01134350
-1.83391696,2.78253137,0.16859060,0.00351787,0.48455932,0.00874115,1.52359994,0.44602559,0.97812988
-1.82791396,2.66795747,0.15780536,0.00319131,0.47529078,0.00874882,1.44722548,0.41026485,0.94649726
-1.82191096,2.56120514,0.14727458,0.00288211,0.46566759,0.00877874,1.37692955,0.37856536,0.91701671
-1.81590795,2.46312664,0.13711242,0.00259127,0.45590044,0.00883479,1.31281244,0.35078192,0.89023779
-1.80990495,2.37444143,0.12742559,0.00231951,0.44617991,0.00892042,1.25489381,0.32674215,0.86667246
-1.80390195,2.29571488,0.11831098,0.00206729,0.43666889,0.00903841,1.20311391,0.30625252,0.84677950
-1.79789895,2.22734073,0.10985345,0.00183475,0.42749631,0.00919069,1.15733668,0.28910357,0.83095032
-1.79189595,2.16952912,0.10212404,0.00162183,0.41875278,0.00937824,1.11735519,0.27507448,0.81949661
-1.78589295,2.12230085,0.09517832,0.00142821,0.41048815,0.00960086,1.08289971,0.26393701,0.81264063
-1.77988994,2.08548913,0.08905529,0.00125338,0.40271113,0.00985717,1.05364884,0.25545918,0.81050863
-1.77388694,2.05874872,0.08377664,0.00109666,0.39539105,0.01014454,1.02924333,0.24940858,0.81312763
-1.76788394,2.04157269,0.07934635,0.00095721,0.38846138,0.01045907,1.00930252,0.24555555,0.82042593
-1.76188094,2.03331608,0.07575089,0.00083405,0.38182505,0.01079569,0.99344277,0.24367640,0.83223732
-1.75587794,2.03322562,0.07295977,0.00072614,0.37536099,0.01114824,0.98129712,0.24355654,0.84830888
-1.74987494,2.04047410,0.07092651,0.00063235,0.36893166,0.01150960,0.97253519,0.24499359,0.86831217
-1.74387194,2.05419794,0.06959007,0.00055152,0.36239103,0.01187190,0.96688247,0.24780050,0.89185730
-1.73786893,2.07353607,0.06887658,0.00048244,0.35559268,0.01222673,0.96413755,0.25180843,0.91850943
-1.73186593,2.09766832,0.06870148,0.00042394,0.34839748,0.01256537,0.96418656,0.25686948,0.94780693
-1.72586293,2.12585127,0.06897179,0.00037486,0.34068061,0.01287905,0.96701346,0.26285889,0.97928056
-1.71985993,2.15744990,0.06958878,0.00033405,0.33233747,0.01315924,0.97270555,0.26967674,1.01247270
-1.71385693,2.19196323,0.07045052,0.00030047,0.32328838,0.01339788,0.98145329,0.27724895,1.04695583
-1.70785393,2.22904251,0.07145473,0.00027308,0.31348183,0.01358765,0.99354412,0.28552730,1.08234941
-1.70185093,2.26850092,0.07250142,0.00025098,0.30289621,0.01372220,1.00935012,0.29448856,1.11833415
-1.69584792,2.31031395,0.07349554,0.00023329,0.29154015,0.01379636,1.02930951,0.30413248,1.15466311
-1.68984492,2.35461015,0.07434933,0.00021928,0.27945144,0.01380630,1.05390258,0.31447863,1.19116871
-1.68384192,2.40165230,0.07498450,0.00020825,0.26669475,0.01374969,1.08362287,0.32556218,1.22776536
