energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.79589795,3.12558390,0.01444835,0.00000000,0.01394512,0.55318857,1.11728073,0.94800726,0.01101465,1.55461427
-5.78989495,3.17076699,0.01449839,0.00000000,0.01312368,0.57160878,1.10385421,0.97124169,0.01159740,1.56267680
-5.78389195,3.21826809,0.01455551,0.00000000,0.01245584,0.58960549,1.08936680,0.99531398,0.01218360,1.57294182
-5.77788894,3.26740680,0.01461808,0.00000000,0.01192508,0.60696473,1.07402995,1.01997131,0.01276326,1.58519663
-5.77188594,3.31741664,0.01468388,0.00000000,0.01151386,0.62346255,1.05802354,1.04493846,0.01332599,1.59917480
-5.76588294,3.36745984,0.01475019,0.00000000,0.01120418,0.63886947,1.04149050,1.06992287,0.01386135,1.61456097
-5.75987994,3.41664417,0.01481384,0.00000000,0.01097814,0.65295538,1.02453379,1.09462021,0.01435903,1.63099695
-5.75387694,3.46404179,0.01487134,0.00000000,0.01081844,0.66549455,1.00721566,1.11872028,0.01480917,1.64808896
-5.74787394,3.50870973,0.01491896,0.00000000,0.01070872,0.67627088,0.98955943,1.14191315,0.01520258,1.66541608
-5.74187094,3.54971160,0.01495289,0.00000000,0.01063401,0.68508300,0.97155348,1.16389537,0.01553104,1.68253956
-5.73586793,3.58614012,0.01496939,0.00000000,0.01058093,0.69174950,0.95315724,1.18437616,0.01578749,1.69901304
-5.72986493,3.61713978,0.01496490,0.00000000,0.01053792,0.69611384,0.93430888,1.20308342,0.01596623,1.71439316
-5.72386193,3.64192913,0.01493621,0.00000000,0.01049538,0.69804899,0.91493411,1.21976936,0.01606312,1.72825044
-5.71785893,3.65982201,0.01488058,0.00000000,0.01044575,0.69746179,0.89495569,1.23421573,0.01607563,1.74018009
-5.71185593,3.67024682,0.01479590,0.00000000,0.01038345,0.69429661,0.87430302,1.24623825,0.01600299,1.74981223
-5.70585293,3.67276339,0.01468075,0.00000000,0.01030492,0.68853848,0.85292129,1.25569034,0.01584614,1.75682131
-5.69984992,3.66707656,0.01453452,0.00000000,0.01020843,0.68021532,0.83077968,1.26246589,0.01560774,1.76093433
-5.69384692,3.65304584,0.01435747,0.00000000,0.01009394,0.66939929,0.80787821,1.26650092,0.01529206,1.76193757
-5.68784392,3.63069087,0.01415074,0.00000000,0.00996294,0.65620709,0.78425288,1.26777422,0.01490489,1.75968147
-5.68184092,3.60019207,0.01391635,0.00000000,0.00981814,0.64079900,0.75997873,1.26630669,0.01445331,1.75408370
-5.67583792,3.56188647,0.01365717,0.00000000,0.00966329,0.62337678,0.73517101,1.26215956,0.01394551,1.74512999
-5.66983492,3.51625866,0.01337685,0.00000000,0.00950282,0.60418029,0.70998412,1.25543149,0.01339056,1.73287305
-5.66383192,3.46392718,0.01307972,0.00000000,0.00934164,0.58348287,0.68460870,1.24625461,0.01279813,1.71742936
-5.65782891,3.40562665,0.01277066,0.00000000,0.00918476,0.56158560,0.65926693,1.23478961,0.01217824,1.69897421
-5.65182591,3.34218646,0.01245495,0.00000000,0.00903707,0.53881053,0.63420649,1.22122016,0.01154097,1.67773506
-5.64582291,3.27450672,0.01213813,0.00000000,0.00890306,0.51549316,0.60969343,1.20574680,0.01089621,1.65398363
-5.63981991,3.20353239,0.01182579,0.00000000,0.00878656,0.49197434,0.58600454,1.18858049,0.01025341,1.62802705
-5.63381691,3.13022674,0.01152344,0.00000000,0.00869059,0.46859191,0.56341941,1.16993620,0.00962136,1.60019839
-5.62781391,3.05554508,0.01123632,0.00000000,0.00861715,0.44567243,0.54221282,1.15002669,0.00900800,1.57084707
-5.62181091,2.98040988,0.01096927,0.00000000,0.00856716,0.42352323,0.52264773,1.12905678,0.00842029,1.54032940
-5.61580790,2.90568820,0.01072656,0.00000000,0.00854033,0.40242520,0.50496908,1.10721827,0.00786405,1.50899975
-5.60980490,2.83217222,0.01051186,0.00000000,0.00853524,0.38262652,0.48939882,1.08468577,0.00734391,1.47720242
-5.60380190,2.76056362,0.01032806,0.00000000,0.00854932,0.36433754,0.47613207,1.06161358,0.00686332,1.44526472
-5.59779890,2.69146212,0.01017732,0.00000000,0.00857896,0.34772713,0.46533465,1.03813361,0.00642451,1.41349118
-5.59179590,2.62535838,0.01006101,0.00000000,0.00861969,0.33292035,0.45714164,1.01435454,0.00602855,1.38215906
-5.58579290,2.56263135,0.00997971,0.00000000,0.00866633,0.31999778,0.45165714,0.99036199,0.00567545,1.35151520
-5.57978989,2.50354957,0.00993330,0.00000000,0.00871320,0.30899614,0.44895463,0.96621987,0.00536428,1.32177407
-5.57378689,2.44827611,0.00992096,0.00000000,0.00875438,0.29991036,0.44907796,0.94197254,0.00509326,1.29311686
-5.56778389,2.39687645,0.00994130,0.00000000,0.00878394,0.29269672,0.45204248,0.91764775,0.00485993,1.26569149
-5.56178089,2.34932842,0.00999243,0.00000000,0.00879618,0.28727690,0.45783610,0.89326013,0.00466130,1.23961326
-5.55577789,2.30553354,0.01007202,0.00000000,0.00878587,0.28354276,0.46641990,0.86881489,0.00449402,1.21496596
-5.54977489,2.26532884,0.01017744,0.00000000,0.00874846,0.28136142,0.47772828,0.84431174,0.00435450,1.19180309
-5.54377189,2.22849833,0.01030579,0.00000000,0.00868023,0.28058051,0.49166833,0.81974847,0.00423906,1.17014917
-5.53776888,2.19478363,0.01045399,0.00000000,0.00857845,0.28103326,0.50811849,0.79512432,0.00414406,1.15000088
-5.53176588,2.16389315,0.01061883,0.00000000,0.00844145,0.28254332,0.52692661,0.77044273,0.00406600,1.13132788
-5.52576288,2.13550956,0.01079699,0.00000000,0.00826871,0.28492903,0.54790755,0.74571345,0.00400157,1.11407351
-5.51975988,2.10929549,0.01098506,0.00000000,0.00806077,0.28800714,0.57084061,0.72095392,0.00394778,1.09815519
-5.51375688,2.08489767,0.01117957,0.00000000,0.00781926,0.29159597,0.59546725,0.69618993,0.00390192,1.08346480
-5.50775388,2.06194974,0.01137695,0.00000000,0.00754679,0.29551786,0.62148945,0.67145553,0.00386165,1.06986923
-5.50175088,2.04007423,0.01157356,0.00000000,0.00724679,0.29960120,0.64856925,0.64679235,0.00382496,1.05721123
-5.49574787,2.01888451,0.01176566,0.00000000,0.00692341,0.30368200,0.67632979,0.62224841,0.00379017,1.04531095
-5.48974487,1.99798709,0.01194943,0.00000000,0.00658131,0.30760521,0.70435842,0.59787663,0.00375591,1.03396841
-5.48374187,1.97698517,0.01212101,0.00000000,0.00622555,0.31122584,0.73221204,0.57373318,0.00372110,1.02296701
-5.47773887,1.95548386,0.01227653,0.00000000,0.00586133,0.31441019,0.75942490,0.54987587,0.00368491,1.01207848
-5.47173587,1.93309757,0.01241214,0.00000000,0.00549393,0.31703715,0.78551894,0.52636274,0.00364674,1.00106915
-5.46573287,1.90945980,0.01252417,0.00000000,0.00512849,0.31899970,0.81001638,0.50325106,0.00360620,0.98970765
-5.45972986,1.88423524,0.01260921,0.00000000,0.00476994,0.32020671,0.83245438,0.48059671,0.00356306,0.97777392
-5.45372686,1.85713414,0.01266421,0.00000000,0.00442288,0.32058500,0.85240127,0.45845423,0.00351729,0.96506926
-5.44772386,1.82792825,0.01268669,0.00000000,0.00409156,0.32008156,0.86947352,0.43687727,0.00346901,0.95142707
-5.44172086,1.79646767,0.01267487,0.00000000,0.00377981,0.31866590,0.88335300,0.41591965,0.00341851,0.93672381
-5.43571786,1.76269784,0.01262782,0.00000000,0.00349106,0.31633230,0.89380335,0.39563686,0.00336626,0.92088975
-5.42971486,1.72667538,0.01254559,0.00000000,0.00322839,0.31310191,0.90068489,0.37608777,0.00331292,0.90391874
-5.42371186,1.68858194,0.01242939,0.00000000,0.00299453,0.30902438,0.90396694,0.35733653,0.00325934,0.88587664
-5.41770885,1.64873479,0.01228161,0.00000000,0.00279198,0.30417891,0.90373696,0.33945444,0.00320658,0.86690756
-5.41170585,1.60759321,0.01210593,0.00000000,0.00262302,0.29867454,0.90020578,0.32252155,0.00315591,0.84723767
-5.40570285,1.56575990,0.01190728,0.00000000,0.00248983,0.29264945,0.89370844,0.30662786,0.00310878,0.82717598
-5.39969985,1.52397673,0.01169185,0.00000000,0.00239458,0.28626928,0.88470025,0.29187395,0.00306684,0.80711182
-5.39369685,1.48311444,0.01146693,0.00000000,0.00233942,0.27972438,0.87374819,0.27837090,0.00303189,0.78750899
-5.38769385,1.44415643,0.01124079,0.00000000,0.00232661,0.27322591,0.86151757,0.26623950,0.00300582,0.76889647
-5.38169085,1.40817675,0.01102248,0.00000000,0.00235847,0.26700095,0.84875454,0.25560853,0.00299060,0.75185588
-5.37568784,1.37631291,0.01082155,0.00000000,0.00243745,0.26128671,0.83626491,0.24661244,0.00298816,0.73700623
-5.36968484,1.34973445,0.01064780,0.00000000,0.00256606,0.25632401,0.82489002,0.23938813,0.00300037,0.72498615
-5.36368184,1.32960837,0.01051094,0.00000000,0.00274684,0.25235022,0.81548076,0.23407134,0.00302889,0.71643453
-5.35767884,1.31706262,0.01042028,0.00000000,0.00298227,0.24959194,0.80887051,0.23079246,0.00307515,0.71197008
-5.35167584,1.31314919,0.01038439,0.00000000,0.00327469,0.24825779,0.80584820,0.22967220,0.00314020,0.71217072
-5.34567284,1.31880828,0.01041079,0.00000000,0.00362615,0.24853133,0.80713253,0.23081726,0.00322470,0.71755352
-5.33966983,1.33483488,0.01050566,0.00000000,0.00403827,0.25056474,0.81334830,0.23431613,0.00332878,0.72855608
-5.33366683,1.36184928,0.01067355,0.00000000,0.00451210,0.25447321,0.82500584,0.24023539,0.00345205,0.74552003
-5.32766383,1.40027263,0.01091725,0.00000000,0.00504796,0.26033048,0.84248425,0.24861647,0.00359352,0.76867733
-5.32166083,1.45030857,0.01123756,0.00000000,0.00564523,0.26816557,0.86601907,0.25947332,0.00375159,0.79813996
-5.31565783,1.51193164,0.01163322,0.00000000,0.00630228,0.27796097,0.89569481,0.27279078,0.00392409,0.83389333
-5.30965483,1.58488303,0.01210092,0.00000000,0.00701626,0.28965225,0.93144262,0.28852394,0.00410829,0.87579378
-5.30365183,1.66867364,0.01263533,0.00000000,0.00778305,0.30312922,0.97304296,0.30659838,0.00430095,0.92357016
-5.29764882,1.76259441,0.01322921,0.00000000,0.00859715,0.31823850,1.02013326,0.32691126,0.00449844,0.97682945
-5.29164582,1.86573339,0.01387360,0.00000000,0.00945164,0.33478747,1.07221993,0.34933314,0.00469679,1.03506620
-5.28564282,1.97699875,0.01455805,0.00000000,0.01033825,0.35254946,1.12869451,0.37371047,0.00489184,1.09767538
-5.27963982,2.09514687,0.01527091,0.00000000,0.01124736,0.37126987,1.18885287,0.39986838,0.00507939,1.16396802
-5.27363682,2.21881409,0.01599967,0.00000000,0.01216814,0.39067314,1.25191690,0.42761382,0.00525527,1.23318923
-5.26763382,2.34655107,0.01673130,0.00000000,0.01308873,0.41047019,1.31705775,0.45673859,0.00541556,1.30453755
-5.26163082,2.47685809,0.01745261,0.00000000,0.01399647,0.43036609,1.38341958,0.48702230,0.00555664,1.37718524
-5.25562781,2.60822020,0.01815062,0.00000000,0.01487814,0.45006768,1.45014310,0.51823486,0.00567535,1.45029836
-5.24962481,2.73914064,0.01881294,0.00000000,0.01572033,0.46929082,1.51638781,0.55013866,0.00576909,1.52305624
-5.24362181,2.86817153,0.01942806,0.00000000,0.01650970,0.48776712,1.58135240,0.58249001,0.00583588,1.59466935
-5.23761881,2.99394078,0.01998566,0.00000000,0.01723342,0.50524980,1.64429239,0.61504024,0.00587442,1.66439519
-5.23161581,3.11517448,0.02047686,0.00000000,0.01787951,0.52151858,1.70453472,0.64753614,0.00588412,1.73155159
-5.22561281,3.23071429,0.02089439,0.00000000,0.01843719,0.53638354,1.76148873,0.67972014,0.00586509,1.79552712
-5.21960980,3.33952952,0.02123274,0.00000000,0.01889724,0.54968765,1.81465354,0.71133017,0.00581812,1.85578835
-5.21360680,3.44072418,0.02148825,0.00000000,0.01925227,0.56130825,1.86362160,0.74209966,0.00574460,1.91188402
-5.20760380,3.53353901,0.02165907,0.00000000,0.01949704,0.57115723,1.90807869,0.77175761,0.00564649,1.96344597
-5.20160080,3.61734926,0.02174514,0.00000000,0.01962856,0.57918018,1.94780058,0.80002920,0.00552619,2.01018737
-5.19559780,3.69165871,0.02174810,0.00000000,0.01964628,0.58535459,1.98264680,0.82663708,0.00538645,2.05189821
-5.18959480,3.75609089,0.02167111,0.00000000,0.01955210,0.58968714,2.01255203,0.85130337,0.00523024,2.08843875
-5.18359180,3.81037819,0.02151866,0.00000000,0.01935032,0.59221043,2.03751556,0.87375265,0.00506068,2.11973131
-5.17758879,3.85434983,0.02129640,0.00000000,0.01904754,0.59297924,2.05758962,0.89371593,0.00488090,2.14575083
-5.17158579,3.88791944,0.02101080,0.00000000,0.01865243,0.59206646,2.07286700,0.91093541,0.00469393,2.16651491
-5.16558279,3.91107294,0.02066901,0.00000000,0.01817546,0.58955900,2.08346873,0.92517007,0.00450265,2.18207366
-5.15957979,3.92385738,0.02027851,0.00000000,0.01762856,0.58555378,2.08953217,0.93620173,0.00430969,2.19250002
-5.15357679,3.92637102,0.01984694,0.00000000,0.01702475,0.58015387,2.09120020,0.94384142,0.00411739,2.19788077
-5.14757379,3.91875520,0.01938180,0.00000000,0.01637770,0.57346512,2.08861185,0.94793557,0.00392776,2.19830888
-5.14157079,3.90118786,0.01889030,0.00000000,0.01570131,0.56559307,2.08189458,0.94837188,0.00374244,2.19387716
-5.13556778,3.87387901,0.01837918,0.00000000,0.01500925,0.55664048,2.07115869,0.94508433,0.00356276,2.18467375
-5.12956478,3.83706788,0.01785453,0.00000000,0.01431457,0.54670539,2.05649380,0.93805711,0.00338967,2.17077932
-5.12356178,3.79102172,0.01732171,0.00000000,0.01362931,0.53587967,2.03796757,0.92732722,0.00322382,2.15226616
-5.11755878,3.73603595,0.01678527,0.00000000,0.01296416,0.52424824,2.01562657,0.91298545,0.00306558,2.12919913
-5.11155578,3.67243549,0.01624892,0.00000000,0.01232819,0.51188869,1.98949922,0.89517582,0.00291509,2.10163829
-5.10555278,3.60057698,0.01571554,0.00000000,0.01172867,0.49887146,1.95960054,0.87409322,0.00277228,2.06964311
-5.09954977,3.52085159,0.01518717,0.00000000,0.01117091,0.48526045,1.92593853,0.84997960,0.00263695,2.03327790
-5.09354677,3.43368829,0.01466515,0.00000000,0.01065825,0.47111393,1.88852176,0.82311871,0.00250879,1.99261835
-5.08754377,3.33955714,0.01415013,0.00000000,0.01019207,0.45648584,1.84736773,0.79382971,0.00238744,1.94775857
-5.08154077,3.23897251,0.01364224,0.00000000,0.00977191,0.44142720,1.80251176,0.76245992,0.00227251,1.89881847
-5.07553777,3.13249596,0.01314117,0.00000000,0.00939564,0.42598775,1.75401572,0.72937711,0.00216364,1.84595100
-5.06953477,3.02073842,0.01264631,0.00000000,0.00905970,0.41021754,1.70197628,0.69496156,0.00206050,1.78934874
-5.06353177,2.90436163,0.01215691,0.00000000,0.00875933,0.39416861,1.64653219,0.65959834,0.00196286,1.72924959
-5.05752876,2.78407837,0.01167219,0.00000000,0.00848892,0.37789645,1.58787016,0.62367002,0.00187054,1.66594107
-5.05152576,2.66065138,0.01119146,0.00000000,0.00824233,0.36146129,1.52622897,0.58755009,0.00178349,1.59976296
-5.04552276,2.53489072,0.01071423,0.00000000,0.00801315,0.34492910,1.46190158,0.55159718,0.00170174,1.53110799
-5.03951976,2.40764932,0.01024033,0.00000000,0.00779505,0.32837232,1.39523492,0.51615037,0.00162546,1.46042039
-5.03351676,2.27981665,0.00976994,0.00000000,0.00758206,0.31187007,1.32662745,0.48152534,0.00155488,1.38819228
-5.02751376,2.15231029,0.00930366,0.00000000,0.00736878,0.29550802,1.25652429,0.44801162,0.00149038,1.31495771
-5.02151076,2.02606556,0.00884254,0.00000000,0.00715060,0.27937774,1.18541024,0.41587063,0.00143239,1.24128474
-5.01550775,1.90202311,0.00838804,0.00000000,0.00692387,0.26357560,1.11380082,0.38533451,0.00138143,1.16776554
-5.00950475,1.78111477,0.00794204,0.00000000,0.00668592,0.24820118,1.04223171,0.35660549,0.00133807,1.09500487
-5.00350175,1.66424793,0.00750674,0.00000000,0.00643517,0.23335537,0.97124699,0.32985573,0.00130290,1.02360745
-4.99749875,1.55228872,0.00708464,0.00000000,0.00617110,0.21913797,0.90138669,0.30522738,0.00127654,0.95416444
-4.99149575,1.44604466,0.00667837,0.00000000,0.00589416,0.20564514,0.83317410,0.28283281,0.00125954,0.88723975
-4.98549275,1.34624714,0.00629067,0.00000000,0.00560572,0.19296663,0.76710338,0.26275477,0.00125244,0.82335650
-4.97948974,1.25353449,0.00592419,0.00000000,0.00530788,0.18118298,0.70362809,0.24504657,0.00125566,0.76298433
-4.97348674,1.16843620,0.00558145,0.00000000,0.00500337,0.17036275,0.64315082,0.22973212,0.00126949,0.70652781
-4.96748374,1.09135894,0.00526465,0.00000000,0.00469535,0.16055998,0.58601459,0.21680592,0.00129407,0.65431670
-4.96148074,1.02257509,0.00497564,0.00000000,0.00438724,0.15181197,0.53249621,0.20623303,0.00132937,0.60659810
-4.95547774,0.96221422,0.00471577,0.00000000,0.00408253,0.14413749,0.48280172,0.19794908,0.00137510,0.56353106
-4.94947474,0.91025816,0.00448585,0.00000000,0.00378466,0.13753549,0.43706419,0.19186053,0.00143077,0.52518371
-4.94347174,0.86653988,0.00428607,0.00000000,0.00349683,0.13198453,0.39534379,0.18784522,0.00149562,0.49153315
-4.93746873,0.83074656,0.00411600,0.00000000,0.00322192,0.12744276,0.35763006,0.18575333,0.00156863,0.46246789
-4.93146573,0.80242696,0.00397457,0.00000000,0.00296234,0.12384873,0.32384621,0.18540897,0.00164852,0.43779309
-4.92546273,0.78100287,0.00386010,0.00000000,0.00272004,0.12112284,0.29385524,0.18661244,0.00173378,0.41723811
-4.91945973,0.76578467,0.00377035,0.00000000,0.00249638,0.11916944,0.26746750,0.18914322,0.00182268,0.40046630
-4.91345673,0.75599045,0.00370258,0.00000000,0.00229220,0.11787966,0.24444946,0.19276371,0.00191329,0.38708665
-4.90745373,0.75076820,0.00365367,0.00000000,0.00210778,0.11713460,0.22453322,0.19722381,0.00200357,0.37666683
-4.90145073,0.74922040,0.00362019,0.00000000,0.00194290,0.11680907,0.20742646,0.20226615,0.00209137,0.36874726
-4.89544772,0.75043029,0.00359855,0.00000000,0.00179687,0.11677551,0.19282240,0.20763189,0.00217451,0.36285573
-4.88944472,0.75348872,0.00358511,0.00000000,0.00166862,0.11690801,0.18040949,0.21306697,0.00225088,0.35852192
-4.88344172,0.75752095,0.00357632,0.00000000,0.00155676,0.11708631,0.16988048,0.21832864,0.00231842,0.35529150
-4.87743872,0.76171215,0.00356882,0.00000000,0.00145968,0.11719960,0.16094064,0.22319191,0.00237527,0.35273926
-4.87143572,0.76533077,0.00355960,0.00000000,0.00137561,0.11714991,0.15331483,0.22745583,0.00241981,0.35048077
-4.86543272,0.76774904,0.00354603,0.00000000,0.00130270,0.11685496,0.14675336,0.23094925,0.00245065,0.34818223
-4.85942971,0.76845947,0.00352601,0.00000000,0.00123913,0.11625046,0.14103645,0.23353590,0.00246677,0.34556823
-4.85342671,0.76708719,0.00349798,0.00000000,0.00118314,0.11529164,0.13597721,0.23511845,0.00246749,0.34242707
-4.84742371,0.76339718,0.00346098,0.00000000,0.00113307,0.11395394,0.13142327,0.23564154,0.00245251,0.33861358
-4.84142071,0.75729658,0.00341465,0.00000000,0.00108746,0.11223304,0.12725697,0.23509350,0.00242192,0.33404936
-4.83541771,0.74883166,0.00335922,0.00000000,0.00104505,0.11014391,0.12339422,0.23350672,0.00237618,0.32872056
-4.82941471,0.73817991,0.00329545,0.00000000,0.00100477,0.10771928,0.11978227,0.23095668,0.00231614,0.32267317
-4.82341171,0.72563743,0.00322460,0.00000000,0.00096582,0.10500732,0.11639639,0.22755963,0.00224295,0.31600634
-4.81740870,0.71160235,0.00314835,0.00000000,0.00092760,0.10206887,0.11323585,0.22346903,0.00215805,0.30886380
-4.81140570,0.69655489,0.00306866,0.00000000,0.00088973,0.09897412,0.11031920,0.21887090,0.00206313,0.30142398
-4.80540270,0.68103509,0.00298773,0.00000000,0.00085205,0.09579916,0.10767925,0.21397820,0.00196005,0.29388916
-4.79939970,0.66561898,0.00290783,0.00000000,0.00081454,0.09262227,0.10535788,0.20902452,0.00185079,0.28647416
-4.79339670,0.65089441,0.00283124,0.00000000,0.00077735,0.08952041,0.10340093,0.20425730,0.00173740,0.27939511
-4.78739370,0.63743737,0.00276013,0.00000000,0.00074072,0.08656576,0.10185333,0.19993077,0.00162193,0.27285869
-4.78139070,0.62578979,0.00269644,0.00000000,0.00070500,0.08382273,0.10075477,0.19629889,0.00150636,0.26705235
-4.77538769,0.61643970,0.00264183,0.00000000,0.00067057,0.08134531,0.10013586,0.19360840,0.00139260,0.26213585
-4.76938469,0.60980442,0.00259762,0.00000000,0.00063785,0.07917511,0.10001515,0.19209237,0.00128241,0.25823449
-4.76338169,0.60621733,0.00256469,0.00000000,0.00060722,0.07733991,0.10039691,0.19196411,0.00117740,0.25543420
-4.75737869,0.60591856,0.00254352,0.00000000,0.00057910,0.07585295,0.10126981,0.19341185,0.00107897,0.25377869
-4.75137569,0.60904977,0.00253414,0.00000000,0.00055381,0.07471288,0.10260649,0.19659410,0.00098835,0.25326862
-4.74537269,0.61565303,0.00253618,0.00000000,0.00053166,0.07390432,0.10436398,0.20163573,0.00090658,0.25386285
-4.73936968,0.62567348,0.00254886,0.00000000,0.00051289,0.07339909,0.10648496,0.20862490,0.00083450,0.25548151
-4.73336668,0.63896548,0.00257107,0.00000000,0.00049767,0.07315787,0.10889967,0.21761080,0.00077279,0.25801077
-4.72736368,0.65530169,0.00260142,0.00000000,0.00048613,0.07313240,0.11152845,0.22860214,0.00072196,0.26130885
-4.72136068,0.67438440,0.00263833,0.00000000,0.00047833,0.07326785,0.11428468,0.24156637,0.00068241,0.26521313
-4.71535768,0.69585850,0.00268007,0.00000000,0.00047428,0.07350548,0.11707804,0.25642970,0.00065439,0.26954777
-4.70935468,0.71932534,0.00272488,0.00000000,0.00047396,0.07378534,0.11981784,0.27307777,0.00063812,0.27413154
-4.70335168,0.74435671,0.00277101,0.00000000,0.00047730,0.07404886,0.12241628,0.29135700,0.00063369,0.27878544
-4.69734867,0.77050836,0.00281680,0.00000000,0.00048419,0.07424129,0.12479155,0.31107661,0.00064119,0.28333973
-4.69134567,0.79733241,0.00286077,0.00000000,0.00049450,0.07431385,0.12687056,0.33201133,0.00066064,0.28764007
-4.68534267,0.82438827,0.00290161,0.00000000,0.00050810,0.07422547,0.12859112,0.35390460,0.00069205,0.29155243
-4.67933967,0.85125167,0.00293826,0.00000000,0.00052479,0.07394415,0.12990365,0.37647262,0.00073537,0.29496668
-4.67333667,0.87752161,0.00296989,0.00000000,0.00054439,0.07344779,0.13077224,0.39940875,0.00079055,0.29779871
-4.66733367,0.90282528,0.00299594,0.00000000,0.00056668,0.07272453,0.13117505,0.42238870,0.00085748,0.29999102
-4.66133067,0.92682094,0.00301609,0.00000000,0.00059140,0.07177265,0.13110408,0.44507609,0.00093600,0.30151193
-4.65532766,0.94919904,0.00303023,0.00000000,0.00061829,0.07059993,0.13056440,0.46712853,0.00102589,0.30235351
-4.64932466,0.96968194,0.00303843,0.00000000,0.00064702,0.06922270,0.12957283,0.48820410,0.00112682,0.30252844
-4.64332166,0.98802252,0.00304093,0.00000000,0.00067725,0.06766452,0.12815621,0.50796801,0.00123840,0.30206610
