energy_ev,total_up,Re_p_up,Re_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,2.57045126,0.74783578,1.50031588,0.75683007,0.03376216,0.80401568,0.00000000
-5.99399700,2.64485108,0.76311827,1.54933270,0.78768112,0.03438839,0.82251965,0.00000000
-5.98799400,2.71592069,0.77694156,1.59684807,0.81814485,0.03494370,0.83950886,0.00000000
-5.98199100,2.78308329,0.78913000,1.64252075,0.84796432,0.03542766,0.85482125,0.00000000
-5.97598799,2.84580630,0.79953830,1.68602400,0.87688764,0.03584081,0.86831576,0.00000000
-5.96998499,2.90360285,0.80805371,1.72704566,0.90466985,0.03618449,0.87987292,0.00000000
-5.96398199,2.95603164,0.81459679,1.76528773,0.93107447,0.03646063,0.88939496,0.00000000
-5.95797899,3.00269570,0.81912104,1.80046576,0.95587469,0.03667153,0.89680543,0.00000000
-5.95197599,3.04324059,0.82161145,1.83230829,0.97885437,0.03681962,0.90204869,0.00000000
-5.94597299,3.07735258,0.82208213,1.86055671,0.99980912,0.03690727,0.90508931,0.00000000
-5.93996998,3.10475728,0.82057329,1.88496585,1.01854737,0.03693658,0.90591147,0.00000000
-5.93396698,3.12521924,0.81714777,1.90530543,1.03489173,0.03690921,0.90451865,0.00000000
-5.92796398,3.13854276,0.81188745,1.92136254,1.04868061,0.03682626,0.90093342,0.00000000
-5.92196098,3.14457415,0.80488964,1.93294523,1.05977017,0.03668821,0.89519766,0.00000000
-5.91595798,3.14320550,0.79626375,1.93988718,1.06803672,0.03649487,0.88737289,0.00000000
-5.90995498,3.13437985,0.78612841,1.94205324,1.07337933,0.03624547,0.87754090,0.00000000
-5.90395198,3.11809760,0.77460907,1.93934572,1.07572277,0.03593873,0.86580439,0.00000000
-5.89794897,3.09442367,0.76183627,1.93171111,1.07502055,0.03557305,0.85228765,0.00000000
-5.89194597,3.06349509,0.74794443,1.91914689,1.07125796,0.03514668,0.83713702,0.00000000
-5.88594297,3.02552834,0.73307125,1.90170794,1.06445489,0.03465798,0.82052104,0.00000000
-5.87993997,2.98082591,0.71735755,1.87951238,1.05466827,0.03410571,0.80263010,0.00000000
-5.87393697,2.92978143,0.70094742,1.85274611,1.04199395,0.03348930,0.78367555,0.00000000
-5.86793397,2.87288282,0.68398848,1.82166595,1.02656779,0.03280912,0.76388799,0.00000000
-5.86193097,2.81071285,0.66663215,1.78660087,1.00856580,0.03206675,0.74351480,0.00000000
-5.85592796,2.74394680,0.64903365,1.74795115,0.98820330,0.03126522,0.72281692,0.00000000
-5.84992496,2.67334681,0.63135165,1.70618516,0.96573283,0.03040913,0.70206465,0.00000000
-5.84392196,2.59975288,0.61374741,1.66183393,0.94144105,0.02950481,0.68153286,0.00000000
-5.83791896,2.52407051,0.59638326,1.61548324,0.91564436,0.02856032,0.66149543,0.00000000
-5.83191596,2.44725526,0.57942057,1.56776365,0.88868363,0.02758541,0.64221928,0.00000000
-5.82591296,2.37029459,0.56301696,1.51933862,0.86091796,0.02659137,0.62395807,0.00000000
-5.81990995,2.29418758,0.54732320,1.47089111,0.83271787,0.02559085,0.60694588,0.00000000
-5.81390695,2.21992326,0.53247954,1.42310904,0.80445802,0.02459756,0.59139103,0.00000000
-5.80790395,2.14845836,0.51861202,1.37667034,0.77650980,0.02362588,0.57747044,0.00000000
-5.80190095,2.08069539,0.50582876,1.33222788,0.74923411,0.02269051,0.56532464,0.00000000
-5.79589795,2.01746186,0.49421651,1.29039502,0.72297453,0.02180601,0.55505377,0.00000000
-5.78989495,1.95949159,0.48383773,1.25173223,0.69805122,0.02098634,0.54671481,0.00000000
-5.78389195,1.90740887,0.47472847,1.21673538,0.67475570,0.02024441,0.54032004,0.00000000
-5.77788894,1.86171598,0.46689704,1.18582590,0.65334670,0.01959165,0.53583705,0.00000000
-5.77188594,1.82278468,0.46032379,1.15934334,0.63404717,0.01903764,0.53319016,0.00000000
-5.76588294,1.79085183,0.45496202,1.13754038,0.61704250,0.01858971,0.53226339,0.00000000
-5.75987994,1.76601925,0.45073990,1.12058043,0.60247982,0.01825277,0.53290475,0.00000000
-5.75387694,1.74825763,0.44756351,1.10853768,0.59046838,0.01802903,0.53493174,0.00000000
-5.74787394,1.73741416,0.44532070,1.10139965,0.58108081,0.01791794,0.53813790,0.00000000
-5.74187094,1.73322339,0.44388576,1.09907167,0.57435494,0.01791621,0.54230003,0.00000000
-5.73586793,1.73532062,0.44312448,1.10138322,0.57029617,0.01801783,0.54718591,0.00000000
-5.72986493,1.74325716,0.44289946,1.10809562,0.56887993,0.01821428,0.55256208,0.00000000
-5.72386193,1.75651664,0.44307543,1.11891069,0.57005417,0.01849476,0.55820143,0.00000000
-5.71785893,1.77453173,0.44352422,1.13347991,0.57374155,0.01884653,0.56389035,0.00000000
-5.71185593,1.79670040,0.44412928,1.15141384,0.57984138,0.01925527,0.56943503,0.00000000
-5.70585293,1.82240131,0.44478941,1.17229132,0.58823104,0.01970548,0.57466681,0.00000000
-5.69984992,1.85100776,0.44542177,1.19566825,0.59876696,0.02018099,0.57944638,0.00000000
-5.69384692,1.88189986,0.44596381,1.22108574,0.61128518,0.02066537,0.58366670,0.00000000
-5.68784392,1.91447479,0.44637438,1.24807758,0.62560169,0.02114245,0.58725461,0.00000000
-5.68184092,1.94815508,0.44663383,1.27617687,0.64151251,0.02159669,0.59017110,0.00000000
-5.67583792,1.98239502,0.44674323,1.30492196,0.65879394,0.02201368,0.59241049,0.00000000
-5.66983492,2.01668530,0.44672288,1.33386167,0.67720298,0.02238044,0.59399834,0.00000000
-5.66383192,2.05055624,0.44661014,1.36255998,0.69647833,0.02268581,0.59498856,0.00000000
-5.65782891,2.08357990,0.44645684,1.39060031,0.71634192,0.02292061,0.59545968,0.00000000
-5.65182591,2.11537132,0.44632630,1.41758938,0.73650137,0.02307792,0.59551064,0.00000000
-5.64582291,2.14558914,0.44629018,1.44316100,0.75665325,0.02315310,0.59525610,0.00000000
-5.63981991,2.17393600,0.44642530,1.46697961,0.77648728,0.02314391,0.59482173,0.00000000
-5.63381691,2.20015866,0.44681048,1.48874375,0.79569140,0.02305040,0.59433940,0.00000000
-5.62781391,2.22404817,0.44752358,1.50818933,0.81395752,0.02287484,0.59394258,0.00000000
-5.62181091,2.24543988,0.44863868,1.52509281,0.83098789,0.02262157,0.59376195,0.00000000
-5.61580790,2.26421341,0.45022356,1.53927384,0.84650170,0.02229673,0.59392149,0.00000000
-5.60980490,2.28029234,0.45233746,1.55059767,0.86024168,0.02190806,0.59453493,0.00000000
-5.60380190,2.29364358,0.45502908,1.55897671,0.87198043,0.02146456,0.59570265,0.00000000
-5.59779890,2.30427617,0.45833491,1.56437144,0.88152609,0.02097623,0.59750917,0.00000000
-5.59179590,2.31223930,0.46227787,1.56679032,0.88872710,0.02045368,0.60002102,0.00000000
-5.58579290,2.31761957,0.46686616,1.56628857,0.89347578,0.01990792,0.60328519,0.00000000
-5.57978989,2.32053725,0.47209246,1.56296596,0.89571054,0.01934998,0.60732794,0.00000000
-5.57378689,2.32114158,0.47793334,1.55696326,0.89541659,0.01879067,0.61215417,0.00000000
-5.56778389,2.31960510,0.48434909,1.54845776,0.89262505,0.01824038,0.61774708,0.00000000
-5.56178089,2.31611727,0.49128368,1.53765761,0.88741057,0.01770880,0.62406833,0.00000000
-5.55577789,2.31087745,0.49866521,1.52479550,0.87988751,0.01720484,0.63105852,0.00000000
-5.54977489,2.30408750,0.50640656,1.51012162,0.87020492,0.01673649,0.63863812,0.00000000
-5.54377189,2.29594452,0.51440652,1.49389639,0.85854046,0.01631074,0.64670871,0.00000000
-5.53776888,2.28663382,0.52255114,1.47638310,0.84509373,0.01593357,0.65515470,0.00000000
-5.53176588,2.27632267,0.53071556,1.45784094,0.83007915,0.01560995,0.66384532,0.00000000
-5.52576288,2.26515518,0.53876613,1.43851854,0.81371886,0.01534389,0.67263712,0.00000000
-5.51975988,2.25324850,0.54656288,1.41864854,0.79623586,0.01513850,0.68137682,0.00000000
-5.51375688,2.24069067,0.55396227,1.39844314,0.77784782,0.01499608,0.68990446,0.00000000
-5.50775388,2.22754037,0.56082018,1.37809105,0.75876163,0.01491822,0.69805701,0.00000000
