energy_ev,total_up,B_p_up,B_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,1.20147030,0.30919771,0.00000000,0.37645870,0.65913431,0.01092341,0.17418977
-5.99399700,1.12849246,0.29806455,0.00000000,0.35189784,0.63479967,0.01009720,0.15711487
-5.98799400,1.06193534,0.28868621,0.00000000,0.32918314,0.61430201,0.00928784,0.14103815
-5.98199100,1.00226830,0.28117292,0.00000000,0.30849402,0.59784873,0.00850823,0.12601075
-5.97598799,0.94983346,0.27559460,0.00000000,0.28996670,0.58556666,0.00777015,0.11207055
-5.96998499,0.90483846,0.27197855,0.00000000,0.27369192,0.57749746,0.00708410,0.09924183
-5.96398199,0.86735411,0.27030864,0.00000000,0.25971420,0.57359591,0.00645926,0.08753563
-5.95797899,0.83731676,0.27052591,0.00000000,0.24803271,0.57373089,0.00590341,0.07695062
-5.95197599,0.81453528,0.27253057,0.00000000,0.23860365,0.57768923,0.00542301,0.06747456
-5.94597299,0.79870230,0.27618532,0.00000000,0.23134388,0.58518211,0.00502321,0.05908631
-5.93996998,0.78940909,0.28131975,0.00000000,0.22613571,0.59585379,0.00470798,0.05175824
-5.93396698,0.78616350,0.28773577,0.00000000,0.22283261,0.60929230,0.00448020,0.04545902
-5.92796398,0.78841004,0.29521374,0.00000000,0.22126552,0.62504165,0.00434177,0.04015660
-5.92196098,0.79555152,0.30351908,0.00000000,0.22124950,0.64261512,0.00429378,0.03582140
-5.91595798,0.80697122,0.31240914,0.00000000,0.22259064,0.66150905,0.00433660,0.03242949
-5.90995498,0.82205510,0.32164011,0.00000000,0.22509271,0.68121678,0.00447003,0.02996574
-5.90395198,0.84021309,0.33097362,0.00000000,0.22856365,0.70124223,0.00469341,0.02842678
-5.89794897,0.86089903,0.34018304,0.00000000,0.23282150,0.72111257,0.00500575,0.02782374
-5.89194597,0.88362868,0.34905905,0.00000000,0.23769977,0.74038994,0.00540583,0.02818464
-5.88594297,0.90799529,0.35741458,0.00000000,0.24305204,0.75868160,0.00589230,0.02955637
-5.87993997,0.93368244,0.36508882,0.00000000,0.24875581,0.77564849,0.00646378,0.03200619
-5.87393697,0.96047389,0.37195036,0.00000000,0.25471542,0.79101200,0.00711892,0.03562254
-5.86793397,0.98826012,0.37789933,0.00000000,0.26086415,0.80455883,0.00785651,0.04051530
-5.86193097,1.01704146,0.38286863,0.00000000,0.26716534,0.81614395,0.00867553,0.04681523
-5.85592796,1.04692771,0.38682413,0.00000000,0.27361261,0.82569165,0.00957519,0.05467257
-5.84992496,1.07813411,0.38976401,0.00000000,0.28022918,0.83319475,0.01055496,0.06425468
-5.84392196,1.11097361,0.39171725,0.00000000,0.28706620,0.83871205,0.01161460,0.07574281
