energy_ev,total_up,As_p_up,As_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,7.57332934,1.65017242,0.00000000,3.76937700,5.12231590,0.04049497,1.04002416
-5.99399700,7.67975633,1.67101366,0.00000000,3.71937074,5.21721234,0.04102594,1.06045944
-5.98799400,7.78637665,1.69214033,0.00000000,3.66818008,5.31254778,0.04162597,1.08085144
-5.98199100,7.89141109,1.71297776,0.00000000,3.61565891,5.40692022,0.04227392,1.10105253
-5.97598799,7.99322873,1.73296024,0.00000000,3.56168130,5.49904487,0.04294831,1.12093785
-5.96998499,8.09041503,1.75154930,0.00000000,3.50615450,5.58780827,0.04362771,1.14041086
-5.96398199,8.18183259,1.76825086,0.00000000,3.44903005,5.67231632,0.04429115,1.15940843
-5.95797899,8.26667186,1.78263063,0.00000000,3.39031311,5.75193400,0.04491861,1.17790511
-5.95197599,8.34448955,1.79432732,0.00000000,3.33006997,5.82631484,0.04549150,1.19591647
-5.94597299,8.41523269,1.80306303,0.00000000,3.26843375,5.89541844,0.04599316,1.21350101
-5.93996998,8.47924671,1.80865078,0.00000000,3.20560833,5.95951492,0.04640934,1.23076056
-5.93396698,8.53726674,1.81099864,0.00000000,3.14187053,6.01917549,0.04672869,1.24783869
-5.92796398,8.59039152,1.81011061,0.00000000,3.07757048,6.07524914,0.04694317,1.26491720
-5.92196098,8.64004061,1.80608407,0.00000000,3.01313013,6.12882589,0.04704841,1.28221031
-5.91595798,8.68789570,1.79910403,0.00000000,2.94903961,6.18118773,0.04704397,1.29995678
-5.90995498,8.73582818,1.78943444,0.00000000,2.88585150,6.23374908,0.04693348,1.31840996
-5.90395198,8.78581571,1.77740684,0.00000000,2.82417268,6.28798916,0.04672469,1.33782608
-5.89794897,8.83985105,1.76340695,0.00000000,2.76465386,6.34537935,0.04642933,1.35845124
-5.89194597,8.89984736,1.74785977,0.00000000,2.70797679,6.40730864,0.04606287,1.38050763
-5.88594297,8.96754444,1.73121371,0.00000000,2.65483938,6.47501115,0.04564411,1.40417965
-5.87993997,9.04442048,1.71392464,0.00000000,2.60593907,6.54949914,0.04519467,1.42960069
-5.87393697,9.13161401,1.69644050,0.00000000,2.56195502,6.63150529,0.04473833,1.45684136
-5.86793397,9.22986035,1.67918702,0.00000000,2.52352976,6.72143730,0.04430029,1.48589991
-5.86193097,9.33944606,1.66255540,0.00000000,2.49125108,6.81934761,0.04390635,1.51669548
-5.85592796,9.46018429,1.64689219,0.00000000,2.46563489,6.92491987,0.04358207,1.54906488
-5.84992496,9.59141245,1.63249196,0.00000000,2.44711005,7.03747334,0.04335188,1.58276299
-5.84392196,9.73201261,1.61959277,0.00000000,2.43600565,7.15598490,0.04323824,1.61746726
-5.83791896,9.88045362,1.60837460,0.00000000,2.43254155,7.27912761,0.04326091,1.65278592
