energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.60380190,2.35913837,0.39288255,0.00961816,0.09112501,1.49162302,0.00000000,0.59561418,0.56342209
-5.59779890,2.32978929,0.37758655,0.00970220,0.08963735,1.47557170,0.00000000,0.58754975,0.55715758
-5.59179590,2.29190296,0.36102754,0.00983523,0.08825311,1.45397385,0.00000000,0.57816675,0.54834490
-5.58579290,2.24620341,0.34344394,0.01002459,0.08702036,1.42725369,0.00000000,0.56763713,0.53714017
-5.57978989,2.19359600,0.32509133,0.01027771,0.08598967,1.39595731,0.00000000,0.55617272,0.52374758
-5.57378689,2.13513808,0.30623451,0.01060186,0.08521206,1.36073479,0.00000000,0.54401835,0.50841291
-5.56778389,2.07200414,0.28713953,0.01100383,0.08473674,1.32231828,0.00000000,0.53144322,0.49141562
-5.56178089,2.00544631,0.26806594,0.01148964,0.08460892,1.28149696,0.00000000,0.51873083,0.47306009
-5.55577789,1.93675207,0.24925976,0.01206414,0.08486742,1.23908973,0.00000000,0.50616797,0.45366604
-5.54977489,1.86720061,0.23094714,0.01273066,0.08554259,1.19591691,0.00000000,0.49403312,0.43355867
-5.54377189,1.79801968,0.21332904,0.01349059,0.08665421,1.15277186,0.00000000,0.48258486,0.41305894
-5.53776888,1.73034474,0.19657711,0.01434307,0.08820981,1.11039401,0.00000000,0.47205086,0.39247418
-5.53176588,1.66518205,0.18083071,0.01528464,0.09020320,1.06944418,0.00000000,0.46261786,0.37208961
-5.52576288,1.60337726,0.16619523,0.01630902,0.09261361,1.03048335,0.00000000,0.45442327,0.35216090
-5.51975988,1.54559086,0.15274165,0.01740695,0.09540516,0.99395585,0.00000000,0.44754879,0.33290816
-5.51375688,1.49228139,0.14050719,0.01856614,0.09852697,0.96017744,0.00000000,0.44201630,0.31451153
-5.50775388,1.44369717,0.12949712,0.01977132,0.10191394,0.92932899,0.00000000,0.43778641,0.29710846
-5.50175088,1.39987680,0.11968738,0.02100450,0.10548795,0.90145584,0.00000000,0.43475971,0.28079280
-5.49574787,1.36065823,0.11102802,0.02224522,0.10915985,0.87647275,0.00000000,0.43278067,0.26561557
-5.48974487,1.32569592,0.10344713,0.02347104,0.11283183,0.85417424,0.00000000,0.43164413,0.25158745
-5.48374187,1.29448525,0.09685525,0.02465812,0.11640030,0.83424970,0.00000000,0.43110405,0.23868265
-5.47773887,1.26639284,0.09114992,0.02578185,0.11975919,0.81630237,0.00000000,0.43088411,0.22684407
-5.47173587,1.24069141,0.08622023,0.02681761,0.12280341,0.79987151,0.00000000,0.43068983,0.21598938
-5.46573287,1.21659749,0.08195131,0.02774152,0.12543243,0.78445642,0.00000000,0.43022142,0.20601776
-5.45972986,1.19331023,0.07822845,0.02853123,0.12755379,0.76954132,0.00000000,0.42918699,0.19681696
-5.45372686,1.17004954,0.07494093,0.02916669,0.12908647,0.75461989,0.00000000,0.42731546,0.18827034
-5.44772386,1.14609195,0.07198523,0.02963083,0.12996380,0.73921839,0.00000000,0.42436850,0.18026371
-5.44172086,1.12080261,0.06926777,0.02991014,0.13013598,0.72291640,0.00000000,0.42015109,0.17269146
-5.43571786,1.09366221,0.06670697,0.02999518,0.12957197,0.70536424,0.00000000,0.41452024,0.16546210
-5.42971486,1.06428790,0.06423478,0.02988092,0.12826069,0.68629664,0.00000000,0.40739145,0.15850265
-5.42371186,1.03244750,0.06179745,0.02956686,0.12621150,0.66554195,0.00000000,0.39874276,0.15176214
-5.41770885,0.99806671,0.05935583,0.02905707,0.12345399,0.64302694,0.00000000,0.38861621,0.14521384
-5.41170585,0.96122944,0.05688507,0.02836005,0.12003701,0.61877714,0.00000000,0.37711675,0.13885646
-5.40570285,0.92217163,0.05437383,0.02748835,0.11602702,0.59291291,0.00000000,0.36440875,0.13271423
-5.39969985,0.88126921,0.05182308,0.02645814,0.11150592,0.56564170,0.00000000,0.35071031,0.12683597
-5.39369685,0.83902099,0.04924465,0.02528865,0.10656839,0.53724720,0.00000000,0.33628560,0.12129331
-5.38769385,0.79602775,0.04665939,0.02400146,0.10131886,0.50807583,0.00000000,0.32143584,0.11617821
-5.38169085,0.75296850,0.04409536,0.02261982,0.09586829,0.47852162,0.00000000,0.30648903,0.11159981
-5.37568784,0.71057509,0.04158578,0.02116785,0.09033088,0.44900999,0.00000000,0.29178918,0.10768099
-5.36968484,0.66960647,0.03916713,0.01966987,0.08482084,0.41998139,0.00000000,0.27768513,0.10455462
-5.36368184,0.63082337,0.03687723,0.01814965,0.07944928,0.39187540,0.00000000,0.26451971,0.10235963
-5.35767884,0.59496463,0.03475347,0.01662981,0.07432143,0.36511585,0.00000000,0.25261935,0.10123720
-5.35167584,0.56272562,0.03283132,0.01513125,0.06953417,0.34009766,0.00000000,0.24228455,0.10132697
-5.34567284,0.53473961,0.03114285,0.01367277,0.06517399,0.31717547,0.00000000,0.23378147,0.10276346
-5.33966983,0.51156215,0.02971574,0.01227069,0.06131534,0.29665462,0.00000000,0.22733480,0.10567273
-5.33366683,0.49365901,0.02857230,0.01093866,0.05801948,0.27878438,0.00000000,0.22312212,0.11016934
-5.32766383,0.48139742,0.02772892,0.00968760,0.05533372,0.26375358,0.00000000,0.22126974,0.11635361
-5.32166083,0.47504076,0.02719565,0.00852565,0.05329114,0.25168852,0.00000000,0.22185010,0.12430923
-5.31565783,0.47474642,0.02697612,0.00745835,0.05191061,0.24265298,0.00000000,0.22488083,0.13410118
-5.30965483,0.48056656,0.02706759,0.00648877,0.05119724,0.23665026,0.00000000,0.23032520,0.14577400
-5.30365183,0.49245152,0.02746126,0.00561779,0.05114303,0.23362680,0.00000000,0.23809420,0.15935046
-5.29764882,0.51025557,0.02814274,0.00484436,0.05172787,0.23347741,0.00000000,0.24804988,0.17483053
-5.29164582,0.53374464,0.02909275,0.00416584,0.05292070,0.23605152,0.00000000,0.26001007,0.19219074
-5.28564282,0.56260568,0.03028784,0.00357835,0.05468082,0.24116055,0.00000000,0.27375420,0.21138391
-5.27963982,0.59645749,0.03170136,0.00307703,0.05695935,0.24858585,0.00000000,0.28903017,0.23233926
-5.27363682,0.63486249,0.03330447,0.00265642,0.05970086,0.25808723,0.00000000,0.30556198,0.25496293
-5.26763382,0.67733948,0.03506720,0.00231069,0.06284495,0.26941163,0.00000000,0.32305811,0.27913885
-5.26163082,0.72337673,0.03695962,0.00203389,0.06632799,0.28230199,0.00000000,0.34122022,0.30473000
-5.25562781,0.77244547,0.03895297,0.00182021,0.07008486,0.29650585,0.00000000,0.35975205,0.33158009
-5.24962481,0.82401321,0.04102084,0.00166409,0.07405064,0.31178370,0.00000000,0.37836825,0.35951550
-5.24362181,0.87755687,0.04314022,0.00156039,0.07816235,0.32791671,0.00000000,0.39680277,0.38834765
-5.23761881,0.93257505,0.04529256,0.00150447,0.08236055,0.34471377,0.00000000,0.41481667,0.41787551
-5.23161581,0.98859951,0.04746463,0.00149222,0.08659092,0.36201756,0.00000000,0.43220492,0.44788846
-5.22561281,1.04520513,0.04964930,0.00152013,0.09080562,0.37970942,0.00000000,0.44880207,0.47816923
-5.21960980,1.10201835,0.05184607,0.00158522,0.09496451,0.39771290,0.00000000,0.46448637,0.50849692
-5.21360680,1.15872352,0.05406139,0.00168506,0.09903613,0.41599574,0.00000000,0.47918236,0.53865013
-5.20760380,1.21506706,0.05630873,0.00181764,0.10299836,0.43457020,0.00000000,0.49286167,0.56840989
-5.20160080,1.27085898,0.05860839,0.00198135,0.10683886,0.45349143,0.00000000,0.50554187,0.59756255
-5.19559780,1.32597187,0.06098697,0.00217486,0.11055497,0.47285413,0.00000000,0.51728362,0.62590244
-5.18959480,1.38033699,0.06347653,0.00239700,0.11415345,0.49278715,0.00000000,0.52818587,0.65323423
-5.18359180,1.43393766,0.06611352,0.00264667,0.11764961,0.51344628,0.00000000,0.53837952,0.67937490
-5.17758879,1.48679999,0.06893734,0.00292271,0.12106620,0.53500538,0.00000000,0.54801963,0.70415542
-5.17158579,1.53898123,0.07198867,0.00322378,0.12443184,0.55764598,0.00000000,0.55727645,0.72742188
-5.16558279,1.59055613,0.07530762,0.00354826,0.12777917,0.58154570,0.00000000,0.56632570,0.74903627
-5.15957979,1.64160175,0.07893163,0.00389414,0.13114268,0.60686590,0.00000000,0.57533845,0.76887673
-5.15357679,1.69218140,0.08289338,0.00425894,0.13455640,0.63373907,0.00000000,0.58447100,0.78683742
-5.14757379,1.74232841,0.08721860,0.00463966,0.13805148,0.66225634,0.00000000,0.59385522,0.80282802
-5.14157079,1.79203046,0.09192399,0.00503273,0.14165375,0.69245592,0.00000000,0.60358983,0.81677283
-5.13556778,1.84121540,0.09701531,0.00543397,0.14538147,0.72431282,0.00000000,0.61373296,0.82860977
-5.12956478,1.88973934,0.10248570,0.00583864,0.14924330,0.75773062,0.00000000,0.62429638,0.83828918
-5.12356178,1.93737783,0.10831442,0.00624149,0.15323669,0.79253574,0.00000000,0.63524175,0.84577259
-5.11755878,1.98382082,0.11446596,0.00663679,0.15734665,0.82847473,0.00000000,0.64647910,0.85103175
-5.11155578,2.02867206,0.12088972,0.00701849,0.16154519,0.86521491,0.00000000,0.65786766,0.85404771
-5.10555278,2.07145333,0.12752029,0.00738035,0.16579136,0.90234863,0.00000000,0.66921906,0.85481049
-5.09954977,2.11161360,0.13427829,0.00771605,0.17003193,0.93940125,0.00000000,0.68030302,0.85331901
-5.09354677,2.14854327,0.14107188,0.00801942,0.17420277,0.97584264,0.00000000,0.69085502,0.84958166
-5.08754377,2.18159297,0.14779892,0.00828461,0.17823087,1.01110201,0.00000000,0.70058602,0.84361738
-5.08154077,2.21009646,0.15434959,0.00850626,0.18203690,1.04458559,0.00000000,0.70919359,0.83545728
-5.07553777,2.23339669,0.16060964,0.00867968,0.18553825,1.07569640,0.00000000,0.71637411,0.82514673
-5.06953477,2.25087401,0.16646389,0.00880106,0.18865240,1.10385549,0.00000000,0.72183552,0.81274775
-5.06353177,2.26197512,0.17180005,0.00886753,0.19130045,1.12852352,0.00000000,0.72530996,0.79834174
-5.05752876,2.26624153,0.17651260,0.00887738,0.19341065,1.14922185,0.00000000,0.72656578,0.78203204
-5.05152576,2.26333579,0.18050660,0.00883001,0.19492175,1.16555205,0.00000000,0.72541838,0.76394640
-5.04552276,2.25306437,0.18370124,0.00872609,0.19578597,1.17721284,0.00000000,0.72173929,0.74423895
-5.03951976,2.23539555,0.18603293,0.00856745,0.19597147,1.18401361,0.00000000,0.71546301,0.72309152
-5.03351676,2.21047142,0.18745789,0.00835710,0.19546414,1.18588372,0.00000000,0.70659140,0.70071400
-5.02751376,2.17861294,0.18795396,0.00809907,0.19426865,1.18287708,0.00000000,0.69519523,0.67734378
-5.02151076,2.14031771,0.18752157,0.00779836,0.19240860,1.17517165,0.00000000,0.68141288,0.65324384
-5.01550775,2.09625015,0.18618397,0.00746072,0.18992593,1.16306386,0.00000000,0.66544622,0.62869977
-5.00950475,2.04722446,0.18398638,0.00709251,0.18687935,1.14695803,0.00000000,0.64755378,0.60401543
-5.00350175,1.99418100,0.18099442,0.00670046,0.18334219,1.12735146,0.00000000,0.62804164,0.57950763
-4.99749875,1.93815709,0.17729164,0.00629150,0.17939944,1.10481574,0.00000000,0.60725245,0.55549978
-4.99149575,1.88025361,0.17297645,0.00587254,0.17514442,1.07997524,0.00000000,0.58555295,0.53231489
-4.98549275,1.82159905,0.16815845,0.00545029,0.17067506,1.05348392,0.00000000,0.56332087,0.51026817
-4.97948974,1.76331270,0.16295439,0.00503109,0.16609007,1.02600156,0.00000000,0.54093153,0.48965953
-4.97348674,1.70646883,0.15748402,0.00462072,0.16148519,0.99817059,0.00000000,0.51874505,0.47076645
-4.96748374,1.65206366,0.15186590,0.00422436,0.15694973,0.97059470,0.00000000,0.49709451,0.45383749
-4.96148074,1.60098664,0.14621345,0.00384639,0.15256348,0.94382029,0.00000000,0.47627581,0.43908669
-4.95547774,1.55399744,0.14063143,0.00349042,0.14839425,0.91832148,0.00000000,0.45653949,0.42668937
-4.94947474,1.51170967,0.13521293,0.00315924,0.14449614,0.89448955,0.00000000,0.43808497,0.41677927
-4.94347174,1.47458189,0.13003702,0.00285479,0.14090849,0.87262694,0.00000000,0.42105731,0.40944733
-4.93746873,1.44291622,0.12516719,0.00257826,0.13765568,0.85294612,0.00000000,0.40554658,0.40474208
-4.93146573,1.41686413,0.12065055,0.00233006,0.13474770,0.83557307,0.00000000,0.39158980,0.40267156
-4.92546273,1.39643890,0.11651780,0.00210998,0.13218139,0.82055490,0.00000000,0.37917519,0.40320661
-4.91945973,1.38153369,0.11278395,0.00191723,0.12994230,0.80787108,0.00000000,0.36824839,0.40628530
-4.91345673,1.37194384,0.10944969,0.00175056,0.12800703,0.79744732,0.00000000,0.35872034,0.41181815
-4.90745373,1.36739188,0.10650328,0.00160834,0.12634585,0.78917116,0.00000000,0.35047622,0.41969386
-4.90145073,1.36755375,0.10392283,0.00148872,0.12492548,0.78290829,0.00000000,0.34338498,0.42978497
-4.89544772,1.37208426,0.10167891,0.00138968,0.12371184,0.77851847,0.00000000,0.33730893,0.44195337
-4.88944472,1.38064059,0.09973716,0.00130914,0.12267256,0.77587008,0.00000000,0.33211290,0.45605500
-4.88344172,1.39290223,0.09806091,0.00124507,0.12177924,0.77485257,0.00000000,0.32767237,0.47194369
-4.87743872,1.40858635,0.09661366,0.00119555,0.12100911,0.77538588,0.00000000,0.32388034,0.48947377
-4.87143572,1.42745786,0.09536118,0.00115883,0.12034627,0.77742656,0.00000000,0.32065252,0.50850149
-4.86543272,1.44933370,0.09427331,0.00113340,0.11978224,0.78097016,0.00000000,0.31793062,0.52888507
-4.85942971,1.47408154,0.09332531,0.00111800,0.11931593,0.78604998,0.00000000,0.31568368,0.55048364
-4.85342671,1.50161301,0.09249872,0.00111167,0.11895295,0.79273226,0.00000000,0.31390740,0.57315516
-4.84742371,1.53187241,0.09178177,0.00111375,0.11870446,0.80110827,0.00000000,0.31262164,0.59675366
-4.84142071,1.56482176,0.09116936,0.00112388,0.11858554,0.81128386,0.00000000,0.31186627,0.62112604
-4.83541771,1.60042347,0.09066258,0.00114202,0.11861313,0.82336720,0.00000000,0.31169557,0.64610903
-4.82941471,1.63862177,0.09026801,0.00116835,0.11880395,0.83745542,0.00000000,0.31217174,0.67152634
-4.82341171,1.67932453,0.08999664,0.00120335,0.11917215,0.85362108,0.00000000,0.31335775,0.69718669
-4.81740870,1.72238644,0.08986264,0.00124765,0.11972720,0.87189926,0.00000000,0.31531001,0.72288276
-4.81140570,1.76759489,0.08988209,0.00130208,0.12047184,0.89227595,0.00000000,0.31807129,0.74839141
-4.80540270,1.81465941,0.09007155,0.00136756,0.12140053,0.91467857,0.00000000,0.32166432,0.77347524
-4.79939970,1.86320532,0.09044681,0.00144507,0.12249816,0.93896897,0.00000000,0.32608635,0.79788543
-4.79339670,1.91277202,0.09102159,0.00153557,0.12373944,0.96493938,0.00000000,0.33130500,0.82136579
-4.78739370,1.96281592,0.09180648,0.00163996,0.12508867,0.99231157,0.00000000,0.33725568,0.84365790
-4.78139070,2.01271791,0.09280793,0.00175900,0.12650028,1.02073917,0.00000000,0.34384065,0.86450684
-4.77538769,2.06179485,0.09402752,0.00189327,0.12791977,1.04981308,0.00000000,0.35092976,0.88366735
-4.76938469,2.10931442,0.09546136,0.00204306,0.12928524,1.07906970,0.00000000,0.35836289,0.90090993
-4.76338169,2.15451253,0.09709965,0.00220837,0.13052938,1.10800164,0.00000000,0.36595399,0.91602650
-4.75737869,2.19661245,0.09892651,0.00238883,0.13158182,1.13607040,0.00000000,0.37349633,0.92883537
-4.75137569,2.23484460,0.10091990,0.00258363,0.13237163,1.16272037,0.00000000,0.38076908,0.93918512
-4.74537269,2.26846630,0.10305175,0.00279154,0.13283010,1.18739386,0.00000000,0.38754443,0.94695728
-4.73936968,2.29678055,0.10528830,0.00301087,0.13289337,1.20954618,0.00000000,0.39359536,0.95206768
-4.73336668,2.31915323,0.10759055,0.00323944,0.13250501,1.22866055,0.00000000,0.39870342,0.95446649
-4.72736368,2.33502828,0.10991487,0.00347463,0.13161829,1.24426215,0.00000000,0.40266633,0.95413708
-4.72136068,2.34394034,0.11221385,0.00371340,0.13019817,1.25593088,0.00000000,0.40530493,0.95109392
-4.71535768,2.34552485,0.11443727,0.00395231,0.12822272,1.26331244,0.00000000,0.40646938,0.94537969
-4.70935468,2.33952550,0.11653317,0.00418762,0.12568417,1.26612750,0.00000000,0.40604426,0.93706207
-4.70335168,2.32579909,0.11844918,0.00441536,0.12258928,1.26417873,0.00000000,0.40395235,0.92623044
-4.69734867,2.30431798,0.12013389,0.00463144,0.11895922,1.25735551,0.00000000,0.40015712,0.91299279
-4.69134567,2.27517036,0.12153833,0.00483175,0.11482887,1.24563641,0.00000000,0.39466377,0.89747315
-4.68534267,2.23855856,0.12261754,0.00501226,0.11024566,1.22908930,0.00000000,0.38751884,0.87980969
-4.67933967,2.19479571,0.12333208,0.00516918,0.10526787,1.20786946,0.00000000,0.37880858,0.86015360
-4.67333667,2.14430073,0.12364954,0.00529904,0.09996268,1.18221546,0.00000000,0.36865605,0.83866878
-4.66733367,2.08759211,0.12354596,0.00539885,0.09440386,1.15244342,0.00000000,0.35721722,0.81553221
-4.66133067,2.02528024,0.12300694,0.00546615,0.08866936,1.11893952,0.00000000,0.34467627,0.79093487
-4.65532766,1.95805858,0.12202866,0.00549912,0.08283884,1.08215119,0.00000000,0.33124021,0.76508295
-4.64932466,1.88669363,0.12061851,0.00549666,0.07699118,1.04257715,0.00000000,0.31713316,0.73819900
-4.64332166,1.81201358,0.11879532,0.00545840,0.07120227,1.00075657,0.00000000,0.30259045,0.71052286
-4.63731866,1.73489577,0.11658933,0.00538473,0.06554290,0.95725770,0.00000000,0.28785269,0.68231194
-4.63131566,1.65625297,0.11404160,0.00527681,0.06007700,0.91266595,0.00000000,0.27316005,0.65384055
-4.62531266,1.57701851,0.11120310,0.00513647,0.05486030,0.86757210,0.00000000,0.25874689,0.62539828
-4.61930965,1.49813041,0.10813336,0.00496622,0.04993921,0.82256042,0.00000000,0.24483686,0.59728701
-4.61330665,1.42051481,0.10489881,0.00476913,0.04535028,0.77819733,0.00000000,0.23163850,0.56981680
-4.60730365,1.34506891,0.10157076,0.00454873,0.04111988,0.73502058,0.00000000,0.21934148,0.54330042
-4.60130065,1.27264379,0.09822319,0.00430889,0.03726435,0.69352929,0.00000000,0.20811344,0.51804695
-4.59529765,1.20402763,0.09493039,0.00405373,0.03379044,0.65417497,0.00000000,0.19809748,0.49435439
-4.58929465,1.13992973,0.09176458,0.00378746,0.03069597,0.61735383,0.00000000,0.18941033,0.47250189
-4.58329165,1.08096582,0.08879352,0.00351429,0.02797087,0.58340029,0.00000000,0.18214098,0.45274161
-4.57728864,1.02764520,0.08607833,0.00323828,0.02559816,0.55258213,0.00000000,0.17635004,0.43529086
-4.57128564,0.98036008,0.08367149,0.00296328,0.02355527,0.52509706,0.00000000,0.17206946,0.42032474
-4.56528264,0.93937761,0.08161516,0.00269281,0.02181520,0.50107096,0.00000000,0.16930290,0.40796972
-4.55927964,0.90483478,0.07993990,0.00243001,0.02034787,0.48055770,0.00000000,0.16802633,0.39829843
-4.55327664,0.87673653,0.07866376,0.00217759,0.01912125,0.46354048,0.00000000,0.16818923,0.39132595
-4.54727364,0.85495707,0.07779185,0.00193778,0.01810253,0.44993474,0.00000000,0.16971599,0.38700782
-4.54127064,0.83924441,0.07731633,0.00171234,0.01725912,0.43959234,0.00000000,0.17250769,0.38523989
-4.53526763,0.82922805,0.07721686,0.00150255,0.01655951,0.43230705,0.00000000,0.17644421,0.38585994
-4.52926463,0.82442944,0.07746145,0.00130923,0.01597402,0.42782100,0.00000000,0.18138656,0.38865127
-4.52326163,0.82427504,0.07800770,0.00113280,0.01547535,0.42583205,0.00000000,0.18717945,0.39334785
-4.51725863,0.82811148,0.07880432,0.00097327,0.01503900,0.42600177,0.00000000,0.19365407,0.39964107
-4.51125563,0.83522237,0.07979292,0.00083034,0.01464355,0.42796393,0.00000000,0.20063114,0.40718777
-4.50525263,0.84484633,0.08090996,0.00070342,0.01427080,0.43133316,0.00000000,0.20792401,0.41561923
-4.49924962,0.85619561,0.08208878,0.00059172,0.01390577,0.43571370,0.00000000,0.21534197,0.42455083
-4.49324662,0.86847486,0.08326174,0.00049426,0.01353663,0.44070801,0.00000000,0.22269358,0.43359211
