energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,2.02663876,0.00078609,0.55615566,1.86189713,0.60263292,0.06761810,0.63291012
-5.99399700,2.10550339,0.00086582,0.58227556,1.95222257,0.62274102,0.07091287,0.65401523
-5.98799400,2.17654168,0.00094972,0.60650968,2.03840683,0.64037563,0.07397222,0.67222473
-5.98199100,2.23860273,0.00103723,0.62855616,2.11930433,0.65518034,0.07676099,0.68718526
-5.97598799,2.29071927,0.00112763,0.64814803,2.19386020,0.66686451,0.07924798,0.69861507
-5.96998499,2.33212446,0.00122011,0.66505741,2.26112315,0.67520855,0.08140636,0.70630970
-5.96398199,2.36226168,0.00131370,0.67909834,2.32025487,0.68006677,0.08321410,0.71014495
-5.95797899,2.38078752,0.00140735,0.69012830,2.37053604,0.68136778,0.08465410,0.71007722
-5.95197599,2.38756810,0.00149986,0.69804842,2.41136939,0.67911249,0.08571422,0.70614122
-5.94597299,2.38266947,0.00158997,0.70280265,2.44228037,0.67337006,0.08638727,0.69844529
-5.93996998,2.36634286,0.00167634,0.70437588,2.46291596,0.66427189,0.08667075,0.68716459
-5.93396698,2.33900589,0.00175759,0.70279152,2.47304228,0.65200416,0.08656664,0.67253261
-5.92796398,2.30122092,0.00183233,0.69810847,2.47254151,0.63679930,0.08608108,0.65483145
-5.92196098,2.25367168,0.00189922,0.69041790,2.46140867,0.61892678,0.08522402,0.63438137
-5.91595798,2.19713942,0.00195698,0.67984000,2.43974852,0.59868370,0.08400888,0.61152995
-5.90995498,2.13247952,0.00200444,0.66652077,2.40777272,0.57638554,0.08245226,0.58664160
-5.90395198,2.06059945,0.00204060,0.65062905,2.36579730,0.55235745,0.08057358,0.56008752
-5.89794897,1.98243864,0.00206463,0.63235373,2.31424013,0.52692631,0.07839484,0.53223664
-5.89194597,1.89895076,0.00207592,0.61190127,2.25361821,0.50041380,0.07594034,0.50344769
-5.88594297,1.81108853,0.00207410,0.58949334,2.18454415,0.47313057,0.07323643,0.47406261
-5.87993997,1.71979101,0.00205906,0.56536458,2.10772159,0.44537154,0.07031129,0.44440132
-5.87393697,1.62597324,0.00203096,0.53976041,2.02393894,0.41741245,0.06719465,0.41475792
-5.86793397,1.53051785,0.00199022,0.51293467,1.93406113,0.38950728,0.06391755,0.38539810
-5.86193097,1.43426839,0.00193753,0.48514714,1.83901910,0.36188679,0.06051198,0.35655780
-5.85592796,1.33802383,0.00187379,0.45666077,1.73979703,0.33475773,0.05701060,0.32844283
-5.84992496,1.24253405,0.00180012,0.42773869,1.63741727,0.30830272,0.05344627,0.30122931
-5.84392196,1.14849592,0.00171782,0.39864090,1.53292341,0.28268065,0.04985170,0.27506475
-5.83791896,1.05654979,0.00162832,0.36962082,1.42736184,0.25802742,0.04625893,0.25006959
-5.83191596,0.96727639,0.00153316,0.34092167,1.32176253,0.23445692,0.04269887,0.22633906
-5.82591296,0.88119407,0.00143391,0.31277292,1.21711971,0.21206218,0.03920085,0.20394523
-5.81990995,0.79875641,0.00133219,0.28538682,1.11437326,0.19091665,0.03579210,0.18293910
-5.81390695,0.72035056,0.00122956,0.25895531,1.01439154,0.17107556,0.03249739,0.16335281
-5.80790395,0.64629628,0.00112754,0.23364732,0.91795645,0.15257735,0.02933864,0.14520182
-5.80190095,0.57684607,0.00102758,0.20960666,0.82575132,0.13544525,0.02633465,0.12848706
-5.79589795,0.51218643,0.00093100,0.18695059,0.73835211,0.11968889,0.02350085,0.11319710
-5.78989495,0.45244048,0.00083903,0.16576913,0.65622216,0.10530610,0.02084927,0.09931030
-5.78389195,0.39767201,0.00075279,0.14612512,0.57971073,0.09228484,0.01838849,0.08679706
-5.77788894,0.34789089,0.00067328,0.12805508,0.50905514,0.08060532,0.01612378,0.07562202
-5.77188594,0.30305985,0.00060141,0.11157071,0.44438631,0.07024224,0.01405725,0.06574639
-5.76588294,0.26310238,0.00053805,0.09666112,0.38573732,0.06116715,0.01218814,0.05713020
-5.75987994,0.22791164,0.00048399,0.08329542,0.33305446,0.05335099,0.01051319,0.04973474
-5.75387694,0.19735994,0.00044007,0.07142585,0.28621012,0.04676655,0.00902697,0.04352483
-5.74787394,0.17130858,0.00040712,0.06099102,0.24501701,0.04139104,0.00772237,0.03847111
-5.74187094,0.14961760,0.00038610,0.05191932,0.20924295,0.03720845,0.00659101,0.03455215
-5.73586793,0.13215510,0.00037806,0.04413228,0.17862558,0.03421179,0.00562364,0.03175646
-5.72986493,0.11880579,0.00038424,0.03754771,0.15288656,0.03240500,0.00481061,0.03008409
-5.72386193,0.10947831,0.00040606,0.03208261,0.13174463,0.03180446,0.00414217,0.02954800
-5.71785893,0.10411108,0.00044520,0.02765569,0.11492717,0.03244007,0.00360886,0.03017486
-5.71185593,0.10267641,0.00050359,0.02418945,0.10217991,0.03435566,0.00320173,0.03200536
-5.70585293,0.10518250,0.00058342,0.02161183,0.09327462,0.03760880,0.00291255,0.03509396
-5.69984992,0.11167329,0.00068716,0.01985726,0.08801462,0.04226977,0.00273393,0.03950780
-5.69384692,0.12222601,0.00081752,0.01886735,0.08623807,0.04841979,0.00265941,0.04532503
-5.68784392,0.13694636,0.00097745,0.01859102,0.08781909,0.05614843,0.00268342,0.05263221
-5.68184092,0.15596143,0.00117004,0.01898423,0.09266687,0.06555011,0.00280124,0.06152109
-5.67583792,0.17941045,0.00139849,0.02000933,0.10072290,0.07671991,0.00300885,0.07208449
-5.66983492,0.20743373,0.00166599,0.02163414,0.11195662,0.08974856,0.00330279,0.08441163
-5.66383192,0.24016001,0.00197564,0.02383079,0.12635983,0.10471699,0.00367992,0.09858281
-5.65782891,0.27769276,0.00233028,0.02657437,0.14394010,0.12169035,0.00413720,0.11466379
