energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,7.43747184,0.24511461,0.00000000,0.03830103,4.06100879,2.32931830,2.13595963
-5.99399700,7.69607593,0.25788263,0.00000000,0.04028777,4.17604467,2.41667198,2.17161045
-5.98799400,7.93326676,0.26972551,0.00000000,0.04216569,4.28178248,2.49747152,2.20223822
-5.98199100,8.14436026,0.28045012,0.00000000,0.04390063,4.37585408,2.56989090,2.22677443
-5.97598799,8.32519179,0.28987596,0.00000000,0.04546073,4.45619276,2.63229538,2.24432124
-5.96998499,8.47222256,0.29784029,0.00000000,0.04681713,4.52108136,2.68328241,2.25417179
-5.96398199,8.58262788,0.30420301,0.00000000,0.04794462,4.56918894,2.72171604,2.25582402
-5.95797899,8.65436370,0.30885084,0.00000000,0.04882216,4.59959493,2.74675349,2.24898766
-5.95197599,8.68620862,0.31170091,0.00000000,0.04943348,4.61179968,2.75786257,2.23358421
-5.94597299,8.67777982,0.31270334,0.00000000,0.04976742,4.60572123,2.75482930,2.20974014
-5.93996998,8.62952184,0.31184284,0.00000000,0.04981821,4.58167850,2.73775516,2.17777360
-5.93396698,8.54266902,0.30913920,0.00000000,0.04958561,4.54036156,2.70704418,2.13817531
-5.92796398,8.41918288,0.30464666,0.00000000,0.04907482,4.48279046,2.66338039,2.09158457
-5.92196098,8.26166741,0.29845219,0.00000000,0.04829628,4.41026436,2.60769651,2.03876123
-5.91595798,8.07326569,0.29067274,0.00000000,0.04726532,4.32430318,2.54113542,1.98055501
-5.90995498,7.85754266,0.28145156,0.00000000,0.04600161,4.22658435,2.46500600,1.91787334
-5.90395198,7.61835899,0.27095380,0.00000000,0.04452850,4.11887753,2.38073537,1.85164913
-5.89794897,7.35974153,0.25936155,0.00000000,0.04287231,4.00297998,2.28981968,1.78280964
-5.89194597,7.08575590,0.24686852,0.00000000,0.04106152,3.88065556,2.19377538,1.71224789
-5.88594297,6.80038657,0.23367462,0.00000000,0.03912588,3.75357971,2.09409321,1.64079751
-5.87993997,6.50742897,0.21998058,0.00000000,0.03709560,3.62329274,1.99219666,1.56921197
-5.87393697,6.21039793,0.20598291,0.00000000,0.03500053,3.49116322,1.88940637,1.49814901
-5.86793397,5.91245536,0.19186932,0.00000000,0.03286941,3.35836248,1.78691174,1.42816039
-5.86193097,5.61635916,0.17781474,0.00000000,0.03072923,3.22585107,1.68575051,1.35968745
-5.85592796,5.32443427,0.16397808,0.00000000,0.02860467,3.09437697,1.58679659,1.29306205
-5.84992496,5.03856554,0.15049980,0.00000000,0.02651768,2.96448498,1.49075605,1.22851270
-5.84392196,4.76021098,0.13750033,0.00000000,0.02448720,2.83653618,1.39817086,1.16617516
-5.83791896,4.49043313,0.12507924,0.00000000,0.02252901,2.71073569,1.30942943,1.10610679
-5.83191596,4.22994536,0.11331528,0.00000000,0.02065569,2.58716690,1.22478282,1.04830373
-5.82591296,3.97916954,0.10226706,0.00000000,0.01887667,2.46582977,1.14436549,0.99271982
-5.81990995,3.73830109,0.09197429,0.00000000,0.01719849,2.34668103,1.06821888,0.93928639
-5.81390695,3.50737734,0.08245961,0.00000000,0.01562497,2.22967394,0.99631658,0.88793172
-5.80790395,3.28634541,0.07373065,0.00000000,0.01415757,2.11479550,0.92858972,0.83859956
-5.80190095,3.07512605,0.06578238,0.00000000,0.01279571,2.00209934,0.86495106,0.79126557
-5.79589795,2.87367051,0.05859950,0.00000000,0.01153719,1.89173278,0.80531709,0.74595133
-5.78989495,2.68200810,0.05215888,0.00000000,0.01037847,1.78395703,0.74962690,0.70273532
-5.78389195,2.50028279,0.04643178,0.00000000,0.00931508,1.67915983,0.69785745,0.66176056
-5.77788894,2.32877790,0.04138596,0.00000000,0.00834189,1.57786048,0.65003478,0.62323879
-5.77188594,2.16792875,0.03698743,0.00000000,0.00745343,1.48070731,0.60624094,0.58745122
-5.76588294,2.01832344,0.03320195,0.00000000,0.00664403,1.38846804,0.56661678,0.55474588
-5.75987994,1.88069273,0.02999616,0.00000000,0.00590812,1.30201406,0.53136065,0.52553190
