energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.21360680,1.44470276,0.51387807,0.86194175,0.00405304,0.10982803,0.59562737,0.00069377
-5.20760380,1.41150018,0.49905057,0.84532451,0.00400870,0.10521176,0.58004093,0.00068121
-5.20160080,1.37202682,0.48219090,0.82473986,0.00394208,0.10023573,0.56206113,0.00066528
-5.19559780,1.32739666,0.46374394,0.80079396,0.00385517,0.09501946,0.54218843,0.00064645
-5.18959480,1.27885356,0.44419223,0.77417888,0.00375045,0.08968661,0.52097191,0.00062528
-5.18359180,1.22774263,0.42404485,0.74565670,0.00363081,0.08436214,0.49899680,0.00060238
-5.17758879,1.17547951,0.40382597,0.71604179,0.00349951,0.07916941,0.47687148,0.00057841
-5.17158579,1.12351811,0.38406327,0.68618194,0.00336005,0.07422763,0.45521405,0.00055406
-5.16558279,1.07331774,0.36527657,0.65693854,0.00321612,0.06964944,0.43463883,0.00053004
-5.15957979,1.02631019,0.34796679,0.62916643,0.00307147,0.06553883,0.41574307,0.00050703
-5.15357679,0.98386739,0.33260541,0.60369382,0.00292984,0.06198930,0.39909393,0.00048572
-5.14757379,0.94727021,0.31962463,0.58130256,0.00279485,0.05908232,0.38521611,0.00046674
-5.14157079,0.91767885,0.30940819,0.56270928,0.00266992,0.05688605,0.37458009,0.00045069
-5.13556778,0.89610519,0.30228299,0.54854757,0.00255815,0.05545428,0.36759113,0.00043808
-5.12956478,0.88338750,0.29851160,0.53935160,0.00246226,0.05482562,0.36457927,0.00042935
-5.12356178,0.88016802,0.29828568,0.53554152,0.00238456,0.05502287,0.36579036,0.00042484
-5.11755878,0.88687370,0.30172042,0.53741079,0.00232680,0.05605250,0.37137829,0.00042480
-5.11155578,0.90370062,0.30885017,0.54511599,0.00229021,0.05790444,0.38139867,0.00042937
-5.10555278,0.93060258,0.31962529,0.55866921,0.00227542,0.06055192,0.39580415,0.00043856
-5.09954977,0.96728452,0.33391055,0.57793352,0.00228246,0.06395161,0.41444161,0.00045227
-5.09354677,1.01320108,0.35148517,0.60262170,0.00231073,0.06804397,0.43705150,0.00047027
-5.08754377,1.06756104,0.37204468,0.63229865,0.00235908,0.07275382,0.46326961,0.00049224
-5.08154077,1.12933803,0.39520488,0.66638762,0.00242574,0.07799134,0.49263148,0.00051772
-5.07553777,1.19728777,0.42050792,0.70418047,0.00250847,0.08365332,0.52457964,0.00054615
-5.06953477,1.26997206,0.44743069,0.74485192,0.00260451,0.08962485,0.55847370,0.00057689
-5.06353177,1.34578931,0.47539543,0.78747787,0.00271075,0.09578140,0.59360345,0.00060923
-5.05752876,1.42301141,0.50378244,0.83105724,0.00282376,0.10199125,0.62920459,0.00064236
-5.05152576,1.49982594,0.53194482,0.87453722,0.00293989,0.10811836,0.66447707,0.00067548
-5.04552276,1.57438309,0.55922469,0.91684101,0.00305539,0.11402545,0.69860532,0.00070773
-5.03951976,1.64484551,0.58497061,0.95689746,0.00316651,0.11957740,0.73078006,0.00073828
-5.03351676,1.70943997,0.60855557,0.99367155,0.00326960,0.12464466,0.76022080,0.00076632
-5.02751376,1.76650856,0.62939489,1.02619465,0.00336121,0.12910679,0.78619831,0.00079108
-5.02151076,1.81455785,0.64696340,1.05359353,0.00343823,0.13285575,0.80805620,0.00081188
-5.01550775,1.85230392,0.66081123,1.07511687,0.00349795,0.13579900,0.82523068,0.00082813
-5.00950475,1.87871134,0.67057745,1.09015826,0.00353811,0.13786214,0.83726781,0.00083934
-5.00350175,1.89302454,0.67600099,1.09827469,0.00355705,0.13899106,0.84383725,0.00084515
-4.99749875,1.89479016,0.67692844,1.09919976,0.00355366,0.13915343,0.84474211,0.00084534
-4.99149575,1.88386936,0.67331817,1.09285105,0.00352746,0.13833952,0.83992437,0.00083984
-4.98549275,1.86043968,0.66524076,1.07933137,0.00347862,0.13656222,0.82946559,0.00082870
-4.97948974,1.82498620,0.65287563,1.05892384,0.00340788,0.13385636,0.81358296,0.00081213
-4.97348674,1.77828276,0.63650404,1.03208115,0.00331660,0.13027731,0.79262081,0.00079046
-4.96748374,1.72136394,0.61649872,0.99940941,0.00320662,0.12589885,0.76703812,0.00076414
-4.96148074,1.65548930,0.59331076,0.96164764,0.00308030,0.12081062,0.73739244,0.00073372
-4.95547774,1.58210145,0.56745425,0.91964353,0.00294035,0.11511499,0.70432118,0.00069985
-4.94947474,1.50278004,0.53948931,0.87432696,0.00278981,0.10892374,0.66852099,0.00066324
-4.94347174,1.41919354,0.51000447,0.82668218,0.00263193,0.10235455,0.63072619,0.00062463
-4.93746873,1.33305098,0.47959883,0.77771993,0.00247013,0.09552752,0.59168714,0.00058480
-4.93146573,1.24605553,0.44886501,0.72845064,0.00230784,0.08856182,0.55214948,0.00054454
-4.92546273,1.15986152,0.41837331,0.67985965,0.00214850,0.08157261,0.51283486,0.00050462
-4.91945973,1.07603650,0.38865771,0.63288518,0.00199547,0.07466839,0.47442401,0.00046577
-4.91345673,0.99602917,0.36020411,0.58839972,0.00185193,0.06794867,0.43754237,0.00042871
-4.90745373,0.92114395,0.33344102,0.54719521,0.00172089,0.06150236,0.40274885,0.00039407
-4.90145073,0.85252242,0.30873291,0.50997195,0.00160511,0.05540642,0.37052758,0.00036243
-4.89544772,0.79113134,0.28637620,0.47733139,0.00150709,0.04972525,0.34128281,0.00033432
-4.88944472,0.73775705,0.26659767,0.44977228,0.00142903,0.04451045,0.31533669,0.00031018
-4.88344172,0.69300527,0.24955513,0.42768987,0.00137283,0.03980095,0.29292955,0.00029038
-4.87743872,0.65730551,0.23534017,0.41137749,0.00134007,0.03562368,0.27422246,0.00027523
-4.87143572,0.63091895,0.22398229,0.40103005,0.00133200,0.03199430,0.25930148,0.00026495
-4.86543272,0.61394884,0.21545440,0.39674866,0.00134952,0.02891832,0.24818308,0.00025971
-4.85942971,0.60635228,0.20967907,0.39854588,0.00139319,0.02639220,0.24082052,0.00025959
-4.85342671,0.60795262,0.20653524,0.40635114,0.00146321,0.02440461,0.23711048,0.00026462
-4.84742371,0.61845154,0.20586509,0.42001580,0.00155940,0.02293757,0.23689986,0.00027475
-4.84142071,0.63744048,0.20748075,0.43931774,0.00168119,0.02196764,0.23999225,0.00028988
-4.83541771,0.66441107,0.21117070,0.46396531,0.00182761,0.02146693,0.24615413,0.00030983
-4.82941471,0.69876436,0.21670563,0.49360064,0.00199725,0.02140403,0.25512047,0.00033436
-4.82341171,0.73981912,0.22384383,0.52780254,0.00218832,0.02174477,0.26659989,0.00036316
-4.81740870,0.78681942,0.23233586,0.56608931,0.00239857,0.02245293,0.28027931,0.00039586
-4.81140570,0.83894192,0.24192879,0.60792166,0.00262534,0.02349075,0.29582833,0.00043201
-4.80540270,0.89530343,0.25236976,0.65270638,0.00286556,0.02481939,0.31290328,0.00047110
-4.79939970,0.95496912,0.26340920,0.69980100,0.00311580,0.02639933,0.33115122,0.00051259
-4.79339670,1.01696209,0.27480363,0.74851989,0.00337229,0.02819064,0.35021399,0.00055584
-4.78739370,1.08027444,0.28631815,0.79814215,0.00363100,0.03015331,0.36973239,0.00060019
-4.78139070,1.14388036,0.29772877,0.84792142,0.00388770,0.03224751,0.38935056,0.00064494
-4.77538769,1.20675113,0.30882450,0.89709780,0.00413805,0.03443387,0.40872058,0.00068936
-4.76938469,1.26787215,0.31940934,0.94491168,0.00437771,0.03667375,0.42750727,0.00073273
-4.76338169,1.32626153,0.32930409,0.99061932,0.00460243,0.03892956,0.44539312,0.00077432
-4.75737869,1.38099003,0.33834807,1.03350984,0.00480818,0.04116505,0.46208318,0.00081343
-4.75137569,1.43120150,0.34640061,1.07292299,0.00499125,0.04334566,0.47730984,0.00084941
-4.74537269,1.47613317,0.35334228,1.10826710,0.00514836,0.04543883,0.49083722,0.00088168
-4.73936968,1.51513504,0.35907591,1.13903648,0.00527677,0.04741432,0.50246503,0.00090971
-4.73336668,1.54768736,0.36352725,1.16482748,0.00537438,0.04924453,0.51203182,0.00093310
-4.72736368,1.57341532,0.36664519,1.18535237,0.00543976,0.05090475,0.51941730,0.00095156
-4.72136068,1.59210036,0.36840167,1.20045030,0.00547222,0.05237343,0.52454377,0.00096491
-4.71535768,1.60368706,0.36879111,1.21009478,0.00547185,0.05363236,0.52737640,0.00097310
-4.70935468,1.60828542,0.36782945,1.21439684,0.00543950,0.05466680,0.52792261,0.00097622
-4.70335168,1.60616796,0.36555278,1.21360380,0.00537675,0.05546564,0.52623024,0.00097448
-4.69734867,1.59776155,0.36201564,1.20809321,0.00528589,0.05602139,0.52238482,0.00096823
-4.69134567,1.58363410,0.35728903,1.19836210,0.00516979,0.05633018,0.51650599,0.00095793
-4.68534267,1.56447642,0.35145817,1.18501158,0.00503186,0.05639171,0.50874308,0.00094414
-4.67933967,1.54107974,0.34462013,1.16872749,0.00487591,0.05620916,0.49927018,0.00092748
-4.67333667,1.51430969,0.33688135,1.15025741,0.00470601,0.05578900,0.48828082,0.00090866
-4.66733367,1.48507758,0.32835516,1.13038509,0.00452638,0.05514078,0.47598238,0.00088840
-4.66133067,1.45431007,0.31915935,1.10990315,0.00434127,0.05427693,0.46259051,0.00086744
-4.65532766,1.42291840,0.30941379,1.08958512,0.00415476,0.05321241,0.44832360,0.00084651
-4.64932466,1.39176827,0.29923827,1.07015795,0.00397072,0.05196446,0.43339761,0.00082629
-4.64332166,1.36165156,0.28875045,1.05227615,0.00379264,0.05055217,0.41802126,0.00080738
-4.63731866,1.33326113,0.27806404,1.03649872,0.00362354,0.04899615,0.40239173,0.00079033
-4.63131566,1.30716954,0.26728724,1.02326970,0.00346593,0.04731809,0.38669101,0.00077555
-4.62531266,1.28381275,0.25652133,1.01290351,0.00332170,0.04554039,0.37108289,0.00076335
-4.61930965,1.26347929,0.24585963,1.00557540,0.00319214,0.04368571,0.35571070,0.00075393
-4.61330665,1.24630556,0.23538667,1.00131785,0.00307791,0.04177654,0.34069579,0.00074735
-4.60730365,1.23227729,0.22517760,1.00002280,0.00297904,0.03983490,0.32613680,0.00074353
-4.60130065,1.22123715,0.21529796,1.00144988,0.00289502,0.03788188,0.31210964,0.00074230
-4.59529765,1.21289827,0.20580362,1.00524017,0.00282480,0.03593742,0.29866825,0.00074337
-4.58929465,1.20686288,0.19674109,1.01093491,0.00276689,0.03402003,0.28584602,0.00074637
-4.58329165,1.20264536,0.18814799,1.01799834,0.00271945,0.03214663,0.27365772,0.00075086
-4.57728864,1.19969858,0.18005379,1.02584357,0.00268039,0.03033241,0.26210212,0.00075634
-4.57128564,1.19744229,0.17248068,1.03386029,0.00264746,0.02859084,0.25116481,0.00076232
-4.56528264,1.19529227,0.16544461,1.04144301,0.00261835,0.02693368,0.24082145,0.00076826
-4.55927964,1.19268883,0.15895640,1.04801849,0.00259079,0.02537113,0.23104107,0.00077370
-4.55327664,1.18912340,0.15302279,1.05307105,0.00256265,0.02391199,0.22178938,0.00077818
-4.54727364,1.18416183,0.14764756,1.05616464,0.00253203,0.02256392,0.21303192,0.00078133
-4.54127064,1.17746361,0.14283241,1.05696061,0.00249728,0.02133367,0.20473700,0.00078285
-4.53526763,1.16879593,0.13857777,1.05523051,0.00245711,0.02022743,0.19687810,0.00078252
-4.52926463,1.15804219,0.13488334,1.05086329,0.00241057,0.01925108,0.18943590,0.00078023
-4.52326163,1.14520477,0.13174847,1.04386695,0.00235713,0.01841054,0.18239966,0.00077596
-4.51725863,1.13040202,0.12917227,1.03436457,0.00229660,0.01771204,0.17576801,0.00076979
-4.51125563,1.11385996,0.12715349,1.02258522,0.00222921,0.01716235,0.16954917,0.00076187
-4.50525263,1.09589938,0.12569034,1.00885052,0.00215548,0.01676899,0.16376052,0.00075245
-4.49924962,1.07691916,0.12478010,0.99355760,0.00207626,0.01654038,0.15842773,0.00074184
-4.49324662,1.05737696,0.12441872,0.97715969,0.00199266,0.01648593,0.15358332,0.00073037
-4.48724362,1.03776836,0.12460047,0.96014534,0.00190596,0.01661605,0.14926509,0.00071844
-4.48124062,1.01860575,0.12531772,0.94301750,0.00181759,0.01694215,0.14551411,0.00070644
-4.47523762,1.00039788,0.12656082,0.92627347,0.00172908,0.01747646,0.14237278,0.00069477
-4.46923462,0.98363135,0.12831834,0.91038681,0.00164194,0.01823195,0.13988281,0.00068381
-4.46323162,0.96875457,0.13057751,0.89579180,0.00155769,0.01922204,0.13808336,0.00067391
-4.45722861,0.95616499,0.13332498,0.88287118,0.00147774,0.02046038,0.13700938,0.00066540
-4.45122561,0.94619986,0.13654786,0.87194742,0.00140343,0.02196053,0.13669019,0.00065852
-4.44522261,0.93913070,0.14023506,0.86327757,0.00133591,0.02373558,0.13714841,0.00065351
-4.43921961,0.93516127,0.14437876,0.85705166,0.00127619,0.02579787,0.13839919,0.00065053
-4.43321661,0.93442886,0.14897605,0.85339426,0.00122510,0.02815859,0.14044983,0.00064969
-4.42721361,0.93700838,0.15403059,0.85236877,0.00118327,0.03082745,0.14329968,0.00065106
-4.42121061,0.94291860,0.15955420,0.85398384,0.00115114,0.03381237,0.14694030,0.00065464
-4.41520760,0.95213008,0.16556826,0.85820134,0.00112899,0.03711921,0.15135598,0.00066042
-4.40920460,0.96457407,0.17210482,0.86494525,0.00111692,0.04075155,0.15652438,0.00066834
-4.40320160,0.98015173,0.17920733,0.87411092,0.00111485,0.04471054,0.16241736,0.00067831
-4.39719860,0.99874330,0.18693094,0.88557418,0.00112258,0.04899481,0.16900193,0.00069024
-4.39119560,1.02021663,0.19534215,0.89919992,0.00113980,0.05360050,0.17624126,0.00070400
-4.38519260,1.04443482,0.20451804,0.91484980,0.00116607,0.05852122,0.18409574,0.00071948
-4.37918959,1.07126275,0.21454468,0.93238893,0.00120086,0.06374823,0.19252392,0.00073654
-4.37318659,1.10057217,0.22551502,0.95169142,0.00124359,0.06927054,0.20148348,0.00075507
-4.36718359,1.13224559,0.23752616,0.97264467,0.00129362,0.07507504,0.21093202,0.00077495
-4.36118059,1.16617855,0.25067590,0.99515250,0.00135026,0.08114660,0.22082766,0.00079608
-4.35517759,1.20228053,0.26505883,1.01913709,0.00141279,0.08746816,0.23112944,0.00081836
-4.34917459,1.24047444,0.28076192,1.04453973,0.00148051,0.09402064,0.24179746,0.00084172
-4.34317159,1.28069467,0.29785969,1.07132046,0.00155267,0.10078288,0.25279272,0.00086607
-4.33716858,1.32288378,0.31640917,1.09945656,0.00162856,0.10773128,0.26407664,0.00089137
-4.33116558,1.36698784,0.33644468,1.12893990,0.00170747,0.11483950,0.27561030,0.00091756
-4.32516258,1.41295055,0.35797275,1.15977313,0.00178871,0.12207787,0.28735336,0.00094460
-4.31915958,1.46070625,0.38096729,1.19196473,0.00187162,0.12941281,0.29926274,0.00097244
-4.31315658,1.51017198,0.40536523,1.22552293,0.00195555,0.13680616,0.31129120,0.00100103
-4.30715358,1.56123902,0.43106293,1.26044878,0.00203989,0.14421450,0.32338577,0.00103031
