energy_ev,total_up,Ga_p_up,Ga_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.19559780,0.73342392,0.04854298,0.00000000,0.16185757,0.47052226,0.01703411,0.11813711
-5.18959480,0.73319231,0.05178670,0.00000000,0.16552117,0.47135179,0.01726469,0.11226140
-5.18359180,0.73488173,0.05508746,0.00000000,0.16899528,0.47357887,0.01747054,0.10717034
-5.17758879,0.73845712,0.05843291,0.00000000,0.17221348,0.47719674,0.01764475,0.10289296
-5.17158579,0.74385013,0.06181271,0.00000000,0.17511291,0.48217570,0.01778076,0.09944295
-5.16558279,0.75096665,0.06521865,0.00000000,0.17763707,0.48846721,0.01787267,0.09681980
-5.15957979,0.75969373,0.06864452,0.00000000,0.17973828,0.49600762,0.01791554,0.09501002
-5.15357679,0.76990524,0.07208580,0.00000000,0.18137969,0.50472118,0.01790563,0.09398840
-5.14757379,0.78146623,0.07553917,0.00000000,0.18253663,0.51452217,0.01784063,0.09371926
-5.14157079,0.79423564,0.07900182,0.00000000,0.18319736,0.52531611,0.01771974,0.09415768
-5.13556778,0.80806754,0.08247067,0.00000000,0.18336318,0.53700020,0.01754371,0.09525066
-5.12956478,0.82281115,0.08594152,0.00000000,0.18304790,0.54946309,0.01731484,0.09693821
-5.12356178,0.83831011,0.08940825,0.00000000,0.18227673,0.56258439,0.01703686,0.09915447
-5.11755878,0.85440134,0.09286206,0.00000000,0.18108481,0.57623420,0.01671476,0.10182886
-5.11155578,0.87091441,0.09629097,0.00000000,0.17951534,0.59027314,0.01635457,0.10488733
-5.10555278,0.88767174,0.09967949,0.00000000,0.17761770,0.60455321,0.01596316,0.10825372
-5.09954977,0.90449026,0.10300869,0.00000000,0.17544552,0.61891988,0.01554794,0.11185130
-5.09354677,0.92118501,0.10625650,0.00000000,0.17305487,0.63321559,0.01511665,0.11560461
-5.08754377,0.93757482,0.10939850,0.00000000,0.17050285,0.64728484,0.01467708,0.11944134
-5.08154077,0.95349014,0.11240899,0.00000000,0.16784647,0.66098074,0.01423691,0.12329450
-5.07553777,0.96878272,0.11526238,0.00000000,0.16514200,0.67417291,0.01380351,0.12710467
-5.06953477,0.98333685,0.11793484,0.00000000,0.16244469,0.68675639,0.01338386,0.13082227
-5.06353177,0.99708133,0.12040604,0.00000000,0.15980898,0.69866089,0.01298444,0.13440971
-5.05752876,1.01000144,0.12266100,0.00000000,0.15728890,0.70985995,0.01261122,0.13784337
-5.05152576,1.02214984,0.12469172,0.00000000,0.15493880,0.72037917,0.01226968,0.14111519
-5.04552276,1.03365552,0.12649873,0.00000000,0.15281408,0.73030286,0.01196483,0.14423375
-5.03951976,1.04472974,0.12809207,0.00000000,0.15097183,0.73977840,0.01170126,0.14722476
-5.03351676,1.05566806,0.12949202,0.00000000,0.14947132,0.74901765,0.01148321,0.15013078
-5.02751376,1.06684794,0.13072910,0.00000000,0.14837413,0.75829503,0.01131458,0.15301017
-5.02151076,1.07872122,0.13184354,0.00000000,0.14774381,0.76794190,0.01119900,0.15593517
-5.01550775,1.09180169,0.13288409,0.00000000,0.14764509,0.77833723,0.01113979,0.15898916
-5.00950475,1.10664760,0.13390627,0.00000000,0.14814256,0.78989469,0.01113995,0.16226322
-5.00350175,1.12384004,0.13497003,0.00000000,0.14929885,0.80304662,0.01120206,0.16585199
-4.99749875,1.14395774,0.13613709,0.00000000,0.15117242,0.81822552,0.01132819,0.16984910
-4.99149575,1.16754968,0.13746789,0.00000000,0.15381504,0.83584386,0.01151976,0.17434229
-4.98549275,1.19510690,0.13901853,0.00000000,0.15726915,0.85627338,0.01177737,0.17940853
-4.97948974,1.22703491,0.14083777,0.00000000,0.16156524,0.87982473,0.01210066,0.18510934
-4.97348674,1.26362848,0.14296436,0.00000000,0.16671948,0.90672893,0.01248812,0.19148659
-4.96748374,1.30505033,0.14542470,0.00000000,0.17273180,0.93712155,0.01293701,0.19855896
-4.96148074,1.35131503,0.14823136,0.00000000,0.17958455,0.97103066,0.01344317,0.20631941
-4.95547774,1.40227951,0.15138214,0.00000000,0.18724193,1.00836952,0.01400106,0.21473370
-4.94947474,1.45764083,0.15486017,0.00000000,0.19565034,1.04893450,0.01460369,0.22374012
-4.94347174,1.51694191,0.15863477,0.00000000,0.20473959,1.09240877,0.01524273,0.23325063
-4.93746873,1.57958506,0.16266330,0.00000000,0.21442517,1.13837151,0.01590862,0.24315311
-4.93146573,1.64485309,0.16689374,0.00000000,0.22461124,1.18631279,0.01659083,0.25331501
-4.92546273,1.71193709,0.17126800,0.00000000,0.23519458,1.23565312,0.01727807,0.26358794
-4.91945973,1.77996972,0.17572573,0.00000000,0.24606898,1.28576720,0.01795865,0.27381324
-4.91345673,1.84806230,0.18020841,0.00000000,0.25713007,1.33601046,0.01862085,0.28382807
-4.90745373,1.91534401,0.18466353,0.00000000,0.26828029,1.38574725,0.01925333,0.29347197
-4.90145073,1.98100108,0.18904849,0.00000000,0.27943360,1.43437928,0.01984551,0.30259326
-4.89544772,2.04431399,0.19333412,0.00000000,0.29051979,1.48137272,0.02038800,0.31105529
-4.88944472,2.10469052,0.19750749,0.00000000,0.30148802,1.52628261,0.02087292,0.31874196
-4.88344172,2.16169299,0.20157372,0.00000000,0.31230936,1.56877328,0.02129428,0.32556242
-4.87743872,2.21505796,0.20555687,0.00000000,0.32297814,1.60863355,0.02164819,0.33145454
-4.87143572,2.26470723,0.20949951,0.00000000,0.33351187,1.64578583,0.02193303,0.33638709
-4.86543272,2.31074942,0.21346122,0.00000000,0.34394980,1.68028863,0.02214955,0.34036052
-4.85942971,2.35347177,0.21751577,0.00000000,0.35435002,1.71233212,0.02230085,0.34340619
-4.85342671,2.39332245,0.22174730,0.00000000,0.36478521,1.74222682,0.02239225,0.34558419
-4.84742371,2.43088414,0.22624561,0.00000000,0.37533717,1.77038601,0.02243109,0.34697981
-4.84142071,2.46684008,0.23110075,0.00000000,0.38609053,1.79730257,0.02242644,0.34769890
-4.83541771,2.50193426,0.23639718,0.00000000,0.39712578,1.82352137,0.02238869,0.34786227
-4.82941471,2.53692781,0.24220790,0.00000000,0.40851208,1.84960860,0.02232913,0.34759954
-4.82341171,2.57255380,0.24858886,0.00000000,0.42030028,1.87611955,0.02225948,0.34704262
-4.81740870,2.60947278,0.25557386,0.00000000,0.43251654,1.90356660,0.02219137,0.34631929
-4.81140570,2.64823165,0.26317049,0.00000000,0.44515691,1.93238893,0.02213581,0.34554708
-4.80540270,2.68922781,0.27135709,0.00000000,0.45818337,1.96292571,0.02210278,0.34482791
-4.79939970,2.73268088,0.28008123,0.00000000,0.47152145,1.99539422,0.02210069,0.34424359
-4.79339670,2.77861355,0.28925967,0.00000000,0.48505986,2.02987407,0.02213609,0.34385247
-4.78739370,2.82684262,0.29877989,0.00000000,0.49865209,2.06629848,0.02221336,0.34368747
-4.78139070,2.87698109,0.30850324,0.00000000,0.51212013,2.10445326,0.02233446,0.34375542
-4.77538769,2.92845128,0.31826958,0.00000000,0.52526006,2.14398360,0.02249891,0.34403779
-4.76938469,2.98050843,0.32790313,0.00000000,0.53784944,2.18440852,0.02270375,0.34449283
-4.76338169,3.03227384,0.33721936,0.00000000,0.54965607,2.22514222,0.02294370,0.34505876
-4.75737869,3.08277577,0.34603253,0.00000000,0.56044778,2.26552159,0.02321138,0.34565812
-4.75137569,3.13099629,0.35416363,0.00000000,0.57000268,2.30483820,0.02349765,0.34620272
-4.74537269,3.17592156,0.36144806,0.00000000,0.57811944,2.34237354,0.02379198,0.34659924
-4.73936968,3.21659302,0.36774301,0.00000000,0.58462699,2.37743545,0.02408298,0.34675491
-4.73336668,3.25215699,0.37293390,0.00000000,0.58939317,2.40939415,0.02435884,0.34658316
-4.72736368,3.28191000,0.37693965,0.00000000,0.59233187,2.43771585,0.02460792,0.34600898
-4.72136068,3.30533769,0.37971657,0.00000000,0.59340824,2.46199234,0.02481920,0.34497357
-4.71535768,3.32214526,0.38126064,0.00000000,0.59264173,2.48196511,0.02498285,0.34343828
-4.70935468,3.33227810,0.38160805,0.00000000,0.59010686,2.49754264,0.02509059,0.34138761
-4.70335168,3.33593149,0.38083411,0.00000000,0.58593156,2.50881023,0.02513606,0.33883111
-4.69734867,3.33354917,0.37905050,0.00000000,0.58029332,2.51603182,0.02511513,0.33580419
-4.69134567,3.32581101,0.37640119,0.00000000,0.57341340,2.51964375,0.02502603,0.33236790
-4.68534267,3.31361052,0.37305706,0.00000000,0.56554924,2.52024103,0.02486943,0.32860762
-4.67933967,3.29802355,0.36920978,0.00000000,0.55698582,2.51855671,0.02464841,0.32463083
-4.67333667,3.28027001,0.36506507,0.00000000,0.54802614,2.51543572,0.02436829,0.32056405
-4.66733367,3.26167061,0.36083589,0.00000000,0.53898154,2.51180431,0.02403642,0.31654919
-4.66133067,3.24360085,0.35673570,0.00000000,0.53016226,2.50863702,0.02366189,0.31273934
-4.65532766,3.22744471,0.35297232,0.00000000,0.52186875,2.50692249,0.02325514,0.30929427
-4.64932466,3.21455013,0.34974253,0.00000000,0.51438412,2.50763016,0.02282761,0.30637582
-4.64332166,3.20618834,0.34722763,0.00000000,0.50796799,2.51167906,0.02239130,0.30414325
-4.63731866,3.20351885,0.34559022,0.00000000,0.50285204,2.51991042,0.02195838,0.30274878
-4.63131566,3.20756124,0.34497208,0.00000000,0.49923722,2.53306489,0.02154084,0.30233343
-4.62531266,3.21917472,0.34549329,0.00000000,0.49729275,2.55176545,0.02115015,0.30302323
-4.61930965,3.23904566,0.34725240,0.00000000,0.49715654,2.57650614,0.02079699,0.30492594
-4.61330665,3.26768312,0.35032752,0.00000000,0.49893705,2.60764693,0.02049105,0.30812825
-4.60730365,3.30542149,0.35477815,0.00000000,0.50271606,2.64541425,0.02024088,0.31269365
-4.60130065,3.35242947,0.36064736,0.00000000,0.50855207,2.68990659,0.02005384,0.31866084
-4.59529765,3.40872383,0.36796427,0.00000000,0.51648391,2.74110421,0.01993605,0.32604274
-4.58929465,3.47418645,0.37674630,0.00000000,0.52653419,2.79888196,0.01989242,0.33482617
-4.58329165,3.54858296,0.38700113,0.00000000,0.53871213,2.86302372,0.01992674,0.34497197
-4.57728864,3.63158130,0.39872803,0.00000000,0.55301559,2.93323746,0.02004172,0.35641578
-4.57128564,3.72276864,0.41191846,0.00000000,0.56943193,3.00916940,0.02023910,0.36906915
-4.56528264,3.82166529,0.42655580,0.00000000,0.58793770,3.09041638,0.02051968,0.38282118
-4.55927964,3.92773483,0.44261417,0.00000000,0.60849698,3.17653548,0.02088341,0.39754040
-4.55327664,4.04038950,0.46005648,0.00000000,0.63105864,3.26705024,0.02132934,0.41307696
-4.54727364,4.15899103,0.47883173,0.00000000,0.65555254,3.36145327,0.02185564,0.42926503
-4.54127064,4.28284686,0.49887179,0.00000000,0.68188507,3.45920516,0.02245952,0.44592531
-4.53526763,4.41120271,0.52008801,0.00000000,0.70993439,3.55973020,0.02313712,0.46286755
-4.52926463,4.54323215,0.54236778,0.00000000,0.73954570,3.66240943,0.02388339,0.47989320
-4.52326163,4.67802491,0.56557158,0.00000000,0.77052721,3.76657194,0.02469196,0.49679793
-4.51725863,4.81457502,0.58953062,0.00000000,0.80264700,3.87148556,0.02555502,0.51337414
-4.51125563,4.95177068,0.61404557,0.00000000,0.83563138,3.97634807,0.02646318,0.52941340
-4.50525263,5.08838726,0.63888650,0.00000000,0.86916501,4.08028018,0.02740547,0.54470878
-4.49924962,5.22308484,0.66379427,0.00000000,0.90289311,4.18232132,0.02836925,0.55905723
-4.49324662,5.35441156,0.68848349,0.00000000,0.93642572,4.28142938,0.02934033,0.57226177
-4.48724362,5.48081352,0.71264709,0.00000000,0.96934434,4.37648501,0.03030309,0.58413383
-4.48124062,5.60065170,0.73596232,0.00000000,1.00121045,4.46630113,0.03124074,0.59449545
-4.47523762,5.71222595,0.75809814,0.00000000,1.03157594,4.54963774,0.03213556,0.60318165
-4.46923462,5.81380555,0.77872362,0.00000000,1.05999488,4.62522182,0.03296937,0.61004268
-4.46323162,5.90366548,0.79751711,0.00000000,1.08603624,4.69177212,0.03372395,0.61494648
-4.45722861,5.98012715,0.81417564,0.00000000,1.10929694,4.74802764,0.03438156,0.61778094
-4.45122561,6.04160200,0.82842432,0.00000000,1.12941458,4.79277916,0.03492549,0.61845625
-4.44522261,6.08663615,0.84002507,0.00000000,1.14607931,4.82490231,0.03534057,0.61690710
-4.43921961,6.11395411,0.84878436,0.00000000,1.15904407,4.84339090,0.03561374,0.61309462
-4.43321661,6.12249975,0.85455967,0.00000000,1.16813291,4.84738899,0.03573450,0.60700808
-4.42721361,6.11147235,0.85726405,0.00000000,1.17324664,4.83622039,0.03569532,0.59866615
-4.42121061,6.08035635,0.85686890,0.00000000,1.17436574,4.80941405,0.03549199,0.58811768
-4.41520760,6.02894315,0.85340451,0.00000000,1.17155021,4.76672442,0.03512379,0.57544185
-4.40920460,5.95734401,0.84695855,0.00000000,1.16493638,4.70814557,0.03459362,0.56074764
-4.40320160,5.86599340,0.83767235,0.00000000,1.15473079,4.63391855,0.03390795,0.54417259
-4.39719860,5.75564248,0.82573541,0.00000000,1.14120141,4.54453158,0.03307668,0.52588077
-4.39119560,5.62734310,0.81137811,0.00000000,1.12466672,4.44071298,0.03211290,0.50606008
-4.38519260,5.48242287,0.79486321,0.00000000,1.10548301,4.32341708,0.03103247,0.48491875
-4.37918959,5.32245235,0.77647636,0.00000000,1.08403061,4.19380380,0.02985366,0.46268138
-4.37318659,5.14920580,0.75651618,0.00000000,1.06069979,4.05321255,0.02859656,0.43958438
-4.36718359,4.96461705,0.73528429,0.00000000,1.03587676,3.90313156,0.02728262,0.41587115
-4.36118059,4.77073241,0.71307572,0.00000000,1.00993073,3.74516393,0.02593405,0.39178705
-4.35517759,4.56966229,0.69017024,0.00000000,0.98320232,3.58099158,0.02457329,0.36757447
-4.34917459,4.36353355,0.66682478,0.00000000,0.95599402,3.41233854,0.02322252,0.34346798
-4.34317159,4.15444423,0.64326736,0.00000000,0.92856307,3.24093482,0.02190322,0.31968994
-4.33716858,3.94442219,0.61969271,0.00000000,0.90111683,3.06848213,0.02063575,0.29644655
-4.33116558,3.73538892,0.59625965,0.00000000,0.87381105,2.89662245,0.01943909,0.27392454
-4.32516258,3.52912939,0.57309035,0.00000000,0.84675066,2.72691031,0.01833059,0.25228863
-4.31915958,3.32726869,0.55027126,0.00000000,0.81999319,2.56078952,0.01732583,0.23167969
-4.31315658,3.13125542,0.52785563,0.00000000,0.79355436,2.39957454,0.01643853,0.21221371
-4.30715358,2.94235192,0.50586748,0.00000000,0.76741539,2.24443680,0.01568053,0.19398151
