energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.09410075,0.02693416,0.21161509,1.04383942,0.00000000,0.56071590,0.40124357
-5.99399700,2.00443964,0.02480865,0.19906303,1.00756105,0.00000000,0.54055525,0.38117407
-5.98799400,1.91617903,0.02275212,0.18689678,0.97167696,0.00000000,0.52093515,0.36150727
-5.98199100,1.83087739,0.02078569,0.17530268,0.93690549,0.00000000,0.50223928,0.34257854
-5.97598799,1.74992533,0.01892764,0.16444712,0.90388541,0.00000000,0.48480727,0.32469068
-5.96998499,1.67451998,0.01719328,0.15447432,0.87316270,0.00000000,0.46892856,0.30810890
-5.96398199,1.60564759,0.01559492,0.14550489,0.84518141,0.00000000,0.45483826,0.29305721
-5.95797899,1.54407447,0.01414189,0.13763510,0.82027903,0.00000000,0.44271525,0.27971637
-5.95197599,1.49034603,0.01284065,0.13093690,0.79868603,0.00000000,0.43268223,0.26822325
-5.94597299,1.44479308,0.01169489,0.12545847,0.78052930,0.00000000,0.42480768,0.25867147
-5.93996998,1.40754449,0.01070573,0.12122528,0.76583909,0.00000000,0.41910937,0.25111311
-5.93396698,1.37854491,0.00987188,0.11824150,0.75455863,0.00000000,0.41555914,0.24556139
-5.92796398,1.35757628,0.00918988,0.11649165,0.74655585,0.00000000,0.41408862,0.24199386
-5.92196098,1.34428145,0.00865428,0.11594245,0.74163633,0.00000000,0.41459536,0.24035614
-5.91595798,1.33818883,0.00825789,0.11654463,0.73955663,0.00000000,0.41694918,0.24056571
-5.90995498,1.33873655,0.00799200,0.11823475,0.74003745,0.00000000,0.42099831,0.24251580
-5.90395198,1.34529520,0.00784657,0.12093697,0.74277585,0.00000000,0.42657502,0.24607910
-5.89794897,1.35718824,0.00781048,0.12456458,0.74745611,0.00000000,0.43350060,0.25111111
-5.89194597,1.37370965,0.00787169,0.12902155,0.75375883,0.00000000,0.44158957,0.25745326
-5.88594297,1.39413839,0.00801751,0.13420386,0.76136816,0.00000000,0.45065290,0.26493564
-5.87993997,1.41774993,0.00823476,0.14000076,0.76997714,0.00000000,0.46050058,0.27337939
-5.87393697,1.44382484,0.00850999,0.14629602,0.77929120,0.00000000,0.47094327,0.28259887
-5.86793397,1.47165519,0.00882969,0.15296910,0.78903016,0.00000000,0.48179354,0.29240357
-5.86193097,1.50054904,0.00918050,0.15989646,0.79892907,0.00000000,0.49286657,0.30260006
-5.85592796,1.52983398,0.00954946,0.16695290,0.80873817,0.00000000,0.50398078,0.31299385
-5.84992496,1.55886017,0.00992416,0.17401299,0.81822252,0.00000000,0.51495837,0.32339137
-5.84392196,1.58700354,0.01029303,0.18095267,0.82716161,0.00000000,0.52562612,0.33360220
-5.83791896,1.61366964,0.01064555,0.18765099,0.83534923,0.00000000,0.53581646,0.34344140
-5.83191596,1.63829846,0.01097244,0.19399190,0.84259394,0.00000000,0.54536897,0.35273207
-5.82591296,1.66037029,0.01126588,0.19986613,0.84872026,0.00000000,0.55413231,0.36130816
-5.81990995,1.67941268,0.01151972,0.20517316,0.85357049,0.00000000,0.56196657,0.36901723
