energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.07653827,3.88579777,0.35280668,1.90015976,0.00645564,0.06466850,0.34099312,1.49974904,0.02398005,0.14126933
-3.07053527,3.85904110,0.35499806,1.84569377,0.00669603,0.06407182,0.34047504,1.53434169,0.02295026,0.14044827
-3.06453227,3.84071743,0.35861517,1.79434970,0.00695224,0.06374876,0.34078885,1.57308258,0.02206371,0.14006037
-3.05852926,3.83106303,0.36361043,1.74625086,0.00722568,0.06370953,0.34198271,1.61605731,0.02132649,0.14010521
-3.05252626,3.83018482,0.36991472,1.70147176,0.00751771,0.06395832,0.34409324,1.66329255,0.02074207,0.14057527
-3.04652326,3.83805289,0.37743713,1.66003892,0.00782959,0.06449316,0.34714598,1.71474686,0.02031138,0.14145676
-3.04052026,3.85449829,0.38606544,1.62193402,0.00816241,0.06530592,0.35115597,1.77030370,0.02003283,0.14273065
-3.03451726,3.87921626,0.39566742,1.58709920,0.00851701,0.06638255,0.35612871,1.82976698,0.01990246,0.14437382
-3.02851426,3.91177480,0.40609287,1.55544421,0.00889398,0.06770349,0.36206113,1.89285958,0.01991412,0.14636035
-3.02251126,3.95162819,0.41717632,1.52685497,0.00929360,0.06924418,0.36894262,1.95922497,0.02005971,0.14866269
-3.01650825,3.99813489,0.42874056,1.50120298,0.00971580,0.07097577,0.37675605,2.02843208,0.02032946,0.15125291
-3.01050525,4.05057881,0.44060052,1.47835498,0.01016020,0.07286594,0.38547852,2.09998328,0.02071225,0.15410374
-3.00450225,4.10819299,0.45256771,1.45818214,0.01062612,0.07487980,0.39508208,2.17332526,0.02119595,0.15718952
-2.99849925,4.17018452,0.46445472,1.44056825,0.01111260,0.07698084,0.40553404,2.24786256,0.02176778,0.16048689
-2.99249625,4.23575936,0.47607994,1.42541634,0.01161847,0.07913197,0.41679710,2.32297304,0.02241464,0.16397528
-2.98649325,4.30414603,0.48727194,1.41265313,0.01214241,0.08129646,0.42882919,2.39802488,0.02312348,0.16763716
-2.98049025,4.37461680,0.49787360,1.40223116,0.01268300,0.08343890,0.44158304,2.47239440,0.02388164,0.17145803
-2.97448724,4.44650571,0.50774570,1.39412835,0.01323881,0.08552602,0.45500554,2.54548378,0.02467710,0.17542615
-2.96848424,4.51922235,0.51676982,1.38834494,0.01380844,0.08752745,0.46903701,2.61673815,0.02549877,0.17953207
-2.96248124,4.59226113,0.52485044,1.38489816,0.01439062,0.08941631,0.48361036,2.68566121,0.02633666,0.18376804
-2.95647824,4.66520566,0.53191618,1.38381474,0.01498422,0.09116961,0.49865038,2.75182871,0.02718206,0.18812717
-2.95047524,4.73772840,0.53792016,1.38512203,0.01558829,0.09276851,0.51407311,2.81489932,0.02802759,0.19260262
-2.94447224,4.80958583,0.54283947,1.38883805,0.01620209,0.09419842,0.52978554,2.87462231,0.02886728,0.19718676
-2.93846923,4.88060968,0.54667384,1.39496137,0.01682507,0.09544887,0.54568566,2.93084185,0.02969653,0.20187034
-2.93246623,4.95069516,0.54944358,1.40346133,0.01745686,0.09651328,0.56166296,2.98349783,0.03051206,0.20664183
-2.92646323,5.01978682,0.55118700,1.41426945,0.01809722,0.09738861,0.57759946,3.03262307,0.03131182,0.21148684
-2.92046023,5.08786317,0.55195737,1.42727243,0.01874604,0.09807485,0.59337116,3.07833724,0.03209486,0.21638782
-2.91445723,5.15492093,0.55181969,1.44230736,0.01940321,0.09857451,0.60885016,3.12083764,0.03286118,0.22132393
-2.90845423,5.22095979,0.55084733,1.45915952,0.02006865,0.09889207,0.62390705,3.16038739,0.03361160,0.22627113
-2.90245123,5.28596833,0.54911881,1.47756272,0.02074217,0.09903338,0.63841373,3.19730139,0.03434758,0.23120253
-2.89644822,5.34991171,0.54671473,1.49720245,0.02142348,0.09900522,0.65224641,3.23193054,0.03507107,0.23608887
-2.89044522,5.41272141,0.54371510,1.51772147,0.02211211,0.09881478,0.66528861,3.26464499,0.03578438,0.24089920
-2.88444222,5.47428714,0.54019697,1.53872752,0.02280734,0.09846928,0.67743396,3.29581672,0.03649003,0.24560157
-2.87843922,5.53445095,0.53623252,1.55980278,0.02350820,0.09797576,0.68858876,3.32580217,0.03719061,0.25016382
-2.87243622,5.59300321,0.53188753,1.58051433,0.02421345,0.09734081,0.69867390,3.35492546,0.03788869,0.25455428
-2.86643322,5.64968022,0.52722025,1.60042517,0.02492149,0.09657053,0.70762608,3.38346254,0.03858665,0.25874237
-2.86043022,5.70416322,0.52228062,1.61910501,0.02563040,0.09567048,0.71539840,3.41162701,0.03928661,0.26269909
-2.85442721,5.75607834,0.51710974,1.63614041,0.02633790,0.09464574,0.72195989,3.43955784,0.03999029,0.26639726
-2.84842421,5.80499740,0.51173953,1.65114357,0.02704134,0.09350102,0.72729437,3.46730949,0.04069886,0.26981164
-2.84242121,5.85043947,0.50619264,1.66375960,0.02773766,0.09224075,0.73139852,3.49484488,0.04141286,0.27291878
-2.83641821,5.89187321,0.50048240,1.67367189,0.02842341,0.09086927,0.73427930,3.52203139,0.04213202,0.27569676
-2.83041521,5.92872028,0.49461296,1.68060560,0.02909472,0.08939094,0.73595093,3.54864030,0.04285514,0.27812477
-2.82441221,5.96036004,0.48857950,1.68432928,0.02974734,0.08781028,0.73643183,3.57434988,0.04357997,0.28018271
-2.81840920,5.98613614,0.48236862,1.68465478,0.03037660,0.08613203,0.73574142,3.59875211,0.04430312,0.28185067
-2.81240620,6.00536522,0.47595896,1.68143600,0.03097750,0.08436130,0.73389745,3.62136309,0.04501994,0.28310864
-2.80640320,6.01734834,0.46932197,1.67456651,0.03154472,0.08250355,0.73091376,3.64163708,0.04572447,0.28393632
-2.80040020,6.02138524,0.46242306,1.66397689,0.03207274,0.08056465,0.72679892,3.65898364,0.04640948,0.28431311
-2.79439720,6.01679148,0.45522307,1.64963180,0.03255595,0.07855088,0.72155577,3.67278760,0.04706646,0.28421847
-2.78839420,6.00291848,0.44768002,1.63152743,0.03298875,0.07646894,0.71518189,3.68243112,0.04768576,0.28363246
-2.78239120,5.97917582,0.43975128,1.60968960,0.03336580,0.07432590,0.70767117,3.68731703,0.04825670,0.28253662
-2.77638819,5.94505511,0.43139600,1.58417252,0.03368215,0.07212922,0.69901622,3.68689260,0.04876786,0.28091509
-2.77038519,5.90015458,0.42257776,1.55505844,0.03393347,0.06988672,0.68921152,3.68067273,0.04920728,0.27875588
-2.76438219,5.84420302,0.41326736,1.52245819,0.03411631,0.06760657,0.67825714,3.66826140,0.04956284,0.27605232
-2.75837919,5.77708184,0.40344558,1.48651221,0.03422824,0.06529731,0.66616265,3.64937059,0.04982257,0.27280449
-2.75237619,5.69884398,0.39310585,1.44739209,0.03426811,0.06296781,0.65295102,3.62383552,0.04997506,0.26902053
-2.74637319,5.60972815,0.38225649,1.40530218,0.03423617,0.06062731,0.63866217,3.59162550,0.05000980,0.26471790
-2.74037019,5.51016744,0.37092266,1.36048088,0.03413419,0.05828537,0.62335585,3.55284976,0.04991763,0.25992415
-2.73436718,5.40079140,0.35914759,1.31320141,0.03396551,0.05595192,0.60711368,3.50775789,0.04969101,0.25467758
-2.72836418,5.28242094,0.34699323,1.26377168,0.03373504,0.05363715,0.59004012,3.45673479,0.04932438,0.24902724
-2.72236118,5.15605592,0.33454009,1.21253297,0.03344914,0.05135156,0.57226226,3.40029020,0.04881441,0.24303265
-2.71635818,5.02285573,0.32188634,1.15985737,0.03311546,0.04910583,0.55392847,3.33904339,0.04816017,0.23676298
-2.71035518,4.88411346,0.30914617,1.10614390,0.03274274,0.04691075,0.53520576,3.27370352,0.04736328,0.23029583
-2.70435218,4.74122464,0.29644744,1.05181332,0.03234047,0.04477714,0.51627630,3.20504677,0.04642792,0.22371562
-2.69834917,4.59565201,0.28392880,0.99730176,0.03191855,0.04271575,0.49733292,3.13389114,0.04536082,0.21711163
-2.69234617,4.44888780,0.27173629,0.94305351,0.03148694,0.04073707,0.47857409,3.06107025,0.04417115,0.21057594
-2.68634317,4.30241523,0.26001976,0.88951310,0.03105525,0.03885124,0.46019859,2.98740727,0.04287031,0.20420110
-2.68034017,4.15767111,0.24892906,0.83711715,0.03063238,0.03706789,0.44240003,2.91369027,0.04147170,0.19807797
-2.67433717,4.01601105,0.23861037,0.78628622,0.03022615,0.03539599,0.42536166,2.84065013,0.03999043,0.19229352
-2.66833417,3.87867891,0.22920267,0.73741707,0.02984304,0.03384371,0.40925168,2.76894187,0.03844297,0.18692896
-2.66233117,3.74678174,0.22083457,0.69087556,0.02948791,0.03241830,0.39421908,2.69913037,0.03684678,0.18205802
-2.65632816,3.62127106,0.21362155,0.64699056,0.02916392,0.03112593,0.38039053,2.63168097,0.03521993,0.17774567
-2.65032516,3.50293119,0.20766373,0.60604888,0.02887242,0.02997166,0.36786802,2.56695517,0.03358072,0.17404721
-2.64432216,3.39237465,0.20304412,0.56829145,0.02861300,0.02895927,0.35672762,2.50521156,0.03194730,0.17100764
-2.63831916,3.29004454,0.19982747,0.53391086,0.02838363,0.02809124,0.34701905,2.44661174,0.03033730,0.16866158
-2.63231616,3.19622329,0.19805956,0.50304995,0.02818085,0.02736872,0.33876628,2.39123059,0.02876753,0.16703334
-2.62631316,3.11104690,0.19776695,0.47580174,0.02800004,0.02679142,0.33196876,2.33907035,0.02725367,0.16613740
-2.62031016,3.03452346,0.19895712,0.45221030,0.02783572,0.02635768,0.32660333,2.29007749,0.02581003,0.16597908
-2.61430715,2.96655477,0.20161890,0.43227246,0.02768196,0.02606442,0.32262651,2.24416133,0.02444936,0.16655532
-2.60830415,2.90695952,0.20572307,0.41594035,0.02753267,0.02590716,0.31997710,2.20121334,0.02318270,0.16785556
-2.60230115,2.85549668,0.21122318,0.40312430,0.02738197,0.02588006,0.31857881,2.16112588,0.02201928,0.16986260
-2.59629815,2.81188770,0.21805642,0.39369633,0.02722450,0.02597599,0.31834289,2.12380947,0.02096646,0.17255348
-2.59029515,2.77583642,0.22614456,0.38749375,0.02705569,0.02618652,0.31917055,2.08920733,0.02002975,0.17590010
-2.58429215,2.74704560,0.23539496,0.38432297,0.02687192,0.02650208,0.32095518,2.05730662,0.01921280,0.17986987
-2.57828914,2.72522933,0.24570157,0.38396345,0.02667067,0.02691199,0.32358421,2.02814557,0.01851754,0.18442608
-2.57228614,2.71012097,0.25694611,0.38617167,0.02645056,0.02740460,0.32694076,2.00181609,0.01794423,0.18952825
-2.56628314,2.70147646,0.26899931,0.39068513,0.02621130,0.02796744,0.33090499,1.97846180,0.01749159,0.19513224
-2.56028014,2.69907299,0.28172226,0.39722642,0.02595362,0.02858738,0.33535530,1.95827154,0.01715698,0.20119031
-2.55427714,2.70270368,0.29496805,0.40550735,0.02567910,0.02925080,0.34016940,1.94146869,0.01693657,0.20765121
-2.54827414,2.71216877,0.30858360,0.41523316,0.02538999,0.02994384,0.34522536,1.92829683,0.01682544,0.21446012
-2.54227114,2.72726413,0.32241171,0.42610669,0.02508896,0.03065264,0.35040276,1.91900272,0.01681784,0.22155877
-2.53626813,2.74776815,0.33629342,0.43783273,0.02477887,0.03136363,0.35558398,1.91381732,0.01690731,0.22888554
-2.53026513,2.77342801,0.35007057,0.45012230,0.02446254,0.03206379,0.36065568,1.91293597,0.01708689,0.23637576
-2.52426213,2.80394630,0.36358856,0.46269687,0.02414255,0.03274098,0.36551056,1.91649893,0.01734924,0.24396207
-2.51825913,2.83896906,0.37669923,0.47529246,0.02382104,0.03338429,0.37004932,1.92457319,0.01768681,0.25157505
-2.51225613,2.87807613,0.38926384,0.48766358,0.02349957,0.03398429,0.37418283,1.93713668,0.01809202,0.25914388
-2.50625313,2.92077456,0.40115593,0.49958678,0.02317903,0.03453340,0.37783446,1.95406580,0.01855733,0.26659729
-2.50025013,2.96649572,0.41226420,0.51086378,0.02285960,0.03502613,0.38094249,1.97512702,0.01907541,0.27386449
-2.49424712,3.01459645,0.42249503,0.52132420,0.02254075,0.03545932,0.38346239,1.99997308,0.01963922,0.28087637
-2.48824412,3.06436459,0.43177478,0.53082755,0.02222128,0.03583236,0.38536900,2.02814415,0.02024212,0.28756667
-2.48224112,3.11502873,0.44005174,0.53926475,0.02189942,0.03614735,0.38665834,2.05907417,0.02087797,0.29387324
-2.47623812,3.16577204,0.44729756,0.54655880,0.02157294,0.03640912,0.38734909,2.09210206,0.02154119,0.29973930
-2.47023512,3.21574983,0.45350830,0.55266495,0.02123927,0.03662528,0.38748339,2.12648757,0.02222685,0.30511473
-2.46423212,3.26411000,0.45870491,0.55757004,0.02089569,0.03680614,0.38712711,2.16143115,0.02293070,0.30995719
-2.45822911,3.31001585,0.46293320,0.56129129,0.02053945,0.03696455,0.38636936,2.19609701,0.02364928,0.31423328
-2.45222611,3.35267008,0.46626325,0.56387447,0.02016796,0.03711569,0.38532118,2.22963846,0.02437986,0.31791946
-2.44622311,3.39133905,0.46878832,0.56539155,0.01977890,0.03727672,0.38411343,2.26122441,0.02512056,0.32100289
-2.44022011,3.42537610,0.47062315,0.56593785,0.01937034,0.03746643,0.38289397,2.29006589,0.02587027,0.32348200
-2.43421711,3.45424286,0.47190174,0.56562880,0.01894091,0.03770474,0.38182389,2.31544141,0.02662865,0.32536686
-2.42821411,3.47752727,0.47277461,0.56459635,0.01848981,0.03801218,0.38107313,2.33671995,0.02739609,0.32667926
-2.42221111,3.49495737,0.47340545,0.56298505,0.01801694,0.03840931,0.38081544,2.35338060,0.02817359,0.32745247
-2.41620810,3.50641003,0.47396731,0.56094792,0.01752290,0.03891604,0.38122278,2.36502776,0.02896265,0.32773071
-2.41020510,3.51191374,0.47463823,0.55864214,0.01700905,0.03955102,0.38245937,2.37140140,0.02976513,0.32756824
-2.40420210,3.51164530,0.47559644,0.55622462,0.01647745,0.04033084,0.38467552,2.37238158,0.03058302,0.32702808
-2.39819910,3.50592006,0.47701520,0.55384755,0.01593095,0.04126942,0.38800145,2.36798722,0.03141829,0.32618049
-2.39219610,3.49517619,0.47905731,0.55165402,0.01537303,0.04237730,0.39254131,2.35836913,0.03227264,0.32510103
-2.38619310,3.47995340,0.48186950,0.54977387,0.01480787,0.04366098,0.39836761,2.34379750,0.03314725,0.32386851
-2.38019010,3.46086711,0.48557692,0.54831979,0.01424023,0.04512240,0.40551636,2.32464464,0.03404259,0.32256268
-2.37418709,3.43857928,0.49027774,0.54738397,0.01367537,0.04675843,0.41398314,2.30136382,0.03495824,0.32126193
-2.36818409,3.41376740,0.49603841,0.54703541,0.01311904,0.04856054,0.42372025,2.27446516,0.03589270,0.32004096
-2.36218109,3.38709324,0.50288946,0.54731793,0.01257734,0.05051461,0.43463528,2.24449006,0.03684332,0.31896867
-2.35617809,3.35917304,0.51082245,0.54824920,0.01205666,0.05260094,0.44659115,2.21198525,0.03780628,0.31810627
-2.35017509,3.33055076,0.51978797,0.54982081,0.01156359,0.05479433,0.45940781,2.17747798,0.03877663,0.31750580
-2.34417209,3.30167598,0.52969518,0.55199934,0.01110482,0.05706456,0.47286558,2.14145352,0.03974843,0.31720901
-2.33816908,3.27288749,0.54041278,0.55472863,0.01068707,0.05937687,0.48671021,2.10433615,0.04071494,0.31724687
-2.33216608,3.24440364,0.55177166,0.55793306,0.01031693,0.06169277,0.50065937,2.06647451,0.04166893,0.31763947
-2.32616308,3.21631972,0.56356913,0.56152168,0.01000080,0.06397098,0.51441068,2.02813206,0.04260299,0.31839653
-2.32016008,3.18861253,0.57557468,0.56539307,0.00974479,0.06616851,0.52765063,1.98948285,0.04350993,0.31951828
-2.31415708,3.16115162,0.58753707,0.56944065,0.00955453,0.06824191,0.54006447,1.95061275,0.04438315,0.32099674
-2.30815408,3.13371634,0.59919246,0.57355806,0.00943513,0.07014852,0.55134635,1.91152586,0.04521704,0.32281728
-2.30215108,3.10601747,0.61027332,0.57764443,0.00939096,0.07184778,0.56120948,1.87215541,0.04600725,0.32496018
-2.29614807,3.07772194,0.62051761,0.58160901,0.00942555,0.07330255,0.56939578,1.83237843,0.04675102,0.32740232
-2.29014507,3.04847895,0.62967795,0.58537506,0.00954145,0.07448026,0.57568474,1.79203311,0.04744732,0.33011851
-2.28414207,3.01794579,0.63753023,0.58888260,0.00974002,0.07535400,0.57990088,1.75093771,0.04809690,0.33308266
-2.27813907,2.98581167,0.64388133,0.59208990,0.01002134,0.07590341,0.58191970,1.70890989,0.04870224,0.33626849
-2.27213607,2.95181827,0.64857553,0.59497358,0.01038401,0.07611534,0.58167171,1.66578511,0.04926739,0.33964976
-2.26613307,2.91577562,0.65149936,0.59752734,0.01082507,0.07598429,0.57914455,1.62143330,0.04979763,0.34320011
-2.26013007,2.87757272,0.65258468,0.59975940,0.01133988,0.07551256,0.57438295,1.57577271,0.05029911,0.34689240
-2.25412706,2.83718243,0.65180980,0.60168889,0.01192203,0.07471019,0.56748668,1.52878025,0.05077835,0.35069766
-2.24812406,2.79466068,0.64919874,0.60334135,0.01256337,0.07359457,0.55860674,1.48049811,0.05124173,0.35458384
-2.24212106,2.75014036,0.64481862,0.60474384,0.01325400,0.07218993,0.54793974,1.43103609,0.05169496,0.35851446
-2.23611806,2.70382080,0.63877546,0.60591983,0.01398239,0.07052654,0.53572107,1.38057015,0.05214253,0.36244726
-2.23011506,2.65595372,0.63120854,0.60688446,0.01473554,0.06863978,0.52221701,1.32933713,0.05258728,0.36633308
-2.22411206,2.60682691,0.62228376,0.60764030,0.01549921,0.06656909,0.50771626,1.27762633,0.05302997,0.37011521
-2.21810905,2.55674704,0.61218626,0.60817418,0.01625823,0.06435691,0.49252123,1.22576864,0.05346905,0.37372907
-2.21210605,2.50602263,0.60111277,0.60845502,0.01699687,0.06204750,0.47693950,1.17412376,0.05390050,0.37710266
-2.20610305,2.45494860,0.58926399,0.60843312,0.01769924,0.05968591,0.46127575,1.12306664,0.05431779,0.38015757
-2.20010005,2.40379316,0.57683741,0.60804077,0.01834980,0.05731689,0.44582442,1.07297358,0.05471204,0.38281063
-2.19409705,2.35278785,0.56402080,0.60719422,0.01893382,0.05498405,0.43086342,1.02420907,0.05507229,0.38497627
-2.18809405,2.30212126,0.55098672,0.60579692,0.01943788,0.05272904,0.41664895,0.97711373,0.05538585,0.38656926
-2.18209105,2.25193644,0.53788812,0.60374367,0.01985037,0.05059092,0.40341157,0.93199410,0.05563880,0.38750792
-2.17608804,2.20233210,0.52485526,0.60092573,0.02016193,0.04860575,0.39135347,0.88911450,0.05581656,0.38771753
-2.17008504,2.15336710,0.51199383,0.59723620,0.02036582,0.04680627,0.38064705,0.84869133,0.05590448,0.38713377
-2.16408204,2.10506790,0.49938445,0.59257574,0.02045826,0.04522182,0.37143452,0.81088983,0.05588851,0.38570606
-2.15807904,2.05743819,0.48708335,0.58685797,0.02043864,0.04387834,0.36382861,0.77582328,0.05575577,0.38340051
-2.15207604,2.01047008,0.47512402,0.58001458,0.02030962,0.04279860,0.35791404,0.74355449,0.05549519,0.38020251
-2.14607304,1.96415607,0.46351993,0.57199966,0.02007713,0.04200247,0.35374972,0.71409940,0.05509806,0.37611865
-2.14007004,1.91850105,0.45226784,0.56279322,0.01975027,0.04150735,0.35137138,0.68743234,0.05455850,0.37117799
-2.13406703,1.87353375,0.44135166,0.55240364,0.01934101,0.04132864,0.35079455,0.66349271,0.05387386,0.36543263
-2.12806403,1.82931698,0.43074658,0.54086910,0.01886393,0.04148019,0.35201762,0.64219259,0.05304503,0.35895745
-2.12206103,1.78595617,0.42042332,0.52825785,0.01833570,0.04197491,0.35502490,0.62342497,0.05207667,0.35184918
-2.11605803,1.74360595,0.41035220,0.51466743,0.01777457,0.04282513,0.35978932,0.60707206,0.05097728,0.34422478
-2.11005503,1.70247423,0.40050693,0.50022290,0.01719982,0.04404313,0.36627499,0.59301345,0.04975925,0.33621918
-2.10405203,1.66282381,0.39086789,0.48507411,0.01663110,0.04564135,0.37443903,0.58113361,0.04843876,0.32798248
-2.09804902,1.62497130,0.38142480,0.46939228,0.01608781,0.04763266,0.38423303,0.57132847,0.04703557,0.31967669
-2.09204602,1.58928324,0.37217864,0.45336584,0.01558844,0.05003032,0.39560369,0.56351081,0.04557273,0.31147214
-2.08604302,1.55616950,0.36314281,0.43719580,0.01514999,0.05284786,0.40849288,0.55761419,0.04407623,0.30354361
-2.08004002,1.52607403,0.35434330,0.42109082,0.01478742,0.05609869,0.42283691,0.55359521,0.04257449,0.29606630
-2.07403702,1.49946310,0.34581816,0.40526196,0.01451314,0.05979555,0.43856522,0.55143405,0.04109786,0.28921160
-2.06803402,1.47681130,0.33761602,0.38991741,0.01433664,0.06394970,0.45559845,0.55113320,0.03967795,0.28314301
-2.06203102,1.45858558,0.32979387,0.37525726,0.01426416,0.06856995,0.47384604,0.55271444,0.03834701,0.27801195
-2.05602801,1.44522784,0.32241425,0.36146843,0.01429853,0.07366152,0.49320357,0.55621414,0.03713717,0.27395380
-2.05002501,1.43713651,0.31554184,0.34871987,0.01443906,0.07922476,0.51355008,0.56167718,0.03607972,0.27108413
-2.04402201,1.43464794,0.30923978,0.33715828,0.01468158,0.08525381,0.53474541,0.56914964,0.03520439,0.26949522
-2.03801901,1.43801814,0.30356582,0.32690430,0.01501858,0.09173525,0.55662808,0.57867083,0.03453857,0.26925302
-2.03201601,1.44740591,0.29856846,0.31804936,0.01543948,0.09864686,0.57901383,0.59026484,0.03410666,0.27039458
-2.02601301,1.46285802,0.29428349,0.31065338,0.01593096,0.10595654,0.60169507,0.60393238,0.03392950,0.27292617
-2.02001001,1.48429758,0.29073088,0.30474324,0.01647741,0.11362144,0.62444148,0.61964315,0.03402381,0.27682202
-2.01400700,1.51151616,0.28791233,0.30031230,0.01706141,0.12158754,0.64700200,0.63732952,0.03440183,0.28202398
-2.00800400,1.54417060,0.28580969,0.29732083,0.01766437,0.12978956,0.66910826,0.65688177,0.03507109,0.28844212
-2.00200100,1.58178507,0.28438422,0.29569756,0.01826703,0.13815140,0.69047947,0.67814550,0.03603431,0.29595622
-1.99599800,1.62375863,0.28357685,0.29534218,0.01885019,0.14658718,0.71082882,0.70092138,0.03728953,0.30441833
-1.98999500,1.66937866,0.28330951,0.29612884,0.01939525,0.15500273,0.72987119,0.72496766,0.03883031,0.31365640
-1.98399200,1.71783979,0.28348737,0.29791051,0.01988484,0.16329770,0.74733194,0.75000525,0.04064622,0.32347877
-1.97798899,1.76826791,0.28400196,0.30052407,0.02030339,0.17136818,0.76295645,0.77572555,0.04272339,0.33367955
-1.97198599,1.81974865,0.28473508,0.30379606,0.02063758,0.17910975,0.77652016,0.80180052,0.04504519,0.34404478
-1.96598299,1.87135906,0.28556332,0.30754861,0.02087678,0.18642083,0.78783841,0.82789487,0.04759305,0.35435901
-1.95997999,1.92220124,0.28636280,0.31160573,0.02101336,0.19320625,0.79677591,0.85367949,0.05034727,0.36441218
-1.95397699,1.97143653,0.28701423,0.31579927,0.02104291,0.19938084,0.80325509,0.87884572,0.05328789,0.37400653
-1.94797399,2.01831839,0.28740770,0.31997469,0.02096432,0.20487292,0.80726296,0.90311955,0.05639544,0.38296323
-1.94197099,2.06222253,0.28744719,0.32399606,0.02077981,0.20962744,0.80885612,0.92627493,0.05965168,0.39112838
-1.93596798,2.10267250,0.28705451,0.32775036,0.02049476,0.21360862,0.80816337,0.94814549,0.06304016,0.39837820
-1.92996498,2.13935929,0.28617242,0.33115065,0.02011752,0.21680197,0.80538578,0.96863379,0.06654659,0.40462309
-1.92396198,2.17215381,0.28476686,0.33413810,0.01965908,0.21921549,0.80079392,0.98771749,0.07015903,0.40981038
-1.91795898,2.20111116,0.28282815,0.33668274,0.01913263,0.22087999,0.79472236,1.00545194,0.07386781,0.41392554
-1.91195598,2.22646632,0.28037106,0.33878286,0.01855312,0.22184845,0.78756120,1.02196874,0.07766530,0.41699190
-1.90595298,2.24862097,0.27743380,0.34046318,0.01793671,0.22219437,0.77974511,1.03747028,0.08154535,0.41906871
-1.89994997,2.26812195,0.27407602,0.34177172,0.01730024,0.22200924,0.77174001,1.05222014,0.08550257,0.42024773
-1.89394697,2.28563207,0.27037583,0.34277567,0.01666062,0.22139905,0.76402783,1.06652983,0.08953149,0.42064835
-1.88794397,2.30189442,0.26642603,0.34355637,0.01603430,0.22048014,0.75708992,1.08074228,0.09362553,0.42041163
-1.88194097,2.31769186,0.26232980,0.34420364,0.01543674,0.21937449,0.75138963,1.09521279,0.09777593,0.41969333
-1.87593797,2.33380350,0.25819599,0.34480974,0.01488191,0.21820461,0.74735480,1.11028837,0.10197074,0.41865642
-1.86993497,2.35096029,0.25413427,0.34546335,0.01438185,0.21708831,0.74536078,1.12628641,0.10619379,0.41746325
-1.86393197,2.36980177,0.25025044,0.34624364,0.01394636,0.21613364,0.74571475,1.14347376,0.11042393,0.41626791
-1.85792896,2.39083639,0.24664194,0.34721496,0.01358269,0.21543412,0.74864194,1.16204730,0.11463438,0.41520908
-1.85192596,2.41440719,0.24339414,0.34842232,0.01329537,0.21506466,0.75427452,1.18211706,0.11879242,0.41440361
-1.84592296,2.44066491,0.24057718,0.34988780,0.01308616,0.21507819,0.76264353,1.20369284,0.12285936,0.41394136
-1.83991996,2.46954994,0.23824388,0.35160820,0.01295400,0.21550333,0.77367448,1.22667510,0.12679086,0.41388132
-1.83391696,2.50078425,0.23642858,0.35355409,0.01289520,0.21634316,0.78718691,1.25085084,0.13053765,0.41424940
-1.82791396,2.53387401,0.23514726,0.35567009,0.01290356,0.21757517,0.80289796,1.27589477,0.13404654,0.41503787
-1.82191096,2.56812310,0.23439860,0.35787671,0.01297070,0.21915244,0.82043022,1.30137597,0.13726179,0.41620663
-1.81590795,2.60265715,0.23416642,0.36007339,0.01308640,0.22100595,0.83932344,1.32676999,0.14012677,0.41768610
-1.80990495,2.63645725,0.23442299,0.36214279,0.01323901,0.22304804,0.85905003,1.35147590,0.14258585,0.41938182
-1.80390195,2.66840218,0.23513341,0.36395616,0.01341590,0.22517675,0.87903364,1.37483781,0.14458639,0.42118045
-1.79789895,2.69731714,0.23626075,0.36537936,0.01360397,0.22728097,0.89867031,1.39616995,0.14608086,0.42295690
-1.79189595,2.72202728,0.23777174,0.36627949,0.01379010,0.22924606,0.91735137,1.41478422,0.14702889,0.42458236
-1.78589295,2.74141333,0.23964284,0.36653174,0.01396166,0.23095979,0.93448714,1.43001919,0.14739923,0.42593280
-1.77988994,2.75446712,0.24186634,0.36602606,0.01410698,0.23231822,0.94953058,1.44126914,0.14717147,0.42689763
-1.77388694,2.76034429,0.24445625,0.36467348,0.01421574,0.23323142,0.96199971,1.44801185,0.14633752,0.42738795
-1.76788394,2.75841179,0.24745358,0.36241170,0.01427935,0.23362850,0.97149801,1.44983400,0.14490262,0.42734420
-1.76188094,2.74828785,0.25093078,0.35920968,0.01429123,0.23346205,0.97773178,1.44645275,0.14288607,0.42674264
-1.75587794,2.72987249,0.25499502,0.35507101,0.01424702,0.23271147,0.98052353,1.43773271,0.14032135,0.42560038
-1.74987494,2.70336686,0.25978989,0.35003585,0.01414468,0.23138519,0.97982095,1.42369729,0.13725583,0.42397861
-1.74387194,2.66928029,0.26549547,0.34418133,0.01398454,0.22952170,0.97570082,1.40453387,0.13374998,0.42198383
-1.73786893,2.62842445,0.27232639,0.33762041,0.01376923,0.22718916,0.96836751,1.38059239,0.12987605,0.41976689
-1.73186593,2.58189446,0.28052779,0.33049902,0.01350349,0.22448376,0.95814626,1.35237750,0.12571631,0.41751969
-1.72586293,2.53103743,0.29036919,0.32299178,0.01319399,0.22152683,0.94547116,1.32053415,0.12136097,0.41546972
-1.71985993,2.47740955,0.30213619,0.31529629,0.01284897,0.21846068,0.93086845,1.28582757,0.11690568,0.41387237
-1.71385693,2.42272314,0.31612014,0.30762624,0.01247790,0.21544359,0.91493576,1.24911799,0.11244884,0.41300137
