energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.50416714,-2.81674281,0.14828432,-0.22468067,0.04189060,-0.06551763,1.71652227,-2.02496420,0.83175815,-0.76120564,0.00359978,-0.00324250,1.16862408,-1.29274625,0.25161143,-0.35396290,0.00000000,-0.00000000
-5.99399700,2.37461515,-2.76456177,0.14242721,-0.21606578,0.04049134,-0.06343449,1.60868992,-1.96575853,0.79725713,-0.76013055,0.00320508,-0.00308794,1.10517426,-1.27534414,0.24166706,-0.33955793,0.00000000,-0.00000000
-5.98799400,2.24678556,-2.71032604,0.13805476,-0.20767607,0.03956559,-0.06157340,1.50174134,-1.90473556,0.76174864,-0.75844433,0.00283829,-0.00292504,1.04055616,-1.25616315,0.23420463,-0.32601626,0.00000000,-0.00000000
-5.98199100,2.12263609,-2.65502926,0.13532518,-0.19972763,0.03916686,-0.06001015,1.39693524,-1.84268955,0.72584247,-0.75623852,0.00250075,-0.00275616,0.97561203,-1.23546749,0.22949814,-0.31366716,0.00000000,-0.00000000
-5.97598799,2.00403113,-2.59963358,0.13436923,-0.19243287,0.03934339,-0.05882423,1.29543223,-1.78033791,0.69015605,-0.75359727,0.00219313,-0.00258386,0.91116341,-1.21349913,0.22778407,-0.30283662,0.00000000,-0.00000000
-5.96998499,1.89270596,-2.54504976,0.13528727,-0.18599564,0.04013731,-0.05809797,1.19827790,-1.71830792,0.65529985,-0.75059479,0.00191547,-0.00241087,0.84799598,-1.19047266,0.22925632,-0.29384114,0.00000000,-0.00000000
-5.96398199,1.79023417,-2.49212137,0.13814672,-0.18060686,0.04158374,-0.05791546,1.10638962,-1.65712833,0.62186298,-0.74729380,0.00166732,-0.00223995,0.78684562,-1.16657223,0.23406172,-0.28698204,0.00000000,-0.00000000
-5.95797899,1.69799872,-2.44161325,0.14297999,-0.17644057,0.04370989,-0.05836155,1.02054701,-1.59722577,0.59039915,-0.74374502,0.00144775,-0.00207388,0.72838621,-1.14195062,0.24229597,-0.28254035,0.00000000,-0.00000000
-5.95197599,1.61716696,-2.39420408,0.14978288,-0.17365059,0.04653425,-0.05952063,0.94138576,-1.53892584,0.56141354,-0.73998766,0.00125545,-0.00191532,0.67321910,-1.11673030,0.25400015,-0.28077213,0.00000000,-0.00000000
-5.94597299,1.54866989,-2.35048280,0.15851355,-0.17236771,0.05006579,-0.06147544,0.86939476,-1.48245847,0.53535080,-0.73605084,0.00108884,-0.00176680,0.62186443,-1.09100636,0.26915777,-0.28190433,0.00000000,-0.00000000
-5.93996998,1.49318593,-2.31094831,0.16909200,-0.17269745,0.05430319,-0.06430564,0.80491602,-1.42796694,0.51258450,-0.73195570,0.00094612,-0.00163066,0.57475444,-1.06485102,0.28769258,-0.28613092,0.00000000,-0.00000000
-5.93396698,1.45112943,-2.27601170,0.18140025,-0.17471832,0.05923429,-0.06808629,0.74814728,-1.37551978,0.49340834,-0.72771804,0.00082536,-0.00150901,0.53222859,-1.03831937,0.30946716,-0.29360941,0.00000000,-0.00000000
-5.92796398,1.42264425,-2.24600032,0.19528325,-0.17848061,0.06483555,-0.07288608,0.69914690,-1.32512494,0.47802931,-0.72335124,0.00072456,-0.00140373,0.49453064,-1.01145586,0.33428251,-0.30445746,0.00000000,-0.00000000
-5.92196098,1.40760247,-2.22116276,0.21055061,-0.18400554,0.07107181,-0.07876547,0.65784076,-1.27674505,0.46656297,-0.71886912,0.00064175,-0.00131643,0.46180759,-0.98430124,0.36187890,-0.31874979,0.00000000,-0.00000000
-5.91595798,1.40560853,-2.20167391,0.22697924,-0.19128497,0.07789629,-0.08577463,0.62403088,-1.23031324,0.45903112,-0.71428854,0.00057499,-0.00124846,0.43411028,-0.95689920,0.39193800,-0.33651508,0.00000000,-0.00000000
-5.90995498,1.41600890,-2.18763945,0.24431698,-0.20028137,0.08525083,-0.09395120,0.59740566,-1.18574836,0.45536168,-0.70963141,0.00052246,-0.00120092,0.41139583,-0.92930252,0.42408664,-0.35773319,0.00000000,-0.00000000
-5.90395198,1.43790721,-2.17909905,0.26228716,-0.21092814,0.09306657,-0.10331807,0.57755121,-1.14296902,0.45539115,-0.70492596,0.00048249,-0.00117463,0.39353158,-0.90157814,0.45790217,-0.38233244,0.00000000,-0.00000000
-5.89794897,1.47018501,-2.17602797,0.28059422,-0.22313032,0.10126490,-0.11388104,0.56396401,-1.10190571,0.45886924,-0.70020710,0.00045360,-0.00117017,0.38030052,-0.87381093,0.49291960,-0.41018732,0.00000000,-0.00000000
-5.89194597,1.51152762,-2.17833675,0.29893015,-0.23676555,0.10975887,-0.12562660,0.55606424,-1.06251047,0.46546588,-0.69551577,0.00043452,-0.00118786,0.37140813,-0.84610575,0.52864036,-0.44111657,0.00000000,-0.00000000
-5.88594297,1.56045502,-2.18586918,0.31698174,-0.25168540,0.11845491,-0.13851985,0.55321009,-1.02476376,0.47478031,-0.69089727,0.00042420,-0.00122775,0.36649051,-0.81858788,0.56454279,-0.47488194,0.00000000,-0.00000000
-5.87993997,1.61535703,-2.19839871,0.33443844,-0.26771694,0.12725503,-0.15250276,0.55471242,-0.98867824,0.48635201,-0.68639880,0.00042186,-0.00128966,0.36512359,-0.79140156,0.60009386,-0.51118773,0.00000000,-0.00000000
-5.87393697,1.67453222,-2.21562387,0.35100055,-0.28466470,0.13605914,-0.16749274,0.55984991,-0.95429951,0.49967322,-0.68206613,0.00042695,-0.00137311,0.36683342,-0.76470691,0.63476215,-0.54968135,0.00000000,-0.00000000
-5.86793397,1.73622944,-2.23716341,0.36638748,-0.30231299,0.14476779,-0.18338180,0.56788438,-0.92170393,0.51420277,-0.67793987,0.00043919,-0.00147737,0.37110722,-0.73867532,0.66803139,-0.58995511,0.00000000,-0.00000000
-5.86193097,1.79869120,-2.26255185,0.38034578,-0.32042862,0.15328487,-0.20003635,0.57807595,-0.89099367,0.52938077,-0.67405146,0.00045853,-0.00160140,0.37740513,-0.71348369,0.69941432,-0.63154947,0.00000000,-0.00000000
-5.85592796,1.86019733,-2.29123641,0.39265658,-0.33876389,0.16152047,-0.21729766,0.58969799,-0.86228956,0.54464372,-0.67041933,0.00048518,-0.00174385,0.38517246,-0.68930776,0.72846619,-0.67395773,0.00000000,-0.00000000
-5.84992496,1.91910799,-2.32257618,0.40314213,-0.35706017,0.16939359,-0.23498324,0.60205141,-0.83572216,0.55943966,-0.66704539,0.00051953,-0.00190308,0.39385205,-0.66631500,0.75479746,-0.71663250,0.00000000,-0.00000000
-5.84392196,1.97390431,-2.35584415,0.41167111,-0.37505173,0.17683456,-0.25288898,0.61447802,-0.81142160,0.57324287,-0.66391222,0.00056219,-0.00207709,0.40289670,-0.64465758,0.77808497,-0.75899375,0.00000000,-0.00000000
-5.83791896,2.02322551,-2.39023288,0.41816238,-0.39247000,0.18378718,-0.27079230,0.62637277,-0.78950689,0.58556762,-0.66098127,0.00061393,-0.00226358,0.41178118,-0.62446552,0.79808131,-0.80043858,0.00000000,-0.00000000
-5.83191596,2.06590117,-2.42486401,0.42258716,-0.40904818,0.19021033,-0.28845602,0.63719438,-0.77007520,0.59598063,-0.65819206,0.00067563,-0.00245994,0.42001368,-0.60584082,0.81462168,-0.84035239,0.00000000,-0.00000000
-5.82591296,2.10097740,-2.45880192,0.42496915,-0.42452606,0.19607898,-0.30563314,0.64647423,-0.75319185,0.60411172,-0.65546268,0.00074823,-0.00266325,0.42714630,-0.58885239,0.82762792,-0.87812148,0.00000000,-0.00000000
-5.81990995,2.12773601,-2.49107130,0.42538297,-0.43865507,0.20138458,-0.32207228,0.65382314,-0.73888143,0.60966243,-0.65269151,0.00083271,-0.00287036,0.43278430,-0.57353252,0.83710967,-0.91314649,0.00000000,-0.00000000
-5.81390695,2.14570599,-2.52067826,0.42395050,-0.45120335,0.20613469,-0.33752364,0.65893591,-0.72712056,0.61241220,-0.64976008,0.00093001,-0.00307790,0.43659386,-0.55987457,0.84316217,-0.94485653,0.00000000,-0.00000000
-5.80790395,2.15466673,-2.54663428,0.42083568,-0.46196081,0.21035188,-0.35174536,0.66159345,-0.71783266,0.61222208,-0.64653695,0.00104098,-0.00328236,0.43830806,-0.54783236,0.84596110,-0.97272346,0.00000000,-0.00000000
-5.80190095,2.15464321,-2.56798230,0.41623762,-0.47074390,0.21407198,-0.36451010,0.66166244,-0.71088499,0.60903579,-0.64288249,0.00116629,-0.00348018,0.43773099,-0.53732092,0.84575441,-0.99627590,0.00000000,-0.00000000
-5.79589795,2.14589304,-2.58382365,0.41038263,-0.47740009,0.21734164,-0.37561146,0.65909251,-0.70608820,0.60287814,-0.63865409,0.00130641,-0.00366782,0.43473970,-0.52821877,0.84285157,-1.01511241,0.00000000,-0.00000000
-5.78989495,2.12888633,-2.59334506,0.40351529,-0.48181181,0.22021544,-0.38487024,0.65391120,-0.70319822,0.59385101,-0.63371186,0.00146152,-0.00384191,0.42928411,-0.52037145,0.83761074,-1.02891340,0.00000000,-0.00000000
-5.78389195,2.10427910,-2.59584438,0.39588909,-0.48389975,0.22275255,-0.39214008,0.64621672,-0.70192076,0.58212697,-0.62792412,0.00163144,-0.00399929,0.42138473,-0.51359617,0.83042431,-1.03745129,0.00000000,-0.00000000
-5.77788894,2.07288158,-2.59075409,0.38775709,-0.48362538,0.22501325,-0.39731247,0.63616906,-0.70191792,0.56794099,-0.62117288,0.00181563,-0.00413716,0.41112854,-0.50768734,0.82170363,-1.04059859,0.00000000,-0.00000000
-5.77188594,2.03562274,-2.57766154,0.37936291,-0.48099257,0.22705533,-0.40032077,0.62397955,-0.70281694,0.55158055,-0.61335861,0.00201310,-0.00425321,0.39866291,-0.50242282,0.81186347,-1.03833340,0.00000000,-0.00000000
