energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,2.37673427,0.04996665,0.01015939,0.53799506,1.58242012,0.01717057,1.29470034,0.31967570,0.07297449
-5.99399700,2.39225436,0.04971968,0.01028385,0.54439992,1.59154582,0.01735807,1.30434600,0.32296680,0.07294232
-5.98799400,2.40870402,0.04963888,0.01040427,0.55186766,1.59952534,0.01761617,1.31500894,0.32725804,0.07298918
-5.98199100,2.42610058,0.04971858,0.01052063,0.56044103,1.60636584,0.01794066,1.32672326,0.33247714,0.07312234
-5.97598799,2.44447415,0.04994803,0.01063314,0.57015398,1.61210951,0.01832629,1.33952637,0.33853107,0.07335050
-5.96998499,2.46387261,0.05031189,0.01074217,0.58103099,1.61683637,0.01876709,1.35346124,0.34530937,0.07368380
-5.96398199,2.48436460,0.05079105,0.01084824,0.59308639,1.62066482,0.01925653,1.36857744,0.35268832,0.07413379
-5.95797899,2.50604029,0.05136351,0.01095196,0.60632398,1.62374976,0.01978779,1.38493114,0.36053539,0.07471321
-5.95197599,2.52901003,0.05200534,0.01105395,0.62073671,1.62627827,0.02035401,1.40258400,0.36871412,0.07543565
-5.94597299,2.55340070,0.05269173,0.01115484,0.63630674,1.62846314,0.02094850,1.42160103,0.37708888,0.07631516
-5.93996998,2.57935048,0.05339798,0.01125521,0.65300580,1.63053439,0.02156497,1.44204769,0.38552956,0.07736574
-5.93396698,2.60700219,0.05410040,0.01135558,0.67079591,1.63272960,0.02219771,1.46398647,0.39391583,0.07860088
-5.92796398,2.63649583,0.05477719,0.01145639,0.68963060,1.63528331,0.02284181,1.48747326,0.40214087,0.08003295
-5.92196098,2.66796100,0.05540904,0.01155804,0.70945639,1.63841642,0.02349320,1.51255381,0.41011438,0.08167279
-5.91595798,2.70150958,0.05597969,0.01166088,0.73021477,1.64232608,0.02414885,1.53926052,0.41776482,0.08352926
-5.90995498,2.73722929,0.05647620,0.01176525,0.75184431,1.64717671,0.02480675,1.56760984,0.42504078,0.08560888
-5.90395198,2.77517834,0.05688910,0.01187159,0.77428294,1.65309270,0.02546596,1.59760032,0.43191141,0.08791555
-5.89794897,2.81538156,0.05721236,0.01198040,0.79747016,1.66015311,0.02612652,1.62921146,0.43836599,0.09045042
-5.89194597,2.85782782,0.05744316,0.01209238,0.82134902,1.66838861,0.02678944,1.66240320,0.44441272,0.09321180
-5.88594297,2.90246888,0.05758158,0.01220843,0.84586762,1.67778078,0.02745648,1.69711601,0.45007667,0.09619514
-5.87993997,2.94921917,0.05763016,0.01232966,0.87097994,1.68826350,0.02813001,1.73327127,0.45539717,0.09939306
-5.87393697,2.99795636,0.05759341,0.01245745,0.89664587,1.69972632,0.02881283,1.77077186,0.46042467,0.10279549
-5.86793397,3.04852212,0.05747728,0.01259338,0.92283027,1.71201939,0.02950784,1.80950247,0.46521725,0.10638972
-5.86193097,3.10072271,0.05728865,0.01273923,0.94950095,1.72495939,0.03021787,1.84932952,0.46983690,0.11016043
-5.85592796,3.15432908,0.05703485,0.01289686,0.97662566,1.73833611,0.03094533,1.89010048,0.47434582,0.11408979
-5.84992496,3.20907597,0.05672323,0.01306813,1.00416802,1.75191902,0.03169196,1.93164237,0.47880275,0.11815738
-5.84392196,3.26466011,0.05636083,0.01325476,1.03208272,1.76546349,0.03245860,1.97375951,0.48325956,0.12234014
-5.83791896,3.32073724,0.05595405,0.01345817,1.06031003,1.77871622,0.03324490,2.01623042,0.48775817,0.12661222
-5.83191596,3.37691839,0.05550857,0.01367936,1.08877010,1.79141962,0.03404912,2.05880431,0.49232794,0.13094481
-5.82591296,3.43276553,0.05502917,0.01391869,1.11735726,1.80331509,0.03486803,2.10119724,0.49698357,0.13530595
-5.81990995,3.48778727,0.05451972,0.01417574,1.14593487,1.81414505,0.03569672,2.14308845,0.50172358,0.13966037
-5.81390695,3.54143525,0.05398326,0.01444921,1.17433102,1.82365401,0.03652863,2.18411733,0.50652940,0.14396939
-5.80790395,3.59310181,0.05342201,0.01473677,1.20233556,1.83158887,0.03735550,2.22388147,0.51136516,0.14819086
-5.80190095,3.64211995,0.05283749,0.01503502,1.22969876,1.83769866,0.03816753,2.26193649,0.51617811,0.15227936
-5.79589795,3.68776600,0.05223067,0.01533944,1.25613206,1.84173441,0.03895348,2.29779784,0.52089965,0.15618642
-5.78989495,3.72926592,0.05160202,0.01564444,1.28131095,1.84344917,0.03970094,2.33094521,0.52544711,0.15986110
-5.78389195,3.76580545,0.05095167,0.01594348,1.30488023,1.84259890,0.04039655,2.36082973,0.52972600,0.16325069
-5.77788894,3.79654454,0.05027949,0.01622914,1.32646160,1.83894430,0.04102644,2.38688404,0.53363289,0.16630171
-5.77188594,3.82063581,0.04958516,0.01649339,1.34566342,1.83225396,0.04157652,2.40853519,0.53705878,0.16896106
-5.76588294,3.83724705,0.04886826,0.01672779,1.36209243,1.82230889,0.04203297,2.42522019,0.53989287,0.17117743
-5.75987994,3.84558682,0.04812834,0.01692379,1.37536695,1.80890837,0.04238264,2.43640368,0.54202661,0.17290281
-5.75387694,3.84493255,0.04736505,0.01707302,1.38513114,1.79187705,0.04261353,2.44159708,0.54335806,0.17409416
-5.74787394,3.83465987,0.04657820,0.01716761,1.39106963,1.77107298,0.04271521,2.44037856,0.54379616,0.17471505
-5.74187094,3.81427199,0.04576788,0.01720054,1.39292197,1.74639614,0.04267923,2.43241288,0.54326510,0.17473721
-5.73586793,3.78342762,0.04493466,0.01716588,1.39049615,1.71779712,0.04249947,2.41747006,0.54170832,0.17414207
-5.72986493,3.74196602,0.04407975,0.01705909,1.38368051,1.68528526,0.04217251,2.39544209,0.53909219,0.17292197
-5.72386193,3.68992785,0.04320519,0.01687723,1.37245354,1.64893582,0.04169775,2.36635660,0.53540909,0.17108113
-5.71785893,3.62757043,0.04231407,0.01661914,1.35689091,1.60889561,0.04107769,2.33038682,0.53067982,0.16863625
-5.71185593,3.55537656,0.04141074,0.01628552,1.33716944,1.56538663,0.04031784,2.28785696,0.52495515,0.16561677
-5.70585293,3.47405587,0.04050101,0.01587897,1.31356768,1.51870731,0.03942680,2.23924280,0.51831637,0.16206460
-5.69984992,3.38453861,0.03959229,0.01540396,1.28646299,1.46923109,0.03841602,2.18516702,0.51087487,0.15803351
-5.69384692,3.28796154,0.03869371,0.01486672,1.25632528,1.41740228,0.03729958,2.12638939,0.50277064,0.15358810
-5.68784392,3.18564644,0.03781610,0.01427508,1.22370746,1.36372909,0.03609389,2.06379209,0.49416965,0.14880232
-5.68184092,3.07907171,0.03697200,0.01363825,1.18923313,1.30877410,0.03481721,1.99836052,0.48526034,0.14375772
-5.67583792,2.96983835,0.03617542,0.01296653,1.15358193,1.25314246,0.03348924,1.93116040,0.47624909,0.13854143
-5.66983492,2.85963125,0.03544161,0.01227107,1.11747306,1.19746813,0.03213057,1.86331205,0.46735504,0.13324396
-5.66383192,2.75017745,0.03478671,0.01156350,1.08164773,1.14239886,0.03076213,1.79596262,0.45880424,0.12795693
-5.65782891,2.64320296,0.03422727,0.01085567,1.04685116,1.08858026,0.02940464,1.73025755,0.45082351,0.12277073
-5.65182591,2.54038951,0.03377971,0.01015929,1.01381466,1.03663977,0.02807813,1.66731213,0.44363412,0.11777238
-5.64582291,2.44333303,0.03345979,0.00948569,0.98323857,0.98717107,0.02680139,1.60818423,0.43744554,0.11304339
-5.63981991,2.35350512,0.03328194,0.00884552,0.95577640,0.94071944,0.02559155,1.55384911,0.43244953,0.10865801
-5.63381691,2.27221871,0.03325874,0.00824853,0.93202077,0.89776868,0.02446373,1.50517698,0.42881478,0.10468161
-5.62781391,2.20059904,0.03340028,0.00770342,0.91249122,0.85873006,0.02343073,1.46291413,0.42668215,0.10116942
-5.62181091,2.13956048,0.03371376,0.00721764,0.89762436,0.82393344,0.02250282,1.42766773,0.42616091,0.09816561
-5.61580790,2.08978974,0.03420301,0.00679734,0.88776622,0.79362106,0.02168764,1.39989492,0.42732580,0.09570265
-5.60980490,2.05173561,0.03486828,0.00644727,0.88316690,0.76794392,0.02099018,1.37989594,0.43021524,0.09380102
-5.60380190,2.02560508,0.03570607,0.00617076,0.88397742,0.74696081,0.02041278,1.36781137,0.43483043,0.09246917
-5.59779890,2.01136554,0.03670914,0.00596976,0.89024856,0.73063991,0.01995530,1.36362325,0.44113561,0.09170377
-5.59179590,2.00875258,0.03786664,0.00584483,0.90193153,0.71886281,0.01961531,1.36715970,0.44905916,0.09149020
-5.58579290,2.01728268,0.03916438,0.00579522,0.91888024,0.71143055,0.01938827,1.37810260,0.45849559,0.09180322
-5.57978989,2.03627014,0.04058521,0.00581893,0.94085505,0.70807161,0.01926785,1.39599801,0.46930820,0.09260779
-5.57378689,2.06484748,0.04210951,0.00591279,0.96752762,0.70845122,0.01924618,1.42026874,0.48133230,0.09386005
-5.56778389,2.10198849,0.04371569,0.00607256,0.99848697,0.71218195,0.01931416,1.45022868,0.49437891,0.09550839
-5.56178089,2.14653334,0.04538080,0.00629303,1.03324645,0.71883489,0.01946171,1.48509850,0.50823865,0.09749457
-5.55577789,2.19721500,0.04708102,0.00656813,1.07125159,0.72795140,0.01967809,1.52402233,0.52268573,0.09975499
-5.54977489,2.25268650,0.04879226,0.00689103,1.11188896,0.73905488,0.01995207,1.56608512,0.53748208,0.10222194
-5.54377189,2.31154850,0.05049061,0.00725423,1.15449584,0.75166240,0.02027221,1.61033047,0.55238119,0.10482490
-5.53776888,2.37237679,0.05215274,0.00764975,1.19837080,0.76529588,0.02062697,1.65577864,0.56713200,0.10749192
-5.53176588,2.43374945,0.05375622,0.00806917,1.24278526,0.77949273,0.02100490,1.70144466,0.58148247,0.11015093
-5.52576288,2.49427333,0.05527979,0.00850387,1.28699594,0.79381561,0.02139473,1.74635637,0.59518306,0.11273121
-5.51975988,2.55260971,0.05670345,0.00894505,1.33025813,0.80786133,0.02178545,1.78957213,0.60798995,0.11516470
-5.51375688,2.60749870,0.05800861,0.00938401,1.37183975,0.82126870,0.02216641,1.83019824,0.61966824,0.11738736
-5.50775388,2.65778245,0.05917807,0.00981221,1.41103589,0.83372522,0.02252734,1.86740564,0.62999499,0.11934051
-5.50175088,2.70242653,0.06019606,0.01022148,1.44718369,0.84497261,0.02285842,1.90044586,0.63876227,0.12097204
-5.49574787,2.74053936,0.06104820,0.01060416,1.47967715,0.85481103,0.02315036,1.92866575,0.64578017,0.12223752
-5.48974487,2.77138929,0.06172154,0.01095329,1.50798136,0.86310199,0.02339442,1.95152080,0.65087985,0.12310121
-5.48374187,2.79441876,0.06220456,0.01126271,1.53164596,0.86976989,0.02358253,1.96858665,0.65391655,0.12353684
-5.47773887,2.80925534,0.06248731,0.01152723,1.55031702,0.87480211,0.02370735,1.97956833,0.65477259,0.12352822
-5.47173587,2.81571891,0.06256153,0.01174272,1.56374703,0.87824769,0.02376242,1.98430697,0.65336020,0.12306960
-5.46573287,2.81382489,0.06242084,0.01190620,1.57180249,0.88021461,0.02374222,1.98278354,0.64962411,0.12216576
-5.45972986,2.80378296,0.06206101,0.01201592,1.57446860,0.88086556,0.02364235,1.97511937,0.64354377,0.12083185
-5.45372686,2.78599114,0.06148022,0.01207135,1.57185081,0.88041252,0.02345960,1.96157324,0.63513510,0.11909294
-5.44772386,2.76102516,0.06067935,0.01207318,1.56417303,0.87911000,0.02319211,1.94253493,0.62445143,0.11698330
-5.44172086,2.72962315,0.05966222,0.01202331,1.55177224,0.87724722,0.02283940,1.91851523,0.61158379,0.11454542
-5.43571786,2.69266604,0.05843585,0.01192470,1.53508979,0.87513945,0.02240250,1.89013270,0.59666013,0.11182887
-5.42971486,2.65115392,0.05701054,0.01178133,1.51465947,0.87311865,0.02188391,1.85809730,0.57984361,0.10888884
-5.42371186,2.60617922,0.05539998,0.01159800,1.49109276,0.87152369,0.02128764,1.82319155,0.56132976,0.10578473
-5.41770885,2.55889735,0.05362109,0.01138025,1.46506168,0.87069050,0.02061911,1.78624966,0.54134265,0.10257848
-5.41170585,2.51049577,0.05169388,0.01113410,1.43728002,0.87094237,0.01988507,1.74813533,0.52013004,0.09933299
-5.40570285,2.46216241,0.04964105,0.01086592,1.40848337,0.87258065,0.01909340,1.70971895,0.49795776,0.09611049
-5.39969985,2.41505458,0.04748752,0.01058227,1.37940886,0.87587629,0.01825299,1.67185498,0.47510335,0.09297107
-5.39369685,2.37026921,0.04525986,0.01028965,1.35077527,0.88106218,0.01737343,1.63536024,0.45184929,0.08997125
-5.38769385,2.32881547,0.04298554,0.00999442,1.32326412,0.88832668,0.01646479,1.60099367,0.42847603,0.08716273
-5.38169085,2.29159048,0.04069227,0.00970258,1.29750246,0.89780842,0.01553738,1.56943846,0.40525514,0.08459140
-5.37568784,2.25935875,0.03840714,0.00941970,1.27404778,0.90959240,0.01460143,1.54128672,0.38244275,0.08229649
-5.36968484,2.23273597,0.03615587,0.00915077,1.25337557,0.92370744,0.01366684,1.51702722,0.36027363,0.08030995
-5.36368184,2.21217725,0.03396210,0.00890015,1.23586959,0.94012500,0.01274294,1.49703650,0.33895615,0.07865607
-5.35767884,2.19797003,0.03184676,0.00867147,1.22181529,0.95875921,0.01183829,1.48157323,0.31866813,0.07735134
-5.35167584,2.19023165,0.02982751,0.00846765,1.21139614,0.97946817,0.01096048,1.47077598,0.29955399,0.07640443
-5.34567284,2.18891121,0.02791836,0.00829083,1.20469297,1.00205625,0.01011600,1.46466413,0.28172305,0.07581640
-5.33966983,2.19379561,0.02612943,0.00814236,1.20168606,1.02627738,0.00931015,1.46314182,0.26524904,0.07558106
-5.33366683,2.20451917,0.02446688,0.00802288,1.20225967,1.05183930,0.00854703,1.46600437,0.25017091,0.07568541
-5.32766383,2.22057650,0.02293297,0.00793227,1.20620890,1.07840842,0.00782950,1.47294711,0.23649468,0.07611024
-5.32166083,2.24133793,0.02152633,0.00786973,1.21324827,1.10561557,0.00715925,1.48357603,0.22419621,0.07683075
-5.31565783,2.26606725,0.02024225,0.00783381,1.22302181,1.13306225,0.00653689,1.49741992,0.21322489,0.07781723
-5.30965483,2.29394093,0.01907325,0.00782246,1.23511430,1.16032750,0.00596203,1.51394352,0.20350776,0.07903581
-5.30365183,2.32406852,0.01800953,0.00783308,1.24906320,1.18697529,0.00543347,1.53256150,0.19495406,0.08044921
-5.29764882,2.35551363,0.01703967,0.00786260,1.26437097,1.21256229,0.00494931,1.55265261,0.18745994,0.08201746
-5.29164582,2.38731507,0.01615118,0.00790752,1.28051741,1.23664598,0.00450709,1.57357389,0.18091306,0.08369867
-5.28564282,2.41850757,0.01533115,0.00796401,1.29697180,1.25879297,0.00410401,1.59467454,0.17519697,0.08544974
-5.27963982,2.44814175,0.01456684,0.00802797,1.31320446,1.27858734,0.00373699,1.61530912,0.17019503,0.08722711
-5.27363682,2.47530291,0.01384614,0.00809513,1.32869748,1.29563876,0.00340289,1.63484985,0.16579387,0.08898743
-5.26763382,2.49912812,0.01315806,0.00816113,1.34295451,1.30959034,0.00309854,1.65269780,0.16188615,0.09068823
-5.26163082,2.51882140,0.01249304,0.00822161,1.35550934,1.32012572,0.00282092,1.66829270,0.15837272,0.09228852
-5.25562781,2.53366660,0.01184316,0.00827232,1.36593315,1.32697540,0.00256718,1.68112134,0.15516400,0.09374937
-5.24962481,2.54303781,0.01120235,0.00830918,1.37384039,1.32992191,0.00233471,1.69072432,0.15218084,0.09503447
-5.24362181,2.54640710,0.01056634,0.00832842,1.37889324,1.32880377,0.00212118,1.69670119,0.14935467,0.09611056
-5.23761881,2.54334955,0.00993267,0.00832665,1.38080461,1.32351793,0.00192455,1.69871394,0.14662723,0.09694787
-5.23161581,2.53354568,0.00930050,0.00830093,1.37933988,1.31402076,0.00174307,1.69648900,0.14394981,0.09752044
-5.22561281,2.51678131,0.00867047,0.00824882,1.37431741,1.30032748,0.00157528,1.68981773,0.14128229,0.09780640
-5.21960980,2.49294524,0.00804443,0.00816851,1.36560797,1.28251012,0.00141997,1.67855575,0.13859193,0.09778819
-5.21360680,2.46202497,0.00742518,0.00805876,1.35313337,1.26069416,0.00127615,1.66262114,0.13585212,0.09745273
-5.20760380,2.42410083,0.00681617,0.00791903,1.33686438,1.23505395,0.00114303,1.64199193,0.13304119,0.09679142
-5.20160080,2.37933912,0.00622127,0.00774939,1.31681830,1.20580730,0.00101995,1.61670297,0.13014135,0.09580023
-5.19559780,2.32798437,0.00564445,0.00755056,1.29305614,1.17320938,0.00090640,1.58684248,0.12713771,0.09447964
-5.18959480,2.27035136,0.00508958,0.00732388,1.26567985,1.13754630,0.00080194,1.55254846,0.12401773,0.09283451
-5.18359180,2.20681719,0.00456025,0.00707123,1.23482952,1.09912858,0.00070617,1.51400516,0.12077072,0.09087395
-5.17758879,2.13781349,0.00405956,0.00679501,1.20068068,1.05828479,0.00061875,1.47143955,0.11738774,0.08861116
-5.17158579,2.06381914,0.00359006,0.00649803,1.16344171,1.01535559,0.00053933,1.42511807,0.11386162,0.08606311
-5.16558279,1.98535344,0.00315365,0.00618345,1.12335143,0.97068828,0.00046755,1.37534335,0.11018723,0.08325032
-5.15957979,1.90296975,0.00275155,0.00585468,1.08067662,0.92463191,0.00040304,1.32245111,0.10636184,0.08019647
-5.15357679,1.81724952,0.00238432,0.00551528,1.03570952,0.87753313,0.00034542,1.26680687,0.10238559,0.07692808
-5.14757379,1.72879647,0.00205186,0.00516890,0.98876512,0.82973253,0.00029428,1.20880253,0.09826188,0.07347405
-5.14157079,1.63823091,0.00175351,0.00481914,0.94017813,0.78156173,0.00024919,1.14885255,0.09399782,0.06986521
-5.13556778,1.54618379,0.00148808,0.00446953,0.89029954,0.73334071,0.00020969,1.08738973,0.08960447,0.06613387
-5.12956478,1.45329053,0.00125396,0.00412339,0.83949267,0.68537572,0.00017535,1.02486033,0.08509699,0.06231321
-5.12356178,1.36018439,0.00104924,0.00378381,0.78812874,0.63795728,0.00014569,0.96171870,0.08049456,0.05843685
-5.11755878,1.26748941,0.00087174,0.00345359,0.73658186,0.59135844,0.00012027,0.89842127,0.07582018,0.05453819
-5.11155578,1.17581293,0.00071914,0.00313520,0.68522367,0.54583310,0.00009863,0.83542012,0.07110019,0.05064993
-5.10555278,1.08573782,0.00058903,0.00283071,0.63441762,0.50161442,0.00008035,0.77315610,0.06636370,0.04680350
-5.09954977,0.99781457,0.00047904,0.00254185,0.58451314,0.45891320,0.00006502,0.71205196,0.06164179,0.04302853
-5.09354677,0.91255361,0.00038680,0.00226995,0.53583984,0.41791642,0.00005226,0.65250543,0.05696669,0.03935243
-5.08754377,0.83041798,0.00031010,0.00201596,0.48870204,0.37878587,0.00004172,0.59488271,0.05237082,0.03579994
-5.08154077,0.75181676,0.00024683,0.00178047,0.44337372,0.34165696,0.00003308,0.53951259,0.04788589,0.03239279
-5.07553777,0.67709954,0.00019507,0.00156374,0.40009427,0.30663787,0.00002605,0.48668138,0.04354197,0.02914946
-5.06953477,0.60655220,0.00015305,0.00136571,0.35906506,0.27380896,0.00002038,0.43662895,0.03936669,0.02608501
-5.06353177,0.54039412,0.00011923,0.00118606,0.32044702,0.24322270,0.00001583,0.38954594,0.03538449,0.02321094
-5.05752876,0.47877708,0.00009222,0.00102423,0.28435941,0.21490407,0.00001221,0.34557236,0.03161609,0.02053527
-5.05152576,0.42178581,0.00007081,0.00087947,0.25087964,0.18885142,0.00000935,0.30479753,0.02807804,0.01806259
