energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.04552276,0.36944018,0.00005399,0.00075087,0.22004428,0.16503788,0.00000711,0.26726134,0.02478254,0.01579426
-5.03951976,0.32169900,0.00004086,0.00063741,0.19185106,0.14341330,0.00000537,0.23295685,0.02173731,0.01372861
-5.03351676,0.27846509,0.00003071,0.00053799,0.16626183,0.12390657,0.00000403,0.20183383,0.01894572,0.01186131
-5.02751376,0.23959154,0.00002291,0.00045146,0.14320629,0.10642829,0.00000300,0.17380340,0.01640703,0.01018566
-5.02151076,0.20488880,0.00001697,0.00037665,0.12258627,0.09087381,0.00000222,0.14874320,0.01411668,0.00869300
-5.01550775,0.17413234,0.00001248,0.00031242,0.10428042,0.07712627,0.00000163,0.12650313,0.01206683,0.00737307
-5.00950475,0.14707051,0.00000911,0.00025762,0.08814910,0.06505989,0.00000119,0.10691125,0.01024679,0.00621444
-5.00350175,0.12343238,0.00000661,0.00021119,0.07403923,0.05454301,0.00000086,0.08977968,0.00864361,0.00520484
-4.99749875,0.10293528,0.00000475,0.00017211,0.06178903,0.04544114,0.00000062,0.07491029,0.00724262,0.00433156
-4.99149575,0.08529176,0.00000340,0.00013943,0.05123236,0.03761969,0.00000044,0.06209999,0.00602799,0.00358171
-4.98549275,0.07021587,0.00000241,0.00011229,0.04220274,0.03094644,0.00000031,0.05114554,0.00498320,0.00294259
-4.97948974,0.05742859,0.00000170,0.00008989,0.03453673,0.02529362,0.00000022,0.04184764,0.00409157,0.00240183
-4.97348674,0.04666233,0.00000119,0.00007153,0.02807687,0.02053964,0.00000015,0.03401446,0.00333661,0.00194766
-4.96748374,0.03766451,0.00000082,0.00005657,0.02267393,0.01657049,0.00000011,0.02746433,0.00270235,0.00156900
-4.96148074,0.03020015,0.00000057,0.00004448,0.01818865,0.01328063,0.00000007,0.02202785,0.00217364,0.00125563
-4.95547774,0.02405369,0.00000039,0.00003475,0.01449290,0.01057364,0.00000005,0.01754925,0.00173634,0.00099819
-4.94947474,0.01902986,0.00000026,0.00002699,0.01147041,0.00836250,0.00000003,0.01388723,0.00137745,0.00078825
-4.94347174,0.01495402,0.00000018,0.00002083,0.00901694,0.00656958,0.00000002,0.01091517,0.00108517,0.00061830
-4.93746873,0.01167175,0.00000012,0.00001598,0.00704019,0.00512643,0.00000002,0.00852103,0.00084898,0.00048174
-4.93146573,0.00904813,0.00000008,0.00001219,0.00545939,0.00397332,0.00000001,0.00660679,0.00065958,0.00037282
-4.92546273,0.00696652,0.00000005,0.00000923,0.00420465,0.00305874,0.00000001,0.00508763,0.00050887,0.00028657
-4.91945973,0.00532718,0.00000003,0.00000695,0.00321611,0.00233867,0.00000000,0.00389097,0.00038985,0.00021878
-4.91345673,0.00404570,0.00000002,0.00000520,0.00244310,0.00177592,0.00000000,0.00295535,0.00029658,0.00016589
-4.90745373,0.00305139,0.00000001,0.00000387,0.00184310,0.00133936,0.00000000,0.00222926,0.00022405,0.00012493
-4.90145073,0.00228560,0.00000001,0.00000286,0.00138087,0.00100318,0.00000000,0.00166997,0.00016807,0.00009344
-4.89544772,0.00170018,0.00000001,0.00000210,0.00102740,0.00074621,0.00000000,0.00124234,0.00012519,0.00006941
-4.88944472,0.00125595,0.00000000,0.00000153,0.00075912,0.00055123,0.00000000,0.00091782,0.00009260,0.00005120
-4.88344172,0.00092137,0.00000000,0.00000111,0.00055700,0.00040438,0.00000000,0.00067336,0.00006801,0.00003751
-4.87743872,0.00067122,0.00000000,0.00000080,0.00040585,0.00029460,0.00000000,0.00049057,0.00004959,0.00002729
-4.87143572,0.00048558,0.00000000,0.00000057,0.00029366,0.00021313,0.00000000,0.00035492,0.00003591,0.00001972
-4.86543272,0.00034884,0.00000000,0.00000041,0.00021099,0.00015312,0.00000000,0.00025498,0.00002582,0.00001415
-4.85942971,0.00024885,0.00000000,0.00000029,0.00015054,0.00010924,0.00000000,0.00018191,0.00001844,0.00001008
-4.85342671,0.00017628,0.00000000,0.00000020,0.00010666,0.00007739,0.00000000,0.00012887,0.00001307,0.00000713
-4.84742371,0.00012400,0.00000000,0.00000014,0.00007504,0.00005444,0.00000000,0.00009065,0.00000920,0.00000501
-4.84142071,0.00008662,0.00000000,0.00000010,0.00005242,0.00003803,0.00000000,0.00006332,0.00000643,0.00000350
-4.83541771,0.00006008,0.00000000,0.00000007,0.00003636,0.00002638,0.00000000,0.00004392,0.00000446,0.00000242
-4.82941471,0.00004138,0.00000000,0.00000005,0.00002505,0.00001817,0.00000000,0.00003025,0.00000307,0.00000167
-4.82341171,0.00002830,0.00000000,0.00000003,0.00001713,0.00001243,0.00000000,0.00002069,0.00000210,0.00000114
-4.81740870,0.00001921,0.00000000,0.00000002,0.00001164,0.00000844,0.00000000,0.00001405,0.00000143,0.00000077
-4.81140570,0.00001296,0.00000000,0.00000001,0.00000785,0.00000569,0.00000000,0.00000947,0.00000096,0.00000052
-4.80540270,0.00000867,0.00000000,0.00000001,0.00000525,0.00000381,0.00000000,0.00000634,0.00000065,0.00000035
-4.79939970,0.00000577,0.00000000,0.00000001,0.00000349,0.00000253,0.00000000,0.00000422,0.00000043,0.00000023
-4.79339670,0.00000381,0.00000000,0.00000000,0.00000231,0.00000167,0.00000000,0.00000278,0.00000028,0.00000015
-4.78739370,0.00000250,0.00000000,0.00000000,0.00000151,0.00000110,0.00000000,0.00000182,0.00000019,0.00000010
-4.78139070,0.00000162,0.00000000,0.00000000,0.00000098,0.00000071,0.00000000,0.00000119,0.00000012,0.00000007
-4.77538769,0.00000105,0.00000000,0.00000000,0.00000064,0.00000046,0.00000000,0.00000077,0.00000008,0.00000004
-4.76938469,0.00000067,0.00000000,0.00000000,0.00000041,0.00000030,0.00000000,0.00000049,0.00000005,0.00000003
-4.76338169,0.00000043,0.00000000,0.00000000,0.00000026,0.00000019,0.00000000,0.00000031,0.00000003,0.00000002
-4.75737869,0.00000027,0.00000000,0.00000000,0.00000016,0.00000012,0.00000000,0.00000020,0.00000002,0.00000001
-4.75137569,0.00000017,0.00000000,0.00000000,0.00000010,0.00000007,0.00000000,0.00000012,0.00000001,0.00000001
-4.74537269,0.00000011,0.00000000,0.00000000,0.00000006,0.00000005,0.00000000,0.00000008,0.00000001,0.00000000
-4.73936968,0.00000007,0.00000000,0.00000000,0.00000004,0.00000003,0.00000000,0.00000005,0.00000000,0.00000000
-4.73336668,0.00000004,0.00000000,0.00000000,0.00000002,0.00000002,0.00000000,0.00000003,0.00000000,0.00000000
-4.72736368,0.00000002,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000002,0.00000000,0.00000000
-4.72136068,0.00000001,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000001,0.00000000,0.00000000
-4.71535768,0.00000001,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000
-4.70935468,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.70335168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.69734867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.69134567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.68534267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.67933967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.67333667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.66733367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.66133067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.65532766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.64932466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.64332166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
