energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-4.76338169,5.76738172,1.78433509,0.00000000,0.06126673,1.06902125,3.40967745,3.25685543
-4.75737869,5.70901574,1.80177922,0.00000000,0.05749554,1.03346188,3.41782909,3.25040024
-4.75137569,5.64920214,1.81419251,0.00000000,0.05427410,1.00005719,3.41954492,3.24025099
-4.74537269,5.58772947,1.82106995,0.00000000,0.05164241,0.96910994,3.41403981,3.22580798
-4.73936968,5.52449112,1.82204728,0.00000000,0.04963513,0.94088266,3.40067530,3.20658339
-4.73336668,5.45953016,1.81692273,0.00000000,0.04828185,0.91559794,3.37900274,3.18223730
-4.72736368,5.39307679,1.80567223,0.00000000,0.04760747,0.89344021,3.34879957,3.15260723
-4.72136068,5.32557569,1.78845718,0.00000000,0.04763250,0.87455856,3.31009719,3.11772917
-4.71535768,5.25770100,1.76562409,0.00000000,0.04837329,0.85907041,3.26319884,3.07784845
-4.70935468,5.19035728,1.73769581,0.00000000,0.04984225,0.84706571,3.20868659,3.03341969
-4.70335168,5.12466591,1.70535457,0.00000000,0.05204777,0.83861131,3.14741692,2.98509529
-4.69734867,5.06193675,1.66941754,0.00000000,0.05499411,0.83375513,3.08050516,2.93370289
-4.69134567,5.00362622,1.63080598,0.00000000,0.05868106,0.83252985,3.00929920,2.88021277
-4.68534267,4.95128317,1.59050930,0.00000000,0.06310338,0.83495572,2.93534359,2.82569671
-4.67933967,4.90648541,1.54954590,0.00000000,0.06825012,0.84104223,2.86033552,2.77128053
-4.67333667,4.87076937,1.50892255,0.00000000,0.07410385,0.85078853,2.78607431,2.71809269
-4.66733367,4.84555677,1.46959426,0.00000000,0.08063969,0.86418234,2.71440652,2.66721156
-4.66133067,4.83208148,1.43242669,0.00000000,0.08782440,0.88119742,2.64716858,2.61961438
-4.65532766,4.83132060,1.39816273,0.00000000,0.09561550,0.90178967,2.58612913,2.57613038
-4.64932466,4.84393283,1.36739478,0.00000000,0.10396048,0.92589197,2.53293307,2.53740050
-4.64332166,4.87020758,1.34054411,0.00000000,0.11279617,0.95340808,2.48904919,2.50384592
-4.63731866,4.91002709,1.31784790,0.00000000,0.12204843,0.98420602,2.45572293,2.47564676
-4.63131566,4.96284376,1.29935454,0.00000000,0.13163211,1.01811113,2.43393592,2.45273206
-4.62531266,5.02767352,1.28492707,0.00000000,0.14145135,1.05489946,2.42437304,2.43478134
-4.61930965,5.10310608,1.27425450,0.00000000,0.15140038,1.09429187,2.42739824,2.42123756
-4.61330665,5.18733122,1.26687002,0.00000000,0.16136463,1.13594929,2.44303929,2.41133057
-4.60730365,5.27818034,1.26217516,0.00000000,0.17122233,1.17946959,2.47098200,2.40410982
-4.60130065,5.37318134,1.25946853,0.00000000,0.18084642,1.22438631,2.51057371,2.39848445
-4.59529765,5.46962452,1.25797760,0.00000000,0.19010690,1.27016972,2.56083593,2.39326881
-4.58929465,5.56463683,1.25689206,0.00000000,0.19887331,1.31623029,2.62048569,2.38723104
-4.58329165,5.65526158,1.25539712,0.00000000,0.20701757,1.36192461,2.68796504,2.37914251
-4.57728864,5.73854044,1.25270537,0.00000000,0.21441676,1.40656395,2.76147785,2.36782582
-4.57128564,5.81159492,1.24808597,0.00000000,0.22095599,1.44942511,2.83903317,2.35219937
-4.56528264,5.87170452,1.24088993,0.00000000,0.22653113,1.48976360,2.91849408,2.33131674
-4.55927964,5.91637908,1.23057099,0.00000000,0.23105137,1.52682860,2.99763095,2.30439945
-4.55327664,5.94342340,1.21670124,0.00000000,0.23444143,1.55987949,3.07417798,2.27086222
-4.54727364,5.95099238,1.19898156,0.00000000,0.23664342,1.58820341,3.14589165,2.23033012
-4.54127064,5.93763573,1.17724669,0.00000000,0.23761828,1.61113331,3.21060978,2.18264752
-4.53526763,5.90233155,1.15146539,0.00000000,0.23734674,1.62806594,3.26630982,2.12787910
-4.52926463,5.84450841,1.12173604,0.00000000,0.23582970,1.63847922,3.31116481,2.06630364
-4.52326163,5.76405636,1.08827836,0.00000000,0.23308819,1.64194830,3.34359566,1.99840139
-4.51725863,5.66132711,1.05142215,0.00000000,0.22916275,1.63815981,3.36231825,1.92483624
-4.51125563,5.53712423,1.01159358,0.00000000,0.22411240,1.62692374,3.36638406,1.84643383
-4.50525263,5.39268417,0.96930001,0.00000000,0.21801311,1.60818244,3.35521299,1.76415695
-4.49924962,5.22964926,0.92511414,0.00000000,0.21095597,1.58201642,3.32861745,1.67907939
-4.49324662,5.05003366,0.87965797,0.00000000,0.20304500,1.54864657,3.28681691,1.59235942
-4.48724362,4.85618339,0.83358727,0.00000000,0.19439482,1.50843274,3.23044221,1.50521378
-4.48124062,4.65073162,0.78757701,0.00000000,0.18512804,1.46186870,3.16052966,1.41889302
-4.47523762,4.43655022,0.74230795,0.00000000,0.17537276,1.40957343,3.07850485,1.33465872
-4.46923462,4.21669867,0.69845462,0.00000000,0.16525995,1.35227926,2.98615672,1.25376279
-4.46323162,3.99437128,0.65667473,0.00000000,0.15492096,1.29081710,2.88560265,1.17742924
-4.45722861,3.77284378,0.61759993,0.00000000,0.14448523,1.22609935,2.77924565,1.10683798
-4.45122561,3.55542000,0.58182779,0.00000000,0.13407816,1.15910109,2.66972492,1.04311085
-4.44522261,3.34537973,0.54991488,0.00000000,0.12381924,1.09084029,2.55986130,0.98729916
-4.43921961,3.14592832,0.52237062,0.00000000,0.11382052,1.02235762,2.45259921,0.94037268
-4.43321661,2.96014879,0.49965173,0.00000000,0.10418536,0.95469665,2.35094661,0.90320949
-4.42721361,2.79095708,0.48215720,0.00000000,0.09500751,0.88888498,2.25791462,0.87658641
-4.42121061,2.64106096,0.47022347,0.00000000,0.08637052,0.82591698,2.17645811,0.86116966
-4.41520760,2.51292289,0.46411987,0.00000000,0.07834744,0.76673831,2.10941871,0.85750563
-4.40920460,2.40872717,0.46404419,0.00000000,0.07100081,0.71223278,2.05947096,0.86601155
-4.40320160,2.33035149,0.47011855,0.00000000,0.06438287,0.66321152,2.02907269,0.88696626
-4.39719860,2.27934302,0.48238560,0.00000000,0.05853598,0.62040448,2.02041997,0.92050112
-4.39119560,2.25689876,0.50080522,0.00000000,0.05349315,0.58445415,2.03540704,0.96659145
-4.38519260,2.26385028,0.52525198,0.00000000,0.04927868,0.55591120,2.07559137,1.02504884
-4.37918959,2.30065248,0.55551356,0.00000000,0.04590884,0.53523173,2.14216372,1.09551492
-4.37318659,2.36737630,0.59129037,0.00000000,0.04339249,0.52277568,2.23592333,1.17745694
-4.36718359,2.46370507,0.63219661,0.00000000,0.04173171,0.51880602,2.35725792,1.27016590
-4.36118059,2.58893448,0.67776297,0.00000000,0.04092223,0.52348832,2.50612859,1.37275759
-4.35517759,2.74197611,0.72744106,0.00000000,0.04095386,0.53689037,2.68205946,1.48417704
-4.34917459,2.92136436,0.78060975,0.00000000,0.04181070,0.55898160,2.88413236,1.60320671
-4.34317159,3.12526710,0.83658328,0.00000000,0.04347120,0.58963216,3.11098654,1.72847871
-4.33716858,3.35150007,0.89462118,0.00000000,0.04590819,0.62861167,3.36082400,1.85849093
-4.33116558,3.59754536,0.95393978,0.00000000,0.04908868,0.67558780,3.63142072,1.99162720
-4.32516258,3.86057420,1.01372506,0.00000000,0.05297368,0.73012482,3.92014429,2.12618104
-4.31915958,4.13747446,1.07314656,0.00000000,0.05751794,0.79168267,4.22397864,2.26038271
-4.31315658,4.42488310,1.13137199,0.00000000,0.06266975,0.85961675,4.53955598,2.39242881
-4.30715358,4.71922371,1.18758213,0.00000000,0.06837072,0.93317910,4.86319665,2.52051395
