energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.86793397,1.78953808,0.00787228,0.26950129,1.01346807,0.00000000,0.82429655,0.55392312,0.01305255,0.67279297
-5.86193097,1.79082828,0.00858500,0.26221534,1.00954596,0.00000000,0.81765328,0.55637599,0.01335881,0.67695267
-5.85592796,1.79319462,0.00932431,0.25505885,1.00525466,0.00000000,0.81253149,0.55891748,0.01362566,0.68251299
-5.84992496,1.79648952,0.01008432,0.24803791,1.00053752,0.00000000,0.80881497,0.56159969,0.01384784,0.68934266
-5.84392196,1.80056570,0.01085862,0.24114967,0.99533945,0.00000000,0.80635016,0.56449289,0.01402093,0.69729134
-5.83791896,1.80529014,0.01164026,0.23438430,0.98961182,0.00000000,0.80495640,0.56768780,0.01414151,0.70619738
-5.83191596,1.81055752,0.01242195,0.22772715,0.98331704,0.00000000,0.80443716,0.57129706,0.01420728,0.71589595
-5.82591296,1.81630234,0.01319608,0.22116110,0.97643258,0.00000000,0.80459158,0.57545579,0.01421715,0.72622708
-5.81990995,1.82250887,0.01395486,0.21466888,0.96895397,0.00000000,0.80522564,0.58032108,0.01417131,0.73704330
-5.81390695,1.82921832,0.01469041,0.20823530,0.96089676,0.00000000,0.80616232,0.58607025,0.01407123,0.74821636
-5.80790395,1.83653264,0.01539487,0.20184911,0.95229722,0.00000000,0.80725015,0.59289783,0.01391966,0.75964293
-5.80190095,1.84461469,0.01606051,0.19550456,0.94321167,0.00000000,0.80836959,0.60101135,0.01372056,0.77124868
-5.79589795,1.85368457,0.01667983,0.18920249,0.93371459,0.00000000,0.80943711,0.61062591,0.01347898,0.78299097
-5.78989495,1.86401237,0.01724571,0.18295091,0.92389553,0.00000000,0.81040662,0.62195776,0.01320098,0.79485972
-5.78389195,1.87590757,0.01775149,0.17676511,0.91385510,0.00000000,0.81126840,0.63521701,0.01289341,0.80687674
-5.77788894,1.88970566,0.01819114,0.17066727,0.90370026,0.00000000,0.81204563,0.65059990,0.01256375,0.81909345
-5.77188594,1.90575273,0.01855937,0.16468567,0.89353933,0.00000000,0.81278893,0.66828068,0.01221993,0.83158722
-5.76588294,1.92438877,0.01885181,0.15885361,0.88347683,0.00000000,0.81356937,0.68840365,0.01187009,0.84445662
-5.75987994,1.94593056,0.01906515,0.15320802,0.87360878,0.00000000,0.81447044,0.71107562,0.01152243,0.85781575
-5.75387694,1.97065515,0.01919731,0.14778806,0.86401857,0.00000000,0.81557963,0.73635897,0.01118496,0.87178799
-5.74787394,1.99878450,0.01924762,0.14263356,0.85477367,0.00000000,0.81698019,0.76426590,0.01086540,0.88649943
-5.74187094,2.03047236,0.01921698,0.13778371,0.84592343,0.00000000,0.81874368,0.79475384,0.01057096,0.90207233
-5.73586793,2.06579361,0.01910798,0.13327583,0.83749813,0.00000000,0.82092368,0.82772241,0.01030832,0.91861871
-5.72986493,2.10473680,0.01892509,0.12914437,0.82950911,0.00000000,0.82355112,0.86301198,0.01008347,0.93623443
-5.72386193,2.14719992,0.01867475,0.12542030,0.82195012,0.00000000,0.82663145,0.90040399,0.00990172,0.95499378
-5.71785893,2.19298967,0.01836542,0.12213063,0.81479967,0.00000000,0.83014369,0.93962294,0.00976765,0.97494492
-5.71185593,2.24182389,0.01800764,0.11929838,0.80802418,0.00000000,0.83404140,0.98034015,0.00968517,0.99610601
-5.70585293,2.29333720,0.01761402,0.11694269,0.80158161,0.00000000,0.83825536,1.02217903,0.00965752,1.01846239
-5.69984992,2.34708925,0.01719910,0.11507916,0.79542546,0.00000000,0.84269766,1.06472184,0.00968736,1.04196465
-5.69384692,2.40257522,0.01677930,0.11372030,0.78950867,0.00000000,0.84726691,1.10751762,0.00977683,1.06652772
-5.68784392,2.45923817,0.01637262,0.11287604,0.78378724,0.00000000,0.85185409,1.15009119,0.00992762,1.09203101
-5.68184092,2.51648252,0.01599842,0.11255417,0.77822327,0.00000000,0.85634861,1.19195286,0.01014103,1.11831964
-5.67583792,2.57368825,0.01567705,0.11276073,0.77278732,0.00000000,0.86064422,1.23260867,0.01041806,1.14520666
-5.66983492,2.63022544,0.01542944,0.11350016,0.76745985,0.00000000,0.86464431,1.27157082,0.01075939,1.17247631
-5.66383192,2.68546841,0.01527662,0.11477532,0.76223169,0.00000000,0.86826634,1.30836815,0.01116546,1.19988825
-5.65782891,2.73880937,0.01523923,0.11658722,0.75710360,0.00000000,0.87144508,1.34255622,0.01163640,1.22718267
-5.65182591,2.78967102,0.01533691,0.11893460,0.75208494,0.00000000,0.87413458,1.37372691,0.01217205,1.25408613
-5.64582291,2.83751796,0.01558773,0.12181319,0.74719160,0.00000000,0.87630882,1.40151729,0.01277186,1.28031795
-5.63981991,2.88186656,0.01600757,0.12521496,0.74244326,0.00000000,0.87796096,1.42561747,0.01343486,1.30559706
-5.63381691,2.92229321,0.01660952,0.12912722,0.73786044,0.00000000,0.87910140,1.44577723,0.01415954,1.32964880
-5.62781391,2.95844075,0.01740328,0.13353165,0.73346125,0.00000000,0.87975483,1.46181142,0.01494374,1.35221176
-5.62181091,2.99002307,0.01839459,0.13840349,0.72925826,0.00000000,0.87995642,1.47360374,0.01578461,1.37304401
-5.61580790,3.01682768,0.01958478,0.14371082,0.72525573,0.00000000,0.87974751,1.48110904,0.01667847,1.39192875
-5.60980490,3.03871646,0.02097033,0.14941406,0.72144726,0.00000000,0.87917104,1.48435385,0.01762076,1.40867899
-5.60380190,3.05562442,0.02254259,0.15546574,0.71781414,0.00000000,0.87826696,1.48343522,0.01860598,1.42314101
-5.59779890,3.06755670,0.02428759,0.16181057,0.71432436,0.00000000,0.87706800,1.47851782,0.01962766,1.43519663
-5.59179590,3.07458384,0.02618602,0.16838586,0.71093258,0.00000000,0.87559591,1.46982942,0.02067833,1.44476405
-5.58579290,3.07683558,0.02821338,0.17512223,0.70758078,0.00000000,0.87385845,1.45765470,0.02174958,1.45179731
-5.57978989,3.07449330,0.03034025,0.18194461,0.70419979,0.00000000,0.87184723,1.44232771,0.02283212,1.45628453
-5.57378689,3.06778149,0.03253282,0.18877349,0.70071144,0.00000000,0.86953654,1.42422309,0.02391581,1.45824491
-5.56778389,3.05695834,0.03475352,0.19552638,0.69703134,0.00000000,0.86688314,1.40374623,0.02498983,1.45772496
-5.56178089,3.04230605,0.03696184,0.20211930,0.69307198,0.00000000,0.86382706,1.38132280,0.02604278,1.45479389
-5.55577789,3.02412084,0.03911533,0.20846840,0.68874615,0.00000000,0.86029332,1.35738780,0.02706284,1.44953868
-5.54977489,3.00270330,0.04117069,0.21449143,0.68397030,0.00000000,0.85619448,1.33237455,0.02803796,1.44205912
-5.54377189,2.97834917,0.04308493,0.22010922,0.67866784,0.00000000,0.85143383,1.30670398,0.02895601,1.43246283
-5.53776888,2.95134093,0.04481659,0.22524686,0.67277203,0.00000000,0.84590911,1.28077444,0.02980497,1.42086085
-5.53176588,2.92194048,0.04632699,0.22983485,0.66622855,0.00000000,0.83951656,1.25495249,0.03057317,1.40736373
-5.52576288,2.89038305,0.04758139,0.23380985,0.65899731,0.00000000,0.83215504,1.22956484,0.03124945,1.39207832
-5.51975988,2.85687256,0.04855004,0.23711537,0.65105372,0.00000000,0.82373015,1.20489174,0.03182337,1.37510540
-5.51375688,2.82157849,0.04920915,0.23970219,0.64238921,0.00000000,0.81415804,1.18116208,0.03228541,1.35653813
-5.50775388,2.78463435,0.04954161,0.24152865,0.63301103,0.00000000,0.80336886,1.15855019,0.03262715,1.33646123
-5.50175088,2.74613773,0.04953749,0.24256080,0.62294140,0.00000000,0.79130964,1.13717458,0.03284148,1.31495092
-5.49574787,2.70615193,0.04919439,0.24277248,0.61221604,0.00000000,0.77794653,1.11709841,0.03292274,1.29207545
-5.48974487,2.66470894,0.04851738,0.24214541,0.60088217,0.00000000,0.76326638,1.09833193,0.03286688,1.26789610
-5.48374187,2.62181377,0.04751880,0.24066926,0.58899616,0.00000000,0.74727760,1.08083646,0.03267162,1.24246859
-5.47773887,2.57744994,0.04621781,0.23834173,0.57662094,0.00000000,0.73001025,1.06452990,0.03233650,1.21584474
-5.47173587,2.53158580,0.04463963,0.23516874,0.56382328,0.00000000,0.71151553,1.04929351,0.03186302,1.18807428
-5.46573287,2.48418165,0.04281469,0.23116461,0.55067114,0.00000000,0.69186471,1.03497965,0.03125463,1.15920674
-5.45972986,2.43519726,0.04077758,0.22635231,0.53723122,0.00000000,0.67114753,1.02142023,0.03051671,1.12929342
-5.45372686,2.38459974,0.03856588,0.22076367,0.52356676,0.00000000,0.64947025,1.00843560,0.02965657,1.09838932
-5.44772386,2.33237129,0.03621904,0.21443955,0.50973583,0.00000000,0.62695350,0.99584345,0.02868329,1.06655503
-5.44172086,2.27851686,0.03377712,0.20742990,0.49579004,0.00000000,0.60372996,0.98346760,0.02760760,1.03385865
-5.43571786,2.22307134,0.03127971,0.19979371,0.48177379,0.00000000,0.57994206,0.97114632,0.02644168,1.00037759
-5.42971486,2.16610612,0.02876486,0.19159874,0.46772414,0.00000000,0.55573985,0.95873996,0.02519889,0.96620037
-5.42371186,2.10773486,0.02626818,0.18292104,0.45367114,0.00000000,0.53127891,0.94613775,0.02389353,0.93142828
-5.41770885,2.04811828,0.02382209,0.17384419,0.43963871,0.00000000,0.50671869,0.93326346,0.02254049,0.89617695
-5.41170585,1.98746784,0.02145522,0.16445838,0.42564598,0.00000000,0.48222100,0.92008005,0.02115495,0.86057766
-5.40570285,1.92604815,0.01919205,0.15485918,0.41170894,0.00000000,0.45794886,0.90659287,0.01975206,0.82477847
-5.39969985,1.86417795,0.01705266,0.14514613,0.39784238,0.00000000,0.43406566,0.89285165,0.01834660,0.78894489
-5.39369685,1.80222961,0.01505273,0.13542123,0.38406199,0.00000000,0.41073449,0.87895103,0.01695265,0.75326011
-5.38769385,1.74062702,0.01320362,0.12578725,0.37038644,0.00000000,0.38811772,0.86502963,0.01558334,0.71792474
-5.38169085,1.67984175,0.01151265,0.11634607,0.35683937,0.00000000,0.36637674,0.85126771,0.01425062,0.68315571
-5.37568784,1.62038745,0.00998344,0.10719703,0.34345119,0.00000000,0.34567164,0.83788329,0.01296503,0.64918463
-5.36968484,1.56281243,0.00861635,0.09843543,0.33026049,0.00000000,0.32616094,0.82512681,0.01173558,0.61625515
-5.36368184,1.50769045,0.00740896,0.09015110,0.31731506,0.00000000,0.30800112,0.81327439,0.01056964,0.58461965
-5.35767884,1.45560974,0.00635660,0.08242726,0.30467242,0.00000000,0.29134597,0.80261971,0.00947295,0.55453499
-5.35167584,1.40716035,0.00545281,0.07533960,0.29239971,0.00000000,0.27634559,0.79346461,0.00844958,0.52625756
-5.34567284,1.36292017,0.00468987,0.06895560,0.28057309,0.00000000,0.26314515,0.78610866,0.00750206,0.50003759
-5.33966983,1.32343962,0.00405920,0.06333411,0.26927648,0.00000000,0.25188315,0.78083793,0.00663144,0.47611295
-5.33366683,1.28922573,0.00355174,0.05852520,0.25859973,0.00000000,0.24268930,0.77791314,0.00583746,0.45470255
-5.32766383,1.26072581,0.00315828,0.05457026,0.24863635,0.00000000,0.23568209,0.77755783,0.00511871,0.43599959
-5.32166083,1.23831143,0.00286969,0.05150222,0.23948072,0.00000000,0.23096595,0.77994672,0.00447281,0.42016488
-5.31565783,1.22226329,0.00267710,0.04934602,0.23122504,0.00000000,0.22862816,0.78519502,0.00389665,0.40732051
-5.30965483,1.21275769,0.00257202,0.04811915,0.22395608,0.00000000,0.22873563,0.79334911,0.00338652,0.39754404
-5.30365183,1.20985532,0.00254637,0.04783226,0.21775186,0.00000000,0.23133166,0.80437910,0.00293836,0.39086366
-5.29764882,1.21349311,0.00259247,0.04848987,0.21267842,0.00000000,0.23643284,0.81817396,0.00254786,0.38725443
-5.29164582,1.22347963,0.00270302,0.05009106,0.20878691,0.00000000,0.24402626,0.83453956,0.00221073,0.38663588
-5.28564282,1.23949484,0.00287104,0.05263017,0.20611102,0.00000000,0.25406725,0.85320001,0.00192270,0.38887114
-5.27963982,1.26109431,0.00308970,0.05609745,0.20466496,0.00000000,0.26647779,0.87380255,0.00167976,0.39376781
-5.27363682,1.28771822,0.00335232,0.06047976,0.20444216,0.00000000,0.28114581,0.89592608,0.00147814,0.40108058
-5.26763382,1.31870516,0.00365221,0.06576114,0.20541465,0.00000000,0.29792545,0.91909316,0.00131445,0.41051566
-5.26163082,1.35331032,0.00398261,0.07192339,0.20753326,0.00000000,0.31663846,0.94278513,0.00118566,0.42173694
-5.25562781,1.39072762,0.00433663,0.07894658,0.21072870,0.00000000,0.33707674,0.96645994,0.00108916,0.43437376
-5.24962481,1.43011494,0.00470722,0.08680950,0.21491332,0.00000000,0.35900606,0.98957179,0.00102272,0.44803008
-5.24362181,1.47062148,0.00508718,0.09549006,0.21998374,0.00000000,0.38217086,1.01159185,0.00098452,0.46229476
-5.23761881,1.51141605,0.00546919,0.10496556,0.22582400,0.00000000,0.40630002,1.03202909,0.00097303,0.47675261
-5.23161581,1.55171504,0.00584586,0.11521285,0.23230926,0.00000000,0.43111336,1.05045002,0.00098706,0.49099579
-5.22561281,1.59080862,0.00620987,0.12620837,0.23930975,0.00000000,0.45632874,1.06649648,0.00102563,0.50463522
-5.21960980,1.62808399,0.00655408,0.13792800,0.24669496,0.00000000,0.48166926,1.07990038,0.00108796,0.51731142
-5.21360680,1.66304438,0.00687165,0.15034672,0.25433767,0.00000000,0.50687039,1.09049463,0.00117336,0.52870450
-5.20760380,1.69532287,0.00715625,0.16343805,0.26211770,0.00000000,0.53168668,1.09821957,0.00128119,0.53854280
-5.20160080,1.72469023,0.00740220,0.17717327,0.26992532,0.00000000,0.55589759,1.10312443,0.00141080,0.54660986
-5.19559780,1.75105639,0.00760460,0.19152048,0.27766397,0.00000000,0.57931224,1.10536375,0.00156147,0.55274946
-5.18959480,1.77446537,0.00775952,0.20644338,0.28525225,0.00000000,0.60177289,1.10518881,0.00173233,0.55686857
-5.18359180,1.79508409,0.00786408,0.22190002,0.29262516,0.00000000,0.62315670,1.10293455,0.00192234,0.55893800
-5.17758879,1.81318553,0.00791655,0.23784141,0.29973448,0.00000000,0.64337604,1.09900249,0.00213024,0.55899094
-5.17158579,1.82912723,0.00791641,0.25421019,0.30654828,0.00000000,0.66237701,1.09384077,0.00235451,0.55711931
-5.16558279,1.84332643,0.00786434,0.27093941,0.31304977,0.00000000,0.68013644,1.08792207,0.00259338,0.55346832
-5.15957979,1.85623305,0.00776221,0.28795150,0.31923546,0.00000000,0.69665753,1.08172084,0.00284482,0.54822940
-5.15357679,1.86830224,0.00761297,0.30515770,0.32511280,0.00000000,0.71196433,1.07569081,0.00310652,0.54163188
-5.14757379,1.87996784,0.00742058,0.32245783,0.33069752,0.00000000,0.72609549,1.07024411,0.00337592,0.53393389
-5.14157079,1.89161826,0.00718983,0.33974071,0.33601089,0.00000000,0.73909757,1.06573291,0.00365026,0.52541285
-5.13556778,1.90357619,0.00692619,0.35688516,0.34107692,0.00000000,0.75101840,1.06243462,0.00392660,0.51635599
-5.12956478,1.91608296,0.00663562,0.37376179,0.34591990,0.00000000,0.76190091,1.06054126,0.00420187,0.50705124
-5.12356178,1.92928851,0.00632434,0.39023533,0.35056221,0.00000000,0.77177770,1.06015339,0.00447292,0.49777900
-5.11755878,1.94324738,0.00599865,0.40616782,0.35502274,0.00000000,0.78066694,1.06127901,0.00473660,0.48880491
-5.11155578,1.95792067,0.00566473,0.42142231,0.35931581,0.00000000,0.78856953,1.06383710,0.00498981,0.48037391
-5.10555278,1.97318390,0.00532846,0.43586705,0.36345074,0.00000000,0.79546812,1.06766563,0.00522957,0.47270573
-5.09954977,1.98884001,0.00499526,0.44938008,0.36743204,0.00000000,0.80132767,1.07253345,0.00545308,0.46599190
-5.09354677,2.00463673,0.00466994,0.46185399,0.37126015,0.00000000,0.80609789,1.07815533,0.00565779,0.46039411
-5.08754377,2.02028722,0.00435663,0.47320061,0.37493268,0.00000000,0.80971723,1.08420929,0.00584146,0.45604398
-5.08154077,2.03549269,0.00405872,0.48335544,0.37844597,0.00000000,0.81211823,1.09035521,0.00600219,0.45304398
-5.07553777,2.04996564,0.00377877,0.49228165,0.38179688,0.00000000,0.81323408,1.09625383,0.00613849,0.45146937
-5.06953477,2.06345253,0.00351859,0.49997330,0.38498473,0.00000000,0.81300580,1.10158500,0.00624931,0.45137074
-5.06353177,2.07575435,0.00327921,0.50645774,0.38801303,0.00000000,0.81138982,1.10606453,0.00633407,0.45277717
-5.05752876,2.08674415,0.00306097,0.51179684,0.39089111,0.00000000,0.80836539,1.10945854,0.00639263,0.45569948
-5.05152576,2.09638047,0.00286358,0.51608716,0.39363530,0.00000000,0.80394141,1.11159493,0.00642538,0.46013347
-5.04552276,2.10471588,0.00268623,0.51945869,0.39626973,0.00000000,0.79816220,1.11237133,0.00643313,0.46606293
-5.03951976,2.11190028,0.00252768,0.52207239,0.39882658,0.00000000,0.79111194,1.11175934,0.00641719,0.47346215
-5.03351676,2.11817858,0.00238639,0.52411641,0.40134569,0.00000000,0.78291732,1.10980490,0.00637927,0.48229787
-5.02751376,2.12388300,0.00226059,0.52580114,0.40387365,0.00000000,0.77374815,1.10662488,0.00632144,0.49253049
-5.02151076,2.12942013,0.00214842,0.52735315,0.40646228,0.00000000,0.76381596,1.10240023,0.00624611,0.50411462
-5.01550775,2.13525358,0.00204801,0.52900830,0.40916662,0.00000000,0.75337029,1.09736607,0.00615597,0.51699880
-5.00950475,2.14188274,0.00195754,0.53100423,0.41204236,0.00000000,0.74269294,1.09179917,0.00605385,0.53112459
-5.00350175,2.14981881,0.00187534,0.53357238,0.41514313,0.00000000,0.73209017,1.08600369,0.00594271,0.54642508
-4.99749875,2.15955916,0.00179989,0.53693000,0.41851732,0.00000000,0.72188336,1.08029567,0.00582554,0.56282286
-4.99149575,2.17156108,0.00172991,0.54127229,0.42220505,0.00000000,0.71239825,1.07498713,0.00570525,0.58022779
-4.98549275,2.18621627,0.00166434,0.54676502,0.42623503,0.00000000,0.70395330,1.07037048,0.00558457,0.59853454
-4.97948974,2.20382707,0.00160233,0.55353794,0.43062171,0.00000000,0.69684776,1.06670393,0.00546602,0.61762033
-4.97348674,2.22458560,0.00154326,0.56167916,0.43536277,0.00000000,0.69134977,1.06419852,0.00535178,0.63734282
-4.96748374,2.24855680,0.00148670,0.57123074,0.44043711,0.00000000,0.68768519,1.06300734,0.00524365,0.65753863
-4.96148074,2.27566592,0.00143239,0.58218571,0.44580341,0.00000000,0.68602758,1.06321721,0.00514298,0.67802237
-4.95547774,2.30569140,0.00138018,0.59448650,0.45139942,0.00000000,0.68648976,1.06484337,0.00505063,0.69858655
-4.94947474,2.33826307,0.00133004,0.60802504,0.45714206,0.00000000,0.68911747,1.06782699,0.00496694,0.71900237
-4.94347174,2.37286617,0.00128199,0.62264428,0.46292826,0.00000000,0.69388519,1.07203587,0.00489177,0.73902159
-4.93746873,2.40885080,0.00123606,0.63814137,0.46863666,0.00000000,0.70069460,1.07726793,0.00482445,0.75837924
-4.93146573,2.44544648,0.00119229,0.65427207,0.47413009,0.00000000,0.70937549,1.08325740,0.00476387,0.77679749
-4.92546273,2.48178143,0.00115069,0.67075648,0.47925876,0.00000000,0.71968932,1.08968335,0.00470851,0.79399032
-4.91945973,2.51690557,0.00111122,0.68728578,0.48386409,0.00000000,0.73133507,1.09618015,0.00465653,0.80966899
-4.91345673,2.54981653,0.00107378,0.70352978,0.48778296,0.00000000,0.74395731,1.10234937,0.00460583,0.82354813
-4.90745373,2.57948759,0.00103823,0.71914496,0.49085234,0.00000000,0.75715610,1.10777262,0.00455419,0.83535218
-4.90145073,2.60489654,0.00100434,0.73378290,0.49291408,0.00000000,0.77049830,1.11202483,0.00449932,0.84482201
-4.89544772,2.62505441,0.00097186,0.74709870,0.49381966,0.00000000,0.78352989,1.11468742,0.00443898,0.85172150
-4.88944472,2.63903310,0.00094050,0.75875921,0.49343469,0.00000000,0.79578882,1.11536099,0.00437111,0.85584368
-4.88344172,2.64599090,0.00090993,0.76845087,0.49164312,0.00000000,0.80681798,1.11367700,0.00429386,0.85701639
-4.87743872,2.64519524,0.00087982,0.77588692,0.48835084,0.00000000,0.81617775,1.10930816,0.00420572,0.85510709
-4.87143572,2.63604190,0.00084987,0.78081389,0.48348864,0.00000000,0.82345787,1.10197728,0.00410556,0.85002675
-4.86543272,2.61807029,0.00081978,0.78301713,0.47701442,0.00000000,0.82828812,1.09146432,0.00399267,0.84173259
-4.85942971,2.59097439,0.00078931,0.78232545,0.46891456,0.00000000,0.83034769,1.07761152,0.00386677,0.83022966
-4.85342671,2.55460935,0.00075825,0.77861458,0.45920441,0.00000000,0.82937283,1.06032672,0.00372806,0.81557118
-4.84742371,2.50899356,0.00072648,0.77180968,0.44792795,0.00000000,0.82516280,1.03958460,0.00357715,0.79785759
-4.84142071,2.45430655,0.00069392,0.76188659,0.43515664,0.00000000,0.81758390,1.01542629,0.00341507,0.77723452
-4.83541771,2.39088290,0.00066055,0.74887214,0.42098749,0.00000000,0.80657164,0.98795717,0.00324319,0.75388958
-4.82941471,2.31920253,0.00062645,0.73284321,0.40554055,0.00000000,0.79213100,0.95734316,0.00306317,0.72804826
-4.82341171,2.23987785,0.00059171,0.71392493,0.38895576,0.00000000,0.77433489,0.92380574,0.00287691,0.69996899
-4.81740870,2.15363824,0.00055650,0.69228771,0.37138949,0.00000000,0.75332097,0.88761584,0.00268644,0.66993756
-4.81140570,2.06131248,0.00052102,0.66814350,0.35301075,0.00000000,0.72928692,0.84908674,0.00249388,0.63826114
-4.80540270,1.96380952,0.00048551,0.64174115,0.33399729,0.00000000,0.70248439,0.80856645,0.00230133,0.60526198
-4.79939970,1.86209823,0.00045021,0.61336104,0.31453161,0.00000000,0.67321181,0.76642945,0.00211085,0.57127104
-4.79339670,1.75718672,0.00041538,0.58330911,0.29479714,0.00000000,0.64180635,0.72306835,0.00192435,0.53662172
-4.78739370,1.65010160,0.00038127,0.55191039,0.27497462,0.00000000,0.60863518,0.67888537,0.00174357,0.50164382
-4.78139070,1.54186774,0.00034814,0.51950228,0.25523869,0.00000000,0.57408646,0.63428406,0.00157003,0.46665786
-4.77538769,1.43348903,0.00031619,0.48642758,0.23575495,0.00000000,0.53856009,0.58966130,0.00140502,0.43196998
-4.76938469,1.32593049,0.00028563,0.45302758,0.21667738,0.00000000,0.50245871,0.54539984,0.00124956,0.39786743
-4.76338169,1.22010217,0.00025663,0.41963546,0.19814623,0.00000000,0.46617905,0.50186151,0.00110441,0.36461468
-4.75737869,1.11684510,0.00022931,0.38656994,0.18028641,0.00000000,0.43010395,0.45938120,0.00097008,0.33245046
-4.75137569,1.01691966,0.00020378,0.35412959,0.16320640,0.00000000,0.39459526,0.41826183,0.00084681,0.30158550
-4.74537269,0.92099655,0.00018009,0.32258790,0.14699759,0.00000000,0.35998775,0.37877028,0.00073464,0.27220111
-4.73936968,0.82965042,0.00015827,0.29218917,0.13173415,0.00000000,0.32658421,0.34113446,0.00063341,0.24444870
-4.73336668,0.74335640,0.00013833,0.26314536,0.11747337,0.00000000,0.29465195,0.30554147,0.00054279,0.21845006
-4.72736368,0.66248934,0.00012022,0.23563406,0.10425635,0.00000000,0.26442048,0.27213690,0.00046229,0.19429840
-4.72136068,0.58732576,0.00010391,0.20979744,0.09210908,0.00000000,0.23608066,0.24102526,0.00039135,0.17206020
-4.71535768,0.51804832,0.00008931,0.18574226,0.08104390,0.00000000,0.20978514,0.21227140,0.00032929,0.15177769
-4.70935468,0.45475249,0.00007633,0.16354086,0.07106106,0.00000000,0.18564995,0.18590292,0.00027542,0.13347187
-4.70335168,0.39745521,0.00006488,0.14323311,0.06215065,0.00000000,0.16375718,0.16191335,0.00022898,0.11714604
-4.69734867,0.34610510,0.00005483,0.12482894,0.05429446,0.00000000,0.14415857,0.14026605,0.00018925,0.10278967
-4.69134567,0.30059373,0.00004608,0.10831165,0.04746805,0.00000000,0.12687971,0.12089865,0.00015549,0.09038245
-4.68534267,0.26076775,0.00003851,0.09364158,0.04164267,0.00000000,0.11192478,0.10372781,0.00012701,0.07989850
-4.67933967,0.22644122,0.00003200,0.08075997,0.03678723,0.00000000,0.09928147,0.08865418,0.00010314,0.07131059
-4.67333667,0.19740787,0.00002644,0.06959306,0.03286999,0.00000000,0.08892592,0.07556742,0.00008328,0.06459412
-4.66733367,0.17345283,0.00002172,0.06005595,0.02986016,0.00000000,0.08082747,0.06435112,0.00006685,0.05973097
-4.66133067,0.15436356,0.00001774,0.05205634,0.02772927,0.00000000,0.07495304,0.05488741,0.00005336,0.05671293
-4.65532766,0.13993964,0.00001441,0.04549793,0.02645218,0.00000000,0.07127095,0.04706127,0.00004235,0.05554474
-4.64932466,0.13000119,0.00001163,0.04028329,0.02600796,0.00000000,0.06975406,0.04076436,0.00003343,0.05624662
-4.64332166,0.12439578,0.00000934,0.03631638,0.02638037,0.00000000,0.07038219,0.03589835,0.00002625,0.05885621
