energy_ev,total_up,Os_p_up,Os_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.80790395,6.45785221,2.68826589,2.58753960,0.01878776,0.73738978,0.07315450,2.44098427
-5.80190095,6.53025676,2.70839524,2.61556658,0.01860752,0.74581288,0.07439574,2.47026188
-5.79589795,6.59481732,2.72271386,2.64187765,0.01843711,0.75359632,0.07566604,2.49615163
-5.78989495,6.65082932,2.73123421,2.66607602,0.01828122,0.76056918,0.07695640,2.51844720
-5.78389195,6.69769582,2.73404685,2.68779210,0.01814361,0.76656976,0.07825650,2.53698603
-5.77788894,6.73493409,2.73131242,2.70669162,0.01802700,0.77144883,0.07955464,2.55164952
-5.77188594,6.76217976,2.72325197,2.72248290,0.01793299,0.77507225,0.08083784,2.56236254
-5.76588294,6.77918877,2.71013610,2.73492315,0.01786208,0.77732322,0.08209190,2.56909223
-5.75987994,6.78583734,2.69227359,2.74382381,0.01781361,0.77810404,0.08330158,2.57184635
-5.75387694,6.78212036,2.66999983,2.74905466,0.01778586,0.77733743,0.08445083,2.57067126
-5.74787394,6.76814833,2.64366575,2.75054678,0.01777615,0.77496745,0.08552312,2.56564983
-5.74187094,6.74414341,2.61362766,2.74829430,0.01778093,0.77096015,0.08650179,2.55689913
-5.73586793,6.71043459,2.58023827,2.74235483,0.01779597,0.76530381,0.08737054,2.54456828
-5.72986493,6.66745234,2.54383938,2.73284873,0.01781653,0.75800898,0.08811391,2.52883641
-5.72386193,6.61572271,2.50475630,2.71995699,0.01783754,0.74910820,0.08871788,2.50991066
-5.71785893,6.55586099,2.46329425,2.70391792,0.01785383,0.73865553,0.08917039,2.48802437
-5.71185593,6.48856484,2.41973651,2.68502256,0.01786033,0.72672577,0.08946190,2.46343531
-5.70585293,6.41460670,2.37434451,2.66360885,0.01785223,0.71341349,0.08958593,2.43642385
-5.69984992,6.33482545,2.32735947,2.64005465,0.01782522,0.69883171,0.08953950,2.40729110
-5.69384692,6.25011710,2.27900544,2.61476965,0.01777557,0.68311042,0.08932347,2.37635673
-5.68784392,6.16142431,2.22949340,2.58818647,0.01770033,0.66639468,0.08894274,2.34395654
-5.68184092,6.06972493,2.17902609,2.56075091,0.01759736,0.64884260,0.08840637,2.31043956
-5.67583792,5.97601928,2.12780323,2.53291187,0.01746542,0.63062300,0.08772747,2.27616477
-5.66983492,5.88131656,2.07602675,2.50511100,0.01730418,0.61191281,0.08692295,2.24149727
-5.66383192,5.78662053,2.02390566,2.47777267,0.01711420,0.59289445,0.08601310,2.20680405
-5.65782891,5.69291483,1.97166032,2.45129445,0.01689688,0.57375292,0.08502104,2.17244939
-5.65182591,5.60114837,1.91952582,2.42603861,0.01665441,0.55467303,0.08397201,2.13878990
-5.64582291,5.51222131,1.86775413,2.40232490,0.01638962,0.53583651,0.08289262,2.10616957
-5.63981991,5.42697214,1.81661514,2.38042505,0.01610594,0.51741935,0.08180995,2.07491468
-5.63381691,5.34616629,1.76639619,2.36055915,0.01580721,0.49958923,0.08075072,2.04532904
-5.62781391,5.27048677,1.71740027,2.34289408,0.01549758,0.48250326,0.07974041,2.01768953
-5.62181091,5.20052709,1.66994286,2.32754407,0.01518141,0.46630598,0.07880252,1.99224217
-5.61580790,5.13678669,1.62434749,2.31457323,0.01486311,0.45112767,0.07795782,1.96919881
-5.60980490,5.07966881,1.58094018,2.30399992,0.01454708,0.43708306,0.07722388,1.94873459
-5.60380190,5.02948077,1.54004301,2.29580257,0.01423757,0.42427040,0.07661461,1.93098616
-5.59779890,4.98643626,1.50196699,2.28992652,0.01393865,0.41277079,0.07614010,1.91605062
-5.59179590,4.95065927,1.46700448,2.28629143,0.01365410,0.40264791,0.07580652,1.90398526
-5.58579290,4.92218914,1.43542151,2.28479867,0.01338738,0.39394802,0.07561628,1.89480790
-5.57978989,4.90098607,1.40745027,2.28533817,0.01314160,0.38670016,0.07556828,1.88849776
-5.57378689,4.88693661,1.38328188,2.28779421,0.01291945,0.38091654,0.07565837,1.88499674
-5.56778389,4.87985856,1.36306004,2.29204982,0.01272320,0.37659310,0.07587976,1.88421098
-5.56178089,4.87950482,1.34687533,2.29798939,0.01255464,0.37371011,0.07622366,1.88601258
-5.55577789,4.88556601,1.33476084,2.30549940,0.01241511,0.37223287,0.07667981,1.89024134
-5.54977489,4.89767166,1.32668887,2.31446723,0.01230543,0.37211237,0.07723707,1.89670650
-5.54377189,4.91539008,1.32256914,2.32477828,0.01222587,0.37328603,0.07788392,1.90518850
-5.53776888,4.93822724,1.32224836,2.33631155,0.01217618,0.37567838,0.07860890,1.91544068
-5.53176588,4.96562510,1.32551138,2.34893435,0.01215554,0.37920181,0.07940091,1.92719103
-5.52576288,4.99695991,1.33208374,2.36249644,0.01216256,0.38375731,0.08024952,1.94014417
-5.51975988,5.03154129,1.34163581,2.37682436,0.01219527,0.38923537,0.08114496,1.95398351
-5.51375688,5.06861271,1.35378820,2.39171642,0.01225115,0.39551689,0.08207822,1.96837397
-5.50775388,5.10735413,1.36811856,2.40693903,0.01232716,0.40247434,0.08304088,1.98296519
-5.50175088,5.14688742,1.38416954,2.42222478,0.01241977,0.40997311,0.08402498,1.99739546
-5.49574787,5.18628490,1.40145768,2.43727273,0.01252507,0.41787307,0.08502278,2.01129643
-5.48974487,5.22458148,1.41948328,2.45175098,0.01263882,0.42603042,0.08602648,2.02429865
-5.48374187,5.26079015,1.43774075,2.46530186,0.01275655,0.43429981,0.08702803,2.03603789
-5.47773887,5.29392087,1.45572941,2.47754932,0.01287375,0.44253672,0.08801890,2.04616211
-5.47173587,5.32300211,1.47296443,2.48810855,0.01298593,0.45060007,0.08898992,2.05433906
-5.46573287,5.34710461,1.48898756,2.49659718,0.01308881,0.45835495,0.08993121,2.06026404
-5.45972986,5.36536611,1.50337743,2.50264778,0.01317846,0.46567554,0.09083217,2.06366772
-5.45372686,5.37701637,1.51575913,2.50592076,0.01325144,0.47244792,0.09168162,2.06432369
-5.44772386,5.38140105,1.52581271,2.50611732,0.01330492,0.47857282,0.09246795,2.06205525
-5.44172086,5.37800350,1.53328033,2.50299160,0.01333684,0.48396809,0.09317943,2.05674129
-5.43571786,5.36646327,1.53797197,2.49636146,0.01334590,0.48857086,0.09380448,2.04832080
-5.42971486,5.34659061,1.53976923,2.48611746,0.01333174,0.49233919,0.09433210,2.03679588
-5.42371186,5.31837599,1.53862734,2.47222949,0.01329488,0.49525314,0.09475225,2.02223293
-5.41770885,5.28199435,1.53457516,2.45475083,0.01323671,0.49731520,0.09505624,2.00476212
-5.41170585,5.23780385,1.52771319,2.43381958,0.01315952,0.49855006,0.09523711,1.98457495
-5.40570285,5.18633907,1.51820970,2.40965723,0.01306632,0.49900357,0.09528999,1.96192007
-5.39969985,5.12829924,1.50629519,2.38256476,0.01296080,0.49874108,0.09521228,1.93709758
-5.39369685,5.06453186,1.49225520,2.35291638,0.01284716,0.49784512,0.09500395,1.91045213
-5.38769385,4.99601272,1.47642203,2.32115130,0.01272995,0.49641251,0.09466753,1.88236491
-5.38169085,4.92382310,1.45916554,2.28776401,0.01261391,0.49455104,0.09420823,1.85324526
-5.37568784,4.84912528,1.44088332,2.25329341,0.01250380,0.49237590,0.09363378,1.82352196
-5.36968484,4.77313738,1.42199078,2.21831141,0.01240420,0.49000589,0.09295433,1.79363479
-5.36368184,4.69710847,1.40291137,2.18341141,0.01231937,0.48755978,0.09218217,1.76402657
-5.35767884,4.62229491,1.38406728,2.14919698,0.01225307,0.48515274,0.09133149,1.73513598
-5.35167584,4.54993851,1.36587088,2.11627124,0.01220850,0.48289319,0.09041798,1.70739140
-5.34567284,4.48124719,1.34871713,2.08522711,0.01218813,0.48088008,0.08945848,1.68120585
-5.33966983,4.41737831,1.33297707,2.05663860,0.01219369,0.47920077,0.08847058,1.65697297
-5.33366683,4.35942479,1.31899254,2.03105325,0.01222612,0.47792943,0.08747221,1.63506407
-5.32766383,4.30840395,1.30707196,2.00898579,0.01228554,0.47712619,0.08648118,1.61582609
-5.32166083,4.26524871,1.29748733,1.99091276,0.01237134,0.47683685,0.08551485,1.59958011
-5.31565783,4.23080073,1.29047217,1.97726808,0.01248219,0.47709321,0.08458971,1.58662034
-5.30965483,4.20580489,1.28622027,1.96843941,0.01261613,0.47791376,0.08372101,1.57721314
-5.30365183,4.19090463,1.28488520,1.96476487,0.01277068,0.47930495,0.08292248,1.57159587
-5.29764882,4.18663751,1.28658021,1.96653024,0.01294294,0.48126250,0.08220600,1.56997531
-5.29164582,4.19343051,1.29137850,1.97396604,0.01312970,0.48377297,0.08158132,1.57252547
-5.28564282,4.21159472,1.29931354,1.98724472,0.01332758,0.48681520,0.08105589,1.57938455
-5.27963982,4.24131917,1.31037957,2.00647757,0.01353311,0.49036171,0.08063462,1.59065118
-5.27363682,4.28266387,1.32453186,2.03171157,0.01374285,0.49437981,0.08031980,1.60637995
-5.26763382,4.33555219,1.34168701,2.06292597,0.01395349,0.49883241,0.08011093,1.62657624
-5.26163082,4.39976295,1.36172314,2.10002910,0.01416188,0.50367848,0.08000472,1.65119086
-5.25562781,4.47492292,1.38448008,2.14285530,0.01436511,0.50887324,0.07999509,1.68011469
-5.24962481,4.56050045,1.40975968,2.19116250,0.01456055,0.51436799,0.08007321,1.71317367
-5.24362181,4.65580093,1.43732635,2.24463069,0.01474582,0.52010971,0.08022767,1.75012473
-5.23761881,4.75996522,1.46690811,2.30286168,0.01491886,0.52604055,0.08044464,1.79065306
-5.23161581,4.87197169,1.49819814,2.36538050,0.01507787,0.53209734,0.08070818,1.83437105
-5.22561281,4.99064278,1.53085720,2.43163873,0.01522126,0.53821106,0.08100054,1.88081941
-5.21960980,5.11465645,1.56451688,2.50102000,0.01534772,0.54430673,0.08130258,1.92947068
-5.21360680,5.24256315,1.59878389,2.57284781,0.01545607,0.55030341,0.08159428,1.97973535
-5.20760380,5.37280793,1.63324540,2.64639562,0.01554534,0.55611478,0.08185521,2.03097052
-5.20160080,5.50375775,1.66747539,2.72089906,0.01561468,0.56165001,0.08206516,2.08249113
-5.19559780,5.63373312,1.70104194,2.79556998,0.01566339,0.56681523,0.08220467,2.13358341
-5.18959480,5.76104303,1.73351521,2.86961183,0.01569087,0.57151535,0.08225570,2.18352011
-5.18359180,5.88402213,1.76447598,2.94223584,0.01569669,0.57565626,0.08220216,2.23157702
-5.17758879,6.00106830,1.79352434,3.01267728,0.01568056,0.57914728,0.08203045,2.27705010
-5.17158579,6.11067935,1.82028826,3.08021105,0.01564236,0.58190378,0.08172997,2.31927252
-5.16558279,6.21148673,1.84443160,3.14416593,0.01558218,0.58384975,0.08129350,2.35763081
-5.15957979,6.30228505,1.86566118,3.20393673,0.01550034,0.58492021,0.08071743,2.39157943
-5.15357679,6.38205560,1.88373260,3.25899375,0.01539742,0.58506323,0.08000198,2.42065311
-5.14757379,6.44998309,1.89845452,3.30888914,0.01527426,0.58424157,0.07915116,2.44447632
-5.14157079,6.50546448,1.90969101,3.35325990,0.01513199,0.58243367,0.07817268,2.46276955
-5.13556778,6.54810990,1.91736202,3.39182742,0.01497202,0.57963401,0.07707765,2.47535208
-5.12956478,6.57773564,1.92144183,3.42439378,0.01479601,0.57585275,0.07588023,2.48214125
-5.12356178,6.59434992,1.92195552,3.45083526,0.01460586,0.57111472,0.07459707,2.48314835
-5.11755878,6.59813249,1.91897377,3.47109354,0.01440363,0.56545777,0.07324676,2.47847146
-5.11155578,6.58940956,1.91260619,3.48516551,0.01419152,0.55893064,0.07184914,2.46828579
-5.10555278,6.56862584,1.90299359,3.49309235,0.01397178,0.55159036,0.07042460,2.45283213
-5.09954977,6.53631554,1.89029966,3.49494902,0.01374665,0.54349957,0.06899342,2.43240418
-5.09354677,6.49307433,1.87470265,3.49083483,0.01351828,0.53472365,0.06757509,2.40733553
-5.08754377,6.43953402,1.85638733,3.48086604,0.01328869,0.52532807,0.06618777,2.37798701
-5.08154077,6.37634160,1.83553799,3.46517092,0.01305970,0.51537608,0.06484773,2.34473521
-5.07553777,6.30414386,1.81233268,3.44388790,0.01283290,0.50492676,0.06356908,2.30796275
-5.06953477,6.22357823,1.78693915,3.41716672,0.01260963,0.49403370,0.06236346,2.26805060
-5.06353177,6.13527022,1.75951262,3.38517267,0.01239094,0.48274433,0.06123998,2.22537296
-5.05752876,6.03983700,1.73019552,3.34809323,0.01217768,0.47109985,0.06020529,2.18029451
-5.05152576,5.93789639,1.69911916,3.30614675,0.01197045,0.45913587,0.05926371,2.13317006
-5.04552276,5.83007986,1.66640699,3.25959208,0.01176970,0.44688358,0.05841757,2.08434617
-5.03951976,5.71704798,1.63217932,3.20873815,0.01157576,0.43437138,0.05766755,2.03416437
-5.03351676,5.59950630,1.59655893,3.15395249,0.01138890,0.42162687,0.05701314,1.98296520
-5.02751376,5.47821974,1.55967711,3.09566756,0.01120940,0.40867894,0.05645310,1.93109260
-5.02151076,5.35402361,1.52167957,3.03438390,0.01103759,0.39555993,0.05598586,1.87889779
-5.01550775,5.22782944,1.48273176,2.97066935,0.01087388,0.38230744,0.05560999,1.82674208
-5.00950475,5.10062446,1.44302290,2.90515383,0.01071880,0.36896597,0.05532449,1.77499813
-5.00350175,4.97346387,1.40276860,2.83851951,0.01057301,0.35558798,0.05512903,1.72404907
-4.99749875,4.84745562,1.36221143,2.77148642,0.01043725,0.34223436,0.05502410,1.67428545
-4.99149575,4.72373820,1.32161958,2.70479422,0.01031235,0.32897434,0.05501099,1.62609994
-4.98549275,4.60345233,1.28128334,2.63918081,0.01019913,0.31588470,0.05509169,1.57987988
-4.97948974,4.48770825,1.24150974,2.57535903,0.01009839,0.30304839,0.05526868,1.53599824
-4.97348674,4.37755049,1.20261558,2.51399290,0.01001077,0.29055268,0.05554461,1.49480346
-4.96748374,4.27392257,1.16491915,2.45567474,0.00993674,0.27848684,0.05592196,1.45660878
-4.96148074,4.17763410,1.12873147,2.40090482,0.00987648,0.26693964,0.05640262,1.42168210
-4.95547774,4.08933262,1.09434722,2.35007504,0.00982985,0.25599667,0.05698754,1.39023689
-4.94947474,4.00948265,1.06203644,2.30345770,0.00979635,0.24573783,0.05767635,1.36242504
-4.94347174,3.93835347,1.03203712,2.26120047,0.00977508,0.23623502,0.05846710,1.33833238
-4.93746873,3.87601718,1.00454952,2.22332805,0.00976480,0.22755022,0.05935613,1.31797717
-4.93146573,3.82235746,0.97973245,2.18975067,0.00976390,0.21973404,0.06033796,1.30131209
-4.92546273,3.77708900,0.95770179,2.16027910,0.00977055,0.21282492,0.06140546,1.28822961
-4.91945973,3.73978671,0.93853132,2.13464539,0.00978271,0.20684891,0.06255002,1.27857070
-4.91345673,3.70992305,0.92225584,2.11252822,0.00979832,0.20182000,0.06376195,1.27213638
-4.90745373,3.68691140,0.90887617,2.09358120,0.00981535,0.19774113,0.06503095,1.26870157
-4.90145073,3.67015275,0.89836576,2.07746254,0.00983199,0.19460557,0.06634667,1.26803036
-4.89544772,3.65908266,0.89067831,2.06386407,0.00984678,0.19239865,0.06769933,1.26989187
-4.88944472,3.65321557,0.88575575,2.05253770,0.00985866,0.19109980,0.06908034,1.27407562
-4.88344172,3.65218336,0.88353598,2.04331775,0.00986716,0.19068451,0.07048290,1.28040548
-4.87743872,3.65576562,0.88395970,2.03613737,0.00987239,0.19112623,0.07190253,1.28875136
-4.87143572,3.66390936,0.88697576,2.03103809,0.00987512,0.19239809,0.07333747,1.29903770
-4.86543272,3.67673681,0.89254451,2.02817165,0.00987677,0.19447416,0.07478897,1.31124840
-4.85942971,3.69454042,0.90063889,2.02779383,0.00987937,0.19733027,0.07626141,1.32542754
-4.85342671,3.71776520,0.91124308,2.03025067,0.00988546,0.20094438,0.07776221,1.34167613
-4.84742371,3.74697918,0.92434873,2.03595756,0.00989805,0.20529631,0.07930158,1.36014467
-4.84142071,3.78283363,0.93994897,2.04537257,0.00992038,0.21036710,0.08089211,1.38102216
-4.83541771,3.82601524,0.95803064,2.05896539,0.00995587,0.21613778,0.08254814,1.40452206
-4.82941471,3.87719302,0.97856524,2.07718368,0.01000785,0.22258795,0.08428507,1.43086594
-4.82341171,3.93696287,1.00149925,2.10041880,0.01007947,0.22969404,0.08611851,1.46026577
-4.81740870,4.00579302,1.02674458,2.12897281,0.01017350,0.23742752,0.08806341,1.49290575
-4.81140570,4.08397340,1.05416969,2.16302857,0.01029216,0.24575313,0.09013309,1.52892473
-4.80540270,4.17157167,1.08359238,2.20262472,0.01043705,0.25462740,0.09233840,1.56839995
-4.79939970,4.26839839,1.11477450,2.24763666,0.01060899,0.26399732,0.09468683,1.61133308
-4.79339670,4.37398299,1.14741930,2.29776479,0.01080801,0.27379959,0.09718174,1.65763910
-4.78739370,4.48756185,1.18117157,2.35253040,0.01103330,0.28396022,0.09982181,1.70713853
-4.78139070,4.60807888,1.21562082,2.41127938,0.01128324,0.29439466,0.10260048,1.75955327
-4.77538769,4.73419844,1.25030735,2.47319356,0.01155542,0.30500849,0.10550566,1.81450620
-4.76938469,4.86432978,1.28473105,2.53730896,0.01184674,0.31569851,0.10851965,1.87152436
-4.76338169,4.99666162,1.31836248,2.60253996,0.01215347,0.32635427,0.11161916,1.93004562
-4.75737869,5.12920519,1.35065570,2.66770819,0.01247144,0.33685993,0.11477557,1.98942827
-4.75137569,5.25984351,1.38106238,2.73157481,0.01279610,0.34709635,0.11795542,2.04896330
-4.74537269,5.38638475,1.40904627,2.79287453,0.01312270,0.35694330,0.12112098,2.10788865
-4.73936968,5.50661751,1.43409764,2.85035009,0.01344639,0.36628169,0.12423105,2.16540505
-4.73336668,5.61836579,1.45574679,2.90278578,0.01376237,0.37499573,0.12724192,2.22069283
-4.72736368,5.71954174,1.47357637,2.94903868,0.01406597,0.38297500,0.13010837,2.27292921
-4.72136068,5.80819460,1.48723168,2.98806678,0.01435279,0.39011627,0.13278484,2.32130573
-4.71535768,5.88255462,1.49642898,3.01895307,0.01461871,0.39632508,0.13522661,2.36504522
-4.70935468,5.94107074,1.50096131,3.04092514,0.01486004,0.40151709,0.13739108,2.40341816
-4.70335168,5.98244183,1.50070194,3.05337004,0.01507347,0.40561921,0.13923893,2.43575803
-4.69734867,6.00564086,1.49560533,3.05584424,0.01525613,0.40857043,0.14073533,2.46147546
-4.69134567,6.00993216,1.48570592,3.04807898,0.01540564,0.41032248,0.14185101,2.48007083
-4.68534267,5.99488199,1.47111482,3.02998128,0.01552006,0.41084032,0.14256323,2.49114532
-4.67933967,5.96036269,1.45201480,3.00163097,0.01559789,0.41010248,0.14285652,2.49441005
-4.67333667,5.90655092,1.42865391,2.96327434,0.01563810,0.40810128,0.14272331,2.48969319
-4.66733367,5.83392051,1.40133802,2.91531499,0.01564009,0.40484295,0.14216423,2.47694493
-4.66133067,5.74323050,1.37042267,2.85830226,0.01560367,0.40034767,0.14118823,2.45624011
-4.65532766,5.63550879,1.33630449,2.79291797,0.01552911,0.39464956,0.13981234,2.42777847
-4.64932466,5.51203216,1.29941258,2.71996186,0.01541705,0.38779649,0.13806131,2.39188238
-4.64332166,5.37430289,1.26019995,2.64033616,0.01526856,0.37984990,0.13596684,2.34899218
-4.63731866,5.22402285,1.21913534,2.55502971,0.01508512,0.37088438,0.13356668,2.29965909
-4.63131566,5.06306525,1.17669540,2.46510193,0.01486859,0.36098715,0.13090354,2.24453591
-4.62531266,4.89344492,1.13335760,2.37166689,0.01462123,0.35025735,0.12802382,2.18436578
-4.61930965,4.71728740,1.08959367,2.27587778,0.01434566,0.33880515,0.12497632,2.11996920
-4.61330665,4.53679762,1.04586381,2.17891187,0.01404482,0.32675065,0.12181087,2.05222977
-4.60730365,4.35422864,1.00261158,2.08195608,0.01372200,0.31422255,0.11857705,1.98207916
-4.60130065,4.17185110,0.96025955,1.98619345,0.01338071,0.30135664,0.11532302,1.91048152
-4.59529765,3.99192373,0.91920564,1.89279032,0.01302471,0.28829413,0.11209451,1.83841799
-4.58929465,3.81666562,0.87982015,1.80288441,0.01265789,0.27517982,0.10893400,1.76687168
-4.58329165,3.64823039,0.84244345,1.71757384,0.01228421,0.26216009,0.10588014,1.69681337
-4.57728864,3.48868255,0.80738429,1.63790688,0.01190765,0.24938093,0.10296747,1.62918838
-4.57128564,3.33997627,0.77491862,1.56487249,0.01153210,0.23698578,0.10022631,1.56490460
-4.56528264,3.20393637,0.74528888,1.49939149,0.01116131,0.22511353,0.09768292,1.50482196
-4.55927964,3.08224138,0.71870380,1.44230822,0.01079877,0.21389643,0.09535991,1.44974325
-4.55327664,2.97640858,0.69533841,1.39438261,0.01044772,0.20345813,0.09327669,1.40040609
-4.54727364,2.88778047,0.67533442,1.35628239,0.01011099,0.19391189,0.09145013,1.35747615
-4.54127064,2.81751240,0.65880072,1.32857549,0.00979102,0.18535881,0.08989519,1.32154109
-4.53526763,2.76656108,0.64581409,1.31172237,0.00948982,0.17788633,0.08862554,1.29310528
-4.52926463,2.73567361,0.63641993,1.30606846,0.00920893,0.17156688,0.08765412,1.27258494
-4.52326163,2.72537691,0.63063316,1.31183658,0.00894942,0.16645675,0.08699358,1.26030361
-4.51725863,2.73596769,0.62843905,1.32911962,0.00871193,0.16259516,0.08665650,1.25648784
-4.51125563,2.76750292,0.62979422,1.35787373,0.00849667,0.16000361,0.08665553,1.26126310
-4.50525263,2.81979143,0.63462766,1.39791219,0.00830348,0.15868546,0.08700321,1.27465003
-4.49924962,2.89238700,0.64284189,1.44890060,0.00813191,0.15862580,0.08771167,1.29656117
-4.49324662,2.98458383,0.65431420,1.51035366,0.00798125,0.15979160,0.08879220,1.32679853
-4.48724362,3.09541491,0.66889820,1.58163422,0.00785063,0.16213210,0.09025454,1.36505214
-4.48124062,3.22365445,0.68642541,1.66195490,0.00773910,0.16557965,0.09210622,1.41090011
-4.47523762,3.36782480,0.70670722,1.75038287,0.00764568,0.17005069,0.09435175,1.46381044
-4.46923462,3.52620875,0.72953692,1.84584812,0.00756949,0.17544713,0.09699186,1.52314497
-4.46323162,3.69686758,0.75469205,1.94715545,0.00750976,0.18165801,0.10002274,1.58816554
-4.45722861,3.87766515,0.78193677,2.05300022,0.00746592,0.18856139,0.10343544,1.65804274
-4.45122561,4.06629780,0.81102434,2.16198786,0.00743763,0.19602657,0.10721528,1.73186704
-4.44522261,4.26032993,0.84169960,2.27265678,0.00742482,0.20391640,0.11134158,1.80866232
-4.43921961,4.45723427,0.87370131,2.38350421,0.00742771,0.21208986,0.11578743,1.88740157
-4.43321661,4.65443612,0.90676437,2.49301435,0.00744677,0.22040462,0.12051971,1.96702422
-4.42721361,4.84936008,0.94062167,2.59968799,0.00748273,0.22871976,0.12549934,2.04645494
-4.42121061,5.03947802,0.97500578,2.70207264,0.00753656,0.23689836,0.13068165,2.12462297
-4.41520760,5.22235659,1.00965011,2.79879223,0.00760936,0.24481006,0.13601697,2.20048176
-4.40920460,5.39570289,1.04428993,2.88857537,0.00770239,0.25233343,0.14145133,2.27302804
-4.40320160,5.55740666,1.07866298,2.97028114,0.00781691,0.25935812,0.14692732,2.34131989
-4.39719860,5.70557777,1.11250987,3.04292154,0.00795420,0.26578680,0.15238508,2.40449320
-4.39119560,5.83857774,1.14557444,3.10567998,0.00811542,0.27153668,0.15776327,2.46177611
-4.38519260,5.95504474,1.17760404,3.15792504,0.00830159,0.27654084,0.16300017,2.51250110
-4.37918959,6.05391117,1.20835001,3.19921931,0.00851352,0.28074903,0.16803480,2.55611446
-4.37318659,6.13441402,1.23756846,3.22932314,0.00875179,0.28412826,0.17280797,2.59218305
-4.36718359,6.19609776,1.26502139,3.24819327,0.00901667,0.28666292,0.17726336,2.62039837
-4.36118059,6.23881048,1.29047835,3.25597674,0.00930817,0.28835456,0.18134859,2.64057795
-4.35517759,6.26269366,1.31371867,3.25300045,0.00962600,0.28922137,0.18501614,2.65266437
-4.34917459,6.26816652,1.33453424,3.23975696,0.00996960,0.28929730,0.18822425,2.65672206
-4.34317159,6.25590581,1.35273282,3.21688721,0.01033820,0.28863088,0.19093776,2.65293209
-4.33716858,6.22682198,1.36814188,3.18516083,0.01073081,0.28728384,0.19312874,2.64158540
-4.33116558,6.18203272,1.38061269,3.14545489,0.01114636,0.28532942,0.19477715,2.62307459
-4.32516258,6.12283466,1.39002462,3.09873156,0.01158370,0.28285048,0.19587121,2.59788460
-4.31915958,6.05067393,1.39628940,3.04601563,0.01204165,0.27993755,0.19640776,2.56658247
-4.31315658,5.96711640,1.39935508,2.98837203,0.01251913,0.27668657,0.19639235,2.52980642
-4.30715358,5.87381783,1.39920958,2.92688424,0.01301513,0.27319666,0.19583927,2.48825431
